research_period,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmed_n,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction,feature
DISCOVERY,ALIGNED,1939,1897,943,954,4,38,49.71006852925672,891,45.95152140278494,1.2856980915223712,1.2368558764909703,0.9117307271989309,0.8943240235306589,112,153,ALL,directional_prior_weekly_ret_1w_pct
DISCOVERY,FLAT,6,6,3,3,0,0,50.0,3,50.0,2.333617836166729,1.8343576215064867,1.4190639737081765,2.1966326517731196,2,6,ALL,directional_prior_weekly_ret_1w_pct
DISCOVERY,OPPOSING,2110,2059,1062,997,10,41,51.57843613404565,968,45.87677725118483,1.2939229677318735,1.2565891083728056,0.912643912519054,0.8771765573082961,112,153,ALL,directional_prior_weekly_ret_1w_pct
DISCOVERY,UNKNOWN,118,116,72,44,0,2,62.06896551724138,69,58.47457627118644,1.218532194838374,1.0688332706747328,0.8836000596079976,0.6929182391751447,77,5,ALL,directional_prior_weekly_ret_1w_pct
VALIDATION,ALIGNED,2038,1995,950,1045,34,9,47.61904761904762,929,45.58390578999018,1.6516406038553426,1.6230247079514921,1.150766704689317,1.1592584050546888,112,159,ALL,directional_prior_weekly_ret_1w_pct
VALIDATION,FLAT,1,1,1,0,0,0,100.0,1,100.0,1.2457531143827796,0.03775009437523737,1.2457531143827796,0.03775009437523737,1,1,ALL,directional_prior_weekly_ret_1w_pct
VALIDATION,OPPOSING,2095,2044,1047,997,33,18,51.223091976516635,1029,49.11694510739857,1.6879556072053647,1.4822221148128472,1.204255816672514,1.0687507345164005,112,159,ALL,directional_prior_weekly_ret_1w_pct
DISCOVERY,ALIGNED,870,852,416,436,4,14,48.82629107981221,386,44.367816091954026,1.331417290079531,1.2410719685270735,0.9662235193401647,0.9207336575872291,112,150,BEAR,directional_prior_weekly_ret_1w_pct
DISCOVERY,FLAT,2,2,2,0,0,0,100.0,2,100.0,4.994245270522191,1.3915718680689655,4.994245270522191,1.3915718680689655,1,2,BEAR,directional_prior_weekly_ret_1w_pct
DISCOVERY,OPPOSING,1173,1142,566,576,7,24,49.56217162872154,530,45.18329070758738,1.2944462224875097,1.2969441432621414,0.9077155824508321,0.9094277480444535,112,149,BEAR,directional_prior_weekly_ret_1w_pct
DISCOVERY,UNKNOWN,76,76,43,33,0,0,56.578947368421055,47,61.8421052631579,1.102611286861179,1.15125396402781,0.7413341933073765,0.9845991818478803,60,5,BEAR,directional_prior_weekly_ret_1w_pct
DISCOVERY,ALIGNED,1069,1045,527,518,0,24,50.430622009569376,505,47.240411599625816,1.2484897634169188,1.2334246322707552,0.8787265366212719,0.8746932992984828,112,152,BULL,directional_prior_weekly_ret_1w_pct
DISCOVERY,FLAT,4,4,1,3,0,0,25.0,1,25.0,1.0033041189889986,2.0557504982252475,1.1602469366416102,2.1966326517731196,2,4,BULL,directional_prior_weekly_ret_1w_pct
DISCOVERY,OPPOSING,937,917,496,421,3,17,54.089422028353326,438,46.744930629669156,1.2932679220239105,1.2060699451655583,0.9180160652811409,0.8288253477589022,112,147,BULL,directional_prior_weekly_ret_1w_pct
DISCOVERY,UNKNOWN,42,40,29,11,0,2,72.5,22,52.38095238095238,1.4282938378447259,0.9196910636548788,1.2087938245852592,0.4280348496402807,33,5,BULL,directional_prior_weekly_ret_1w_pct
VALIDATION,ALIGNED,917,906,441,465,9,2,48.675496688741724,418,45.58342420937841,1.639325622902107,1.682242600924152,1.1392811296534053,1.2827344701583234,112,156,BEAR,directional_prior_weekly_ret_1w_pct
VALIDATION,FLAT,1,1,1,0,0,0,100.0,1,100.0,1.2457531143827796,0.03775009437523737,1.2457531143827796,0.03775009437523737,1,1,BEAR,directional_prior_weekly_ret_1w_pct
VALIDATION,OPPOSING,1098,1070,552,518,15,13,51.58878504672897,547,49.81785063752277,1.63182796472571,1.4477816699844903,1.1960293486029614,1.0114556905697945,111,158,BEAR,directional_prior_weekly_ret_1w_pct
VALIDATION,ALIGNED,1121,1089,509,580,25,7,46.740128558310374,511,45.5842997323818,1.66171449996071,1.574583309328897,1.1563483330437654,1.1132990003029377,112,159,BULL,directional_prior_weekly_ret_1w_pct
VALIDATION,OPPOSING,997,974,495,479,18,5,50.82135523613963,482,48.34503510531595,1.7497691994246836,1.5201515114242168,1.2203922574851098,1.1257485029940162,112,154,BULL,directional_prior_weekly_ret_1w_pct
DISCOVERY,ALIGNED,1914,1872,900,972,6,36,48.07692307692308,872,45.55903866248694,1.2741171337855561,1.306435583690808,0.8831082902218335,0.9250651235271254,112,148,ALL,directional_prior_weekly_ret_2w_pct
DISCOVERY,FLAT,3,3,3,0,0,0,100.0,2,66.66666666666667,1.5063669413219978,0.36072774368727556,1.5384615384615425,0.3326403326403403,1,3,ALL,directional_prior_weekly_ret_2w_pct
DISCOVERY,OPPOSING,2009,1963,1031,932,8,38,52.52165053489557,902,44.89795918367347,1.3189152166010838,1.1986502968079789,0.9460666713509887,0.8473545509831759,112,148,ALL,directional_prior_weekly_ret_2w_pct
DISCOVERY,UNKNOWN,247,240,146,94,0,7,60.833333333333336,155,62.75303643724696,1.166212964951261,1.121889466189356,0.8776053910045483,0.8423586040914595,97,10,ALL,directional_prior_weekly_ret_2w_pct
VALIDATION,ALIGNED,2026,1980,961,1019,37,9,48.535353535353536,947,46.742349457058246,1.7081052033511104,1.5754275934463096,1.1829483498529108,1.1210997568245384,112,159,ALL,directional_prior_weekly_ret_2w_pct
VALIDATION,OPPOSING,2108,2060,1037,1023,30,18,50.33980582524272,1012,48.007590132827325,1.6332709482340895,1.5280840280408956,1.163077673253605,1.1232806185854889,112,159,ALL,directional_prior_weekly_ret_2w_pct
DISCOVERY,ALIGNED,811,793,363,430,5,13,45.775535939470366,347,42.78668310727497,1.2986907727302566,1.3472075984006366,0.8805747831420271,0.9975681175244454,112,147,BEAR,directional_prior_weekly_ret_2w_pct
DISCOVERY,OPPOSING,1163,1135,582,553,6,22,51.27753303964758,526,45.22785898538263,1.345224098596985,1.2290537887797974,0.9690816797415821,0.8757435558492961,112,147,BEAR,directional_prior_weekly_ret_2w_pct
DISCOVERY,UNKNOWN,147,144,82,62,0,3,56.94444444444444,92,62.585034013605444,1.0392623560340373,1.1520518300236502,0.7208062183658708,0.9682323757701913,83,10,BEAR,directional_prior_weekly_ret_2w_pct
DISCOVERY,ALIGNED,1103,1079,537,542,1,23,49.76830398517146,525,47.59746146872167,1.2560489368824268,1.276457248305793,0.8850660683121516,0.879657007687757,112,146,BULL,directional_prior_weekly_ret_2w_pct
DISCOVERY,FLAT,3,3,3,0,0,0,100.0,2,66.66666666666667,1.5063669413219978,0.36072774368727556,1.5384615384615425,0.3326403326403403,1,3,BULL,directional_prior_weekly_ret_2w_pct
DISCOVERY,OPPOSING,846,828,449,379,2,16,54.227053140096615,376,44.44444444444444,1.2827482783490358,1.156854479830172,0.9080903274318317,0.8139718054308865,111,145,BULL,directional_prior_weekly_ret_2w_pct
DISCOVERY,UNKNOWN,100,96,64,32,0,4,66.66666666666667,63,63.0,1.3528303600595806,1.0775507913529436,1.1270586073079474,0.5746505841567794,61,10,BULL,directional_prior_weekly_ret_2w_pct
VALIDATION,ALIGNED,905,888,441,447,15,2,49.66216216216216,422,46.629834254143645,1.6857836581917716,1.63954490091898,1.207674943566584,1.1594792514239225,112,151,BEAR,directional_prior_weekly_ret_2w_pct
VALIDATION,OPPOSING,1111,1089,553,536,9,13,50.780532598714416,544,48.964896489648964,1.5937175912879311,1.4838257006778723,1.149800212019887,1.0914259607086538,112,157,BEAR,directional_prior_weekly_ret_2w_pct
VALIDATION,ALIGNED,1121,1092,520,572,22,7,47.61904761904762,525,46.83318465655665,1.7261257192915223,1.5236647359416116,1.168404789494007,1.0825366696758543,112,159,BULL,directional_prior_weekly_ret_2w_pct
VALIDATION,OPPOSING,997,971,484,487,21,5,49.84552008238929,468,46.94082246740221,1.6773469558240415,1.5774029866169423,1.1770096509063874,1.1617302180144111,112,157,BULL,directional_prior_weekly_ret_2w_pct
DISCOVERY,ALIGNED,1814,1777,869,908,4,33,48.90264490714688,838,46.19625137816979,1.2958993004326267,1.269031850327921,0.8846789405426043,0.9068129433398758,112,139,ALL,directional_prior_weekly_ret_4w_pct
DISCOVERY,OPPOSING,1872,1823,948,875,10,39,52.00219418540867,830,44.337606837606835,1.3130129278745084,1.2418455932902983,0.9493129109959788,0.8655149167863556,112,139,ALL,directional_prior_weekly_ret_4w_pct
DISCOVERY,UNKNOWN,487,478,263,215,0,9,55.02092050209205,263,54.0041067761807,1.1749754320702166,1.149971884429119,0.8652606181621466,0.847127555988306,111,19,ALL,directional_prior_weekly_ret_4w_pct
VALIDATION,ALIGNED,2081,2044,1015,1029,28,9,49.657534246575345,979,47.0446900528592,1.6600355179861543,1.5851905806623792,1.157976452322423,1.1301396281724936,112,159,ALL,directional_prior_weekly_ret_4w_pct
VALIDATION,OPPOSING,2053,1996,983,1013,39,18,49.24849699398798,980,47.73502191914272,1.6799914213042486,1.5169195504500828,1.1956849728424925,1.113818996179677,112,159,ALL,directional_prior_weekly_ret_4w_pct
DISCOVERY,ALIGNED,712,700,337,363,4,8,48.142857142857146,311,43.67977528089887,1.3304103875775524,1.2880552141021335,0.9101048218164156,0.9525857124356871,111,134,BEAR,directional_prior_weekly_ret_4w_pct
DISCOVERY,OPPOSING,1137,1105,553,552,7,25,50.04524886877828,509,44.76693051890941,1.3451544040476076,1.2749872343989113,0.962625577413838,0.8979369712561213,112,139,BEAR,directional_prior_weekly_ret_4w_pct
DISCOVERY,UNKNOWN,272,267,137,130,0,5,51.31086142322097,145,53.30882352941177,1.0801935894565722,1.1932747783640298,0.7346541725911362,0.9421792419287315,109,19,BEAR,directional_prior_weekly_ret_4w_pct
DISCOVERY,ALIGNED,1102,1077,532,545,0,25,49.396471680594246,527,47.82214156079855,1.2736017559251975,1.25674089297108,0.872386363399017,0.8793375774094468,111,139,BULL,directional_prior_weekly_ret_4w_pct
DISCOVERY,OPPOSING,735,718,395,323,3,14,55.013927576601674,321,43.673469387755105,1.2632920320802032,1.190577503575342,0.9255737704917965,0.8168700265252062,110,134,BULL,directional_prior_weekly_ret_4w_pct
DISCOVERY,UNKNOWN,215,211,126,85,0,4,59.71563981042654,118,54.883720930232556,1.2948854841209658,1.0951886883812323,0.9996297667530528,0.7346366690026873,93,19,BULL,directional_prior_weekly_ret_4w_pct
VALIDATION,ALIGNED,953,941,468,473,10,2,49.73432518597237,446,46.799580272822666,1.580119742157629,1.6290101035498619,1.1160483620956891,1.1668221256225682,112,156,BEAR,directional_prior_weekly_ret_4w_pct
VALIDATION,OPPOSING,1063,1036,526,510,14,13,50.77220077220077,520,48.91815616180621,1.684290066141321,1.4862388147711896,1.219963031423297,1.0645315378841314,112,158,BEAR,directional_prior_weekly_ret_4w_pct
VALIDATION,ALIGNED,1128,1103,547,556,18,7,49.59202175883953,533,47.251773049645394,1.727553012990219,1.5481692993576173,1.1829483498529108,1.0818338495302213,112,158,BULL,directional_prior_weekly_ret_4w_pct
VALIDATION,OPPOSING,990,960,457,503,25,5,47.604166666666664,460,46.464646464646464,1.6753758056862609,1.5498626030022682,1.1662644303729663,1.1481735336416588,111,153,BULL,directional_prior_weekly_ret_4w_pct
DISCOVERY,ALIGNED,1546,1512,741,771,6,28,49.007936507936506,699,45.21345407503234,1.2628780081536326,1.3132652856242244,0.8644446458647235,0.9169830144703388,112,120,ALL,directional_prior_weekly_ret_8w_pct
DISCOVERY,FLAT,1,1,1,0,0,0,100.0,1,100.0,1.619778346121058,0.4262574595055374,1.619778346121058,0.4262574595055374,1,1,ALL,directional_prior_weekly_ret_8w_pct
DISCOVERY,OPPOSING,1580,1540,810,730,7,33,52.5974025974026,729,46.139240506329116,1.3637265101077476,1.2115630597717453,0.9904384452638417,0.8485223147362482,112,120,ALL,directional_prior_weekly_ret_8w_pct
DISCOVERY,UNKNOWN,1046,1025,528,497,1,20,51.51219512195122,502,47.992351816443595,1.2162691228127935,1.187180699213532,0.8787886159528198,0.8857268657704382,112,38,ALL,directional_prior_weekly_ret_8w_pct
VALIDATION,ALIGNED,2117,2079,1013,1066,29,9,48.725348725348724,999,47.18941898913557,1.6842933931062336,1.588295106023032,1.1697869940100507,1.132854261539285,112,159,ALL,directional_prior_weekly_ret_8w_pct
VALIDATION,OPPOSING,2017,1961,985,976,38,18,50.22947475777664,960,47.59543877045117,1.6548870538725402,1.5124425860097537,1.170731707317067,1.1047187469214796,112,159,ALL,directional_prior_weekly_ret_8w_pct
DISCOVERY,ALIGNED,585,572,267,305,5,8,46.67832167832168,243,41.53846153846154,1.2964251767529358,1.3308300079392354,0.8789139135211523,0.9508158234534597,96,118,BEAR,directional_prior_weekly_ret_8w_pct
DISCOVERY,OPPOSING,976,950,486,464,6,20,51.1578947368421,445,45.59426229508197,1.4302738411155465,1.238077949226247,1.027308884513637,0.8761387451172339,110,120,BEAR,directional_prior_weekly_ret_8w_pct
DISCOVERY,UNKNOWN,560,550,274,276,0,10,49.81818181818182,277,49.464285714285715,1.1002668077862394,1.2579051867464772,0.7975862581406716,0.9680982056243501,112,38,BEAR,directional_prior_weekly_ret_8w_pct
DISCOVERY,ALIGNED,961,940,474,466,1,20,50.42553191489362,456,47.45057232049948,1.2424564747190932,1.3025729208434946,0.8594473092688163,0.9026060920458916,111,119,BULL,directional_prior_weekly_ret_8w_pct
DISCOVERY,FLAT,1,1,1,0,0,0,100.0,1,100.0,1.619778346121058,0.4262574595055374,1.619778346121058,0.4262574595055374,1,1,BULL,directional_prior_weekly_ret_8w_pct
DISCOVERY,OPPOSING,604,590,324,266,1,13,54.91525423728814,284,47.019867549668874,1.256193074571966,1.168717807937981,0.9389337598738979,0.7979096159101153,101,118,BULL,directional_prior_weekly_ret_8w_pct
DISCOVERY,UNKNOWN,486,475,254,221,1,10,53.473684210526315,225,46.2962962962963,1.349934341773432,1.105687462550056,0.9681136399361556,0.7676477690787518,109,38,BULL,directional_prior_weekly_ret_8w_pct
VALIDATION,ALIGNED,933,921,459,462,10,2,49.8371335504886,450,48.231511254019296,1.6170480603491726,1.5782062866786277,1.1728367274150089,1.1261241007194278,111,154,BEAR,directional_prior_weekly_ret_8w_pct
VALIDATION,OPPOSING,1083,1056,535,521,14,13,50.66287878787879,516,47.64542936288089,1.6505527370994149,1.532642680806679,1.163055872291905,1.11663530999352,111,158,BEAR,directional_prior_weekly_ret_8w_pct
VALIDATION,ALIGNED,1184,1158,554,604,19,7,47.84110535405872,549,46.36824324324324,1.737283169679154,1.5962451638341202,1.1641433679504818,1.1379658196384432,112,158,BULL,directional_prior_weekly_ret_8w_pct
VALIDATION,OPPOSING,934,905,450,455,24,5,49.72375690607735,444,47.53747323340471,1.6599128194670743,1.4890199921499354,1.177237815652724,1.0788165065989945,110,156,BULL,directional_prior_weekly_ret_8w_pct
DISCOVERY,ALIGNED,1569,1538,749,789,5,26,48.69960988296489,714,45.506692160611856,1.2556173946560758,1.2835186393830154,0.8815542093168937,0.9140331913270171,112,120,ALL,directional_prior_weekly_close_vs_ema9_pct
DISCOVERY,OPPOSING,1558,1515,803,712,8,35,53.00330033003301,715,45.89216944801027,1.3726915100811903,1.2395142992823898,0.9625851565669719,0.8506894875642007,112,120,ALL,directional_prior_weekly_close_vs_ema9_pct
DISCOVERY,UNKNOWN,1046,1025,528,497,1,20,51.51219512195122,502,47.992351816443595,1.2162691228127935,1.187180699213532,0.8787886159528198,0.8857268657704382,112,38,ALL,directional_prior_weekly_close_vs_ema9_pct
VALIDATION,ALIGNED,2070,2035,1003,1032,27,8,49.287469287469285,968,46.76328502415459,1.650225841324879,1.595853195715325,1.157766361209442,1.1308321059318533,112,159,ALL,directional_prior_weekly_close_vs_ema9_pct
VALIDATION,OPPOSING,2064,2005,995,1010,40,19,49.62593516209476,991,48.013565891472865,1.6897232603315457,1.5065897869678817,1.1898300225746077,1.1150660181462149,112,159,ALL,directional_prior_weekly_close_vs_ema9_pct
DISCOVERY,ALIGNED,611,600,282,318,4,7,47.0,251,41.08019639934533,1.2913261009147385,1.2457782228323298,0.9066681996805301,0.9355222512197398,100,118,BEAR,directional_prior_weekly_close_vs_ema9_pct
DISCOVERY,OPPOSING,950,922,471,451,7,21,51.084598698481564,437,46.0,1.4372165786003532,1.2902411988828595,0.9941036645200283,0.8787555571660357,110,120,BEAR,directional_prior_weekly_close_vs_ema9_pct
DISCOVERY,UNKNOWN,560,550,274,276,0,10,49.81818181818182,277,49.464285714285715,1.1002668077862394,1.2579051867464772,0.7975862581406716,0.9680982056243501,112,38,BEAR,directional_prior_weekly_close_vs_ema9_pct
DISCOVERY,ALIGNED,958,938,467,471,1,19,49.78678038379531,463,48.32985386221294,1.2328428440046744,1.3075889885609577,0.8671065852966717,0.9015669938544356,111,120,BULL,directional_prior_weekly_close_vs_ema9_pct
DISCOVERY,OPPOSING,608,593,332,261,1,14,55.98650927487353,278,45.723684210526315,1.2718710905199984,1.1602535186566556,0.9204028231103891,0.7957320337352846,105,120,BULL,directional_prior_weekly_close_vs_ema9_pct
DISCOVERY,UNKNOWN,486,475,254,221,1,10,53.473684210526315,225,46.2962962962963,1.349934341773432,1.105687462550056,0.9681136399361556,0.7676477690787518,109,38,BULL,directional_prior_weekly_close_vs_ema9_pct
VALIDATION,ALIGNED,931,920,466,454,11,0,50.65217391304348,441,47.36842105263158,1.5765281936154718,1.6353774405068675,1.1719098119597164,1.1590375586854553,112,157,BEAR,directional_prior_weekly_close_vs_ema9_pct
VALIDATION,OPPOSING,1085,1057,528,529,13,15,49.952696310312206,525,48.38709677419355,1.6852596371690693,1.4836701305741007,1.165492738265909,1.0941593465865433,112,158,BEAR,directional_prior_weekly_close_vs_ema9_pct
VALIDATION,ALIGNED,1139,1115,537,578,16,8,48.16143497757847,527,46.26865671641791,1.7104650950715496,1.563546723458147,1.1521627188465449,1.0997534610278683,112,159,BULL,directional_prior_weekly_close_vs_ema9_pct
VALIDATION,OPPOSING,979,948,467,481,27,4,49.26160337552743,466,47.599591419816136,1.6946701767067112,1.5319910404788646,1.209267644423596,1.132854261539285,111,156,BULL,directional_prior_weekly_close_vs_ema9_pct
DISCOVERY,ALIGNED,907,887,469,418,1,19,52.87485907553551,435,47.960308710033075,1.330621287419234,1.320737624204272,0.8868432869330913,0.9002485501242864,112,66,ALL,directional_prior_weekly_close_vs_ema20_pct
DISCOVERY,OPPOSING,879,852,471,381,4,23,55.28169014084507,430,48.919226393629124,1.5529179618273272,1.2376276536304456,1.150040117678515,0.8378941250544824,112,66,ALL,directional_prior_weekly_close_vs_ema20_pct
DISCOVERY,UNKNOWN,2387,2339,1140,1199,9,39,48.73877725523728,1066,44.6585672392124,1.1768102937782128,1.2153377889220076,0.8602150537634307,0.8911767961917489,112,92,ALL,directional_prior_weekly_close_vs_ema20_pct
VALIDATION,ALIGNED,2092,2051,995,1056,33,8,48.5129205265724,976,46.653919694072655,1.6635494870017309,1.620992131039023,1.1550187077688174,1.137192614050226,112,159,ALL,directional_prior_weekly_close_vs_ema20_pct
VALIDATION,OPPOSING,2042,1989,1003,986,34,19,50.427350427350426,983,48.13907933398629,1.6764989099212484,1.4798736029866773,1.1930243475454745,1.098434481181837,112,159,ALL,directional_prior_weekly_close_vs_ema20_pct
DISCOVERY,ALIGNED,317,313,175,138,0,4,55.91054313099041,149,47.003154574132495,1.472702610860142,1.1653926594519513,1.0731148948347404,0.8204990248167321,69,66,BEAR,directional_prior_weekly_close_vs_ema20_pct
DISCOVERY,OPPOSING,548,532,283,249,3,13,53.19548872180451,273,49.81751824817518,1.6889740708788281,1.3217343482316055,1.2053475012825055,0.9364679172110372,93,66,BEAR,directional_prior_weekly_close_vs_ema20_pct
DISCOVERY,UNKNOWN,1256,1227,569,658,8,21,46.37326813365933,543,43.232484076433124,1.097214085354516,1.2719638867755643,0.8072677688094685,0.9407153753324137,112,92,BEAR,directional_prior_weekly_close_vs_ema20_pct
DISCOVERY,ALIGNED,590,574,294,280,1,15,51.21951219512195,286,48.47457627118644,1.2542826780450516,1.4042026306898405,0.8016945922772752,0.954367065170654,94,66,BULL,directional_prior_weekly_close_vs_ema20_pct
DISCOVERY,OPPOSING,331,320,188,132,1,10,58.75,157,47.43202416918429,1.32766494744599,1.0983815248043558,1.0638329753758513,0.7380716897440668,68,65,BULL,directional_prior_weekly_close_vs_ema20_pct
DISCOVERY,UNKNOWN,1131,1112,571,541,1,18,51.34892086330935,523,46.242263483642795,1.2652036074653596,1.152453280607183,0.9033423667570065,0.8320054033754536,112,92,BULL,directional_prior_weekly_close_vs_ema20_pct
