feature,edge_0,edge_1,edge_2,edge_3,edge_4,edge_5
a43_stock_vs_market_avg_open_rs_pp,-0.1014623912277024,0.40334640788421305,0.5938976017378088,0.874795129693881,1.2601363364796532,4.020229212902157
a43_stock_vs_spy_open_rs_pp,-0.06147330496431014,0.40421052225342763,0.5838851998060557,0.865765472043092,1.2566173367368227,4.014810882584519
a43_stock_vs_qqq_open_rs_pp,-0.21930870341999587,0.4022510403602042,0.592916364193519,0.8636320671236299,1.2418338890873382,4.02218282393858
a43_stock_vs_dia_open_rs_pp,-0.16277024226014625,0.37397846302280824,0.604718765464094,0.8920263540206763,1.270870550633325,4.02369393218337
