symbol,trade_date,direction,architecture,decision_candle,entry_timestamp,a43_directional_stock_open_impulse_pct,directional_spy_open_impulse_pct,directional_qqq_open_impulse_pct,directional_dia_open_impulse_pct,a43_directional_market_avg_open_impulse_pct,a43_stock_vs_spy_open_rs_pp,a43_stock_vs_qqq_open_rs_pp,a43_stock_vs_dia_open_rs_pp,a43_stock_vs_market_avg_open_rs_pp
AAPL,2025-05-23,BULL,AE2_RECLAIM,2,2025-05-23 13:31:00+00:00,1.112746237058837,0.053821313240032254,-0.047413963412223925,0.19539299648496655,0.0672667821042583,1.0589249238188048,1.160160200471061,0.9173532405738705,1.0454794549545787
AAPL,2025-05-29,BEAR,AE2_RECLAIM,2,2025-05-29 13:31:00+00:00,0.53051700847353,0.19053721377263466,0.2783424847529137,0.14202528049992447,0.20363499300849094,0.33997979470089534,0.25217452372061633,0.38849172797360554,0.32688201546503903
AAPL,2025-06-05,BEAR,AE2_RECLAIM,2,2025-06-05 13:31:00+00:00,0.19656019656020263,0.12716898415406908,0.06412916368024879,0.11386446606956868,0.10172087130129552,0.06939121240613355,0.13243103287995384,0.08269573049063395,0.0948393252589071
AAPL,2025-06-24,BEAR,AE2_RECLAIM,2,2025-06-24 13:31:00+00:00,0.38007799002912623,-0.04633230188804127,-0.07264057814448943,-0.03500338366042577,-0.05132542123098549,0.4264102919171675,0.45271856817361567,0.415081373689552,0.4314034112601117
AAPL,2025-06-25,BULL,AE2_RECLAIM,2,2025-06-25 13:31:00+00:00,0.5261851576073395,0.027142175651007072,0.08855108290595215,-0.04875217643643959,0.02231369404017321,0.49904298195633245,0.4376340747013874,0.5749373340437791,0.5038714635671663
AAPL,2025-06-26,BULL,AE2_RECLAIM,2,2025-06-26 13:31:00+00:00,0.3797845405351774,0.03940951411354199,0.022085212110067864,0.17408662550484344,0.07852711724281776,0.3403750264216354,0.35769932842510954,0.20569791503033397,0.30125742329235966
AAPL,2025-06-30,BEAR,AE2_RECLAIM,2,2025-06-30 13:31:00+00:00,0.22523637443689903,0.09718487803298537,0.10884156296484537,0.10670904756497901,0.10424516285426992,0.12805149640391367,0.11639481147205366,0.11852732687192002,0.12099121158262911
AAPL,2025-07-01,BULL,AE2_RECLAIM,2,2025-07-01 13:31:00+00:00,0.5782304696005713,0.06651956648711099,-0.011823986320569357,0.18855494218406044,0.0810835074502007,0.5117109031134603,0.5900544559211407,0.3896755274165109,0.49714696215037063
AAPL,2025-07-03,BEAR,AE2_RECLAIM,2,2025-07-03 13:31:00+00:00,0.021211906950446835,-0.09799983934450918,-0.1861961748436558,-0.03365719029775338,-0.10595106816197279,0.11921174629495601,0.20740808179410264,0.054869097248200216,0.12716297511241964
AAPL,2025-07-14,BULL,AE2_RECLAIM,2,2025-07-14 13:31:00+00:00,0.397761105156591,-0.04332755632582286,0.012274589794025736,-0.12073751438694824,-0.05059682697291512,0.4410886614824139,0.3854865153625653,0.5184986195435393,0.44835793212950614
AAPL,2025-07-25,BEAR,AE2_RECLAIM,2,2025-07-25 13:31:00+00:00,0.10768514205868884,0.006282574123350759,0.01947143893932246,-0.011172435367456934,0.004860525898405428,0.10140256793533808,0.08821370311936638,0.11885757742614578,0.10282461616028342
AAPL,2025-07-29,BULL,AE2_RECLAIM,2,2025-07-29 13:31:00+00:00,0.21711217462354604,-0.009399232396034574,0.08760249491905903,-0.05795421616922036,0.006749682117934697,0.2265114070195806,0.129509679704487,0.2750663907927664,0.21036249250561134
AAPL,2025-08-06,BULL,AE2_RECLAIM,2,2025-08-06 13:31:00+00:00,1.0504303846714969,0.011127891264606227,0.1283170857764082,-0.09952274320870202,0.013307411277437472,1.0393024934068906,0.9221132988950886,1.1499531278801989,1.0371229733940595
