source_label,source,column,dtype
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_spy_weekly_ema9_vs_ema20_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_qqq_daily_ret_1d_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_qqq_daily_ret_5d_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_qqq_daily_ret_10d_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_qqq_daily_close_vs_ema20_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_qqq_daily_ema9_vs_ema20_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_qqq_weekly_ret_1w_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_qqq_weekly_ret_4w_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_qqq_weekly_ret_8w_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_qqq_weekly_close_vs_ema20_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_qqq_weekly_ema9_vs_ema20_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,dia_daily_close,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,dia_daily_ret_1d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,dia_daily_ret_5d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,dia_daily_ret_10d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,dia_daily_ema9,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,dia_daily_ema20,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,dia_daily_close_vs_ema20_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,dia_daily_ema9_vs_ema20_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,dia_market_week_end,datetime64[us]
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,dia_weekly_ret_1w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,dia_weekly_ret_4w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,dia_weekly_ret_8w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,dia_weekly_close_vs_ema20_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_daily_ret_1d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_daily_ret_1d_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_daily_ret_5d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_daily_ret_5d_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_daily_ret_10d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_daily_ret_10d_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_daily_close_vs_ema20_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_daily_close_vs_ema20_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_daily_ema9_vs_ema20_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_daily_ema9_vs_ema20_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_weekly_ret_1w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_weekly_ret_1w_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_weekly_ret_4w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_weekly_ret_4w_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_weekly_ret_8w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_weekly_ret_8w_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_weekly_close_vs_ema20_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_dia_weekly_close_vs_ema20_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,dia_incremental_5d_state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_spy_1d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_qqq_1d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_market_avg_1d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_spy_1d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_spy_1d_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_qqq_1d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_qqq_1d_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_1d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_1d_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_spy_5d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_qqq_5d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_market_avg_5d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_spy_5d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_spy_5d_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_qqq_5d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_qqq_5d_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_5d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_5d_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_spy_10d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_qqq_10d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_market_avg_10d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_spy_10d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_spy_10d_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_qqq_10d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_qqq_10d_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_10d_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_10d_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_spy_1w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_qqq_1w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_market_avg_1w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_spy_1w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_spy_1w_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_qqq_1w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_qqq_1w_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_1w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_1w_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_spy_4w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_qqq_4w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_market_avg_4w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_spy_4w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_spy_4w_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_qqq_4w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_qqq_4w_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_4w_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_4w_pct__state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,relative_consensus_1d,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,relative_consensus_5d,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,relative_consensus_10d,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,relative_consensus_1w,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,relative_consensus_4w,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,relative_multi_horizon_score,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,relative_multi_horizon_state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,hist_c1_volume,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,hist_c2_volume,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,c2_vs_c1_volume_ratio,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,hist_c1_volume_median_20d_prior,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,hist_c1_volume_median_60d_prior,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,hist_c2_volume_median_20d_prior,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,hist_c2_volume_median_60d_prior,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,opening_2m_volume_median_20d_prior,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,opening_2m_volume_median_60d_prior,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,c1_rvol_20d,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,c2_rvol_20d,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,c1_rvol_60d,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,c2_rvol_60d,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,c1_rvol_20d_state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,c2_rvol_20d_state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,c2_vs_c1_volume_state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,c1_rvol_20d_discovery_state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,c2_rvol_20d_discovery_state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,c2_vs_c1_volume_ratio_discovery_state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,low_c2_rvol_market_opposition_state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,c2_vs_c1_volume_ratio_winsor,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,pm_directional_level,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,ah_directional_level,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,pd_directional_level,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,pm_directional_distance_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,ah_directional_distance_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,pd_directional_distance_pct,float64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,pm_c1_cross,bool
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,pm_c2_cross,bool
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,pm_c2_closed_beyond,bool
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,ah_c1_cross,bool
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,ah_c2_cross,bool
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,ah_c2_closed_beyond,bool
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,pd_c1_cross,bool
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,pd_c2_cross,bool
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,pd_c2_closed_beyond,bool
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,c2_break_level_n,int64
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,c2_break_count_state,str
ENRICHED AE2 EVENTS,data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,multiple_c2_break_candidate,str
A41 MARKET-OPEN IMPULSE FEATURES,data\second1m_alt_entry_research_v1\ae2_market_open_impulse_v1\a41_market_open_impulse_features_v1.parquet,entry_timestamp,"datetime64[ms, UTC]"
A41 MARKET-OPEN IMPULSE FEATURES,data\second1m_alt_entry_research_v1\ae2_market_open_impulse_v1\a41_market_open_impulse_features_v1.parquet,spy_0930_open,float64
A41 MARKET-OPEN IMPULSE FEATURES,data\second1m_alt_entry_research_v1\ae2_market_open_impulse_v1\a41_market_open_impulse_features_v1.parquet,spy_0931_close,float64
A41 MARKET-OPEN IMPULSE FEATURES,data\second1m_alt_entry_research_v1\ae2_market_open_impulse_v1\a41_market_open_impulse_features_v1.parquet,spy_open_impulse_pct,float64
A41 MARKET-OPEN IMPULSE FEATURES,data\second1m_alt_entry_research_v1\ae2_market_open_impulse_v1\a41_market_open_impulse_features_v1.parquet,directional_spy_open_impulse_pct,float64
A41 MARKET-OPEN IMPULSE FEATURES,data\second1m_alt_entry_research_v1\ae2_market_open_impulse_v1\a41_market_open_impulse_features_v1.parquet,qqq_0930_open,float64
A41 MARKET-OPEN IMPULSE FEATURES,data\second1m_alt_entry_research_v1\ae2_market_open_impulse_v1\a41_market_open_impulse_features_v1.parquet,qqq_0931_close,float64
A41 MARKET-OPEN IMPULSE FEATURES,data\second1m_alt_entry_research_v1\ae2_market_open_impulse_v1\a41_market_open_impulse_features_v1.parquet,qqq_open_impulse_pct,float64
A41 MARKET-OPEN IMPULSE FEATURES,data\second1m_alt_entry_research_v1\ae2_market_open_impulse_v1\a41_market_open_impulse_features_v1.parquet,directional_qqq_open_impulse_pct,float64
A41 MARKET-OPEN IMPULSE FEATURES,data\second1m_alt_entry_research_v1\ae2_market_open_impulse_v1\a41_market_open_impulse_features_v1.parquet,dia_0930_open,float64
A41 MARKET-OPEN IMPULSE FEATURES,data\second1m_alt_entry_research_v1\ae2_market_open_impulse_v1\a41_market_open_impulse_features_v1.parquet,dia_0931_close,float64
A41 MARKET-OPEN IMPULSE FEATURES,data\second1m_alt_entry_research_v1\ae2_market_open_impulse_v1\a41_market_open_impulse_features_v1.parquet,dia_open_impulse_pct,float64
A41 MARKET-OPEN IMPULSE FEATURES,data\second1m_alt_entry_research_v1\ae2_market_open_impulse_v1\a41_market_open_impulse_features_v1.parquet,directional_dia_open_impulse_pct,float64
A41 MARKET-OPEN IMPULSE FEATURES,data\second1m_alt_entry_research_v1\ae2_market_open_impulse_v1\a41_market_open_impulse_features_v1.parquet,market_open_3idx_state,str
