research_period,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction,feature
VALIDATION,RELATIVE_ALIGNED,2086,2046,1022,1024,32,8,49.951124144672534,47.45925215723874,1.6853521297181688,1.5653916740878933,1.1942325213602092,1.148763258850326,111,159,ALL,directional_stock_vs_qqq_1d_pct
VALIDATION,RELATIVE_OPPOSING,1986,1935,948,987,35,16,48.992248062015506,47.07955689828802,1.6830889609518018,1.5636292966189662,1.1758471617346111,1.1099655335450316,111,159,ALL,directional_stock_vs_qqq_1d_pct
DISCOVERY,FLAT,27,23,13,10,0,4,56.52173913043478,62.96296296296296,0.7271961530460865,0.4919428450634388,0.6207792624436574,0.23852214966031907,1,27,BEAR,directional_stock_vs_qqq_1d_pct
DISCOVERY,RELATIVE_ALIGNED,1078,1055,521,534,7,16,49.38388625592417,44.15584415584416,1.3023831154395995,1.3050133828423258,0.9278444627357589,0.9584074398960958,111,155,BEAR,directional_stock_vs_qqq_1d_pct
DISCOVERY,RELATIVE_OPPOSING,986,964,486,478,4,18,50.4149377593361,46.95740365111562,1.3524066718676513,1.234967070570595,0.9595607731663328,0.880851875986264,109,156,BEAR,directional_stock_vs_qqq_1d_pct
DISCOVERY,UNKNOWN,30,30,7,23,0,0,23.333333333333332,30.0,0.44763788839659735,1.7854040854650173,0.2624971837340436,1.5405404630292483,28,2,BEAR,directional_stock_vs_qqq_1d_pct
DISCOVERY,FLAT,18,15,7,8,0,3,46.666666666666664,38.888888888888886,0.4820487800722975,0.7025954396308609,0.428412416741955,0.4478346803917713,1,18,BULL,directional_stock_vs_qqq_1d_pct
DISCOVERY,RELATIVE_ALIGNED,1022,1002,513,489,2,18,51.19760479041916,47.4559686888454,1.254969983744431,1.2774130102694807,0.8896252318746158,0.9466910394415758,111,156,BULL,directional_stock_vs_qqq_1d_pct
DISCOVERY,RELATIVE_OPPOSING,989,967,516,451,1,21,53.360910031023785,46.51162790697674,1.3024266744082056,1.1786581160156855,0.9255737704917965,0.7969348659003771,111,154,BULL,directional_stock_vs_qqq_1d_pct
DISCOVERY,UNKNOWN,23,22,17,5,0,1,77.27272727272727,60.869565217391305,1.3509989250739065,0.5049046102475664,1.1950294790640286,0.2676087242726147,23,2,BULL,directional_stock_vs_qqq_1d_pct
VALIDATION,FLAT,30,29,15,14,0,1,51.724137931034484,46.666666666666664,0.7269039416212856,0.7518789789886149,0.5368924055725588,0.691867475119866,1,30,BEAR,directional_stock_vs_qqq_1d_pct
VALIDATION,RELATIVE_ALIGNED,1049,1033,527,506,11,5,51.01645692158761,48.04575786463298,1.6499615275227966,1.574968315905216,1.165492738265909,1.162290360833476,111,158,BEAR,directional_stock_vs_qqq_1d_pct
VALIDATION,RELATIVE_OPPOSING,937,915,452,463,13,9,49.39890710382514,47.81216648879403,1.6474255004956162,1.5556247129461718,1.2036642522368932,1.0774465327284497,111,156,BEAR,directional_stock_vs_qqq_1d_pct
VALIDATION,FLAT,32,30,13,17,0,2,43.333333333333336,62.5,0.7340613617435379,0.6151953384424917,0.6336130119155874,0.6112955151007395,1,32,BULL,directional_stock_vs_qqq_1d_pct
VALIDATION,RELATIVE_ALIGNED,1037,1013,495,518,21,3,48.864758144126355,46.86595949855352,1.721152266365175,1.5557042128859926,1.2201996690367582,1.1308547840267262,111,157,BULL,directional_stock_vs_qqq_1d_pct
VALIDATION,RELATIVE_OPPOSING,1049,1020,496,524,22,7,48.627450980392155,46.42516682554814,1.7149446925508922,1.5707792440940935,1.1626115096827352,1.1310822741583455,111,153,BULL,directional_stock_vs_qqq_1d_pct
DISCOVERY,RELATIVE_ALIGNED,2139,2092,1049,1043,9,38,50.1434034416826,45.5820476858345,1.2672175535120953,1.2814468946182807,0.9007053716766139,0.9423587001056659,112,156,ALL,directional_stock_vs_market_avg_1d_pct
DISCOVERY,RELATIVE_OPPOSING,1981,1934,1007,927,5,42,52.06825232678387,47.09742554265522,1.3255194893958053,1.2017189291585673,0.9394081728511061,0.8365997776867763,112,156,ALL,directional_stock_vs_market_avg_1d_pct
DISCOVERY,UNKNOWN,53,52,24,28,0,1,46.15384615384615,43.39622641509434,0.8396624892188257,1.2297156339555573,0.4607396211696415,0.9909591942008618,47,2,ALL,directional_stock_vs_market_avg_1d_pct
VALIDATION,RELATIVE_ALIGNED,2147,2103,1047,1056,32,12,49.78601997146933,48.11364694923149,1.661128212906529,1.5541848642443492,1.1729988933972517,1.137114677422075,112,159,ALL,directional_stock_vs_market_avg_1d_pct
VALIDATION,RELATIVE_OPPOSING,1987,1937,951,986,35,15,49.096541042849765,46.602918973326624,1.6794735922277266,1.5481542686964334,1.1678045274883193,1.0978743284279442,112,159,ALL,directional_stock_vs_market_avg_1d_pct
