feature,discovery_q20,discovery_q80,discovery_n
c1_rvol_20d,0.6984792747801819,1.6050133682035237,3926
c2_rvol_20d,0.6296902371925369,2.4215853389013198,3920
opening_2m_rvol_20d,0.7216228424794587,1.6622483108130162,3919
c2_vs_c1_volume_ratio,0.16413464290179433,0.5602306855678727,4173
