feature,available_n,coverage_pct
hist_c1_volume,8307,100.0
hist_c2_volume,8307,100.0
c2_vs_c1_volume_ratio,8307,100.0
c1_rvol_20d,8060,97.0266040688576
c2_rvol_20d,8054,96.95437582761527
opening_2m_rvol_20d,8053,96.9423377874082
c1_rvol_60d,7789,93.76429517274588
c2_rvol_60d,7781,93.66799085108944
opening_2m_rvol_60d,7780,93.65595281088238
