research_period,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction,feature
DISCOVERY,HIGH,395,385,184,201,9,1,47.79220779220779,41.77215189873418,1.5515515145754069,1.729070481869681,1.1288611643260866,1.2600272972052768,108,123,BEAR,opening_2m_rvol_20d_discovery_state
DISCOVERY,LOW,398,384,199,185,1,13,51.822916666666664,47.23618090452261,1.2412091680987938,1.1469123214333896,0.8287198656052528,0.8196673497931424,104,128,BEAR,opening_2m_rvol_20d_discovery_state
DISCOVERY,MODERATE,1177,1155,560,595,1,21,48.484848484848484,44.01019541206457,1.2814446773133494,1.1675920978622005,0.9347826086956464,0.8566590297838425,112,144,BEAR,opening_2m_rvol_20d_discovery_state
DISCOVERY,UNKNOWN,151,148,84,64,0,3,56.75675675675676,62.25165562913907,1.0290127637822317,1.1762694981090995,0.711703569814726,0.9726443768996944,86,14,BEAR,opening_2m_rvol_20d_discovery_state
DISCOVERY,HIGH,389,385,185,200,2,2,48.05194805194805,43.70179948586118,1.6070813783402513,1.4795869649949702,1.1307220426096432,1.0285095633345367,108,129,BULL,opening_2m_rvol_20d_discovery_state
DISCOVERY,LOW,386,373,192,181,0,13,51.474530831099194,46.89119170984456,1.236080170218076,1.1198135420150412,0.8525098718446396,0.6907410648166096,109,122,BULL,opening_2m_rvol_20d_discovery_state
DISCOVERY,MODERATE,1174,1149,612,537,1,24,53.26370757180157,46.933560477001706,1.1678637388207596,1.1713292364400258,0.8526698269084715,0.845103898341558,112,144,BULL,opening_2m_rvol_20d_discovery_state
DISCOVERY,UNKNOWN,103,99,64,35,0,4,64.64646464646465,62.13592233009709,1.330830353790468,1.0924331747818619,1.1239515043647987,0.6424622740176265,63,13,BULL,opening_2m_rvol_20d_discovery_state
VALIDATION,HIGH,378,370,203,167,8,0,54.86486486486486,48.41269841269841,1.8920101105863039,1.645645639229403,1.4966284215923904,1.358979402192889,109,130,BEAR,opening_2m_rvol_20d_discovery_state
VALIDATION,LOW,421,414,209,205,3,4,50.48309178743961,47.50593824228029,1.622475107630394,1.4868518934927253,1.1779824373527523,1.0762025316455708,108,132,BEAR,opening_2m_rvol_20d_discovery_state
VALIDATION,MODERATE,1217,1193,582,611,13,11,48.78457669740151,47.90468364831553,1.5595830833775066,1.5483153574327375,1.110733310665311,1.1000793114590384,112,157,BEAR,opening_2m_rvol_20d_discovery_state
VALIDATION,HIGH,440,421,206,215,19,0,48.93111638954869,47.27272727272727,2.019033459042766,1.7911056315043894,1.4418032818053546,1.2581795252698933,107,131,BULL,opening_2m_rvol_20d_discovery_state
VALIDATION,LOW,409,390,195,195,13,6,50.0,43.76528117359413,1.5895812696919087,1.5209115527207817,1.0996766543340843,1.1487964989059125,107,136,BULL,opening_2m_rvol_20d_discovery_state
VALIDATION,MODERATE,1269,1252,603,649,11,6,48.1629392971246,47.75413711583924,1.630250894404695,1.474042272437279,1.1521627188465449,1.0722610722610688,112,157,BULL,opening_2m_rvol_20d_discovery_state
DISCOVERY,HIGH,405,389,210,179,6,10,53.98457583547558,48.148148148148145,1.567510805866764,1.3673102374216366,1.1282619228905624,1.0501405117586065,91,139,BEAR,c2_vs_c1_volume_ratio_discovery_state
DISCOVERY,LOW,428,418,201,217,1,9,48.08612440191388,43.925233644859816,1.124778102396754,1.0517829960467746,0.8085621914176143,0.7781780008968778,91,141,BEAR,c2_vs_c1_volume_ratio_discovery_state
DISCOVERY,MODERATE,1288,1265,616,649,4,19,48.69565217391305,45.18633540372671,1.2843621937016187,1.3100953177045924,0.9198529604511971,0.9337359657027295,112,157,BEAR,c2_vs_c1_volume_ratio_discovery_state
DISCOVERY,HIGH,430,419,216,203,2,9,51.55131264916468,47.44186046511628,1.5706934565158344,1.4178524039700997,1.090815164249236,0.9280654867438873,92,137,BULL,c2_vs_c1_volume_ratio_discovery_state
DISCOVERY,LOW,407,395,218,177,0,12,55.18987341772152,48.648648648648646,1.121114002655904,1.0437767599715533,0.8444797098163733,0.7121103547115701,92,145,BULL,c2_vs_c1_volume_ratio_discovery_state
DISCOVERY,MODERATE,1215,1192,619,573,1,22,51.92953020134228,46.41975308641975,1.2170679607504225,1.2024484133073303,0.8859891853468945,0.8627283017713443,112,154,BULL,c2_vs_c1_volume_ratio_discovery_state
VALIDATION,HIGH,339,328,183,145,7,4,55.792682926829265,48.37758112094395,1.8043678733803756,1.5958575402112807,1.3027295285359852,1.162290360833476,83,138,BEAR,c2_vs_c1_volume_ratio_discovery_state
VALIDATION,LOW,473,471,245,226,1,1,52.016985138004245,48.625792811839325,1.359921195630614,1.3281226616301078,1.0363049893624454,0.9466471263912603,97,140,BEAR,c2_vs_c1_volume_ratio_discovery_state
VALIDATION,MODERATE,1204,1178,566,612,16,10,48.04753820033956,47.50830564784053,1.6954576577867249,1.630498973174525,1.1802379476190228,1.1737948866409633,112,156,BEAR,c2_vs_c1_volume_ratio_discovery_state
VALIDATION,HIGH,399,378,188,190,18,3,49.735449735449734,49.12280701754386,1.8690066436261117,1.607689262718222,1.3587076786899852,1.1409942950285294,90,147,BULL,c2_vs_c1_volume_ratio_discovery_state
VALIDATION,LOW,439,436,216,220,1,2,49.54128440366973,44.41913439635535,1.3803539057022296,1.323196754546206,1.02305022489923,1.0136226806578406,95,142,BULL,c2_vs_c1_volume_ratio_discovery_state
VALIDATION,MODERATE,1280,1249,600,649,24,7,48.03843074459568,47.03125,1.76218189911896,1.6080840277947523,1.2052925571146695,1.1553409242627677,111,158,BULL,c2_vs_c1_volume_ratio_discovery_state
