sensitivity,period_type,period,feature,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
BASE,research_period,DISCOVERY,positive_candidate_state,POSITIVE_CANDIDATE,861,845,430,415,8,8,50.887573964497044,48.199767711962835,1.3763575691685253,1.369376207245863,0.9631240589823935,0.9266690988690126,109,148
BASE,research_period,DISCOVERY,negative_candidate_state,NEGATIVE_CANDIDATE,235,228,127,101,0,7,55.70175438596491,43.829787234042556,1.2495601091580333,1.0959721717593285,0.9460666713509887,0.7253232418795309,94,101
BASE,research_period,VALIDATION,positive_candidate_state,POSITIVE_CANDIDATE,744,723,398,325,19,2,55.04840940525588,51.61290322580645,2.074562958756132,1.6552287537129025,1.562533467804121,1.2016817844776064,107,145
BASE,research_period,VALIDATION,negative_candidate_state,NEGATIVE_CANDIDATE,225,222,83,139,1,2,37.387387387387385,37.333333333333336,1.1695685177620767,1.4336195792974793,0.8636456004877096,1.1372053505293946,89,82
BASE,validation_subperiod,VALIDATION_OLDER,positive_candidate_state,POSITIVE_CANDIDATE,366,353,196,157,12,1,55.524079320113316,51.63934426229508,1.986588718401341,1.5025102547338003,1.4616109871700402,1.2252716560115353,103,71
BASE,validation_subperiod,VALIDATION_OLDER,negative_candidate_state,NEGATIVE_CANDIDATE,121,121,46,75,0,0,38.01652892561984,33.88429752066116,0.9535774942996228,1.5166406949731497,0.6144067796610151,1.1882622871633899,69,40
BASE,validation_subperiod,VALIDATION_NEWER,positive_candidate_state,POSITIVE_CANDIDATE,378,370,202,168,7,1,54.5945945945946,51.58730158730159,2.1597443660837867,1.8030990463752077,1.5900280399116649,1.1961328922609695,98,74
BASE,validation_subperiod,VALIDATION_NEWER,negative_candidate_state,NEGATIVE_CANDIDATE,104,101,37,64,1,2,36.633663366336634,41.34615384615385,1.4208657662135855,1.3370277043286702,1.0741987159969275,0.97086296352018,66,42
EXCLUDE_SPY_QQQ_TQQQ,research_period,DISCOVERY,positive_candidate_state,POSITIVE_CANDIDATE,843,827,418,409,8,8,50.5441354292624,48.16132858837485,1.3646023628669328,1.375169889379761,0.9531866892272897,0.9344733087547196,108,148
EXCLUDE_SPY_QQQ_TQQQ,research_period,DISCOVERY,negative_candidate_state,NEGATIVE_CANDIDATE,234,227,126,101,0,7,55.50660792951542,43.58974358974359,1.2493001754526492,1.0959371438881038,0.945729822200118,0.7176768498902619,93,100
EXCLUDE_SPY_QQQ_TQQQ,research_period,VALIDATION,positive_candidate_state,POSITIVE_CANDIDATE,715,694,383,311,19,2,55.18731988472622,52.16783216783217,2.066675574777181,1.6377697188415212,1.5568605496063104,1.1845426888471826,106,145
EXCLUDE_SPY_QQQ_TQQQ,research_period,VALIDATION,negative_candidate_state,NEGATIVE_CANDIDATE,225,222,83,139,1,2,37.387387387387385,37.333333333333336,1.1695685177620767,1.4336195792974793,0.8636456004877096,1.1372053505293946,89,82
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_OLDER,positive_candidate_state,POSITIVE_CANDIDATE,353,340,190,150,12,1,55.88235294117647,52.40793201133145,1.970886396502524,1.483346502492955,1.4459109902500353,1.2027342736004036,102,71
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_OLDER,negative_candidate_state,NEGATIVE_CANDIDATE,121,121,46,75,0,0,38.01652892561984,33.88429752066116,0.9535774942996228,1.5166406949731497,0.6144067796610151,1.1882622871633899,69,40
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_NEWER,positive_candidate_state,POSITIVE_CANDIDATE,362,354,193,161,7,1,54.51977401129943,51.93370165745856,2.1600832541444563,1.7883536839549017,1.5964658267048943,1.1676082055613444,97,74
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_NEWER,negative_candidate_state,NEGATIVE_CANDIDATE,104,101,37,64,1,2,36.633663366336634,41.34615384615385,1.4208657662135855,1.3370277043286702,1.0741987159969275,0.97086296352018,66,42
