source,column,dtype
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_5d_pct__state,str
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_spy_10d_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_qqq_10d_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_market_avg_10d_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_spy_10d_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_spy_10d_pct__state,str
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_qqq_10d_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_qqq_10d_pct__state,str
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_10d_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_10d_pct__state,str
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_spy_1w_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_qqq_1w_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_market_avg_1w_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_spy_1w_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_spy_1w_pct__state,str
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_qqq_1w_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_qqq_1w_pct__state,str
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_1w_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_1w_pct__state,str
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_spy_4w_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_qqq_4w_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,stock_vs_market_avg_4w_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_spy_4w_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_spy_4w_pct__state,str
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_qqq_4w_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_qqq_4w_pct__state,str
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_4w_pct,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,directional_stock_vs_market_avg_4w_pct__state,str
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,opening_2m_volume,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,hist_c1_volume_median_20d_prior,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,hist_c1_volume_median_60d_prior,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,hist_c2_volume_median_20d_prior,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,hist_c2_volume_median_60d_prior,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,opening_2m_volume_median_20d_prior,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,opening_2m_volume_median_60d_prior,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,opening_2m_rvol_20d,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,opening_2m_rvol_60d,float64
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,opening_2m_rvol_20d_state,str
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,opening_2m_rvol_20d_discovery_state,str
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,opening_participation_state,str
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,low_c2_rvol_market_opposition_state,str
data\second1m_alt_entry_research_v1\ae2_session_levels_robustness_v1\ae2_session_levels_robustness_features_v1.parquet,all3_market_opposing_candidate,str
