research_period,direction,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,feature
DISCOVERY,BEAR,OTHER,2066,2017,997,1020,11,38,49.42984630639564,45.49854791868345,1.3131725411315551,1.2674806317810683,0.9318469940231269,0.9161658140398841,112,158,pd_failed_break_candidate
DISCOVERY,BEAR,PD_FAILED_BREAK,55,55,30,25,0,0,54.54545454545455,45.45454545454545,1.0452898129407684,1.3220282255929034,0.7652347821665559,0.9865684060382721,42,42,pd_failed_break_candidate
DISCOVERY,BULL,OTHER,1985,1940,1024,916,3,42,52.78350515463917,46.85138539042821,1.2767834762096515,1.2215125083355398,0.9117307271989309,0.8450835745634523,112,158,pd_failed_break_candidate
DISCOVERY,BULL,PD_FAILED_BREAK,67,66,29,37,0,1,43.93939393939394,53.73134328358209,1.1345366778860684,1.0562114647451541,0.6461322035561696,0.7772282224689622,52,55,pd_failed_break_candidate
VALIDATION,BEAR,OTHER,1956,1917,970,947,24,15,50.599895670318205,48.31288343558282,1.6425721058212077,1.5593882462740192,1.1738311754116135,1.1186699602925951,112,159,pd_failed_break_candidate
VALIDATION,BEAR,PD_FAILED_BREAK,60,60,24,36,0,0,40.0,35.0,1.3897235933027068,1.3692513178801968,0.8885705540101895,1.1669740449569117,40,48,pd_failed_break_candidate
VALIDATION,BULL,OTHER,2060,2007,983,1024,41,12,48.978574987543595,47.03883495145631,1.702936441075523,1.5541714614069595,1.1733539067925185,1.1281640226846097,112,159,pd_failed_break_candidate
VALIDATION,BULL,PD_FAILED_BREAK,58,56,21,35,2,0,37.5,41.37931034482759,1.7112547873584214,1.3638920025741563,1.050531247732339,0.9536721756166993,41,50,pd_failed_break_candidate
DISCOVERY,BEAR,MULTIPLE_C2_BREAKS,148,144,67,77,1,3,46.52777777777778,37.83783783783784,1.1725199263969663,1.3083356034968041,0.8389881054951445,0.9861600770833434,74,79,multiple_c2_break_candidate
DISCOVERY,BEAR,OTHER,1973,1928,960,968,10,35,49.79253112033195,46.07197161682717,1.3162556819983697,1.2659365779775824,0.9375743634488726,0.9106892028911351,112,158,multiple_c2_break_candidate
DISCOVERY,BULL,MULTIPLE_C2_BREAKS,138,136,68,68,0,2,50.0,42.7536231884058,1.086256358833775,1.2353133039838773,0.9628143654504375,0.8662998984459954,72,90,multiple_c2_break_candidate
DISCOVERY,BULL,OTHER,1914,1870,985,885,3,41,52.67379679144385,47.387669801462906,1.2855411599662823,1.2147310664755466,0.8943571468381183,0.8440688586560925,112,158,multiple_c2_break_candidate
VALIDATION,BEAR,MULTIPLE_C2_BREAKS,162,158,71,87,4,0,44.936708860759495,43.20987654320987,1.4353855362312364,1.8264892218996274,0.904083903355636,1.4623015571182447,81,93,multiple_c2_break_candidate
VALIDATION,BEAR,OTHER,1854,1819,923,896,20,15,50.74216602528862,48.32793959007551,1.652492986901286,1.5298960274202014,1.1932673770447604,1.1032362025317868,112,159,multiple_c2_break_candidate
VALIDATION,BULL,MULTIPLE_C2_BREAKS,142,134,61,73,8,0,45.52238805970149,40.84507042253521,1.4958596453399122,1.6234826160832534,1.0936169926296713,1.2507288933146326,79,93,multiple_c2_break_candidate
VALIDATION,BULL,OTHER,1976,1929,943,986,35,12,48.885432866770344,47.31781376518219,1.7180616278563248,1.5436054732610403,1.1855350288499353,1.1013628715348447,112,159,multiple_c2_break_candidate
