quarter,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,feature
2025Q2,OTHER,671,660,349,311,0,11,52.878787878787875,50.81967213114754,1.1918074800586815,1.1654685370271316,0.8841732979663982,0.9165508569916082,111,25,pd_failed_break_candidate
2025Q2,PD_FAILED_BREAK,18,18,9,9,0,0,50.0,50.0,0.8408716130458794,1.293277908445492,0.6259062512883586,0.8785454563600428,16,11,pd_failed_break_candidate
2025Q3,OTHER,1568,1533,716,817,9,26,46.705805609915195,41.900510204081634,1.1475358944106404,1.2547326832881402,0.8510718845826909,0.9057526218355167,112,64,pd_failed_break_candidate
2025Q3,PD_FAILED_BREAK,57,57,27,30,0,0,47.36842105263158,49.12280701754386,1.306736421579933,0.9682504171323069,0.7652347821665559,0.737732222934018,42,40,pd_failed_break_candidate
2025Q4,OTHER,1659,1611,849,762,5,43,52.700186219739294,47.61904761904762,1.4019258633828855,1.284115604325154,0.9913937830243721,0.8686210640607978,112,64,pd_failed_break_candidate
2025Q4,PD_FAILED_BREAK,43,42,19,23,0,1,45.23809523809524,48.83720930232558,0.8877423425728894,1.3913788727795449,0.5586309749500863,1.181473276805959,36,31,pd_failed_break_candidate
2026Q1,OTHER,1522,1495,792,703,23,4,52.97658862876254,47.63469119579501,1.6694290100755902,1.4537700799734425,1.2251187411014524,1.0949988372517159,112,61,pd_failed_break_candidate
2026Q1,PD_FAILED_BREAK,47,46,18,28,1,0,39.130434782608695,36.170212765957444,1.2045551092076228,1.3047728132622602,0.8572834645669244,0.7885384273656241,36,31,pd_failed_break_candidate
2026Q2,OTHER,1589,1555,783,772,22,12,50.353697749196144,47.89175582127124,1.750019293859505,1.5844083601511614,1.205913934087723,1.113818996179677,112,62,pd_failed_break_candidate
2026Q2,PD_FAILED_BREAK,38,38,16,22,0,0,42.10526315789474,44.73684210526316,2.267526836406729,1.3659840626434803,1.539487118472374,0.9249568124143998,28,29,pd_failed_break_candidate
