quarter,policy_name,total_signal_n,binary_signal_n,actionable_n,actionable_pct,avg_exit_return_pct,median_exit_return_pct,avg_hold_return_pct,avg_policy_improvement_pp,policy_better_n,policy_better_pct,eventual_favorable_n,eventual_adverse_n,avg_saved_on_adverse_pp,avg_foregone_on_favorable_pp,symbol_n
2025Q2,FAVORABLE_TO_ADVERSE_TRANSITION,689,678,146,21.533923303834808,-0.09996387428500678,-0.07421240250938463,-0.136986301369863,0.03702242708485623,93,63.6986301369863,53,93,0.3978382834743405,0.5961072831834839,82
2025Q2,FIRST_ADVERSE_CLOSE,689,678,371,54.71976401179941,-0.15201152803217505,-0.13541383318083747,-0.14690026954177898,-0.005111258490396083,240,64.6900269541779,131,240,0.3314644414672,0.6217384950539309,107
2025Q2,ONE_BAR_NONRECOVERY,689,678,235,34.660766961651916,-0.17464597262836554,-0.15717132504148829,-0.17659574468085107,-0.002232179524917239,156,66.38297872340425,76,159,0.30591657725577204,0.6347480487063322,95
2025Q2,THREE_CONSECUTIVE_ADVERSE,689,678,202,29.793510324483776,-0.19451856539519516,-0.19232611294328944,-0.1782178217821782,-0.01630074361301696,137,67.82178217821783,65,137,0.28921475257914897,0.6602334048180435,88
2025Q2,TWO_CONSECUTIVE_ADVERSE,689,678,256,37.75811209439528,-0.1754671296602372,-0.15502701289885573,-0.18359375,0.008126620339762811,175,68.359375,81,175,0.30604889277491404,0.6355326102300085,97
2025Q3,FAVORABLE_TO_ADVERSE_TRANSITION,1625,1590,421,26.47798742138365,-0.11178310601302255,-0.0861029791630823,-0.07957244655581948,-0.032210659457203084,244,57.95724465558195,177,244,0.37546921025349583,0.5942100278719519,105
2025Q3,FIRST_ADVERSE_CLOSE,1625,1590,956,60.125786163522015,-0.15168381049486152,-0.12527455864148063,-0.13493723849372385,-0.016746572001137668,607,63.49372384937239,349,607,0.33176577847114075,0.6228984251148137,112
2025Q3,ONE_BAR_NONRECOVERY,1625,1590,636,40.0,-0.17070248846448938,-0.15451348182883748,-0.15723270440251572,-0.017284364458130048,411,64.62264150943396,218,418,0.3063755981028781,0.6274873213965444,111
2025Q3,THREE_CONSECUTIVE_ADVERSE,1625,1590,509,32.0125786163522,-0.19650523435028364,-0.17685437385190536,-0.1856581532416503,-0.01084708110863335,349,68.56581532416503,160,349,0.28470543973718876,0.6555210172035828,107
2025Q3,TWO_CONSECUTIVE_ADVERSE,1625,1590,695,43.710691823899374,-0.17238999102753222,-0.1557694611974337,-0.160431654676259,-0.01195833635127322,459,66.0431654676259,236,459,0.306480647536935,0.6312951736592713,109
2025Q4,FAVORABLE_TO_ADVERSE_TRANSITION,1702,1653,424,25.650332728372657,-0.10292430854755585,-0.07610552012204963,-0.09669811320754718,-0.006226195340008682,253,59.66981132075472,171,253,0.379166730202551,0.5764274243591174,107
2025Q4,FIRST_ADVERSE_CLOSE,1702,1653,929,56.20084694494858,-0.13879349918274816,-0.11216444100085876,-0.10172228202368137,-0.037071217159066805,559,60.17222820236814,370,559,0.33916070372175733,0.6054864705979336,112
2025Q4,ONE_BAR_NONRECOVERY,1702,1653,558,33.756805807622506,-0.1682465543836258,-0.14996756465094063,-0.14336917562724014,-0.022792008929080322,355,63.620071684587806,199,359,0.3134127750217373,0.6348571284292868,112
2025Q4,THREE_CONSECUTIVE_ADVERSE,1702,1653,434,26.255293405928615,-0.19055799254226963,-0.16986989295559107,-0.17511520737327188,-0.015442785168997736,293,67.51152073732719,141,293,0.29371646128493223,0.6578800845378026,107
2025Q4,TWO_CONSECUTIVE_ADVERSE,1702,1653,627,37.93103448275862,-0.16855470243986687,-0.15057649285836552,-0.14433811802232854,-0.024216584417538316,404,64.43381180223285,223,404,0.3157483709199855,0.6401172209931419,112
2026Q1,FAVORABLE_TO_ADVERSE_TRANSITION,1569,1541,347,22.517845554834523,-0.13006158360513503,-0.10580628306446746,-0.07636887608069164,-0.0536927075244434,200,57.636887608069166,147,200,0.3522974281346704,0.6060602390334419,97
2026Q1,FIRST_ADVERSE_CLOSE,1569,1541,816,52.95262816353018,-0.15870300918155728,-0.13492251216920875,-0.10661764705882353,-0.05208536212273374,495,60.66176470588235,321,495,0.321866514676974,0.6287401254120029,112
2026Q1,ONE_BAR_NONRECOVERY,1569,1541,454,29.46138870863076,-0.18051889944273222,-0.16666360961953033,-0.13656387665198239,-0.04395502279074985,289,63.65638766519823,165,289,0.2940638148307355,0.6360001383823212,104
2026Q1,THREE_CONSECUTIVE_ADVERSE,1569,1541,324,21.02530824140169,-0.19074939615341835,-0.1768470704047699,-0.15432098765432098,-0.03642840849909737,212,65.4320987654321,112,212,0.2898540918787819,0.6540345699286547,91
2026Q1,TWO_CONSECUTIVE_ADVERSE,1569,1541,504,32.7060350421804,-0.18295256757063458,-0.16957829091136853,-0.13690476190476192,-0.046047805665872694,321,63.69047619047619,183,321,0.29184322624896275,0.6387419108279612,104
2026Q2,FAVORABLE_TO_ADVERSE_TRANSITION,1627,1593,348,21.84557438794727,-0.12327829574193792,-0.09958071716487583,-0.11494252873563218,-0.008335767006305742,214,61.49425287356321,134,214,0.3635059626638183,0.602172559166056,98
2026Q2,FIRST_ADVERSE_CLOSE,1627,1593,814,51.098556183301945,-0.16116762162081374,-0.13901462147709076,-0.1597051597051597,-0.0014624619156540389,537,65.97051597051598,277,537,0.31758919788113216,0.6199849937238641,112
