research_period,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmed_n,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction,feature
DISCOVERY,ALIGNED,2157,2111,1056,1055,5,41,50.023685457129325,974,45.15530829856282,1.2758440614906077,1.252516466348808,0.8954347506972709,0.9204784639868611,112,156,ALL,directional_prior_ret_1d_pct
DISCOVERY,FLAT,8,7,5,2,0,1,71.42857142857143,6,75.0,1.2216369567501122,1.0014138595423703,1.0491147285071953,0.3926468842720512,7,8,ALL,directional_prior_ret_1d_pct
DISCOVERY,OPPOSING,1955,1908,995,913,9,38,52.14884696016772,928,47.468030690537084,1.316963539215458,1.2337241828444532,0.9431075318112553,0.8452975673327576,112,156,ALL,directional_prior_ret_1d_pct
DISCOVERY,UNKNOWN,53,52,24,28,0,1,46.15384615384615,23,43.39622641509434,0.8396624892188257,1.2297156339555573,0.4607396211696415,0.9909591942008618,47,2,ALL,directional_prior_ret_1d_pct
VALIDATION,ALIGNED,2246,2195,1072,1123,31,20,48.83826879271071,1068,47.551202137132684,1.614017968556744,1.5466401820850926,1.1405739389409937,1.1314967313325535,112,159,ALL,directional_prior_ret_1d_pct
VALIDATION,FLAT,3,3,1,2,0,0,33.333333333333336,2,66.66666666666667,0.4016555542171723,0.9642195331981723,0.39682539682539847,1.114890400604693,3,3,ALL,directional_prior_ret_1d_pct
VALIDATION,OPPOSING,1885,1842,925,917,36,7,50.2171552660152,889,47.16180371352785,1.7386031707298206,1.5577564604083387,1.2265978050355035,1.1047187469214796,112,159,ALL,directional_prior_ret_1d_pct
DISCOVERY,ALIGNED,1032,1012,497,515,4,16,49.11067193675889,454,43.992248062015506,1.3041705383685045,1.278414857421402,0.912450877995556,0.9755596416659862,111,151,BEAR,directional_prior_ret_1d_pct
DISCOVERY,FLAT,4,4,3,1,0,0,75.0,3,75.0,1.6615921379978171,0.3933936691657548,1.607208044033437,0.2638799299613561,4,4,BEAR,directional_prior_ret_1d_pct
DISCOVERY,OPPOSING,1055,1026,520,506,7,22,50.682261208576996,499,47.29857819905213,1.3313041790420372,1.2482148886898548,0.9572940488220025,0.8605025883643563,112,156,BEAR,directional_prior_ret_1d_pct
DISCOVERY,UNKNOWN,30,30,7,23,0,0,23.333333333333332,9,30.0,0.4476378883965973,1.785404085465017,0.2624971837340436,1.5405404630292483,28,2,BEAR,directional_prior_ret_1d_pct
DISCOVERY,ALIGNED,1125,1099,559,540,1,25,50.86442220200182,520,46.22222222222222,1.249859240034617,1.228759008938215,0.8850660683121516,0.8795542756980159,112,153,BULL,directional_prior_ret_1d_pct
DISCOVERY,FLAT,4,3,2,1,0,1,66.66666666666667,3,75.0,0.7816817755024073,1.6094340499189856,0.6252633492647653,1.13022274875147,3,4,BULL,directional_prior_ret_1d_pct
DISCOVERY,OPPOSING,900,882,475,407,2,16,53.85487528344671,429,47.666666666666664,1.300153122529857,1.2167378554367885,0.9263733155439722,0.8205995192864601,112,148,BULL,directional_prior_ret_1d_pct
DISCOVERY,UNKNOWN,23,22,17,5,0,1,77.27272727272727,14,60.869565217391305,1.3509989250739063,0.5049046102475663,1.1950294790640286,0.2676087242726147,23,2,BULL,directional_prior_ret_1d_pct
VALIDATION,ALIGNED,1081,1063,535,528,9,9,50.32925682031985,517,47.82608695652174,1.621631825670168,1.5921511016591894,1.1553784860557792,1.1811023622047139,112,154,BEAR,directional_prior_ret_1d_pct
VALIDATION,FLAT,1,1,1,0,0,0,100.0,1,100.0,0.5944517833553385,0.5824426564188777,0.5944517833553385,0.5824426564188777,1,1,BEAR,directional_prior_ret_1d_pct
VALIDATION,OPPOSING,934,913,458,455,15,6,50.164293537787515,448,47.96573875802998,1.651687365365779,1.5103005409366064,1.1827457657815845,1.0458447829088866,112,156,BEAR,directional_prior_ret_1d_pct
VALIDATION,ALIGNED,1165,1132,537,595,22,11,47.438162544169614,551,47.2961373390558,1.6069530934154466,1.5044107365403725,1.1268378859648498,1.0807204803202142,112,158,BULL,directional_prior_ret_1d_pct
VALIDATION,FLAT,2,2,0,2,0,0,0.0,1,50.0,0.30525743964808927,1.1551079715878196,0.30525743964808927,1.1551079715878196,2,2,BULL,directional_prior_ret_1d_pct
VALIDATION,OPPOSING,951,929,467,462,21,1,50.269106566200215,441,46.37223974763407,1.8239652761031275,1.6043640616560757,1.267580399534181,1.1471836641046234,112,157,BULL,directional_prior_ret_1d_pct
DISCOVERY,ALIGNED,2097,2052,1031,1021,6,39,50.24366471734893,931,44.396757272293755,1.3092619779913963,1.2708004378998352,0.9344583076061804,0.914394102068573,112,154,ALL,directional_prior_ret_3d_pct
