symbol,market_5d_primary_state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,symbol_n,trade_date_n
AMGN,CONSENSUS_ALIGNED,30,30,11,19,0,0,36.666666666666664,40.0,0.9585305968221588,1.36115862204254,1,30
AMGN,CONSENSUS_OPPOSING,23,22,11,11,0,1,50.0,47.82608695652174,1.1983416897287622,0.979267445352947,1,23
AMZN,CONSENSUS_ALIGNED,42,42,20,22,0,0,47.61904761904762,35.714285714285715,1.074995441029214,1.264638610608625,1,42
AMZN,CONSENSUS_OPPOSING,42,42,23,19,0,0,54.76190476190476,47.61904761904762,1.111284314544067,0.9350681276157958,1,42
AMZN,MIXED,8,8,4,4,0,0,50.0,75.0,0.9199144271247714,1.1635399493399967,1,8
AMZN,UNKNOWN,1,1,1,0,0,0,100.0,0.0,0.5447018665117292,1.028881303411044,1,1
ANET,CONSENSUS_ALIGNED,36,35,22,13,1,0,62.857142857142854,63.888888888888886,2.1366167926861346,1.678067621443059,1,36
ANET,CONSENSUS_OPPOSING,37,36,19,17,1,0,52.77777777777778,54.054054054054056,2.2229400066228013,1.6128437453520923,1,37
ANET,MIXED,5,5,4,1,0,0,80.0,80.0,1.962249152901385,1.8012864416547196,1,5
APP,CONSENSUS_ALIGNED,47,46,24,22,1,0,52.17391304347826,46.808510638297875,3.144030524116998,2.3786217359622013,1,47
APP,CONSENSUS_OPPOSING,47,42,29,13,5,0,69.04761904761905,65.95744680851064,3.0082906693905413,1.7799148361711155,1,47
APP,MIXED,5,5,1,4,0,0,20.0,20.0,2.2147586347170125,3.24636468388194,1,5
APP,UNKNOWN,2,2,1,1,0,0,50.0,50.0,2.4641194536965862,1.8925231528342377,1,2
ARM,CONSENSUS_ALIGNED,39,36,21,15,3,0,58.333333333333336,51.282051282051285,3.269399244353975,1.9942800748194702,1,39
ARM,CONSENSUS_OPPOSING,46,44,22,22,2,0,50.0,47.82608695652174,2.394198866211231,2.052867224714266,1,46
ARM,MIXED,5,5,2,3,0,0,40.0,40.0,2.142378563433966,2.687350682529843,1,5
ARM,UNKNOWN,2,2,0,2,0,0,0.0,0.0,0.27993832236632593,3.2308079621862795,1,2
ASML,CONSENSUS_ALIGNED,25,23,12,11,0,2,52.17391304347826,52.0,1.128674239478112,0.9520571471540129,1,25
ASML,CONSENSUS_OPPOSING,48,48,24,24,0,0,50.0,50.0,1.5401379144075535,1.2661548765406265,1,48
ASML,MIXED,8,8,7,1,0,0,87.5,62.5,1.9775812005554125,0.7444871901956851,1,8
ASML,UNKNOWN,1,1,1,0,0,0,100.0,100.0,2.8682743333109455,0.2162960972660729,1,1
AVGO,CONSENSUS_ALIGNED,32,31,12,19,1,0,38.70967741935484,40.625,1.5782565193303886,1.6669939114080492,1,32
AVGO,CONSENSUS_OPPOSING,45,45,16,29,0,0,35.55555555555556,33.333333333333336,1.5419203936252555,1.5316976408197256,1,45
AVGO,MIXED,5,4,0,4,1,0,0.0,20.0,0.720655396894152,2.4161613959490515,1,5
AVGO,UNKNOWN,1,1,1,0,0,0,100.0,100.0,2.058665786542341,0.10726515120261534,1,1
AXON,CONSENSUS_ALIGNED,19,19,7,12,0,0,36.8421052631579,26.31578947368421,1.4208829786592592,2.387809486805625,1,19
AXON,CONSENSUS_OPPOSING,21,19,11,8,2,0,57.89473684210526,47.61904761904762,2.700717191346671,2.954866268632684,1,21
AXON,MIXED,4,4,0,4,0,0,0.0,0.0,2.16025743910833,2.7695343121932248,1,4
AXON,UNKNOWN,1,1,0,1,0,0,0.0,0.0,0.0,1.5360240077124547,1,1
AXP,CONSENSUS_ALIGNED,33,33,18,15,0,0,54.54545454545455,39.39393939393939,1.1606514846015634,1.28428681536103,1,33
AXP,CONSENSUS_OPPOSING,19,19,9,10,0,0,47.36842105263158,47.36842105263158,1.3948058696766572,0.9316663911205564,1,19
AXP,MIXED,3,3,0,3,0,0,0.0,33.333333333333336,0.31915542082240184,1.8498697780030058,1,3
BA,CONSENSUS_ALIGNED,48,47,21,26,0,1,44.680851063829785,52.083333333333336,1.2431669087744812,1.0629183045555235,1,48
BA,CONSENSUS_OPPOSING,44,44,27,17,0,0,61.36363636363637,47.72727272727273,1.5742151432975957,1.0267308998222964,1,44
BA,MIXED,4,4,3,1,0,0,75.0,50.0,1.4279635554648347,0.7801245065627467,1,4
BA,UNKNOWN,1,1,0,1,0,0,0.0,100.0,0.2684236212786781,1.3665202537823244,1,1
BAC,CONSENSUS_ALIGNED,34,34,12,22,0,0,35.294117647058826,38.23529411764706,0.5893664103555408,1.0809387369624586,1,34
BAC,CONSENSUS_OPPOSING,33,33,13,20,0,0,39.39393939393939,48.484848484848484,0.7442578126040934,1.1663873439217518,1,33
BAC,MIXED,4,4,2,2,0,0,50.0,50.0,0.7610121205418461,1.1458320576061476,1,4
BAC,UNKNOWN,1,1,0,1,0,0,0.0,100.0,0.4827031375703962,1.6434892541087147,1,1
BKNG,CONSENSUS_ALIGNED,31,31,18,13,0,0,58.064516129032256,35.483870967741936,1.1708437373529932,1.867759825676515,1,31
BKNG,CONSENSUS_OPPOSING,19,18,8,10,1,0,44.44444444444444,36.8421052631579,1.581188443707557,1.1956993788036425,1,19
BKNG,MIXED,4,4,1,3,0,0,25.0,0.0,2.3335466486530847,1.285851834729478,1,4
BLK,CONSENSUS_ALIGNED,19,19,8,11,0,0,42.10526315789474,26.31578947368421,1.190728719511805,1.4039644129061626,1,19
BLK,CONSENSUS_OPPOSING,19,18,9,9,0,1,50.0,47.36842105263158,1.441361441786191,0.9173460519125636,1,19
BLK,MIXED,3,3,2,1,0,0,66.66666666666667,33.333333333333336,1.9653084205273876,0.756267947593793,1,3
BMY,CONSENSUS_ALIGNED,39,38,15,23,1,0,39.473684210526315,28.205128205128204,1.0091820412683035,1.180185268362232,1,39
BMY,CONSENSUS_OPPOSING,37,36,21,15,0,1,58.333333333333336,54.054054054054056,1.1326054379307178,1.0549271404589966,1,37
BMY,MIXED,2,2,0,2,0,0,0.0,50.0,1.0887861679075628,1.4562910977648822,1,2
C,CONSENSUS_ALIGNED,44,44,25,19,0,0,56.81818181818182,38.63636363636363,1.2979513711652346,1.4872908973637295,1,44
C,CONSENSUS_OPPOSING,41,40,25,15,0,1,62.5,41.46341463414634,1.1704990764902696,1.3060222034333806,1,41
C,MIXED,7,7,5,2,0,0,71.42857142857143,42.857142857142854,0.9917963789011024,0.8554601077179698,1,7
C,UNKNOWN,1,1,0,1,0,0,0.0,100.0,0.3863359089060548,2.4129049749220566,1,1
CAT,CONSENSUS_ALIGNED,28,27,14,13,0,1,51.851851851851855,57.142857142857146,1.2659152371528422,1.5525174218781077,1,28
CAT,CONSENSUS_OPPOSING,24,24,9,15,0,0,37.5,45.833333333333336,1.2732134444600327,1.4512554556752146,1,24
CAT,MIXED,4,4,3,1,0,0,75.0,50.0,1.1961044821397229,1.7255043391360703,1,4
CAT,UNKNOWN,1,1,0,1,0,0,0.0,0.0,0.26615641365023057,1.6688726477527636,1,1
CEG,CONSENSUS_ALIGNED,36,36,17,19,0,0,47.22222222222222,41.666666666666664,1.605555245081336,1.9366473490036098,1,36
CEG,CONSENSUS_OPPOSING,32,31,14,17,1,0,45.16129032258065,43.75,1.9233472611866753,1.6181005036647529,1,32
CEG,MIXED,1,1,0,1,0,0,0.0,0.0,6.229250920504631,1.361139614897082,1,1
CEG,UNKNOWN,1,1,1,0,0,0,100.0,100.0,1.4534568496681994,3.201556704974471,1,1
CMCSA,CONSENSUS_ALIGNED,33,32,18,14,0,1,56.25,36.36363636363637,1.076324105480597,1.0983601367617597,1,33
CMCSA,CONSENSUS_OPPOSING,29,29,12,17,0,0,41.37931034482759,34.48275862068966,1.0390767413436237,1.4849429955232867,1,29
CMCSA,MIXED,1,1,0,1,0,0,0.0,100.0,0.25408348457350377,1.451905626134309,1,1
CMCSA,UNKNOWN,1,1,1,0,0,0,100.0,0.0,0.6607929515418336,1.086637298091056,1,1
CME,CONSENSUS_ALIGNED,33,33,10,23,0,0,30.303030303030305,33.333333333333336,0.9257225034434118,1.1686962664419778,1,33
CME,CONSENSUS_OPPOSING,25,24,11,13,0,1,45.833333333333336,48.0,0.7899662278427386,1.0670406962755181,1,25
CME,MIXED,7,7,3,4,0,0,42.857142857142854,42.857142857142854,0.7111255930653747,1.4101507796020543,1,7
CMG,CONSENSUS_ALIGNED,30,29,20,9,1,0,68.96551724137932,46.666666666666664,1.7587090919311865,0.9432816724876866,1,30
CMG,CONSENSUS_OPPOSING,33,33,20,13,0,0,60.60606060606061,54.54545454545455,1.7690421503579326,1.1389600555955086,1,33
CMG,MIXED,6,6,2,4,0,0,33.333333333333336,33.333333333333336,2.341924599348854,1.1155891195001322,1,6
CMG,UNKNOWN,3,3,1,2,0,0,33.333333333333336,66.66666666666667,0.5406603510164146,1.1281149743732912,1,3
COIN,CONSENSUS_ALIGNED,46,44,18,26,2,0,40.90909090909091,45.65217391304348,2.078065958060198,2.92789647053564,1,46
COIN,CONSENSUS_OPPOSING,51,51,21,30,0,0,41.1764705882353,50.98039215686274,2.3669746179432405,2.5824996106253724,1,51
COIN,MIXED,4,3,2,1,1,0,66.66666666666667,50.0,2.021597578108224,2.9756101751166746,1,4
COIN,UNKNOWN,2,2,1,1,0,0,50.0,50.0,2.1970289752404777,1.2782123741438112,1,2
COP,CONSENSUS_ALIGNED,30,30,14,16,0,0,46.666666666666664,43.333333333333336,1.0317169014633891,1.1181077214590078,1,30
COP,CONSENSUS_OPPOSING,30,30,18,12,0,0,60.0,53.333333333333336,1.2947907862985395,1.004938360102362,1,30
COP,MIXED,1,1,1,0,0,0,100.0,100.0,1.1575595208006977,0.41955214072687863,1,1
COP,UNKNOWN,1,1,0,1,0,0,0.0,100.0,0.3132387706855799,1.1938534278959871,1,1
COST,CONSENSUS_ALIGNED,42,42,18,24,0,0,42.857142857142854,40.476190476190474,0.7645293624615361,0.8621000352768976,1,42
COST,CONSENSUS_OPPOSING,29,29,18,11,0,0,62.06896551724138,58.62068965517241,0.9117853467321154,0.8276951500818627,1,29
COST,MIXED,9,9,2,7,0,0,22.22222222222222,55.55555555555556,0.40931791896691067,1.1706658098312461,1,9
COST,UNKNOWN,2,2,2,0,0,0,100.0,50.0,2.465478144598391,0.2631067023571141,1,2
CRM,CONSENSUS_ALIGNED,49,49,23,26,0,0,46.93877551020408,46.93877551020408,1.4116854668527141,1.6159249709473755,1,49
CRM,CONSENSUS_OPPOSING,37,36,15,21,0,1,41.666666666666664,37.83783783783784,1.558592719360924,1.2849968110789,1,37
CRM,MIXED,4,4,1,3,0,0,25.0,25.0,2.2590141928968137,0.8158800159163073,1,4
CRWD,CONSENSUS_ALIGNED,37,37,16,21,0,0,43.24324324324324,43.24324324324324,2.3421207303981064,1.3375534729481937,1,37
CRWD,CONSENSUS_OPPOSING,26,26,14,12,0,0,53.84615384615385,42.30769230769231,1.6320801227456445,1.9179866631992992,1,26
CRWD,MIXED,5,5,1,4,0,0,20.0,40.0,0.5973721488364514,3.3634263560275315,1,5
CRWD,UNKNOWN,3,3,2,1,0,0,66.66666666666667,66.66666666666667,2.301661471692073,1.0845144612662179,1,3
CSCO,CONSENSUS_ALIGNED,25,25,10,15,0,0,40.0,40.0,0.7675323676174528,1.2860178633558954,1,25
CSCO,CONSENSUS_OPPOSING,40,39,17,22,0,1,43.58974358974359,45.0,0.9165272551778039,0.929636698585135,1,40
CSCO,MIXED,3,3,2,1,0,0,66.66666666666667,66.66666666666667,1.5724565461014102,0.788227582424646,1,3
CSCO,UNKNOWN,1,1,1,0,0,0,100.0,0.0,0.8776053910045483,0.27425168468891575,1,1
CVS,CONSENSUS_ALIGNED,35,34,19,15,1,0,55.88235294117647,45.714285714285715,1.2310253671978593,1.0071668847693638,1,35
CVS,CONSENSUS_OPPOSING,28,28,17,11,0,0,60.714285714285715,35.714285714285715,1.4001579152480559,1.0037924978562267,1,28
CVS,MIXED,5,5,2,3,0,0,40.0,20.0,1.305717055690463,1.8326177017818857,1,5
CVS,UNKNOWN,1,1,0,1,0,0,0.0,100.0,0.49607937269963553,3.3285325652104194,1,1
CVX,CONSENSUS_ALIGNED,41,39,13,26,0,2,33.333333333333336,36.58536585365854,0.8526312301854673,0.9603189121180129,1,41
CVX,CONSENSUS_OPPOSING,31,31,19,12,0,0,61.29032258064516,45.16129032258065,0.8969138503262595,1.0046000599734897,1,31
CVX,MIXED,4,4,3,1,0,0,75.0,50.0,0.807291122888371,0.5721787059888442,1,4
CVX,UNKNOWN,1,1,1,0,0,0,100.0,100.0,1.9597923854427064,0.0926489356935391,1,1
DASH,CONSENSUS_ALIGNED,33,32,15,17,1,0,46.875,42.42424242424242,1.9417741105157142,2.203606095626591,1,33
DASH,CONSENSUS_OPPOSING,36,36,19,17,0,0,52.77777777777778,47.22222222222222,1.6065670425473297,1.8398223097723323,1,36
DASH,MIXED,5,5,2,3,0,0,40.0,60.0,2.401583646431914,1.4684425181936647,1,5
DASH,UNKNOWN,1,1,1,0,0,0,100.0,100.0,2.724755231330391,0.05279324246495739,1,1
DDOG,CONSENSUS_ALIGNED,35,34,20,14,1,0,58.8235294117647,51.42857142857143,2.3126679160383525,2.33754008005736,1,35
DDOG,CONSENSUS_OPPOSING,38,37,23,14,1,0,62.16216216216216,60.526315789473685,1.8984256205398478,2.262925191705029,1,38
DDOG,MIXED,6,6,3,3,0,0,50.0,50.0,2.525254301218214,1.1984122740014886,1,6
DDOG,UNKNOWN,3,3,1,2,0,0,33.333333333333336,33.333333333333336,1.0781948645647461,1.3767701788619593,1,3
DE,CONSENSUS_ALIGNED,22,22,8,14,0,0,36.36363636363637,13.636363636363637,1.1294692980191459,1.302535349060207,1,22
DE,CONSENSUS_OPPOSING,14,14,4,10,0,0,28.571428571428573,14.285714285714286,1.7534153681008229,1.0969119154958835,1,14
DE,MIXED,1,1,1,0,0,0,100.0,100.0,1.5615333333333297,0.0,1,1
DELL,CONSENSUS_ALIGNED,40,37,15,22,3,0,40.54054054054054,45.0,2.300465778153395,1.958693576598676,1,40
DELL,CONSENSUS_OPPOSING,46,45,26,19,1,0,57.77777777777778,54.34782608695652,2.611487681461095,1.5257283743330894,1,46
DELL,MIXED,6,6,3,3,0,0,50.0,83.33333333333333,2.9080788649387035,3.0761094577696633,1,6
DELL,UNKNOWN,1,1,0,1,0,0,0.0,0.0,0.0,3.4946730345334376,1,1
DIS,CONSENSUS_ALIGNED,40,39,20,19,1,0,51.282051282051285,47.5,0.8344180885935728,0.9177358298968201,1,40
DIS,CONSENSUS_OPPOSING,37,37,23,14,0,0,62.16216216216216,59.45945945945946,0.9626520111932043,0.8339404917408434,1,37
DIS,MIXED,4,4,2,2,0,0,50.0,75.0,0.6916644626952653,1.3264455828875885,1,4
DIS,UNKNOWN,1,1,0,1,0,0,0.0,0.0,0.0,1.3594819271574923,1,1
EOG,CONSENSUS_ALIGNED,10,10,5,5,0,0,50.0,30.0,0.7475604958002908,1.6866931720511111,1,10
EOG,CONSENSUS_OPPOSING,27,27,14,13,0,0,51.851851851851855,37.03703703703704,0.9200190030541955,1.2119943609057768,1,27
EOG,MIXED,2,2,1,1,0,0,50.0,50.0,1.349302671702052,2.3712847305322855,1,2
EOG,UNKNOWN,1,1,1,0,0,0,100.0,100.0,1.8021232937817915,0.20073155500044101,1,1
ETN,CONSENSUS_ALIGNED,21,21,12,9,0,0,57.142857142857146,76.19047619047619,1.7971550527161324,1.0584011892421281,1,21
ETN,CONSENSUS_OPPOSING,23,22,6,16,0,1,27.272727272727273,43.47826086956522,1.3655672796644958,1.5271034900641733,1,23
ETN,MIXED,5,5,4,1,0,0,80.0,80.0,2.3774673277012974,0.9108460234878837,1,5
ETN,UNKNOWN,1,1,1,0,0,0,100.0,100.0,1.5288098428554144,0.04263613107564452,1,1
FDX,CONSENSUS_ALIGNED,26,26,15,11,0,0,57.69230769230769,38.46153846153846,1.1921356999598083,1.0556239689671878,1,26
FDX,CONSENSUS_OPPOSING,16,15,10,5,1,0,66.66666666666667,62.5,1.7216576959165086,1.167876187323447,1,16
FDX,MIXED,1,1,1,0,0,0,100.0,100.0,1.2284716367577937,0.6112248584848767,1,1
FDX,UNKNOWN,2,2,2,0,0,0,100.0,50.0,1.1145826592471688,0.5385554288104722,1,2
GE,CONSENSUS_ALIGNED,28,28,13,15,0,0,46.42857142857143,50.0,1.5050228748051715,1.219475969734927,1,28
GE,CONSENSUS_OPPOSING,32,32,17,15,0,0,53.125,46.875,1.3590831740257885,1.3337256172599532,1,32
GE,MIXED,4,4,1,3,0,0,25.0,25.0,0.5119829212041556,2.0034982823053724,1,4
GE,UNKNOWN,1,1,1,0,0,0,100.0,0.0,0.9871668716687189,0.38130381303813315,1,1
GILD,CONSENSUS_ALIGNED,27,27,11,16,0,0,40.74074074074074,55.55555555555556,0.9758847984686704,1.2571059560747517,1,27
GILD,CONSENSUS_OPPOSING,28,28,17,11,0,0,60.714285714285715,57.142857142857146,1.0932232773732014,1.2796068937156002,1,28
GILD,MIXED,3,3,2,1,0,0,66.66666666666667,33.333333333333336,1.5298383499157584,1.0861632777762964,1,3
GOOG,CONSENSUS_ALIGNED,41,41,20,21,0,0,48.78048780487805,48.78048780487805,1.3317725888738823,0.9486707104184262,1,41
GOOG,CONSENSUS_OPPOSING,38,38,24,14,0,0,63.1578947368421,52.63157894736842,1.5181756940255264,0.9663987984312679,1,38
GOOG,MIXED,5,5,2,3,0,0,40.0,60.0,0.5692979479794922,1.438158848912901,1,5
GS,CONSENSUS_ALIGNED,44,44,21,23,0,0,47.72727272727273,43.18181818181818,1.1479971691534703,1.2315508969491453,1,44
GS,CONSENSUS_OPPOSING,38,38,16,22,0,0,42.10526315789474,39.473684210526315,1.0809133088279015,1.3829968875834797,1,38
GS,MIXED,4,4,1,3,0,0,25.0,25.0,0.6100887672728422,2.259044981982526,1,4
HAL,CONSENSUS_ALIGNED,32,32,18,14,0,0,56.25,43.75,1.3867201679670946,1.5083854383804913,1,32
HAL,CONSENSUS_OPPOSING,26,25,12,13,1,0,48.0,42.30769230769231,1.0316231417983608,1.6518912803217563,1,26
HAL,MIXED,5,5,3,2,0,0,60.0,60.0,1.0335298736088856,1.7062467746999999,1,5
HAL,UNKNOWN,3,3,3,0,0,0,100.0,100.0,1.69075868277152,0.7419503575220853,1,3
HD,CONSENSUS_ALIGNED,36,36,17,19,0,0,47.22222222222222,55.55555555555556,1.0332126303591493,1.1395242109529389,1,36
HD,CONSENSUS_OPPOSING,27,27,13,14,0,0,48.148148148148145,48.148148148148145,0.9887232949427619,0.9411110303546498,1,27
HD,MIXED,5,5,2,3,0,0,40.0,60.0,1.1017838734658505,1.077558518457865,1,5
HD,UNKNOWN,1,1,1,0,0,0,100.0,100.0,1.1947839147948385,0.27718986823239883,1,1
HON,CONSENSUS_ALIGNED,29,29,16,13,0,0,55.172413793103445,62.06896551724138,0.8267044331488989,1.0868136284889258,1,29
HON,CONSENSUS_OPPOSING,20,20,12,8,0,0,60.0,45.0,1.317616662566495,0.7391916827414706,1,20
HON,MIXED,4,4,2,2,0,0,50.0,50.0,0.9833599496727727,1.1491886117650525,1,4
HON,UNKNOWN,3,3,3,0,0,0,100.0,66.66666666666667,0.7238413041583107,0.8130105830835963,1,3
HOOD,CONSENSUS_ALIGNED,40,38,20,18,2,0,52.63157894736842,57.5,2.705619992056202,2.617383069253019,1,40
HOOD,CONSENSUS_OPPOSING,48,47,27,20,1,0,57.4468085106383,54.166666666666664,2.580294181691975,2.588641222291273,1,48
HOOD,MIXED,5,5,3,2,0,0,60.0,60.0,3.6533641549807276,2.354866385211623,1,5
HOOD,UNKNOWN,2,2,2,0,0,0,100.0,100.0,3.102008206594668,1.7996872273955469,1,2
IBM,CONSENSUS_ALIGNED,25,24,13,11,0,1,54.166666666666664,44.0,1.3140875271730588,1.228085125817548,1,25
IBM,CONSENSUS_OPPOSING,37,37,23,14,0,0,62.16216216216216,43.24324324324324,1.544785311028642,1.1175244013451355,1,37
IBM,MIXED,5,5,2,3,0,0,40.0,60.0,2.2217743556322973,0.9425060600217952,1,5
IBM,UNKNOWN,3,3,1,2,0,0,33.333333333333336,66.66666666666667,0.5312284865747721,0.9475336566855305,1,3
INTC,CONSENSUS_ALIGNED,56,56,27,29,0,0,48.214285714285715,44.642857142857146,2.941536954410919,1.8300326363863701,1,56
INTC,CONSENSUS_OPPOSING,44,44,24,20,0,0,54.54545454545455,47.72727272727273,2.517381306313608,2.60317244794502,1,44
INTC,MIXED,7,7,2,5,0,0,28.571428571428573,28.571428571428573,2.4830564704467215,2.901667791198013,1,7
INTC,UNKNOWN,1,1,0,1,0,0,0.0,0.0,0.3503230868411455,1.2988440837377035,1,1
ISRG,CONSENSUS_ALIGNED,25,25,12,13,0,0,48.0,56.0,1.0291994545721477,1.5610891741364856,1,25
ISRG,CONSENSUS_OPPOSING,31,31,16,15,0,0,51.61290322580645,48.38709677419355,1.4959220097075558,1.0517826137434878,1,31
ISRG,MIXED,3,3,1,2,0,0,33.333333333333336,33.333333333333336,0.4762676845228448,1.4099755235481508,1,3
IWM,CONSENSUS_ALIGNED,48,42,18,24,0,6,42.857142857142854,37.5,0.6970207530077942,0.7738942149171818,1,48
IWM,CONSENSUS_OPPOSING,45,40,24,16,0,5,60.0,51.111111111111114,0.7565484828392585,0.7491961112328149,1,45
IWM,MIXED,5,5,2,3,0,0,40.0,80.0,0.6030817698472395,0.8594353128099232,1,5
IWM,UNKNOWN,3,3,2,1,0,0,66.66666666666667,100.0,0.9194981207902752,0.43313765415317146,1,3
JNJ,CONSENSUS_ALIGNED,31,29,17,12,0,2,58.62068965517241,54.83870967741935,0.8198561132864568,0.7093309082303279,1,31
JNJ,CONSENSUS_OPPOSING,30,29,11,18,0,1,37.93103448275862,33.333333333333336,0.6790377007580548,0.9794802158362104,1,30
JNJ,MIXED,7,7,3,4,0,0,42.857142857142854,28.571428571428573,0.5601294202064031,0.9273900276492039,1,7
JNJ,UNKNOWN,1,1,0,1,0,0,0.0,0.0,0.048238008943577076,0.7796305229260901,1,1
JPM,CONSENSUS_ALIGNED,37,36,20,16,0,1,55.55555555555556,54.054054054054056,0.8666624442908818,0.9360913893853648,1,37
JPM,CONSENSUS_OPPOSING,32,32,20,12,0,0,62.5,50.0,1.071599200867058,0.8345543454867468,1,32
JPM,MIXED,6,6,4,2,0,0,66.66666666666667,33.333333333333336,0.9941113497464823,1.1676318855966765,1,6
KLAC,CONSENSUS_ALIGNED,20,20,13,7,0,0,65.0,55.0,1.7296025886183664,1.4130441282579036,1,20
KLAC,CONSENSUS_OPPOSING,35,35,21,14,0,0,60.0,48.57142857142857,2.464830291687767,2.223398957993787,1,35
KLAC,MIXED,3,3,1,2,0,0,33.333333333333336,33.333333333333336,2.0921697641168495,0.756052208546274,1,3
KLAC,UNKNOWN,1,1,0,1,0,0,0.0,0.0,0.026146244661799847,2.0508041646274813,1,1
LLY,CONSENSUS_ALIGNED,32,32,20,12,0,0,62.5,53.125,1.6820865863394263,1.3381604220468737,1,32
LLY,CONSENSUS_OPPOSING,42,41,22,19,1,0,53.65853658536585,35.714285714285715,1.2603041407567235,1.4605752021733667,1,42
LLY,MIXED,5,5,3,2,0,0,60.0,80.0,1.1245042773787708,0.9319135293841662,1,5
LLY,UNKNOWN,1,1,1,0,0,0,100.0,100.0,1.777154374114821,0.4936539928096742,1,1
LMT,CONSENSUS_ALIGNED,22,22,13,9,0,0,59.09090909090909,59.09090909090909,1.5140540092132715,0.8361730108246923,1,22
LMT,CONSENSUS_OPPOSING,26,26,17,9,0,0,65.38461538461539,53.84615384615385,1.4113004157219569,0.9527514813576446,1,26
LMT,MIXED,6,6,3,3,0,0,50.0,33.333333333333336,0.8592639584974499,1.3658649067114963,1,6
LOW,CONSENSUS_ALIGNED,26,25,14,11,0,1,56.0,30.76923076923077,0.9488958045324012,0.9377081536150864,1,26
LOW,CONSENSUS_OPPOSING,16,16,6,10,0,0,37.5,50.0,0.9308938966406977,0.9056195189794436,1,16
LRCX,CONSENSUS_ALIGNED,32,32,19,13,0,0,59.375,43.75,1.7532620604798181,1.6121822953719118,1,32
LRCX,CONSENSUS_OPPOSING,39,39,19,20,0,0,48.717948717948715,43.58974358974359,2.309229397976702,2.175350344509335,1,39
LRCX,MIXED,4,4,2,2,0,0,50.0,25.0,2.1456703231388223,2.7933354081010036,1,4
LRCX,UNKNOWN,3,3,2,1,0,0,66.66666666666667,66.66666666666667,2.19835146259525,0.6321461939065994,1,3
