feature,edge_0,edge_1,edge_2,edge_3,edge_4,edge_5
a42_open_from_prior_close_dir_pct,-1.0311282245897169,0.08166608148683759,0.4017167262629173,0.7862314328087462,1.4825722431651078,14.623549961929506
a42_open_to_pm_level_dir_pct,-0.6604959111711205,0.00821843902835032,0.13282917729761093,0.2596430015758166,0.4329019401540728,1.9470017417267949
a42_open_to_ah_level_dir_pct,-8.701415769659047,-1.0760649940577467,-0.5214691632402789,-0.15435079668451834,0.1349849716678999,1.1046654138410033
a42_open_to_pd_level_dir_pct,-14.14332179204701,-0.5277065750949321,-0.06342333219611243,0.2195851465829437,0.47260875319861334,2.277868543420887
a42_open_to_outermost_dir_pct,-0.3962501208079604,0.0908744394618811,0.25046129697622294,0.3740467396657754,0.6215103933789498,2.277868543420887
a42_priorclose_to_outer_consumed_ratio,-38.413793103422535,0.17413580246913088,0.5300536672629688,0.7230447883321438,0.9065349585303465,8.500000000001776
