sensitivity,period_type,period,feature,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
BASE,research_period,DISCOVERY,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING,273,267,137,130,2,4,51.31086142322097,47.61904761904762,1.337951416385858,1.3024482092601346,0.9162903331369892,0.9515078273673131,62,131
BASE,research_period,DISCOVERY,c2_vs_c1_volume_state,C2_VOLUME_DECELERATING,3900,3811,1943,1868,12,77,50.9839937024403,46.17948717948718,1.2860702130027488,1.238776070185449,0.9113950445244181,0.8784266404718144,112,158
BASE,research_period,DISCOVERY,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING,369,359,191,168,0,10,53.203342618384404,47.696476964769644,1.2046008805305584,1.1295632323109954,0.9217245339694379,0.7060108437024621,105,118
BASE,research_period,DISCOVERY,positive_candidate_participation_state,POSITIVE_BOTH_ABOVE,347,339,165,174,7,1,48.67256637168141,46.39769452449568,1.4092746328007781,1.549256179497064,0.9830056647784129,1.1416434355502336,99,116
BASE,research_period,DISCOVERY,positive_candidate_participation_state,POSITIVE_BOTH_BELOW,248,243,123,120,0,5,50.617283950617285,48.79032258064516,1.3156018726529783,1.3349755994092019,0.9090190384656114,0.8311221297448341,87,109
BASE,research_period,DISCOVERY,positive_candidate_participation_state,POSITIVE_MIXED,232,229,124,105,1,2,54.148471615720524,49.13793103448276,1.409691838545569,1.1451911532233372,1.0132617872696188,0.8367200279182248,91,105
BASE,research_period,VALIDATION,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING,343,329,182,147,13,1,55.319148936170215,47.521865889212826,1.7688914911027669,1.5423913438839547,1.3044214806030845,1.1631366016182845,62,142
BASE,research_period,VALIDATION,c2_vs_c1_volume_state,C2_VOLUME_DECELERATING,3791,3711,1816,1895,54,26,48.93559687415791,47.375362701134264,1.6609935424475233,1.5520910589502068,1.1641673243883255,1.1176971951030492,112,159
BASE,research_period,VALIDATION,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING,365,358,208,150,3,4,58.100558659217874,53.97260273972603,1.5723309398075487,1.3873127482480987,1.2260457449000595,1.020877631464423,107,128
BASE,research_period,VALIDATION,positive_candidate_participation_state,POSITIVE_BOTH_ABOVE,258,247,126,121,10,1,51.012145748987855,51.16279069767442,2.204096034807066,1.8816934386532778,1.7606819411568846,1.3597244872352587,88,111
BASE,research_period,VALIDATION,positive_candidate_participation_state,POSITIVE_BOTH_BELOW,238,234,136,98,3,1,58.11965811965812,54.621848739495796,1.8396007709413638,1.6625071660988509,1.344237749737144,1.2277565132862707,90,102
BASE,research_period,VALIDATION,positive_candidate_participation_state,POSITIVE_MIXED,221,216,125,91,5,0,57.870370370370374,47.05882352941177,2.159652756298754,1.4245316887099522,1.6879440200843951,1.0575371930453548,89,103
BASE,validation_subperiod,VALIDATION_OLDER,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING,181,176,100,76,5,0,56.81818181818182,48.06629834254144,1.6136608197241866,1.536725513817517,1.33611214206184,1.1801260991567486,46,73
BASE,validation_subperiod,VALIDATION_OLDER,c2_vs_c1_volume_state,C2_VOLUME_DECELERATING,1860,1824,891,933,28,8,48.848684210526315,45.645161290322584,1.571741054358968,1.4566642223606856,1.1208781798124146,1.1083928745251432,112,79
BASE,validation_subperiod,VALIDATION_OLDER,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING,180,176,99,77,2,2,56.25,53.333333333333336,1.4343729400034317,1.4032155637672212,1.1649374104381778,1.0320438877933376,85,63
BASE,validation_subperiod,VALIDATION_OLDER,positive_candidate_participation_state,POSITIVE_BOTH_ABOVE,143,137,72,65,6,0,52.55474452554745,54.54545454545455,2.223211402730565,1.5692531673172716,1.7407790417097515,1.3070391421405039,68,57
BASE,validation_subperiod,VALIDATION_OLDER,positive_candidate_participation_state,POSITIVE_BOTH_BELOW,122,120,68,52,1,1,56.666666666666664,54.91803278688525,1.7251645015061632,1.5593808660064272,1.2883721508506305,1.214836301679644,74,55
BASE,validation_subperiod,VALIDATION_OLDER,positive_candidate_participation_state,POSITIVE_MIXED,105,101,60,41,4,0,59.40594059405941,43.80952380952381,1.8760154285342026,1.3032211503762594,1.4282956958116095,0.9903584832405782,65,50
BASE,validation_subperiod,VALIDATION_NEWER,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING,162,153,82,71,8,1,53.59477124183007,46.91358024691358,1.9423282288776003,1.5487216848841103,1.2996844255540498,1.1627134812258801,45,69
BASE,validation_subperiod,VALIDATION_NEWER,c2_vs_c1_volume_state,C2_VOLUME_DECELERATING,1931,1887,925,962,26,18,49.01960784313726,49.041947177628174,1.7469643492029416,1.6440091925890004,1.205913934087723,1.1261241007194278,112,80
BASE,validation_subperiod,VALIDATION_NEWER,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING,185,182,109,73,1,2,59.89010989010989,54.5945945945946,1.7065603450223652,1.3718397385538172,1.3179237631792347,1.018090029448892,91,65
BASE,validation_subperiod,VALIDATION_NEWER,positive_candidate_participation_state,POSITIVE_BOTH_ABOVE,115,110,54,56,4,1,49.09090909090909,46.95652173913044,2.1803264903456725,2.27020612387979,1.7613365155131253,1.5119184402983594,61,54
