sensitivity,period_type,period,feature,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
BASE,validation_subperiod,VALIDATION_NEWER,positive_candidate_participation_state,POSITIVE_BOTH_BELOW,116,114,68,46,2,0,59.64912280701754,54.310344827586206,1.9599561577611435,1.7709675851615723,1.4591797728265639,1.2277565132862707,63,47
BASE,validation_subperiod,VALIDATION_NEWER,positive_candidate_participation_state,POSITIVE_MIXED,116,115,65,50,1,0,56.52173913043478,50.0,2.4163934409132204,1.5343386415120022,1.8183566924864079,1.0737471848569395,65,53
EXCLUDE_SPY_QQQ_TQQQ,research_period,DISCOVERY,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING,270,264,136,128,2,4,51.515151515151516,48.148148148148145,1.3463129515270582,1.2679249793857557,0.9208806483466816,0.9498604052956192,60,131
EXCLUDE_SPY_QQQ_TQQQ,research_period,DISCOVERY,c2_vs_c1_volume_state,C2_VOLUME_DECELERATING,3770,3707,1881,1826,12,51,50.74183976261128,45.88859416445624,1.2976690970146811,1.253650167133397,0.9275374370717586,0.8984969704232406,109,158
EXCLUDE_SPY_QQQ_TQQQ,research_period,DISCOVERY,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING,360,352,186,166,0,8,52.84090909090909,47.22222222222222,1.2079884033078703,1.1470260339339615,0.931167694736323,0.7134133257925619,102,118
EXCLUDE_SPY_QQQ_TQQQ,research_period,DISCOVERY,positive_candidate_participation_state,POSITIVE_BOTH_ABOVE,347,339,165,174,7,1,48.67256637168141,46.39769452449568,1.4092746328007781,1.549256179497064,0.9830056647784129,1.1416434355502336,99,116
EXCLUDE_SPY_QQQ_TQQQ,research_period,DISCOVERY,positive_candidate_participation_state,POSITIVE_BOTH_BELOW,238,233,114,119,0,5,48.927038626609445,48.319327731092436,1.2746897297763968,1.3731876636203328,0.88771944755717,0.8643296845170876,86,108
EXCLUDE_SPY_QQQ_TQQQ,research_period,DISCOVERY,positive_candidate_participation_state,POSITIVE_MIXED,225,222,121,101,1,2,54.5045045045045,49.333333333333336,1.4037730134664983,1.1282339029121997,1.0095911155981852,0.8344377882627432,90,105
EXCLUDE_SPY_QQQ_TQQQ,research_period,VALIDATION,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING,343,329,182,147,13,1,55.319148936170215,47.521865889212826,1.7688914911027669,1.5423913438839547,1.3044214806030845,1.1631366016182845,62,142
EXCLUDE_SPY_QQQ_TQQQ,research_period,VALIDATION,c2_vs_c1_volume_state,C2_VOLUME_DECELERATING,3602,3538,1733,1805,54,10,48.98247597512719,47.14047751249306,1.6880987987296128,1.5744003989429474,1.1882288527901248,1.138470510572441,109,159
EXCLUDE_SPY_QQQ_TQQQ,research_period,VALIDATION,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING,354,349,204,145,3,2,58.45272206303725,53.954802259887,1.602478664882648,1.4047594067823066,1.2379211672422135,1.0406355263321982,104,128
EXCLUDE_SPY_QQQ_TQQQ,research_period,VALIDATION,positive_candidate_participation_state,POSITIVE_BOTH_ABOVE,253,242,124,118,10,1,51.239669421487605,51.77865612648221,2.2104711144192843,1.8743651418404519,1.7613365155131253,1.3515358361774674,87,111
EXCLUDE_SPY_QQQ_TQQQ,research_period,VALIDATION,positive_candidate_participation_state,POSITIVE_BOTH_BELOW,226,222,129,93,3,1,58.108108108108105,55.75221238938053,1.8586518638924878,1.6340579093375611,1.3457737268448213,1.1896823486916737,89,99
EXCLUDE_SPY_QQQ_TQQQ,research_period,VALIDATION,positive_candidate_participation_state,POSITIVE_MIXED,210,205,119,86,5,0,58.048780487804876,46.666666666666664,2.096646759665278,1.3962063526112891,1.6189412584324336,1.0381729275669285,88,101
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_OLDER,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING,181,176,100,76,5,0,56.81818181818182,48.06629834254144,1.6136608197241866,1.536725513817517,1.33611214206184,1.1801260991567486,46,73
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_OLDER,c2_vs_c1_volume_state,C2_VOLUME_DECELERATING,1776,1746,854,892,28,2,48.911798396334476,45.833333333333336,1.586610187078136,1.4810384620981396,1.1440622488447483,1.1332882853638302,109,79
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_OLDER,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING,176,173,98,75,2,1,56.64739884393064,52.84090909090909,1.457972385319566,1.4214808308635225,1.1742130838763465,1.0582271927938751,83,63
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_OLDER,positive_candidate_participation_state,POSITIVE_BOTH_ABOVE,139,133,70,63,6,0,52.63157894736842,55.39568345323741,2.24777998339073,1.5550468320971091,1.7732253891548013,1.3056984758761274,67,57
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_OLDER,positive_candidate_participation_state,POSITIVE_BOTH_BELOW,118,116,67,49,1,1,57.758620689655174,55.932203389830505,1.7485849873631956,1.5294341511513305,1.3045959887953509,1.1404022870746537,73,54
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_OLDER,positive_candidate_participation_state,POSITIVE_MIXED,99,95,57,38,4,0,60.0,44.44444444444444,1.7640051786579407,1.2614749336526365,1.3817053347125792,0.9826715382656384,64,48
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_NEWER,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING,162,153,82,71,8,1,53.59477124183007,46.91358024691358,1.9423282288776003,1.5487216848841103,1.2996844255540498,1.1627134812258801,45,69
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_NEWER,c2_vs_c1_volume_state,C2_VOLUME_DECELERATING,1826,1792,879,913,26,8,49.051339285714285,48.4118291347207,1.786808423205529,1.6652058753046006,1.2356721360595544,1.1460830022443844,109,80
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_NEWER,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING,178,176,106,70,1,1,60.22727272727273,55.056179775280896,1.7453612783832235,1.3882258638705427,1.3526006360008025,1.0263622537380401,88,65
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_NEWER,positive_candidate_participation_state,POSITIVE_BOTH_ABOVE,114,109,54,55,4,1,49.54128440366973,47.36842105263158,2.164980475936558,2.2637093967029496,1.7606819411568846,1.4711553680035916,60,54
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_NEWER,positive_candidate_participation_state,POSITIVE_BOTH_BELOW,108,106,62,44,2,0,58.490566037735846,55.55555555555556,1.9789101178781958,1.7483690525410347,1.4591797728265639,1.2072006617129762,62,45
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_NEWER,positive_candidate_participation_state,POSITIVE_MIXED,111,110,62,48,1,0,56.36363636363637,48.648648648648646,2.3933270886718225,1.5163722127636012,1.7550133414023592,1.0591295083508274,64,53
