research_period,discovery_q01,discovery_q99,winner_raw_mean,loser_raw_mean,raw_difference,winner_winsor_mean,loser_winsor_mean,winsor_difference,winner_median,loser_median,median_difference
DISCOVERY,0.03146499351076442,46.60331145575005,2.8024829056889056,1.90158162847819,0.9009012772107157,1.5861445238187235,1.2618888706514022,0.3242556531673213,0.3206594827163344,0.3113605766209251,0.009298906095409287
VALIDATION,0.03146499351076442,46.60331145575005,4.719969676705902,3.740246426880181,0.9797232498257209,2.2051264423434325,1.8288752076203845,0.376251234723048,0.28905626917643235,0.28375800020483744,0.0052982689715949105
