symbol,trade_date,direction,architecture,decision_candle,entry_timestamp,c1_close,c2_close,c1_volume,c2_volume,opening_2m_volume,entry_price,opening_2m_rvol_20d,a49_opening_2m_dollar_activity,a49_log10_opening_2m_dollar_activity,a49_log10_entry_price
AAPL,2026-04-08,BEAR,AE2_RECLAIM,2,2026-04-08 13:31:00+00:00,257.86,256.96,1107982.93126,249713.251494,1357696.182754,256.96,1.43286814479318,349870795.75860184,8.543907692782371,2.409865523598587
AAPL,2026-04-10,BEAR,AE2_RECLAIM,2,2026-04-10 13:31:00+00:00,259.61,259.26,702860.000248,165984.915026,868844.915274,259.26,0.9169505060670954,225502733.73402405,8.353151811129301,2.413735516694874
AAPL,2026-04-14,BULL,AE2_RECLAIM,2,2026-04-14 13:31:00+00:00,259.915,260.28,956648.52675,202247.005242,1158895.531992,260.28,1.2265362697384723,301288152.354614,8.478982054115509,2.415440798061818
AAPL,2026-04-16,BEAR,AE2_RECLAIM,2,2026-04-16 13:31:00+00:00,266.055,265.195,1707759.282028,202824.854428,1910584.1364560002,265.195,1.986291329186273,508146033.04999304,8.705988539515756,2.423565331599704
AAPL,2026-04-24,BEAR,AE2_RECLAIM,2,2026-04-24 13:31:00+00:00,272.009,270.425,882429.890133,241132.314107,1123562.2042399999,270.425,1.0379473989884287,305237078.0275727,8.484637287489623,2.4320468383796814
AAPL,2026-04-30,BEAR,AE2_RECLAIM,2,2026-04-30 13:31:00+00:00,270.21,269.4399,830112.010515,172090.155784,1002202.1662989999,269.4399,0.8756474858132088,270672520.7266835,8.43244416747152,2.43046190863541
AAPL,2026-05-13,BULL,AE2_RECLAIM,2,2026-05-13 13:31:00+00:00,294.21,294.885,768904.645575,174862.415422,943767.060997,294.885,0.7120583509769753,277783739.14633715,8.443706819494794,2.4696526817314823
AAPL,2026-05-18,BEAR,AE2_RECLAIM,2,2026-05-18 13:31:00+00:00,299.015,298.6,959147.354346,196222.360943,1155369.715289,298.6,0.8896769811215971,345391443.137349,8.538311573983425,2.4750898033890065
AAPL,2026-05-19,BULL,AE2_RECLAIM,2,2026-05-19 13:31:00+00:00,297.88,298.44,764193.894714,218493.798794,982687.6935080001,298.44,0.7678242093705709,292845366.66948766,8.466638357113192,2.4748570313175606
AAPL,2026-05-20,BULL,AE2_RECLAIM,2,2026-05-20 13:31:00+00:00,298.8,299.745,793770.558968,143285.609955,937056.168923,299.745,0.7774686168385343,280127788.1755999,8.447356192196402,2.4767519474322026
AAPL,2026-05-26,BULL,AE2_RECLAIM,2,2026-05-26 13:31:00+00:00,310.07,310.6,1246192.703981,403788.952513,1649981.656494,310.6,1.4337886591068068,511823820.37392646,8.709120494165896,2.49220145139254
AAPL,2026-06-01,BULL,AE2_RECLAIM,2,2026-06-01 13:31:00+00:00,309.78,310.055,1248040.235851,375494.434579,1623534.67043,310.055,1.3797232481092092,503041831.1753146,8.701604100947053,2.49143873924659
