feature,edge_0,edge_1,edge_2,edge_3,edge_4,edge_5
a49_log10_opening_2m_dollar_activity,6.450089777723914,7.170401799013667,7.446054847389349,7.708925677102665,8.19241280426039,9.36966132193875
