research_period,split_type,split_value,candidate_n,candidate_ff_pct,conditional_baseline_n,conditional_baseline_ff_pct,incremental_lift_pp
DISCOVERY,POOLED,ALL,48,60.416666666666664,364,56.043956043956044,4.3727106227106205
DISCOVERY,A37_ABSENT,A37_COMPACT_Q2,38,57.89473684210526,291,54.982817869415804,2.911918972689456
DISCOVERY,A37_ABSENT,A37_PM_PD_Q4,39,66.66666666666667,291,57.7319587628866,8.934707903780073
DISCOVERY,A37_ABSENT,A37_ORDER_PD_AH_PM,43,60.46511627906977,317,54.889589905362776,5.5755263737069924
VALIDATION,POOLED,ALL,50,72.0,389,57.840616966580974,14.159383033419026
VALIDATION,A37_ABSENT,A37_COMPACT_Q2,37,75.67567567567568,321,55.76323987538941,19.912435800286268
VALIDATION,A37_ABSENT,A37_PM_PD_Q4,41,68.29268292682927,304,59.86842105263158,8.42426187419769
VALIDATION,A37_ABSENT,A37_ORDER_PD_AH_PM,42,71.42857142857143,327,56.57492354740061,14.853647881170822
