name,kind,size_bytes,sha256,project,action,destination,reason,duplicate_of,applied,note
find_vrtx_massive_partition.py,file,795,62c9c1bfbeed3919f1032808facb4a139077d7ce4a3d8e892548efe993c033e7,market_data,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\market_data\find_vrtx_massive_partition.py,Source move may break paths/imports; review first,,False,
freeze_9j_vwap_v2_validation_protocol.py,file,5110,2316a9d57abf49b86b205f4b89f30bc5e0b66e688eb6402721a18e69b5294dfe,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\freeze_9j_vwap_v2_validation_protocol.py,Source move may break paths/imports; review first,,False,
freeze_9m_dp4_candidate_population_v1.py,file,2890,65eeb1c538e4aff3e1a72792f5bf08b5680bcb9d094e8da4cdd751b33ee3fca5,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\freeze_9m_dp4_candidate_population_v1.py,Source move may break paths/imports; review first,,False,
freeze_a52_candidate_model_v2_v1.py,file,3003,c8896cbf94e0189c9c03233a2324afd672d973b88a7e7272ce89acb0e4587774,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\freeze_a52_candidate_model_v2_v1.py,Source move may break paths/imports; review first,,False,
FTHC_Bulk_Daily_Download.py,file,10349,5b3a658136d4737de9fb747f1b00bbcb67b2a84412c593ff2e75ce09296489cf,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\FTHC_Bulk_Daily_Download.py,Source move may break paths/imports; review first,,False,
FTHC_Bulk_Daily_Download_Missing12.py,file,10347,e335970ddfed991f1f32e0adeadddb8519e61f0c679ec226f0d53cbc753005f5,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\FTHC_Bulk_Daily_Download_Missing12.py,Source move may break paths/imports; review first,,False,
import_second1m_market_reference.py,file,24534,02ee7acc29a80048602dd5cca64096be647997f3f098c01310b4d547f39c0d50,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\import_second1m_market_reference.py,Source move may break paths/imports; review first,,False,
import_second_candle_intraday_1m.py,file,21827,abb383ad2473513001cdaaac70ac9e01269bb3712396710911327090a11102bf,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\import_second_candle_intraday_1m.py,Source move may break paths/imports; review first,,False,
initialize_altc2_prospective_validation_v1.py,file,2377,38883594f5fdd725dcacb0f0a1e9e6a4c2751502c537a22f19d2f6e4c58d1816,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\initialize_altc2_prospective_validation_v1.py,Source move may break paths/imports; review first,,False,
inspect_ae2_feature_schemas.py,file,749,0757bd32af6feef125b9e619191fd77552d38b36ec093b546223c9ff619f83a5,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inspect_ae2_feature_schemas.py,Source move may break paths/imports; review first,,False,
inspect_dp_structural_clearance_taxonomy.py,file,3406,d27f115daaba03e70ded4205081871af88b6199cab2603c21379612b4a744db4,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\inspect_dp_structural_clearance_taxonomy.py,Source move may break paths/imports; review first,,False,
inspect_v2_build_assembly.py,file,874,392774681c4e491456d20d3241db15a16d752dc1aa43d5363254efdf17a7727a,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\inspect_v2_build_assembly.py,Source move may break paths/imports; review first,,False,
inspect_v4_parity_validation.py,file,825,a07487e89cfb48789be984a0d6fb9d42707c3497c8ff99f1214ad4b3867e0047,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\inspect_v4_parity_validation.py,Source move may break paths/imports; review first,,False,
install_and_msft_preflight.ps1,file,1084,fe4c69e1e704b678f0921dd607bc6365fbb45ae6ba6464bcb87142713f52162d,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\install_and_msft_preflight.ps1,Source move may break paths/imports; review first,,False,
inventory_9n_3k_massive_pipeline.py,file,1651,355743d7eb90dc94af601b512fdfdee4617a929effe9538377d824d565d95143,market_data,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\market_data\inventory_9n_3k_massive_pipeline.py,Source move may break paths/imports; review first,,False,
inventory_a39_a37_frozen_geometry_sources_v1.py,file,1370,94a869d4456fbd5d8424c065d514c7bb4894da7083fe0a159281f6e650a7714a,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a39_a37_frozen_geometry_sources_v1.py,Source move may break paths/imports; review first,,False,
inventory_a39_c1_c2_transition_existing_evidence_v1.py,file,3483,dea29bd735e5984c3dee202aeee94b46719827d85fabd589405890c5af6f427b,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a39_c1_c2_transition_existing_evidence_v1.py,Source move may break paths/imports; review first,,False,
inventory_a40_intraday_timing_existing_evidence_v1.py,file,3362,ae25e79c866070c54de77fc0333d7aa2ad4e1ff954935c9a679653ddd97d871f,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a40_intraday_timing_existing_evidence_v1.py,Source move may break paths/imports; review first,,False,
inventory_a41_benchmark_intraday_sources_v1.py,file,2910,a1485a3f1324944cdd2ad913ac848f3aeb7b44045215e6d5b4db977247ca279f,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a41_benchmark_intraday_sources_v1.py,Source move may break paths/imports; review first,,False,
inventory_a41_market_open_impulse_existing_evidence_v1.py,file,1883,bf710c566fb5d96805ee8a8a71d29856230975ab0a8790f89ff40f258d54354e,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a41_market_open_impulse_existing_evidence_v1.py,Source move may break paths/imports; review first,,False,
inventory_a42_opening_location_existing_evidence_v1.py,file,2073,1579fb9a7c6587924d7dc6808a66eb86a9a648d1b9bf0dbd54348ff1ad2e7dcc,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a42_opening_location_existing_evidence_v1.py,Source move may break paths/imports; review first,,False,
inventory_a43_opening_relative_strength_existing_evidence_v1.py,file,2024,ea70059f9d982a403a37827be39f7af17379e54457b76431cfc8402df6be3162,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a43_opening_relative_strength_existing_evidence_v1.py,Source move may break paths/imports; review first,,False,
inventory_a44_prior_day_structure_existing_evidence_v1.py,file,2083,aa7df70890e69fed13ad31f56373e17f1761ef926754a8559d8a4f6c886dc479,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a44_prior_day_structure_existing_evidence_v1.py,Source move may break paths/imports; review first,,False,
inventory_a45_prior_day_to_premarket_transition_v1.py,file,1726,66f7c18b468bf278dbd0ca3af369e732629d873f63bc385f209a56c9af92b043,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a45_prior_day_to_premarket_transition_v1.py,Source move may break paths/imports; review first,,False,
inventory_a46_premarket_shape_existing_evidence_v1.py,file,1932,ba358b3e31578578514b14f9dc47d290704eb3cb2bdeecf6d89b03d6722dc77c,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a46_premarket_shape_existing_evidence_v1.py,Source move may break paths/imports; review first,,False,
inventory_a47_entry_area_technical_confluence_v1.py,file,1757,b50df346f22abfcd39a6cccef30b515bad34c600340444578da11bcfd4dec2ab,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a47_entry_area_technical_confluence_v1.py,Source move may break paths/imports; review first,,False,
inventory_a48_remaining_roadmap_gap_audit_v1.py,file,3527,f3a812c341f16aa7a3511de5051fd892dcdd5aca75fe0601f00088859836360e,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a48_remaining_roadmap_gap_audit_v1.py,Source move may break paths/imports; review first,,False,
inventory_a49_opening_liquidity_existing_evidence_v1.py,file,1528,3082141c0c2b4beae18baed0828e768182982cfc86c0416a1695d58760c5c163,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a49_opening_liquidity_existing_evidence_v1.py,Source move may break paths/imports; review first,,False,
inventory_a51_2_frozen_candidate_encodings_v1.py,file,1472,3a6e4077e00b339f08cc909ed0db4c93c9f10e656338118bd51af4247bea5db6,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a51_2_frozen_candidate_encodings_v1.py,Source move may break paths/imports; review first,,False,
inventory_a51_a39_event_source_v1.py,file,1264,d9399d678ee3b824e9dd4c6eac630314ea298baed61373a1413a7cc319881755,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a51_a39_event_source_v1.py,Source move may break paths/imports; review first,,False,
inventory_a51_a39_frozen_cutpoints_v1.py,file,1246,2971023760c89bfc8f2cd78f263bff06079b94af4079c7eaebf516bdba8d2e64,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a51_a39_frozen_cutpoints_v1.py,Source move may break paths/imports; review first,,False,
inventory_a51_a39_frozen_encoding_v1.py,file,1192,d291042fe2613208a94be8f1c71b87fbc5ead6bffb315457decd500c7b5d420f,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a51_a39_frozen_encoding_v1.py,Source move may break paths/imports; review first,,False,
inventory_a51_a39_preferred_source_values_v1.py,file,1493,e9d68ac1f9b23b5392552b62d84a7a03e2292fe71684277ea18b924bcc051c09,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a51_a39_preferred_source_values_v1.py,Source move may break paths/imports; review first,,False,
inventory_a51_frozen_quintile_assignments_v1.py,file,1493,075ef76b215f322a593d959b843f6f6fa9ae6afaef431674d2a8f46bddc828f5,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a51_frozen_quintile_assignments_v1.py,Source move may break paths/imports; review first,,False,
inventory_a51_retained_v2_evidence_sources_v1.py,file,3779,2a13c207d9d002d7fe3bab374a15f4435172653bf07ac918ee74733de1bcf487,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a51_retained_v2_evidence_sources_v1.py,Source move may break paths/imports; review first,,False,
inventory_a53_c1_level_timing_inputs_v1.py,file,1680,ae1b9fb3e4cfe10db3f489684e686987c7b243cdd9da4ce206962aee1f5f0583,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a53_c1_level_timing_inputs_v1.py,Source move may break paths/imports; review first,,False,
inventory_a53_v2_prospective_scoring_sources_v1.py,file,2088,9a1c14d15ffe6316bc6fbf00624d5ba63a7fb1675ef7f7f9183a5e4eaf513572,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a53_v2_prospective_scoring_sources_v1.py,Source move may break paths/imports; review first,,False,
inventory_a55_19_altc2_reference_logic_v1.py,file,3436,ec9abd1d4900f64bbb34832f9f5537de904e62555eabcf6ff3a23e418d65568b,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\inventory_a55_19_altc2_reference_logic_v1.py,Source move may break paths/imports; review first,,False,
join_and_audit_frozen_9h_outcomes.py,file,9584,ebd49bbb1b1146713962e29c601fe36d25064f1e3aae856465c1e2985e1de178,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\join_and_audit_frozen_9h_outcomes.py,Source move may break paths/imports; review first,,False,
logs,dir,0,,core,KEEP_ROOT,,Core directory,,False,
MajorIndexes_5MinLookback,file,380364,afdc2d17e8f30638a7f73641388ded804cf1f4839941c7ebc513733f785d1eb7,orb,REVIEW,,Unclassified root file,,False,
market_cache,dir,0,,core,KEEP_ROOT,,Core directory,,False,
Massive_Index_Candidate_Test.py,file,2375,b2176aac80cc5361ac3f32cd44275aa12507331495a727d33814c2854120155e,market_data,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\market_data\Massive_Index_Candidate_Test.py,Source move may break paths/imports; review first,,False,
Massive_Index_Test.py,file,2147,c359e7a1c8cdfe5ff5dcc2e27fb9946153b0241ec5b19698e3483e9880744932,market_data,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\market_data\Massive_Index_Test.py,Source move may break paths/imports; review first,,False,
Massive_Market_Validation.py,file,3036,407b3d2775958cecc0a1de9a14099f689628e5a487628b1ad86143826b29dcd7,market_data,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\market_data\Massive_Market_Validation.py,Source move may break paths/imports; review first,,False,
MassiveAPI_Test,file,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,market_data,DELETE_SAFE,,Known zero-byte temporary/diagnostic file,pmpd_v4_commit_files.txt,False,
MassiveAPI_Test.py,file,3821,4598cc2d7a395ea02251fd694d32b60ab5c68fa0f35b66c6e940069a92b2e1a9,market_data,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\market_data\MassiveAPI_Test.py,Source move may break paths/imports; review first,,False,
OlderProjectFolders,dir,0,,core,KEEP_ROOT,,Core directory,,False,
OSI_1.0.0A_Parity.pine,file,47464,0bdd62179fd1aff6aa4c7993cc83dc419f64060700af37f8216617902dc84100,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\other\OSI_1.0.0A_Parity.pine,Source move may break paths/imports; review first,,False,
OSI_1.0.0A_Parity_FIX1.pine,file,44500,0d767f9862646bca664673f215463c50adf3a30c8b280c90a5170d60778ae20c,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\other\OSI_1.0.0A_Parity_FIX1.pine,Source move may break paths/imports; review first,,False,
OSI_1.0.0A_Parity_FIX2.pine,file,44476,422259d8ca75cd6ba4539d08ca0465471e1b78b9e312bebfb024d927fa1c4aa1,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\other\OSI_1.0.0A_Parity_FIX2.pine,Source move may break paths/imports; review first,,False,
OSI_1.0.0A_Parity_FIX3.pine,file,41446,f17a325821d5957c1f38b30712d6ed7f7278e2df49f31ffd4100a73270ef9452,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\other\OSI_1.0.0A_Parity_FIX3.pine,Source move may break paths/imports; review first,,False,
OSI_1.0.0A_Parity_FIX4.pine,file,45435,9cb312cb32d4f5fbf03553fcb7244000994ea178a28fc072783b6b5ac0ea8d78,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\other\OSI_1.0.0A_Parity_FIX4.pine,Source move may break paths/imports; review first,,False,
OSI_1.0.0A_Parity_FIX5.pine,file,46019,93b6935d7e19f85a92ee2dd7da3923f67a947f5a405a3e49b84ed0b5391a9335,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\other\OSI_1.0.0A_Parity_FIX5.pine,Source move may break paths/imports; review first,,False,
OSI_1.0.0A_Parity_FIX6.pine,file,46155,b70418f04c916832f5f267560cd85b0fc813e71b0a17157e16f7ff9bb986bc61,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\other\OSI_1.0.0A_Parity_FIX6.pine,Source move may break paths/imports; review first,,False,
OSI_1.0.0A_Parity_FIX7.pine,file,54472,79e88c3262a4200adcae90f69d02155cc459fd362ac73b36566a68419c023fa4,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\other\OSI_1.0.0A_Parity_FIX7.pine,Source move may break paths/imports; review first,,False,
OSI_1.0.0A_Parity_FIX8.pine,file,55564,7c3dc32f1700b6ed2074039c2d20f4fea6723be42c52d65d6249c53c26c8f972,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\other\OSI_1.0.0A_Parity_FIX8.pine,Source move may break paths/imports; review first,,False,
OSI_1.0.0A_Parity_FIX9.pine,file,59448,dfc55569e36f0e4fa1f4f622f4877352d218e6dccbddc47c9c35026da012a8ef,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\other\OSI_1.0.0A_Parity_FIX9.pine,Source move may break paths/imports; review first,,False,
parse_9n_3f_tradingview_csv.py,file,3748,816338e4c60c96b061fc1768c1a63d2ee000b796e74198ec53703b38105642f3,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\parse_9n_3f_tradingview_csv.py,Source move may break paths/imports; review first,,False,
patch_9k_discovery_bool_cast.py,file,441,4bf6c635d30dddb12e106613faaaf502fb0dfe50f0a89d146f2ee6416ae28da4,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\patch_9k_discovery_bool_cast.py,Source move may break paths/imports; review first,,False,
patch_9n_3f2_compact_csv_parity.py,file,7618,dc4fcb2eb32fb6d043501b92d48e220c43746e7bbdae46afe02c4f695f1e6275,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\patch_9n_3f2_compact_csv_parity.py,Source move may break paths/imports; review first,,False,
patch_9n_3f3_robust_compact_csv_parity.py,file,9216,607f2a6201e53ef90e85ba80838e4467ab32e148aee226e55d9af517ea6c35fd,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\patch_9n_3f3_robust_compact_csv_parity.py,Source move may break paths/imports; review first,,False,
patch_9n_3f4_data_window_csv_export.py,file,1773,0a6688fc9ce73f5e2e02e7c4cce2c6c6959c36ef141c4bf3a03def72b5df0904,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\patch_9n_3f4_data_window_csv_export.py,Source move may break paths/imports; review first,,False,
patch_9n_3f5_frozen_date_level_export.py,file,3446,485e47eba36fcb12972611ad39ff7102fbaad78bfa133de17e08f44db06d948e,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\patch_9n_3f5_frozen_date_level_export.py,Source move may break paths/imports; review first,,False,
patch_9n_3f_csv_parity_export.py,file,8846,06ce6c0c5ff385245f6928b15d3be514c9c3609034ef96cb5fedefc56e768060,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\patch_9n_3f_csv_parity_export.py,Source move may break paths/imports; review first,,False,
patch_certify_v2_full50_parity.py,file,966,1fe8448cbd9874f441c1ed321fad899a6630f22665bf624faf134021fee948cc,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\patch_certify_v2_full50_parity.py,Source move may break paths/imports; review first,,False,
patch_discovery_stage1_restrict_features.py,file,1416,71de94d449859f189259e418251bfdb71a78f6e81460e91bd1239148b9fb0ba4,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\patch_discovery_stage1_restrict_features.py,Source move may break paths/imports; review first,,False,
patch_dp4_derivation_duplicate_decision_id.py,file,750,31d59e46bec241ea4a9257a322bb58a878a8f1bfaebc7f0549307ca13683115b,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\patch_dp4_derivation_duplicate_decision_id.py,Source move may break paths/imports; review first,,False,
patch_dp4_derivation_timezone.py,file,489,c61fc11e8cc65695a780370fef6660368be87652dc670dee0cc813ba575c48b4,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\patch_dp4_derivation_timezone.py,Source move may break paths/imports; review first,,False,
patch_outcome_independence_comment_filter.py,file,987,36decba6a62963dfd68ae27699594cba459660e2c25e0059f3b4a2e9b6421e7f,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\patch_outcome_independence_comment_filter.py,Source move may break paths/imports; review first,,False,
patch_outcome_join_ambiguous_same_bar.py,file,1170,8f4a0d4da872509d719fcffb44a3a23ef7ce776f1ecb17d4364f91dc73c50366,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\patch_outcome_join_ambiguous_same_bar.py,Source move may break paths/imports; review first,,False,
patch_outcome_join_prefer_canonical_label.py,file,849,473871a03b587e4ccf9786107c260a5119df7cd43b8e6bc0e4a2dd250a4c442a,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\patch_outcome_join_prefer_canonical_label.py,Source move may break paths/imports; review first,,False,
patch_validation_robustness_block_repair_v3.py,file,1140,29b71b0b909e50b1e49a06c1c1619ce5ee9519a86256bbe789eefeb99ad63dbb,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\patch_validation_robustness_block_repair_v3.py,Source move may break paths/imports; review first,,False,
patch_validation_robustness_corr_scope_v2.py,file,709,8792e37048f6baf5fe937aab209d93a12351b90c0febb1b1ba308c620bd8c933,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\patch_validation_robustness_corr_scope_v2.py,Source move may break paths/imports; review first,,False,
patch_validation_robustness_no_scipy.py,file,609,92cfca2f80ad2a5a7344d4b6e66ce25dee5f3b37314212e1fd5c1f144a4ee40f,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\patch_validation_robustness_no_scipy.py,Source move may break paths/imports; review first,,False,
PM + PD Breakout Monitor - V4 8H-7 Parity Capture.pine,file,254147,54b708176a5e81d39cbb7aa3cb7cd92de0a44528f3411cae78dedcfaeee07e73,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\other\PM + PD Breakout Monitor - V4 8H-7 Parity Capture.pine,Source move may break paths/imports; review first,,False,
PM + PD Breakout Monitor - V4 Forward Validation FINAL.pine,file,230810,e3ffd188a90ed2db077de1b60479cad13b5ba6ad97f9163b8b8d4a808b7dd2e1,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\other\PM + PD Breakout Monitor - V4 Forward Validation FINAL.pine,Source move may break paths/imports; review first,PM_PD_Breakout_V4_8H7_Parity_Capture_PRE_PATCH_BACKUP.pine,False,
PM_PD_Breakout_V4_8H7_Parity_Capture.pine,file,253558,01bd8e441ab4a32245807bf745676a3cb746e01c4dcb336f00fc64664ae5c88c,pmpd,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\pmpd\PM_PD_Breakout_V4_8H7_Parity_Capture.pine,Source move may break paths/imports; review first,,False,
PM_PD_Breakout_V4_8H7_Parity_Capture_FULL.pine,file,246371,79b9d80f0ec2c254bd69607ff626c2007ae7e617018d984f083ba2a25e7ba681,pmpd,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\pmpd\PM_PD_Breakout_V4_8H7_Parity_Capture_FULL.pine,Source move may break paths/imports; review first,,False,
PM_PD_Breakout_V4_8H7_Parity_Capture_PRE_PATCH_BACKUP.pine,file,230810,e3ffd188a90ed2db077de1b60479cad13b5ba6ad97f9163b8b8d4a808b7dd2e1,pmpd,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\pmpd\PM_PD_Breakout_V4_8H7_Parity_Capture_PRE_PATCH_BACKUP.pine,Source move may break paths/imports; review first,PM + PD Breakout Monitor - V4 Forward Validation FINAL.pine,False,
PM_PD_Breakout_V4_8H7_Parity_Capture_PRE_SYMBOL_GUARD.pine,file,254713,845068fd382947270df861c1022220e8c6105161affac4d9ad1d8bcd19a6ebf8,pmpd,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\pmpd\PM_PD_Breakout_V4_8H7_Parity_Capture_PRE_SYMBOL_GUARD.pine,Source move may break paths/imports; review first,,False,
PM_PD_Breakout_V4_9N_3F3_COMPACT_CSV_Parity_Export.pine,file,117726,44a47d3d02bb18bcb6a624cc3a608782f7dd207f44ce01ae936f20656f8788b4,pmpd,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\pmpd\PM_PD_Breakout_V4_9N_3F3_COMPACT_CSV_Parity_Export.pine,Source move may break paths/imports; review first,,False,
PM_PD_Breakout_V4_9N_3F4_DATA_WINDOW_CSV_Parity_Export.pine,file,121621,e8bf58312402e990c66f0b0312099881a3e0e1ec1beeb42028c0f6f7e82138ae,pmpd,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\pmpd\PM_PD_Breakout_V4_9N_3F4_DATA_WINDOW_CSV_Parity_Export.pine,Source move may break paths/imports; review first,,False,
PM_PD_Breakout_V4_9N_3F5_FROZEN_DATE_LEVEL_CSV_Parity_Export.pine,file,126038,ae6c26908893bab2c8fcc6fac535175ac2e8a03be2da71fd12bb03971c00541e,pmpd,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\pmpd\PM_PD_Breakout_V4_9N_3F5_FROZEN_DATE_LEVEL_CSV_Parity_Export.pine,Source move may break paths/imports; review first,,False,
PM_PD_Breakout_V4_9N_3F_CSV_Parity_Export.pine,file,261430,bef8757ebd199d39f4f3926a30ea7a8cdd1f89be9f42caf04f570a44a7ed9f0c,pmpd,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\pmpd\PM_PD_Breakout_V4_9N_3F_CSV_Parity_Export.pine,Source move may break paths/imports; review first,,False,
PMPD_8H7B2A_PARITY_CLASSIFICATION_PATCH.pine,file,22702,fb416860d1036cab071d984e3a5ca43c2c77aa251e18b27396cd581a2c0cba8d,pmpd,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\pmpd\PMPD_8H7B2A_PARITY_CLASSIFICATION_PATCH.pine,Source move may break paths/imports; review first,,False,
pmpd_v4_commit_files.txt,file,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,pmpd,DELETE_SAFE,,Known zero-byte temporary/diagnostic file,MassiveAPI_Test,False,
PMPD_V5_9I_FINAL_CLOSEOUT (1).zip,file,3220,30f0e6841150f427b0c5288abfc3a4e8b4f00c27b61f478041cc994db619a109,pmpd,MOVE_SAFE,C:\Users\DirtySouth\TradingResearch\archive\packages\pmpd\PMPD_V5_9I_FINAL_CLOSEOUT (1).zip,Transport/archive package,,False,
pmpd_v5_9j_vwap_event_path_v2.py,file,6887,77d01fcb1ed7ba0804e7cfda226b433df29afb41737d525445d6078eea8e5e82,pmpd,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\pmpd\pmpd_v5_9j_vwap_event_path_v2.py,Source move may break paths/imports; review first,,False,
preflight_9k_dp4_candidate_matrix.py,file,5500,d93e7146bff16d93d78c53039a0af0d89e6ebe8ab5ee10104017f08602621553,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\preflight_9k_dp4_candidate_matrix.py,Source move may break paths/imports; review first,,False,
preflight_9m_dp4_candidate_extraction.py,file,2022,b6b811c3420eb72cddfbbfeb919952fd0e3bc0dce894fc226d7a3356a79c5c63,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\preflight_9m_dp4_candidate_extraction.py,Source move may break paths/imports; review first,,False,
