name,kind,size_bytes,sha256,project,action,destination,reason,duplicate_of,applied,note
preflight_9m_oos_engine.py,file,1754,5d880cb07e06792997213b886132b00e5261df73446dc23b352219bf079ed7ca,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\preflight_9m_oos_engine.py,Source move may break paths/imports; review first,,False,
preflight_9n_v4_implementation.py,file,2980,ddf419a87ca84284ed57ce98b1b7bca0db13f212740cdeaee971aa79a315fb0e,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\preflight_9n_v4_implementation.py,Source move may break paths/imports; review first,,False,
probe_9n_3l_vrtx_live_vendor_vs_cache.py,file,5701,942c036af0257632e079c5d8e4546dd52e6105c626ba1f8486eb49e625645145,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\probe_9n_3l_vrtx_live_vendor_vs_cache.py,Source move may break paths/imports; review first,,False,
README.md,file,655,4896ffb302399c61ebfb6c0a97143a284c1a9d2738d16b0df2e723e24612ffab,other,KEEP_ROOT,,Repository-level file,,False,
recover_9n_parity_reference_evidence_v1.py,file,3952,beb8d0bb72364d43fc5932a9c5d60608b4ed8797288fadc82f2fdd0ac9237bb3,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\recover_9n_parity_reference_evidence_v1.py,Source move may break paths/imports; review first,,False,
report_a53_v2_prospective_checkpoint_v1.py,file,2296,71d9a2b6a9270b5ce0b6f71f81b8cd05b37e223cb13863258ca46c870ac4296c,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\report_a53_v2_prospective_checkpoint_v1.py,Source move may break paths/imports; review first,,False,
report_altc2_prospective_checkpoint_v1.py,file,7131,80ad61aa462fb253210de63853b40ad21af61475a4da9991c7f4ffbc34da49b3,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\report_altc2_prospective_checkpoint_v1.py,Source move may break paths/imports; review first,,False,
requirements.txt,file,398,e3980e60a6ba89cccf8e37f423f293123c86494337d8661c4d7aec44ec6d1d93,other,KEEP_ROOT,,Repository-level file,,False,
rerun_full_v2_current_core.ps1,file,2288,2de672788eba76ab6b00954a05158ceb714c8d810f87781bb7035dcb59e22982,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\rerun_full_v2_current_core.ps1,Source move may break paths/imports; review first,,False,
research,dir,0,,core,KEEP_ROOT,,Core directory,,False,
research_a39_predeclared_transition_screen_v1.py,file,3913,e9f4ad130413ddf8b5eef24c91853f35f13f0e8633e797d92c318948281c4ef5,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_a39_predeclared_transition_screen_v1.py,Source move may break paths/imports; review first,,False,
research_a39_predeclared_transition_screen_v1_1.py,file,6154,4349ed1f794d704be2697b627316e4ed0c408602663827ec68b0f978f4a7ed79,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_a39_predeclared_transition_screen_v1_1.py,Source move may break paths/imports; review first,,False,
research_a39_predeclared_transition_screen_v1_2.py,file,5602,93f157a7f6938a1a3e3359cad42a66be04923512e73714c274b5a535a7585b34,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_a39_predeclared_transition_screen_v1_2.py,Source move may break paths/imports; review first,,False,
research_a41_predeclared_market_open_state_screen_v1.py,file,2958,f5449acfd619c0075d48386d17614812eb112aada195e9da35444a6110f6d65a,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_a41_predeclared_market_open_state_screen_v1.py,Source move may break paths/imports; review first,,False,
research_a42_discovery_frozen_quintile_screen_v1.py,file,4032,76fa909b58fca6557d4a850f26c6f27a152b628d6a37e3b384a506818350bff5,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_a42_discovery_frozen_quintile_screen_v1.py,Source move may break paths/imports; review first,,False,
research_a43_discovery_frozen_quintile_screen_v1.py,file,4147,db68d27e3353f0d2a77f3e39ad41b878f0b407ed21caf9449ed1d2606ea28bf1,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_a43_discovery_frozen_quintile_screen_v1.py,Source move may break paths/imports; review first,,False,
research_a44_discovery_frozen_quintile_screen_v1.py,file,4353,f81c6f8909a4497f91de4856f4b87ae02d0dec7dc0220f6f0a0d880ae6c2db00,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_a44_discovery_frozen_quintile_screen_v1.py,Source move may break paths/imports; review first,,False,
research_a45_predeclared_path_state_screen_v1.py,file,2732,bbadf7657f18862a4408b283f49de26d4a55a0f97e25d78d2dc0b5e844950301,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_a45_predeclared_path_state_screen_v1.py,Source move may break paths/imports; review first,,False,
research_a47_discovery_frozen_confluence_quintile_screen_v1.py,file,4233,8c4b0a7268b1715c1322adf530a061ed6deea86bdf466eabd061cf885ddcce2f,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_a47_discovery_frozen_confluence_quintile_screen_v1.py,Source move may break paths/imports; review first,,False,
research_a49_discovery_frozen_opening_liquidity_quintile_screen_v1.py,file,3347,2e0a3abe5a64c074f3cc75335830f3de200f44b245b7758e8733d18689a60026,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_a49_discovery_frozen_opening_liquidity_quintile_screen_v1.py,Source move may break paths/imports; review first,,False,
research_outputs,dir,0,,core,KEEP_ROOT,,Core directory,,False,
research_second1m_ae2_c2_predictors_v1.py,file,21681,90845e5768b4506c1904aee8e456e5602bfad993c325dc758bcce67d3c847d3e,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_c2_predictors_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_calendar_v1.py,file,29584,1edbd41c174f5b26ec1e8f8a10992840cc38b753f9cf1db062375c060f39a3bd,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_calendar_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_candidate_models_v1.py,file,31675,90f534b75d9233337b4f5d837e118e1a8dd43c091698a1e1d03cbbadd5a7a940,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_candidate_models_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_daily_trend_v1.py,file,26923,720ac1b6570a21c14ad227c083e34b4e03129acdf9ff2970a77dac2c9d0288b9,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_daily_trend_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_final_temporal_audit_v1.py,file,18191,3f7568057f776aacb4e983177c15ba272a3f9e394a940c2682c3295b1204dd98,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_final_temporal_audit_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_interaction_promotion_v1.py,file,28909,52c0d3b2179f910385ea688bbd56d126e6708879728e29dba0cb3367f59c241d,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_interaction_promotion_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_interactions_v1.py,file,53271,c813a55b9e1ac6bbc5c264477efc2107b5e5fa2e3300dbeabdb663e1262cf6e8,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_interactions_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_ma_context_v1.py,file,32107,f739d78f6d76c803ab78715ad189fb38ae90a5293d1dd3f033107470196d8089,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_ma_context_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_market_regime_robustness_v1.py,file,18062,12d7b0f2c66388f1f4ab3ca3b6fb7cf98bfd2075afc155c83bfafda6c08315d4,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_market_regime_robustness_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_market_regime_v1.py,file,42324,a083f5be09e4cc13dd2241017db4017a69d266866d112e019a46c8bc59b9893b,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_market_regime_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_opening_volume_v1.py,file,39117,ca12647339fdf060d494462171ee94e4709d638e4ad628d5afa388ad76e546c0,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_opening_volume_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_postsignal_paths_v1.py,file,38559,88849766fab7b6e50e7d061174f797eac03967ec0f383c5107b6eacee54a9636,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_postsignal_paths_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_preferred_level_timing_v1.py,file,5763,f6419ce354d8c2194e9487d6676b9d72d02f2a030634d8be84dd8b0145e0261b,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_preferred_level_timing_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_premarket_context_v1.py,file,47996,149b6cf92c65492a791d66aac3a6b2bf144aca2a7524cd5a04cf7848f7127960,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_premarket_context_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_premarket_robustness_v1.py,file,30112,006413cc7c7b5a06a0d2481d64a4cc5cbc6bdf6460814ff5fd8d9a67cc5b7620,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_premarket_robustness_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_relative_strength_robustness_v1.py,file,25820,2a006c3fb153ed91b9c920a83fff8325dfb127aa5e8be1727ded6b6f7a902554,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_relative_strength_robustness_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_relative_strength_v1.py,file,32611,3c1c8f5f82a4a38c23166c73083da610b479c6877390e1ab5dc9af7b3ebe4925,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_relative_strength_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_robustness_v1.py,file,20107,3d5a3e9d55aa104eb86192ab5a2811043cbe2ea8149cc110117a50de1a4d1f98,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_robustness_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_session_level_geometry_v1.py,file,14043,82c12257744f4393c69cabefb65b06cab82416219e9efde7b1121abc9e0b1892,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_session_level_geometry_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_session_level_geometry_v1_1.py,file,14280,b95c39bb8b33aef04ab9771f293004100291b766e099895ed764bec3be19e69f,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_session_level_geometry_v1_1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_session_levels_robustness_v1.py,file,27348,9b5bc647d40f4f0e34e315c11623a8942d042ad30a32784f7133656934f30ae6,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_session_levels_robustness_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_session_levels_v1.py,file,60645,b73a5742ad8d368888aff4776d131fc4734f868db87dbacc735427b1ffd97d3b,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_session_levels_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_short_ma_warning_v1.py,file,18374,481a807ec6911437d3e3c49ff6b2c0a88077e8530ff306fc187b24f2c72c7673,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_short_ma_warning_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_three_index_regime_v1.py,file,29428,0b312bfe7142cad001fd1bda607b7edb8c18cff5bc639137274bb3a15175d0a1,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_three_index_regime_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_trend_exhaustion_robustness_v1.py,file,22904,2f4c4039a87c805dbafab4ec8dcda96b1d1073bd6cf500b119bcbbb0688d4d80,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_trend_exhaustion_robustness_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_volume_robustness_v1.py,file,30991,57ce693672a9e363ea4b794812704659b70d235a828412a6dd6fdaaccadce442,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_volume_robustness_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_warning_context_v1.py,file,46880,84090f0d70fb063e4d7ea48dae25bbe1966e93ced908fcbc818af90b62a3f0d4,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_warning_context_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_warning_exit_utility_v1.py,file,37683,877c57a28bd2997e05122b7c4034cc70cbd0dcf9ea8a22c817f52e42c457b9c2,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_warning_exit_utility_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_warning_timing_v1.py,file,42805,ec55c60ba7a87dddadabfd28c9581b2623d7f93e8f6309b794cdae78f8bbd0f7,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_warning_timing_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_ae2_weekly_trend_v1.py,file,30466,75a230bbfe412546a991eb713ddc529af91d82aedcf371456022d376b62a0096,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_ae2_weekly_trend_v1.py,Source move may break paths/imports; review first,,False,
research_second1m_alt_entry_v1.py,file,34862,a37e192898fa44191938e0a6c9723857a703626e2d92fffd4b40777eb196fcda,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\research_second1m_alt_entry_v1.py,Source move may break paths/imports; review first,,False,
run_9j_vwap_v2_discovery_stage1.py,file,13011,36eedee26b70e523c3e5d043b68b3e46d66254d72ef0f83ed153298457dc1994,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_9j_vwap_v2_discovery_stage1.py,Source move may break paths/imports; review first,,False,
run_9j_vwap_v2_frozen_validation.py,file,9128,4c798f628e2b4dad8a811d5d1d011ba523ddbecffc7b11d15f1821be4b8c7c5b,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_9j_vwap_v2_frozen_validation.py,Source move may break paths/imports; review first,,False,
run_9k_classifier_discovery_v1.py,file,5130,2585f8fb05490e5ee91d56a6d4cfa1cfec2f64684c2e22aead488535219ef330,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_9k_classifier_discovery_v1.py,Source move may break paths/imports; review first,,False,
run_9k_frozen_ablation_v1.py,file,4491,d25c1c3b4199b55c09682687de65d23788a639e2b2729cc05784cc4df0322db1,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_9k_frozen_ablation_v1.py,Source move may break paths/imports; review first,,False,
run_9k_frozen_validation_v1.py,file,5535,08cfed3683427f7f110b147238b64ca69a99478b0d6d31df421bcef5d686d120,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_9k_frozen_validation_v1.py,Source move may break paths/imports; review first,,False,
run_9m_frozen_oos_evaluation_v1.py,file,5997,441f465abe2b7feaf6ef45d5eb2455e67f17954016ea7d2dde3e6e1388bd761e,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_9m_frozen_oos_evaluation_v1.py,Source move may break paths/imports; review first,,False,
run_9n_3g2_vrtx_first_parity_case.py,file,5310,f85f3923f95c05152eb9b088535615cccdf32f341969b9f95093c94d31298ee5,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_9n_3g2_vrtx_first_parity_case.py,Source move may break paths/imports; review first,,False,
run_9n_3g3_vrtx_first_parity_case.py,file,5245,b87f7a8676ae991a5d8d418b64d39dd0b3479e5fd831375e6684a76b3c4f2327,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_9n_3g3_vrtx_first_parity_case.py,Source move may break paths/imports; review first,,False,
run_9n_3g4_vrtx_first_parity_case.py,file,5406,84d408a60e49a39bf9fb8b9311ef65ee8c567979dcb18ac5a25fcd7a9d5f791a,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_9n_3g4_vrtx_first_parity_case.py,Source move may break paths/imports; review first,,False,
run_9n_3g_vrtx_first_parity_case.py,file,4794,39fde2a375739e7f969cbd6fee0787a3ef60458646122263b6a208dcbf555b0c,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_9n_3g_vrtx_first_parity_case.py,Source move may break paths/imports; review first,,False,
run_9n_3m_24case_python_baseline.py,file,4552,f675436b2b4200094d42b399a5a34344edc7d26c92d91817986719ef260c837c,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_9n_3m_24case_python_baseline.py,Source move may break paths/imports; review first,,False,
run_9n_3q_pine_pm_counterfactual.py,file,4794,fe97c7ef6733b83aa74169afa1aa159c7a7f29810a5e400a50cc5cfdd4989c28,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_9n_3q_pine_pm_counterfactual.py,Source move may break paths/imports; review first,,False,
run_9n_3r_h2h_preflight.py,file,3456,ef737a58071b10f6a7264fbf8a999d19a7b652c840e5c031e6b93d919e445996,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_9n_3r_h2h_preflight.py,Source move may break paths/imports; review first,,False,
run_9n_3s2_final_h2h.py,file,10211,7bff2d6d9009ec68a295cbec4d9b036b46fe93455fac531b5733c8a505e374e5,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_9n_3s2_final_h2h.py,Source move may break paths/imports; review first,,False,
run_9n_3s_final_h2h.py,file,10201,f670d4edca6a89fb0d94544e32029c023a8b67e92cda7e297d944595b89e67d0,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_9n_3s_final_h2h.py,Source move may break paths/imports; review first,,False,
run_altc2_prospective_validation_v1.py,file,31331,5f8f4d06c936796cdc68c380479d74d32f47a545aac68cbe97cfd00cd3dce018,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\run_altc2_prospective_validation_v1.py,Source move may break paths/imports; review first,,False,
run_altc2_prospective_validation_v1_1.py,file,31890,4f6ea4c49e7fa4f9122e0d5fd4aa9b734f87112bb168fc6e7b57ea56fb9c282f,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\run_altc2_prospective_validation_v1_1.py,Source move may break paths/imports; review first,,False,
run_altc2_prospective_validation_v1_2.py,file,32739,cc425505641dd1e9c54682ad652ae242ff5400c92e2d797fb3ef7add2f2824fc,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\run_altc2_prospective_validation_v1_2.py,Source move may break paths/imports; review first,,False,
run_altc2_prospective_validation_v1_3.py,file,33504,07a0112c38b539aaffb17731ff51f8ef3d48cac624fca0ac4f0e984333ae2b12,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\run_altc2_prospective_validation_v1_3.py,Source move may break paths/imports; review first,,False,
run_altc2_prospective_validation_v1_4.py,file,36849,4a0b1627260903ba1f78b9ddbf0272d4313ecf740586b3a581c624fbff524e01,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\run_altc2_prospective_validation_v1_4.py,Source move may break paths/imports; review first,,False,
run_altc2_prospective_validation_v1_5.py,file,39271,8cccc24007baec3afe1303d89c7d15f1cbceb9e8d2344b924f3cd5c870f67557,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\run_altc2_prospective_validation_v1_5.py,Source move may break paths/imports; review first,,False,
run_altc2_prospective_validation_v1_6.py,file,39566,e02fd961a0c764c27c2df5ebec8cd65b2e3d20e77d6928f33b621fd1d194770d,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\run_altc2_prospective_validation_v1_6.py,Source move may break paths/imports; review first,,False,
run_controlled_batch.py,file,1158,bc55fcc22957511ccb604d52e79b77eb90ed185040d14ce51d28a592630fc556,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_controlled_batch.py,Source move may break paths/imports; review first,,False,
run_full_v2_and_certify.ps1,file,4311,a13349a7285e32fbc0fd12491364f496bc9e1c8fbc5b8c0b9a9fd555297c3e6d,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_full_v2_and_certify.ps1,Source move may break paths/imports; review first,,False,
run_v2_local.ps1,file,1118,44fee014a16060f213be0b7e158489b24d20d7373ca4d1e34779937741c14aa8,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_v2_local.ps1,Source move may break paths/imports; review first,,False,
run_v2_stage1_discovery.ps1,file,5358,4b8c95b1bde5adc3da3abbef5defbeaa933c2f71547c876a7e7f83cbfd110474,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_v2_stage1_discovery.ps1,Source move may break paths/imports; review first,,False,
run_v2_stage2_validation.ps1,file,2844,2df171779119ebc7d9d21266b2d383c63843a6a1628b1d21113bdcbe86a3cfcc,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\run_v2_stage2_validation.ps1,Source move may break paths/imports; review first,,False,
S1M_FTHC_1.0.1A_Core.pine,file,21800,3f26d005d3a7f88b93b9a040527b1d331101e500a9496b69a949d41a8865bb61,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\second1m\S1M_FTHC_1.0.1A_Core.pine,Source move may break paths/imports; review first,,False,
S1M_FTHC_1.0.1B_Structure.pine,file,17587,eaf8176b7b7b164ccb8f58fe93e953420b6f1c04074df8ad42a8039c69e372df,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\second1m\S1M_FTHC_1.0.1B_Structure.pine,Source move may break paths/imports; review first,,False,
S1M_FTHC_1.0.2A_Core.pine,file,22369,bdfbeb7b1d6866e96a30432e00cd3696ba4b1dd2b19469d62a56463eecb76fe2,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\second1m\S1M_FTHC_1.0.2A_Core.pine,Source move may break paths/imports; review first,,False,
S1M_FTHC_1.0.2B_Structure.pine,file,17947,a3730d528a10878e93d307f255b10d0ad33ba31445032f15e1fa73fda3bc4637,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\second1m\S1M_FTHC_1.0.2B_Structure.pine,Source move may break paths/imports; review first,,False,
S1M_FTHC_1.0.3A_Core.pine,file,22551,834abc56186018219d380d4d2b900a8998ea0fb899d24fb3c71c02dc78d99670,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\second1m\S1M_FTHC_1.0.3A_Core.pine,Source move may break paths/imports; review first,,False,
S1M_FTHC_1.0.3B_Structure.pine,file,18721,98f13a239392017a1edf1f5b9e32b8a15a2a5798b1ceeaea82f4209d2d8fb6f5,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\second1m\S1M_FTHC_1.0.3B_Structure.pine,Source move may break paths/imports; review first,,False,
S1M_FTHC_1.0A_Core.pine,file,20778,263ee39a7211431edf7f17debe156c4625def1f2c5a44658715fd14cee8a02b8,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\second1m\S1M_FTHC_1.0A_Core.pine,Source move may break paths/imports; review first,,False,
S1M_FTHC_1.0B_Structure.pine,file,16775,ebef3910a5951a6fc9242baf4007b0331a84c57994800e45908afc9a8fd8acdb,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\second1m\S1M_FTHC_1.0B_Structure.pine,Source move may break paths/imports; review first,,False,
S1M_FTHC_1.0C_VWAP_Checkpoints.pine,file,13762,e56f73b7d4e166769078caeb3a006616fb99357c3d0a906d99c0eb34d09d2488,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\second1m\S1M_FTHC_1.0C_VWAP_Checkpoints.pine,Source move may break paths/imports; review first,,False,
S1M_RC_1.2.1A_Core_Research_Collector.pine,file,66622,68ec57191cbe551c23fee89539a46e9668f1dfff12aefde9c5f6f22fd44f7395,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\second1m\S1M_RC_1.2.1A_Core_Research_Collector.pine,Source move may break paths/imports; review first,,False,
S1M_RC_1.2.2A_Core_Research_Collector.pine,file,69373,3aa0ffe66a5aab4bdb0cb75ce4f8dbbfed3d96f1550838ed39f64d67cd7e0b07,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\second1m\S1M_RC_1.2.2A_Core_Research_Collector.pine,Source move may break paths/imports; review first,,False,
S1M_RC_1.2A_Core_Research_Collector.pine,file,63442,13474983bf5d16f6d7e646dbe696a8c167d4d724f081f85b2adafeca4d9c4146,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\second1m\S1M_RC_1.2A_Core_Research_Collector.pine,Source move may break paths/imports; review first,,False,
S1M_RC_1.2B_Raw_HTF_Context_Exporter (1).pine,file,9515,d59081cd5068930ff88346cd0d02d865463bb42ce91c9d7ff882dd79ecd4e628,second1m,DELETE_SAFE,,Exact duplicate '(1)' copy,S1M_RC_1.2B_Raw_HTF_Context_Exporter.pine,False,
