source,destination,project,phase,role,sha256,dependency_count,dependencies,status,reason
research_second1m_ae2_c2_predictors_v1.py,scripts\second1m\ae2\research_second1m_ae2_c2_predictors_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,90845e5768b4506c1904aee8e456e5602bfad993c325dc758bcce67d3c847d3e,8,extract_a51_a39_original_predictor_bucketing_scope_v1.py | run_altc2_prospective_validation_v1.py | run_altc2_prospective_validation_v1_1.py | run_altc2_prospective_validation_v1_2.py | run_altc2_prospective_validation_v1_3.py | run_altc2_prospective_validation_v1_4.py | run_altc2_prospective_validation_v1_5.py | run_altc2_prospective_validation_v1_6.py,HOLD,root-source dependencies=8
research_second1m_ae2_calendar_v1.py,scripts\second1m\ae2\research_second1m_ae2_calendar_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,1edbd41c174f5b26ec1e8f8a10992840cc38b753f9cf1db062375c060f39a3bd,0,,SAFE_WAVE1,
research_second1m_ae2_candidate_models_v1.py,scripts\second1m\ae2\research_second1m_ae2_candidate_models_v1.py,second1m,ae2,CANONICAL_OR_FROZEN,90f534b75d9233337b4f5d837e118e1a8dd43c091698a1e1d03cbbadd5a7a940,0,,HOLD,provenance/canonical review
research_second1m_ae2_daily_trend_v1.py,scripts\second1m\ae2\research_second1m_ae2_daily_trend_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,720ac1b6570a21c14ad227c083e34b4e03129acdf9ff2970a77dac2c9d0288b9,7,run_altc2_prospective_validation_v1.py | run_altc2_prospective_validation_v1_1.py | run_altc2_prospective_validation_v1_2.py | run_altc2_prospective_validation_v1_3.py | run_altc2_prospective_validation_v1_4.py | run_altc2_prospective_validation_v1_5.py | run_altc2_prospective_validation_v1_6.py,HOLD,root-source dependencies=7
research_second1m_ae2_final_temporal_audit_v1.py,scripts\second1m\ae2\research_second1m_ae2_final_temporal_audit_v1.py,second1m,ae2,CANONICAL_OR_FROZEN,3f7568057f776aacb4e983177c15ba272a3f9e394a940c2682c3295b1204dd98,0,,HOLD,provenance/canonical review
research_second1m_ae2_interaction_promotion_v1.py,scripts\second1m\ae2\research_second1m_ae2_interaction_promotion_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,52c0d3b2179f910385ea688bbd56d126e6708879728e29dba0cb3367f59c241d,0,,SAFE_WAVE1,
research_second1m_ae2_interactions_v1.py,scripts\second1m\ae2\research_second1m_ae2_interactions_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,c813a55b9e1ac6bbc5c264477efc2107b5e5fa2e3300dbeabdb663e1262cf6e8,0,,SAFE_WAVE1,
research_second1m_ae2_ma_context_v1.py,scripts\second1m\ae2\research_second1m_ae2_ma_context_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,f739d78f6d76c803ab78715ad189fb38ae90a5293d1dd3f033107470196d8089,7,run_altc2_prospective_validation_v1.py | run_altc2_prospective_validation_v1_1.py | run_altc2_prospective_validation_v1_2.py | run_altc2_prospective_validation_v1_3.py | run_altc2_prospective_validation_v1_4.py | run_altc2_prospective_validation_v1_5.py | run_altc2_prospective_validation_v1_6.py,HOLD,root-source dependencies=7
research_second1m_ae2_market_regime_robustness_v1.py,scripts\second1m\ae2\research_second1m_ae2_market_regime_robustness_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,12d7b0f2c66388f1f4ab3ca3b6fb7cf98bfd2075afc155c83bfafda6c08315d4,0,,SAFE_WAVE1,
research_second1m_ae2_market_regime_v1.py,scripts\second1m\ae2\research_second1m_ae2_market_regime_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,a083f5be09e4cc13dd2241017db4017a69d266866d112e019a46c8bc59b9893b,7,run_altc2_prospective_validation_v1.py | run_altc2_prospective_validation_v1_1.py | run_altc2_prospective_validation_v1_2.py | run_altc2_prospective_validation_v1_3.py | run_altc2_prospective_validation_v1_4.py | run_altc2_prospective_validation_v1_5.py | run_altc2_prospective_validation_v1_6.py,HOLD,root-source dependencies=7
research_second1m_ae2_opening_volume_v1.py,scripts\second1m\ae2\research_second1m_ae2_opening_volume_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,ca12647339fdf060d494462171ee94e4709d638e4ad628d5afa388ad76e546c0,7,run_altc2_prospective_validation_v1.py | run_altc2_prospective_validation_v1_1.py | run_altc2_prospective_validation_v1_2.py | run_altc2_prospective_validation_v1_3.py | run_altc2_prospective_validation_v1_4.py | run_altc2_prospective_validation_v1_5.py | run_altc2_prospective_validation_v1_6.py,HOLD,root-source dependencies=7
research_second1m_ae2_postsignal_paths_v1.py,scripts\second1m\ae2\research_second1m_ae2_postsignal_paths_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,88849766fab7b6e50e7d061174f797eac03967ec0f383c5107b6eacee54a9636,0,,SAFE_WAVE1,
research_second1m_ae2_preferred_level_timing_v1.py,scripts\second1m\ae2\research_second1m_ae2_preferred_level_timing_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,f6419ce354d8c2194e9487d6676b9d72d02f2a030634d8be84dd8b0145e0261b,0,,SAFE_WAVE1,
research_second1m_ae2_premarket_context_v1.py,scripts\second1m\ae2\research_second1m_ae2_premarket_context_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,149b6cf92c65492a791d66aac3a6b2bf144aca2a7524cd5a04cf7848f7127960,0,,SAFE_WAVE1,
research_second1m_ae2_premarket_robustness_v1.py,scripts\second1m\ae2\research_second1m_ae2_premarket_robustness_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,006413cc7c7b5a06a0d2481d64a4cc5cbc6bdf6460814ff5fd8d9a67cc5b7620,0,,SAFE_WAVE1,
research_second1m_ae2_relative_strength_robustness_v1.py,scripts\second1m\ae2\research_second1m_ae2_relative_strength_robustness_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,2a006c3fb153ed91b9c920a83fff8325dfb127aa5e8be1727ded6b6f7a902554,7,run_altc2_prospective_validation_v1.py | run_altc2_prospective_validation_v1_1.py | run_altc2_prospective_validation_v1_2.py | run_altc2_prospective_validation_v1_3.py | run_altc2_prospective_validation_v1_4.py | run_altc2_prospective_validation_v1_5.py | run_altc2_prospective_validation_v1_6.py,HOLD,root-source dependencies=7
research_second1m_ae2_relative_strength_v1.py,scripts\second1m\ae2\research_second1m_ae2_relative_strength_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,3c1c8f5f82a4a38c23166c73083da610b479c6877390e1ab5dc9af7b3ebe4925,7,run_altc2_prospective_validation_v1.py | run_altc2_prospective_validation_v1_1.py | run_altc2_prospective_validation_v1_2.py | run_altc2_prospective_validation_v1_3.py | run_altc2_prospective_validation_v1_4.py | run_altc2_prospective_validation_v1_5.py | run_altc2_prospective_validation_v1_6.py,HOLD,root-source dependencies=7
research_second1m_ae2_robustness_v1.py,scripts\second1m\ae2\research_second1m_ae2_robustness_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,3d5a3e9d55aa104eb86192ab5a2811043cbe2ea8149cc110117a50de1a4d1f98,0,,SAFE_WAVE1,
research_second1m_ae2_session_level_geometry_v1.py,scripts\second1m\ae2\research_second1m_ae2_session_level_geometry_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,82c12257744f4393c69cabefb65b06cab82416219e9efde7b1121abc9e0b1892,0,,SAFE_WAVE1,
research_second1m_ae2_session_level_geometry_v1_1.py,scripts\second1m\ae2\research_second1m_ae2_session_level_geometry_v1_1.py,second1m,ae2,RESEARCH_OR_UTILITY,b95c39bb8b33aef04ab9771f293004100291b766e099895ed764bec3be19e69f,0,,SAFE_WAVE1,
research_second1m_ae2_session_levels_robustness_v1.py,scripts\second1m\ae2\research_second1m_ae2_session_levels_robustness_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,9b5bc647d40f4f0e34e315c11623a8942d042ad30a32784f7133656934f30ae6,0,,SAFE_WAVE1,
research_second1m_ae2_session_levels_v1.py,scripts\second1m\ae2\research_second1m_ae2_session_levels_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,b73a5742ad8d368888aff4776d131fc4734f868db87dbacc735427b1ffd97d3b,7,run_altc2_prospective_validation_v1.py | run_altc2_prospective_validation_v1_1.py | run_altc2_prospective_validation_v1_2.py | run_altc2_prospective_validation_v1_3.py | run_altc2_prospective_validation_v1_4.py | run_altc2_prospective_validation_v1_5.py | run_altc2_prospective_validation_v1_6.py,HOLD,root-source dependencies=7
research_second1m_ae2_short_ma_warning_v1.py,scripts\second1m\ae2\research_second1m_ae2_short_ma_warning_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,481a807ec6911437d3e3c49ff6b2c0a88077e8530ff306fc187b24f2c72c7673,7,run_altc2_prospective_validation_v1.py | run_altc2_prospective_validation_v1_1.py | run_altc2_prospective_validation_v1_2.py | run_altc2_prospective_validation_v1_3.py | run_altc2_prospective_validation_v1_4.py | run_altc2_prospective_validation_v1_5.py | run_altc2_prospective_validation_v1_6.py,HOLD,root-source dependencies=7
research_second1m_ae2_three_index_regime_v1.py,scripts\second1m\ae2\research_second1m_ae2_three_index_regime_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,0b312bfe7142cad001fd1bda607b7edb8c18cff5bc639137274bb3a15175d0a1,7,run_altc2_prospective_validation_v1.py | run_altc2_prospective_validation_v1_1.py | run_altc2_prospective_validation_v1_2.py | run_altc2_prospective_validation_v1_3.py | run_altc2_prospective_validation_v1_4.py | run_altc2_prospective_validation_v1_5.py | run_altc2_prospective_validation_v1_6.py,HOLD,root-source dependencies=7
research_second1m_ae2_trend_exhaustion_robustness_v1.py,scripts\second1m\ae2\research_second1m_ae2_trend_exhaustion_robustness_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,2f4c4039a87c805dbafab4ec8dcda96b1d1073bd6cf500b119bcbbb0688d4d80,7,run_altc2_prospective_validation_v1.py | run_altc2_prospective_validation_v1_1.py | run_altc2_prospective_validation_v1_2.py | run_altc2_prospective_validation_v1_3.py | run_altc2_prospective_validation_v1_4.py | run_altc2_prospective_validation_v1_5.py | run_altc2_prospective_validation_v1_6.py,HOLD,root-source dependencies=7
research_second1m_ae2_volume_robustness_v1.py,scripts\second1m\ae2\research_second1m_ae2_volume_robustness_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,57ce693672a9e363ea4b794812704659b70d235a828412a6dd6fdaaccadce442,7,run_altc2_prospective_validation_v1.py | run_altc2_prospective_validation_v1_1.py | run_altc2_prospective_validation_v1_2.py | run_altc2_prospective_validation_v1_3.py | run_altc2_prospective_validation_v1_4.py | run_altc2_prospective_validation_v1_5.py | run_altc2_prospective_validation_v1_6.py,HOLD,root-source dependencies=7
research_second1m_ae2_warning_context_v1.py,scripts\second1m\ae2\research_second1m_ae2_warning_context_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,84090f0d70fb063e4d7ea48dae25bbe1966e93ced908fcbc818af90b62a3f0d4,0,,SAFE_WAVE1,
research_second1m_ae2_warning_exit_utility_v1.py,scripts\second1m\ae2\research_second1m_ae2_warning_exit_utility_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,877c57a28bd2997e05122b7c4034cc70cbd0dcf9ea8a22c817f52e42c457b9c2,0,,SAFE_WAVE1,
research_second1m_ae2_warning_timing_v1.py,scripts\second1m\ae2\research_second1m_ae2_warning_timing_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,ec55c60ba7a87dddadabfd28c9581b2623d7f93e8f6309b794cdae78f8bbd0f7,0,,SAFE_WAVE1,
research_second1m_ae2_weekly_trend_v1.py,scripts\second1m\ae2\research_second1m_ae2_weekly_trend_v1.py,second1m,ae2,RESEARCH_OR_UTILITY,75a230bbfe412546a991eb713ddc529af91d82aedcf371456022d376b62a0096,7,run_altc2_prospective_validation_v1.py | run_altc2_prospective_validation_v1_1.py | run_altc2_prospective_validation_v1_2.py | run_altc2_prospective_validation_v1_3.py | run_altc2_prospective_validation_v1_4.py | run_altc2_prospective_validation_v1_5.py | run_altc2_prospective_validation_v1_6.py,HOLD,root-source dependencies=7
research_second1m_alt_entry_v1.py,scripts\second1m\legacy\research_second1m_alt_entry_v1.py,second1m,legacy,RESEARCH_OR_UTILITY,a37e192898fa44191938e0a6c9723857a703626e2d92fffd4b40777eb196fcda,7,run_altc2_prospective_validation_v1.py | run_altc2_prospective_validation_v1_1.py | run_altc2_prospective_validation_v1_2.py | run_altc2_prospective_validation_v1_3.py | run_altc2_prospective_validation_v1_4.py | run_altc2_prospective_validation_v1_5.py | run_altc2_prospective_validation_v1_6.py,HOLD,root-source dependencies=7
run_9j_vwap_v2_discovery_stage1.py,scripts\pmpd\9j\run_9j_vwap_v2_discovery_stage1.py,pmpd,9j,RESEARCH_OR_UTILITY,36eedee26b70e523c3e5d043b68b3e46d66254d72ef0f83ed153298457dc1994,1,patch_discovery_stage1_restrict_features.py,HOLD,root-source dependencies=1
run_9j_vwap_v2_frozen_validation.py,scripts\pmpd\9j\run_9j_vwap_v2_frozen_validation.py,pmpd,9j,CANONICAL_OR_FROZEN,4c798f628e2b4dad8a811d5d1d011ba523ddbecffc7b11d15f1821be4b8c7c5b,0,,HOLD,provenance/canonical review
run_9k_classifier_discovery_v1.py,scripts\pmpd\9k\run_9k_classifier_discovery_v1.py,pmpd,9k,RESEARCH_OR_UTILITY,2585f8fb05490e5ee91d56a6d4cfa1cfec2f64684c2e22aead488535219ef330,1,patch_9k_discovery_bool_cast.py,HOLD,root-source dependencies=1
run_9k_frozen_ablation_v1.py,scripts\pmpd\9k\run_9k_frozen_ablation_v1.py,pmpd,9k,CANONICAL_OR_FROZEN,d25c1c3b4199b55c09682687de65d23788a639e2b2729cc05784cc4df0322db1,0,,HOLD,provenance/canonical review
run_9k_frozen_validation_v1.py,scripts\pmpd\9k\run_9k_frozen_validation_v1.py,pmpd,9k,CANONICAL_OR_FROZEN,08cfed3683427f7f110b147238b64ca69a99478b0d6d31df421bcef5d686d120,0,,HOLD,provenance/canonical review
run_9m_frozen_oos_evaluation_v1.py,scripts\pmpd\9m\run_9m_frozen_oos_evaluation_v1.py,pmpd,9m,CANONICAL_OR_FROZEN,441f465abe2b7feaf6ef45d5eb2455e67f17954016ea7d2dde3e6e1388bd761e,0,,HOLD,provenance/canonical review
run_9n_3g2_vrtx_first_parity_case.py,scripts\pmpd\9n\run_9n_3g2_vrtx_first_parity_case.py,pmpd,9n,RESEARCH_OR_UTILITY,f85f3923f95c05152eb9b088535615cccdf32f341969b9f95093c94d31298ee5,1,v4_parity_engine_v2.py,HOLD,root-source dependencies=1
run_9n_3g3_vrtx_first_parity_case.py,scripts\pmpd\9n\run_9n_3g3_vrtx_first_parity_case.py,pmpd,9n,RESEARCH_OR_UTILITY,b87f7a8676ae991a5d8d418b64d39dd0b3479e5fd831375e6684a76b3c4f2327,1,v4_parity_engine_v2.py,HOLD,root-source dependencies=1
run_9n_3g4_vrtx_first_parity_case.py,scripts\pmpd\9n\run_9n_3g4_vrtx_first_parity_case.py,pmpd,9n,RESEARCH_OR_UTILITY,84d408a60e49a39bf9fb8b9311ef65ee8c567979dcb18ac5a25fcd7a9d5f791a,1,v4_parity_engine_v2.py,HOLD,root-source dependencies=1
run_9n_3g_vrtx_first_parity_case.py,scripts\pmpd\9n\run_9n_3g_vrtx_first_parity_case.py,pmpd,9n,RESEARCH_OR_UTILITY,39fde2a375739e7f969cbd6fee0787a3ef60458646122263b6a208dcbf555b0c,1,v4_parity_engine_v2.py,HOLD,root-source dependencies=1
run_9n_3m_24case_python_baseline.py,scripts\pmpd\9n\run_9n_3m_24case_python_baseline.py,pmpd,9n,RESEARCH_OR_UTILITY,f675436b2b4200094d42b399a5a34344edc7d26c92d91817986719ef260c837c,1,v4_parity_engine_v2.py,HOLD,root-source dependencies=1
run_9n_3q_pine_pm_counterfactual.py,scripts\pmpd\9n\run_9n_3q_pine_pm_counterfactual.py,pmpd,9n,RESEARCH_OR_UTILITY,fe97c7ef6733b83aa74169afa1aa159c7a7f29810a5e400a50cc5cfdd4989c28,1,v4_parity_engine_v2.py,HOLD,root-source dependencies=1
run_9n_3r_h2h_preflight.py,scripts\pmpd\9n\run_9n_3r_h2h_preflight.py,pmpd,9n,AUDIT_DIAGNOSTIC,ef737a58071b10f6a7264fbf8a999d19a7b652c840e5c031e6b93d919e445996,1,v4_parity_engine_v2.py,HOLD,root-source dependencies=1
run_9n_3s2_final_h2h.py,scripts\pmpd\9n\run_9n_3s2_final_h2h.py,pmpd,9n,CANONICAL_OR_FROZEN,7bff2d6d9009ec68a295cbec4d9b036b46fe93455fac531b5733c8a505e374e5,1,v4_parity_engine_v2.py,HOLD,provenance/canonical review; root-source dependencies=1
run_9n_3s_final_h2h.py,scripts\pmpd\9n\run_9n_3s_final_h2h.py,pmpd,9n,CANONICAL_OR_FROZEN,f670d4edca6a89fb0d94544e32029c023a8b67e92cda7e297d944595b89e67d0,1,v4_parity_engine_v2.py,HOLD,provenance/canonical review; root-source dependencies=1
run_altc2_prospective_validation_v1.py,scripts\second1m\altc2\run_altc2_prospective_validation_v1.py,second1m,altc2,RESEARCH_OR_UTILITY,5f8f4d06c936796cdc68c380479d74d32f47a545aac68cbe97cfd00cd3dce018,15,acquire_second1m_alt_entry_universe.py | research_second1m_ae2_c2_predictors_v1.py | research_second1m_ae2_daily_trend_v1.py | research_second1m_ae2_ma_context_v1.py | research_second1m_ae2_market_regime_v1.py | research_second1m_ae2_opening_volume_v1.py | research_second1m_ae2_relative_strength_robustness_v1.py | research_second1m_ae2_relative_strength_v1.py | research_second1m_ae2_session_levels_v1.py | research_second1m_ae2_short_ma_warning_v1.py | research_second1m_ae2_three_index_regime_v1.py | research_second1m_ae2_trend_exhaustion_robustness_v1.py | research_second1m_ae2_volume_robustness_v1.py | research_second1m_ae2_weekly_trend_v1.py | research_second1m_alt_entry_v1.py,HOLD,root-source dependencies=15
run_altc2_prospective_validation_v1_1.py,scripts\second1m\altc2\run_altc2_prospective_validation_v1_1.py,second1m,altc2,RESEARCH_OR_UTILITY,4f6ea4c49e7fa4f9122e0d5fd4aa9b734f87112bb168fc6e7b57ea56fb9c282f,15,acquire_second1m_alt_entry_universe.py | research_second1m_ae2_c2_predictors_v1.py | research_second1m_ae2_daily_trend_v1.py | research_second1m_ae2_ma_context_v1.py | research_second1m_ae2_market_regime_v1.py | research_second1m_ae2_opening_volume_v1.py | research_second1m_ae2_relative_strength_robustness_v1.py | research_second1m_ae2_relative_strength_v1.py | research_second1m_ae2_session_levels_v1.py | research_second1m_ae2_short_ma_warning_v1.py | research_second1m_ae2_three_index_regime_v1.py | research_second1m_ae2_trend_exhaustion_robustness_v1.py | research_second1m_ae2_volume_robustness_v1.py | research_second1m_ae2_weekly_trend_v1.py | research_second1m_alt_entry_v1.py,HOLD,root-source dependencies=15
run_altc2_prospective_validation_v1_2.py,scripts\second1m\altc2\run_altc2_prospective_validation_v1_2.py,second1m,altc2,RESEARCH_OR_UTILITY,cc425505641dd1e9c54682ad652ae242ff5400c92e2d797fb3ef7add2f2824fc,15,acquire_second1m_alt_entry_universe.py | research_second1m_ae2_c2_predictors_v1.py | research_second1m_ae2_daily_trend_v1.py | research_second1m_ae2_ma_context_v1.py | research_second1m_ae2_market_regime_v1.py | research_second1m_ae2_opening_volume_v1.py | research_second1m_ae2_relative_strength_robustness_v1.py | research_second1m_ae2_relative_strength_v1.py | research_second1m_ae2_session_levels_v1.py | research_second1m_ae2_short_ma_warning_v1.py | research_second1m_ae2_three_index_regime_v1.py | research_second1m_ae2_trend_exhaustion_robustness_v1.py | research_second1m_ae2_volume_robustness_v1.py | research_second1m_ae2_weekly_trend_v1.py | research_second1m_alt_entry_v1.py,HOLD,root-source dependencies=15
run_altc2_prospective_validation_v1_3.py,scripts\second1m\altc2\run_altc2_prospective_validation_v1_3.py,second1m,altc2,RESEARCH_OR_UTILITY,07a0112c38b539aaffb17731ff51f8ef3d48cac624fca0ac4f0e984333ae2b12,15,acquire_second1m_alt_entry_universe.py | research_second1m_ae2_c2_predictors_v1.py | research_second1m_ae2_daily_trend_v1.py | research_second1m_ae2_ma_context_v1.py | research_second1m_ae2_market_regime_v1.py | research_second1m_ae2_opening_volume_v1.py | research_second1m_ae2_relative_strength_robustness_v1.py | research_second1m_ae2_relative_strength_v1.py | research_second1m_ae2_session_levels_v1.py | research_second1m_ae2_short_ma_warning_v1.py | research_second1m_ae2_three_index_regime_v1.py | research_second1m_ae2_trend_exhaustion_robustness_v1.py | research_second1m_ae2_volume_robustness_v1.py | research_second1m_ae2_weekly_trend_v1.py | research_second1m_alt_entry_v1.py,HOLD,root-source dependencies=15
run_altc2_prospective_validation_v1_4.py,scripts\second1m\altc2\run_altc2_prospective_validation_v1_4.py,second1m,altc2,RESEARCH_OR_UTILITY,4a0b1627260903ba1f78b9ddbf0272d4313ecf740586b3a581c624fbff524e01,15,acquire_second1m_alt_entry_universe.py | research_second1m_ae2_c2_predictors_v1.py | research_second1m_ae2_daily_trend_v1.py | research_second1m_ae2_ma_context_v1.py | research_second1m_ae2_market_regime_v1.py | research_second1m_ae2_opening_volume_v1.py | research_second1m_ae2_relative_strength_robustness_v1.py | research_second1m_ae2_relative_strength_v1.py | research_second1m_ae2_session_levels_v1.py | research_second1m_ae2_short_ma_warning_v1.py | research_second1m_ae2_three_index_regime_v1.py | research_second1m_ae2_trend_exhaustion_robustness_v1.py | research_second1m_ae2_volume_robustness_v1.py | research_second1m_ae2_weekly_trend_v1.py | research_second1m_alt_entry_v1.py,HOLD,root-source dependencies=15
run_altc2_prospective_validation_v1_5.py,scripts\second1m\altc2\run_altc2_prospective_validation_v1_5.py,second1m,altc2,RESEARCH_OR_UTILITY,8cccc24007baec3afe1303d89c7d15f1cbceb9e8d2344b924f3cd5c870f67557,15,acquire_second1m_alt_entry_universe.py | research_second1m_ae2_c2_predictors_v1.py | research_second1m_ae2_daily_trend_v1.py | research_second1m_ae2_ma_context_v1.py | research_second1m_ae2_market_regime_v1.py | research_second1m_ae2_opening_volume_v1.py | research_second1m_ae2_relative_strength_robustness_v1.py | research_second1m_ae2_relative_strength_v1.py | research_second1m_ae2_session_levels_v1.py | research_second1m_ae2_short_ma_warning_v1.py | research_second1m_ae2_three_index_regime_v1.py | research_second1m_ae2_trend_exhaustion_robustness_v1.py | research_second1m_ae2_volume_robustness_v1.py | research_second1m_ae2_weekly_trend_v1.py | research_second1m_alt_entry_v1.py,HOLD,root-source dependencies=15
run_altc2_prospective_validation_v1_6.py,scripts\second1m\altc2\run_altc2_prospective_validation_v1_6.py,second1m,altc2,RESEARCH_OR_UTILITY,e02fd961a0c764c27c2df5ebec8cd65b2e3d20e77d6928f33b621fd1d194770d,17,acquire_second1m_alt_entry_universe.py | find_altc2_latest_available_date_v1.py | research_second1m_ae2_c2_predictors_v1.py | research_second1m_ae2_daily_trend_v1.py | research_second1m_ae2_ma_context_v1.py | research_second1m_ae2_market_regime_v1.py | research_second1m_ae2_opening_volume_v1.py | research_second1m_ae2_relative_strength_robustness_v1.py | research_second1m_ae2_relative_strength_v1.py | research_second1m_ae2_session_levels_v1.py | research_second1m_ae2_short_ma_warning_v1.py | research_second1m_ae2_three_index_regime_v1.py | research_second1m_ae2_trend_exhaustion_robustness_v1.py | research_second1m_ae2_volume_robustness_v1.py | research_second1m_ae2_weekly_trend_v1.py | research_second1m_alt_entry_v1.py | update_altc2_prospective_v1.py,HOLD,root-source dependencies=17
run_controlled_batch.py,scripts\market_data\utilities\run_controlled_batch.py,market_data,utilities,RESEARCH_OR_UTILITY,bc55fcc22957511ccb604d52e79b77eb90ed185040d14ce51d28a592630fc556,1,cleanup_tradingresearch_stage4_wave1.py,HOLD,root-source dependencies=1
run_full_v2_and_certify.ps1,scripts\pmpd\legacy\run_full_v2_and_certify.ps1,pmpd,legacy,AUDIT_DIAGNOSTIC,a13349a7285e32fbc0fd12491364f496bc9e1c8fbc5b8c0b9a9fd555297c3e6d,0,,SAFE_WAVE1,
run_v2_local.ps1,scripts\pmpd\legacy\run_v2_local.ps1,pmpd,legacy,RESEARCH_OR_UTILITY,44fee014a16060f213be0b7e158489b24d20d7373ca4d1e34779937741c14aa8,0,,SAFE_WAVE1,
run_v2_stage1_discovery.ps1,scripts\pmpd\legacy\run_v2_stage1_discovery.ps1,pmpd,legacy,RESEARCH_OR_UTILITY,4b8c95b1bde5adc3da3abbef5defbeaa933c2f71547c876a7e7f83cbfd110474,0,,SAFE_WAVE1,
run_v2_stage2_validation.ps1,scripts\pmpd\legacy\run_v2_stage2_validation.ps1,pmpd,legacy,RESEARCH_OR_UTILITY,2df171779119ebc7d9d21266b2d383c63843a6a1628b1d21113bdcbe86a3cfcc,0,,SAFE_WAVE1,
S1M_FTHC_1.0.1A_Core.pine,pine\second1m\fthc\S1M_FTHC_1.0.1A_Core.pine,second1m,fthc,PINE_SOURCE,3f26d005d3a7f88b93b9a040527b1d331101e500a9496b69a949d41a8865bb61,0,,SAFE_WAVE1,
S1M_FTHC_1.0.1B_Structure.pine,pine\second1m\fthc\S1M_FTHC_1.0.1B_Structure.pine,second1m,fthc,PINE_SOURCE,eaf8176b7b7b164ccb8f58fe93e953420b6f1c04074df8ad42a8039c69e372df,0,,SAFE_WAVE1,
S1M_FTHC_1.0.2A_Core.pine,pine\second1m\fthc\S1M_FTHC_1.0.2A_Core.pine,second1m,fthc,PINE_SOURCE,bdfbeb7b1d6866e96a30432e00cd3696ba4b1dd2b19469d62a56463eecb76fe2,0,,SAFE_WAVE1,
S1M_FTHC_1.0.2B_Structure.pine,pine\second1m\fthc\S1M_FTHC_1.0.2B_Structure.pine,second1m,fthc,PINE_SOURCE,a3730d528a10878e93d307f255b10d0ad33ba31445032f15e1fa73fda3bc4637,0,,SAFE_WAVE1,
S1M_FTHC_1.0.3A_Core.pine,pine\second1m\fthc\S1M_FTHC_1.0.3A_Core.pine,second1m,fthc,PINE_SOURCE,834abc56186018219d380d4d2b900a8998ea0fb899d24fb3c71c02dc78d99670,0,,SAFE_WAVE1,
S1M_FTHC_1.0.3B_Structure.pine,pine\second1m\fthc\S1M_FTHC_1.0.3B_Structure.pine,second1m,fthc,PINE_SOURCE,98f13a239392017a1edf1f5b9e32b8a15a2a5798b1ceeaea82f4209d2d8fb6f5,0,,SAFE_WAVE1,
S1M_FTHC_1.0A_Core.pine,pine\second1m\fthc\S1M_FTHC_1.0A_Core.pine,second1m,fthc,PINE_SOURCE,263ee39a7211431edf7f17debe156c4625def1f2c5a44658715fd14cee8a02b8,0,,SAFE_WAVE1,
S1M_FTHC_1.0B_Structure.pine,pine\second1m\fthc\S1M_FTHC_1.0B_Structure.pine,second1m,fthc,PINE_SOURCE,ebef3910a5951a6fc9242baf4007b0331a84c57994800e45908afc9a8fd8acdb,0,,SAFE_WAVE1,
S1M_FTHC_1.0C_VWAP_Checkpoints.pine,pine\second1m\fthc\S1M_FTHC_1.0C_VWAP_Checkpoints.pine,second1m,fthc,PINE_SOURCE,e56f73b7d4e166769078caeb3a006616fb99357c3d0a906d99c0eb34d09d2488,0,,SAFE_WAVE1,
S1M_RC_1.2.1A_Core_Research_Collector.pine,pine\second1m\legacy\S1M_RC_1.2.1A_Core_Research_Collector.pine,second1m,legacy,PINE_SOURCE,68ec57191cbe551c23fee89539a46e9668f1dfff12aefde9c5f6f22fd44f7395,0,,SAFE_WAVE1,
S1M_RC_1.2.2A_Core_Research_Collector.pine,pine\second1m\legacy\S1M_RC_1.2.2A_Core_Research_Collector.pine,second1m,legacy,PINE_SOURCE,3aa0ffe66a5aab4bdb0cb75ce4f8dbbfed3d96f1550838ed39f64d67cd7e0b07,0,,SAFE_WAVE1,
