name,extension,bytes,sha256,project,phase,role,proposed_destination,executable_reference_count,executable_references,disposition
rerun_full_v2_current_core.ps1,.ps1,2288,2de672788eba76ab6b00954a05158ceb714c8d810f87781bb7035dcb59e22982,unclassified,review,RESEARCH_EXECUTABLE,scripts\unclassified\review\rerun_full_v2_current_core.ps1,0,,MANUAL_CLASSIFICATION_REQUIRED
research_a39_predeclared_transition_screen_v1.py,.py,3913,e9f4ad130413ddf8b5eef24c91853f35f13f0e8633e797d92c318948281c4ef5,unclassified,review,RESEARCH_EXECUTABLE,scripts\unclassified\review\research_a39_predeclared_transition_screen_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
research_a39_predeclared_transition_screen_v1_1.py,.py,6154,4349ed1f794d704be2697b627316e4ed0c408602663827ec68b0f978f4a7ed79,unclassified,review,RESEARCH_EXECUTABLE,scripts\unclassified\review\research_a39_predeclared_transition_screen_v1_1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
research_a39_predeclared_transition_screen_v1_2.py,.py,5602,93f157a7f6938a1a3e3359cad42a66be04923512e73714c274b5a535a7585b34,unclassified,review,RESEARCH_EXECUTABLE,scripts\unclassified\review\research_a39_predeclared_transition_screen_v1_2.py,0,,MANUAL_CLASSIFICATION_REQUIRED
research_a41_predeclared_market_open_state_screen_v1.py,.py,2958,f5449acfd619c0075d48386d17614812eb112aada195e9da35444a6110f6d65a,unclassified,review,RESEARCH_EXECUTABLE,scripts\unclassified\review\research_a41_predeclared_market_open_state_screen_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
research_a42_discovery_frozen_quintile_screen_v1.py,.py,4032,76fa909b58fca6557d4a850f26c6f27a152b628d6a37e3b384a506818350bff5,unclassified,review,CANONICAL_OR_FROZEN,scripts\unclassified\review\research_a42_discovery_frozen_quintile_screen_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
research_a43_discovery_frozen_quintile_screen_v1.py,.py,4147,db68d27e3353f0d2a77f3e39ad41b878f0b407ed21caf9449ed1d2606ea28bf1,unclassified,review,CANONICAL_OR_FROZEN,scripts\unclassified\review\research_a43_discovery_frozen_quintile_screen_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
research_a44_discovery_frozen_quintile_screen_v1.py,.py,4353,f81c6f8909a4497f91de4856f4b87ae02d0dec7dc0220f6f0a0d880ae6c2db00,unclassified,review,CANONICAL_OR_FROZEN,scripts\unclassified\review\research_a44_discovery_frozen_quintile_screen_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
research_a45_predeclared_path_state_screen_v1.py,.py,2732,bbadf7657f18862a4408b283f49de26d4a55a0f97e25d78d2dc0b5e844950301,unclassified,review,RESEARCH_EXECUTABLE,scripts\unclassified\review\research_a45_predeclared_path_state_screen_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
research_a47_discovery_frozen_confluence_quintile_screen_v1.py,.py,4233,8c4b0a7268b1715c1322adf530a061ed6deea86bdf466eabd061cf885ddcce2f,unclassified,review,CANONICAL_OR_FROZEN,scripts\unclassified\review\research_a47_discovery_frozen_confluence_quintile_screen_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
research_a49_discovery_frozen_opening_liquidity_quintile_screen_v1.py,.py,3347,2e0a3abe5a64c074f3cc75335830f3de200f44b245b7758e8733d18689a60026,unclassified,review,CANONICAL_OR_FROZEN,scripts\unclassified\review\research_a49_discovery_frozen_opening_liquidity_quintile_screen_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
research_second1m_ae2_c2_predictors_v1.py,.py,21681,90845e5768b4506c1904aee8e456e5602bfad993c325dc758bcce67d3c847d3e,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_c2_predictors_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_calendar_v1.py,.py,29584,1edbd41c174f5b26ec1e8f8a10992840cc38b753f9cf1db062375c060f39a3bd,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_calendar_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_candidate_models_v1.py,.py,31675,90f534b75d9233337b4f5d837e118e1a8dd43c091698a1e1d03cbbadd5a7a940,second1m,ae2,CANONICAL_OR_FROZEN,scripts\second1m\ae2\research_second1m_ae2_candidate_models_v1.py,0,,PROVENANCE_REVIEW_REQUIRED
research_second1m_ae2_daily_trend_v1.py,.py,26923,720ac1b6570a21c14ad227c083e34b4e03129acdf9ff2970a77dac2c9d0288b9,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_daily_trend_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_final_temporal_audit_v1.py,.py,18191,3f7568057f776aacb4e983177c15ba272a3f9e394a940c2682c3295b1204dd98,second1m,ae2,CANONICAL_OR_FROZEN,scripts\second1m\ae2\research_second1m_ae2_final_temporal_audit_v1.py,0,,PROVENANCE_REVIEW_REQUIRED
research_second1m_ae2_interaction_promotion_v1.py,.py,28909,52c0d3b2179f910385ea688bbd56d126e6708879728e29dba0cb3367f59c241d,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_interaction_promotion_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_interactions_v1.py,.py,53271,c813a55b9e1ac6bbc5c264477efc2107b5e5fa2e3300dbeabdb663e1262cf6e8,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_interactions_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_ma_context_v1.py,.py,32107,f739d78f6d76c803ab78715ad189fb38ae90a5293d1dd3f033107470196d8089,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_ma_context_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_market_regime_robustness_v1.py,.py,18062,12d7b0f2c66388f1f4ab3ca3b6fb7cf98bfd2075afc155c83bfafda6c08315d4,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_market_regime_robustness_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_market_regime_v1.py,.py,42324,a083f5be09e4cc13dd2241017db4017a69d266866d112e019a46c8bc59b9893b,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_market_regime_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_opening_volume_v1.py,.py,39117,ca12647339fdf060d494462171ee94e4709d638e4ad628d5afa388ad76e546c0,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_opening_volume_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_postsignal_paths_v1.py,.py,38559,88849766fab7b6e50e7d061174f797eac03967ec0f383c5107b6eacee54a9636,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_postsignal_paths_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_preferred_level_timing_v1.py,.py,5763,f6419ce354d8c2194e9487d6676b9d72d02f2a030634d8be84dd8b0145e0261b,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_preferred_level_timing_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_premarket_context_v1.py,.py,47996,149b6cf92c65492a791d66aac3a6b2bf144aca2a7524cd5a04cf7848f7127960,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_premarket_context_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_premarket_robustness_v1.py,.py,30112,006413cc7c7b5a06a0d2481d64a4cc5cbc6bdf6460814ff5fd8d9a67cc5b7620,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_premarket_robustness_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_relative_strength_robustness_v1.py,.py,25820,2a006c3fb153ed91b9c920a83fff8325dfb127aa5e8be1727ded6b6f7a902554,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_relative_strength_robustness_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_relative_strength_v1.py,.py,32611,3c1c8f5f82a4a38c23166c73083da610b479c6877390e1ab5dc9af7b3ebe4925,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_relative_strength_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_robustness_v1.py,.py,20107,3d5a3e9d55aa104eb86192ab5a2811043cbe2ea8149cc110117a50de1a4d1f98,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_robustness_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_session_level_geometry_v1.py,.py,14043,82c12257744f4393c69cabefb65b06cab82416219e9efde7b1121abc9e0b1892,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_session_level_geometry_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_session_level_geometry_v1_1.py,.py,14280,b95c39bb8b33aef04ab9771f293004100291b766e099895ed764bec3be19e69f,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_session_level_geometry_v1_1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_session_levels_robustness_v1.py,.py,27348,9b5bc647d40f4f0e34e315c11623a8942d042ad30a32784f7133656934f30ae6,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_session_levels_robustness_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_session_levels_v1.py,.py,60645,b73a5742ad8d368888aff4776d131fc4734f868db87dbacc735427b1ffd97d3b,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_session_levels_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_short_ma_warning_v1.py,.py,18374,481a807ec6911437d3e3c49ff6b2c0a88077e8530ff306fc187b24f2c72c7673,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_short_ma_warning_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_three_index_regime_v1.py,.py,29428,0b312bfe7142cad001fd1bda607b7edb8c18cff5bc639137274bb3a15175d0a1,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_three_index_regime_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_trend_exhaustion_robustness_v1.py,.py,22904,2f4c4039a87c805dbafab4ec8dcda96b1d1073bd6cf500b119bcbbb0688d4d80,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_trend_exhaustion_robustness_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_volume_robustness_v1.py,.py,30991,57ce693672a9e363ea4b794812704659b70d235a828412a6dd6fdaaccadce442,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_volume_robustness_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_warning_context_v1.py,.py,46880,84090f0d70fb063e4d7ea48dae25bbe1966e93ced908fcbc818af90b62a3f0d4,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_warning_context_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_warning_exit_utility_v1.py,.py,37683,877c57a28bd2997e05122b7c4034cc70cbd0dcf9ea8a22c817f52e42c457b9c2,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_warning_exit_utility_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_warning_timing_v1.py,.py,42805,ec55c60ba7a87dddadabfd28c9581b2623d7f93e8f6309b794cdae78f8bbd0f7,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_warning_timing_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_ae2_weekly_trend_v1.py,.py,30466,75a230bbfe412546a991eb713ddc529af91d82aedcf371456022d376b62a0096,second1m,ae2,RESEARCH_EXECUTABLE,scripts\second1m\ae2\research_second1m_ae2_weekly_trend_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
research_second1m_alt_entry_v1.py,.py,34862,a37e192898fa44191938e0a6c9723857a703626e2d92fffd4b40777eb196fcda,second1m,legacy,RESEARCH_EXECUTABLE,scripts\second1m\legacy\research_second1m_alt_entry_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
run_9j_vwap_v2_discovery_stage1.py,.py,13011,36eedee26b70e523c3e5d043b68b3e46d66254d72ef0f83ed153298457dc1994,pmpd,9j,RESEARCH_EXECUTABLE,scripts\pmpd\9j\run_9j_vwap_v2_discovery_stage1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
run_9j_vwap_v2_frozen_validation.py,.py,9128,4c798f628e2b4dad8a811d5d1d011ba523ddbecffc7b11d15f1821be4b8c7c5b,pmpd,9j,CANONICAL_OR_FROZEN,scripts\pmpd\9j\run_9j_vwap_v2_frozen_validation.py,0,,PROVENANCE_REVIEW_REQUIRED
run_9k_classifier_discovery_v1.py,.py,5130,2585f8fb05490e5ee91d56a6d4cfa1cfec2f64684c2e22aead488535219ef330,pmpd,9k,RESEARCH_EXECUTABLE,scripts\pmpd\9k\run_9k_classifier_discovery_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
run_9k_frozen_ablation_v1.py,.py,4491,d25c1c3b4199b55c09682687de65d23788a639e2b2729cc05784cc4df0322db1,pmpd,9k,CANONICAL_OR_FROZEN,scripts\pmpd\9k\run_9k_frozen_ablation_v1.py,0,,PROVENANCE_REVIEW_REQUIRED
run_9k_frozen_validation_v1.py,.py,5535,08cfed3683427f7f110b147238b64ca69a99478b0d6d31df421bcef5d686d120,pmpd,9k,CANONICAL_OR_FROZEN,scripts\pmpd\9k\run_9k_frozen_validation_v1.py,0,,PROVENANCE_REVIEW_REQUIRED
run_9m_frozen_oos_evaluation_v1.py,.py,5997,441f465abe2b7feaf6ef45d5eb2455e67f17954016ea7d2dde3e6e1388bd761e,pmpd,9m,CANONICAL_OR_FROZEN,scripts\pmpd\9m\run_9m_frozen_oos_evaluation_v1.py,0,,PROVENANCE_REVIEW_REQUIRED
run_9n_3g2_vrtx_first_parity_case.py,.py,5310,f85f3923f95c05152eb9b088535615cccdf32f341969b9f95093c94d31298ee5,pmpd,9n,RESEARCH_EXECUTABLE,scripts\pmpd\9n\run_9n_3g2_vrtx_first_parity_case.py,1,research_outputs\pmpd\docs_history\README_9N_3G2.md,DEPENDENCY_REVIEW_REQUIRED
run_9n_3g3_vrtx_first_parity_case.py,.py,5245,b87f7a8676ae991a5d8d418b64d39dd0b3479e5fd831375e6684a76b3c4f2327,pmpd,9n,RESEARCH_EXECUTABLE,scripts\pmpd\9n\run_9n_3g3_vrtx_first_parity_case.py,1,research_outputs\pmpd\docs_history\README_9N_3G3.md,DEPENDENCY_REVIEW_REQUIRED
run_9n_3g4_vrtx_first_parity_case.py,.py,5406,84d408a60e49a39bf9fb8b9311ef65ee8c567979dcb18ac5a25fcd7a9d5f791a,pmpd,9n,RESEARCH_EXECUTABLE,scripts\pmpd\9n\run_9n_3g4_vrtx_first_parity_case.py,1,research_outputs\pmpd\docs_history\README_9N_3G4.md,DEPENDENCY_REVIEW_REQUIRED
run_9n_3g_vrtx_first_parity_case.py,.py,4794,39fde2a375739e7f969cbd6fee0787a3ef60458646122263b6a208dcbf555b0c,pmpd,9n,RESEARCH_EXECUTABLE,scripts\pmpd\9n\run_9n_3g_vrtx_first_parity_case.py,1,research_outputs\pmpd\docs_history\README_9N_3G.md,DEPENDENCY_REVIEW_REQUIRED
run_9n_3m_24case_python_baseline.py,.py,4552,f675436b2b4200094d42b399a5a34344edc7d26c92d91817986719ef260c837c,pmpd,9n,RESEARCH_EXECUTABLE,scripts\pmpd\9n\run_9n_3m_24case_python_baseline.py,1,research_outputs\pmpd\docs_history\README_9N_3M.md,DEPENDENCY_REVIEW_REQUIRED
run_9n_3q_pine_pm_counterfactual.py,.py,4794,fe97c7ef6733b83aa74169afa1aa159c7a7f29810a5e400a50cc5cfdd4989c28,pmpd,9n,RESEARCH_EXECUTABLE,scripts\pmpd\9n\run_9n_3q_pine_pm_counterfactual.py,1,research_outputs\pmpd\docs_history\README_9N_3Q.md,DEPENDENCY_REVIEW_REQUIRED
run_9n_3r_h2h_preflight.py,.py,3456,ef737a58071b10f6a7264fbf8a999d19a7b652c840e5c031e6b93d919e445996,pmpd,9n,AUDIT_DIAGNOSTIC,scripts\pmpd\9n\run_9n_3r_h2h_preflight.py,1,research_outputs\pmpd\docs_history\README_9N_3R.md,DEPENDENCY_REVIEW_REQUIRED
run_9n_3s2_final_h2h.py,.py,10211,7bff2d6d9009ec68a295cbec4d9b036b46fe93455fac531b5733c8a505e374e5,pmpd,9n,CANONICAL_OR_FROZEN,scripts\pmpd\9n\run_9n_3s2_final_h2h.py,1,research_outputs\pmpd\docs_history\README_9N_3S2.md,DEPENDENCY_REVIEW_REQUIRED
run_9n_3s_final_h2h.py,.py,10201,f670d4edca6a89fb0d94544e32029c023a8b67e92cda7e297d944595b89e67d0,pmpd,9n,CANONICAL_OR_FROZEN,scripts\pmpd\9n\run_9n_3s_final_h2h.py,1,research_outputs\pmpd\docs_history\README_9N_3S.md,DEPENDENCY_REVIEW_REQUIRED
run_altc2_prospective_validation_v1.py,.py,31331,5f8f4d06c936796cdc68c380479d74d32f47a545aac68cbe97cfd00cd3dce018,second1m,altc2,RESEARCH_EXECUTABLE,scripts\second1m\altc2\run_altc2_prospective_validation_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
run_altc2_prospective_validation_v1_1.py,.py,31890,4f6ea4c49e7fa4f9122e0d5fd4aa9b734f87112bb168fc6e7b57ea56fb9c282f,second1m,altc2,RESEARCH_EXECUTABLE,scripts\second1m\altc2\run_altc2_prospective_validation_v1_1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
run_altc2_prospective_validation_v1_2.py,.py,32739,cc425505641dd1e9c54682ad652ae242ff5400c92e2d797fb3ef7add2f2824fc,second1m,altc2,RESEARCH_EXECUTABLE,scripts\second1m\altc2\run_altc2_prospective_validation_v1_2.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
run_altc2_prospective_validation_v1_3.py,.py,33504,07a0112c38b539aaffb17731ff51f8ef3d48cac624fca0ac4f0e984333ae2b12,second1m,altc2,RESEARCH_EXECUTABLE,scripts\second1m\altc2\run_altc2_prospective_validation_v1_3.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
run_altc2_prospective_validation_v1_4.py,.py,36849,4a0b1627260903ba1f78b9ddbf0272d4313ecf740586b3a581c624fbff524e01,second1m,altc2,RESEARCH_EXECUTABLE,scripts\second1m\altc2\run_altc2_prospective_validation_v1_4.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
run_altc2_prospective_validation_v1_5.py,.py,39271,8cccc24007baec3afe1303d89c7d15f1cbceb9e8d2344b924f3cd5c870f67557,second1m,altc2,RESEARCH_EXECUTABLE,scripts\second1m\altc2\run_altc2_prospective_validation_v1_5.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
run_altc2_prospective_validation_v1_6.py,.py,39566,e02fd961a0c764c27c2df5ebec8cd65b2e3d20e77d6928f33b621fd1d194770d,second1m,altc2,RESEARCH_EXECUTABLE,scripts\second1m\altc2\run_altc2_prospective_validation_v1_6.py,1,find_altc2_latest_available_date_v1.py,DEPENDENCY_REVIEW_REQUIRED
run_controlled_batch.py,.py,1158,bc55fcc22957511ccb604d52e79b77eb90ed185040d14ce51d28a592630fc556,unclassified,review,RESEARCH_EXECUTABLE,scripts\unclassified\review\run_controlled_batch.py,0,,MANUAL_CLASSIFICATION_REQUIRED
run_full_v2_and_certify.ps1,.ps1,4311,a13349a7285e32fbc0fd12491364f496bc9e1c8fbc5b8c0b9a9fd555297c3e6d,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\run_full_v2_and_certify.ps1,0,,MANUAL_CLASSIFICATION_REQUIRED
run_v2_local.ps1,.ps1,1118,44fee014a16060f213be0b7e158489b24d20d7373ca4d1e34779937741c14aa8,unclassified,review,RESEARCH_EXECUTABLE,scripts\unclassified\review\run_v2_local.ps1,0,,MANUAL_CLASSIFICATION_REQUIRED
run_v2_stage1_discovery.ps1,.ps1,5358,4b8c95b1bde5adc3da3abbef5defbeaa933c2f71547c876a7e7f83cbfd110474,unclassified,review,RESEARCH_EXECUTABLE,scripts\unclassified\review\run_v2_stage1_discovery.ps1,0,,MANUAL_CLASSIFICATION_REQUIRED
run_v2_stage2_validation.ps1,.ps1,2844,2df171779119ebc7d9d21266b2d383c63843a6a1628b1d21113bdcbe86a3cfcc,unclassified,review,RESEARCH_EXECUTABLE,scripts\unclassified\review\run_v2_stage2_validation.ps1,0,,MANUAL_CLASSIFICATION_REQUIRED
S1M_FTHC_1.0.1A_Core.pine,.pine,21800,3f26d005d3a7f88b93b9a040527b1d331101e500a9496b69a949d41a8865bb61,second1m,fthc,PINE_SOURCE,pine\second1m\fthc\S1M_FTHC_1.0.1A_Core.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
S1M_FTHC_1.0.1B_Structure.pine,.pine,17587,eaf8176b7b7b164ccb8f58fe93e953420b6f1c04074df8ad42a8039c69e372df,second1m,fthc,PINE_SOURCE,pine\second1m\fthc\S1M_FTHC_1.0.1B_Structure.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
S1M_FTHC_1.0.2A_Core.pine,.pine,22369,bdfbeb7b1d6866e96a30432e00cd3696ba4b1dd2b19469d62a56463eecb76fe2,second1m,fthc,PINE_SOURCE,pine\second1m\fthc\S1M_FTHC_1.0.2A_Core.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
S1M_FTHC_1.0.2B_Structure.pine,.pine,17947,a3730d528a10878e93d307f255b10d0ad33ba31445032f15e1fa73fda3bc4637,second1m,fthc,PINE_SOURCE,pine\second1m\fthc\S1M_FTHC_1.0.2B_Structure.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
S1M_FTHC_1.0.3A_Core.pine,.pine,22551,834abc56186018219d380d4d2b900a8998ea0fb899d24fb3c71c02dc78d99670,second1m,fthc,PINE_SOURCE,pine\second1m\fthc\S1M_FTHC_1.0.3A_Core.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
S1M_FTHC_1.0.3B_Structure.pine,.pine,18721,98f13a239392017a1edf1f5b9e32b8a15a2a5798b1ceeaea82f4209d2d8fb6f5,second1m,fthc,PINE_SOURCE,pine\second1m\fthc\S1M_FTHC_1.0.3B_Structure.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
S1M_FTHC_1.0A_Core.pine,.pine,20778,263ee39a7211431edf7f17debe156c4625def1f2c5a44658715fd14cee8a02b8,second1m,fthc,PINE_SOURCE,pine\second1m\fthc\S1M_FTHC_1.0A_Core.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
S1M_FTHC_1.0B_Structure.pine,.pine,16775,ebef3910a5951a6fc9242baf4007b0331a84c57994800e45908afc9a8fd8acdb,second1m,fthc,PINE_SOURCE,pine\second1m\fthc\S1M_FTHC_1.0B_Structure.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
S1M_FTHC_1.0C_VWAP_Checkpoints.pine,.pine,13762,e56f73b7d4e166769078caeb3a006616fb99357c3d0a906d99c0eb34d09d2488,second1m,fthc,PINE_SOURCE,pine\second1m\fthc\S1M_FTHC_1.0C_VWAP_Checkpoints.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
S1M_RC_1.2.1A_Core_Research_Collector.pine,.pine,66622,68ec57191cbe551c23fee89539a46e9668f1dfff12aefde9c5f6f22fd44f7395,second1m,legacy,RESEARCH_EXECUTABLE,pine\second1m\legacy\S1M_RC_1.2.1A_Core_Research_Collector.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
S1M_RC_1.2.2A_Core_Research_Collector.pine,.pine,69373,3aa0ffe66a5aab4bdb0cb75ce4f8dbbfed3d96f1550838ed39f64d67cd7e0b07,second1m,legacy,RESEARCH_EXECUTABLE,pine\second1m\legacy\S1M_RC_1.2.2A_Core_Research_Collector.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
S1M_RC_1.2A_Core_Research_Collector.pine,.pine,63442,13474983bf5d16f6d7e646dbe696a8c167d4d724f081f85b2adafeca4d9c4146,second1m,legacy,RESEARCH_EXECUTABLE,pine\second1m\legacy\S1M_RC_1.2A_Core_Research_Collector.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
S1M_RC_1.2B_Raw_HTF_Context_Exporter.pine,.pine,9515,d59081cd5068930ff88346cd0d02d865463bb42ce91c9d7ff882dd79ecd4e628,second1m,legacy,PINE_SOURCE,pine\second1m\legacy\S1M_RC_1.2B_Raw_HTF_Context_Exporter.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
S1M_RC_1.2C_Current_Day_Index_Open_Context.pine,.pine,6194,d51f3f1b4e8e0e924eb36184c4ebaa968d2c377f7b4f7bb994e67a93aa415175,second1m,legacy,PINE_SOURCE,pine\second1m\legacy\S1M_RC_1.2C_Current_Day_Index_Open_Context.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
score_a53_v2_prospective_events_v1.py,.py,6313,5095fa85786e63f5a3f7409eb098e4372a339bdbf6fd95b48ec801d23156d01f,unclassified,review,RESEARCH_EXECUTABLE,scripts\unclassified\review\score_a53_v2_prospective_events_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
score_altc2_prospective_events_v1.py,.py,13521,1d199d07d41c27a0b89189caf68af696bba16696921be5e3c55e03fb98c80279,second1m,altc2,RESEARCH_EXECUTABLE,scripts\second1m\altc2\score_altc2_prospective_events_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
summarize_9j_discovery_evidence.py,.py,4961,a9359ea3f16b6f74731adc8dac7bdc95326ba56728daad49a00250f8ccc4bc11,pmpd,9j,AUDIT_DIAGNOSTIC,scripts\pmpd\9j\summarize_9j_discovery_evidence.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
summarize_9j_validation_robustness.py,.py,7986,66cce632296b3776e06499680bf527893a15f89e7cd04d31999387a5d6aa42db,pmpd,9j,AUDIT_DIAGNOSTIC,scripts\pmpd\9j\summarize_9j_validation_robustness.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
Test.py,.py,3409,403fedb2be17ad418660b59998c860d070b794843f37db13492c821dcb789861,unclassified,review,UTILITY_OR_UNKNOWN,scripts\unclassified\review\Test.py,0,,MANUAL_CLASSIFICATION_REQUIRED
trace_a51_a39_original_research_code_v1.py,.py,1324,f5e7d87f37dac589f0d52dfcd8a9a9db0aab04927f73e8db221eaa5f5df09fde,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\trace_a51_a39_original_research_code_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
