warning_feature,warning_state,context_feature,context_state,effect_type,quarter,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,ALREADY_BEYOND_AT_C1_OPEN,RESCUE_CONTEXT,2025Q3,144,141,43,98,2,1,30.49645390070922,1.0307771350891244,1.6793970666187723,0.8042038674508522,1.3072979998023406,77,49
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,ALREADY_BEYOND_AT_C1_OPEN,RESCUE_CONTEXT,2025Q4,138,133,44,89,2,3,33.08270676691729,1.348207375815859,1.587944723641221,0.8295086419833211,1.3389449804629878,79,51
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,ALREADY_BEYOND_AT_C1_OPEN,RESCUE_CONTEXT,2026Q1,164,161,39,122,2,1,24.22360248447205,1.4545938933448461,1.6434307992231685,1.028868226401098,1.271390909360402,87,50
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,ALREADY_BEYOND_AT_C1_OPEN,RESCUE_CONTEXT,2026Q2,143,134,37,97,8,1,27.611940298507463,1.6156943326029152,1.8581081059170115,1.1279572255181953,1.3896381893806307,76,51
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,ALREADY_BEYOND_AT_C1_OPEN,RESCUE_CONTEXT,2026Q3,112,108,27,81,4,0,25.0,1.4622193356143243,1.9954660907778785,1.146747278723541,1.6745902767119878,74,35
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,C1_BREAK_HELD_THROUGH_C2,RESCUE_CONTEXT,2025Q2,21,21,9,12,0,0,42.857142857142854,1.0426179036057543,1.8386455278789215,1.0708275967569192,1.0364552851667974,21,15
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,C1_BREAK_HELD_THROUGH_C2,RESCUE_CONTEXT,2025Q3,72,72,23,49,0,0,31.944444444444443,0.9180347184135845,1.3598613950550689,0.6848092671438939,1.1133917730210967,43,36
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,C1_BREAK_HELD_THROUGH_C2,RESCUE_CONTEXT,2025Q4,58,54,22,32,2,2,40.74074074074074,1.3923831762947374,1.3411036486981374,0.876322076366977,0.9807743774909872,46,38
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,C1_BREAK_HELD_THROUGH_C2,RESCUE_CONTEXT,2026Q1,58,57,16,41,1,0,28.07017543859649,1.3900732517258125,1.835409474172155,0.8475485505435456,1.3483980882610909,43,39
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,C1_BREAK_HELD_THROUGH_C2,RESCUE_CONTEXT,2026Q2,61,60,15,45,1,0,25.0,1.439913085405564,1.6395705190259675,0.9413375550896361,1.3945316789283082,44,35
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,C1_BREAK_HELD_THROUGH_C2,RESCUE_CONTEXT,2026Q3,29,29,7,22,0,0,24.137931034482758,1.9665160228178369,1.6511571022544052,1.6665212459645817,1.1728222196717535,24,20
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,C2_BREAK,ESCALATION_CONTEXT,2025Q2,26,25,7,18,0,1,28.0,1.3909031568441959,1.136605718839843,0.9222949196374435,1.0840905133468097,23,16
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,C2_BREAK,ESCALATION_CONTEXT,2025Q3,83,83,19,64,0,0,22.89156626506024,1.0896572289599027,1.4662585021211187,0.7714211752523992,1.1222382418267527,58,39
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,C2_BREAK,ESCALATION_CONTEXT,2025Q4,62,59,18,41,0,3,30.508474576271187,0.8764106286780916,1.7197556881593872,0.48536122799958026,1.123742353522045,52,38
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,C2_BREAK,ESCALATION_CONTEXT,2026Q1,54,54,26,28,0,0,48.148148148148145,1.1946528348251428,1.7335028473209624,0.7523780739708846,1.2571347605476562,42,37
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,C2_BREAK,ESCALATION_CONTEXT,2026Q2,61,61,11,50,0,0,18.0327868852459,1.1241623995737025,1.6113341650373971,0.6708282865927503,1.3586956521739157,42,35
warning_c3_state,C3_ADVERSE_WARNING,pd_level_structure_state,C2_BREAK,ESCALATION_CONTEXT,2026Q3,43,42,5,37,1,0,11.904761904761905,1.3281697247903441,1.8539706653894177,0.6606606606606508,1.5672741651389388,39,25
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,MULTIPLE_C2_LEVEL_BREAKS,ESCALATION_CONTEXT,2025Q2,30,29,8,21,0,1,27.586206896551722,1.124896742449105,1.29905673695432,0.6969323253775226,1.03624367537522,23,16
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,MULTIPLE_C2_LEVEL_BREAKS,ESCALATION_CONTEXT,2025Q3,72,72,17,55,0,0,23.61111111111111,0.90961544817594,1.4773320632728992,0.7317876181735304,1.1666035824897407,49,39
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,MULTIPLE_C2_LEVEL_BREAKS,ESCALATION_CONTEXT,2025Q4,55,53,17,36,0,2,32.075471698113205,0.7489774120022022,1.5792726681282303,0.49486803519060857,1.1318553092182018,47,34
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,MULTIPLE_C2_LEVEL_BREAKS,ESCALATION_CONTEXT,2026Q1,66,65,24,41,1,0,36.92307692307692,0.9307511294514593,1.7805483022477828,0.6491219867502065,1.297542244849276,51,39
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,MULTIPLE_C2_LEVEL_BREAKS,ESCALATION_CONTEXT,2026Q2,66,66,8,58,0,0,12.121212121212121,1.0602536943007184,1.9102489083287513,0.49754099273478025,1.4896999827277813,44,40
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,MULTIPLE_C2_LEVEL_BREAKS,ESCALATION_CONTEXT,2026Q3,51,49,11,38,2,0,22.448979591836736,1.2368549733608527,2.041462473450073,0.7406613362258526,1.777233736380782,43,30
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,NO_C2_LEVEL_BREAK,RESCUE_CONTEXT,2025Q2,221,219,63,156,0,2,28.767123287671232,0.8729893060925092,1.4133813800604451,0.558340738753549,1.0983594991817223,96,25
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,NO_C2_LEVEL_BREAK,RESCUE_CONTEXT,2025Q3,633,625,166,459,2,6,26.56,0.8805967651767292,1.4215611613143497,0.6152930084850936,1.0521724908684447,110,64
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,NO_C2_LEVEL_BREAK,RESCUE_CONTEXT,2025Q4,651,630,213,417,5,16,33.80952380952381,1.2886240570813732,1.4392378726304977,0.7864355491234482,1.0775147928994127,112,64
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,NO_C2_LEVEL_BREAK,RESCUE_CONTEXT,2026Q1,588,578,176,402,8,2,30.44982698961938,1.3781028669906998,1.6354916711323235,0.9284386243765927,1.2180303772660503,111,61
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,NO_C2_LEVEL_BREAK,RESCUE_CONTEXT,2026Q2,589,572,150,422,12,5,26.223776223776223,1.5200729820998118,1.8454256879021531,0.8745532569896585,1.3421979356405582,109,62
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,NO_C2_LEVEL_BREAK,RESCUE_CONTEXT,2026Q3,413,404,98,306,6,3,24.257425742574256,1.5030267972242688,1.7940671654615516,1.0548988387989198,1.2415669822552449,106,41
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,ONE_C2_LEVEL_BREAK,ESCALATION_CONTEXT,2025Q2,77,76,20,56,0,1,26.31578947368421,0.815170135684398,1.6172362412058587,0.6591067261636653,1.3239787258119289,55,23
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,ONE_C2_LEVEL_BREAK,ESCALATION_CONTEXT,2025Q3,214,209,67,142,0,5,32.057416267942585,1.0037562018989625,1.4656279453084589,0.6910682046039236,1.056034014596107,90,62
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,ONE_C2_LEVEL_BREAK,ESCALATION_CONTEXT,2025Q4,159,155,37,118,0,4,23.870967741935484,1.0815264423604676,1.5290087265559318,0.6817863151991203,1.1732862524200067,85,57
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,ONE_C2_LEVEL_BREAK,ESCALATION_CONTEXT,2026Q1,161,161,46,115,0,0,28.571428571428573,1.59351924960935,1.6606477253108891,1.2398808269884753,1.2909090909090881,84,55
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,ONE_C2_LEVEL_BREAK,ESCALATION_CONTEXT,2026Q2,181,181,37,144,0,0,20.441988950276244,1.2681964984244125,1.7950340034518817,0.7793527983283421,1.3586956521739157,85,57
warning_c3_state,C3_ADVERSE_WARNING,c2_break_count_state,ONE_C2_LEVEL_BREAK,ESCALATION_CONTEXT,2026Q3,97,94,17,77,2,1,18.085106382978722,1.167899998429741,1.895429005530242,0.5796710703693809,1.6169965919802698,68,38
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,2025Q2,191,189,57,132,0,2,30.158730158730158,0.9266771627489396,1.3761247811705999,0.6706407559144232,1.086637298091056,93,24
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,2025Q3,558,551,156,395,0,7,28.312159709618875,0.9151755800075725,1.3205531143403537,0.6417855971851503,0.9745894550515133,110,64
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,2025Q4,490,477,166,311,2,11,34.80083857442348,1.1438655794015593,1.3578413807596805,0.7492963647879967,1.051458688785183,111,64
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,2026Q1,458,454,134,320,3,1,29.515418502202643,1.214757196810657,1.525315527678391,0.8718780538369405,1.1502738830107158,109,61
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,2026Q2,468,461,121,340,4,3,26.247288503253795,1.1589234757376756,1.6281662057652047,0.7145066341798697,1.229397460295528,109,62
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,2026Q3,302,300,77,223,2,0,25.666666666666668,1.256139476244879,1.613638644173191,0.7226776046126262,1.1731435334490468,105,41
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,TIGHT_CLUSTER,RESCUE_CONTEXT,2025Q2,62,60,22,38,0,2,36.666666666666664,0.6655249389186269,1.0854266633546148,0.5560416275933373,0.8485634319732404,42,21
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,TIGHT_CLUSTER,RESCUE_CONTEXT,2025Q3,197,193,67,126,0,4,34.715025906735754,0.718569151515082,1.1331755933348329,0.542832058196424,0.9286670181272525,88,59
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,TIGHT_CLUSTER,RESCUE_CONTEXT,2025Q4,166,154,61,93,1,11,39.61038961038961,0.8600945117375751,1.1813766613447223,0.6026254700553277,0.7703979289730185,79,53
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,TIGHT_CLUSTER,RESCUE_CONTEXT,2026Q1,130,129,44,85,0,1,34.10852713178294,1.1039895557584651,1.2724266303187446,0.7339199193116308,1.025584990393436,71,50
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,TIGHT_CLUSTER,RESCUE_CONTEXT,2026Q2,103,101,27,74,0,2,26.73267326732673,1.0940190821656965,1.36229685193148,0.626359286646367,1.0989946339357297,65,50
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,TIGHT_CLUSTER,RESCUE_CONTEXT,2026Q3,74,70,16,54,0,4,22.857142857142858,0.7563387266502769,1.3640142166228535,0.4883336745171226,1.1068051412207094,48,32
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,2025Q2,54,54,10,44,0,0,18.51851851851852,1.1826608362512447,1.9995763768938106,0.6526731148188984,1.765430608448368,37,18
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,2025Q3,164,162,27,135,2,0,16.666666666666668,1.1310231423123087,2.193635818748554,0.7452881964797683,1.6535534232120475,61,56
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,2025Q4,209,207,40,167,2,0,19.32367149758454,1.668808135407693,1.940026014336998,1.0281653936545165,1.4669345033567722,81,60
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,2026Q1,227,221,68,153,6,0,30.76923076923077,1.8873710182094796,2.125725113352745,1.4391166801066888,1.7768798816473856,82,59
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,2026Q2,265,257,47,210,8,0,18.28793774319066,2.036917525989269,2.3986224630256534,1.4206830000536137,1.8513476722025586,85,60
warning_c3_state,C3_ADVERSE_WARNING,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,2026Q3,185,177,33,144,8,0,18.64406779661017,1.9556366656466886,2.3819730618789907,1.4225005059102271,1.7910572678007244,80,39
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,NONE_AHEAD,RESCUE_CONTEXT,2025Q2,66,65,18,47,0,1,27.692307692307693,1.0170083384346515,1.5405501137032542,0.7028020513979171,1.1988736330649652,51,22
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,NONE_AHEAD,RESCUE_CONTEXT,2025Q3,238,235,68,167,2,1,28.93617021276596,0.9744909117803576,1.5551303387115347,0.7461238603198679,1.2462626566995152,96,62
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,NONE_AHEAD,RESCUE_CONTEXT,2025Q4,176,169,58,111,2,5,34.319526627218934,1.287584005868363,1.406956709888685,0.7992722126756234,1.1462938016239277,89,58
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,NONE_AHEAD,RESCUE_CONTEXT,2026Q1,213,211,69,142,1,1,32.70142180094787,1.4679958604490753,1.676013189204548,1.0654944634901002,1.2485811577752597,97,55
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,NONE_AHEAD,RESCUE_CONTEXT,2026Q2,196,190,46,144,6,0,24.210526315789473,1.52561360304826,1.7710126365273953,1.017720921117815,1.374599717903903,91,60
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,NONE_AHEAD,RESCUE_CONTEXT,2026Q3,133,131,29,102,2,0,22.137404580152673,1.3432993279007148,1.8882970029228057,0.932661346773053,1.5782397352363184,73,40
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,PD,ESCALATION_CONTEXT,2025Q2,78,76,18,58,0,2,23.68421052631579,0.9320692114382911,1.5370625260436337,0.6508641514570599,1.1292064730785576,59,24
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,PD,ESCALATION_CONTEXT,2025Q3,253,250,66,184,0,3,26.4,0.8878804832508186,1.3438997753057638,0.5891645999753339,1.0361794500723542,97,61
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,PD,ESCALATION_CONTEXT,2025Q4,219,215,64,151,0,4,29.767441860465116,1.2013501367781734,1.3938459564960153,0.6835544833132293,1.111736095026952,98,62
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,PD,ESCALATION_CONTEXT,2026Q1,200,196,62,134,4,0,31.632653061224488,1.3855315653713505,1.5818999367584832,0.9773018734969731,1.160529667582765,98,56
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,PD,ESCALATION_CONTEXT,2026Q2,179,179,43,136,0,0,24.022346368715084,1.3604044189948883,1.795828969775761,0.7546101181056599,1.3931650246305438,89,58
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,PD,ESCALATION_CONTEXT,2026Q3,109,105,19,86,2,2,18.095238095238095,1.145722839229921,1.9168336630422178,0.5835543766578112,1.3504929713607234,71,40
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,PM,RESCUE_CONTEXT,2025Q2,116,116,35,81,0,0,30.17241379310345,0.7859216017103879,1.348544022485593,0.5101414972996698,1.0864545149481601,66,24
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,PM,RESCUE_CONTEXT,2025Q3,288,284,85,199,0,4,29.929577464788732,0.9099867471699038,1.4404417894126784,0.6718405432919516,1.0316399112706733,98,64
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,PM,RESCUE_CONTEXT,2025Q4,327,317,92,225,1,9,29.022082018927446,1.2329223866729682,1.5540860845676832,0.7109170550120949,1.1169024571854127,106,63
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,PM,RESCUE_CONTEXT,2026Q1,258,254,81,173,4,0,31.88976377952756,1.3994699010824359,1.703532826409423,0.9373960478035119,1.2602410832526334,101,60
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,PM,RESCUE_CONTEXT,2026Q2,312,304,80,224,4,4,26.31578947368421,1.5670596294000358,1.867932862873931,0.993362118743842,1.3369523784129407,104,60
warning_c3_state,C3_ADVERSE_WARNING,nearest_ahead_level,PM,RESCUE_CONTEXT,2026Q3,207,199,52,147,6,2,26.13065326633166,1.5395008493800706,1.8063224926999126,1.054292619706475,1.3244549155334038,86,41
warning_c3_state,C3_ADVERSE_WARNING,premarket_rvol_20d_discovery_state,HIGH,ESCALATION_CONTEXT,2025Q2,57,57,11,46,0,0,19.29824561403509,0.7553015981222923,1.5538037861309741,0.558340738753549,1.2133486547351964,47,15
warning_c3_state,C3_ADVERSE_WARNING,premarket_rvol_20d_discovery_state,HIGH,ESCALATION_CONTEXT,2025Q3,199,195,54,141,2,2,27.692307692307693,1.0302408317431089,1.677808130342489,0.7944690399660223,1.262786951268628,84,57
warning_c3_state,C3_ADVERSE_WARNING,premarket_rvol_20d_discovery_state,HIGH,ESCALATION_CONTEXT,2025Q4,165,160,45,115,4,1,28.125,1.456615198190565,1.8963640584446302,0.7516047777687588,1.520079522862812,88,57
warning_c3_state,C3_ADVERSE_WARNING,premarket_rvol_20d_discovery_state,HIGH,ESCALATION_CONTEXT,2026Q1,177,174,51,123,3,0,29.310344827586206,1.5159076526624222,1.778760455512259,1.0429042904290449,1.277411113476675,87,53
warning_c3_state,C3_ADVERSE_WARNING,premarket_rvol_20d_discovery_state,HIGH,ESCALATION_CONTEXT,2026Q2,143,138,34,104,5,0,24.63768115942029,1.517200658138845,2.1599312827281287,0.8254612871899023,1.586206896551727,78,49
warning_c3_state,C3_ADVERSE_WARNING,premarket_rvol_20d_discovery_state,HIGH,ESCALATION_CONTEXT,2026Q3,89,84,17,67,4,1,20.238095238095237,1.6402920277382211,1.9355397955838738,0.9195510704517535,1.5448690009201402,60,33
warning_c3_state,C3_ADVERSE_WARNING,weekday,FRIDAY,ESCALATION_CONTEXT,2025Q2,86,85,16,69,0,1,18.823529411764707,0.8331497745352082,1.5291043164304423,0.47917092603304245,1.0889860919673775,59,6
warning_c3_state,C3_ADVERSE_WARNING,weekday,FRIDAY,ESCALATION_CONTEXT,2025Q3,154,150,42,108,1,3,28.0,0.8733246786267251,1.6577068595955777,0.6240843313603022,1.1888873209178075,80,12
warning_c3_state,C3_ADVERSE_WARNING,weekday,FRIDAY,ESCALATION_CONTEXT,2025Q4,172,165,48,117,0,7,29.09090909090909,1.2867041097147174,1.53347235102001,0.6777640464171863,1.0404806993070463,86,13
warning_c3_state,C3_ADVERSE_WARNING,weekday,FRIDAY,ESCALATION_CONTEXT,2026Q1,187,183,47,136,4,0,25.683060109289617,1.2868022687798675,1.6963238343761255,0.9583486914854331,1.3239845771932728,95,13
warning_c3_state,C3_ADVERSE_WARNING,weekday,FRIDAY,ESCALATION_CONTEXT,2026Q2,131,128,30,98,2,1,23.4375,1.604289174236486,1.7945502313987167,1.0053397164426507,1.1659192825112081,77,11
warning_c3_state,C3_ADVERSE_WARNING,weekday,FRIDAY,ESCALATION_CONTEXT,2026Q3,88,87,18,69,1,0,20.689655172413794,1.459563999958352,1.8181259257871722,0.9819441206302456,1.5083007327490094,58,7
warning_c3_state,C3_ADVERSE_WARNING,weekday,TUESDAY,ESCALATION_CONTEXT,2025Q2,63,63,17,46,0,0,26.984126984126984,0.9927054244646452,1.4483763327487826,0.692419825072878,1.0815437286025635,49,5
warning_c3_state,C3_ADVERSE_WARNING,weekday,TUESDAY,ESCALATION_CONTEXT,2025Q3,204,204,52,152,0,0,25.49019607843137,0.916003259621791,1.433795193745625,0.6645646528421867,1.1515509203215797,93,14
warning_c3_state,C3_ADVERSE_WARNING,weekday,TUESDAY,ESCALATION_CONTEXT,2025Q4,184,176,59,117,1,7,33.52272727272727,1.1702081334217287,1.4631200442153798,0.7580299336092386,1.139410001766402,93,13
warning_c3_state,C3_ADVERSE_WARNING,weekday,TUESDAY,ESCALATION_CONTEXT,2026Q1,175,174,50,124,1,0,28.735632183908045,1.3983614191128264,1.8353152649957065,0.9360028390607502,1.2325926893376762,89,13
warning_c3_state,C3_ADVERSE_WARNING,weekday,TUESDAY,ESCALATION_CONTEXT,2026Q2,160,157,38,119,1,2,24.203821656050955,1.31321059149655,1.7096588789578977,0.7527227896776143,1.3309834731543941,92,13
warning_c3_state,C3_ADVERSE_WARNING,weekday,TUESDAY,ESCALATION_CONTEXT,2026Q3,112,111,24,87,1,0,21.62162162162162,1.3523805327343386,1.6507322119744015,0.8271595819122071,1.4237972329003443,71,8
warning_c3_state,C3_ADVERSE_WARNING,weekday,WEDNESDAY,RESCUE_CONTEXT,2025Q2,62,60,22,38,0,2,36.666666666666664,0.9007615653008298,1.3557385267378177,0.5428171655229188,1.1113230901898385,47,5
warning_c3_state,C3_ADVERSE_WARNING,weekday,WEDNESDAY,RESCUE_CONTEXT,2025Q3,195,194,50,144,0,1,25.77319587628866,1.0466924438944625,1.3979650774609576,0.6549195161443844,1.041083622523236,86,13
warning_c3_state,C3_ADVERSE_WARNING,weekday,WEDNESDAY,RESCUE_CONTEXT,2025Q4,189,182,70,112,1,6,38.46153846153846,1.145273902160327,1.250289990247404,0.7779101548812006,0.7768629934557872,94,14
warning_c3_state,C3_ADVERSE_WARNING,weekday,WEDNESDAY,RESCUE_CONTEXT,2026Q1,139,139,51,88,0,0,36.69064748201439,1.5218135831136688,1.5530789347357157,1.0933163930589396,1.2533819225884721,85,12
warning_c3_state,C3_ADVERSE_WARNING,weekday,WEDNESDAY,RESCUE_CONTEXT,2026Q2,193,190,50,140,2,1,26.31578947368421,1.362523816265959,1.913543596943371,0.889834606828515,1.428232984736173,96,13
warning_c3_state,C3_ADVERSE_WARNING,weekday,WEDNESDAY,RESCUE_CONTEXT,2026Q3,122,116,28,88,3,3,24.137931034482758,1.5743307989870143,1.5832039510569362,1.1564837374804604,1.1559581376639705,80,9
warning_c3_state,C3_ADVERSE_WARNING,rth_short_ma_state,BOTH_FAVORABLE,RESCUE_CONTEXT,2025Q2,210,207,63,144,0,3,30.434782608695652,1.0174062391668863,1.3756685520670973,0.6760350041175991,1.0786505093657657,97,24
warning_c3_state,C3_ADVERSE_WARNING,rth_short_ma_state,BOTH_FAVORABLE,RESCUE_CONTEXT,2025Q3,713,706,202,504,2,5,28.611898016997166,0.9386530753707061,1.4364816680841157,0.6501806057238211,1.0691587078811917,110,64
warning_c3_state,C3_ADVERSE_WARNING,rth_short_ma_state,BOTH_FAVORABLE,RESCUE_CONTEXT,2025Q4,645,628,197,431,4,13,31.369426751592357,1.1760844527045868,1.4981661015568184,0.7529280535415592,1.1318553092182018,112,64
