warning_feature,warning_state,research_period,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
warning_c3_state,C3_ADVERSE_WARNING,DISCOVERY,2182,2138,643,1495,7,37,30.07483629560337,1.0500679097187706,1.4449142555999681,0.6889485970813298,1.0790622630166309,112,158
warning_c3_state,C3_ADVERSE_WARNING,VALIDATION,2142,2100,532,1568,31,11,25.333333333333332,1.4044033623287504,1.7848897485468382,0.8856825326428385,1.319269047095412,112,159
warning_c3_c4_state,C3_C4_ADVERSE,DISCOVERY,1694,1663,367,1296,6,25,22.06855081178593,0.9579554375874372,1.5579810088530923,0.5873834049198754,1.1703305423785397,112,158
warning_c3_c4_state,C3_C4_ADVERSE,VALIDATION,1623,1593,248,1345,20,10,15.568110483364721,1.2563769742197417,1.8981753586063612,0.7387862796833803,1.4418169672678693,112,159
warning_fast_recovery_state,RECOVERED_IN_1_BAR,DISCOVERY,722,702,449,253,0,20,63.96011396011396,1.4588155210434222,1.009695217338146,1.0945667065785567,0.6744019840021387,111,156
warning_fast_recovery_state,RECOVERED_IN_1_BAR,VALIDATION,772,751,476,275,15,6,63.38215712383489,1.8695160099375945,1.3649210314569782,1.3648832171353158,0.883682531809532,112,158
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,DISCOVERY,2405,2355,678,1677,9,41,28.78980891719745,0.9729490459395694,1.5480355147019393,0.6256440453408086,1.1538537707739625,112,158
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,VALIDATION,2380,2330,611,1719,34,16,26.223175965665234,1.280770524238105,1.8885318283299302,0.8054546404970668,1.4415809791235397,112,159
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,DISCOVERY,518,509,228,281,1,8,44.79371316306483,1.3912778560510197,1.1178331078473214,0.9826616028160625,0.8073547993016075,109,151
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,VALIDATION,586,573,204,369,7,6,35.602094240837694,1.7522287558390266,1.4118410180252057,1.2752304005250803,1.0236654537668421,111,149
warning_no_recovery_state,NO_RECOVERY_THROUGH_C10,DISCOVERY,1564,1530,262,1268,7,27,17.124183006535947,0.7520552809336941,1.8008627593131799,0.4519027682446556,1.4074282687583073,112,158
warning_no_recovery_state,NO_RECOVERY_THROUGH_C10,VALIDATION,1498,1467,272,1195,22,9,18.541240627130197,0.995098681301464,2.182345410345781,0.5519009206097012,1.7566718063891273,112,159
