warning_feature,warning_state,context_feature,context_state,effect_type,symbol,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,SCHW,6,6,3,3,0,0,50.0,0.6825076087860271,1.2433047044646823,0.640662883399866,0.6754294244171134,1,6
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,SHOP,6,6,2,4,0,0,33.333333333333336,2.3740271568206732,2.073276931284499,2.604424753663706,1.575354336120422,1,6
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,SLB,9,9,1,8,0,0,11.11111111111111,1.2002325509136802,1.4539216037416052,0.9768927296637295,1.3722126929674079,1,9
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,SNOW,5,5,1,4,0,0,20.0,0.6974390017780269,3.853065300579094,0.43428365698341775,3.3883418850829807,1,5
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,SPY,2,2,0,2,0,0,0.0,0.26560170484106976,0.8839448916259729,0.26560170484106976,0.8839448916259729,1,2
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,T,7,7,0,7,0,0,0.0,1.1002503509247776,1.6253075187630908,0.66357499370023,1.0396143200653896,1,7
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,TEAM,8,8,1,7,0,0,12.5,3.551479572679259,2.997528466288448,2.860804753762205,3.1875489688842076,1,8
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,TGT,4,4,0,4,0,0,0.0,0.5257314881855388,2.083857384628379,0.28390727291719614,1.9100641335248603,1,4
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,TMO,5,5,1,4,0,0,20.0,2.851603447387684,0.8882856470291983,3.1447311959786646,0.7733608306073144,1,5
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,TMUS,2,2,0,2,0,0,0.0,1.78480426331394,0.6429272286033163,1.78480426331394,0.6429272286033163,1,2
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,TQQQ,1,1,0,1,0,0,0.0,1.671541997492681,3.488717091516922,1.671541997492681,3.488717091516922,1,1
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,TSLA,7,7,3,4,0,0,42.857142857142854,1.3196968659022736,1.2634548119881828,0.9541106370274489,1.2874895819079752,1,7
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,TXN,4,4,0,4,0,0,0.0,0.9780487906014735,1.5247049523782286,0.8244997570816524,1.441904870902806,1,4
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,UBER,4,4,1,3,0,0,25.0,1.2207963255463063,2.0654579891431957,1.1787113536446674,1.9902783827298665,1,4
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,UNH,6,6,2,4,0,0,33.333333333333336,0.6963644955381166,1.4035978656687014,0.5859480922483229,1.6842132667396181,1,6
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,UPS,6,6,1,5,0,0,16.666666666666668,1.1419415692619317,1.216542574833331,0.7351620658730362,0.7613989938863934,1,6
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,URI,2,2,1,1,0,0,50.0,1.357524179288847,0.48374519478432904,1.357524179288847,0.48374519478432904,1,2
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,V,5,5,1,4,0,0,20.0,1.4279217535679707,0.873286908269419,1.0429042904290449,0.7240010905455716,1,5
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,VRTX,1,1,0,1,0,0,0.0,1.2224380212498551,1.0728789090493691,1.2224380212498551,1.0728789090493691,1,1
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,VZ,5,5,1,4,0,0,20.0,1.1019897146318531,0.8298004908944522,1.310223872897978,0.9919923509023524,1,5
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,WMT,6,6,1,5,0,0,16.666666666666668,1.2700755473591478,1.5734476724557631,1.207403634677013,0.9851360505727033,1,6
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,XOM,6,6,1,5,0,0,16.666666666666668,0.6361074149924746,1.3642404065878957,0.3340318155788339,1.4652758448160537,1,6
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,TWO_OF_3_CLEARED,ESCALATION_CONTEXT,AAPL,4,4,1,3,0,0,25.0,1.0711254468229492,1.0029756048399416,0.54942758479152,1.0420655370409246,1,4
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,TWO_OF_3_CLEARED,ESCALATION_CONTEXT,ABBV,5,5,1,4,0,0,20.0,0.311258609580885,2.2259755642045347,0.35700426852930384,1.7074117190531761,1,5
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,TWO_OF_3_CLEARED,ESCALATION_CONTEXT,ABNB,8,8,2,6,0,0,25.0,1.6418416040117958,1.6327188543195443,1.2908189483785968,1.4846926093229613,1,8
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,TWO_OF_3_CLEARED,ESCALATION_CONTEXT,ADBE,5,5,0,5,0,0,0.0,1.631086309262678,1.5294027497324874,0.7119012186783615,1.7536097816031795,1,5
warning_c3_state,C3_ADVERSE_WARNING,session_level_clear_state,TWO_OF_3_CLEARED,ESCALATION_CONTEXT,AMAT,6,6,1,5,0,0,16.666666666666668,2.0820075855711297,1.9211743886558699,0.9953355635904217,2.034055166394183,1,6
