warning_feature,warning_state,context_feature,context_state,effect_type,validation_subperiod,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
warning_fast_recovery_state,RECOVERED_IN_1_BAR,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,VALIDATION_OLDER,202,201,134,67,1,0,66.66666666666667,1.5523269170483749,1.087486101858181,1.2316996240829357,0.6541556261865891,94,74
warning_fast_recovery_state,RECOVERED_IN_1_BAR,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,VALIDATION_NEWER,202,196,126,70,3,3,64.28571428571429,1.6967250036221846,1.0841738415831017,1.1862599659563955,0.7425190557965884,91,75
warning_fast_recovery_state,RECOVERED_IN_1_BAR,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,VALIDATION_OLDER,128,123,77,46,5,0,62.60162601626016,2.309292485521083,1.7531903361613712,1.9265155394187607,1.2055766529802567,65,63
warning_fast_recovery_state,RECOVERED_IN_1_BAR,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,VALIDATION_NEWER,138,132,80,52,6,0,60.60606060606061,2.647367379291156,2.044910387055924,2.0501257001816002,1.5119455205670658,61,61
warning_fast_recovery_state,RECOVERED_IN_1_BAR,nearest_ahead_level,NONE_AHEAD,RESCUE_CONTEXT,VALIDATION_OLDER,94,92,65,27,2,0,70.65217391304348,1.8071529942691817,1.272125977622464,1.3474099103759127,0.9176246768873123,55,48
warning_fast_recovery_state,RECOVERED_IN_1_BAR,nearest_ahead_level,NONE_AHEAD,RESCUE_CONTEXT,VALIDATION_NEWER,88,85,51,34,3,0,60.0,1.8852470528213023,1.4242216245290094,1.650993041010908,0.890422425287331,61,57
warning_fast_recovery_state,RECOVERED_IN_1_BAR,premarket_rvol_20d_discovery_state,HIGH,ESCALATION_CONTEXT,VALIDATION_OLDER,84,81,47,34,3,0,58.02469135802469,2.095601626837633,1.4155552653121304,1.700578069889262,1.061116013276152,56,50
warning_fast_recovery_state,RECOVERED_IN_1_BAR,premarket_rvol_20d_discovery_state,HIGH,ESCALATION_CONTEXT,VALIDATION_NEWER,68,61,36,25,5,2,59.01639344262295,1.9388659910102475,1.2771579756873477,1.1862599659563955,0.8216677444278961,51,42
warning_fast_recovery_state,RECOVERED_IN_1_BAR,weekday,FRIDAY,ESCALATION_CONTEXT,VALIDATION_OLDER,79,77,43,34,2,0,55.84415584415584,1.8335160015771998,1.2660753164296636,1.5905192577576734,0.8042895442359291,60,16
warning_fast_recovery_state,RECOVERED_IN_1_BAR,weekday,FRIDAY,ESCALATION_CONTEXT,VALIDATION_NEWER,60,56,33,23,3,1,58.92857142857143,2.1643896728900858,1.5626178787230207,1.7246552810812887,0.973236271662951,45,14
warning_fast_recovery_state,RECOVERED_IN_1_BAR,weekday,THURSDAY,RESCUE_CONTEXT,VALIDATION_OLDER,90,89,58,31,1,0,65.1685393258427,1.6868473961584451,1.5439519863076656,1.3488617433657344,1.0301918695508383,60,16
warning_fast_recovery_state,RECOVERED_IN_1_BAR,weekday,THURSDAY,RESCUE_CONTEXT,VALIDATION_NEWER,83,78,51,27,3,2,65.38461538461539,2.1750097552330216,1.3088761869991652,1.7997494019820166,0.7164240206739533,56,17
warning_fast_recovery_state,RECOVERED_IN_1_BAR,weekday,WEDNESDAY,RESCUE_CONTEXT,VALIDATION_OLDER,75,73,50,23,1,1,68.4931506849315,1.7484368938314299,1.2769852070005272,1.0954030521486768,0.829369797859697,51,16
warning_fast_recovery_state,RECOVERED_IN_1_BAR,weekday,WEDNESDAY,RESCUE_CONTEXT,VALIDATION_NEWER,92,89,57,32,1,2,64.04494382022472,1.90859332622225,1.351306326821695,1.4485892342029203,0.8516550586962083,61,17
warning_fast_recovery_state,RECOVERED_IN_1_BAR,rth_short_ma_state,BOTH_FAVORABLE,RESCUE_CONTEXT,VALIDATION_OLDER,287,280,179,101,6,1,63.92857142857143,1.7883681027495484,1.338881415175599,1.3210663489236854,0.8963005284959259,103,74
warning_fast_recovery_state,RECOVERED_IN_1_BAR,rth_short_ma_state,BOTH_FAVORABLE,RESCUE_CONTEXT,VALIDATION_NEWER,269,260,166,94,8,1,63.84615384615385,1.8896809770511307,1.367544419599473,1.4643265136566586,0.8861864872732007,103,78
warning_fast_recovery_state,RECOVERED_IN_1_BAR,rth_short_ma_state,BOTH_OPPOSING,ESCALATION_CONTEXT,VALIDATION_OLDER,85,85,56,29,0,0,65.88235294117646,1.6969664810256728,1.2440185048961416,1.5188788766653625,0.7452675510508272,57,46
warning_fast_recovery_state,RECOVERED_IN_1_BAR,rth_short_ma_state,BOTH_OPPOSING,ESCALATION_CONTEXT,VALIDATION_NEWER,115,110,63,47,1,4,57.27272727272727,2.1225651284162974,1.547975493285122,1.3398203592814313,0.9470995094435232,60,58
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,market_prior_5d_consensus,MIXED,ESCALATION_CONTEXT,VALIDATION_OLDER,102,100,27,73,2,0,27.0,0.8921830657489483,1.8722846586242052,0.5422813079402908,1.500037907356702,62,7
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,market_prior_5d_consensus,MIXED,ESCALATION_CONTEXT,VALIDATION_NEWER,77,77,18,59,0,0,23.376623376623378,1.301859632067756,2.0979283623468166,0.8163728102500131,1.7205398135695396,62,6
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,VALIDATION_OLDER,278,272,80,192,5,1,29.41176470588235,1.3596182333880213,1.8365890085278278,0.9426320709943403,1.377086898490866,105,74
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,VALIDATION_NEWER,282,279,77,202,3,0,27.59856630824373,1.362233055724653,2.1657006637187557,0.9023070532567682,1.6223149901776206,97,79
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,session_level_clear_state,NONE_CLEARED,ESCALATION_CONTEXT,VALIDATION_OLDER,336,330,82,248,4,2,24.848484848484848,1.0838930774445528,1.8370347329255448,0.7333549632189087,1.500037907356702,105,75
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,session_level_clear_state,NONE_CLEARED,ESCALATION_CONTEXT,VALIDATION_NEWER,419,408,102,306,3,8,25.0,1.4180393874691322,1.9811449921367807,0.9032074532394437,1.4303922957088235,104,79
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,pd_level_structure_state,ALREADY_BEYOND_AT_C1_OPEN,RESCUE_CONTEXT,VALIDATION_OLDER,243,233,61,172,8,2,26.180257510729614,1.257633836279213,1.9418409302014366,0.7800312012480531,1.5576134194386821,102,72
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,pd_level_structure_state,ALREADY_BEYOND_AT_C1_OPEN,RESCUE_CONTEXT,VALIDATION_NEWER,210,207,61,146,3,0,29.468599033816425,1.4154282933299063,2.1604179207457883,1.0508608410242577,1.6015234814470887,95,68
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,pd_level_structure_state,C1_BREAK_HELD_THROUGH_C2,RESCUE_CONTEXT,VALIDATION_OLDER,89,86,23,63,3,0,26.74418604651163,1.3054910095619934,1.8910513468491934,0.8301351830287169,1.400346416933324,65,53
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,pd_level_structure_state,C1_BREAK_HELD_THROUGH_C2,RESCUE_CONTEXT,VALIDATION_NEWER,73,73,24,49,0,0,32.87671232876713,1.457051498806278,1.839916241373225,0.8843077616311779,1.4102317398355988,53,43
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,pd_level_structure_state,C2_BREAK,ESCALATION_CONTEXT,VALIDATION_OLDER,67,67,20,47,0,0,29.850746268656717,1.1485382440997505,1.524118540831802,0.698113207547165,1.1871830336560534,49,43
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,pd_level_structure_state,C2_BREAK,ESCALATION_CONTEXT,VALIDATION_NEWER,99,97,21,76,2,0,21.649484536082475,1.3716156346445134,2.055624754813576,0.7615726934899283,1.7329730736979403,61,55
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,pd_level_structure_state,NOT_CLEARED,ESCALATION_CONTEXT,VALIDATION_OLDER,738,726,184,542,9,3,25.34435261707989,1.2114888140391429,1.7559516490365594,0.7976614255619086,1.4309416673020563,112,79
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,pd_level_structure_state,NOT_CLEARED,ESCALATION_CONTEXT,VALIDATION_NEWER,778,758,192,566,9,11,25.329815303430077,1.2992784123951422,1.9940415173112749,0.7750442941709793,1.4638663147425446,111,80
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,c2_break_count_state,MULTIPLE_C2_LEVEL_BREAKS,ESCALATION_CONTEXT,VALIDATION_OLDER,80,76,21,55,4,0,27.63157894736842,1.1843229638634847,1.7224987806636065,0.8417973948707904,1.4442050684917707,66,44
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,c2_break_count_state,MULTIPLE_C2_LEVEL_BREAKS,ESCALATION_CONTEXT,VALIDATION_NEWER,98,95,16,79,3,0,16.842105263157894,1.0327624196188383,2.1699544270949316,0.5918626143113472,1.798595561372208,61,54
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,c2_break_count_state,NO_C2_LEVEL_BREAK,RESCUE_CONTEXT,VALIDATION_OLDER,842,822,215,607,15,5,26.155717761557177,1.2245743649320167,1.779754839976094,0.7862901221871496,1.4155802677107396,112,79
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,c2_break_count_state,NO_C2_LEVEL_BREAK,RESCUE_CONTEXT,VALIDATION_NEWER,868,850,234,616,8,10,27.529411764705884,1.4019813675847932,1.9972643261409504,0.8865919494954562,1.4329812945474978,111,80
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,c2_break_count_state,ONE_C2_LEVEL_BREAK,ESCALATION_CONTEXT,VALIDATION_OLDER,258,257,61,196,1,0,23.735408560311285,1.2360453580748383,1.7866340811846773,0.79191871170694,1.3950783024196531,95,77
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,c2_break_count_state,ONE_C2_LEVEL_BREAK,ESCALATION_CONTEXT,VALIDATION_NEWER,234,230,64,166,3,1,27.82608695652174,1.219513456133752,1.927862016328967,0.745385298792586,1.4743406007426874,96,75
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,relevant_level_cluster_state,TIGHT_CLUSTER,RESCUE_CONTEXT,VALIDATION_OLDER,159,157,54,103,0,2,34.394904458598724,0.9914702100738847,1.242141566545183,0.7240925333834832,1.0163453478625302,77,62
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,relevant_level_cluster_state,TIGHT_CLUSTER,RESCUE_CONTEXT,VALIDATION_NEWER,164,157,34,123,0,7,21.656050955414013,0.8287987639053738,1.5200634056686158,0.5064712985435647,1.2100441084174403,73,67
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,nearest_ahead_level,AH,ESCALATION_CONTEXT,VALIDATION_OLDER,232,229,53,176,2,1,23.14410480349345,1.0448342521602776,1.7635958856076854,0.6243339126396951,1.4155802677107396,99,70
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,nearest_ahead_level,AH,ESCALATION_CONTEXT,VALIDATION_NEWER,229,225,54,171,2,2,24.0,1.2353139137673215,1.8575684431077235,0.9414983503661357,1.3043478260869588,99,77
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,nearest_ahead_level,NONE_AHEAD,RESCUE_CONTEXT,VALIDATION_OLDER,279,273,80,193,5,1,29.304029304029303,1.3568232507044917,1.8413019307654679,0.9413375550896361,1.377187054141334,105,74
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,nearest_ahead_level,NONE_AHEAD,RESCUE_CONTEXT,VALIDATION_NEWER,285,282,77,205,3,0,27.30496453900709,1.3535236324826838,2.156754642908905,0.8918032786885336,1.6034061056255058,99,79
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,nearest_ahead_level,PM,ESCALATION_CONTEXT,VALIDATION_OLDER,406,396,100,296,8,2,25.252525252525253,1.2070220400226372,1.8506914861744355,0.8184101567795328,1.5232785398756647,110,77
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,nearest_ahead_level,PM,ESCALATION_CONTEXT,VALIDATION_NEWER,440,426,115,311,7,7,26.995305164319248,1.4570705001256163,2.0323132155358414,0.8755950753318842,1.5153520769697244,109,79
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,premarket_rvol_20d_discovery_state,LOW,ESCALATION_CONTEXT,VALIDATION_OLDER,178,175,41,134,0,3,23.428571428571427,1.1964976594128243,1.4978329757398456,0.8933295268241646,1.1736717415865336,85,59
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,premarket_rvol_20d_discovery_state,LOW,ESCALATION_CONTEXT,VALIDATION_NEWER,195,195,51,144,0,0,26.153846153846153,1.1549774275712872,1.885960532446103,0.7234185733512781,1.4782741065236895,91,68
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL,ESCALATION_CONTEXT,VALIDATION_OLDER,178,175,41,134,0,3,23.428571428571427,1.1964976594128243,1.4978329757398456,0.8933295268241646,1.1736717415865336,85,59
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL,ESCALATION_CONTEXT,VALIDATION_NEWER,195,195,51,144,0,0,26.153846153846153,1.1549774275712872,1.885960532446103,0.7234185733512781,1.4782741065236895,91,68
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,low_premarket_rvol_candidate,OTHER,RESCUE_CONTEXT,VALIDATION_OLDER,1002,980,256,724,20,2,26.122448979591837,1.2293019674547527,1.8270367275218702,0.7796257468484411,1.463760036293417,112,79
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,low_premarket_rvol_candidate,OTHER,RESCUE_CONTEXT,VALIDATION_NEWER,1005,980,263,717,14,11,26.836734693877553,1.3714189995474066,2.019540673571778,0.8427193906490611,1.5011178537208674,112,80
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,weekday,FRIDAY,ESCALATION_CONTEXT,VALIDATION_OLDER,242,236,59,177,5,1,25.0,1.1308218849519562,1.6767515487933506,0.7944355427352947,1.3784781696558688,97,16
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,weekday,FRIDAY,ESCALATION_CONTEXT,VALIDATION_NEWER,194,194,47,147,0,0,24.22680412371134,1.4435049619624156,1.911680478702099,0.9869459171110779,1.3583063728416382,88,14
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,weekday,MONDAY,RESCUE_CONTEXT,VALIDATION_OLDER,209,204,54,150,4,1,26.470588235294116,1.162167291952684,1.6890794358609493,0.698113207547165,1.4209644312671712,98,15
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,weekday,MONDAY,RESCUE_CONTEXT,VALIDATION_NEWER,217,212,63,149,4,1,29.71698113207547,1.2975909333350877,2.123220532315572,0.8745532569896585,1.4855655103759842,94,15
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,weekday,TUESDAY,ESCALATION_CONTEXT,VALIDATION_OLDER,235,230,59,171,5,0,25.652173913043477,1.2131592992144509,2.019233036821097,0.8475648323845688,1.484048698124946,101,16
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,weekday,TUESDAY,ESCALATION_CONTEXT,VALIDATION_NEWER,254,249,57,192,1,4,22.89156626506024,1.2238915076132917,1.7984566892914184,0.6737615790613545,1.4448214638863865,98,17
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,continuous_short_ma_state,BOTH_FAVORABLE,RESCUE_CONTEXT,VALIDATION_OLDER,1052,1029,273,756,18,5,26.53061224489796,1.260333595643232,1.7590944881461248,0.8239020943319606,1.3977636707126075,112,79
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,continuous_short_ma_state,BOTH_FAVORABLE,RESCUE_CONTEXT,VALIDATION_NEWER,1069,1045,282,763,14,10,26.985645933014354,1.3795216207678387,2.0415242048985935,0.8630835995994066,1.5309376993408352,112,80
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,continuous_short_ma_state,BOTH_OPPOSING,ESCALATION_CONTEXT,VALIDATION_OLDER,89,88,17,71,1,0,19.318181818181817,0.8992059963156588,1.922750085635941,0.5507105068342188,1.7709637704797203,60,48
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,continuous_short_ma_state,BOTH_OPPOSING,ESCALATION_CONTEXT,VALIDATION_NEWER,92,91,22,69,0,1,24.175824175824175,0.9865853917496247,1.6453420719625675,0.5693893004720905,1.2743859853566195,62,53
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,rth_short_ma_state,BOTH_FAVORABLE,RESCUE_CONTEXT,VALIDATION_OLDER,870,850,224,626,17,3,26.352941176470587,1.2204250753838102,1.7827696349745477,0.7688135886177473,1.3950783024196531,112,79
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,rth_short_ma_state,BOTH_FAVORABLE,RESCUE_CONTEXT,VALIDATION_NEWER,830,814,220,594,12,4,27.027027027027028,1.2996294435523352,1.9924003562993795,0.7944707077827493,1.4907561946724734,112,80
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,rth_short_ma_state,BOTH_OPPOSING,ESCALATION_CONTEXT,VALIDATION_OLDER,273,269,64,205,2,2,23.79182156133829,1.2722439364634885,1.7382959578448127,0.9458917835671398,1.444639906178372,102,68
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,rth_short_ma_state,BOTH_OPPOSING,ESCALATION_CONTEXT,VALIDATION_NEWER,341,332,88,244,2,7,26.50602409638554,1.4604241928925663,1.9939014503045247,0.9751672525229611,1.413741967375181,102,78
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,positive_candidate_state,OTHER,RESCUE_CONTEXT,VALIDATION_OLDER,228,226,77,149,0,2,34.07079646017699,1.5913122167436045,1.3031662301262474,1.157766361209442,1.0142455484251922,101,74
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,positive_candidate_state,OTHER,RESCUE_CONTEXT,VALIDATION_NEWER,248,242,91,151,4,2,37.603305785123965,1.7695782288574418,1.506009977592211,1.1741771551293472,0.9924713138431911,92,72
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,positive_candidate_state,POSITIVE_CANDIDATE,ESCALATION_CONTEXT,VALIDATION_OLDER,51,49,21,28,1,1,42.857142857142854,1.8585848701396845,1.3594501492505497,1.5568605496063104,1.0240388787642167,42,35
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,positive_candidate_state,POSITIVE_CANDIDATE,ESCALATION_CONTEXT,VALIDATION_NEWER,59,56,15,41,2,1,26.785714285714285,2.2092141757687838,1.4812627803277938,1.6116075911235965,1.0883648613630517,43,39
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,pd_level_structure_state,ALREADY_BEYOND_AT_C1_OPEN,ESCALATION_CONTEXT,VALIDATION_OLDER,71,70,25,45,0,1,35.714285714285715,1.8241565355877962,1.3514237938110563,1.3943409449529824,1.0722610722610688,56,39
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,pd_level_structure_state,ALREADY_BEYOND_AT_C1_OPEN,ESCALATION_CONTEXT,VALIDATION_NEWER,49,48,17,31,1,0,35.416666666666664,2.045759093140825,1.2918361296092948,1.48511736202883,0.7962097782457116,42,38
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,VALIDATION_OLDER,149,146,46,100,0,3,31.506849315068493,1.5237498894726123,1.2208839378981264,1.1496058926789126,0.94492440604752,86,65
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,VALIDATION_NEWER,172,169,72,97,2,1,42.603550295857985,1.703105681467553,1.2448236618049213,1.2111116821074257,0.8049125416861389,85,68
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,relevant_level_cluster_state,TIGHT_CLUSTER,RESCUE_CONTEXT,VALIDATION_OLDER,40,40,24,16,0,0,60.0,1.2025363133115607,0.7975307589057976,1.0339227097401738,0.5085232890614939,29,30
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,relevant_level_cluster_state,TIGHT_CLUSTER,RESCUE_CONTEXT,VALIDATION_NEWER,39,37,14,23,0,2,37.83783783783784,1.337809439059651,1.2175884574015352,0.8643357020536359,0.6595230908542113,31,29
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,VALIDATION_OLDER,90,89,28,61,1,0,31.46067415730337,2.027409197008711,1.696010233083441,1.5785987313203145,1.514268139205126,56,47
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,VALIDATION_NEWER,96,92,20,72,4,0,21.73913043478261,2.3342738728256074,2.07593082096981,1.687398694656622,1.5585622323451267,54,53
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,nearest_ahead_level,PD,ESCALATION_CONTEXT,VALIDATION_OLDER,70,69,24,45,0,1,34.78260869565217,1.5449722479508798,1.2304202799682962,1.1910278907892864,0.8774926828476883,54,40
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,nearest_ahead_level,PD,ESCALATION_CONTEXT,VALIDATION_NEWER,63,62,22,40,1,0,35.483870967741936,1.9703153676679035,1.2077657815051484,1.1317775048254008,0.9580291970803065,43,36
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,premarket_rvol_20d_discovery_state,HIGH,RESCUE_CONTEXT,VALIDATION_OLDER,57,56,20,36,1,0,35.714285714285715,2.1513248616499,1.3501797260236246,1.8431128127504168,1.0778947730487634,48,34
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,premarket_rvol_20d_discovery_state,HIGH,RESCUE_CONTEXT,VALIDATION_NEWER,32,29,12,17,3,0,41.37931034482759,2.2049413739844717,1.840125012962283,1.650988784132747,1.243179947914792,28,23
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,weekday,FRIDAY,ESCALATION_CONTEXT,VALIDATION_OLDER,70,69,19,50,1,0,27.536231884057973,1.393590062935052,1.4504098586773921,1.161242930580869,1.2957198775938679,58,16
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,weekday,FRIDAY,ESCALATION_CONTEXT,VALIDATION_NEWER,45,45,15,30,0,0,33.333333333333336,2.018164365732668,1.342922898384641,1.5863199161048613,0.8398707891093778,38,13
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,weekday,MONDAY,RESCUE_CONTEXT,VALIDATION_OLDER,52,51,20,31,0,1,39.21568627450981,1.6617679837585508,1.1201192039895362,1.1535810813876868,0.9190532841129702,44,15
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,weekday,MONDAY,RESCUE_CONTEXT,VALIDATION_NEWER,70,69,26,43,1,0,37.68115942028985,1.940858233608036,1.4403923469449031,1.1081953191288423,1.0856715793938565,53,15
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,continuous_short_ma_state,BOTH_FAVORABLE,RESCUE_CONTEXT,VALIDATION_OLDER,255,251,93,158,1,3,37.05179282868526,1.7146959583948365,1.2600054430394974,1.284821814467008,0.9903584832405782,103,73
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,continuous_short_ma_state,BOTH_FAVORABLE,RESCUE_CONTEXT,VALIDATION_NEWER,279,270,95,175,6,3,35.18518518518518,1.9041939968262298,1.5437338592364325,1.3621621621621647,1.025298554368327,95,73
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,rth_short_ma_state,BOTH_FAVORABLE,RESCUE_CONTEXT,VALIDATION_OLDER,208,205,77,128,1,2,37.5609756097561,1.6581952223909935,1.2876302675085327,1.2143429039197933,1.0003657013144402,98,70
warning_slow_recovery_state,RECOVERED_IN_3PLUS_BARS,rth_short_ma_state,BOTH_FAVORABLE,RESCUE_CONTEXT,VALIDATION_NEWER,200,195,66,129,4,1,33.84615384615385,1.7514533722761882,1.4110518992327985,1.2111116821074257,0.9605063881310215,89,70
warning_no_recovery_state,NO_RECOVERY_THROUGH_C10,market_prior_5d_consensus,CONSENSUS_ALIGNED,ESCALATION_CONTEXT,VALIDATION_OLDER,369,359,65,294,9,1,18.105849582172702,0.9547797249415055,2.0400695560344606,0.5747126436781531,1.687757713635718,106,70
warning_no_recovery_state,NO_RECOVERY_THROUGH_C10,market_prior_5d_consensus,CONSENSUS_ALIGNED,ESCALATION_CONTEXT,VALIDATION_NEWER,399,392,64,328,2,5,16.3265306122449,0.9506897808471785,2.241982513945139,0.47728477991869034,1.777233736380782,108,74
warning_no_recovery_state,NO_RECOVERY_THROUGH_C10,market_prior_5d_consensus,CONSENSUS_OPPOSING,RESCUE_CONTEXT,VALIDATION_OLDER,315,309,50,259,5,1,16.181229773462782,1.0963861207753776,2.042663968038837,0.6168687349269094,1.6968867601778923,108,71
warning_no_recovery_state,NO_RECOVERY_THROUGH_C10,market_prior_5d_consensus,CONSENSUS_OPPOSING,RESCUE_CONTEXT,VALIDATION_NEWER,289,283,66,217,4,2,23.32155477031802,1.1258237518496774,2.4190379567231646,0.6341828494899018,1.860385731353472,104,69
warning_no_recovery_state,NO_RECOVERY_THROUGH_C10,positive_candidate_state,OTHER,ESCALATION_CONTEXT,VALIDATION_OLDER,652,638,111,527,12,2,17.398119122257054,0.9288330401993479,2.0373986742361794,0.5507867627817782,1.599829075999371,112,79
warning_no_recovery_state,NO_RECOVERY_THROUGH_C10,positive_candidate_state,OTHER,ESCALATION_CONTEXT,VALIDATION_NEWER,625,615,114,501,3,7,18.536585365853657,0.952501879046076,2.2272053545108013,0.4874055884213277,1.7642642642642643,111,80
warning_no_recovery_state,NO_RECOVERY_THROUGH_C10,positive_candidate_state,POSITIVE_CANDIDATE,RESCUE_CONTEXT,VALIDATION_OLDER,109,105,20,85,4,0,19.047619047619047,1.3372545755614258,2.08856278636314,0.7542712151113526,1.8855386660021562,63,54
warning_no_recovery_state,NO_RECOVERY_THROUGH_C10,positive_candidate_state,POSITIVE_CANDIDATE,RESCUE_CONTEXT,VALIDATION_NEWER,112,109,27,82,3,0,24.770642201834864,1.2855737432109382,2.867078560831772,0.7362883852033573,2.218523173947782,65,55
warning_no_recovery_state,NO_RECOVERY_THROUGH_C10,negative_candidate_state,NEGATIVE_CANDIDATE,ESCALATION_CONTEXT,VALIDATION_OLDER,50,50,7,43,0,0,14.0,0.4694532746858733,2.038477527247848,0.2487206648042278,1.5146267129130262,39,26
warning_no_recovery_state,NO_RECOVERY_THROUGH_C10,negative_candidate_state,NEGATIVE_CANDIDATE,ESCALATION_CONTEXT,VALIDATION_NEWER,45,45,4,41,0,0,8.88888888888889,0.5927564101065959,1.8857107180152963,0.32442016076101843,1.4959468789689627,32,27
warning_no_recovery_state,NO_RECOVERY_THROUGH_C10,negative_candidate_state,OTHER,RESCUE_CONTEXT,VALIDATION_OLDER,711,693,124,569,16,2,17.893217893217894,1.0237513744189546,2.045166530173247,0.6106204339766527,1.6968867601778923,112,79
