warning_feature,warning_state,context_feature,context_state,effect_type,research_period,direction,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
warning_c3_c4_state,C3_C4_ADVERSE,c2_break_count_state,MULTIPLE_C2_LEVEL_BREAKS,ESCALATION_CONTEXT,DISCOVERY,BEAR,64,63,10,53,0,1,15.873015873015873,0.7959326255656156,1.563728583796323,0.4816890595527825,1.2560855675911773,49,45
warning_c3_c4_state,C3_C4_ADVERSE,c2_break_count_state,MULTIPLE_C2_LEVEL_BREAKS,ESCALATION_CONTEXT,DISCOVERY,BULL,59,58,14,44,0,1,24.137931034482758,0.8645116088825231,1.6859535686253506,0.6901394986285568,1.1685556713806173,46,44
warning_c3_c4_state,C3_C4_ADVERSE,c2_break_count_state,MULTIPLE_C2_LEVEL_BREAKS,ESCALATION_CONTEXT,VALIDATION,BEAR,68,68,9,59,0,0,13.235294117647058,1.068012503193161,2.026225156891307,0.5287370767688115,1.7761908326874387,49,46
warning_c3_c4_state,C3_C4_ADVERSE,c2_break_count_state,MULTIPLE_C2_LEVEL_BREAKS,ESCALATION_CONTEXT,VALIDATION,BULL,63,61,7,54,2,0,11.475409836065573,0.9949545296965315,1.7982058950897208,0.6377202028918463,1.4411451784505223,52,52
warning_c3_c4_state,C3_C4_ADVERSE,c2_break_count_state,NO_C2_LEVEL_BREAK,RESCUE_CONTEXT,DISCOVERY,BEAR,649,638,132,506,4,7,20.689655172413794,1.0346557922536228,1.5496994866079752,0.6138222158778047,1.20414449733968,111,152
warning_c3_c4_state,C3_C4_ADVERSE,c2_break_count_state,NO_C2_LEVEL_BREAK,RESCUE_CONTEXT,DISCOVERY,BULL,564,553,143,410,2,9,25.858951175406872,0.9070582449844142,1.5036095827538816,0.5796609296712737,1.1127697200450541,111,148
warning_c3_c4_state,C3_C4_ADVERSE,c2_break_count_state,NO_C2_LEVEL_BREAK,RESCUE_CONTEXT,VALIDATION,BEAR,531,521,95,426,6,4,18.234165067178502,1.3350822021873436,1.8113066082076836,0.7903359829421716,1.3790013441529256,110,148
warning_c3_c4_state,C3_C4_ADVERSE,c2_break_count_state,NO_C2_LEVEL_BREAK,RESCUE_CONTEXT,VALIDATION,BULL,625,610,92,518,10,5,15.081967213114755,1.255632442462927,1.9633397919148272,0.7489597780860019,1.4209644312671712,112,149
warning_c3_c4_state,C3_C4_ADVERSE,c2_break_count_state,ONE_C2_LEVEL_BREAK,ESCALATION_CONTEXT,DISCOVERY,BEAR,178,174,29,145,0,4,16.666666666666668,0.8798952019079247,1.7219558725212383,0.4883167699851224,1.31157900989168,90,94
warning_c3_c4_state,C3_C4_ADVERSE,c2_break_count_state,ONE_C2_LEVEL_BREAK,ESCALATION_CONTEXT,DISCOVERY,BULL,180,177,39,138,0,3,22.033898305084747,1.0063157390523818,1.552061234970737,0.6429265562715449,1.1461542584891289,91,94
warning_c3_c4_state,C3_C4_ADVERSE,c2_break_count_state,ONE_C2_LEVEL_BREAK,ESCALATION_CONTEXT,VALIDATION,BEAR,165,164,21,143,1,0,12.804878048780488,1.117839212662549,1.9689818371451675,0.5760413809318543,1.6891658013153326,83,91
warning_c3_c4_state,C3_C4_ADVERSE,c2_break_count_state,ONE_C2_LEVEL_BREAK,ESCALATION_CONTEXT,VALIDATION,BULL,171,169,24,145,1,1,14.201183431952662,1.3195932607046479,1.8473400171044625,0.7240925333834832,1.3586956521739157,85,101
warning_c3_c4_state,C3_C4_ADVERSE,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,DISCOVERY,BEAR,522,513,111,402,0,9,21.637426900584796,0.9305037151720433,1.4005496196298544,0.6152937697681944,1.0928881294361186,109,143
warning_c3_c4_state,C3_C4_ADVERSE,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,DISCOVERY,BULL,466,460,118,342,1,5,25.652173913043477,0.94607828671837,1.4757217382539491,0.6099198774773631,1.0731781075469664,109,138
warning_c3_c4_state,C3_C4_ADVERSE,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,VALIDATION,BEAR,431,427,74,353,1,3,17.330210772833723,1.123219078574147,1.7466323953750433,0.5976151246893201,1.351613888040855,107,141
warning_c3_c4_state,C3_C4_ADVERSE,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,VALIDATION,BULL,479,474,75,399,4,1,15.822784810126583,1.012213509488029,1.741955427009301,0.6333567909922497,1.3102547986268955,111,145
warning_c3_c4_state,C3_C4_ADVERSE,relevant_level_cluster_state,TIGHT_CLUSTER,RESCUE_CONTEXT,DISCOVERY,BEAR,147,143,34,109,1,3,23.776223776223777,0.7048468313453127,1.354964718710725,0.4983475451907139,1.0165766095796314,76,85
warning_c3_c4_state,C3_C4_ADVERSE,relevant_level_cluster_state,TIGHT_CLUSTER,RESCUE_CONTEXT,DISCOVERY,BULL,179,171,56,115,0,8,32.748538011695906,0.7138832980421341,1.171581833283756,0.49494375310019395,0.8619532135123512,84,92
warning_c3_c4_state,C3_C4_ADVERSE,relevant_level_cluster_state,TIGHT_CLUSTER,RESCUE_CONTEXT,VALIDATION,BEAR,111,110,24,86,0,1,21.818181818181817,1.0333308353388968,1.4474624293954528,0.5835543766578112,1.3341968911917113,66,68
warning_c3_c4_state,C3_C4_ADVERSE,relevant_level_cluster_state,TIGHT_CLUSTER,RESCUE_CONTEXT,VALIDATION,BULL,117,112,20,92,0,5,17.857142857142858,0.8337819034809989,1.3014090669294187,0.5791195238350496,1.027391076684191,67,76
warning_c3_c4_state,C3_C4_ADVERSE,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,DISCOVERY,BEAR,208,205,26,179,3,0,12.682926829268293,1.3827577858446491,2.1809929120997853,0.7689793123857506,1.6370978966195096,75,105
warning_c3_c4_state,C3_C4_ADVERSE,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,DISCOVERY,BULL,153,152,21,131,1,0,13.81578947368421,1.126843081088471,2.1075448727147927,0.6729151646238836,1.626863279371695,75,79
warning_c3_c4_state,C3_C4_ADVERSE,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,VALIDATION,BEAR,222,216,27,189,6,0,12.5,1.6540082165759467,2.3018118499383,1.2439134549759514,1.8180073074000442,85,100
warning_c3_c4_state,C3_C4_ADVERSE,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,VALIDATION,BULL,263,254,28,226,9,0,11.023622047244094,1.865779869728757,2.5460379235516553,1.1769771781254388,2.0194511552995222,92,118
warning_c3_c4_state,C3_C4_ADVERSE,nearest_ahead_level,AH,ESCALATION_CONTEXT,DISCOVERY,BEAR,172,169,36,133,1,2,21.301775147928993,1.025899735973135,1.5128043559709583,0.6657850688871909,1.0937783208891931,88,99
warning_c3_c4_state,C3_C4_ADVERSE,nearest_ahead_level,AH,ESCALATION_CONTEXT,DISCOVERY,BULL,120,114,26,88,1,5,22.80701754385965,0.7734688419638134,1.562250842898106,0.553052686496525,1.1334230115160195,74,85
warning_c3_c4_state,C3_C4_ADVERSE,nearest_ahead_level,AH,ESCALATION_CONTEXT,VALIDATION,BEAR,164,162,19,143,1,1,11.728395061728396,1.1738130068779853,1.9402316861557334,0.6589303414457603,1.4649552922671325,83,97
warning_c3_c4_state,C3_C4_ADVERSE,nearest_ahead_level,AH,ESCALATION_CONTEXT,VALIDATION,BULL,152,150,24,126,1,1,16.0,1.0995211443271562,1.6997022937619313,0.7278234561294938,1.2115663690876841,83,87
warning_c3_c4_state,C3_C4_ADVERSE,nearest_ahead_level,PD,ESCALATION_CONTEXT,DISCOVERY,BEAR,227,224,44,180,0,3,19.642857142857142,1.051442955052568,1.534631278258464,0.5566379070414773,1.189801699716719,92,110
warning_c3_c4_state,C3_C4_ADVERSE,nearest_ahead_level,PD,ESCALATION_CONTEXT,DISCOVERY,BULL,226,225,48,177,0,1,21.333333333333332,0.902675630392391,1.4330404908686065,0.5971031021280204,1.0754749171454268,95,110
warning_c3_c4_state,C3_C4_ADVERSE,nearest_ahead_level,PD,ESCALATION_CONTEXT,VALIDATION,BEAR,159,158,25,133,1,0,15.822784810126583,1.0943776993118204,1.7794199554590573,0.5835543766578112,1.4662502169009233,84,85
warning_c3_c4_state,C3_C4_ADVERSE,nearest_ahead_level,PD,ESCALATION_CONTEXT,VALIDATION,BULL,182,179,23,156,2,1,12.849162011173185,1.2140527850581078,1.867753282880866,0.7636260159480683,1.4330189411565901,91,98
warning_c3_c4_state,C3_C4_ADVERSE,nearest_ahead_level,PM,RESCUE_CONTEXT,DISCOVERY,BEAR,307,301,58,243,1,5,19.269102990033222,0.9264906063581952,1.5973039593820888,0.5187410720872313,1.2151748666271556,100,133
warning_c3_c4_state,C3_C4_ADVERSE,nearest_ahead_level,PM,RESCUE_CONTEXT,DISCOVERY,BULL,273,267,74,193,0,6,27.715355805243444,0.920448036705495,1.6088476820830733,0.531025834507455,1.1416434355502336,102,123
warning_c3_c4_state,C3_C4_ADVERSE,nearest_ahead_level,PM,RESCUE_CONTEXT,VALIDATION,BEAR,261,256,49,207,2,3,19.140625,1.29521991014716,1.8545038548146124,0.8113590263691631,1.4413449909792102,102,110
warning_c3_c4_state,C3_C4_ADVERSE,nearest_ahead_level,PM,RESCUE_CONTEXT,VALIDATION,BULL,323,312,53,259,8,3,16.987179487179485,1.360928136331749,2.0592621956031607,0.7650882969541066,1.5941790526335085,109,127
warning_c3_c4_state,C3_C4_ADVERSE,premarket_rvol_20d_discovery_state,HIGH,ESCALATION_CONTEXT,DISCOVERY,BEAR,188,184,36,148,4,0,19.565217391304348,0.9134003375957571,1.9505932906051255,0.6415620361934677,1.562501559227735,90,96
warning_c3_c4_state,C3_C4_ADVERSE,premarket_rvol_20d_discovery_state,HIGH,ESCALATION_CONTEXT,DISCOVERY,BULL,164,161,36,125,1,2,22.36024844720497,1.0935364275422046,1.7568158533920208,0.6029046261746807,1.427416922154035,85,88
warning_c3_c4_state,C3_C4_ADVERSE,premarket_rvol_20d_discovery_state,HIGH,ESCALATION_CONTEXT,VALIDATION,BEAR,120,117,18,99,3,0,15.384615384615385,1.5853909042030816,2.1420035335108043,1.1278770034050003,1.7108801448844642,78,74
warning_c3_c4_state,C3_C4_ADVERSE,premarket_rvol_20d_discovery_state,HIGH,ESCALATION_CONTEXT,VALIDATION,BULL,161,156,24,132,5,0,15.384615384615385,1.2084801708503627,2.2219126380116414,0.6438475988356266,1.6872715962988858,75,83
warning_c3_c4_state,C3_C4_ADVERSE,weekday,FRIDAY,ESCALATION_CONTEXT,DISCOVERY,BEAR,178,174,33,141,1,3,18.96551724137931,0.9206250612925576,1.6633642494448146,0.49731318083642184,1.1942374019283646,84,32
warning_c3_c4_state,C3_C4_ADVERSE,weekday,FRIDAY,ESCALATION_CONTEXT,DISCOVERY,BULL,170,166,40,126,0,4,24.096385542168676,0.8896741767209975,1.6883330333561566,0.4997595705510619,1.2031074392101138,88,32
warning_c3_c4_state,C3_C4_ADVERSE,weekday,FRIDAY,ESCALATION_CONTEXT,VALIDATION,BEAR,140,139,24,115,1,0,17.26618705035971,1.1651387002832678,1.6576141734625354,0.8360440737705097,1.3743027341248086,75,29
warning_c3_c4_state,C3_C4_ADVERSE,weekday,FRIDAY,ESCALATION_CONTEXT,VALIDATION,BULL,149,146,15,131,2,1,10.273972602739725,1.3157886071680038,2.108278531441018,0.6438475988356266,1.5922707400010863,80,30
warning_c3_c4_state,C3_C4_ADVERSE,weekday,MONDAY,RESCUE_CONTEXT,DISCOVERY,BEAR,154,151,31,120,1,2,20.52980132450331,0.8662599159487788,1.5739385166476596,0.65630673718783,1.2705123908288727,86,29
warning_c3_c4_state,C3_C4_ADVERSE,weekday,MONDAY,RESCUE_CONTEXT,DISCOVERY,BULL,144,143,34,109,0,1,23.776223776223777,0.8639663563837908,1.4045967818807652,0.582106576854502,1.153122903455734,81,28
warning_c3_c4_state,C3_C4_ADVERSE,weekday,MONDAY,RESCUE_CONTEXT,VALIDATION,BEAR,129,128,19,109,1,0,14.84375,1.0596725296887906,2.0127564779465024,0.5184813513965585,1.5946572168461248,78,27
warning_c3_c4_state,C3_C4_ADVERSE,weekday,MONDAY,RESCUE_CONTEXT,VALIDATION,BULL,158,153,25,128,4,1,16.33986928104575,1.2916699693784068,1.8665685141808375,0.8176125265581509,1.2528305917836762,82,29
warning_c3_c4_state,C3_C4_ADVERSE,weekday,TUESDAY,ESCALATION_CONTEXT,DISCOVERY,BEAR,174,173,25,148,1,0,14.45086705202312,1.037660025503302,1.6908746628401392,0.663055843909055,1.371907515408888,90,32
warning_c3_c4_state,C3_C4_ADVERSE,weekday,TUESDAY,ESCALATION_CONTEXT,DISCOVERY,BULL,189,183,47,136,0,6,25.683060109289617,0.9675132917384435,1.3609963610447775,0.583537050180055,1.1318553092182018,92,30
warning_c3_c4_state,C3_C4_ADVERSE,weekday,TUESDAY,ESCALATION_CONTEXT,VALIDATION,BEAR,150,149,20,129,0,1,13.422818791946309,1.1431035998893866,1.7958230361788348,0.591598839183862,1.4444276810099717,83,33
warning_c3_c4_state,C3_C4_ADVERSE,weekday,TUESDAY,ESCALATION_CONTEXT,VALIDATION,BULL,177,174,25,149,2,1,14.367816091954023,1.1549618052560837,2.0307186795277903,0.7554296506137896,1.5143629434380375,91,29
warning_c3_c4_state,C3_C4_ADVERSE,weekday,WEDNESDAY,RESCUE_CONTEXT,DISCOVERY,BEAR,195,190,43,147,0,5,22.63157894736842,0.9390659582548122,1.4732740839037148,0.6138222158778047,1.1356008821796912,94,33
warning_c3_c4_state,C3_C4_ADVERSE,weekday,WEDNESDAY,RESCUE_CONTEXT,DISCOVERY,BULL,150,148,41,107,1,1,27.7027027027027,1.0797189513889154,1.4585276690386386,0.6827092090911382,0.964990658794057,82,32
warning_c3_c4_state,C3_C4_ADVERSE,weekday,WEDNESDAY,RESCUE_CONTEXT,VALIDATION,BEAR,168,165,34,131,1,2,20.606060606060606,1.5542648392720826,1.795116924687977,1.1347308426253027,1.432053000304597,85,31
warning_c3_c4_state,C3_C4_ADVERSE,weekday,WEDNESDAY,RESCUE_CONTEXT,VALIDATION,BULL,167,164,22,142,2,1,13.414634146341463,1.1575078204806708,1.8637949078811038,0.787782127495044,1.408450704225355,86,32
warning_fast_recovery_state,RECOVERED_IN_1_BAR,market_prior_5d_consensus,CONSENSUS_ALIGNED,ESCALATION_CONTEXT,DISCOVERY,BEAR,91,90,61,29,0,1,67.77777777777777,1.6826014084422372,1.032865026912362,1.196581196581188,0.6632582561834952,59,39
warning_fast_recovery_state,RECOVERED_IN_1_BAR,market_prior_5d_consensus,CONSENSUS_ALIGNED,ESCALATION_CONTEXT,DISCOVERY,BULL,249,241,141,100,0,8,58.50622406639004,1.286863462195948,0.9401157239586746,0.8956445151575417,0.6893873191572129,95,90
warning_fast_recovery_state,RECOVERED_IN_1_BAR,market_prior_5d_consensus,CONSENSUS_ALIGNED,ESCALATION_CONTEXT,VALIDATION,BEAR,161,153,86,67,4,4,56.209150326797385,1.9585713976777734,1.3628813781427722,1.3254211332312436,0.9337300831122388,81,59
warning_fast_recovery_state,RECOVERED_IN_1_BAR,market_prior_5d_consensus,CONSENSUS_ALIGNED,ESCALATION_CONTEXT,VALIDATION,BULL,212,208,122,86,4,0,58.65384615384615,1.7114947034927506,1.3576025426785905,1.2657568289280823,0.9234575647896279,96,72
warning_fast_recovery_state,RECOVERED_IN_1_BAR,market_prior_5d_consensus,CONSENSUS_OPPOSING,RESCUE_CONTEXT,DISCOVERY,BEAR,232,222,150,72,0,10,67.56756756756756,1.5165693743904622,0.9232214831219993,1.1207082011556768,0.5772964943705868,88,87
warning_fast_recovery_state,RECOVERED_IN_1_BAR,market_prior_5d_consensus,CONSENSUS_OPPOSING,RESCUE_CONTEXT,DISCOVERY,BULL,106,106,67,39,0,0,63.20754716981132,1.4022010003164946,1.315010950606869,1.1303283861509106,0.8549421749300864,71,36
warning_fast_recovery_state,RECOVERED_IN_1_BAR,market_prior_5d_consensus,CONSENSUS_OPPOSING,RESCUE_CONTEXT,VALIDATION,BEAR,184,179,121,58,3,2,67.59776536312849,1.8373760730297755,1.313668770187332,1.34720107171563,0.8222226207242163,88,71
warning_fast_recovery_state,RECOVERED_IN_1_BAR,market_prior_5d_consensus,CONSENSUS_OPPOSING,RESCUE_CONTEXT,VALIDATION,BULL,150,146,107,39,4,0,73.28767123287672,2.1787868212726282,1.3191863233121206,1.768193674803535,0.8113150457258752,79,62
warning_fast_recovery_state,RECOVERED_IN_1_BAR,positive_candidate_state,OTHER,ESCALATION_CONTEXT,DISCOVERY,BEAR,265,256,173,83,0,9,67.578125,1.484958967969735,0.9909772426338751,1.1298606016140877,0.6021762862274112,100,117
warning_fast_recovery_state,RECOVERED_IN_1_BAR,positive_candidate_state,OTHER,ESCALATION_CONTEXT,DISCOVERY,BULL,326,317,187,130,0,9,58.99053627760252,1.2953588695252911,1.0134195860165707,0.9339760510630069,0.7323176753968956,99,132
warning_fast_recovery_state,RECOVERED_IN_1_BAR,positive_candidate_state,OTHER,ESCALATION_CONTEXT,VALIDATION,BEAR,309,297,184,113,6,6,61.95286195286195,1.7854933716874906,1.2663555043791235,1.27659574468085,0.8061009465832585,100,130
warning_fast_recovery_state,RECOVERED_IN_1_BAR,positive_candidate_state,OTHER,ESCALATION_CONTEXT,VALIDATION,BULL,328,322,198,124,6,0,61.49068322981366,1.8217314895340513,1.3555256928657269,1.3755410860505695,0.884732491840278,105,134
warning_fast_recovery_state,RECOVERED_IN_1_BAR,positive_candidate_state,POSITIVE_CANDIDATE,RESCUE_CONTEXT,DISCOVERY,BEAR,88,86,60,26,0,2,69.76744186046511,1.873305779845135,0.855833549604629,1.3277019033195434,0.6303216146065117,49,58
warning_fast_recovery_state,RECOVERED_IN_1_BAR,positive_candidate_state,POSITIVE_CANDIDATE,RESCUE_CONTEXT,DISCOVERY,BULL,43,43,29,14,0,0,67.44186046511628,1.6886692927849793,1.4116939584547692,1.4405961030383088,0.8647601277405091,37,26
warning_fast_recovery_state,RECOVERED_IN_1_BAR,positive_candidate_state,POSITIVE_CANDIDATE,RESCUE_CONTEXT,VALIDATION,BEAR,72,71,48,23,1,0,67.6056338028169,2.238670175260019,1.6627861829590391,1.705113825707668,0.9418243210652971,48,42
warning_fast_recovery_state,RECOVERED_IN_1_BAR,positive_candidate_state,POSITIVE_CANDIDATE,RESCUE_CONTEXT,VALIDATION,BULL,63,61,46,15,2,0,75.40983606557377,2.1085194703888583,1.5568595714068043,1.7407790417097515,1.0522368821916412,42,37
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,DISCOVERY,BEAR,67,65,43,22,0,2,66.15384615384616,1.4791325880417752,1.1871532969149519,1.1519848823236154,0.9162065408652333,45,49
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,DISCOVERY,BULL,107,104,66,38,0,3,63.46153846153846,1.4878979257509992,1.2288034609248344,1.1486826046378087,0.8647601277405091,70,71
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,VALIDATION,BEAR,89,85,49,36,4,0,57.64705882352941,1.9558731384029888,1.3842053019840828,1.641003015229725,0.9166945466711306,58,62
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,ALL_3_CLEARED,RESCUE_CONTEXT,VALIDATION,BULL,93,92,67,25,1,0,72.82608695652173,1.7387248687280825,1.3087857309514097,1.33611214206184,0.7752303305921354,60,68
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,NONE_CLEARED,RESCUE_CONTEXT,DISCOVERY,BEAR,117,116,80,36,0,1,68.96551724137932,1.6699283247191414,0.8800218075393268,1.2070984220636134,0.5507295747459289,70,76
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,NONE_CLEARED,RESCUE_CONTEXT,DISCOVERY,BULL,82,80,48,32,0,2,60.0,1.4555518499420848,0.9824280583466075,1.0744467815067351,0.67503522028666,57,55
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,NONE_CLEARED,RESCUE_CONTEXT,VALIDATION,BEAR,134,129,89,40,1,4,68.9922480620155,1.9380807495187398,1.1272200828662686,1.4755740543657234,0.7000196606085319,69,81
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,NONE_CLEARED,RESCUE_CONTEXT,VALIDATION,BULL,116,115,68,47,1,0,59.130434782608695,1.8138643638255163,1.4043108427303626,1.266650567416495,0.770543989472741,70,74
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,ONE_OF_3_CLEARED,ESCALATION_CONTEXT,DISCOVERY,BEAR,73,69,45,24,0,4,65.21739130434783,1.514539985284739,0.938322897638876,1.0343295894409514,0.5882352941176475,55,56
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,ONE_OF_3_CLEARED,ESCALATION_CONTEXT,DISCOVERY,BULL,71,67,38,29,0,4,56.71641791044776,1.2005097084881315,0.9890120108034547,0.9176316364430731,0.612048614147069,52,55
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,ONE_OF_3_CLEARED,ESCALATION_CONTEXT,VALIDATION,BEAR,58,57,34,23,0,1,59.64912280701754,1.8294133724670982,1.4593826751942818,1.1908233447948229,0.9992973228395705,46,45
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,ONE_OF_3_CLEARED,ESCALATION_CONTEXT,VALIDATION,BULL,73,71,46,25,2,0,64.78873239436619,1.8226351733647603,1.6129302301018573,1.5416666666666698,0.9824353277732562,51,59
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,TWO_OF_3_CLEARED,ESCALATION_CONTEXT,DISCOVERY,BEAR,89,86,61,25,0,3,70.93023255813954,1.6284415536694248,0.8488435057459346,1.385101636093216,0.5602818549100111,58,62
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,TWO_OF_3_CLEARED,ESCALATION_CONTEXT,DISCOVERY,BULL,98,98,56,42,0,0,57.142857142857146,1.2034707596483702,1.0047786552597706,0.8057332016275708,0.7902545630216937,65,65
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,TWO_OF_3_CLEARED,ESCALATION_CONTEXT,VALIDATION,BEAR,99,96,60,36,2,1,62.5,1.743235120566169,1.52132033200553,1.098040527114093,0.7916065669514478,64,70
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,TWO_OF_3_CLEARED,ESCALATION_CONTEXT,VALIDATION,BULL,109,105,63,42,4,0,60.0,2.066078977528145,1.2874636947334703,1.5750031754096214,0.9322430549819698,73,81
warning_fast_recovery_state,RECOVERED_IN_1_BAR,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,DISCOVERY,BEAR,220,212,147,65,0,8,69.33962264150944,1.5305613610753632,0.8823564477543367,1.1328094341908406,0.6364284883172155,94,118
warning_fast_recovery_state,RECOVERED_IN_1_BAR,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,DISCOVERY,BULL,211,208,123,85,0,3,59.13461538461539,1.2330840245441996,1.1162564060960096,0.9344583076061804,0.7891770011274032,95,112
warning_fast_recovery_state,RECOVERED_IN_1_BAR,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,VALIDATION,BEAR,205,199,127,72,3,3,63.81909547738694,1.6723938960954199,1.0278813157997457,1.267166456577985,0.7114905727499086,89,110
warning_fast_recovery_state,RECOVERED_IN_1_BAR,relevant_level_cluster_state,MODERATE_CLUSTER,RESCUE_CONTEXT,VALIDATION,BULL,199,198,133,65,1,0,67.17171717171718,1.5752147702306127,1.145525823297443,1.1833006693044368,0.6906781625179533,92,114
warning_fast_recovery_state,RECOVERED_IN_1_BAR,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,DISCOVERY,BEAR,66,66,43,23,0,0,65.15151515151516,2.344815072169386,1.2894830543867108,1.8516394453222231,0.8207304466072745,41,49
warning_fast_recovery_state,RECOVERED_IN_1_BAR,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,DISCOVERY,BULL,66,66,36,30,0,0,54.54545454545455,2.0599964461064326,1.3609943274901302,1.4128007459980396,1.1571065887567984,47,45
warning_fast_recovery_state,RECOVERED_IN_1_BAR,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,VALIDATION,BEAR,130,126,79,47,4,0,62.698412698412696,2.419732202219422,1.927481803977848,1.738080974789447,1.4367991666365878,71,82
warning_fast_recovery_state,RECOVERED_IN_1_BAR,relevant_level_cluster_state,WIDE_CLUSTER,ESCALATION_CONTEXT,VALIDATION,BULL,136,129,78,51,7,0,60.46511627906977,2.5467716926496555,1.8825982494503886,2.1404433988760267,1.2799445053751648,63,85
warning_fast_recovery_state,RECOVERED_IN_1_BAR,nearest_ahead_level,NONE_AHEAD,RESCUE_CONTEXT,DISCOVERY,BEAR,68,66,44,22,0,2,66.66666666666667,1.516976366918281,1.2117867445679913,1.1524738375788934,0.9404514781183719,46,49
warning_fast_recovery_state,RECOVERED_IN_1_BAR,nearest_ahead_level,NONE_AHEAD,RESCUE_CONTEXT,DISCOVERY,BULL,111,108,70,38,0,3,64.81481481481481,1.461916486258396,1.2247523371380051,1.1322985633466054,0.8647601277405091,70,73
warning_fast_recovery_state,RECOVERED_IN_1_BAR,nearest_ahead_level,NONE_AHEAD,RESCUE_CONTEXT,VALIDATION,BEAR,89,85,49,36,4,0,57.64705882352941,1.9558731384029888,1.3842053019840828,1.641003015229725,0.9166945466711306,58,62
warning_fast_recovery_state,RECOVERED_IN_1_BAR,nearest_ahead_level,NONE_AHEAD,RESCUE_CONTEXT,VALIDATION,BULL,93,92,67,25,1,0,72.82608695652173,1.7387248687280825,1.3087857309514097,1.33611214206184,0.7752303305921354,60,68
warning_fast_recovery_state,RECOVERED_IN_1_BAR,premarket_rvol_20d_discovery_state,HIGH,ESCALATION_CONTEXT,DISCOVERY,BEAR,58,58,38,20,0,0,65.51724137931035,2.2972406320716856,1.0528780877068373,1.9077279848604656,0.7460932507098895,46,47
warning_fast_recovery_state,RECOVERED_IN_1_BAR,premarket_rvol_20d_discovery_state,HIGH,ESCALATION_CONTEXT,DISCOVERY,BULL,62,61,35,26,0,1,57.377049180327866,1.6542061268766415,1.1934277082568603,1.1669224035291683,0.9336717523904641,48,48
warning_fast_recovery_state,RECOVERED_IN_1_BAR,premarket_rvol_20d_discovery_state,HIGH,ESCALATION_CONTEXT,VALIDATION,BEAR,80,74,44,30,4,2,59.45945945945946,1.8402623920607257,1.3393835038274062,1.3705091594135679,0.9533785947990447,55,58
warning_fast_recovery_state,RECOVERED_IN_1_BAR,premarket_rvol_20d_discovery_state,HIGH,ESCALATION_CONTEXT,VALIDATION,BULL,72,68,39,29,4,0,57.35294117647059,2.2312837871972206,1.3694820045384186,1.7241544056101707,1.0332331852677867,56,54
warning_fast_recovery_state,RECOVERED_IN_1_BAR,weekday,FRIDAY,ESCALATION_CONTEXT,DISCOVERY,BEAR,55,50,32,18,0,5,64.0,1.6722539728917996,0.9476876277786161,1.0312371687565098,0.631250443293841,41,23
warning_fast_recovery_state,RECOVERED_IN_1_BAR,weekday,FRIDAY,ESCALATION_CONTEXT,DISCOVERY,BULL,67,65,36,29,0,2,55.38461538461539,1.6060468234190126,1.0174502918399118,1.1189975464423396,0.7077202369577582,48,24
