symbol,trend_5d_binary_state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmed_n,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
COST,OPPOSING,48,48,22,26,0,0,45.833333333333336,24,50.0,0.7797621681422197,0.9304569234824482,0.5608112153606792,0.6700483017808502,1,48
COST,UNKNOWN,2,2,2,0,0,0,100.0,1,50.0,2.465478144598391,0.2631067023571141,2.465478144598391,0.2631067023571141,1,2
CRM,ALIGNED,50,50,23,27,0,0,46.0,20,40.0,1.4375497223892224,1.3899688291005237,1.271460845685724,1.1069926069191736,1,50
CRM,FLAT,1,1,1,0,0,0,100.0,0,0.0,1.375475563359669,0.8892512228772145,1.375475563359669,0.8892512228772145,1,1
CRM,OPPOSING,41,40,17,23,0,1,42.5,19,46.34146341463415,1.598138998227116,1.5090151901360325,0.9678795236064137,1.0914051841746384,1,41
CRWD,ALIGNED,37,37,18,19,0,0,48.648648648648646,17,45.945945945945944,2.0889533612045486,1.5341903183357113,1.3173001578080572,0.9703987604990604,1,37
CRWD,OPPOSING,33,32,14,18,1,0,43.75,14,42.42424242424242,1.9413212066736436,1.826494481265281,1.6442862794480948,1.394423145413028,1,33
CRWD,UNKNOWN,3,3,2,1,0,0,66.66666666666667,2,66.66666666666667,2.301661471692073,1.0845144612662179,1.720885874748332,1.3404259828335356,1,3
CSCO,ALIGNED,23,23,8,15,0,0,34.78260869565217,5,21.73913043478261,0.524269552117375,1.397795873331994,0.4114780725500917,1.250000000000005,1,23
CSCO,OPPOSING,46,45,21,24,0,1,46.666666666666664,26,56.52173913043478,1.0618780860381685,0.8871302681865826,0.7241941700453021,0.6300577997035811,1,46
CSCO,UNKNOWN,1,1,1,0,0,0,100.0,0,0.0,0.8776053910045483,0.27425168468891575,0.8776053910045483,0.27425168468891575,1,1
