research_period,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmed_n,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction,lookback_days
DISCOVERY,STRONG_ALIGNED,476,470,224,246,1,5,47.659574468085104,203,42.64705882352941,1.4298486011588227,1.4843802433483213,0.9845906356875953,1.1179557315864392,105,132,BULL,3
DISCOVERY,STRONG_OPPOSING,328,327,170,157,1,0,51.98776758409786,152,46.34146341463415,1.5279186949458223,1.314508765955314,1.0814386487397925,0.897403327493187,102,114,BULL,3
DISCOVERY,UNKNOWN,31,29,22,7,0,2,75.86206896551724,18,58.064516129032256,1.2477075330272862,0.6884411021663213,1.1947839147948385,0.3881091156954614,28,4,BULL,3
VALIDATION,FLAT,1,1,0,1,0,0,0.0,0,0.0,1.9516728624535302,1.115241635687737,1.9516728624535302,1.115241635687737,1,1,BEAR,3
VALIDATION,MODERATE_ALIGNED,524,514,274,240,3,7,53.30739299610895,264,50.38167938931298,1.3316808689897077,1.338380392489602,1.0907151446426036,0.9429666969893689,109,145,BEAR,3
VALIDATION,MODERATE_OPPOSING,491,480,244,236,5,6,50.833333333333336,237,48.26883910386965,1.3355433018055758,1.3633134454460787,0.9075229960578182,0.9657461898294792,107,146,BEAR,3
VALIDATION,STRONG_ALIGNED,475,468,217,251,7,0,46.36752136752137,204,42.94736842105263,2.1192843596573647,1.7250870313024107,1.5640709113353735,1.4132921716093543,109,137,BEAR,3
VALIDATION,STRONG_OPPOSING,541,527,264,263,11,3,50.094876660341555,268,49.53789279112754,1.775905835285938,1.755607128135897,1.3044214806030845,1.2161389882473193,112,140,BEAR,3
VALIDATION,FLAT,2,2,1,1,0,0,50.0,0,0.0,0.8710800749447167,1.4991562617532561,0.8710800749447167,1.4991562617532561,2,2,BULL,3
VALIDATION,MODERATE_ALIGNED,569,560,280,280,3,6,50.0,262,46.04569420035149,1.4437479023046798,1.4446031220576887,1.0148321623731509,1.0611303344867378,111,155,BULL,3
VALIDATION,MODERATE_OPPOSING,492,479,234,245,8,5,48.8517745302714,246,50.0,1.5127951894913092,1.3276623266902456,1.036575029048215,0.97039594447814,110,146,BULL,3
VALIDATION,STRONG_ALIGNED,566,547,256,291,18,1,46.80073126142596,260,45.936395759717314,1.9845435159374298,1.6436586564065307,1.395628671917609,1.1933382604089955,109,147,BULL,3
VALIDATION,STRONG_OPPOSING,524,510,244,266,14,0,47.84313725490196,235,44.847328244274806,1.8708300286926438,1.8033470682209385,1.3574979461698269,1.2870744970625958,109,143,BULL,3
DISCOVERY,FLAT,2,2,1,1,0,0,50.0,0,0.0,0.6877377816798345,2.0576438269592314,0.6877377816798345,2.0576438269592314,2,2,ALL,5
DISCOVERY,MODERATE_ALIGNED,1261,1229,620,609,3,29,50.44751830756713,552,43.77478191911182,1.1641559615407702,1.1493882362859522,0.8499999999999943,0.8194855451855212,112,155,ALL,5
DISCOVERY,MODERATE_OPPOSING,1214,1173,617,556,5,36,52.6001705029838,602,49.58813838550247,1.1552071576805327,1.1185929821694567,0.8321552946035564,0.8019756585546156,112,155,ALL,5
DISCOVERY,STRONG_ALIGNED,826,818,397,421,1,7,48.53300733496332,366,44.30992736077482,1.5574942941688719,1.3944456476801523,1.0877280407680423,1.0225892103432423,108,153,ALL,5
DISCOVERY,STRONG_OPPOSING,826,814,408,406,5,7,50.122850122850124,378,45.76271186440678,1.4427598169094267,1.4447990568096487,1.0081266592743647,1.003221634418023,110,153,ALL,5
DISCOVERY,UNKNOWN,143,141,91,50,0,2,64.53900709219859,87,60.83916083916084,1.230568193605538,1.037823061218928,0.9549312853678329,0.7626422621142857,83,6,ALL,5
VALIDATION,MODERATE_ALIGNED,1060,1039,496,543,8,13,47.73820981713186,467,44.056603773584904,1.396714976427759,1.3370334392547465,1.0230073718547659,0.988719012717874,112,161,ALL,5
VALIDATION,MODERATE_OPPOSING,986,973,482,491,4,9,49.53751284686536,506,51.3184584178499,1.4146373872541438,1.345559074028365,1.0535441757185988,0.9799700529738415,112,161,ALL,5
VALIDATION,STRONG_ALIGNED,1019,989,473,516,28,2,47.82608695652174,472,46.31992149165849,1.9247360104682345,1.8134864370548034,1.3801231845487019,1.3436293436293507,112,160,ALL,5
VALIDATION,STRONG_OPPOSING,1120,1087,563,524,29,4,51.79392824287029,531,47.410714285714285,1.9262227843392001,1.698701705556595,1.4081867747690162,1.2016817844776064,112,161,ALL,5
DISCOVERY,FLAT,2,2,1,1,0,0,50.0,0,0.0,0.6877377816798345,2.0576438269592314,0.6877377816798345,2.0576438269592314,2,2,BEAR,5
DISCOVERY,MODERATE_ALIGNED,579,570,280,290,2,7,49.12280701754386,255,44.04145077720207,1.2171508042266432,1.1801413916558625,0.8719520691096532,0.8778191802314206,112,147,BEAR,5
DISCOVERY,MODERATE_OPPOSING,652,623,318,305,4,25,51.04333868378812,312,47.852760736196316,1.142417379493224,1.1613131573604127,0.8192670880257995,0.8166800872218727,110,147,BEAR,5
DISCOVERY,STRONG_ALIGNED,336,333,148,185,1,2,44.44444444444444,134,39.88095238095238,1.5732843141829227,1.4715487440209993,1.1026292036865344,1.069651432900459,97,129,BEAR,5
DISCOVERY,STRONG_OPPOSING,518,510,255,255,4,4,50.0,237,45.75289575289575,1.4735407931761566,1.3962047052814779,1.0163790810986755,0.9771603186764772,105,144,BEAR,5
DISCOVERY,UNKNOWN,85,85,51,34,0,0,60.0,53,62.35294117647059,1.1100691652303458,1.1081486965637677,0.8330600196785714,0.9782391694948989,64,6,BEAR,5
DISCOVERY,MODERATE_ALIGNED,682,659,340,319,1,22,51.59332321699545,297,43.54838709677419,1.1191647387913266,1.1232796190437557,0.7973169799755756,0.7598829288797269,110,148,BULL,5
DISCOVERY,MODERATE_OPPOSING,562,550,299,251,1,11,54.36363636363637,290,51.60142348754449,1.1700451209868057,1.0690314977842192,0.8492905910213621,0.7875980481569205,111,145,BULL,5
DISCOVERY,STRONG_ALIGNED,490,485,249,236,0,5,51.34020618556701,232,47.3469387755102,1.5466668518735227,1.3415749530464285,1.0795228649820459,0.9435565035527995,98,139,BULL,5
DISCOVERY,STRONG_OPPOSING,308,304,153,151,1,3,50.328947368421055,141,45.77922077922078,1.390991811369927,1.5265259207433908,1.0032250814928017,1.0479280771803645,99,112,BULL,5
DISCOVERY,UNKNOWN,58,56,40,16,0,2,71.42857142857143,34,58.62068965517241,1.4071615972588363,0.9347596301101112,1.2087938245852592,0.45958900428979943,37,6,BULL,5
VALIDATION,MODERATE_ALIGNED,484,474,224,250,2,8,47.257383966244724,221,45.66115702479339,1.3915971742495858,1.343899419124893,1.0230073718547659,0.9847246788442119,108,139,BEAR,5
VALIDATION,MODERATE_OPPOSING,493,487,237,250,2,4,48.6652977412731,241,48.88438133874239,1.2949073045150068,1.3669372519901963,1.0431017516236982,0.9882023824945954,108,147,BEAR,5
VALIDATION,STRONG_ALIGNED,456,447,226,221,9,0,50.5592841163311,212,46.49122807017544,1.9307270858988206,1.8424679354443998,1.4147646709433683,1.4460299221446085,105,140,BEAR,5
VALIDATION,STRONG_OPPOSING,599,582,312,270,13,4,53.608247422680414,299,49.91652754590985,1.8874715400567257,1.630217867369229,1.4074469980402686,1.102760480041998,110,145,BEAR,5
VALIDATION,MODERATE_ALIGNED,576,565,272,293,6,5,48.14159292035398,246,42.708333333333336,1.401015351869141,1.3312641089471928,1.0221213628655963,0.9961702813198274,109,153,BULL,5
VALIDATION,MODERATE_OPPOSING,493,486,245,241,2,5,50.41152263374486,265,53.75253549695741,1.5343674699932808,1.3241808960665333,1.0682720635327165,0.9669635262052214,108,149,BULL,5
VALIDATION,STRONG_ALIGNED,563,542,247,295,19,2,45.571955719557195,260,46.181172291296626,1.9198835586097138,1.790012967666427,1.3532860914269826,1.2542639727105822,111,150,BULL,5
VALIDATION,STRONG_OPPOSING,521,505,251,254,16,0,49.7029702970297,232,44.52975047984645,1.9707755584758642,1.7774384024361192,1.4089265514977636,1.3012626749844562,107,148,BULL,5
DISCOVERY,FLAT,1,1,0,1,0,0,0.0,1,100.0,0.3244837758112078,2.345132743362837,0.3244837758112078,2.345132743362837,1,1,ALL,10
DISCOVERY,MODERATE_ALIGNED,1202,1171,580,591,6,25,49.530315969257046,539,44.84193011647255,1.1405116765453844,1.1474035750975755,0.8179427283891215,0.8277383915987688,112,150,ALL,10
DISCOVERY,MODERATE_OPPOSING,1193,1155,628,527,4,34,54.37229437229437,559,46.85666387259011,1.1737039696820846,1.1179963425819646,0.8454673555659922,0.7772282224689622,112,150,ALL,10
DISCOVERY,STRONG_ALIGNED,799,790,358,432,0,9,45.31645569620253,348,43.55444305381727,1.5003196629106563,1.5089745215417616,1.035502958579892,1.084214532757444,108,148,ALL,10
DISCOVERY,STRONG_OPPOSING,799,791,403,388,4,4,50.94816687737042,368,46.057571964956196,1.5423418484722757,1.3446148343438,1.1591148577449888,0.9682668836452498,110,150,ALL,10
DISCOVERY,UNKNOWN,278,269,165,104,0,9,61.33828996282528,170,61.15107913669065,1.1634671853152914,1.1143122142575934,0.8545087053503624,0.8245037293160631,101,11,ALL,10
VALIDATION,FLAT,1,1,1,0,0,0,100.0,1,100.0,1.0987222267437127,0.5029706193537937,1.0987222267437127,0.5029706193537937,1,1,ALL,10
VALIDATION,MODERATE_ALIGNED,1019,994,496,498,12,13,49.899396378269614,489,47.98822374877331,1.4384166531337834,1.4297470834682104,1.03330662596404,1.0122490643075857,112,160,ALL,10
VALIDATION,MODERATE_OPPOSING,1036,1012,493,519,11,13,48.715415019762844,480,46.33204633204633,1.3534916797736947,1.3369104510132417,0.9814281317199249,1.0073554598899563,112,161,ALL,10
VALIDATION,STRONG_ALIGNED,1068,1046,504,542,22,0,48.18355640535373,489,45.78651685393258,1.9727014111761982,1.7177443572707474,1.4193211566359545,1.24535824288969,111,157,ALL,10
VALIDATION,STRONG_OPPOSING,1061,1035,520,515,24,2,50.24154589371981,517,48.72761545711593,1.9020905493131472,1.7129687395814255,1.3616113446696287,1.2408956029134093,112,161,ALL,10
DISCOVERY,MODERATE_ALIGNED,551,537,246,291,5,9,45.81005586592179,236,42.831215970961885,1.1367637155312076,1.2471355745492807,0.8078542658366836,0.9233286582515101,110,144,BEAR,10
DISCOVERY,MODERATE_OPPOSING,615,592,319,273,3,20,53.88513513513514,294,47.80487804878049,1.1418591608064854,1.1308434704230341,0.8473011509344923,0.8011422225747528,111,143,BEAR,10
DISCOVERY,STRONG_ALIGNED,310,307,135,172,0,3,43.97394136807818,122,39.354838709677416,1.615049682996987,1.4841364139444813,1.1026292036865344,1.0725434537743448,85,118,BEAR,10
DISCOVERY,STRONG_OPPOSING,532,528,263,265,3,1,49.81060606060606,238,44.73684210526316,1.5775050190285411,1.3616298317187254,1.1602820893517571,0.9745894550515133,100,140,BEAR,10
DISCOVERY,UNKNOWN,164,159,90,69,0,5,56.60377358490566,101,61.58536585365854,1.0288853604239334,1.1545767797101387,0.7032614526967085,0.9704383763349429,89,11,BEAR,10
DISCOVERY,FLAT,1,1,0,1,0,0,0.0,1,100.0,0.3244837758112078,2.345132743362837,0.3244837758112078,2.345132743362837,1,1,BULL,10
DISCOVERY,MODERATE_ALIGNED,651,634,334,300,1,16,52.6813880126183,303,46.54377880184332,1.1436839139014696,1.0629913912298496,0.8271099333493946,0.7471550497866352,110,146,BULL,10
DISCOVERY,MODERATE_OPPOSING,578,563,309,254,1,14,54.88454706927176,265,45.8477508650519,1.2075872870843225,1.1043268207441481,0.8449642198188547,0.7513371894950448,109,135,BULL,10
DISCOVERY,STRONG_ALIGNED,489,483,223,260,0,6,46.16977225672878,226,46.21676891615542,1.4275869303405904,1.5247205611228598,0.9761191029627436,1.092583770049229,99,138,BULL,10
DISCOVERY,STRONG_OPPOSING,267,263,140,123,1,3,53.2319391634981,130,48.68913857677903,1.4722789018957478,1.3107122927578065,1.1471808640468608,0.9620596205961975,87,110,BULL,10
DISCOVERY,UNKNOWN,114,110,75,35,0,4,68.18181818181819,69,60.526315789473685,1.3570761263870694,1.056387751676738,1.1368084268511232,0.552204570816272,66,11,BULL,10
VALIDATION,FLAT,1,1,1,0,0,0,100.0,1,100.0,1.0987222267437127,0.5029706193537937,1.0987222267437127,0.5029706193537937,1,1,BEAR,10
VALIDATION,MODERATE_ALIGNED,508,497,256,241,6,5,51.50905432595574,249,49.01574803149607,1.40535619272842,1.532000651242962,0.9689252372129089,1.0971261499498564,112,149,BEAR,10
VALIDATION,MODERATE_OPPOSING,514,501,248,253,4,9,49.50099800399202,248,48.249027237354085,1.3542238580743091,1.2785315697479054,1.0465893786353895,0.9739759388786318,110,154,BEAR,10
VALIDATION,STRONG_ALIGNED,433,426,214,212,7,0,50.23474178403756,192,44.34180138568129,1.9310275458040573,1.75214814059652,1.4924998745798537,1.3043478260869588,105,134,BEAR,10
VALIDATION,STRONG_OPPOSING,576,565,280,285,9,2,49.557522123893804,283,49.13194444444444,1.8675411086986218,1.643070472265511,1.2996647484379786,1.1152271530865985,109,145,BEAR,10
VALIDATION,MODERATE_ALIGNED,511,497,240,257,6,8,48.2897384305835,240,46.96673189823875,1.4712830208166106,1.3280938301813736,1.0658771280533006,0.9537953795379494,110,150,BULL,10
VALIDATION,MODERATE_OPPOSING,522,511,245,266,7,4,47.945205479452056,232,44.44444444444444,1.3527707225964614,1.394394636780259,0.9357188021374919,1.0606774176435732,108,151,BULL,10
VALIDATION,STRONG_ALIGNED,635,620,290,330,15,0,46.774193548387096,297,46.77165354330709,2.0011183933905876,1.6942847695856142,1.3752455795677856,1.1728222196717535,109,151,BULL,10
VALIDATION,STRONG_OPPOSING,485,470,240,230,15,0,51.06382978723404,234,48.24742268041237,1.9431224622903975,1.7959819395277488,1.4055207125888738,1.336869713151562,105,145,BULL,10
DISCOVERY,FLAT,1,1,0,1,0,0,0.0,0,0.0,1.4658839536917818,0.781079323203038,1.4658839536917818,0.781079323203038,1,1,ALL,20
DISCOVERY,MODERATE_ALIGNED,1130,1099,532,567,4,27,48.40764331210191,509,45.04424778761062,1.1355001960219202,1.2126411347741524,0.7857710433046123,0.8723092252728557,112,140,ALL,20
DISCOVERY,MODERATE_OPPOSING,1102,1066,576,490,3,33,54.03377110694184,498,45.190562613430124,1.1825024151752486,1.122877390951735,0.8543702245901293,0.7848511937456268,112,140,ALL,20
DISCOVERY,STRONG_ALIGNED,745,736,350,386,2,7,47.55434782608695,343,46.04026845637584,1.5306585951698055,1.4353174823657782,1.077255789869118,1.0462025701579107,106,138,ALL,20
DISCOVERY,STRONG_OPPOSING,745,735,387,348,5,5,52.6530612244898,347,46.577181208053695,1.5292372681332786,1.3031136222911202,1.1674265952994585,0.9436509628366356,108,139,ALL,20
DISCOVERY,UNKNOWN,549,540,289,251,0,9,53.51851851851852,288,52.459016393442624,1.1997406098075074,1.1957794867229696,0.8879444465525868,0.9055627425614372,111,21,ALL,20
VALIDATION,FLAT,1,1,0,1,0,0,0.0,0,0.0,1.494827207876111,1.1060680980160795,1.494827207876111,1.1060680980160795,1,1,ALL,20
VALIDATION,MODERATE_ALIGNED,1061,1044,514,530,6,11,49.23371647509578,494,46.55984919886899,1.3445079186895112,1.4158399934211925,1.0017172295363521,1.057529151977679,112,161,ALL,20
VALIDATION,MODERATE_OPPOSING,1013,986,471,515,15,12,47.76876267748479,488,48.17374136229023,1.3724809232532893,1.3233116596243986,1.0247371868858497,1.0155868136642614,112,161,ALL,20
VALIDATION,STRONG_ALIGNED,1029,1008,499,509,20,1,49.50396825396825,473,45.96695821185617,2.002686851388488,1.748588928068603,1.3603006980490389,1.1882622871633899,112,159,ALL,20
VALIDATION,STRONG_OPPOSING,1081,1049,530,519,28,4,50.52430886558627,521,48.19611470860315,1.956447897966015,1.7126181895321184,1.415198189391732,1.1984483020176473,112,161,ALL,20
DISCOVERY,FLAT,1,1,0,1,0,0,0.0,0,0.0,1.4658839536917818,0.781079323203038,1.4658839536917818,0.781079323203038,1,1,BEAR,20
DISCOVERY,MODERATE_ALIGNED,470,459,216,243,3,8,47.05882352941177,209,44.46808510638298,1.2333761807888202,1.2851910922001977,0.844081587160056,0.9186996728639472,106,130,BEAR,20
DISCOVERY,MODERATE_OPPOSING,640,615,313,302,2,23,50.89430894308943,283,44.21875,1.1967337738123642,1.163596883541747,0.8263937881923689,0.8076156393624809,111,138,BEAR,20
DISCOVERY,STRONG_ALIGNED,255,253,113,140,2,0,44.66403162055336,103,40.3921568627451,1.5297005614572445,1.4540218910519855,1.1298606016140877,1.14256604322829,69,104,BEAR,20
DISCOVERY,STRONG_OPPOSING,504,498,258,240,4,2,51.80722891566265,234,46.42857142857143,1.5384862011874754,1.3004739679325785,1.1666318200495231,0.912565429075198,101,129,BEAR,20
DISCOVERY,UNKNOWN,302,297,153,144,0,5,51.515151515151516,162,53.64238410596027,1.0751737396722627,1.2606722727686865,0.7438620288164639,0.9815140551344288,109,21,BEAR,20
DISCOVERY,MODERATE_ALIGNED,660,640,316,324,1,19,49.375,300,45.45454545454545,1.065800631112158,1.1609767711525745,0.7369046848683758,0.8239878231570303,109,136,BULL,20
DISCOVERY,MODERATE_OPPOSING,462,451,263,188,1,10,58.31485587583148,215,46.53679653679654,1.1627879789679885,1.0664694358486886,0.8654189066954678,0.7362272785522488,108,125,BULL,20
DISCOVERY,STRONG_ALIGNED,490,483,237,246,0,7,49.06832298136646,240,48.97959183673469,1.5311571637345052,1.4255835553964253,1.0605742070329687,0.9941341434566623,96,129,BULL,20
DISCOVERY,STRONG_OPPOSING,241,237,129,108,1,3,54.43037974683544,113,46.88796680497925,1.5098951010821788,1.3086338953064933,1.1681301860952251,0.9624013615967684,76,99,BULL,20
DISCOVERY,UNKNOWN,247,243,136,107,0,4,55.96707818930041,126,51.012145748987855,1.3520450421186163,1.1164368900192991,1.0729223495180875,0.7626422621142857,94,21,BULL,20
VALIDATION,FLAT,1,1,0,1,0,0,0.0,0,0.0,1.494827207876111,1.1060680980160795,1.494827207876111,1.1060680980160795,1,1,BEAR,20
VALIDATION,MODERATE_ALIGNED,550,545,277,268,3,2,50.825688073394495,258,46.90909090909091,1.3573160477440247,1.397804126684998,1.027292091393861,1.0671281302832685,109,155,BEAR,20
VALIDATION,MODERATE_OPPOSING,478,464,227,237,4,10,48.922413793103445,230,48.11715481171548,1.3856029361564903,1.27721626413204,1.0528963765097115,0.9545352998577645,106,143,BEAR,20
VALIDATION,STRONG_ALIGNED,385,379,190,189,6,0,50.13192612137203,172,44.675324675324674,1.9758884603065054,1.8821957755257752,1.4295925661186637,1.3043478260869588,91,125,BEAR,20
VALIDATION,STRONG_OPPOSING,618,601,305,296,13,4,50.74875207986689,313,50.64724919093851,1.8638760889298416,1.6763109702218864,1.3083456056072573,1.1617851788873597,110,152,BEAR,20
VALIDATION,MODERATE_ALIGNED,511,499,237,262,3,9,47.49498997995992,236,46.183953033268104,1.330722261194438,1.4352523744484078,0.9731834762890708,1.057529151977679,110,153,BULL,20
VALIDATION,MODERATE_OPPOSING,535,522,244,278,11,2,46.74329501915709,258,48.22429906542056,1.3607569565846351,1.3644959569054214,1.01393431279,1.0611303344867378,111,149,BULL,20
VALIDATION,STRONG_ALIGNED,644,629,309,320,14,1,49.12559618441971,301,46.73913043478261,2.0187076286657595,1.668715269262685,1.3366886052246765,1.1383899270504214,110,155,BULL,20
VALIDATION,STRONG_OPPOSING,463,448,225,223,15,0,50.223214285714285,208,44.9244060475162,2.0800102694225058,1.7610800934926447,1.6003369130343188,1.276240458015276,101,145,BULL,20
