ma_definition,symbol,short_ma_state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmed_n,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
CONTINUOUS,APP,EMA20_ONLY_OPPOSING,3,2,0,2,1,0,0.0,1,33.333333333333336,3.630267124610421,3.581992886515895,0.32982591627247715,3.6014254915210695,1,3
CONTINUOUS,ARM,BOTH_FAVORABLE,81,78,41,37,3,0,52.56410256410256,38,46.91358024691358,2.812357457596273,2.0265269415954057,2.0328446330960435,1.3918750707253542,1,81
CONTINUOUS,ARM,BOTH_OPPOSING,4,2,1,1,2,0,50.0,3,75.0,2.452638622147925,2.969404869860966,2.154251114636529,2.408712024247549,1,4
CONTINUOUS,ARM,EMA20_ONLY_OPPOSING,7,7,3,4,0,0,42.857142857142854,3,42.857142857142854,1.6142827547906238,2.297268977595092,1.1668593683441792,1.9470590234122862,1,7
CONTINUOUS,ASML,BOTH_FAVORABLE,76,74,42,32,0,2,56.75675675675676,39,51.31578947368421,1.5380873478908128,1.1133101096633597,1.263241280778351,0.7659046629928916,1,76
CONTINUOUS,ASML,BOTH_OPPOSING,3,3,1,2,0,0,33.333333333333336,2,66.66666666666667,0.8031268692650473,1.350156706062428,0.2745757680700573,0.8979369712561213,1,3
CONTINUOUS,ASML,EMA20_ONLY_OPPOSING,2,2,0,2,0,0,0.0,1,50.0,0.4160303874241517,0.8521942105363602,0.4160303874241517,0.8521942105363602,1,2
CONTINUOUS,ASML,EMA9_ONLY_OPPOSING,1,1,1,0,0,0,100.0,1,100.0,0.6963199939244098,0.38262949795661166,0.6963199939244098,0.38262949795661166,1,1
CONTINUOUS,AVGO,BOTH_FAVORABLE,80,78,27,51,2,0,34.61538461538461,28,35.0,1.512445352339467,1.644368134457671,1.0196985019587117,1.297823366132776,1,80
CONTINUOUS,AVGO,BOTH_OPPOSING,2,2,2,0,0,0,100.0,2,100.0,1.3173247721250303,0.8837299372806775,1.3173247721250303,0.8837299372806775,1,2
CONTINUOUS,AVGO,EMA20_ONLY_OPPOSING,1,1,0,1,0,0,0.0,0,0.0,1.9222913713146068,1.141360501718048,1.9222913713146068,1.141360501718048,1,1
CONTINUOUS,AXON,BOTH_FAVORABLE,38,36,16,20,2,0,44.44444444444444,14,36.8421052631579,2.106713358527429,2.823357493804007,1.6344267831607389,2.0111776002526462,1,38
CONTINUOUS,AXON,BOTH_OPPOSING,7,7,2,5,0,0,28.571428571428573,1,14.285714285714286,1.7568228207424321,1.8210211975037587,1.1744146203026649,1.1187441280925354,1,7
CONTINUOUS,AXP,BOTH_FAVORABLE,47,47,20,27,0,0,42.5531914893617,20,42.5531914893617,1.1146505161533304,1.2274507999987987,0.8084841740041145,0.9042487303356918,1,47
CONTINUOUS,AXP,BOTH_OPPOSING,6,6,6,0,0,0,100.0,2,33.333333333333336,1.5594348147148078,0.4585759825839136,1.5182459467191898,0.26079764975206693,1,6
CONTINUOUS,AXP,EMA20_ONLY_OPPOSING,1,1,0,1,0,0,0.0,0,0.0,0.22005848129503458,5.115575920176045,0.22005848129503458,5.115575920176045,1,1
CONTINUOUS,AXP,EMA9_ONLY_OPPOSING,1,1,1,0,0,0,100.0,1,100.0,3.7950351493848835,0.07551625659051903,3.7950351493848835,0.07551625659051903,1,1
CONTINUOUS,BA,BOTH_FAVORABLE,92,91,49,42,0,1,53.84615384615385,47,51.08695652173913,1.4091709979479656,1.0364239444308492,1.1740611162058856,0.7450537883218884,1,92
CONTINUOUS,BA,BOTH_OPPOSING,2,2,1,1,0,0,50.0,2,100.0,1.0430825361271967,0.9910299023650506,1.0430825361271967,0.9910299023650506,1,2
CONTINUOUS,BA,EMA20_ONLY_OPPOSING,3,3,1,2,0,0,33.333333333333336,0,0.0,1.0626196286466951,1.1167312661704147,0.9033423667570065,1.2345679012345578,1,3
CONTINUOUS,BAC,BOTH_FAVORABLE,66,66,25,41,0,0,37.878787878787875,29,43.93939393939394,0.6834488513930003,1.128201172454702,0.5162364377570607,1.0453982349095647,1,66
CONTINUOUS,BAC,BOTH_OPPOSING,1,1,1,0,0,0,100.0,1,100.0,0.6340917568071546,0.671391271913464,0.6340917568071546,0.671391271913464,1,1
CONTINUOUS,BAC,EMA20_ONLY_OPPOSING,5,5,1,4,0,0,20.0,2,40.0,0.47680028780321526,1.2673696473501834,0.39381423494380613,1.2551517422255558,1,5
CONTINUOUS,BKNG,BOTH_FAVORABLE,43,42,25,17,1,0,59.523809523809526,15,34.883720930232556,1.5894298573818177,1.5168686127052944,0.9940357852882704,1.1181613492027327,1,43
CONTINUOUS,BKNG,BOTH_OPPOSING,8,8,2,6,0,0,25.0,3,37.5,0.8267480665507317,1.9041194574939642,0.42664862406622156,2.095225211874843,1,8
CONTINUOUS,BKNG,EMA20_ONLY_OPPOSING,2,2,0,2,0,0,0.0,0,0.0,0.1469623229616652,2.0192867103177945,0.1469623229616652,2.0192867103177945,1,2
CONTINUOUS,BKNG,EMA9_ONLY_OPPOSING,1,1,0,1,0,0,0.0,0,0.0,0.4195298372513582,1.2653707052441292,0.4195298372513582,1.2653707052441292,1,1
CONTINUOUS,BLK,BOTH_FAVORABLE,33,32,13,19,0,1,40.625,11,33.333333333333336,1.377509152042923,1.2064834160803353,0.6307448494453278,0.9306237119594792,1,33
CONTINUOUS,BLK,BOTH_OPPOSING,5,5,4,1,0,0,80.0,1,20.0,1.0927751127090486,0.9451513001696693,1.0011507479861963,0.48472660969002007,1,5
CONTINUOUS,BLK,EMA20_ONLY_OPPOSING,1,1,0,1,0,0,0.0,1,100.0,0.22450258645686874,1.2581499116021109,0.22450258645686874,1.2581499116021109,1,1
CONTINUOUS,BLK,EMA9_ONLY_OPPOSING,2,2,2,0,0,0,100.0,2,100.0,2.379729079412762,0.28792176561783056,2.379729079412762,0.28792176561783056,1,2
CONTINUOUS,BMY,BOTH_FAVORABLE,71,69,34,35,1,1,49.27536231884058,30,42.25352112676056,1.0752233834399922,1.129936888924444,0.8024251069900192,1.0122490643075857,1,71
CONTINUOUS,BMY,BOTH_OPPOSING,5,5,1,4,0,0,20.0,2,40.0,0.67424982514086,1.3287262976734753,0.26821636119802733,1.1257485029940162,1,5
CONTINUOUS,BMY,EMA20_ONLY_OPPOSING,2,2,1,1,0,0,50.0,0,0.0,1.8649818993858844,0.5514806283183994,1.8649818993858844,0.5514806283183994,1,2
CONTINUOUS,C,BOTH_FAVORABLE,85,84,49,35,0,1,58.333333333333336,34,40.0,1.1802632537784328,1.3942165890776035,0.8237838832896224,1.0722996916563046,1,85
CONTINUOUS,C,BOTH_OPPOSING,6,6,4,2,0,0,66.66666666666667,3,50.0,1.6585346260457634,0.884311889124186,1.4209532504704954,0.5590577728921984,1,6
CONTINUOUS,C,EMA20_ONLY_OPPOSING,1,1,1,0,0,0,100.0,0,0.0,1.3129293104947317,2.2780627771498168,1.3129293104947317,2.2780627771498168,1,1
CONTINUOUS,C,EMA9_ONLY_OPPOSING,1,1,1,0,0,0,100.0,1,100.0,0.8427193906490611,1.2964913702293124,0.8427193906490611,1.2964913702293124,1,1
CONTINUOUS,CAT,BOTH_FAVORABLE,48,47,24,23,0,1,51.06382978723404,23,47.916666666666664,1.227756803400624,1.4562192808773446,0.9429117942555993,1.1329793120184921,1,48
CONTINUOUS,CAT,BOTH_OPPOSING,7,7,2,5,0,0,28.571428571428573,5,71.42857142857143,1.6690154293472237,1.4147166316296402,0.8555121103052028,1.4950112626328345,1,7
CONTINUOUS,CAT,EMA20_ONLY_OPPOSING,2,2,0,2,0,0,0.0,1,50.0,0.21894454043448316,3.534983424784594,0.21894454043448316,3.534983424784594,1,2
CONTINUOUS,CEG,BOTH_FAVORABLE,64,63,28,35,1,0,44.44444444444444,26,40.625,1.689176140989556,1.8856377209600366,1.4220864741613717,1.5022118537024491,1,64
CONTINUOUS,CEG,BOTH_OPPOSING,5,5,3,2,0,0,60.0,3,60.0,3.1223660349550872,1.0593943115847413,3.015215931975826,0.623741329156416,1,5
CONTINUOUS,CEG,EMA20_ONLY_OPPOSING,1,1,1,0,0,0,100.0,1,100.0,3.310705752967506,0.08343130190753174,3.310705752967506,0.08343130190753174,1,1
CONTINUOUS,CMCSA,BOTH_FAVORABLE,57,57,30,27,0,0,52.63157894736842,18,31.57894736842105,1.0793794165558503,1.2656811048547203,0.9110593618499054,0.9262908947575855,1,57
CONTINUOUS,CMCSA,BOTH_OPPOSING,5,4,1,3,0,1,25.0,4,80.0,0.8501115541429127,1.2111967729146933,0.5130309870716191,0.5141326558127702,1,5
CONTINUOUS,CMCSA,EMA20_ONLY_OPPOSING,2,2,0,2,0,0,0.0,1,50.0,0.3958064507710379,1.8239837331231132,0.3958064507710379,1.8239837331231132,1,2
CONTINUOUS,CME,BOTH_FAVORABLE,50,49,19,30,0,1,38.775510204081634,17,34.0,0.8676587706641341,1.1445922415163268,0.5377170409677821,0.9326145381095282,1,50
CONTINUOUS,CME,BOTH_OPPOSING,14,14,5,9,0,0,35.714285714285715,9,64.28571428571429,0.8179285869567527,1.1627532189093217,0.42984480087814775,0.76515601082689,1,14
CONTINUOUS,CME,EMA20_ONLY_OPPOSING,1,1,0,1,0,0,0.0,0,0.0,0.4419387105574363,1.6058925161407525,0.4419387105574363,1.6058925161407525,1,1
CONTINUOUS,CMG,BOTH_FAVORABLE,66,66,40,26,0,0,60.60606060606061,34,51.515151515151516,1.827793248737521,1.0094042300139137,1.6240207082697262,0.8880658259911833,1,66
CONTINUOUS,CMG,BOTH_OPPOSING,5,5,3,2,0,0,60.0,2,40.0,0.9706833637964207,1.577301715749019,0.91968117719192,1.86658506731946,1,5
CONTINUOUS,CMG,EMA9_ONLY_OPPOSING,1,0,0,0,1,0,,0,0.0,1.3254211332312436,1.4548238897396637,1.3254211332312436,1.4548238897396637,1,1
CONTINUOUS,COIN,BOTH_FAVORABLE,98,95,41,54,3,0,43.1578947368421,48,48.97959183673469,2.207330104414257,2.754047076440347,1.7645146730592343,2.10277346632573,1,98
CONTINUOUS,COIN,BOTH_OPPOSING,4,4,1,3,0,0,25.0,1,25.0,2.274299207246867,2.2118804744578635,0.9015207257286646,2.390101655608829,1,4
CONTINUOUS,COIN,EMA20_ONLY_OPPOSING,1,1,0,1,0,0,0.0,1,100.0,3.3716407872035474,2.1054478463023205,3.3716407872035474,2.1054478463023205,1,1
CONTINUOUS,COP,BOTH_FAVORABLE,52,52,27,25,0,0,51.92307692307692,26,50.0,1.1688188216707653,1.0682511028807231,0.8672051567972627,0.7987011924647802,1,52
CONTINUOUS,COP,BOTH_OPPOSING,4,4,3,1,0,0,75.0,2,50.0,1.203830880296114,0.7611040107597382,1.062316845982381,0.3720819996017162,1,4
CONTINUOUS,COP,EMA20_ONLY_OPPOSING,4,4,2,2,0,0,50.0,2,50.0,0.7312092640007168,1.1646982605922829,0.6510701192912174,0.9014694450820013,1,4
CONTINUOUS,COP,EMA9_ONLY_OPPOSING,2,2,1,1,0,0,50.0,1,50.0,1.3736448101385075,1.0262607901291387,1.3736448101385075,1.0262607901291387,1,2
CONTINUOUS,COST,BOTH_FAVORABLE,69,69,36,33,0,0,52.17391304347826,33,47.82608695652174,0.8683057828256243,0.8590995146337359,0.6527537074127462,0.6014885322262105,1,69
CONTINUOUS,COST,BOTH_OPPOSING,8,8,2,6,0,0,25.0,5,62.5,0.5024599586330903,1.06163398765691,0.35711466737233866,0.8188122776000721,1,8
CONTINUOUS,COST,EMA20_ONLY_OPPOSING,5,5,2,3,0,0,40.0,2,40.0,0.6468094308964081,0.7005256232432204,0.6040006927606433,0.715734600145033,1,5
CONTINUOUS,CRM,BOTH_FAVORABLE,85,84,38,46,0,1,45.23809523809524,36,42.35294117647059,1.5747877585061172,1.411064289357072,1.2384744341994904,1.054960013612379,1,85
CONTINUOUS,CRM,BOTH_OPPOSING,1,1,0,1,0,0,0.0,1,100.0,0.4312301407171986,1.0364654259343353,0.4312301407171986,1.0364654259343353,1,1
CONTINUOUS,CRM,EMA20_ONLY_OPPOSING,4,4,1,3,0,0,25.0,1,25.0,0.39709641249681404,2.252948907180122,0.4872817170547258,2.095201759814705,1,4
CONTINUOUS,CRWD,BOTH_FAVORABLE,66,66,30,36,0,0,45.45454545454545,28,42.42424242424242,1.9308816561612843,1.6892630239156026,1.5197293677072663,1.3525314066772278,1,66
CONTINUOUS,CRWD,BOTH_OPPOSING,5,5,3,2,0,0,60.0,3,60.0,2.3092412137460854,1.587289465554297,2.5685205962493978,0.8449648920425614,1,5
CONTINUOUS,CSCO,BOTH_FAVORABLE,58,58,25,33,0,0,43.10344827586207,25,43.10344827586207,0.8511875061314621,1.0975103334555476,0.6138336579774871,0.7595331758573799,1,58
CONTINUOUS,CSCO,BOTH_OPPOSING,6,5,3,2,0,1,60.0,2,33.333333333333336,1.2182791681195126,0.5815551909348059,0.8154088098132998,0.4925538213574985,1,6
CONTINUOUS,CSCO,EMA20_ONLY_OPPOSING,3,3,1,2,0,0,33.333333333333336,3,100.0,0.9305880947564332,0.6607244158663305,0.8870424432966608,0.5623797543288584,1,3
CONTINUOUS,CSCO,EMA9_ONLY_OPPOSING,2,2,1,1,0,0,50.0,0,0.0,0.9870298891230349,1.423872612818019,0.9870298891230349,1.423872612818019,1,2
CONTINUOUS,CVS,BOTH_FAVORABLE,59,58,33,25,1,0,56.89655172413793,25,42.3728813559322,1.3399991640467674,1.0936609083411273,1.0068203962325506,0.835760415347596,1,59
CONTINUOUS,CVS,BOTH_OPPOSING,6,6,5,1,0,0,83.33333333333333,3,50.0,1.459119941899415,0.6847988115281095,1.32456997430494,0.5628599564968059,1,6
CONTINUOUS,CVS,EMA20_ONLY_OPPOSING,4,4,0,4,0,0,0.0,0,0.0,0.3750759499667052,1.8034663799316872,0.17244748144686217,1.781732089639454,1,4
CONTINUOUS,CVX,BOTH_FAVORABLE,67,65,31,34,0,2,47.69230769230769,27,40.298507462686565,0.8717760214835955,0.9798789484312025,0.7344530732647033,0.737732222934018,1,67
CONTINUOUS,CVX,BOTH_OPPOSING,8,8,4,4,0,0,50.0,5,62.5,1.0354328976680822,0.7541860646209013,0.7835939414156219,0.8132146556227932,1,8
CONTINUOUS,CVX,EMA20_ONLY_OPPOSING,2,2,1,1,0,0,50.0,0,0.0,0.6293550269844128,0.6058314769039245,0.6293550269844128,0.6058314769039245,1,2
CONTINUOUS,DASH,BOTH_FAVORABLE,65,64,35,29,1,0,54.6875,32,49.23076923076923,1.7827923973698765,1.8603204055293199,1.204255816672514,1.4991217679016329,1,65
CONTINUOUS,DASH,BOTH_OPPOSING,7,7,1,6,0,0,14.285714285714286,2,28.571428571428573,0.9757454550142423,3.4172870932650783,0.4028128627022557,2.664937074713829,1,7
CONTINUOUS,DASH,EMA20_ONLY_OPPOSING,2,2,1,1,0,0,50.0,1,50.0,4.858407562550262,0.488609034484325,4.858407562550262,0.488609034484325,1,2
CONTINUOUS,DASH,EMA9_ONLY_OPPOSING,1,1,0,1,0,0,0.0,0,0.0,4.2190935029702095,0.5285560596847353,4.2190935029702095,0.5285560596847353,1,1
CONTINUOUS,DDOG,BOTH_FAVORABLE,70,69,41,28,1,0,59.42028985507246,40,57.142857142857146,2.1586161300046025,2.12843344466618,1.614541598869884,1.6685673089099242,1,70
CONTINUOUS,DDOG,BOTH_OPPOSING,6,6,2,4,0,0,33.333333333333336,3,50.0,1.3878332825044453,2.2654103557326124,1.1882007879513332,1.5363443118664981,1,6
CONTINUOUS,DDOG,EMA20_ONLY_OPPOSING,4,3,2,1,1,0,66.66666666666667,2,50.0,2.30833721725023,3.9036374687140305,2.0519401092494425,3.2963337655722595,1,4
CONTINUOUS,DDOG,EMA9_ONLY_OPPOSING,1,1,1,0,0,0,100.0,0,0.0,1.3623776998338555,0.6608824072364853,1.3623776998338555,0.6608824072364853,1,1
CONTINUOUS,DDOG,UNKNOWN,1,1,1,0,0,0,100.0,0,0.0,1.4438056786764348,0.2676087242726147,1.4438056786764348,0.2676087242726147,1,1
CONTINUOUS,DE,BOTH_FAVORABLE,32,32,10,22,0,0,31.25,5,15.625,1.4050914627834055,1.1494687881423928,1.2427750141363487,0.9868791682791433,1,32
CONTINUOUS,DE,BOTH_OPPOSING,4,4,2,2,0,0,50.0,1,25.0,0.899616957123093,1.7708503823430641,0.9547173547250897,1.5209343379129756,1,4
CONTINUOUS,DE,EMA20_ONLY_OPPOSING,1,1,1,0,0,0,100.0,0,0.0,2.3962784056047055,0.14614174633809604,2.3962784056047055,0.14614174633809604,1,1
CONTINUOUS,DELL,BOTH_FAVORABLE,78,74,36,38,4,0,48.648648648648646,42,53.84615384615385,2.612950138197503,1.885576724304786,1.8504675202033063,1.5609330969860702,1,78
CONTINUOUS,DELL,BOTH_OPPOSING,10,10,6,4,0,0,60.0,5,50.0,1.8946397938345876,1.34243755377698,1.2581688608623316,0.890927173955921,1,10
CONTINUOUS,DELL,EMA20_ONLY_OPPOSING,4,4,2,2,0,0,50.0,0,0.0,0.4978757633493978,2.359153184359178,0.48357137829963737,2.34962625865911,1,4
CONTINUOUS,DELL,EMA9_ONLY_OPPOSING,1,1,0,1,0,0,0.0,1,100.0,4.847525891829676,0.5466052934407505,4.847525891829676,0.5466052934407505,1,1
CONTINUOUS,DIS,BOTH_FAVORABLE,73,72,38,34,1,0,52.77777777777778,37,50.68493150684932,0.8392504369662359,0.9302045332800257,0.6931685318189397,0.704942498463697,1,73
CONTINUOUS,DIS,BOTH_OPPOSING,6,6,6,0,0,0,100.0,5,83.33333333333333,1.329483128787887,0.7634834869025502,1.3486307329627851,0.3732289364367787,1,6
CONTINUOUS,DIS,EMA20_ONLY_OPPOSING,2,2,1,1,0,0,50.0,1,50.0,0.9780605662018658,0.6011596003606233,0.9780605662018658,0.6011596003606233,1,2
CONTINUOUS,DIS,EMA9_ONLY_OPPOSING,1,1,0,1,0,0,0.0,1,100.0,0.5632040050062554,0.5423445974134382,0.5632040050062554,0.5423445974134382,1,1
CONTINUOUS,EOG,BOTH_FAVORABLE,27,27,16,11,0,0,59.25925925925926,11,40.74074074074074,1.0195110600903066,1.338126530384869,0.915626843818972,1.0000943485234477,1,27
CONTINUOUS,EOG,BOTH_OPPOSING,10,10,5,5,0,0,50.0,4,40.0,0.8510520507779251,1.0986658461901044,0.8494719653237087,0.8122903971745832,1,10
CONTINUOUS,EOG,EMA9_ONLY_OPPOSING,3,3,0,3,0,0,0.0,0,0.0,0.2598425158115192,2.472668566246527,0.19448958220490045,1.9580107206670603,1,3
CONTINUOUS,ETN,BOTH_FAVORABLE,35,34,18,16,0,1,52.94117647058823,20,57.142857142857146,1.5265987223570492,1.2375532378387877,1.3955105284068345,0.7936318787387651,1,35
CONTINUOUS,ETN,BOTH_OPPOSING,12,12,3,9,0,0,25.0,8,66.66666666666667,1.3087194010348988,1.4411573206040031,0.5159771282067245,1.3931707483198248,1,12
CONTINUOUS,ETN,EMA20_ONLY_OPPOSING,2,2,2,0,0,0,100.0,2,100.0,5.034139175687709,0.3422072685171691,5.034139175687709,0.3422072685171691,1,2
CONTINUOUS,ETN,EMA9_ONLY_OPPOSING,1,1,0,1,0,0,0.0,1,100.0,3.360583574393161,0.6540057854357999,3.360583574393161,0.6540057854357999,1,1
CONTINUOUS,FDX,BOTH_FAVORABLE,35,34,21,13,1,0,61.76470588235294,16,45.714285714285715,1.4020331830295456,1.2046043529779737,0.9953078344945259,0.6437534097108499,1,35
CONTINUOUS,FDX,BOTH_OPPOSING,9,9,6,3,0,0,66.66666666666667,5,55.55555555555556,1.2643338484605122,0.6185670705946434,1.3857589810726276,0.41762519907981127,1,9
CONTINUOUS,FDX,EMA9_ONLY_OPPOSING,1,1,1,0,0,0,100.0,1,100.0,1.5495222466925902,0.09232191684698564,1.5495222466925902,0.09232191684698564,1,1
CONTINUOUS,GE,BOTH_FAVORABLE,55,55,28,27,0,0,50.90909090909091,25,45.45454545454545,1.371291265551831,1.3828033793483325,1.02305022489923,1.1957321559970566,1,55
CONTINUOUS,GE,BOTH_OPPOSING,8,8,3,5,0,0,37.5,5,62.5,0.9475332950950861,0.9633842198923012,0.8274100721438375,0.8573429319600248,1,8
CONTINUOUS,GE,EMA20_ONLY_OPPOSING,2,2,1,1,0,0,50.0,0,0.0,2.8325573268720023,0.7292921119296927,2.8325573268720023,0.7292921119296927,1,2
CONTINUOUS,GILD,BOTH_FAVORABLE,50,50,25,25,0,0,50.0,27,54.0,1.0741818611230347,1.1513128387911788,0.7549956594405222,0.9463428881997429,1,50
CONTINUOUS,GILD,BOTH_OPPOSING,7,7,4,3,0,0,57.142857142857146,4,57.142857142857146,0.7026507449547027,2.1671171169887065,0.786807501616727,2.435659571192102,1,7
CONTINUOUS,GILD,EMA20_ONLY_OPPOSING,1,1,1,0,0,0,100.0,1,100.0,2.9210081040163742,0.29388191290409876,2.9210081040163742,0.29388191290409876,1,1
CONTINUOUS,GOOG,BOTH_FAVORABLE,80,80,45,35,0,0,56.25,41,51.25,1.3448082698934525,0.9944602327638961,0.9496441639169184,0.8235657639079192,1,80
CONTINUOUS,GOOG,BOTH_OPPOSING,2,2,1,1,0,0,50.0,1,50.0,3.013382836902621,0.3646153843029033,3.013382836902621,0.3646153843029033,1,2
CONTINUOUS,GOOG,EMA20_ONLY_OPPOSING,2,2,0,2,0,0,0.0,1,50.0,0.7642074957075963,1.2616991611953363,0.7642074957075963,1.2616991611953363,1,2
CONTINUOUS,GS,BOTH_FAVORABLE,74,74,34,40,0,0,45.945945945945944,30,40.54054054054054,1.1381640100692934,1.3371961145989653,0.7634085778015537,1.118474930374783,1,74
