sample,symbol,sample_share_pct,total_n,binary_n,favorable_n,adverse_n,favorable_first_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
2025Q3,META,3.9473684210526314,6,6,3,3,50.0,0.9757375120013817,0.9174362293644694,0.9481898987931705,0.8072622411158891,1,6
2025Q3,MU,3.9473684210526314,6,6,4,2,66.66666666666667,1.5754561752218097,1.5607921137780032,1.6339763167113022,1.0217768990224791,1,6
2025Q3,GILD,3.289473684210526,5,5,2,3,40.0,0.6607566740924484,1.114879569010319,0.3054295288082333,1.3059183106418417,1,5
2025Q3,GOOG,2.6315789473684212,4,4,1,3,25.0,0.519280117641686,1.5591850570705112,0.4326387328590603,1.534154296281442,1,4
2025Q3,ADBE,1.9736842105263157,3,3,2,1,66.66666666666667,0.7809521005271637,1.5176580998737708,0.7317160748045864,1.817428138399161,1,3
2025Q3,AMD,1.9736842105263157,3,3,1,2,33.333333333333336,2.6967710348096774,0.7022588280156006,2.493182703544996,0.7891770011274032,1,3
2025Q3,ARM,1.9736842105263157,3,3,1,2,33.333333333333336,1.0911145268425182,0.9196861892272539,1.295346083461916,0.8647601277405091,1,3
2025Q3,CMG,1.9736842105263157,3,3,1,2,33.333333333333336,1.3340297317500285,1.534560853077872,0.9690816797415821,0.9921550530687578,1,3
2025Q3,CRM,1.9736842105263157,3,3,1,2,33.333333333333336,1.5813050474898416,0.7748218937738548,1.5084267474175708,0.781079323203038,1,3
2025Q3,CVX,1.9736842105263157,3,3,1,2,33.333333333333336,0.8973902457863039,1.0429883946027168,0.7775490868698735,0.5847953216374336,1,3
2025Q3,DASH,1.9736842105263157,3,3,2,1,66.66666666666667,1.12043040887198,1.3089383958059442,1.096121416526136,0.7324236903744012,1,3
2025Q3,DDOG,1.9736842105263157,3,3,1,2,33.333333333333336,0.9504486037368275,1.7433127832307715,1.0189771438801798,1.56203377692904,1,3
2025Q3,GS,1.9736842105263157,3,3,1,2,33.333333333333336,1.6084245121050305,1.05133303081707,0.8540634344680269,0.9436509628366356,1,3
2025Q3,LOW,1.9736842105263157,3,3,0,3,0.0,0.42711996054167006,0.9114937782260345,0.3285549858742269,0.9856649576226926,1,3
2025Q3,MRK,1.9736842105263157,3,3,2,1,66.66666666666667,1.197443354610057,2.5356827159578827,1.0651629072681632,0.6390977443609087,1,3
2025Q3,NFLX,1.9736842105263157,3,3,2,1,66.66666666666667,1.3104700243922311,0.5960337279088529,1.313886606409206,0.7296631059983493,1,3
2025Q3,PLTR,1.9736842105263157,3,3,1,2,33.333333333333336,2.0585259981888444,1.3197208902938489,2.0230560578661914,1.326957561267184,1,3
2025Q3,TGT,1.9736842105263157,3,3,1,2,33.333333333333336,1.062755111321934,1.3889629614277779,1.3176007866273387,0.9095378564405084,1,3
2025Q3,AAPL,1.3157894736842106,2,2,2,0,100.0,2.9215538394944818,0.12050606371964402,2.9215538394944818,0.12050606371964402,1,2
2025Q3,AMAT,1.3157894736842106,2,2,1,1,50.0,0.6604607623901378,2.0581127346774326,0.6604607623901378,2.0581127346774326,1,2
2025Q3,AMZN,1.3157894736842106,2,2,1,1,50.0,0.9302043956974269,0.9366596323987795,0.9302043956974269,0.9366596323987795,1,2
2025Q3,ANET,1.3157894736842106,2,2,1,1,50.0,0.6680261478754899,3.0260522904933334,0.6680261478754899,3.0260522904933334,1,2
2025Q3,APP,1.3157894736842106,2,2,2,0,100.0,2.4002848882370333,2.0407496231737055,2.4002848882370333,2.0407496231737055,1,2
2025Q3,ASML,1.3157894736842106,2,2,1,1,50.0,1.481753078167374,1.3046166237869952,1.481753078167374,1.3046166237869952,1,2
2025Q3,BA,1.3157894736842106,2,2,1,1,50.0,0.7797521402003319,1.1416952321395877,0.7797521402003319,1.1416952321395877,1,2
2025Q3,BAC,1.3157894736842106,2,2,0,2,0.0,0.20184245937273604,1.107438098981541,0.20184245937273604,1.107438098981541,1,2
2025Q3,BMY,1.3157894736842106,2,2,1,1,50.0,0.6517946273629693,0.9678267650019068,0.6517946273629693,0.9678267650019068,1,2
2025Q3,C,1.3157894736842106,2,2,2,0,100.0,1.0593160684424117,0.9448264927945909,1.0593160684424117,0.9448264927945909,1,2
2025Q3,CEG,1.3157894736842106,2,2,0,2,0.0,0.6624495824825887,2.8089778237312695,0.6624495824825887,2.8089778237312695,1,2
2025Q3,COIN,1.3157894736842106,2,2,0,2,0.0,0.6772676674022975,2.310988612095585,0.6772676674022975,2.310988612095585,1,2
2025Q3,COP,1.3157894736842106,2,2,1,1,50.0,0.9805542205482349,1.0952141914053777,0.9805542205482349,1.0952141914053777,1,2
2025Q3,DIS,1.3157894736842106,2,2,1,1,50.0,0.37904528177533126,1.0127353927060947,0.37904528177533126,1.0127353927060947,1,2
2025Q3,GE,1.3157894736842106,2,2,0,2,0.0,0.7460788817482652,1.6429749384726904,0.7460788817482652,1.6429749384726904,1,2
2025Q3,ISRG,1.3157894736842106,2,2,0,2,0.0,1.1056376969696713,0.7734665501044378,1.1056376969696713,0.7734665501044378,1,2
2025Q3,JPM,1.3157894736842106,2,2,1,1,50.0,1.4248809174130932,0.5216371687770635,1.4248809174130932,0.5216371687770635,1,2
2025Q3,LLY,1.3157894736842106,2,2,2,0,100.0,1.3753511642795297,1.0945812669734005,1.3753511642795297,1.0945812669734005,1,2
2025Q3,LULU,1.3157894736842106,2,2,1,1,50.0,2.306145557364285,1.1456648791642459,2.306145557364285,1.1456648791642459,1,2
2025Q3,MRVL,1.3157894736842106,2,2,0,2,0.0,0.4933088718333492,3.768828547358867,0.4933088718333492,3.768828547358867,1,2
2025Q3,MS,1.3157894736842106,2,2,1,1,50.0,1.3646482762159624,0.9911729333107144,1.3646482762159624,0.9911729333107144,1,2
2025Q3,ORCL,1.3157894736842106,2,2,0,2,0.0,0.12732471018448285,2.6993605778998506,0.12732471018448285,2.6993605778998506,1,2
2025Q3,PANW,1.3157894736842106,2,2,1,1,50.0,0.6950111981148017,3.2977725318275235,0.6950111981148017,3.2977725318275235,1,2
2025Q3,SBUX,1.3157894736842106,2,2,0,2,0.0,0.18721650824667885,1.7686172981029857,0.18721650824667885,1.7686172981029857,1,2
2025Q3,UNH,1.3157894736842106,2,2,1,1,50.0,1.077993158707061,1.4981189201057776,1.077993158707061,1.4981189201057776,1,2
2025Q3,UPS,1.3157894736842106,2,2,1,1,50.0,1.97321509854796,0.5079362386369168,1.97321509854796,0.5079362386369168,1,2
2025Q3,ABNB,0.6578947368421053,1,1,0,1,0.0,0.5393568271219484,0.9286670181272525,0.5393568271219484,0.9286670181272525,1,1
2025Q3,AVGO,0.6578947368421053,1,1,0,1,0.0,0.40105021909979693,1.5052662485299229,0.40105021909979693,1.5052662485299229,1,1
2025Q3,AXON,0.6578947368421053,1,1,1,0,100.0,4.471108490566033,0.6580188679245331,4.471108490566033,0.6580188679245331,1,1
2025Q3,CAT,0.6578947368421053,1,1,0,1,0.0,0.0,1.7097699380839235,0.0,1.7097699380839235,1,1
2025Q3,CMCSA,0.6578947368421053,1,1,0,1,0.0,2.5505443234836713,0.5598755832037317,2.5505443234836713,0.5598755832037317,1,1
2025Q3,COST,0.6578947368421053,1,1,1,0,100.0,0.6379943672569397,0.24610593528093366,0.6379943672569397,0.24610593528093366,1,1
2025Q3,CRWD,0.6578947368421053,1,1,1,0,100.0,0.8646288209606942,1.8580786026200853,0.8646288209606942,1.8580786026200853,1,1
2025Q3,CSCO,0.6578947368421053,1,1,1,0,100.0,0.6759735488611432,0.2498163115356381,0.6759735488611432,0.2498163115356381,1,1
2025Q3,CVS,0.6578947368421053,1,1,1,0,100.0,1.1545566502463056,0.4310344827586225,1.1545566502463056,0.4310344827586225,1,1
2025Q3,DELL,0.6578947368421053,1,1,1,0,100.0,3.092121114769905,0.32125933659946304,3.092121114769905,0.32125933659946304,1,1
2025Q3,FDX,0.6578947368421053,1,1,1,0,100.0,1.893018796405719,2.891926241387761,1.893018796405719,2.891926241387761,1,1
2025Q3,HAL,0.6578947368421053,1,1,0,1,0.0,0.0681353622530119,2.884397002044052,0.0681353622530119,2.884397002044052,1,1
2025Q3,IBM,0.6578947368421053,1,1,1,0,100.0,1.7579892780059916,0.30982385295550596,1.7579892780059916,0.30982385295550596,1,1
