hypothesis_id,hypothesis_label,feature_a,state_a,feature_b,state_b,research_period_discovery,baseline_favorable_first_pct_discovery,feature_a_binary_n_discovery,feature_a_favorable_first_pct_discovery,feature_b_binary_n_discovery,feature_b_favorable_first_pct_discovery,lift_vs_baseline_pp_discovery,incremental_vs_feature_a_pp_discovery,incremental_vs_feature_b_pp_discovery,total_n_discovery,binary_n_discovery,favorable_n_discovery,adverse_n_discovery,both_n_discovery,unresolved_n_discovery,favorable_first_pct_discovery,avg_mfe_pct_discovery,avg_mae_pct_discovery,median_mfe_pct_discovery,median_mae_pct_discovery,symbol_n_discovery,trade_date_n_discovery,research_period_validation,baseline_favorable_first_pct_validation,feature_a_binary_n_validation,feature_a_favorable_first_pct_validation,feature_b_binary_n_validation,feature_b_favorable_first_pct_validation,lift_vs_baseline_pp_validation,incremental_vs_feature_a_pp_validation,incremental_vs_feature_b_pp_validation,total_n_validation,binary_n_validation,favorable_n_validation,adverse_n_validation,both_n_validation,unresolved_n_validation,favorable_first_pct_validation,avg_mfe_pct_validation,avg_mae_pct_validation,median_mfe_pct_validation,median_mae_pct_validation,symbol_n_validation,trade_date_n_validation,passes_sample_gate,discovery_effect_sign,validation_effect_sign,same_effect_direction,effect_type,validation_minus_discovery_lift_pp,discovery_abs_lift_pp,discovery_rank_within_hypothesis,direction_pass,direction_reason,temporal_pass,temporal_reason,concentration_pass,concentration_reason,etf_pass,etf_reason,etf_base_ff_pct,etf_excluded_ff_pct,etf_delta_pp,promotion_tier,robustness_pass_count
H1A,STRUCTURE_CLEARANCE_X_MARKET_5D_CONSENSUS,session_level_clear_state,ALL_3_CLEARED,market_prior_5d_consensus,CONSENSUS_OPPOSING,DISCOVERY,51.00539480137322,886,54.85327313769752,1899,51.02685624012639,5.038561242582823,1.1906829062585302,5.017099803829659,376,364,204,160,8,4,56.04395604395605,1.4138778325867123,1.4348176072728294,1.0585624590950895,0.9889100053457252,107,117,VALIDATION,49.45544554455446,961,51.92507804370448,1783,53.11273135165452,8.385171422026517,5.9155389228765,4.727885614926457,396,389,225,164,5,2,57.840616966580974,1.9212325834659731,1.4780611304531448,1.4895075291353246,0.9667865674333104,110,117,True,1.0,1.0,True,POSITIVE_REPLICATING,3.3466101794436938,5.038561242582823,4.0,True,,True,,True,,True,,57.840616966580974,57.88113695090439,0.04051998432341719,TIER_A_POSITIVE,4
H1B,STRUCTURE_CLEARANCE_X_3IDX_5D_REGIME,session_level_clear_state,ALL_3_CLEARED,market_3idx_prior_5d_state,ALL_3_OPPOSING,DISCOVERY,51.00539480137322,886,54.85327313769752,1595,51.5987460815047,5.617121754918166,1.7692434185938737,5.023770474786687,310,302,171,131,5,3,56.62251655629139,1.3663734178942832,1.4464570498817,1.017954801410616,0.9973625275500316,104,97,VALIDATION,49.45544554455446,961,51.92507804370448,1366,52.92825768667642,8.08841410456835,5.618781605418334,4.615601962446384,292,285,164,121,5,2,57.54385964912281,1.8870650145569687,1.5317681045436942,1.4172805989415296,0.9578493837030396,105,88,True,1.0,1.0,True,POSITIVE_REPLICATING,2.4712923496501844,5.617121754918166,6.0,True,,True,,True,,True,,57.54385964912281,57.59717314487632,0.05331349575351396,TIER_A_POSITIVE,4
H5A,RELATIVE_MULTI_HORIZON_X_3IDX_5D_REGIME,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_ALIGNED,DISCOVERY,51.00539480137322,1354,49.77843426883309,1615,50.154798761609904,-4.163289538215324,-2.9363290056751907,-3.3126934984520062,587,570,267,303,1,16,46.8421052631579,1.290659146515615,1.2818177873195624,0.8719902583415292,0.9002485501242864,110,120,VALIDATION,49.45544554455446,1301,48.50115295926211,1466,45.29331514324693,-8.305003066678353,-7.350710481386002,-4.142872665370824,467,452,186,266,8,7,41.150442477876105,1.4957806142169745,1.64338621477682,1.0739359140667075,1.1883418743752892,109,103,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-4.141713528463029,4.163289538215324,4.0,True,,True,,True,,True,,41.150442477876105,41.23006833712984,0.07962585925373844,TIER_C_AVOIDANCE,4
H4A,C2_EXHAUSTION_X_STRUCTURE_CLEARANCE,exhaustion_state,ONE,session_level_clear_state,NONE_CLEARED,DISCOVERY,51.00539480137322,711,48.80450070323488,1122,49.376114081996434,-4.8097426274601744,-2.6088485293218326,-3.180461908083388,186,184,85,99,0,2,46.19565217391305,1.1857380846665178,1.0299645819078336,0.8500818538803512,0.8353872321556606,91,112,VALIDATION,49.45544554455446,654,48.776758409785934,1285,48.79377431906615,-5.224676313785224,-4.545989179016701,-4.563005088296912,215,208,92,116,4,3,44.23076923076923,1.535569358893294,1.4490639445829188,1.118967529347171,1.1958424915247847,94,116,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-0.4149336863250497,4.8097426274601744,6.0,True,,True,,True,,True,,44.23076923076923,44.55445544554456,0.32368621477532855,TIER_C_AVOIDANCE,4
H2A,STRUCTURE_CLEARANCE_X_RELATIVE_MULTI_HORIZON,session_level_clear_state,NONE_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,DISCOVERY,51.00539480137322,1122,49.376114081996434,1312,48.93292682926829,-4.163289538215324,-2.534008818838537,-2.0908215661103924,388,380,178,202,0,8,46.8421052631579,1.2253358857421048,1.274585627408156,0.8553541929706177,0.8678117913449404,105,132,VALIDATION,49.45544554455446,1285,48.79377431906615,1350,48.96296296296296,-4.094620802286414,-3.432949576798101,-3.6021382206949184,401,388,176,212,6,7,45.36082474226804,1.555503129506928,1.660769760467208,1.141866748228582,1.159037558685455,106,136,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,0.0686687359289095,4.163289538215324,5.0,True,,True,,True,,True,,45.36082474226804,45.62841530054645,0.26759055827840683,TIER_C_AVOIDANCE,4
H2A,STRUCTURE_CLEARANCE_X_RELATIVE_MULTI_HORIZON,session_level_clear_state,ONE_OF_3_CLEARED,relative_multi_horizon_state,MIXED,DISCOVERY,51.00539480137322,830,52.04819277108434,1354,49.77843426883309,-0.8287163561435378,-1.8715143258546547,0.3982441763965951,286,283,142,141,0,3,50.17667844522968,1.1040638620283565,1.305856253988606,0.7462824936345804,0.9378813602671668,102,125,VALIDATION,49.45544554455446,709,47.24964739069112,1301,48.50115295926211,-11.831683168316836,-9.625885014453496,-10.877390583024486,208,202,76,126,3,3,37.62376237623762,1.4952317839215576,1.727991742631,1.1111152501205974,1.2046589396262135,89,112,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-11.002966812173298,0.8287163561435378,14.0,True,,True,,True,,True,,37.62376237623762,38.54166666666666,0.9179042904290355,TIER_B_CONTEXT,4
H1B,STRUCTURE_CLEARANCE_X_3IDX_5D_REGIME,session_level_clear_state,ALL_3_CLEARED,market_3idx_prior_5d_state,MAJORITY_OPPOSING,DISCOVERY,51.00539480137322,886,54.85327313769752,383,47.78067885117493,3.3155928529477663,-0.5322854833765263,6.540308803146054,86,81,44,37,3,2,54.32098765432099,1.5259201037507026,1.4162227074276352,1.176384021707503,1.0103548214385625,59,24,VALIDATION,49.45544554455446,961,51.92507804370448,585,53.67521367521368,9.115983026874112,6.646350527724096,4.896214896214893,140,140,82,58,0,0,58.57142857142857,1.8808991387312133,1.326582059169547,1.4726383720522471,0.9974476731336436,80,42,True,1.0,1.0,True,POSITIVE_REPLICATING,5.8003901739263455,3.3155928529477663,10.0,True,,False,VALIDATION_NEWER_n<75,True,,True,,58.57142857142857,58.57142857142857,0.0,TIER_B_CONTEXT,3
H1B,STRUCTURE_CLEARANCE_X_3IDX_5D_REGIME,session_level_clear_state,TWO_OF_3_CLEARED,market_3idx_prior_5d_state,ALL_3_ALIGNED,DISCOVERY,51.00539480137322,1120,49.82142857142857,1615,50.154798761609904,-2.823576619555041,-1.6396103896103895,-1.972980579791724,446,440,212,228,1,5,48.18181818181818,1.1872180858409171,1.206688428941228,0.8511142777325224,0.8644783685941408,107,112,VALIDATION,49.45544554455446,1064,49.62406015037594,1466,45.29331514324693,-6.881188118811885,-7.049802724633366,-2.719057717504356,412,404,172,232,7,1,42.57425742574257,1.564073180472267,1.53302415056092,1.0352130971266038,1.1651323972660066,111,104,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-4.057611499256844,2.823576619555041,12.0,True,,True,,True,,True,,42.57425742574257,42.45524296675192,0.11901445899065521,TIER_B_CONTEXT,4
H4A,C2_EXHAUSTION_X_STRUCTURE_CLEARANCE,exhaustion_state,ONE,session_level_clear_state,ALL_3_CLEARED,DISCOVERY,51.00539480137322,711,48.80450070323488,886,54.85327313769752,4.550160754182336,6.751054852320678,0.7022824178580436,127,126,70,56,0,1,55.55555555555556,1.205234881154179,1.1739200954639,0.9707766212970363,0.8876080691642606,72,83,VALIDATION,49.45544554455446,654,48.776758409785934,961,51.92507804370448,6.659662369114606,7.33834950388313,4.19002986996459,141,139,78,61,0,2,56.11510791366906,1.7933041934606686,1.5123350792960857,1.226842634203695,0.8528830920809928,76,86,True,1.0,1.0,True,POSITIVE_REPLICATING,2.1095016149322703,4.550160754182336,7.0,True,,False,VALIDATION_OLDER_n<75;VALIDATION_NEWER_n<75,True,,True,,56.11510791366906,56.52173913043478,0.40663121676572445,TIER_B_CONTEXT,3
H5A,RELATIVE_MULTI_HORIZON_X_3IDX_5D_REGIME,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_OPPOSING,DISCOVERY,51.00539480137322,1354,49.77843426883309,1595,51.5987460815047,2.797944716252012,4.024905248792145,2.2045934361205326,552,539,290,249,3,10,53.80333951762523,1.217350115525778,1.20857884022153,0.9077852583101922,0.8897808873518727,110,119,VALIDATION,49.45544554455446,1301,48.50115295926211,1366,52.92825768667642,6.32686738061561,7.28115996590796,2.8540552384936437,451,441,246,195,8,2,55.78231292517007,1.773870553763513,1.540521619408997,1.3615124862572645,1.103512298282907,107,105,True,1.0,1.0,True,POSITIVE_REPLICATING,3.5289226643635985,2.797944716252012,8.0,True,,True,,True,,True,,55.78231292517007,55.34441805225653,0.4378948729135388,TIER_B_CONTEXT,4
