time,open,high,low,close,VWAP,Upper Band #1,Lower Band #1,Bullish Research Event,Bearish Research Event,FTHC_EventDateKey,FTHC_EventTimestamp,FTHC_Direction,FTHC_ResearchEvent,FTHC_ProductionSignal,FTHC_ReferencePrice,FTHC_C1_Open,FTHC_C1_High,FTHC_C1_Low,FTHC_C1_Close,FTHC_C1_Volume,FTHC_C1_TR,FTHC_C1_VWAP,FTHC_C2_Open,FTHC_C2_High,FTHC_C2_Low,FTHC_C2_Close,FTHC_C2_Volume,FTHC_C2_TR,FTHC_C2_VWAP,FTHC_C1_RelVol,FTHC_C2_RelVol,FTHC_Combined_RelVol,FTHC_ATR_Selected,FTHC_ATR_PrevDaily,FTHC_ATR_PrevDay1M,FTHC_ATR_Prev5Day1M,FTHC_ATR_First2,FTHC_VWAP_Distance,FTHC_DeltaPct,FTHC_PMH,FTHC_PML,FTHC_PM_Open,FTHC_PM_Last,FTHC_PM_Volume,FTHC_AH_High,FTHC_AH_Low,FTHC_AH_Volume,FTHC_PDH,FTHC_PDL,FTHC_PrevRTHClose,FTHC_Outcome_050v050,FTHC_Outcome_100v050,FTHC_MinutesTo_025,FTHC_MinutesTo_050,FTHC_MinutesTo_075,FTHC_MinutesTo_100,FTHC_MinutesTo_Adverse050,FTHC_Final_MFE,FTHC_Final_MAE,FTHC_CP1_MFE,FTHC_CP1_MAE,FTHC_CP2_MFE,FTHC_CP2_MAE,FTHC_CP3_MFE,FTHC_CP3_MAE,FTHC_CP5_MFE,FTHC_CP5_MAE,FTHC_CP10_MFE,FTHC_CP10_MAE,Volume,Volume MA,FTHS_EventDateKey,FTHS_EventTimestamp,FTHS_Direction,FTHS_CP1_PM_State,FTHS_CP1_AH_State,FTHS_CP1_PD_State,FTHS_CP1_LevelsRetained,FTHS_CP1_MinLevelsRetained,FTHS_CP2_PM_State,FTHS_CP2_AH_State,FTHS_CP2_PD_State,FTHS_CP2_LevelsRetained,FTHS_CP2_MinLevelsRetained,FTHS_CP3_PM_State,FTHS_CP3_AH_State,FTHS_CP3_PD_State,FTHS_CP3_LevelsRetained,FTHS_CP3_MinLevelsRetained,FTHS_CP5_PM_State,FTHS_CP5_AH_State,FTHS_CP5_PD_State,FTHS_CP5_LevelsRetained,FTHS_CP5_MinLevelsRetained,FTHS_CP10_PM_State,FTHS_CP10_AH_State,FTHS_CP10_PD_State,FTHS_CP10_LevelsRetained,FTHS_CP10_MinLevelsRetained,FTHS_CP1_PM_Lost,FTHS_CP1_PM_Reclaimed,FTHS_CP1_AH_Lost,FTHS_CP1_AH_Reclaimed,FTHS_CP1_PD_Lost,FTHS_CP1_PD_Reclaimed,FTHS_CP2_PM_Lost,FTHS_CP2_PM_Reclaimed,FTHS_CP2_AH_Lost,FTHS_CP2_AH_Reclaimed,FTHS_CP2_PD_Lost,FTHS_CP2_PD_Reclaimed,FTHS_CP3_PM_Lost,FTHS_CP3_PM_Reclaimed,FTHS_CP3_AH_Lost,FTHS_CP3_AH_Reclaimed,FTHS_CP3_PD_Lost,FTHS_CP3_PD_Reclaimed,FTHS_CP5_PM_Lost,FTHS_CP5_PM_Reclaimed,FTHS_CP5_AH_Lost,FTHS_CP5_AH_Reclaimed,FTHS_CP5_PD_Lost,FTHS_CP5_PD_Reclaimed,FTHS_CP10_PM_Lost,FTHS_CP10_PM_Reclaimed,FTHS_CP10_AH_Lost,FTHS_CP10_AH_Reclaimed,FTHS_CP10_PD_Lost,FTHS_CP10_PD_Reclaimed,FTHV_EventDateKey,FTHV_EventTimestamp,FTHV_Direction,FTHV_CP1_Open,FTHV_CP1_High,FTHV_CP1_Low,FTHV_CP1_Close,FTHV_CP1_RTH_VWAP,FTHV_CP1_VWAP_State,FTHV_CP1_VWAP_Lost,FTHV_CP1_VWAP_Reclaimed,FTHV_CP1_WrongSideCloseCount,FTHV_CP1_MaxWrongSideStreak,FTHV_Has_CP1,FTHV_CP2_Open,FTHV_CP2_High,FTHV_CP2_Low,FTHV_CP2_Close,FTHV_CP2_RTH_VWAP,FTHV_CP2_VWAP_State,FTHV_CP2_VWAP_Lost,FTHV_CP2_VWAP_Reclaimed,FTHV_CP2_WrongSideCloseCount,FTHV_CP2_MaxWrongSideStreak,FTHV_Has_CP2,FTHV_CP3_Open,FTHV_CP3_High,FTHV_CP3_Low,FTHV_CP3_Close,FTHV_CP3_RTH_VWAP,FTHV_CP3_VWAP_State,FTHV_CP3_VWAP_Lost,FTHV_CP3_VWAP_Reclaimed,FTHV_CP3_WrongSideCloseCount,FTHV_CP3_MaxWrongSideStreak,FTHV_Has_CP3,FTHV_CP5_Open,FTHV_CP5_High,FTHV_CP5_Low,FTHV_CP5_Close,FTHV_CP5_RTH_VWAP,FTHV_CP5_VWAP_State,FTHV_CP5_VWAP_Lost,FTHV_CP5_VWAP_Reclaimed,FTHV_CP5_WrongSideCloseCount,FTHV_CP5_MaxWrongSideStreak,FTHV_Has_CP5,FTHV_CP10_Open,FTHV_CP10_High,FTHV_CP10_Low,FTHV_CP10_Close,FTHV_CP10_RTH_VWAP,FTHV_CP10_VWAP_State,FTHV_CP10_VWAP_Lost,FTHV_CP10_VWAP_Reclaimed,FTHV_CP10_WrongSideCloseCount,FTHV_CP10_MaxWrongSideStreak,FTHV_Has_CP10
1787238600,341.68,342.95,340.73,342.515,342.32928566079175,344.2083353282783,340.4502359933052,0,0,,,0,0,0,,346.2,346.73,344.18,345.01,25890,2.5500000000000114,345.3066666666667,345.25,347.5,345.25,347.1,23850,2.490000000000009,345.9348029754724,0.8667327289526896,1.0271406299795864,0.936889016134683,0.43849948717948645,13.367804472522293,0.5004897435897432,0.43849948717948645,2.5200000000000102,,,351.03,344.03,350.8,346.25,128394,351.85,349.81,55293,351.61,335.7,351.19,0,0,,,,,,,,,,,,,,,,,,49619,62178.8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787238900,342.515,343.26,342.39,343.03,342.34455008902813,344.2002580920462,340.48884208601004,0,0,,,0,0,0,,346.2,346.73,344.18,345.01,25890,2.5500000000000114,345.3066666666667,345.25,347.5,345.25,347.1,23850,2.490000000000009,345.9348029754724,0.8667327289526896,1.0271406299795864,0.936889016134683,0.43849948717948645,13.367804472522293,0.5004897435897432,0.43849948717948645,2.5200000000000102,,,351.03,344.03,350.8,346.25,128394,351.85,349.81,55293,351.61,335.7,351.19,0,0,,,,,,,,,,,,,,,,,,38007,58174.8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787239200,343.08,343.4,342.12,342.845,342.3590096886904,344.18593524650925,340.5320841308715,0,0,,,0,0,0,,346.2,346.73,344.18,345.01,25890,2.5500000000000114,345.3066666666667,345.25,347.5,345.25,347.1,23850,2.490000000000009,345.9348029754724,0.8667327289526896,1.0271406299795864,0.936889016134683,0.43849948717948645,13.367804472522293,0.5004897435897432,0.43849948717948645,2.5200000000000102,,,351.03,344.03,350.8,346.25,128394,351.85,349.81,55293,351.61,335.7,351.19,0,0,,,,,,,,,,,,,,,,,,47301,57300.85,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787239500,342.91,343.93,342.4,343.93,342.3866138333783,344.19751023609376,340.57571743066285,0,0,,,0,0,0,,346.2,346.73,344.18,345.01,25890,2.5500000000000114,345.3066666666667,345.25,347.5,345.25,347.1,23850,2.490000000000009,345.9348029754724,0.8667327289526896,1.0271406299795864,0.936889016134683,0.43849948717948645,13.367804472522293,0.5004897435897432,0.43849948717948645,2.5200000000000102,,,351.03,344.03,350.8,346.25,128394,351.85,349.81,55293,351.61,335.7,351.19,0,0,,,,,,,,,,,,,,,,,,38779,55313.8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787239800,343.9,344.5,343.8,343.84,342.43561846884626,344.2415776513453,340.6296592863472,0,0,,,0,0,0,,346.2,346.73,344.18,345.01,25890,2.5500000000000114,345.3066666666667,345.25,347.5,345.25,347.1,23850,2.490000000000009,345.9348029754724,0.8667327289526896,1.0271406299795864,0.936889016134683,0.43849948717948645,13.367804472522293,0.5004897435897432,0.43849948717948645,2.5200000000000102,,,351.03,344.03,350.8,346.25,128394,351.85,349.81,55293,351.61,335.7,351.19,0,0,,,,,,,,,,,,,,,,,,45338,54073.1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787240100,343.87,344.44,343.72,344,342.4619290431855,344.26479186634106,340.6590662200299,0,0,,,0,0,0,,346.2,346.73,344.18,345.01,25890,2.5500000000000114,345.3066666666667,345.25,347.5,345.25,347.1,23850,2.490000000000009,345.9348029754724,0.8667327289526896,1.0271406299795864,0.936889016134683,0.43849948717948645,13.367804472522293,0.5004897435897432,0.43849948717948645,2.5200000000000102,,,351.03,344.03,350.8,346.25,128394,351.85,349.81,55293,351.61,335.7,351.19,0,0,,,,,,,,,,,,,,,,,,25392,53079.2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787240400,344.01,344.01,343.35,343.68,342.4777401057973,344.27416236871835,340.68131784287624,0,0,,,0,0,0,,346.2,346.73,344.18,345.01,25890,2.5500000000000114,345.3066666666667,345.25,347.5,345.25,347.1,23850,2.490000000000009,345.9348029754724,0.8667327289526896,1.0271406299795864,0.936889016134683,0.43849948717948645,13.367804472522293,0.5004897435897432,0.43849948717948645,2.5200000000000102,,,351.03,344.03,350.8,346.25,128394,351.85,349.81,55293,351.61,335.7,351.19,0,0,,,,,,,,,,,,,,,,,,20532,51609.4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787240700,343.66,344.92,343.66,344.47,342.53433695323866,344.3322079794475,340.7364659270298,0,0,,,0,0,0,,346.2,346.73,344.18,345.01,25890,2.5500000000000114,345.3066666666667,345.25,347.5,345.25,347.1,23850,2.490000000000009,345.9348029754724,0.8667327289526896,1.0271406299795864,0.936889016134683,0.43849948717948645,13.367804472522293,0.5004897435897432,0.43849948717948645,2.5200000000000102,,,351.03,344.03,350.8,346.25,128394,351.85,349.81,55293,351.61,335.7,351.19,0,0,,,,,,,,,,,,,,,,,,49306,51999.8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787241000,344.43,345.9,344.12,345.74,342.6190970491429,344.4507235471427,340.78747055114314,0,0,,,0,0,0,,346.2,346.73,344.18,345.01,25890,2.5500000000000114,345.3066666666667,345.25,347.5,345.25,347.1,23850,2.490000000000009,345.9348029754724,0.8667327289526896,1.0271406299795864,0.936889016134683,0.43849948717948645,13.367804472522293,0.5004897435897432,0.43849948717948645,2.5200000000000102,,,351.03,344.03,350.8,346.25,128394,351.85,349.81,55293,351.61,335.7,351.19,0,0,,,,,,,,,,,,,,,,,,52482,51921.1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787241300,345.74,346.06,345.21,345.77,342.6885371904841,344.55574752384115,340.8213268571271,0,0,,,0,0,0,,346.2,346.73,344.18,345.01,25890,2.5500000000000114,345.3066666666667,345.25,347.5,345.25,347.1,23850,2.490000000000009,345.9348029754724,0.8667327289526896,1.0271406299795864,0.936889016134683,0.43849948717948645,13.367804472522293,0.5004897435897432,0.43849948717948645,2.5200000000000102,,,351.03,344.03,350.8,346.25,128394,351.85,349.81,55293,351.61,335.7,351.19,0,0,,,,,,,,,,,,,,,,,,39080,50355.85,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787241600,345.81,346.3,345.72,345.92,342.7705346521783,344.6843755070383,340.8566937973183,0,0,,,0,0,0,,346.2,346.73,344.18,345.01,25890,2.5500000000000114,345.3066666666667,345.25,347.5,345.25,347.1,23850,2.490000000000009,345.9348029754724,0.8667327289526896,1.0271406299795864,0.936889016134683,0.43849948717948645,13.367804472522293,0.5004897435897432,0.43849948717948645,2.5200000000000102,,,351.03,344.03,350.8,346.25,128394,351.85,349.81,55293,351.61,335.7,351.19,0,0,,,,,,,,,,,,,,,,,,44011,50385.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787241900,345.91,346.06,345.22,345.53,342.8248601738445,344.7596692966222,340.89005105106685,0,0,,,0,0,0,,346.2,346.73,344.18,345.01,25890,2.5500000000000114,345.3066666666667,345.25,347.5,345.25,347.1,23850,2.490000000000009,345.9348029754724,0.8667327289526896,1.0271406299795864,0.936889016134683,0.43849948717948645,13.367804472522293,0.5004897435897432,0.43849948717948645,2.5200000000000102,,,351.03,344.03,350.8,346.25,128394,351.85,349.81,55293,351.61,335.7,351.19,0,0,,,,,,,,,,,,,,,,,,34542,44468.65,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
