time,open,high,low,close,Bullish Research Event,Bearish Research Event,RC_DateKey,RC_Direction,RC_ProductionSignal,RC_C1_Open,RC_C1_High,RC_C1_Low,RC_C1_Close,RC_C1_VWAP,RC_C1_VWAP_State,RC_C1_RelOpeningVol,RC_C2_Open,RC_C2_High,RC_C2_Low,RC_C2_Close,RC_C2_VWAP,RC_C2_RelOpeningVol,RC_Combined_RelVol,RC_ATR_Selected,RC_DeltaPct,RC_PMH,RC_PML,RC_AH_High,RC_AH_Low,RC_PDH,RC_PDL,RC_StructureBreakCode,RC_MFE_1m,RC_MAE_1m,RC_MFE_3m,RC_MAE_3m,RC_MFE_5m,RC_MAE_5m,RC_MFE_10m,RC_MAE_10m,RC_Final_MFE,RC_Final_MAE,RC_Outcome_050v050,RC_Outcome_100v050,RC_MinutesTo_025,RC_MinutesTo_050,RC_MinutesTo_100,RC_MinutesTo_Adverse050,RC_EventTimestamp,RC_C1_Volume,RC_C1_TR,RC_C2_Volume,RC_C2_TR,RC_ATR_PreviousDaily,RC_ATR_PreviousDay1M,RC_ATR_Previous5Days1M,RC_ATR_FirstTwoCandles,RC_VWAP_Distance,RC_PM_Volume,RC_AH_Volume,RC_PreviousRTHClose,RC_MFE_2m,RC_MAE_2m,Volume,Volume MA,HTF_Stock_D1_Open,HTF_Stock_D1_High,HTF_Stock_D1_Low,HTF_Stock_D1_Close,HTF_Stock_D2_Open,HTF_Stock_D2_High,HTF_Stock_D2_Low,HTF_Stock_D2_Close,HTF_Stock_W1_Open,HTF_Stock_W1_High,HTF_Stock_W1_Low,HTF_Stock_W1_Close,HTF_Stock_W2_Open,HTF_Stock_W2_High,HTF_Stock_W2_Low,HTF_Stock_W2_Close,HTF_SPX_D1_Open,HTF_SPX_D1_High,HTF_SPX_D1_Low,HTF_SPX_D1_Close,HTF_SPX_D2_Open,HTF_SPX_D2_High,HTF_SPX_D2_Low,HTF_SPX_D2_Close,HTF_SPX_W1_Open,HTF_SPX_W1_High,HTF_SPX_W1_Low,HTF_SPX_W1_Close,HTF_SPX_W2_Open,HTF_SPX_W2_High,HTF_SPX_W2_Low,HTF_SPX_W2_Close,HTF_NASDAQ_D1_Open,HTF_NASDAQ_D1_High,HTF_NASDAQ_D1_Low,HTF_NASDAQ_D1_Close,HTF_NASDAQ_D2_Open,HTF_NASDAQ_D2_High,HTF_NASDAQ_D2_Low,HTF_NASDAQ_D2_Close,HTF_NASDAQ_W1_Open,HTF_NASDAQ_W1_High,HTF_NASDAQ_W1_Low,HTF_NASDAQ_W1_Close,HTF_NASDAQ_W2_Open,HTF_NASDAQ_W2_High,HTF_NASDAQ_W2_Low,HTF_NASDAQ_W2_Close,HTF_DJIA_D1_Open,HTF_DJIA_D1_High,HTF_DJIA_D1_Low,HTF_DJIA_D1_Close,HTF_DJIA_D2_Open,HTF_DJIA_D2_High,HTF_DJIA_D2_Low,HTF_DJIA_D2_Close,HTF_DJIA_W1_Open,HTF_DJIA_W1_High,HTF_DJIA_W1_Low,HTF_DJIA_W1_Close,HTF_DJIA_W2_Open,HTF_DJIA_W2_High,HTF_DJIA_W2_Low,HTF_DJIA_W2_Close
1780080000,159.53,159.53,159.25,159.25,0,0,20260529,0,0,156.3,156.4,155.28,155.35,155.67666666666665,0,0.6357323572159121,156.28,157,155.6,157,156.1873267213862,6.207264957264957,1.3673135375263035,0.2241547428475828,,,,,,160.35,155,0,,,,,,,,,,,0,0,,,,,,2362,1.5300000000000011,3486,1.6500000000000057,7.820580844248005,0.2063623978201646,0.2241547428475828,1.5900000000000034,,0,0,156.7,,,4662,2382.65,156.92,160.35,154.51,156.7,153.8,160.96,153.73,157.58,157.75,165.24,146.81,160.25,162.34,162.85,148,159.2,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18
1780080300,159.3,159.58,158.66,159.51,0,0,20260529,0,0,156.3,156.4,155.28,155.35,155.67666666666665,0,0.6357323572159121,156.28,157,155.6,157,156.1873267213862,6.207264957264957,1.3673135375263035,0.2241547428475828,,,,,,160.35,155,0,,,,,,,,,,,0,0,,,,,,2362,1.5300000000000011,3486,1.6500000000000057,7.820580844248005,0.2063623978201646,0.2241547428475828,1.5900000000000034,,0,0,156.7,,,6855,2679.25,156.92,160.35,154.51,156.7,153.8,160.96,153.73,157.58,157.75,165.24,146.81,160.25,162.34,162.85,148,159.2,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18
1780080600,159.43,159.59,159.25,159.575,0,0,20260529,0,0,156.3,156.4,155.28,155.35,155.67666666666665,0,0.6357323572159121,156.28,157,155.6,157,156.1873267213862,6.207264957264957,1.3673135375263035,0.2241547428475828,,,,,,160.35,155,0,,,,,,,,,,,0,0,,,,,,2362,1.5300000000000011,3486,1.6500000000000057,7.820580844248005,0.2063623978201646,0.2241547428475828,1.5900000000000034,,0,0,156.7,,,1184,2664.95,156.92,160.35,154.51,156.7,153.8,160.96,153.73,157.58,157.75,165.24,146.81,160.25,162.34,162.85,148,159.2,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18
1780080900,159.49,159.71,159.4,159.64,0,0,20260529,0,0,156.3,156.4,155.28,155.35,155.67666666666665,0,0.6357323572159121,156.28,157,155.6,157,156.1873267213862,6.207264957264957,1.3673135375263035,0.2241547428475828,,,,,,160.35,155,0,,,,,,,,,,,0,0,,,,,,2362,1.5300000000000011,3486,1.6500000000000057,7.820580844248005,0.2063623978201646,0.2241547428475828,1.5900000000000034,,0,0,156.7,,,1851,2675.55,156.92,160.35,154.51,156.7,153.8,160.96,153.73,157.58,157.75,165.24,146.81,160.25,162.34,162.85,148,159.2,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18
1780081200,159.6,159.77,159.45,159.45,0,0,20260529,0,0,156.3,156.4,155.28,155.35,155.67666666666665,0,0.6357323572159121,156.28,157,155.6,157,156.1873267213862,6.207264957264957,1.3673135375263035,0.2241547428475828,,,,,,160.35,155,0,,,,,,,,,,,0,0,,,,,,2362,1.5300000000000011,3486,1.6500000000000057,7.820580844248005,0.2063623978201646,0.2241547428475828,1.5900000000000034,,0,0,156.7,,,2015,2707.3,156.92,160.35,154.51,156.7,153.8,160.96,153.73,157.58,157.75,165.24,146.81,160.25,162.34,162.85,148,159.2,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18
1780081500,159.64,159.68,159.52,159.52,0,0,20260529,0,0,156.3,156.4,155.28,155.35,155.67666666666665,0,0.6357323572159121,156.28,157,155.6,157,156.1873267213862,6.207264957264957,1.3673135375263035,0.2241547428475828,,,,,,160.35,155,0,,,,,,,,,,,0,0,,,,,,2362,1.5300000000000011,3486,1.6500000000000057,7.820580844248005,0.2063623978201646,0.2241547428475828,1.5900000000000034,,0,0,156.7,,,2550,2783.7,156.92,160.35,154.51,156.7,153.8,160.96,153.73,157.58,157.75,165.24,146.81,160.25,162.34,162.85,148,159.2,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18
1780081800,159.57,160.17,159.4,160.17,0,0,20260529,0,0,156.3,156.4,155.28,155.35,155.67666666666665,0,0.6357323572159121,156.28,157,155.6,157,156.1873267213862,6.207264957264957,1.3673135375263035,0.2241547428475828,,,,,,160.35,155,0,,,,,,,,,,,0,0,,,,,,2362,1.5300000000000011,3486,1.6500000000000057,7.820580844248005,0.2063623978201646,0.2241547428475828,1.5900000000000034,,0,0,156.7,,,4215,2817.15,156.92,160.35,154.51,156.7,153.8,160.96,153.73,157.58,157.75,165.24,146.81,160.25,162.34,162.85,148,159.2,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18
1780082100,160.06,161.21,160.04,161.2,0,0,20260529,0,0,156.3,156.4,155.28,155.35,155.67666666666665,0,0.6357323572159121,156.28,157,155.6,157,156.1873267213862,6.207264957264957,1.3673135375263035,0.2241547428475828,,,,,,160.35,155,0,,,,,,,,,,,0,0,,,,,,2362,1.5300000000000011,3486,1.6500000000000057,7.820580844248005,0.2063623978201646,0.2241547428475828,1.5900000000000034,,0,0,156.7,,,7099,3088.25,156.92,160.35,154.51,156.7,153.8,160.96,153.73,157.58,157.75,165.24,146.81,160.25,162.34,162.85,148,159.2,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18
1780082400,161.2,161.58,161.1,161.47,0,0,20260529,0,0,156.3,156.4,155.28,155.35,155.67666666666665,0,0.6357323572159121,156.28,157,155.6,157,156.1873267213862,6.207264957264957,1.3673135375263035,0.2241547428475828,,,,,,160.35,155,0,,,,,,,,,,,0,0,,,,,,2362,1.5300000000000011,3486,1.6500000000000057,7.820580844248005,0.2063623978201646,0.2241547428475828,1.5900000000000034,,0,0,156.7,,,7421,3367.55,156.92,160.35,154.51,156.7,153.8,160.96,153.73,157.58,157.75,165.24,146.81,160.25,162.34,162.85,148,159.2,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18
1780082700,161.47,161.59,160.97,161.38,0,0,20260529,0,0,156.3,156.4,155.28,155.35,155.67666666666665,0,0.6357323572159121,156.28,157,155.6,157,156.1873267213862,6.207264957264957,1.3673135375263035,0.2241547428475828,,,,,,160.35,155,0,,,,,,,,,,,0,0,,,,,,2362,1.5300000000000011,3486,1.6500000000000057,7.820580844248005,0.2063623978201646,0.2241547428475828,1.5900000000000034,,0,0,156.7,,,2028,3373.2,156.92,160.35,154.51,156.7,153.8,160.96,153.73,157.58,157.75,165.24,146.81,160.25,162.34,162.85,148,159.2,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18
