time,open,high,low,close,Bullish Research Event,Bearish Research Event,RC_DateKey,RC_Direction,RC_ProductionSignal,RC_C1_Open,RC_C1_High,RC_C1_Low,RC_C1_Close,RC_C1_VWAP,RC_C1_VWAP_State,RC_C1_RelOpeningVol,RC_C2_Open,RC_C2_High,RC_C2_Low,RC_C2_Close,RC_C2_VWAP,RC_C2_RelOpeningVol,RC_Combined_RelVol,RC_ATR_Selected,RC_DeltaPct,RC_PMH,RC_PML,RC_AH_High,RC_AH_Low,RC_PDH,RC_PDL,RC_StructureBreakCode,RC_MFE_1m,RC_MAE_1m,RC_MFE_3m,RC_MAE_3m,RC_MFE_5m,RC_MAE_5m,RC_MFE_10m,RC_MAE_10m,RC_Final_MFE,RC_Final_MAE,RC_Outcome_050v050,RC_Outcome_100v050,RC_MinutesTo_025,RC_MinutesTo_050,RC_MinutesTo_100,RC_MinutesTo_Adverse050,RC_EventTimestamp,RC_C1_Volume,RC_C1_TR,RC_C2_Volume,RC_C2_TR,RC_ATR_PreviousDaily,RC_ATR_PreviousDay1M,RC_ATR_Previous5Days1M,RC_ATR_FirstTwoCandles,RC_VWAP_Distance,RC_PM_Volume,RC_PM_Open,RC_PM_Last,RC_AH_Volume,RC_PreviousRTHClose,RC_MFE_2m,RC_MAE_2m,Volume,Volume MA,HTF_Stock_D1_Open,HTF_Stock_D1_High,HTF_Stock_D1_Low,HTF_Stock_D1_Close,HTF_Stock_D2_Open,HTF_Stock_D2_High,HTF_Stock_D2_Low,HTF_Stock_D2_Close,HTF_Stock_W1_Open,HTF_Stock_W1_High,HTF_Stock_W1_Low,HTF_Stock_W1_Close,HTF_Stock_W2_Open,HTF_Stock_W2_High,HTF_Stock_W2_Low,HTF_Stock_W2_Close,HTF_SPX_D1_Open,HTF_SPX_D1_High,HTF_SPX_D1_Low,HTF_SPX_D1_Close,HTF_SPX_D2_Open,HTF_SPX_D2_High,HTF_SPX_D2_Low,HTF_SPX_D2_Close,HTF_SPX_W1_Open,HTF_SPX_W1_High,HTF_SPX_W1_Low,HTF_SPX_W1_Close,HTF_SPX_W2_Open,HTF_SPX_W2_High,HTF_SPX_W2_Low,HTF_SPX_W2_Close,HTF_NASDAQ_D1_Open,HTF_NASDAQ_D1_High,HTF_NASDAQ_D1_Low,HTF_NASDAQ_D1_Close,HTF_NASDAQ_D2_Open,HTF_NASDAQ_D2_High,HTF_NASDAQ_D2_Low,HTF_NASDAQ_D2_Close,HTF_NASDAQ_W1_Open,HTF_NASDAQ_W1_High,HTF_NASDAQ_W1_Low,HTF_NASDAQ_W1_Close,HTF_NASDAQ_W2_Open,HTF_NASDAQ_W2_High,HTF_NASDAQ_W2_Low,HTF_NASDAQ_W2_Close,HTF_DJIA_D1_Open,HTF_DJIA_D1_High,HTF_DJIA_D1_Low,HTF_DJIA_D1_Close,HTF_DJIA_D2_Open,HTF_DJIA_D2_High,HTF_DJIA_D2_Low,HTF_DJIA_D2_Close,HTF_DJIA_W1_Open,HTF_DJIA_W1_High,HTF_DJIA_W1_Low,HTF_DJIA_W1_Close,HTF_DJIA_W2_Open,HTF_DJIA_W2_High,HTF_DJIA_W2_Low,HTF_DJIA_W2_Close,MKT_OPEN_SPX_DateKey,MKT_OPEN_SPX_C1_Open,MKT_OPEN_SPX_C1_High,MKT_OPEN_SPX_C1_Low,MKT_OPEN_SPX_C1_Close,MKT_OPEN_SPX_C2_Open,MKT_OPEN_SPX_C2_High,MKT_OPEN_SPX_C2_Low,MKT_OPEN_SPX_C2_Close,MKT_OPEN_NASDAQ_DateKey,MKT_OPEN_NASDAQ_C1_Open,MKT_OPEN_NASDAQ_C1_High,MKT_OPEN_NASDAQ_C1_Low,MKT_OPEN_NASDAQ_C1_Close,MKT_OPEN_NASDAQ_C2_Open,MKT_OPEN_NASDAQ_C2_High,MKT_OPEN_NASDAQ_C2_Low,MKT_OPEN_NASDAQ_C2_Close,MKT_OPEN_DJIA_DateKey,MKT_OPEN_DJIA_C1_Open,MKT_OPEN_DJIA_C1_High,MKT_OPEN_DJIA_C1_Low,MKT_OPEN_DJIA_C1_Close,MKT_OPEN_DJIA_C2_Open,MKT_OPEN_DJIA_C2_High,MKT_OPEN_DJIA_C2_Low,MKT_OPEN_DJIA_C2_Close
1780080000,86.58,86.61,86.52,86.53,0,0,20260529,0,0,87.06,87.2,86.91,86.97,87.02666666666669,0,0.8640013382402141,86.93,86.94,86.68,86.71,86.88046489817792,1.5040832500603012,1.150272002958899,0.05922256410256409,,87.98,86.95,87.41,87.25,88.45,87.035,0,,,,,,,,,,,0,0,,,,,,6198,0.29000000000000625,8730,0.28999999999999204,2.258447977045139,0.05250000000000024,0.05922256410256409,0.28999999999999915,,4811,87.98,87.01,422,87.25,,,12110,8130.3,87.71,88.46,87.03,87.25,87.53,88.09,86.9288,87.65,91.115,91.6,86.63,88.55,94,95.8,92.7,93.36,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780080300,86.55,86.57,86.42,86.42,0,0,20260529,0,0,87.06,87.2,86.91,86.97,87.02666666666669,0,0.8640013382402141,86.93,86.94,86.68,86.71,86.88046489817792,1.5040832500603012,1.150272002958899,0.05922256410256409,,87.98,86.95,87.41,87.25,88.45,87.035,0,,,,,,,,,,,0,0,,,,,,6198,0.29000000000000625,8730,0.28999999999999204,2.258447977045139,0.05250000000000024,0.05922256410256409,0.28999999999999915,,4811,87.98,87.01,422,87.25,,,16461,8696.5,87.71,88.46,87.03,87.25,87.53,88.09,86.9288,87.65,91.115,91.6,86.63,88.55,94,95.8,92.7,93.36,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780080600,86.42,86.53,86.37,86.37,0,0,20260529,0,0,87.06,87.2,86.91,86.97,87.02666666666669,0,0.8640013382402141,86.93,86.94,86.68,86.71,86.88046489817792,1.5040832500603012,1.150272002958899,0.05922256410256409,,87.98,86.95,87.41,87.25,88.45,87.035,0,,,,,,,,,,,0,0,,,,,,6198,0.29000000000000625,8730,0.28999999999999204,2.258447977045139,0.05250000000000024,0.05922256410256409,0.28999999999999915,,4811,87.98,87.01,422,87.25,,,8587,8872.45,87.71,88.46,87.03,87.25,87.53,88.09,86.9288,87.65,91.115,91.6,86.63,88.55,94,95.8,92.7,93.36,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780080900,86.39,86.425,86.36,86.38,0,0,20260529,0,0,87.06,87.2,86.91,86.97,87.02666666666669,0,0.8640013382402141,86.93,86.94,86.68,86.71,86.88046489817792,1.5040832500603012,1.150272002958899,0.05922256410256409,,87.98,86.95,87.41,87.25,88.45,87.035,0,,,,,,,,,,,0,0,,,,,,6198,0.29000000000000625,8730,0.28999999999999204,2.258447977045139,0.05250000000000024,0.05922256410256409,0.28999999999999915,,4811,87.98,87.01,422,87.25,,,9939,9173.45,87.71,88.46,87.03,87.25,87.53,88.09,86.9288,87.65,91.115,91.6,86.63,88.55,94,95.8,92.7,93.36,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780081200,86.39,86.43,86.23,86.28,0,0,20260529,0,0,87.06,87.2,86.91,86.97,87.02666666666669,0,0.8640013382402141,86.93,86.94,86.68,86.71,86.88046489817792,1.5040832500603012,1.150272002958899,0.05922256410256409,,87.98,86.95,87.41,87.25,88.45,87.035,0,,,,,,,,,,,0,0,,,,,,6198,0.29000000000000625,8730,0.28999999999999204,2.258447977045139,0.05250000000000024,0.05922256410256409,0.28999999999999915,,4811,87.98,87.01,422,87.25,,,13502,8394.65,87.71,88.46,87.03,87.25,87.53,88.09,86.9288,87.65,91.115,91.6,86.63,88.55,94,95.8,92.7,93.36,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780081500,86.28,86.4,86.22,86.325,0,0,20260529,0,0,87.06,87.2,86.91,86.97,87.02666666666669,0,0.8640013382402141,86.93,86.94,86.68,86.71,86.88046489817792,1.5040832500603012,1.150272002958899,0.05922256410256409,,87.98,86.95,87.41,87.25,88.45,87.035,0,,,,,,,,,,,0,0,,,,,,6198,0.29000000000000625,8730,0.28999999999999204,2.258447977045139,0.05250000000000024,0.05922256410256409,0.28999999999999915,,4811,87.98,87.01,422,87.25,,,7591,8486.5,87.71,88.46,87.03,87.25,87.53,88.09,86.9288,87.65,91.115,91.6,86.63,88.55,94,95.8,92.7,93.36,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780081800,86.34,86.35,86.25,86.27,0,0,20260529,0,0,87.06,87.2,86.91,86.97,87.02666666666669,0,0.8640013382402141,86.93,86.94,86.68,86.71,86.88046489817792,1.5040832500603012,1.150272002958899,0.05922256410256409,,87.98,86.95,87.41,87.25,88.45,87.035,0,,,,,,,,,,,0,0,,,,,,6198,0.29000000000000625,8730,0.28999999999999204,2.258447977045139,0.05250000000000024,0.05922256410256409,0.28999999999999915,,4811,87.98,87.01,422,87.25,,,9346,8854.6,87.71,88.46,87.03,87.25,87.53,88.09,86.9288,87.65,91.115,91.6,86.63,88.55,94,95.8,92.7,93.36,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780082100,86.27,86.35,86.23,86.32,0,0,20260529,0,0,87.06,87.2,86.91,86.97,87.02666666666669,0,0.8640013382402141,86.93,86.94,86.68,86.71,86.88046489817792,1.5040832500603012,1.150272002958899,0.05922256410256409,,87.98,86.95,87.41,87.25,88.45,87.035,0,,,,,,,,,,,0,0,,,,,,6198,0.29000000000000625,8730,0.28999999999999204,2.258447977045139,0.05250000000000024,0.05922256410256409,0.28999999999999915,,4811,87.98,87.01,422,87.25,,,13304,9382.4,87.71,88.46,87.03,87.25,87.53,88.09,86.9288,87.65,91.115,91.6,86.63,88.55,94,95.8,92.7,93.36,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780082400,86.33,86.47,86.235,86.4,0,0,20260529,0,0,87.06,87.2,86.91,86.97,87.02666666666669,0,0.8640013382402141,86.93,86.94,86.68,86.71,86.88046489817792,1.5040832500603012,1.150272002958899,0.05922256410256409,,87.98,86.95,87.41,87.25,88.45,87.035,0,,,,,,,,,,,0,0,,,,,,6198,0.29000000000000625,8730,0.28999999999999204,2.258447977045139,0.05250000000000024,0.05922256410256409,0.28999999999999915,,4811,87.98,87.01,422,87.25,,,59102,12138.75,87.71,88.46,87.03,87.25,87.53,88.09,86.9288,87.65,91.115,91.6,86.63,88.55,94,95.8,92.7,93.36,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780082700,86.41,86.5,86.38,86.47,0,0,20260529,0,0,87.06,87.2,86.91,86.97,87.02666666666669,0,0.8640013382402141,86.93,86.94,86.68,86.71,86.88046489817792,1.5040832500603012,1.150272002958899,0.05922256410256409,,87.98,86.95,87.41,87.25,88.45,87.035,0,,,,,,,,,,,0,0,,,,,,6198,0.29000000000000625,8730,0.28999999999999204,2.258447977045139,0.05250000000000024,0.05922256410256409,0.28999999999999915,,4811,87.98,87.01,422,87.25,,,18567,12859.75,87.71,88.46,87.03,87.25,87.53,88.09,86.9288,87.65,91.115,91.6,86.63,88.55,94,95.8,92.7,93.36,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
