time,open,high,low,close,VWAP,Upper Band #1,Lower Band #1,Bullish Research Event,Bearish Research Event,FTHC_EventDateKey,FTHC_EventTimestamp,FTHC_Direction,FTHC_ResearchEvent,FTHC_ProductionSignal,FTHC_ReferencePrice,FTHC_C1_Open,FTHC_C1_High,FTHC_C1_Low,FTHC_C1_Close,FTHC_C1_Volume,FTHC_C1_TR,FTHC_C1_VWAP,FTHC_C2_Open,FTHC_C2_High,FTHC_C2_Low,FTHC_C2_Close,FTHC_C2_Volume,FTHC_C2_TR,FTHC_C2_VWAP,FTHC_C1_RelVol,FTHC_C2_RelVol,FTHC_Combined_RelVol,FTHC_ATR_Selected,FTHC_ATR_PrevDaily,FTHC_ATR_PrevDay1M,FTHC_ATR_Prev5Day1M,FTHC_ATR_First2,FTHC_VWAP_Distance,FTHC_DeltaPct,FTHC_PMH,FTHC_PML,FTHC_PM_Open,FTHC_PM_Last,FTHC_PM_Volume,FTHC_AH_High,FTHC_AH_Low,FTHC_AH_Volume,FTHC_PDH,FTHC_PDL,FTHC_PrevRTHClose,FTHC_Outcome_050v050,FTHC_Outcome_100v050,FTHC_MinutesTo_025,FTHC_MinutesTo_050,FTHC_MinutesTo_075,FTHC_MinutesTo_100,FTHC_MinutesTo_Adverse050,FTHC_Final_MFE,FTHC_Final_MAE,FTHC_CP1_MFE,FTHC_CP1_MAE,FTHC_CP2_MFE,FTHC_CP2_MAE,FTHC_CP3_MFE,FTHC_CP3_MAE,FTHC_CP5_MFE,FTHC_CP5_MAE,FTHC_CP10_MFE,FTHC_CP10_MAE,Volume,Volume MA,FTHS_EventDateKey,FTHS_EventTimestamp,FTHS_Direction,FTHS_CP1_PM_State,FTHS_CP1_AH_State,FTHS_CP1_PD_State,FTHS_CP1_LevelsRetained,FTHS_CP1_MinLevelsRetained,FTHS_CP2_PM_State,FTHS_CP2_AH_State,FTHS_CP2_PD_State,FTHS_CP2_LevelsRetained,FTHS_CP2_MinLevelsRetained,FTHS_CP3_PM_State,FTHS_CP3_AH_State,FTHS_CP3_PD_State,FTHS_CP3_LevelsRetained,FTHS_CP3_MinLevelsRetained,FTHS_CP5_PM_State,FTHS_CP5_AH_State,FTHS_CP5_PD_State,FTHS_CP5_LevelsRetained,FTHS_CP5_MinLevelsRetained,FTHS_CP10_PM_State,FTHS_CP10_AH_State,FTHS_CP10_PD_State,FTHS_CP10_LevelsRetained,FTHS_CP10_MinLevelsRetained,FTHS_CP1_PM_Lost,FTHS_CP1_PM_Reclaimed,FTHS_CP1_AH_Lost,FTHS_CP1_AH_Reclaimed,FTHS_CP1_PD_Lost,FTHS_CP1_PD_Reclaimed,FTHS_CP2_PM_Lost,FTHS_CP2_PM_Reclaimed,FTHS_CP2_AH_Lost,FTHS_CP2_AH_Reclaimed,FTHS_CP2_PD_Lost,FTHS_CP2_PD_Reclaimed,FTHS_CP3_PM_Lost,FTHS_CP3_PM_Reclaimed,FTHS_CP3_AH_Lost,FTHS_CP3_AH_Reclaimed,FTHS_CP3_PD_Lost,FTHS_CP3_PD_Reclaimed,FTHS_CP5_PM_Lost,FTHS_CP5_PM_Reclaimed,FTHS_CP5_AH_Lost,FTHS_CP5_AH_Reclaimed,FTHS_CP5_PD_Lost,FTHS_CP5_PD_Reclaimed,FTHS_CP10_PM_Lost,FTHS_CP10_PM_Reclaimed,FTHS_CP10_AH_Lost,FTHS_CP10_AH_Reclaimed,FTHS_CP10_PD_Lost,FTHS_CP10_PD_Reclaimed,FTHV_EventDateKey,FTHV_EventTimestamp,FTHV_Direction,FTHV_CP1_Open,FTHV_CP1_High,FTHV_CP1_Low,FTHV_CP1_Close,FTHV_CP1_RTH_VWAP,FTHV_CP1_VWAP_State,FTHV_CP1_VWAP_Lost,FTHV_CP1_VWAP_Reclaimed,FTHV_CP1_WrongSideCloseCount,FTHV_CP1_MaxWrongSideStreak,FTHV_Has_CP1,FTHV_CP2_Open,FTHV_CP2_High,FTHV_CP2_Low,FTHV_CP2_Close,FTHV_CP2_RTH_VWAP,FTHV_CP2_VWAP_State,FTHV_CP2_VWAP_Lost,FTHV_CP2_VWAP_Reclaimed,FTHV_CP2_WrongSideCloseCount,FTHV_CP2_MaxWrongSideStreak,FTHV_Has_CP2,FTHV_CP3_Open,FTHV_CP3_High,FTHV_CP3_Low,FTHV_CP3_Close,FTHV_CP3_RTH_VWAP,FTHV_CP3_VWAP_State,FTHV_CP3_VWAP_Lost,FTHV_CP3_VWAP_Reclaimed,FTHV_CP3_WrongSideCloseCount,FTHV_CP3_MaxWrongSideStreak,FTHV_Has_CP3,FTHV_CP5_Open,FTHV_CP5_High,FTHV_CP5_Low,FTHV_CP5_Close,FTHV_CP5_RTH_VWAP,FTHV_CP5_VWAP_State,FTHV_CP5_VWAP_Lost,FTHV_CP5_VWAP_Reclaimed,FTHV_CP5_WrongSideCloseCount,FTHV_CP5_MaxWrongSideStreak,FTHV_Has_CP5,FTHV_CP10_Open,FTHV_CP10_High,FTHV_CP10_Low,FTHV_CP10_Close,FTHV_CP10_RTH_VWAP,FTHV_CP10_VWAP_State,FTHV_CP10_VWAP_Lost,FTHV_CP10_VWAP_Reclaimed,FTHV_CP10_WrongSideCloseCount,FTHV_CP10_MaxWrongSideStreak,FTHV_Has_CP10
1787760300,91.97,92.12,91.95,91.95,91.45327818113273,91.88068795574539,91.02586840652008,0,0,,,0,0,0,,90.3,91,89.94,91,609,3.200000000000003,90.64666666666666,90.01,90.04,89.66,89.66,369,1.3400000000000034,90.3221881390593,2.6047904191616764,1.7115027829313545,2.1762349799732976,0.16106853339357843,5.668351028407327,0.17396414342629463,0.16106853339357843,2.270000000000003,,,92.35,90,92.35,91.1,2740,92.78,92.25,668,95.01,91.4,93.14,0,0,,,,,,,,,,,,,,,,,,315,111.9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787760360,92.06,92.06,92.06,92.06,91.4533667116575,91.88080812888565,91.02592529442934,0,0,,,0,0,0,,90.3,91,89.94,91,609,3.200000000000003,90.64666666666666,90.01,90.04,89.66,89.66,369,1.3400000000000034,90.3221881390593,2.6047904191616764,1.7115027829313545,2.1762349799732976,0.16106853339357843,5.668351028407327,0.17396414342629463,0.16106853339357843,2.270000000000003,,,92.35,90,92.35,91.1,2740,92.78,92.25,668,95.01,91.4,93.14,0,0,,,,,,,,,,,,,,,,,,4,107.1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787760420,92.03,92.03,91.87,91.87,91.45352095640972,91.880976996754,91.02606491606544,0,0,,,0,0,0,,90.3,91,89.94,91,609,3.200000000000003,90.64666666666666,90.01,90.04,89.66,89.66,369,1.3400000000000034,90.3221881390593,2.6047904191616764,1.7115027829313545,2.1762349799732976,0.16106853339357843,5.668351028407327,0.17396414342629463,0.16106853339357843,2.270000000000003,,,92.35,90,92.35,91.1,2740,92.78,92.25,668,95.01,91.4,93.14,0,0,,,,,,,,,,,,,,,,,,9,87.55,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787760480,91.87,91.87,91.87,91.87,91.45356651473718,91.88102136730438,91.02611166216997,0,0,,,0,0,0,,90.3,91,89.94,91,609,3.200000000000003,90.64666666666666,90.01,90.04,89.66,89.66,369,1.3400000000000034,90.3221881390593,2.6047904191616764,1.7115027829313545,2.1762349799732976,0.16106853339357843,5.668351028407327,0.17396414342629463,0.16106853339357843,2.270000000000003,,,92.35,90,92.35,91.1,2740,92.78,92.25,668,95.01,91.4,93.14,0,0,,,,,,,,,,,,,,,,,,3,87.65,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787760540,91.99,91.99,91.99,91.99,91.4536056319199,91.88106944242817,91.02614182141163,0,0,,,0,0,0,,90.3,91,89.94,91,609,3.200000000000003,90.64666666666666,90.01,90.04,89.66,89.66,369,1.3400000000000034,90.3221881390593,2.6047904191616764,1.7115027829313545,2.1762349799732976,0.16106853339357843,5.668351028407327,0.17396414342629463,0.16106853339357843,2.270000000000003,,,92.35,90,92.35,91.1,2740,92.78,92.25,668,95.01,91.4,93.14,0,0,,,,,,,,,,,,,,,,,,2,86.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787760660,92.12,92.14,92.12,92.14,91.45372952512881,91.88125286069658,91.02620618956104,0,0,,,0,0,0,,90.3,91,89.94,91,609,3.200000000000003,90.64666666666666,90.01,90.04,89.66,89.66,369,1.3400000000000034,90.3221881390593,2.6047904191616764,1.7115027829313545,2.1762349799732976,0.16106853339357843,5.668351028407327,0.17396414342629463,0.16106853339357843,2.270000000000003,,,92.35,90,92.35,91.1,2740,92.78,92.25,668,95.01,91.4,93.14,0,0,,,,,,,,,,,,,,,,,,5,85.35,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787760780,92.03,92.03,91.975,91.975,91.45893094816903,91.88764298892845,91.0302189074096,0,0,,,0,0,0,,90.3,91,89.94,91,609,3.200000000000003,90.64666666666666,90.01,90.04,89.66,89.66,369,1.3400000000000034,90.3221881390593,2.6047904191616764,1.7115027829313545,2.1762349799732976,0.16106853339357843,5.668351028407327,0.17396414342629463,0.16106853339357843,2.270000000000003,,,92.35,90,92.35,91.1,2740,92.78,92.25,668,95.01,91.4,93.14,0,0,,,,,,,,,,,,,,,,,,267,98,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787760840,92.06,92.06,92.06,92.06,91.45897434508984,91.88770132897113,91.03024736120855,0,0,,,0,0,0,,90.3,91,89.94,91,609,3.200000000000003,90.64666666666666,90.01,90.04,89.66,89.66,369,1.3400000000000034,90.3221881390593,2.6047904191616764,1.7115027829313545,2.1762349799732976,0.16106853339357843,5.668351028407327,0.17396414342629463,0.16106853339357843,2.270000000000003,,,92.35,90,92.35,91.1,2740,92.78,92.25,668,95.01,91.4,93.14,0,0,,,,,,,,,,,,,,,,,,2,95.4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787760960,92.06,92.09,92.06,92.09,91.46251860492943,91.89257248061926,91.03246472923959,0,0,,,0,0,0,,90.3,91,89.94,91,609,3.200000000000003,90.64666666666666,90.01,90.04,89.66,89.66,369,1.3400000000000034,90.3221881390593,2.6047904191616764,1.7115027829313545,2.1762349799732976,0.16106853339357843,5.668351028407327,0.17396414342629463,0.16106853339357843,2.270000000000003,,,92.35,90,92.35,91.1,2740,92.78,92.25,668,95.01,91.4,93.14,0,0,,,,,,,,,,,,,,,,,,159,101.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
1787761080,92.09,92.09,92.09,92.09,91.46254112678417,91.89260371450303,91.03247853906532,0,0,,,0,0,0,,90.3,91,89.94,91,609,3.200000000000003,90.64666666666666,90.01,90.04,89.66,89.66,369,1.3400000000000034,90.3221881390593,2.6047904191616764,1.7115027829313545,2.1762349799732976,0.16106853339357843,5.668351028407327,0.17396414342629463,0.16106853339357843,2.270000000000003,,,92.35,90,92.35,91.1,2740,92.78,92.25,668,95.01,91.4,93.14,0,0,,,,,,,,,,,,,,,,,,1,76.1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0
