time,open,high,low,close,Bullish Research Event,Bearish Research Event,RC_DateKey,RC_Direction,RC_ProductionSignal,RC_C1_Open,RC_C1_High,RC_C1_Low,RC_C1_Close,RC_C1_VWAP,RC_C1_VWAP_State,RC_C1_RelOpeningVol,RC_C2_Open,RC_C2_High,RC_C2_Low,RC_C2_Close,RC_C2_VWAP,RC_C2_RelOpeningVol,RC_Combined_RelVol,RC_ATR_Selected,RC_DeltaPct,RC_PMH,RC_PML,RC_AH_High,RC_AH_Low,RC_PDH,RC_PDL,RC_StructureBreakCode,RC_MFE_1m,RC_MAE_1m,RC_MFE_3m,RC_MAE_3m,RC_MFE_5m,RC_MAE_5m,RC_MFE_10m,RC_MAE_10m,RC_Final_MFE,RC_Final_MAE,RC_Outcome_050v050,RC_Outcome_100v050,RC_MinutesTo_025,RC_MinutesTo_050,RC_MinutesTo_100,RC_MinutesTo_Adverse050,RC_EventTimestamp,RC_C1_Volume,RC_C1_TR,RC_C2_Volume,RC_C2_TR,RC_ATR_PreviousDaily,RC_ATR_PreviousDay1M,RC_ATR_Previous5Days1M,RC_ATR_FirstTwoCandles,RC_VWAP_Distance,RC_PM_Volume,RC_AH_Volume,RC_PreviousRTHClose,RC_MFE_2m,RC_MAE_2m,Volume,Volume MA,HTF_Stock_D1_Open,HTF_Stock_D1_High,HTF_Stock_D1_Low,HTF_Stock_D1_Close,HTF_Stock_D2_Open,HTF_Stock_D2_High,HTF_Stock_D2_Low,HTF_Stock_D2_Close,HTF_Stock_W1_Open,HTF_Stock_W1_High,HTF_Stock_W1_Low,HTF_Stock_W1_Close,HTF_Stock_W2_Open,HTF_Stock_W2_High,HTF_Stock_W2_Low,HTF_Stock_W2_Close,HTF_SPX_D1_Open,HTF_SPX_D1_High,HTF_SPX_D1_Low,HTF_SPX_D1_Close,HTF_SPX_D2_Open,HTF_SPX_D2_High,HTF_SPX_D2_Low,HTF_SPX_D2_Close,HTF_SPX_W1_Open,HTF_SPX_W1_High,HTF_SPX_W1_Low,HTF_SPX_W1_Close,HTF_SPX_W2_Open,HTF_SPX_W2_High,HTF_SPX_W2_Low,HTF_SPX_W2_Close,HTF_NASDAQ_D1_Open,HTF_NASDAQ_D1_High,HTF_NASDAQ_D1_Low,HTF_NASDAQ_D1_Close,HTF_NASDAQ_D2_Open,HTF_NASDAQ_D2_High,HTF_NASDAQ_D2_Low,HTF_NASDAQ_D2_Close,HTF_NASDAQ_W1_Open,HTF_NASDAQ_W1_High,HTF_NASDAQ_W1_Low,HTF_NASDAQ_W1_Close,HTF_NASDAQ_W2_Open,HTF_NASDAQ_W2_High,HTF_NASDAQ_W2_Low,HTF_NASDAQ_W2_Close,HTF_DJIA_D1_Open,HTF_DJIA_D1_High,HTF_DJIA_D1_Low,HTF_DJIA_D1_Close,HTF_DJIA_D2_Open,HTF_DJIA_D2_High,HTF_DJIA_D2_Low,HTF_DJIA_D2_Close,HTF_DJIA_W1_Open,HTF_DJIA_W1_High,HTF_DJIA_W1_Low,HTF_DJIA_W1_Close,HTF_DJIA_W2_Open,HTF_DJIA_W2_High,HTF_DJIA_W2_Low,HTF_DJIA_W2_Close
1780332600,116.33,116.57,116.24,116.34,0,0,20260601,0,0,114.9,116.13,113.51,113.97,114.53666666666668,0,4.586324667177807,113.97,114.34,110.99,111.075,113.59300638142469,4.207419482315748,4.429584372062609,0.1745975744714687,,,,,,108.48,97.43,0,,,,,,,,,,,0,0,,,,,,26320,2.6199999999999903,17035,3.3500000000000085,6.731262761793649,0.246166666666667,0.1745975744714687,2.9849999999999994,,,,107.61,,,6315,6003.6,97.875,108.48,97.36,107.61,90.99,95.23,88.98,93.29,83.29,108.48,82,107.61,85.8,94.5,81,85.42,7579.33,7599.38,7563.55,7580.05,7519.82,7568.72,7508.04,7563.62,7511.79,7599.38,7499.72,7580.05,7415.07,7506.32,7333.68,7473.48,26960.8405,27094.8025,26859.2645,26972.62,26686.5342,26934.8434,26588.5197,26917.4714,26590.5045,27094.8025,26520.298,26972.62,26289.4902,26504.5505,25701.4391,26343.9704,50773.91,51094.18,50698.27,51032.47,50660.98,50764.04,50314.34,50668.98,50686.15,51094.18,50314.34,51032.47,49481.04,50830.24,49235.74,50579.71
1780332900,116.36,116.58,116.23,116.25,0,0,20260601,0,0,114.9,116.13,113.51,113.97,114.53666666666668,0,4.586324667177807,113.97,114.34,110.99,111.075,113.59300638142469,4.207419482315748,4.429584372062609,0.1745975744714687,,,,,,108.48,97.43,0,,,,,,,,,,,0,0,,,,,,26320,2.6199999999999903,17035,3.3500000000000085,6.731262761793649,0.246166666666667,0.1745975744714687,2.9849999999999994,,,,107.61,,,3922,5948.35,97.875,108.48,97.36,107.61,90.99,95.23,88.98,93.29,83.29,108.48,82,107.61,85.8,94.5,81,85.42,7579.33,7599.38,7563.55,7580.05,7519.82,7568.72,7508.04,7563.62,7511.79,7599.38,7499.72,7580.05,7415.07,7506.32,7333.68,7473.48,26960.8405,27094.8025,26859.2645,26972.62,26686.5342,26934.8434,26588.5197,26917.4714,26590.5045,27094.8025,26520.298,26972.62,26289.4902,26504.5505,25701.4391,26343.9704,50773.91,51094.18,50698.27,51032.47,50660.98,50764.04,50314.34,50668.98,50686.15,51094.18,50314.34,51032.47,49481.04,50830.24,49235.74,50579.71
1780333200,116.24,116.29,115.97,116.25,0,0,20260601,0,0,114.9,116.13,113.51,113.97,114.53666666666668,0,4.586324667177807,113.97,114.34,110.99,111.075,113.59300638142469,4.207419482315748,4.429584372062609,0.1745975744714687,,,,,,108.48,97.43,0,,,,,,,,,,,0,0,,,,,,26320,2.6199999999999903,17035,3.3500000000000085,6.731262761793649,0.246166666666667,0.1745975744714687,2.9849999999999994,,,,107.61,,,2272,5716.4,97.875,108.48,97.36,107.61,90.99,95.23,88.98,93.29,83.29,108.48,82,107.61,85.8,94.5,81,85.42,7579.33,7599.38,7563.55,7580.05,7519.82,7568.72,7508.04,7563.62,7511.79,7599.38,7499.72,7580.05,7415.07,7506.32,7333.68,7473.48,26960.8405,27094.8025,26859.2645,26972.62,26686.5342,26934.8434,26588.5197,26917.4714,26590.5045,27094.8025,26520.298,26972.62,26289.4902,26504.5505,25701.4391,26343.9704,50773.91,51094.18,50698.27,51032.47,50660.98,50764.04,50314.34,50668.98,50686.15,51094.18,50314.34,51032.47,49481.04,50830.24,49235.74,50579.71
1780333500,116.14,116.76,116.12,116.75,0,0,20260601,0,0,114.9,116.13,113.51,113.97,114.53666666666668,0,4.586324667177807,113.97,114.34,110.99,111.075,113.59300638142469,4.207419482315748,4.429584372062609,0.1745975744714687,,,,,,108.48,97.43,0,,,,,,,,,,,0,0,,,,,,26320,2.6199999999999903,17035,3.3500000000000085,6.731262761793649,0.246166666666667,0.1745975744714687,2.9849999999999994,,,,107.61,,,7831,5770.8,97.875,108.48,97.36,107.61,90.99,95.23,88.98,93.29,83.29,108.48,82,107.61,85.8,94.5,81,85.42,7579.33,7599.38,7563.55,7580.05,7519.82,7568.72,7508.04,7563.62,7511.79,7599.38,7499.72,7580.05,7415.07,7506.32,7333.68,7473.48,26960.8405,27094.8025,26859.2645,26972.62,26686.5342,26934.8434,26588.5197,26917.4714,26590.5045,27094.8025,26520.298,26972.62,26289.4902,26504.5505,25701.4391,26343.9704,50773.91,51094.18,50698.27,51032.47,50660.98,50764.04,50314.34,50668.98,50686.15,51094.18,50314.34,51032.47,49481.04,50830.24,49235.74,50579.71
1780333800,116.695,116.91,116.58,116.79,0,0,20260601,0,0,114.9,116.13,113.51,113.97,114.53666666666668,0,4.586324667177807,113.97,114.34,110.99,111.075,113.59300638142469,4.207419482315748,4.429584372062609,0.1745975744714687,,,,,,108.48,97.43,0,,,,,,,,,,,0,0,,,,,,26320,2.6199999999999903,17035,3.3500000000000085,6.731262761793649,0.246166666666667,0.1745975744714687,2.9849999999999994,,,,107.61,,,4123,5410.45,97.875,108.48,97.36,107.61,90.99,95.23,88.98,93.29,83.29,108.48,82,107.61,85.8,94.5,81,85.42,7579.33,7599.38,7563.55,7580.05,7519.82,7568.72,7508.04,7563.62,7511.79,7599.38,7499.72,7580.05,7415.07,7506.32,7333.68,7473.48,26960.8405,27094.8025,26859.2645,26972.62,26686.5342,26934.8434,26588.5197,26917.4714,26590.5045,27094.8025,26520.298,26972.62,26289.4902,26504.5505,25701.4391,26343.9704,50773.91,51094.18,50698.27,51032.47,50660.98,50764.04,50314.34,50668.98,50686.15,51094.18,50314.34,51032.47,49481.04,50830.24,49235.74,50579.71
1780334100,116.8,117.21,116.74,117.04,0,0,20260601,0,0,114.9,116.13,113.51,113.97,114.53666666666668,0,4.586324667177807,113.97,114.34,110.99,111.075,113.59300638142469,4.207419482315748,4.429584372062609,0.1745975744714687,,,,,,108.48,97.43,0,,,,,,,,,,,0,0,,,,,,26320,2.6199999999999903,17035,3.3500000000000085,6.731262761793649,0.246166666666667,0.1745975744714687,2.9849999999999994,,,,107.61,,,7595,5091.9,97.875,108.48,97.36,107.61,90.99,95.23,88.98,93.29,83.29,108.48,82,107.61,85.8,94.5,81,85.42,7579.33,7599.38,7563.55,7580.05,7519.82,7568.72,7508.04,7563.62,7511.79,7599.38,7499.72,7580.05,7415.07,7506.32,7333.68,7473.48,26960.8405,27094.8025,26859.2645,26972.62,26686.5342,26934.8434,26588.5197,26917.4714,26590.5045,27094.8025,26520.298,26972.62,26289.4902,26504.5505,25701.4391,26343.9704,50773.91,51094.18,50698.27,51032.47,50660.98,50764.04,50314.34,50668.98,50686.15,51094.18,50314.34,51032.47,49481.04,50830.24,49235.74,50579.71
1780334400,117.06,117.32,116.57,116.57,0,0,20260601,0,0,114.9,116.13,113.51,113.97,114.53666666666668,0,4.586324667177807,113.97,114.34,110.99,111.075,113.59300638142469,4.207419482315748,4.429584372062609,0.1745975744714687,,,,,,108.48,97.43,0,,,,,,,,,,,0,0,,,,,,26320,2.6199999999999903,17035,3.3500000000000085,6.731262761793649,0.246166666666667,0.1745975744714687,2.9849999999999994,,,,107.61,,,13716,5599.4,97.875,108.48,97.36,107.61,90.99,95.23,88.98,93.29,83.29,108.48,82,107.61,85.8,94.5,81,85.42,7579.33,7599.38,7563.55,7580.05,7519.82,7568.72,7508.04,7563.62,7511.79,7599.38,7499.72,7580.05,7415.07,7506.32,7333.68,7473.48,26960.8405,27094.8025,26859.2645,26972.62,26686.5342,26934.8434,26588.5197,26917.4714,26590.5045,27094.8025,26520.298,26972.62,26289.4902,26504.5505,25701.4391,26343.9704,50773.91,51094.18,50698.27,51032.47,50660.98,50764.04,50314.34,50668.98,50686.15,51094.18,50314.34,51032.47,49481.04,50830.24,49235.74,50579.71
1780334700,116.54,117.01,116.54,116.875,0,0,20260601,0,0,114.9,116.13,113.51,113.97,114.53666666666668,0,4.586324667177807,113.97,114.34,110.99,111.075,113.59300638142469,4.207419482315748,4.429584372062609,0.1745975744714687,,,,,,108.48,97.43,0,,,,,,,,,,,0,0,,,,,,26320,2.6199999999999903,17035,3.3500000000000085,6.731262761793649,0.246166666666667,0.1745975744714687,2.9849999999999994,,,,107.61,,,1887,5386.25,97.875,108.48,97.36,107.61,90.99,95.23,88.98,93.29,83.29,108.48,82,107.61,85.8,94.5,81,85.42,7579.33,7599.38,7563.55,7580.05,7519.82,7568.72,7508.04,7563.62,7511.79,7599.38,7499.72,7580.05,7415.07,7506.32,7333.68,7473.48,26960.8405,27094.8025,26859.2645,26972.62,26686.5342,26934.8434,26588.5197,26917.4714,26590.5045,27094.8025,26520.298,26972.62,26289.4902,26504.5505,25701.4391,26343.9704,50773.91,51094.18,50698.27,51032.47,50660.98,50764.04,50314.34,50668.98,50686.15,51094.18,50314.34,51032.47,49481.04,50830.24,49235.74,50579.71
1780335000,116.93,117.22,116.8,117.14,0,0,20260601,0,0,114.9,116.13,113.51,113.97,114.53666666666668,0,4.586324667177807,113.97,114.34,110.99,111.075,113.59300638142469,4.207419482315748,4.429584372062609,0.1745975744714687,,,,,,108.48,97.43,0,,,,,,,,,,,0,0,,,,,,26320,2.6199999999999903,17035,3.3500000000000085,6.731262761793649,0.246166666666667,0.1745975744714687,2.9849999999999994,,,,107.61,,,10380,5749.6,97.875,108.48,97.36,107.61,90.99,95.23,88.98,93.29,83.29,108.48,82,107.61,85.8,94.5,81,85.42,7579.33,7599.38,7563.55,7580.05,7519.82,7568.72,7508.04,7563.62,7511.79,7599.38,7499.72,7580.05,7415.07,7506.32,7333.68,7473.48,26960.8405,27094.8025,26859.2645,26972.62,26686.5342,26934.8434,26588.5197,26917.4714,26590.5045,27094.8025,26520.298,26972.62,26289.4902,26504.5505,25701.4391,26343.9704,50773.91,51094.18,50698.27,51032.47,50660.98,50764.04,50314.34,50668.98,50686.15,51094.18,50314.34,51032.47,49481.04,50830.24,49235.74,50579.71
1780335300,117.21,117.29,117,117,0,0,20260601,0,0,114.9,116.13,113.51,113.97,114.53666666666668,0,4.586324667177807,113.97,114.34,110.99,111.075,113.59300638142469,4.207419482315748,4.429584372062609,0.1745975744714687,,,,,,108.48,97.43,0,,,,,,,,,,,0,0,,,,,,26320,2.6199999999999903,17035,3.3500000000000085,6.731262761793649,0.246166666666667,0.1745975744714687,2.9849999999999994,,,,107.61,,,4040,5570.85,97.875,108.48,97.36,107.61,90.99,95.23,88.98,93.29,83.29,108.48,82,107.61,85.8,94.5,81,85.42,7579.33,7599.38,7563.55,7580.05,7519.82,7568.72,7508.04,7563.62,7511.79,7599.38,7499.72,7580.05,7415.07,7506.32,7333.68,7473.48,26960.8405,27094.8025,26859.2645,26972.62,26686.5342,26934.8434,26588.5197,26917.4714,26590.5045,27094.8025,26520.298,26972.62,26289.4902,26504.5505,25701.4391,26343.9704,50773.91,51094.18,50698.27,51032.47,50660.98,50764.04,50314.34,50668.98,50686.15,51094.18,50314.34,51032.47,49481.04,50830.24,49235.74,50579.71
