time,open,high,low,close,Bullish Research Event,Bearish Research Event,RC_DateKey,RC_Direction,RC_ProductionSignal,RC_C1_Open,RC_C1_High,RC_C1_Low,RC_C1_Close,RC_C1_VWAP,RC_C1_VWAP_State,RC_C1_RelOpeningVol,RC_C2_Open,RC_C2_High,RC_C2_Low,RC_C2_Close,RC_C2_VWAP,RC_C2_RelOpeningVol,RC_Combined_RelVol,RC_ATR_Selected,RC_DeltaPct,RC_PMH,RC_PML,RC_AH_High,RC_AH_Low,RC_PDH,RC_PDL,RC_StructureBreakCode,RC_MFE_1m,RC_MAE_1m,RC_MFE_3m,RC_MAE_3m,RC_MFE_5m,RC_MAE_5m,RC_MFE_10m,RC_MAE_10m,RC_Final_MFE,RC_Final_MAE,RC_Outcome_050v050,RC_Outcome_100v050,RC_MinutesTo_025,RC_MinutesTo_050,RC_MinutesTo_100,RC_MinutesTo_Adverse050,RC_EventTimestamp,RC_C1_Volume,RC_C1_TR,RC_C2_Volume,RC_C2_TR,RC_ATR_PreviousDaily,RC_ATR_PreviousDay1M,RC_ATR_Previous5Days1M,RC_ATR_FirstTwoCandles,RC_VWAP_Distance,RC_PM_Volume,RC_PM_Open,RC_PM_Last,RC_AH_Volume,RC_PreviousRTHClose,RC_MFE_2m,RC_MAE_2m,Volume,Volume MA,HTF_Stock_D1_Open,HTF_Stock_D1_High,HTF_Stock_D1_Low,HTF_Stock_D1_Close,HTF_Stock_D2_Open,HTF_Stock_D2_High,HTF_Stock_D2_Low,HTF_Stock_D2_Close,HTF_Stock_W1_Open,HTF_Stock_W1_High,HTF_Stock_W1_Low,HTF_Stock_W1_Close,HTF_Stock_W2_Open,HTF_Stock_W2_High,HTF_Stock_W2_Low,HTF_Stock_W2_Close,HTF_SPX_D1_Open,HTF_SPX_D1_High,HTF_SPX_D1_Low,HTF_SPX_D1_Close,HTF_SPX_D2_Open,HTF_SPX_D2_High,HTF_SPX_D2_Low,HTF_SPX_D2_Close,HTF_SPX_W1_Open,HTF_SPX_W1_High,HTF_SPX_W1_Low,HTF_SPX_W1_Close,HTF_SPX_W2_Open,HTF_SPX_W2_High,HTF_SPX_W2_Low,HTF_SPX_W2_Close,HTF_NASDAQ_D1_Open,HTF_NASDAQ_D1_High,HTF_NASDAQ_D1_Low,HTF_NASDAQ_D1_Close,HTF_NASDAQ_D2_Open,HTF_NASDAQ_D2_High,HTF_NASDAQ_D2_Low,HTF_NASDAQ_D2_Close,HTF_NASDAQ_W1_Open,HTF_NASDAQ_W1_High,HTF_NASDAQ_W1_Low,HTF_NASDAQ_W1_Close,HTF_NASDAQ_W2_Open,HTF_NASDAQ_W2_High,HTF_NASDAQ_W2_Low,HTF_NASDAQ_W2_Close,HTF_DJIA_D1_Open,HTF_DJIA_D1_High,HTF_DJIA_D1_Low,HTF_DJIA_D1_Close,HTF_DJIA_D2_Open,HTF_DJIA_D2_High,HTF_DJIA_D2_Low,HTF_DJIA_D2_Close,HTF_DJIA_W1_Open,HTF_DJIA_W1_High,HTF_DJIA_W1_Low,HTF_DJIA_W1_Close,HTF_DJIA_W2_Open,HTF_DJIA_W2_High,HTF_DJIA_W2_Low,HTF_DJIA_W2_Close,MKT_OPEN_SPX_DateKey,MKT_OPEN_SPX_C1_Open,MKT_OPEN_SPX_C1_High,MKT_OPEN_SPX_C1_Low,MKT_OPEN_SPX_C1_Close,MKT_OPEN_SPX_C2_Open,MKT_OPEN_SPX_C2_High,MKT_OPEN_SPX_C2_Low,MKT_OPEN_SPX_C2_Close,MKT_OPEN_NASDAQ_DateKey,MKT_OPEN_NASDAQ_C1_Open,MKT_OPEN_NASDAQ_C1_High,MKT_OPEN_NASDAQ_C1_Low,MKT_OPEN_NASDAQ_C1_Close,MKT_OPEN_NASDAQ_C2_Open,MKT_OPEN_NASDAQ_C2_High,MKT_OPEN_NASDAQ_C2_Low,MKT_OPEN_NASDAQ_C2_Close,MKT_OPEN_DJIA_DateKey,MKT_OPEN_DJIA_C1_Open,MKT_OPEN_DJIA_C1_High,MKT_OPEN_DJIA_C1_Low,MKT_OPEN_DJIA_C1_Close,MKT_OPEN_DJIA_C2_Open,MKT_OPEN_DJIA_C2_High,MKT_OPEN_DJIA_C2_Low,MKT_OPEN_DJIA_C2_Close
1780080000,168.805,168.805,168.58,168.65,0,0,20260529,0,0,170.08,170.29,169.79,169.795,169.95833333333334,0,0.5106007067137809,170.02,170.31,169.79,170.19,170.014967075386,0.5732909379968204,0.5345308896710765,0.1863692307692309,,170.59,169.02,170,169.8,169.94,167.105,0,,,,,,,,,,,0,0,,,,,,2601,0.5,1803,0.5200000000000102,5.93744320236898,0.15143589743589708,0.1863692307692309,0.5100000000000051,,1892,170,170.03,64,169.82,,,3014,2064.1,167.105,169.94,166.61,169.82,165.01,170.51,165,168.37,155.64,162.8,150.14,161.06,164.095,165.31,153.05,154.13,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780080300,168.66,168.675,168.23,168.37,0,0,20260529,0,0,170.08,170.29,169.79,169.795,169.95833333333334,0,0.5106007067137809,170.02,170.31,169.79,170.19,170.014967075386,0.5732909379968204,0.5345308896710765,0.1863692307692309,,170.59,169.02,170,169.8,169.94,167.105,0,,,,,,,,,,,0,0,,,,,,2601,0.5,1803,0.5200000000000102,5.93744320236898,0.15143589743589708,0.1863692307692309,0.5100000000000051,,1892,170,170.03,64,169.82,,,3482,2149.2,167.105,169.94,166.61,169.82,165.01,170.51,165,168.37,155.64,162.8,150.14,161.06,164.095,165.31,153.05,154.13,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780080600,168.37,168.49,168.2,168.45,0,0,20260529,0,0,170.08,170.29,169.79,169.795,169.95833333333334,0,0.5106007067137809,170.02,170.31,169.79,170.19,170.014967075386,0.5732909379968204,0.5345308896710765,0.1863692307692309,,170.59,169.02,170,169.8,169.94,167.105,0,,,,,,,,,,,0,0,,,,,,2601,0.5,1803,0.5200000000000102,5.93744320236898,0.15143589743589708,0.1863692307692309,0.5100000000000051,,1892,170,170.03,64,169.82,,,3063,2139.75,167.105,169.94,166.61,169.82,165.01,170.51,165,168.37,155.64,162.8,150.14,161.06,164.095,165.31,153.05,154.13,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780080900,168.45,168.455,168.36,168.38,0,0,20260529,0,0,170.08,170.29,169.79,169.795,169.95833333333334,0,0.5106007067137809,170.02,170.31,169.79,170.19,170.014967075386,0.5732909379968204,0.5345308896710765,0.1863692307692309,,170.59,169.02,170,169.8,169.94,167.105,0,,,,,,,,,,,0,0,,,,,,2601,0.5,1803,0.5200000000000102,5.93744320236898,0.15143589743589708,0.1863692307692309,0.5100000000000051,,1892,170,170.03,64,169.82,,,2169,2164.9,167.105,169.94,166.61,169.82,165.01,170.51,165,168.37,155.64,162.8,150.14,161.06,164.095,165.31,153.05,154.13,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780081200,168.37,168.58,168.35,168.38,0,0,20260529,0,0,170.08,170.29,169.79,169.795,169.95833333333334,0,0.5106007067137809,170.02,170.31,169.79,170.19,170.014967075386,0.5732909379968204,0.5345308896710765,0.1863692307692309,,170.59,169.02,170,169.8,169.94,167.105,0,,,,,,,,,,,0,0,,,,,,2601,0.5,1803,0.5200000000000102,5.93744320236898,0.15143589743589708,0.1863692307692309,0.5100000000000051,,1892,170,170.03,64,169.82,,,3465,2198.55,167.105,169.94,166.61,169.82,165.01,170.51,165,168.37,155.64,162.8,150.14,161.06,164.095,165.31,153.05,154.13,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780081500,168.38,168.43,168.23,168.25,0,0,20260529,0,0,170.08,170.29,169.79,169.795,169.95833333333334,0,0.5106007067137809,170.02,170.31,169.79,170.19,170.014967075386,0.5732909379968204,0.5345308896710765,0.1863692307692309,,170.59,169.02,170,169.8,169.94,167.105,0,,,,,,,,,,,0,0,,,,,,2601,0.5,1803,0.5200000000000102,5.93744320236898,0.15143589743589708,0.1863692307692309,0.5100000000000051,,1892,170,170.03,64,169.82,,,2323,2175.2,167.105,169.94,166.61,169.82,165.01,170.51,165,168.37,155.64,162.8,150.14,161.06,164.095,165.31,153.05,154.13,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780081800,168.25,168.39,168.16,168.34,0,0,20260529,0,0,170.08,170.29,169.79,169.795,169.95833333333334,0,0.5106007067137809,170.02,170.31,169.79,170.19,170.014967075386,0.5732909379968204,0.5345308896710765,0.1863692307692309,,170.59,169.02,170,169.8,169.94,167.105,0,,,,,,,,,,,0,0,,,,,,2601,0.5,1803,0.5200000000000102,5.93744320236898,0.15143589743589708,0.1863692307692309,0.5100000000000051,,1892,170,170.03,64,169.82,,,2923,2219.65,167.105,169.94,166.61,169.82,165.01,170.51,165,168.37,155.64,162.8,150.14,161.06,164.095,165.31,153.05,154.13,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780082100,168.33,168.47,168.165,168.46,0,0,20260529,0,0,170.08,170.29,169.79,169.795,169.95833333333334,0,0.5106007067137809,170.02,170.31,169.79,170.19,170.014967075386,0.5732909379968204,0.5345308896710765,0.1863692307692309,,170.59,169.02,170,169.8,169.94,167.105,0,,,,,,,,,,,0,0,,,,,,2601,0.5,1803,0.5200000000000102,5.93744320236898,0.15143589743589708,0.1863692307692309,0.5100000000000051,,1892,170,170.03,64,169.82,,,3272,2268.8,167.105,169.94,166.61,169.82,165.01,170.51,165,168.37,155.64,162.8,150.14,161.06,164.095,165.31,153.05,154.13,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780082400,168.47,168.67,168.47,168.59,0,0,20260529,0,0,170.08,170.29,169.79,169.795,169.95833333333334,0,0.5106007067137809,170.02,170.31,169.79,170.19,170.014967075386,0.5732909379968204,0.5345308896710765,0.1863692307692309,,170.59,169.02,170,169.8,169.94,167.105,0,,,,,,,,,,,0,0,,,,,,2601,0.5,1803,0.5200000000000102,5.93744320236898,0.15143589743589708,0.1863692307692309,0.5100000000000051,,1892,170,170.03,64,169.82,,,2983,2317.7,167.105,169.94,166.61,169.82,165.01,170.51,165,168.37,155.64,162.8,150.14,161.06,164.095,165.31,153.05,154.13,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780082700,168.58,168.73,168.52,168.68,0,0,20260529,0,0,170.08,170.29,169.79,169.795,169.95833333333334,0,0.5106007067137809,170.02,170.31,169.79,170.19,170.014967075386,0.5732909379968204,0.5345308896710765,0.1863692307692309,,170.59,169.02,170,169.8,169.94,167.105,0,,,,,,,,,,,0,0,,,,,,2601,0.5,1803,0.5200000000000102,5.93744320236898,0.15143589743589708,0.1863692307692309,0.5100000000000051,,1892,170,170.03,64,169.82,,,3082,2406.8,167.105,169.94,166.61,169.82,165.01,170.51,165,168.37,155.64,162.8,150.14,161.06,164.095,165.31,153.05,154.13,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
