time,open,high,low,close,HTF_Stock_D1_Open,HTF_Stock_D1_High,HTF_Stock_D1_Low,HTF_Stock_D1_Close,HTF_Stock_D2_Open,HTF_Stock_D2_High,HTF_Stock_D2_Low,HTF_Stock_D2_Close,HTF_Stock_W1_Open,HTF_Stock_W1_High,HTF_Stock_W1_Low,HTF_Stock_W1_Close,HTF_Stock_W2_Open,HTF_Stock_W2_High,HTF_Stock_W2_Low,HTF_Stock_W2_Close,HTF_SPX_D1_Open,HTF_SPX_D1_High,HTF_SPX_D1_Low,HTF_SPX_D1_Close,HTF_SPX_D2_Open,HTF_SPX_D2_High,HTF_SPX_D2_Low,HTF_SPX_D2_Close,HTF_SPX_W1_Open,HTF_SPX_W1_High,HTF_SPX_W1_Low,HTF_SPX_W1_Close,HTF_SPX_W2_Open,HTF_SPX_W2_High,HTF_SPX_W2_Low,HTF_SPX_W2_Close,HTF_NASDAQ_D1_Open,HTF_NASDAQ_D1_High,HTF_NASDAQ_D1_Low,HTF_NASDAQ_D1_Close,HTF_NASDAQ_D2_Open,HTF_NASDAQ_D2_High,HTF_NASDAQ_D2_Low,HTF_NASDAQ_D2_Close,HTF_NASDAQ_W1_Open,HTF_NASDAQ_W1_High,HTF_NASDAQ_W1_Low,HTF_NASDAQ_W1_Close,HTF_NASDAQ_W2_Open,HTF_NASDAQ_W2_High,HTF_NASDAQ_W2_Low,HTF_NASDAQ_W2_Close,HTF_DJIA_D1_Open,HTF_DJIA_D1_High,HTF_DJIA_D1_Low,HTF_DJIA_D1_Close,HTF_DJIA_D2_Open,HTF_DJIA_D2_High,HTF_DJIA_D2_Low,HTF_DJIA_D2_Close,HTF_DJIA_W1_Open,HTF_DJIA_W1_High,HTF_DJIA_W1_Low,HTF_DJIA_W1_Close,HTF_DJIA_W2_Open,HTF_DJIA_W2_High,HTF_DJIA_W2_Low,HTF_DJIA_W2_Close,Bullish Research Event,Bearish Research Event,RC_DateKey,RC_Direction,RC_ProductionSignal,RC_C1_Open,RC_C1_High,RC_C1_Low,RC_C1_Close,RC_C1_VWAP,RC_C1_VWAP_State,RC_C1_RelOpeningVol,RC_C2_Open,RC_C2_High,RC_C2_Low,RC_C2_Close,RC_C2_VWAP,RC_C2_RelOpeningVol,RC_Combined_RelVol,RC_ATR_Selected,RC_DeltaPct,RC_PMH,RC_PML,RC_AH_High,RC_AH_Low,RC_PDH,RC_PDL,RC_StructureBreakCode,RC_MFE_1m,RC_MAE_1m,RC_MFE_3m,RC_MAE_3m,RC_MFE_5m,RC_MAE_5m,RC_MFE_10m,RC_MAE_10m,RC_Final_MFE,RC_Final_MAE,RC_Outcome_050v050,RC_Outcome_100v050,RC_MinutesTo_025,RC_MinutesTo_050,RC_MinutesTo_100,RC_MinutesTo_Adverse050,RC_EventTimestamp,RC_C1_Volume,RC_C1_TR,RC_C2_Volume,RC_C2_TR,RC_ATR_PreviousDaily,RC_ATR_PreviousDay1M,RC_ATR_Previous5Days1M,RC_ATR_FirstTwoCandles,RC_VWAP_Distance,RC_PM_Volume,RC_PM_Open,RC_PM_Last,RC_AH_Volume,RC_PreviousRTHClose,RC_MFE_2m,RC_MAE_2m,Volume,Volume MA,MKT_OPEN_SPX_DateKey,MKT_OPEN_SPX_C1_Open,MKT_OPEN_SPX_C1_High,MKT_OPEN_SPX_C1_Low,MKT_OPEN_SPX_C1_Close,MKT_OPEN_SPX_C2_Open,MKT_OPEN_SPX_C2_High,MKT_OPEN_SPX_C2_Low,MKT_OPEN_SPX_C2_Close,MKT_OPEN_NASDAQ_DateKey,MKT_OPEN_NASDAQ_C1_Open,MKT_OPEN_NASDAQ_C1_High,MKT_OPEN_NASDAQ_C1_Low,MKT_OPEN_NASDAQ_C1_Close,MKT_OPEN_NASDAQ_C2_Open,MKT_OPEN_NASDAQ_C2_High,MKT_OPEN_NASDAQ_C2_Low,MKT_OPEN_NASDAQ_C2_Close,MKT_OPEN_DJIA_DateKey,MKT_OPEN_DJIA_C1_Open,MKT_OPEN_DJIA_C1_High,MKT_OPEN_DJIA_C1_Low,MKT_OPEN_DJIA_C1_Close,MKT_OPEN_DJIA_C2_Open,MKT_OPEN_DJIA_C2_High,MKT_OPEN_DJIA_C2_Low,MKT_OPEN_DJIA_C2_Close
1780080000,230.82,230.94,230.74,230.77,224,229.91,222.845,228.78,221.5,226.9,220.6975,224.3,220.48,223.02,214,219.02,239.44,244.07,220.45,220.49,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,0,0,20260529,0,0,228.84,228.84,226.7,226.7,227.4133333333333,0,0.6827810730053961,226.855,227.5,226.855,227.5,227.39436728824563,0.11347608667777921,0.3920776953295504,0.2249098255129119,,229.19,227.59,229.11,228.65,229.92,222.7,0,,,,,,,,,,,0,0,,,,,,3062,2.180000000000007,531,0.8000000000000114,6.932017302433648,0.2271576227390194,0.2249098255129119,1.490000000000009,,8060,228.8,228.88,1676,228.78,,,3653,2729.2,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780080300,230.71,230.71,230.05,230.47,224,229.91,222.845,228.78,221.5,226.9,220.6975,224.3,220.48,223.02,214,219.02,239.44,244.07,220.45,220.49,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,0,0,20260529,0,0,228.84,228.84,226.7,226.7,227.4133333333333,0,0.6827810730053961,226.855,227.5,226.855,227.5,227.39436728824563,0.11347608667777921,0.3920776953295504,0.2249098255129119,,229.19,227.59,229.11,228.65,229.92,222.7,0,,,,,,,,,,,0,0,,,,,,3062,2.180000000000007,531,0.8000000000000114,6.932017302433648,0.2271576227390194,0.2249098255129119,1.490000000000009,,8060,228.8,228.88,1676,228.78,,,5881,2965.05,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780080600,230.4,230.62,230.4,230.56,224,229.91,222.845,228.78,221.5,226.9,220.6975,224.3,220.48,223.02,214,219.02,239.44,244.07,220.45,220.49,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,0,0,20260529,0,0,228.84,228.84,226.7,226.7,227.4133333333333,0,0.6827810730053961,226.855,227.5,226.855,227.5,227.39436728824563,0.11347608667777921,0.3920776953295504,0.2249098255129119,,229.19,227.59,229.11,228.65,229.92,222.7,0,,,,,,,,,,,0,0,,,,,,3062,2.180000000000007,531,0.8000000000000114,6.932017302433648,0.2271576227390194,0.2249098255129119,1.490000000000009,,8060,228.8,228.88,1676,228.78,,,3024,3044.75,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780080900,230.52,230.65,230.44,230.55,224,229.91,222.845,228.78,221.5,226.9,220.6975,224.3,220.48,223.02,214,219.02,239.44,244.07,220.45,220.49,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,0,0,20260529,0,0,228.84,228.84,226.7,226.7,227.4133333333333,0,0.6827810730053961,226.855,227.5,226.855,227.5,227.39436728824563,0.11347608667777921,0.3920776953295504,0.2249098255129119,,229.19,227.59,229.11,228.65,229.92,222.7,0,,,,,,,,,,,0,0,,,,,,3062,2.180000000000007,531,0.8000000000000114,6.932017302433648,0.2271576227390194,0.2249098255129119,1.490000000000009,,8060,228.8,228.88,1676,228.78,,,5503,3085,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780081200,230.56,230.69,230.33,230.69,224,229.91,222.845,228.78,221.5,226.9,220.6975,224.3,220.48,223.02,214,219.02,239.44,244.07,220.45,220.49,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,0,0,20260529,0,0,228.84,228.84,226.7,226.7,227.4133333333333,0,0.6827810730053961,226.855,227.5,226.855,227.5,227.39436728824563,0.11347608667777921,0.3920776953295504,0.2249098255129119,,229.19,227.59,229.11,228.65,229.92,222.7,0,,,,,,,,,,,0,0,,,,,,3062,2.180000000000007,531,0.8000000000000114,6.932017302433648,0.2271576227390194,0.2249098255129119,1.490000000000009,,8060,228.8,228.88,1676,228.78,,,3311,3017.6,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780081500,230.75,231.09,230.75,231.08,224,229.91,222.845,228.78,221.5,226.9,220.6975,224.3,220.48,223.02,214,219.02,239.44,244.07,220.45,220.49,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,0,0,20260529,0,0,228.84,228.84,226.7,226.7,227.4133333333333,0,0.6827810730053961,226.855,227.5,226.855,227.5,227.39436728824563,0.11347608667777921,0.3920776953295504,0.2249098255129119,,229.19,227.59,229.11,228.65,229.92,222.7,0,,,,,,,,,,,0,0,,,,,,3062,2.180000000000007,531,0.8000000000000114,6.932017302433648,0.2271576227390194,0.2249098255129119,1.490000000000009,,8060,228.8,228.88,1676,228.78,,,17613,3776.9,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780081800,231.13,231.16,230.82,231.08,224,229.91,222.845,228.78,221.5,226.9,220.6975,224.3,220.48,223.02,214,219.02,239.44,244.07,220.45,220.49,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,0,0,20260529,0,0,228.84,228.84,226.7,226.7,227.4133333333333,0,0.6827810730053961,226.855,227.5,226.855,227.5,227.39436728824563,0.11347608667777921,0.3920776953295504,0.2249098255129119,,229.19,227.59,229.11,228.65,229.92,222.7,0,,,,,,,,,,,0,0,,,,,,3062,2.180000000000007,531,0.8000000000000114,6.932017302433648,0.2271576227390194,0.2249098255129119,1.490000000000009,,8060,228.8,228.88,1676,228.78,,,7888,4065.95,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780082100,231.09,231.225,231.01,231.09,224,229.91,222.845,228.78,221.5,226.9,220.6975,224.3,220.48,223.02,214,219.02,239.44,244.07,220.45,220.49,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,0,0,20260529,0,0,228.84,228.84,226.7,226.7,227.4133333333333,0,0.6827810730053961,226.855,227.5,226.855,227.5,227.39436728824563,0.11347608667777921,0.3920776953295504,0.2249098255129119,,229.19,227.59,229.11,228.65,229.92,222.7,0,,,,,,,,,,,0,0,,,,,,3062,2.180000000000007,531,0.8000000000000114,6.932017302433648,0.2271576227390194,0.2249098255129119,1.490000000000009,,8060,228.8,228.88,1676,228.78,,,6256,4318.6,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780082400,230.99,231.19,230.99,231.13,224,229.91,222.845,228.78,221.5,226.9,220.6975,224.3,220.48,223.02,214,219.02,239.44,244.07,220.45,220.49,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,0,0,20260529,0,0,228.84,228.84,226.7,226.7,227.4133333333333,0,0.6827810730053961,226.855,227.5,226.855,227.5,227.39436728824563,0.11347608667777921,0.3920776953295504,0.2249098255129119,,229.19,227.59,229.11,228.65,229.92,222.7,0,,,,,,,,,,,0,0,,,,,,3062,2.180000000000007,531,0.8000000000000114,6.932017302433648,0.2271576227390194,0.2249098255129119,1.490000000000009,,8060,228.8,228.88,1676,228.78,,,4165,4442.95,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
1780082700,231.17,231.26,231.03,231.25,224,229.91,222.845,228.78,221.5,226.9,220.6975,224.3,220.48,223.02,214,219.02,239.44,244.07,220.45,220.49,7519.82,7568.72,7508.04,7563.62,7526.01,7530.72,7499.72,7520.37,7415.07,7506.32,7333.68,7473.48,7385.31,7517.12,7338.54,7408.49,26686.5342,26934.8434,26588.5197,26917.4714,26695.4417,26715.3079,26538.3133,26674.7349,26289.4902,26504.5505,25701.4391,26343.9704,26135.6327,26707.1412,25739.2245,26225.1445,50660.98,50764.04,50314.34,50668.98,50487.16,50830.41,50487.16,50644.29,49481.04,50830.24,49235.74,50579.71,49620.38,50200.54,49307.66,49526.18,0,0,20260529,0,0,228.84,228.84,226.7,226.7,227.4133333333333,0,0.6827810730053961,226.855,227.5,226.855,227.5,227.39436728824563,0.11347608667777921,0.3920776953295504,0.2249098255129119,,229.19,227.59,229.11,228.65,229.92,222.7,0,,,,,,,,,,,0,0,,,,,,3062,2.180000000000007,531,0.8000000000000114,6.932017302433648,0.2271576227390194,0.2249098255129119,1.490000000000009,,8060,228.8,228.88,1676,228.78,,,3920,4559.7,20260529,7579.33,7579.33,7574.14,7575.95,7576.01,7579.54,7575.67,7579.28,20260529,26960.8405,26960.8405,26942.3868,26950.9145,26953.203,26995.0947,26953.203,26988.6922,20260529,50773.91,50777.34,50703.94,50736.13,50736.92,50740.49,50698.27,50725.75
