time,open,high,low,close,EXP_event_flag,EXP_event_id,EXP_direction,EXP_signal_time,EXP_signal_price,EXP_orb_high,EXP_orb_low,EXP_host_seconds,EXP_ltf_bars_in_host,DIAG_first_1m_time_seen,DIAG_last_1m_time_seen,DIAG_1m_bars_processed,DIAG_1m_intrabar_count,1M breakout found,Volume,Volume MA
1787597640,209.395,209.43,209.37,209.42,,,,,,,,,,1784554200000,1787597640000,10075,1,0,6255,14136.2
1787597700,209.41,209.485,209.395,209.395,,,,,,,,,,1784554200000,1787597700000,10076,1,0,18517,14587
1787597760,209.395,209.41,209.28,209.29,,,,,,,,,,1784554200000,1787597760000,10077,1,0,38912,15377
1787597820,209.28,209.34,209.21,209.25,,,,,,,,,,1784554200000,1787597820000,10078,1,0,19092,15245.55
1787597880,209.25,209.34,209.21,209.33,,,,,,,,,,1784554200000,1787597880000,10079,1,0,21121,15191.75
1787597940,209.33,209.35,209.29,209.3,,,,,,,,,,1784554200000,1787597940000,10080,1,0,12116,14895
1787598000,209.29,209.35,209.28,209.33,,,,,,,,,,1784554200000,1787598000000,10081,1,0,16057,15209.95
1787598060,209.31,209.46,209.3,209.455,,,,,,,,,,1784554200000,1787598060000,10082,1,0,21008,15342.15
1787598120,209.46,209.5,209.41,209.43,,,,,,,,,,1784554200000,1787598120000,10083,1,0,13368,15134.9
1787598180,209.44,209.46,209.37,209.39,,,,,,,,,,1784554200000,1787598180000,10084,1,0,10156,15332.4
1787598240,209.4,209.5,209.4,209.46,,,,,,,,,,1784554200000,1787598240000,10085,1,0,19640,15781.5
1787598300,209.47,209.54,209.42,209.5,,,,,,,,,,1784554200000,1787598300000,10086,1,0,14459,15702.55
1787598360,209.49,209.5,209.39,209.4,,,,,,,,,,1784554200000,1787598360000,10087,1,0,9455,15122.25
1787598420,209.41,209.455,209.37,209.37,,,,,,,,,,1784554200000,1787598420000,10088,1,0,16370,15347.95
1787598480,209.38,209.39,209.24,209.245,,,,,,,,,,1784554200000,1787598480000,10089,1,0,13467,15746.95
1787598540,209.24,209.26,209.115,209.14,,,,,,,,,,1784554200000,1787598540000,10090,1,0,28334,16837.8
1787598600,209.15,209.25,209.12,209.22,,,,,,,,,,1784554200000,1787598600000,10091,1,0,31663,17747.2
1787598660,209.22,209.39,209.2,209.375,,,,,,,,,,1784554200000,1787598660000,10092,1,0,19778,18231.9
1787598720,209.38,209.46,209.38,209.41,,,,,,,,,,1784554200000,1787598720000,10093,1,0,11592,18181
1787598780,209.41,209.44,209.36,209.43,,,,,,,,,,1784554200000,1787598780000,10094,1,0,13043,17720.15
1787598840,209.43,209.57,209.41,209.485,,,,,,,,,,1784554200000,1787598840000,10095,1,0,19379,18376.35
1787598900,209.48,209.48,209.37,209.4,,,,,,,,,,1784554200000,1787598900000,10096,1,0,9937,17947.35
1787598960,209.395,209.41,209.2,209.22,,,,,,,,,,1784554200000,1787598960000,10097,1,0,21650,17084.25
1787599020,209.22,209.37,209.2,209.37,,,,,,,,,,1784554200000,1787599020000,10098,1,0,22371,17248.2
1787599080,209.385,209.49,209.38,209.47,,,,,,,,,,1784554200000,1787599080000,10099,1,0,11783,16781.3
1787599140,209.45,209.52,209.4,209.51,,,,,,,,,,1784554200000,1787599140000,10100,1,0,16714,17011.2
1787599200,209.52,209.52,209.33,209.42,,,,,,,,,,1784554200000,1787599200000,10101,1,0,19879,17202.3
1787599260,209.44,209.45,209.36,209.39,,,,,,,,,,1784554200000,1787599260000,10102,1,0,14247,16864.25
1787599320,209.41,209.47,209.39,209.47,,,,,,,,,,1784554200000,1787599320000,10103,1,0,12554,16823.55
1787599380,209.47,209.56,209.4,209.46,,,,,,,,,,1784554200000,1787599380000,10104,1,0,30161,17823.8
1787599440,209.46,209.51,209.44,209.5,,,,,,,,,,1784554200000,1787599440000,10105,1,0,47432,19213.4
1787599500,209.5,209.54,209.45,209.49,,,,,,,,,,1784554200000,1787599500000,10106,1,0,18380,19409.45
1787599560,209.5,209.5,209.37,209.37,,,,,,,,,,1784554200000,1787599560000,10107,1,0,24966,20185
1787599620,209.365,209.41,209.34,209.38,,,,,,,,,,1784554200000,1787599620000,10108,1,0,11766,19954.8
1787599680,209.37,209.44,209.37,209.41,,,,,,,,,,1784554200000,1787599680000,10109,1,0,10544,19808.65
1787599740,209.41,209.41,209.355,209.37,,,,,,,,,,1784554200000,1787599740000,10110,1,0,10272,18905.55
1787599800,209.37,209.48,209.315,209.44,,,,,,,,,,1784554200000,1787599800000,10111,1,0,47125,19678.65
1787599860,209.41,209.41,209.21,209.25,,,,,,,,,,1784554200000,1787599860000,10112,1,0,37353,20557.4
1787599920,209.25,209.27,209.165,209.185,,,,,,,,,,1784554200000,1787599920000,10113,1,0,24955,21225.55
1787599980,209.18,209.205,209.05,209.07,,,,,,,,,,1784554200000,1787599980000,10114,1,0,38396,22493.2
1787600040,209.08,209.08,208.93,208.97,,,,,,,,,,1784554200000,1787600040000,10115,1,0,135008,28274.65
1787600100,208.97,208.98,208.73,208.83,,,,,,,,,,1784554200000,1787600100000,10116,1,0,44894,30022.5
1787600160,208.83,208.855,208.58,208.67,,,,,,,,,,1784554200000,1787600160000,10117,1,0,42874,31083.7
1787600220,208.68,208.76,208.67,208.72,,,,,,,,,,1784554200000,1787600220000,10118,1,0,39935,31961.9
1787600280,208.73,208.74,208.63,208.63,,,,,,,,,,1784554200000,1787600280000,10119,1,0,23120,32528.75
1787600340,208.62,208.76,208.61,208.68,,,,,,,,,,1784554200000,1787600340000,10120,1,0,50416,34213.85
1787600400,208.67,208.745,208.61,208.71,,,,,,,,,,1784554200000,1787600400000,10121,1,0,17950,34117.4
1787600460,208.72,208.74,208.61,208.66,,,,,,,,,,1784554200000,1787600460000,10122,1,0,15696,34189.85
1787600520,208.665,208.71,208.55,208.57,,,,,,,,,,1784554200000,1787600520000,10123,1,0,21843,34654.3
1787600580,208.565,208.64,208.46,208.505,,,,,,,,,,1784554200000,1787600580000,10124,1,0,55673,35929.9
1787600640,208.505,208.64,208.48,208.64,,,,,,,,,,1784554200000,1787600640000,10125,1,0,29467,35031.65
1787600700,208.65,208.66,208.37,208.45,,,,,,,,,,1784554200000,1787600700000,10126,1,0,34167,35821
1787600760,208.46,208.48,208.35,208.4,,,,,,,,,,1784554200000,1787600760000,10127,1,0,33794,36262.4
1787600820,208.41,208.6,208.37,208.55,,,,,,,,,,1784554200000,1787600820000,10128,1,0,35971,37472.65
1787600880,208.54,208.54,208.43,208.52,,,,,,,,,,1784554200000,1787600880000,10129,1,0,21878,38039.35
1787600940,208.51,208.55,208.46,208.48,,,,,,,,,,1784554200000,1787600940000,10130,1,0,24541,38752.8
1787601000,208.49,208.68,208.34,208.34,,,,,,,,,,1784554200000,1787601000000,10131,1,0,69413,39867.2
1787601060,208.34,208.38,208.15,208.2,,,,,,,,,,1784554200000,1787601060000,10132,1,0,59121,40955.6
1787601120,208.21,208.48,207.22,207.86,,,,,,,,,,1784554200000,1787601120000,10133,1,0,717795,75597.6
1787601180,207.86,207.96,207.71,207.74,,,,,,,,,,1784554200000,1787601180000,10134,1,0,65076,76931.6
1787601240,207.75,208.03,207.7,208.01,,,,,,,,,,1784554200000,1787601240000,10135,1,0,68733,73617.85
1787601300,208.015,208.69,207.87,208.49,,,,,,,,,,1784554200000,1787601300000,10136,1,0,99512,76348.75
1787601360,208.485,208.65,208.41,208.47,,,,,,,,,,1784554200000,1787601360000,10137,1,0,63227,77366.4
1787601420,208.47,208.5,208.28,208.49,,,,,,,,,,1784554200000,1787601420000,10138,1,0,75849,79162.1
1787601480,208.5,208.58,208.45,208.54,,,,,,,,,,1784554200000,1787601480000,10139,1,0,86457,82328.95
1787601540,208.53,208.55,208.32,208.46,,,,,,,,,,1784554200000,1787601540000,10140,1,0,133808,86498.55
1787664600,211.025,211.05,210.4,210.55,,,,,,,,,,1784554200000,1787664600000,10141,1,0,85090,89855.55
1787664660,210.52,210.8,210.11,210.43,,,,,,,,,,1784554200000,1787664660000,10142,1,0,63822,92261.85
1787664720,210.4,211.01,210.39,210.82,,,,,,,,,,1784554200000,1787664720000,10143,1,0,56219,93980.65
1787664780,210.83,211.3,210.53,211.3,,,,,,,,,,1784554200000,1787664780000,10144,1,0,87880,95591
1787664840,211.31,211.77,211.2,211.76,,,,,,,,,,1784554200000,1787664840000,10145,1,0,79508,98093.05
1787664900,211.78,211.87,211.34,211.76,,,,,,,,,,1784554200000,1787664900000,10146,1,0,70736,99921.5
1787664960,211.76,212.28,211.73,211.95,,,,,,,,,,1784554200000,1787664960000,10147,1,0,106754,103569.5
1787665020,211.93,212.04,211.39,211.67,,,,,,,,,,1784554200000,1787665020000,10148,1,0,57456,104643.75
1787665080,211.68,212.07,211.66,211.85,,,,,,,,,,1784554200000,1787665080000,10149,1,0,46966,105898.15
1787665140,211.85,211.97,211.55,211.82,,,,,,,,,,1784554200000,1787665140000,10150,1,0,53018,107322
1787665200,211.81,212.36,211.74,212.36,,,,,,,,,,1784554200000,1787665200000,10151,1,0,72335,107468.1
1787665260,212.37,212.64,212.31,212.42,,,,,,,,,,1784554200000,1787665260000,10152,1,0,51972,107110.65
1787665320,212.425,212.76,212.32,212.67,,,,,,,,,,1784554200000,1787665320000,10153,1,0,39138,73177.8
1787665380,212.69,212.69,212.24,212.38,,,,,,,,,,1784554200000,1787665380000,10154,1,0,54998,72673.9
1787665440,212.37,212.63,212.33,212.62,,,,,,,,,,1784554200000,1787665440000,10155,1,0,36475,71061
1787665500,212.62,213.06,212.585,212.81,1,27,1,1787665500000,212.81,212.76,210.11,60,1,1784554200000,1787665500000,10156,1,1,84940,70332.4
1787665560,212.77,213.38,212.71,213.33,,,,,,,,,,1784554200000,1787665560000,10157,1,0,64638,70402.95
