time,open,high,low,close,EXP_event_flag,EXP_event_id,EXP_direction,EXP_signal_time,EXP_signal_price,EXP_orb_high,EXP_orb_low,EXP_host_seconds,EXP_ltf_bars_in_host,DIAG_first_1m_time_seen,DIAG_last_1m_time_seen,DIAG_1m_bars_processed,DIAG_1m_intrabar_count,1M breakout found,Volume,Volume MA
1786995900,225.57,225.655,225.44,225.65,,,,,,,,,,1771338600000,1786996140000,49130,5,0,58519,50364.75
1786996200,225.66,225.73,225.09,225.23,,,,,,,,,,1771338600000,1786996440000,49135,5,0,164698,55126.4
1786996500,225.22,225.41,224.86,225.05,,,,,,,,,,1771338600000,1786996740000,49140,5,0,666772,85749.75
1787059800,220.45,220.68,219.44,220.68,,,,,,,,,,1771338600000,1787060040000,49145,5,0,384914,102706.4
1787060100,220.65,221.55,220.46,220.905,,,,,,,,,,1771338600000,1787060340000,49150,5,0,316531,115774.1
1787060400,220.9,221.64,220.35,220.41,,,,,,,,,,1771338600000,1787060640000,49155,5,0,201298,124200.9
1787060700,220.39,220.83,219.84,220.06,,,,,,,,,,1771338600000,1787060940000,49160,5,0,207950,132858.15
1787061000,220.05,220.4,219.68,219.78,,,,,,,,,,1771338600000,1787061240000,49165,5,0,326002,147031.6
1787061300,219.78,220.32,219.34,220.17,1,126,-1,1787061300000,219.41,221.64,219.44,300,5,1771338600000,1787061540000,49170,5,1,211363,155872.95
1787061600,220.2,220.79,219.58,220.41,,,,,,,,,,1771338600000,1787061840000,49175,5,0,141915,160519.15
1787061900,220.41,220.49,219.49,219.5,,,,,,,,,,1771338600000,1787062140000,49180,5,0,137647,165400.15
1787062200,219.485,219.485,218.89,219.01,,,,,,,,,,1771338600000,1787062440000,49185,5,0,230923,174417.55
1787062500,219.02,219.43,218.84,219.23,,,,,,,,,,1771338600000,1787062740000,49190,5,0,151551,178969.3
1787062800,219.24,219.8,219,219.625,,,,,,,,,,1771338600000,1787063040000,49195,5,0,122026,183113.35
1787063100,219.64,220.27,219.57,219.95,,,,,,,,,,1771338600000,1787063340000,49200,5,0,108418,185792.3
1787063400,219.95,220.42,219.91,220.25,,,,,,,,,,1771338600000,1787063640000,49205,5,0,153823,191621.8
1787063700,220.26,220.53,219.71,219.96,,,,,,,,,,1771338600000,1787063940000,49210,5,0,157530,196575.45
1787064000,219.97,220.04,219.4,219.41,,,,,,,,,,1771338600000,1787064240000,49215,5,0,147951,200938.5
1787064300,219.41,219.46,219.15,219.27,,,,,,,,,,1771338600000,1787064540000,49220,5,0,116698,203786.75
1787064600,219.3,219.475,218.98,219.04,,,,,,,,,,1771338600000,1787064840000,49225,5,0,174718,209062.35
1787064900,219.04,219.31,218.73,219.07,,,,,,,,,,1771338600000,1787065140000,49230,5,0,166516,214462.2
1787065200,219.08,219.53,218.7,219.41,,,,,,,,,,1771338600000,1787065440000,49235,5,0,136907,213072.65
1787065500,219.42,219.48,218.86,218.975,,,,,,,,,,1771338600000,1787065740000,49240,5,0,142770,186872.55
1787065800,218.99,219.48,218.83,219.47,,,,,,,,,,1771338600000,1787066040000,49245,5,0,134791,174366.4
1787066100,219.47,219.67,219.33,219.34,,,,,,,,,,1771338600000,1787066340000,49250,5,0,106242,163851.95
1787066400,219.34,219.79,219.29,219.64,,,,,,,,,,1771338600000,1787066640000,49255,5,0,98105,158692.3
1787066700,219.625,219.76,219.42,219.54,,,,,,,,,,1771338600000,1787066940000,49260,5,0,78995,152244.55
1787067000,219.53,219.91,219.43,219.71,,,,,,,,,,1771338600000,1787067240000,49265,5,0,88823,140385.6
1787067300,219.72,219.73,219.38,219.4,,,,,,,,,,1771338600000,1787067540000,49270,5,0,116136,135624.25
1787067600,219.42,219.81,219.33,219.68,,,,,,,,,,1771338600000,1787067840000,49275,5,0,79231,132490.05
1787067900,219.69,220.07,219.69,219.98,,,,,,,,,,1771338600000,1787068140000,49280,5,0,113556,131285.5
1787068200,219.96,220.25,219.82,220.12,,,,,,,,,,1771338600000,1787068440000,49285,5,0,76544,123566.55
1787068500,220.13,220.15,219.69,220.06,,,,,,,,,,1771338600000,1787068740000,49290,5,0,93249,120651.45
1787068800,220.06,220.36,220.06,220.16,,,,,,,,,,1771338600000,1787069040000,49295,5,0,58318,117466.05
1787069100,220.16,220.31,219.94,220.02,,,,,,,,,,1771338600000,1787069340000,49300,5,0,70030,115546.65
1787069400,220.025,220.2,219.94,219.98,,,,,,,,,,1771338600000,1787069640000,49305,5,0,45997,110155.35
1787069700,219.97,220.045,219.5,219.61,,,,,,,,,,1771338600000,1787069940000,49310,5,0,81798,106368.75
1787070000,219.62,219.98,219.62,219.7,,,,,,,,,,1771338600000,1787070240000,49315,5,0,66899,102316.15
1787070300,219.68,219.72,219.41,219.53,,,,,,,,,,1771338600000,1787070540000,49320,5,0,51870,99074.75
1787070600,219.54,219.73,219.38,219.66,,,,,,,,,,1771338600000,1787070840000,49325,5,0,41215,92399.6
1787070900,219.67,219.94,219.51,219.88,,,,,,,,,,1771338600000,1787071140000,49330,5,0,55269,86837.25
1787071200,219.89,220.07,219.705,219.84,,,,,,,,,,1771338600000,1787071440000,49335,5,0,37847,81884.25
1787071500,219.84,220.32,219.62,220.3,,,,,,,,,,1771338600000,1787071740000,49340,5,0,60295,77760.5
1787071800,220.3,220.45,220.27,220.39,,,,,,,,,,1771338600000,1787072040000,49345,5,0,42345,73138.2
1787072100,220.38,220.38,220.12,220.2,,,,,,,,,,1771338600000,1787072340000,49350,5,0,48080,70230.1
1787072400,220.2,220.34,219.88,220.18,,,,,,,,,,1771338600000,1787072640000,49355,5,0,72650,68957.35
1787072700,220.18,220.25,219.97,220.23,,,,,,,,,,1771338600000,1787072940000,49360,5,0,57193,67867.25
1787073000,220.23,220.255,219.94,220.09,,,,,,,,,,1771338600000,1787073240000,49365,5,0,46744,65763.3
1787073300,220.07,220.15,219.96,220.02,,,,,,,,,,1771338600000,1787073540000,49370,5,0,50070,62460
1787073600,220.01,220.2,220,220.115,,,,,,,,,,1771338600000,1787073840000,49375,5,0,52124,61104.65
1787073900,220.12,220.375,220,220.32,,,,,,,,,,1771338600000,1787074140000,49380,5,0,55728,58213.25
1787074200,220.31,220.47,220.26,220.32,,,,,,,,,,1771338600000,1787074440000,49385,5,0,37816,56276.85
1787074500,220.31,220.4,220.16,220.3,,,,,,,,,,1771338600000,1787074740000,49390,5,0,35306,53379.7
1787074800,220.27,220.51,220.27,220.355,,,,,,,,,,1771338600000,1787075040000,49395,5,0,87274,54827.5
1787075100,220.34,220.47,220.19,220.27,,,,,,,,,,1771338600000,1787075340000,49400,5,0,78511,55251.55
1787075400,220.275,220.39,220.16,220.185,,,,,,,,,,1771338600000,1787075640000,49405,5,0,51064,55504.9
1787075700,220.185,220.23,219.93,219.95,,,,,,,,,,1771338600000,1787075940000,49410,5,0,53714,54100.7
1787076000,219.97,220.05,219.66,219.89,,,,,,,,,,1771338600000,1787076240000,49415,5,0,69696,54240.55
1787076300,219.91,219.97,219.35,219.4,,,,,,,,,,1771338600000,1787076540000,49420,5,0,58294,54561.75
1787076600,219.39,219.62,219.23,219.6,,,,,,,,,,1771338600000,1787076840000,49425,5,0,92546,57128.3
1787076900,219.63,220.07,219.59,220.07,,,,,,,,,,1771338600000,1787077140000,49430,5,0,50882,56908.95
1787077200,220.05,220.3,219.9,219.92,,,,,,,,,,1771338600000,1787077440000,49435,5,0,50342,57533.7
1787077500,219.93,219.95,219.72,219.94,,,,,,,,,,1771338600000,1787077740000,49440,5,0,37291,56383.5
1787077800,219.93,220,219.84,219.98,,,,,,,,,,1771338600000,1787078040000,49445,5,0,37853,56158.9
1787078100,220,220.18,220,220.15,,,,,,,,,,1771338600000,1787078340000,49450,5,0,45214,56015.6
1787078400,220.15,220.16,219.89,219.94,,,,,,,,,,1771338600000,1787078640000,49455,5,0,37667,54266.45
1787078700,219.96,220.17,219.95,219.99,,,,,,,,,,1771338600000,1787078940000,49460,5,0,45222,53667.9
1787079000,219.99,220.09,219.81,219.84,,,,,,,,,,1771338600000,1787079240000,49465,5,0,46953,53678.35
1787079300,219.83,219.95,219.76,219.81,,,,,,,,,,1771338600000,1787079540000,49470,5,0,46614,53505.55
1787079600,219.81,219.935,219.62,219.83,,,,,,,,,,1771338600000,1787079840000,49475,5,0,59592,53878.95
1787079900,219.84,219.93,219.7,219.83,,,,,,,,,,1771338600000,1787080140000,49480,5,0,39979,53091.5
1787080200,219.83,219.94,219.66,219.675,,,,,,,,,,1771338600000,1787080440000,49485,5,0,55998,54000.6
1787080500,219.67,219.74,219.27,219.31,,,,,,,,,,1771338600000,1787080740000,49490,5,0,108918,57681.2
1787080800,219.32,219.39,219.13,219.36,,,,,,,,,,1771338600000,1787081040000,49495,5,0,78381,57236.55
1787081100,219.36,219.37,219.17,219.24,,,,,,,,,,1771338600000,1787081340000,49500,5,0,96428,58132.4
1787081400,219.24,219.43,218.92,219.155,,,,,,,,,,1771338600000,1787081640000,49505,5,0,291649,70161.65
1787081700,219.15,219.34,219.02,219.08,,,,,,,,,,1771338600000,1787081940000,49510,5,0,110485,73000.2
1787082000,219.09,219.55,219.02,219.45,,,,,,,,,,1771338600000,1787082240000,49515,5,0,115637,75297.25
1787082300,219.45,219.67,219.32,219.65,,,,,,,,,,1771338600000,1787082540000,49520,5,0,89125,76838.8
1787082600,219.66,220.08,219.17,219.42,,,,,,,,,,1771338600000,1787082840000,49525,5,0,245650,84494
1787082900,219.44,219.83,219.32,219.8,,,,,,,,,,1771338600000,1787083140000,49530,5,0,731256,118512.7
1787146200,221.72,222.87,221.35,221.58,,,,,,,,,,1771338600000,1787146440000,49535,5,0,305778,131284.5
1787146500,221.53,221.59,219.56,219.58,,,,,,,,,,1771338600000,1787146740000,49540,5,0,262096,142524.75
1787146800,219.585,220.2,219.37,219.985,,,,,,,,,,1771338600000,1787147040000,49545,5,0,233535,152308.85
1787147100,219.985,220.46,218.69,218.81,1,127,-1,1787147280000,219.29,222.87,219.37,300,5,1771338600000,1787147340000,49550,5,1,274515,163773.9
1787147400,218.77,218.92,217.92,218.3,,,,,,,,,,1771338600000,1787147640000,49555,5,0,321014,177941.25
1787147700,218.31,218.96,218.12,218.68,,,,,,,,,,1771338600000,1787147940000,49560,5,0,171656,184262.95
1787148000,218.69,218.86,218.03,218.48,,,,,,,,,,1771338600000,1787148240000,49565,5,0,204340,192132.3
1787148300,218.48,218.81,217.53,217.96,,,,,,,,,,1771338600000,1787148540000,49570,5,0,210859,200344.55
1787148600,217.97,218.125,216.89,216.92,,,,,,,,,,1771338600000,1787148840000,49575,5,0,309567,212843.3
1787148900,216.92,217.52,216.76,216.99,,,,,,,,,,1771338600000,1787149140000,49580,5,0,203021,220995.4
1787149200,216.96,217.53,216.815,217.2,,,,,,,,,,1771338600000,1787149440000,49585,5,0,152033,225797.15
1787149500,217.18,218.16,217.09,218.16,,,,,,,,,,1771338600000,1787149740000,49590,5,0,122389,226470.7
1787149800,218.15,218.59,217.97,218.3,,,,,,,,,,1771338600000,1787150040000,49595,5,0,143952,229749.25
1787150100,218.31,219.49,218.3,219.42,,,,,,,,,,1771338600000,1787150340000,49600,5,0,196649,234760.3
1787150400,219.43,219.53,219.08,219.38,,,,,,,,,,1771338600000,1787150640000,49605,5,0,129974,226676.55
1787150700,219.38,219.61,219.015,219.13,,,,,,,,,,1771338600000,1787150940000,49610,5,0,168766,229590.6
1787151000,219.14,219.72,218.93,219.64,,,,,,,,,,1771338600000,1787151240000,49615,5,0,104746,229046.05
1787151300,219.63,219.92,219.38,219.895,,,,,,,,,,1771338600000,1787151540000,49620,5,0,101951,229687.35
1787151600,219.9,219.95,219.31,219.38,,,,,,,,,,1771338600000,1787151840000,49625,5,0,78754,221342.55
1787151900,219.37,219.48,219.05,219.15,,,,,,,,,,1771338600000,1787152140000,49630,5,0,87316,189145.55
1787152200,219.16,219.52,219.05,219.28,,,,,,,,,,1771338600000,1787152440000,49635,5,0,86863,178199.8
1787152500,219.265,219.65,219.09,219.53,,,,,,,,,,1771338600000,1787152740000,49640,5,0,82482,169219.1
1787152800,219.52,219.65,219.12,219.12,,,,,,,,,,1771338600000,1787153040000,49645,5,0,56385,160361.6
1787153100,219.12,219.3,218.9,219.28,,,,,,,,,,1771338600000,1787153340000,49650,5,0,147376,154004.65
1787153400,219.27,219.31,218.9,218.92,,,,,,,,,,1771338600000,1787153640000,49655,5,0,98217,142864.8
1787153700,218.92,219.23,218.87,218.99,,,,,,,,,,1771338600000,1787153940000,49660,5,0,79177,138240.85
1787154000,218.98,219.29,218.78,219.29,,,,,,,,,,1771338600000,1787154240000,49665,5,0,105369,133292.3
1787154300,219.28,219.42,218.88,218.88,,,,,,,,,,1771338600000,1787154540000,49670,5,0,68603,126179.5
1787154600,218.89,219.03,218.65,218.76,,,,,,,,,,1771338600000,1787154840000,49675,5,0,92443,115323.3
1787154900,218.76,219.34,218.65,219.33,,,,,,,,,,1771338600000,1787155140000,49680,5,0,62263,108285.4
1787155200,219.33,220.25,219.26,220.22,,,,,,,,,,1771338600000,1787155440000,49685,5,0,205939,110980.7
1787155500,220.21,220.62,220.02,220.62,,,,,,,,,,1771338600000,1787155740000,49690,5,0,105877,110155.1
1787155800,220.63,220.65,220.08,220.15,,,,,,,,,,1771338600000,1787156040000,49695,5,0,113764,108645.7
1787156100,220.13,220.33,220.04,220.06,,,,,,,,,,1771338600000,1787156340000,49700,5,0,98735,103750
1787156400,220.04,220.2,219.71,219.76,,,,,,,,,,1771338600000,1787156640000,49705,5,0,75182,101010.4
1787156700,219.74,219.77,219.36,219.42,,,,,,,,,,1771338600000,1787156940000,49710,5,0,97106,97427.4
1787157000,219.4,219.42,219.175,219.32,,,,,,,,,,1771338600000,1787157240000,49715,5,0,90337,96706.95
1787157300,219.32,219.52,219.1,219.34,,,,,,,,,,1771338600000,1787157540000,49720,5,0,80997,95659.25
1787157600,219.38,219.52,219.17,219.31,,,,,,,,,,1771338600000,1787157840000,49725,5,0,68235,95133.3
1787157900,219.305,219.44,219.11,219.14,,,,,,,,,,1771338600000,1787158140000,49730,5,0,52640,93399.5
1787158200,219.13,219.22,219.05,219.17,,,,,,,,,,1771338600000,1787158440000,49735,5,0,42173,91165
1787158500,219.16,219.18,218.8,218.91,,,,,,,,,,1771338600000,1787158740000,49740,5,0,73684,90725.1
1787158800,218.92,219.28,218.8,219.115,,,,,,,,,,1771338600000,1787159040000,49745,5,0,45213,90166.5
1787159100,219.13,219.26,218.9,218.91,,,,,,,,,,1771338600000,1787159340000,49750,5,0,41904,84892.9
1787159400,218.92,219.22,218.87,218.98,,,,,,,,,,1771338600000,1787159640000,49755,5,0,74193,83691.7
1787159700,218.98,219.32,218.94,218.985,,,,,,,,,,1771338600000,1787159940000,49760,5,0,55986,82532.15
1787160000,218.98,219.01,218.77,218.88,,,,,,,,,,1771338600000,1787160240000,49765,5,0,52719,79899.65
1787160300,218.84,219.11,218.81,218.99,,,,,,,,,,1771338600000,1787160540000,49770,5,0,38363,78387.65
1787160600,219,219.11,218.86,219.02,,,,,,,,,,1771338600000,1787160840000,49775,5,0,48799,76205.45
1787160900,219.02,219.125,218.9,218.9,,,,,,,,,,1771338600000,1787161140000,49780,5,0,79785,77081.55
1787161200,218.925,219.31,218.92,219.21,,,,,,,,,,1771338600000,1787161440000,49785,5,0,36272,68598.2
1787161500,219.21,219.42,219.01,219.24,,,,,,,,,,1771338600000,1787161740000,49790,5,0,69010,66754.85
1787161800,219.26,219.46,219.205,219.23,,,,,,,,,,1771338600000,1787162040000,49795,5,0,49789,63556.1
1787162100,219.23,219.26,219.03,219.14,,,,,,,,,,1771338600000,1787162340000,49800,5,0,39280,60583.35
1787162400,219.15,219.79,218.96,219.52,,,,,,,,,,1771338600000,1787162640000,49805,5,0,82631,60955.8
1787162700,219.52,219.6,218.87,218.87,,,,,,,,,,1771338600000,1787162940000,49810,5,0,62597,59230.35
1787163000,218.86,219.42,218.73,219.08,,,,,,,,,,1771338600000,1787163240000,49815,5,0,71059,58266.45
1787163300,219.06,219.12,218.61,219.05,,,,,,,,,,1771338600000,1787163540000,49820,5,0,66278,57530.5
1787163600,219.06,219.09,218.67,218.73,,,,,,,,,,1771338600000,1787163840000,49825,5,0,31375,55687.5
1787163900,218.72,219.17,218.7,219.16,,,,,,,,,,1771338600000,1787164140000,49830,5,0,58332,55972.1
1787164200,219.17,219.725,219.17,219.59,,,,,,,,,,1771338600000,1787164440000,49835,5,0,70626,57394.75
1787164500,219.59,219.65,219.41,219.47,,,,,,,,,,1771338600000,1787164740000,49840,5,0,40524,55736.75
1787164800,219.5,219.8,219.48,219.62,,,,,,,,,,1771338600000,1787165040000,49845,5,0,44546,55703.4
1787165100,219.62,219.64,219.42,219.64,,,,,,,,,,1771338600000,1787165340000,49850,5,0,30505,55133.45
1787165400,219.62,219.73,219.46,219.68,,,,,,,,,,1771338600000,1787165640000,49855,5,0,27872,52817.4
1787165700,219.67,219.69,219.35,219.43,,,,,,,,,,1771338600000,1787165940000,49860,5,0,48122,52424.2
1787166000,219.45,219.825,219.45,219.6,,,,,,,,,,1771338600000,1787166240000,49865,5,0,63075,52942
1787166300,219.62,219.64,219.44,219.56,,,,,,,,,,1771338600000,1787166540000,49870,5,0,41494,53098.55
1787166600,219.55,219.7,219.45,219.62,,,,,,,,,,1771338600000,1787166840000,49875,5,0,71470,54232.1
1787166900,219.63,219.83,219.575,219.8,,,,,,,,,,1771338600000,1787167140000,49880,5,0,42639,52374.8
1787167200,219.795,219.87,219.65,219.78,,,,,,,,,,1771338600000,1787167440000,49885,5,0,47651,52943.75
1787167500,219.79,219.99,219.52,219.53,,,,,,,,,,1771338600000,1787167740000,49890,5,0,79660,53476.25
1787167800,219.53,219.84,219.45,219.82,,,,,,,,,,1771338600000,1787168040000,49895,5,0,91483,55560.95
1787168100,219.83,219.83,219.04,219.04,,,,,,,,,,1771338600000,1787168340000,49900,5,0,89346,58064.25
1787168400,219.04,219.15,218.795,218.88,,,,,,,,,,1771338600000,1787168640000,49905,5,0,95554,58710.4
1787168700,218.89,218.92,218.16,218.29,,,,,,,,,,1771338600000,1787168940000,49910,5,0,157099,63435.5
1787169000,218.25,218.26,217.06,217.78,,,,,,,,,,1771338600000,1787169240000,49915,5,0,298244,74794.75
1787169300,217.78,217.85,217.03,217.68,,,,,,,,,,1771338600000,1787169540000,49920,5,0,703403,106651
1787232600,218.43,218.81,217.17,218.56,,,,,,,,,,1771338600000,1787232840000,49925,5,0,251222,117643.35
1787232900,218.53,219.82,218.275,219.475,,,,,,,,,,1771338600000,1787233140000,49930,5,0,253843,127418.9
1787233200,219.45,219.85,218.95,219.16,,,,,,,,,,1771338600000,1787233440000,49935,5,0,180057,132890.45
1787233500,219.13,219.25,217.55,218.01,,,,,,,,,,1771338600000,1787233740000,49940,5,0,220399,141884.2
1787233800,218,218.16,217.48,217.855,,,,,,,,,,1771338600000,1787234040000,49945,5,0,148857,147099.75
1787234100,217.86,218.25,217.38,217.69,,,,,,,,,,1771338600000,1787234340000,49950,5,0,109913,151070.15
1787234400,217.74,218.06,217.13,217.15,1,128,-1,1787234640000,217.15,219.85,217.17,300,5,1771338600000,1787234640000,49955,5,1,123510,155852.05
1787234700,217.17,218.01,217.08,217.98,,,,,,,,,,1771338600000,1787234940000,49960,5,0,104612,158676.55
1787235000,217.99,218.08,217.68,217.865,,,,,,,,,,1771338600000,1787235240000,49965,5,0,107653,160905.45
1787235300,217.86,217.92,217.03,217.03,,,,,,,,,,1771338600000,1787235540000,49970,5,0,115494,164605.45
1787235600,217.02,217.89,216.915,217.39,,,,,,,,,,1771338600000,1787235840000,49975,5,0,216045,171834.2
1787235900,217.4,217.63,216.71,217.52,,,,,,,,,,1771338600000,1787236140000,49980,5,0,150440,177224.25
1787236200,217.53,218.11,217.39,217.54,,,,,,,,,,1771338600000,1787236440000,49985,5,0,108400,180261.7
1787236500,217.54,218.5,217.36,218.3,,,,,,,,,,1771338600000,1787236740000,49990,5,0,98671,181212.25
1787236800,218.31,218.99,218.14,218.85,,,,,,,,,,1771338600000,1787237040000,49995,5,0,107475,182011.85
1787237100,218.84,218.91,217.76,217.76,,,,,,,,,,1771338600000,1787237340000,50000,5,0,103386,182713.85
1787237400,217.75,217.89,217.29,217.295,,,,,,,,,,1771338600000,1787237640000,50005,5,0,115825,183727.4
1787237700,217.29,217.71,217.26,217.7,,,,,,,,,,1771338600000,1787237940000,50010,5,0,79454,179845.15
1787238000,217.71,218.3,217.66,218.2,,,,,,,,,,1771338600000,1787238240000,50015,5,0,98401,169853
1787238300,218.195,218.195,217.35,217.49,,,,,,,,,,1771338600000,1787238540000,50020,5,0,105652,139965.45
1787238600,217.46,217.77,217.26,217.56,,,,,,,,,,1771338600000,1787238840000,50025,5,0,81306,131469.65
1787238900,217.58,217.65,217.28,217.495,,,,,,,,,,1771338600000,1787239140000,50030,5,0,112485,124401.75
1787239200,217.46,217.54,216.83,216.885,,,,,,,,,,1771338600000,1787239440000,50035,5,0,139892,122393.5
1787239500,216.88,216.95,216.64,216.805,,,,,,,,,,1771338600000,1787239740000,50040,5,0,166743,119710.7
1787239800,216.8,216.94,216.4,216.48,,,,,,,,,,1771338600000,1787240040000,50045,5,0,151833,119859.5
1787240100,216.47,216.56,216.08,216.09,,,,,,,,,,1771338600000,1787240340000,50050,5,0,89048,118816.25
1787240400,216.09,216.24,215.93,215.94,,,,,,,,,,1771338600000,1787240640000,50055,5,0,156512,120466.35
1787240700,215.94,216.12,215.66,215.99,,,,,,,,,,1771338600000,1787240940000,50060,5,0,107836,120627.55
1787241000,215.99,216.17,215.81,216.11,,,,,,,,,,1771338600000,1787241240000,50065,5,0,73929,118941.35
1787241300,216.09,216.3,216.04,216.28,,,,,,,,,,1771338600000,1787241540000,50070,5,0,60566,116194.95
1787241600,216.29,216.43,216.24,216.31,,,,,,,,,,1771338600000,1787241840000,50075,5,0,81578,109471.6
1787241900,216.305,216.63,216.26,216.6,,,,,,,,,,1771338600000,1787242140000,50080,5,0,47190,104309.1
1787242200,216.61,216.75,216.33,216.405,,,,,,,,,,1771338600000,1787242440000,50085,5,0,101326,103955.4
1787242500,216.41,216.53,216.3,216.44,,,,,,,,,,1771338600000,1787242740000,50090,5,0,53215,101682.6
1787242800,216.46,216.96,216.31,216.875,,,,,,,,,,1771338600000,1787243040000,50095,5,0,54168,99017.25
1787243100,216.875,216.94,216.76,216.84,,,,,,,,,,1771338600000,1787243340000,50100,5,0,37995,95747.7
1787243400,216.83,217.04,216.585,217,,,,,,,,,,1771338600000,1787243640000,50105,5,0,48539,92383.4
1787243700,217.05,217.05,216.79,216.91,,,,,,,,,,1771338600000,1787243940000,50110,5,0,27298,89775.6
1787244000,216.91,217,216.8,216.86,,,,,,,,,,1771338600000,1787244240000,50115,5,0,28997,86305.4
1787244300,216.88,217.08,216.73,216.995,,,,,,,,,,1771338600000,1787244540000,50120,5,0,33687,82707.15
1787244600,217,217.19,217,217.17,,,,,,,,,,1771338600000,1787244840000,50125,5,0,37906,80537.15
1787244900,217.19,217.98,217.13,217.8,,,,,,,,,,1771338600000,1787245140000,50130,5,0,228846,86355.2
1787245200,217.81,217.95,217.3,217.525,,,,,,,,,,1771338600000,1787245440000,50135,5,0,122021,85461.65
1787245500,217.52,217.56,216.87,216.955,,,,,,,,,,1771338600000,1787245740000,50140,5,0,95254,81887.2
1787245800,216.965,217,216.8,216.83,,,,,,,,,,1771338600000,1787246040000,50145,5,0,65524,77571.75
1787246100,216.84,216.9,216.28,216.34,,,,,,,,,,1771338600000,1787246340000,50150,5,0,122004,79219.55
1787246400,216.34,216.58,216.2,216.46,,,,,,,,,,1771338600000,1787246640000,50155,5,0,70865,74937.2
