time,open,high,low,close,MTF ORB High,MTF ORB Low,MTF Broken ORB,MTF ORB Mid,EXP_event_flag,EXP_direction,EXP_signal_time,EXP_signal_price,EXP_orb_high,EXP_orb_low,EXP_frozen_atr,EXP_signal_mfe_pct,EXP_signal_mae_pct,EXP_primary_outcome,EXP_first_retest_time,EXP_retest_state,EXP_cp5_valid,EXP_cp5_time,EXP_cp5_ref_price,EXP_cp5_sep_atr_pct,EXP_cp5_fwd_mfe_pct,EXP_cp5_fwd_mae_pct,EXP_cp5_outcome,EXP_cp10_valid,EXP_cp10_time,EXP_cp10_ref_price,EXP_cp10_sep_atr_pct,EXP_cp10_fwd_mfe_pct,EXP_cp10_fwd_mae_pct,EXP_cp10_outcome,EXP_cp15_valid,EXP_cp15_time,EXP_cp15_ref_price,EXP_cp15_sep_atr_pct,EXP_cp15_fwd_mfe_pct,EXP_cp15_fwd_mae_pct,EXP_cp15_outcome,EXP_cp30_valid,EXP_cp30_time,EXP_cp30_ref_price,EXP_cp30_sep_atr_pct,EXP_cp30_fwd_mfe_pct,EXP_cp30_fwd_mae_pct,EXP_cp30_outcome,EXP_ratio_10m_15m,EXP_pmh,EXP_pml,EXP_pdh,EXP_pdl,EXP_prev_ahh,EXP_prev_ahl,EXP_relevant_pm_first_trade_time,EXP_relevant_pd_first_trade_time,EXP_relevant_prev_ah_first_trade_time,EXP_fail_boundary_touch_time,EXP_fail_first_trade_inside_time,EXP_fail_first_close_inside_time,EXP_fail_first_close_inside_price,EXP_fail_midpoint_cross_time,EXP_fail_opposite_boundary_time,EXP_host_tf_seconds,EXP_research_tf_seconds,EXP_research_1m_bars_processed,Volume,Volume MA
1784746920,213.915,213.96,213.77,213.96,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27757,30645.9
1784747040,213.97,214.2,213.93,214,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96830,34267.9
1784747160,214,214,213.63,213.71,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52204,33695
1784747280,213.7,213.76,213.62,213.68,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21995,31342.75
1784747400,213.67,213.72,213.5,213.57,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44713,32210.8
1784747520,213.59,213.59,213.44,213.46,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34592,31930.95
1784747640,213.47,213.47,213.01,213.17,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87083,34732.7
1784747760,213.19,213.53,213.1,213.49,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108217,38796.05
1784747880,213.5,213.5,213.14,213.4,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35664,39637.35
1784748000,213.39,213.43,213.26,213.33,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32179,40129.3
1784748120,213.32,213.49,213.3,213.43,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36349,40980.45
1784748240,213.43,213.58,213.26,213.31,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53107,42264.65
1784748360,213.32,213.37,212.91,213.1,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50242,43872.75
1784748480,213.09,213.49,213.06,213.35,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50310,43864
1784748600,213.33,213.4,213.02,213.12,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67484,45395.75
1784748720,213.145,213.145,212.735,212.74,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41316,46261.25
1784748840,212.76,212.91,212.57,212.59,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67386,48347.55
1784748960,212.59,212.78,212.43,212.61,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72911,51143.75
1784749080,212.61,212.63,212.36,212.53,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68124,53574.7
1784749200,212.54,212.73,212.52,212.715,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81126,56479.45
1784749320,212.72,212.74,212.55,212.64,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95981,59890.65
1784749440,212.64,212.8,212.38,212.68,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78969,58997.6
1784749560,212.67,212.72,212.38,212.47,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44866,58630.7
1784749680,212.48,212.58,212.45,212.51,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54562,60259.05
1784749800,212.52,213.63,211.99,212.46,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140322,65039.5
1784749920,212.46,212.63,212.42,212.57,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51754,65897.6
1784750040,212.56,212.56,211.74,211.77,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171156,70101.25
1784750160,211.77,212.26,211.72,212.25,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114181,70399.45
1784750280,212.26,212.46,211.95,212,207.43,204.95,207.43,206.19,1,1,1784728260000,207.58,207.43,204.95,0.42274134521302115,3.2806628769630857,0.5443684362655477,2,1784728620000,1,1,1784728560000,207.98,130.10319577869433,3.082027117992113,0.7356476584286956,2,0,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,0,,,,,,,,,,,1784728620000,1784728620000,1784728980000,207.37,,,120,60,12090,341255,85679
1784813400,209.42,210,208.56,208.82,210,208.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201674,94153.75
1784813520,208.8,209.16,208.48,208.79,210,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101009,97386.75
1784813640,208.84,209.79,208.76,209.515,210,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103626,99912.7
1784813760,209.51,210.86,209.4,210.07,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116571,103229.15
1784813880,210.06,210.3,208.6,208.77,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125743,107000.8
1784814000,208.77,209.37,208.76,209.15,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110734,109163.3
1784814120,209.1,209.94,209.03,209.8,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74202,110807.6
1784814240,209.79,209.85,209.155,209.53,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62548,110565.7
1784814360,209.5,209.84,209.15,209.58,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53798,109610.05
1784814480,209.56,209.62,208.85,208.99,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94343,110921
1784814600,208.97,209.55,208.95,209.24,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39284,108828.9
1784814720,209.26,209.89,209.095,209.675,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65442,107301.95
1784814840,209.665,210.35,209.6,210.21,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85412,107624.1
1784814960,210.22,210.26,209.105,209.14,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74803,109120.95
1784815080,209.12,209.17,208.72,208.93,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73268,110056.25
1784815200,208.98,209.66,208.69,208.78,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89884,107534.35
1784815320,208.78,208.96,208.72,208.88,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69484,108420.85
1784815440,208.89,209.18,208.79,209.15,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46279,102177
1784815560,209.17,209.77,209.13,209.75,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56257,99280.8
1784815680,209.76,209.96,208.475,208.99,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70986,85767.35
1784815800,208.98,209.289,208.64,208.89,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51830,78275.15
1784815920,208.85,209.2,208.72,209.04,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36724,75060.9
1784816040,209.015,209.16,208.53,208.58,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48096,72284.4
1784816160,208.57,208.87,208.37,208.82,210.86,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38173,68364.5
1784816280,208.83,208.91,208.25,208.31,210.86,208.48,208.48,209.67000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34397,63797.2
1784816400,208.305,208.6,208.05,208.58,210.86,208.48,208.48,209.67000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56826,61101.8
1784816520,208.58,209.21,208.53,208.92,210.86,208.48,208.48,209.67000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53994,60091.4
1784816640,208.95,208.97,208.39,208.74,210.86,208.48,208.48,209.67000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39079,58917.95
1784816760,208.7,208.7,208.15,208.45,210.86,208.48,208.48,209.67000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43801,58418.1
1784816880,208.45,208.72,208.34,208.58,210.86,208.48,208.48,209.67000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34697,55435.8
