time,open,high,low,close,MTF ORB High,MTF ORB Low,MTF Broken ORB,MTF ORB Mid,EXP_event_flag,EXP_direction,EXP_signal_time,EXP_signal_price,EXP_orb_high,EXP_orb_low,EXP_frozen_atr,EXP_signal_mfe_pct,EXP_signal_mae_pct,EXP_primary_outcome,EXP_first_retest_time,EXP_retest_state,EXP_cp5_valid,EXP_cp5_time,EXP_cp5_ref_price,EXP_cp5_sep_atr_pct,EXP_cp5_fwd_mfe_pct,EXP_cp5_fwd_mae_pct,EXP_cp5_outcome,EXP_cp10_valid,EXP_cp10_time,EXP_cp10_ref_price,EXP_cp10_sep_atr_pct,EXP_cp10_fwd_mfe_pct,EXP_cp10_fwd_mae_pct,EXP_cp10_outcome,EXP_cp15_valid,EXP_cp15_time,EXP_cp15_ref_price,EXP_cp15_sep_atr_pct,EXP_cp15_fwd_mfe_pct,EXP_cp15_fwd_mae_pct,EXP_cp15_outcome,EXP_cp30_valid,EXP_cp30_time,EXP_cp30_ref_price,EXP_cp30_sep_atr_pct,EXP_cp30_fwd_mfe_pct,EXP_cp30_fwd_mae_pct,EXP_cp30_outcome,EXP_ratio_10m_15m,EXP_pmh,EXP_pml,EXP_pdh,EXP_pdl,EXP_prev_ahh,EXP_prev_ahl,EXP_relevant_pm_first_trade_time,EXP_relevant_pd_first_trade_time,EXP_relevant_prev_ah_first_trade_time,EXP_fail_boundary_touch_time,EXP_fail_first_trade_inside_time,EXP_fail_first_close_inside_time,EXP_fail_first_close_inside_price,EXP_fail_midpoint_cross_time,EXP_fail_opposite_boundary_time,EXP_host_tf_seconds,EXP_research_tf_seconds,EXP_research_1m_bars_processed,Volume,Volume MA
1784739840,214.19,214.26,214.01,214.19,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37676,51785.45
1784739960,214.19,214.27,214.05,214.24,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59376,53092.9
1784740080,214.25,214.25,213.88,214.02,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39172,51673.3
1784740200,214.02,214.05,213.74,213.89,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57178,51812.2
1784740320,213.9,213.93,213.66,213.68,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48835,50592.35
1784740440,213.68,213.69,213.26,213.32,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60480,49419.75
1784740560,213.32,213.53,213.28,213.495,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42212,49286.45
1784740680,213.5,213.51,213.275,213.31,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46649,49823.8
1784740800,213.3,213.48,213.26,213.37,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41291,50531.15
1784740920,213.38,213.739,213.2,213.67,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66916,52312.35
1784741040,213.68,213.77,213.57,213.62,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32569,52707.35
1784741160,213.63,213.75,213.56,213.74,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26652,50137.1
1784741280,213.745,213.84,213.71,213.78,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39631,50079.5
1784741400,213.76,214.37,213.75,214.29,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83623,51756.15
1784741520,214.29,214.31,213.82,213.94,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37223,51173.2
1784741640,213.94,214.05,213.7,213.945,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47445,51059.65
1784741760,213.97,214.12,213.88,213.99,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31924,49935.95
1784741880,213.98,214.34,213.87,214.28,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49346,49443.8
1784742000,214.29,214.345,213.98,214.02,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28513,45664.3
1784742120,214.01,214.05,213.78,213.78,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40288,45849.95
1784742240,213.78,214.08,213.78,214.04,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24258,45179.05
1784742360,214.03,214.15,213.92,213.99,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28337,43627.1
1784742480,213.99,214.06,213.92,213.95,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20706,42703.8
1784742600,213.97,214.04,213.88,214.005,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29432,41316.5
1784742720,214,214,213.75,213.76,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45030,41126.25
1784742840,213.78,213.801,213.47,213.59,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48666,40535.55
1784742960,213.61,213.75,213.49,213.54,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45162,40683.05
1784743080,213.55,213.62,213.49,213.6,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20882,39394.7
1784743200,213.6,213.85,213.6,213.81,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36457,39153
1784743320,213.83,213.87,213.55,213.66,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40350,37824.7
1784743440,213.67,213.82,213.62,213.75,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19332,37162.85
1784743560,213.73,213.86,213.68,213.86,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21321,36896.3
1784743680,213.87,213.88,213.59,213.59,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15831,35706.3
1784743800,213.58,213.94,213.51,213.69,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41900,33620.15
1784743920,213.67,213.68,213.52,213.6,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26640,33091
1784744040,213.59,213.71,213.51,213.56,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24804,31958.95
1784744160,213.55,213.73,213.54,213.61,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14920,31108.75
1784744280,213.61,213.8,213.57,213.6,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20258,29654.35
1784744400,213.6,213.75,213.52,213.58,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18304,29143.9
1784744520,213.57,213.64,213.49,213.575,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17981,28028.55
1784744640,213.57,213.71,213.56,213.65,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24390,28035.15
1784744760,213.65,213.71,213.56,213.62,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63662,29801.4
1784744880,213.62,213.82,213.62,213.73,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69040,32218.1
1784745000,213.73,213.75,213.51,213.54,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27352,32114.1
1784745120,213.54,213.61,213.46,213.55,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40189,31872.05
1784745240,213.55,213.7,213.47,213.7,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31048,30991.15
1784745360,213.7,213.8,213.65,213.67,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26950,30080.55
1784745480,213.68,213.75,213.61,213.74,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18838,29978.35
1784745600,213.73,213.74,213.53,213.57,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22340,29272.5
1784745720,213.58,213.74,213.55,213.7,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19326,28221.3
1784745840,213.71,213.88,213.62,213.84,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27423,28625.85
1784745960,213.845,213.87,213.71,213.74,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18080,28463.8
1784746080,213.75,213.87,213.69,213.73,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50485,30196.5
1784746200,213.73,213.75,213.57,213.6,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36849,29943.95
1784746320,213.61,213.74,213.59,213.73,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24006,29812.25
1784746440,213.73,213.97,213.67,213.97,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25660,29855.05
1784746560,213.95,213.99,213.66,213.81,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16987,29958.4
1784746680,213.82,213.91,213.76,213.76,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19505,29920.75
1784746800,213.77,213.91,213.74,213.91,207.43,204.95,207.43,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23031,30157.1
