time,open,high,low,close,ORB High,ORB Low,Retest Upper,Retest Lower,Volume,Volume MA
1787601060,374.85,375.18,374.81,375.17,383.58,377.66,,,743,525.6
1787601120,375.12,375.48,375.03,375.48,383.58,377.66,,,400,540.75
1787601180,375.4,375.44,374.93,374.96,383.58,377.66,,,4858,750.35
1787601240,374.97,375.09,374.61,374.62,383.58,377.66,,,2903,891.2
1787601300,374.66,374.66,373.86,374.06,383.58,377.66,,,3551,1039.7
1787601360,374.07,374.315,374.07,374.16,383.58,377.66,,,1982,1118.95
1787601420,374.16,374.16,373.78,373.89,383.58,377.66,,,2849,1250
1787601480,373.81,373.92,373.74,373.745,383.58,377.66,,,2197,1334.6
1787601540,373.73,373.82,373.52,373.59,383.58,377.66,,,4043,1495.75
1787602020,374.05,374.05,374.05,374.05,,,,,1,1451.2
1787602320,374.09,374.09,374.04,374.04,,,,,5,1407.55
1787603100,374.02,374.02,374.02,374.02,,,,,1,1391.65
1787603220,374.12,374.12,374.03,374.03,,,,,45,1382.4
1787604840,374.03,374.03,374.03,374.03,,,,,1,1372
1787607720,374,374.53,373,373.44,,,,,128,1348.7
1787608560,374.38,374.38,374.38,374.38,,,,,1,1333.6
1787613240,374.15,374.15,374.15,374.15,,,,,1,1292.05
1787614680,374.16,374.16,373.99,373.99,,,,,53,1280.25
1787615520,374.5,374.5,374.5,374.5,,,,,2,1226.6
1787644800,374,374,374,374,,,,,8,1188.6
1787645820,374.35,374.35,374.35,374.35,,,,,4,1151.65
1787646240,375.5,375.5,375.5,375.5,,,,,3,1131.8
1787646720,375.9,376.01,375.9,376.01,,,,,5,889.15
1787647620,375.01,375.01,375.01,375.01,,,,,2,744.1
1787652840,377.83,377.83,377.83,377.83,,,,,10,567.05
1787654100,376.01,376.01,376.01,376.01,,,,,1,468
1787655840,375.96,375.96,375.96,375.96,,,,,1,325.6
1787656200,376,376,376,376,,,,,3,215.9
1787656440,376.5,376.62,376.5,376.62,,,,,10,14.25
1787657400,376.62,376.62,376.62,376.62,,,,,10,14.7
1787657700,375.5,375.5,375.02,375.02,,,,,5,14.7
1787658240,376,376.01,376,376.01,,,,,9,15.1
1787658480,375.91,375.91,375.9,375.9,,,,,8,13.25
1787659560,375.75,375.75,375.75,375.75,,,,,25,14.45
1787659680,375.99,375.99,375.99,375.99,,,,,26,9.35
1787659740,375.99,376,375.99,375.99,,,,,9,9.75
1787659860,375.82,375.82,375.82,375.82,,,,,5,9.95
1787660340,375.97,375.99,375.97,375.99,,,,,14,8
1787660460,375.99,376,375.99,376,,,,,28,9.3
1787660520,376.24,376.24,376.24,376.24,,,,,1,8.95
1787660580,376.64,376.64,376.64,376.64,,,,,5,9
1787661000,376,376.28,376,376.26,,,,,12,9.45
1787661060,375.84,375.84,375.84,375.84,,,,,15,9.95
1787661240,376.02,376.02,376.02,376.02,,,,,3,10
1787661300,376.02,376.02,376.02,376.02,,,,,43,11.65
1787662020,376.5,376.5,376.5,376.5,,,,,10,12.1
1787662080,376.02,376.02,376.02,376.02,,,,,5,12.3
1787662140,376.66,376.66,376.66,376.66,,,,,9,12.6
1787662920,376.02,376.02,376.02,376.02,,,,,1,12.15
1787663700,376,376,376,376,,,,,1,11.7
1787664180,375.82,375.82,375,375.02,,,,,274,25.15
1787664240,375,375,375,375,,,,,23,25.85
1787664300,374.69,374.69,374.61,374.61,,,,,7,25.8
1787664420,375.52,376.82,375.52,376.82,,,,,60,27.55
1787664480,376.32,376.32,376.32,376.32,,,,,1,26.3
1787664600,374.12,376.6,372.66,372.66,376.6,372.66,,,4624,257.05
1787664660,372.42,373.42,372.42,373.23,376.6,372.42,,,573,285.45
1787664720,373.21,376.08,373,376.08,376.6,372.42,,,570,313.25
1787664780,375.42,378,375.42,377.8,378,372.42,,,620,342.85
1787664840,376,376,375.68,375.9,378,372.42,,,303,357.95
1787664900,375.48,376.23,375.05,375.1,378,372.42,,,418,378.6
1787664960,374.89,374.9,374.89,374.9,378,372.42,,,67,381.35
1787665020,374.87,374.98,374.64,374.9,378,372.42,,,450,403.1
1787665080,375.01,375.5,375.01,375.5,378,372.42,,,108,408.35
1787665140,375.46,375.99,375.46,375.92,378,372.42,,,568,434.6
1787665200,375.32,375.32,374.69,374.94,378,372.42,,,506,459.4
1787665260,374.82,374.92,374.82,374.92,378,372.42,,,191,468.7
1787665320,374.92,374.92,374.61,374.85,378,372.42,,,140,475.25
1787665380,374.95,374.96,373.57,373.57,378,372.42,,,297,490.05
1787665440,373.61,373.98,373.59,373.76,378,372.42,,,76,493.8
1787665500,374.2,375.17,374.2,375.17,378,372.42,,,197,489.95
1787665560,375,375,374.28,374.3,378,372.42,,,325,505.05
1787665620,374.32,374.44,374.08,374.44,378,372.42,,,587,534.05
1787665680,374.3,374.56,374.19,374.32,378,372.42,,,1460,604.05
1787665740,374.2,374.2,374.14,374.15,378,372.42,,,26,605.3
1787665800,374.54,374.54,373.81,373.82,378,372.42,,,1815,464.85
1787665860,373.795,374.26,373.5,373.5,378,372.42,,,1096,491
1787665920,373.33,373.52,373,373,378,372.42,,,198,472.4
1787665980,373.05,373.58,373.05,373.58,378,372.42,,,157,449.25
1787666040,373.75,373.91,373.75,373.91,378,372.42,,,47,436.45
1787666100,373.92,374.28,373.795,373.795,378,372.42,,,281,429.6
1787666160,373.96,373.97,373.47,373.49,378,372.42,,,664,459.45
1787666220,373.77,373.99,373.74,373.74,378,372.42,,,261,450
1787666280,373.73,373.99,373.73,373.86,378,372.42,,,258,457.5
1787666340,373.82,374.335,373.64,374.335,378,372.42,,,720,465.1
1787666400,374.14,374.4,374,374.22,378,372.42,,,656,472.6
1787666460,374.34,374.34,373.47,373.525,378,372.42,,,310,478.55
1787666520,373.675,373.675,373.45,373.46,378,372.42,,,163,479.7
1787666580,373.44,373.67,373.35,373.57,378,372.42,,,208,475.25
1787666640,373.77,373.865,373.71,373.865,378,372.42,,,203,481.6
1787666700,373.96,374.33,373.96,374.33,378,372.42,,,65,475
1787666760,374.17,374.17,373.65,373.98,378,372.42,,,152,466.35
1787666820,373.73,373.82,373.73,373.82,378,372.42,,,259,449.95
1787666880,373.7,374.32,373.7,374.32,378,372.42,,,173,385.6
1787666940,374,374.06,374,374.06,378,372.42,,,62,387.4
1787667000,374.135,374.135,374.135,374.135,378,372.42,,,150,304.15
1787667060,374.125,374.25,374.11,374.25,378,372.42,,,156,257.15
1787667120,374.29,374.29,373.87,374.01,378,372.42,,,23,248.4
1787667180,374.21,374.26,374.11,374.235,378,372.42,,,606,270.85
1787667240,374.39,374.5,374.35,374.4,378,372.42,,,687,302.85
1787667300,374.56,374.61,374.04,374.04,378,372.42,,,1394,358.5
1787667360,373.96,373.96,373.12,373.24,378,372.42,,,432,346.9
1787667420,373.33,373.63,373.33,373.63,378,372.42,,,87,338.2
1787667480,373.94,373.94,373,373,378,372.42,,,260,338.3
1787667540,373.11,373.25,373.11,373.25,378,372.42,,,423,323.45
1787667600,373.22,373.28,372.89,372.89,378,372.42,,,1874,384.35
1787667660,372.83,372.83,372.275,372.275,378,372.42,,,328,385.25
1787667720,372.275,372.47,372.2,372.47,378,372.42,,,359,395.05
1787667780,372.715,372.82,372.71,372.73,378,372.42,,,214,395.35
1787667840,372.75,373,372.64,372.64,378,372.42,,,931,431.75
1787667900,372.62,372.725,372.19,372.19,378,372.42,,,112,434.1
1787667960,372.13,372.13,371.77,371.9,378,372.42,,,719,462.45
1787668020,371.71,371.89,371.63,371.73,378,372.42,,,1156,507.3
1787668080,371.66,371.69,371.24,371.24,378,372.42,,,289,513.1
1787668140,371.08,371.1,370.81,370.81,378,372.42,,,423,531.15
1787668200,370.77,370.96,369.88,370.47,378,372.42,,,4296,738.45
1787668260,370.5,370.5,368.83,368.83,378,372.42,,,895,775.4
1787668320,368.62,369.32,368.52,369.09,378,372.42,,,644,806.45
1787668380,369.69,369.69,369.05,369.05,378,372.42,,,118,782.05
1787668440,368.92,368.92,367.78,367.78,378,372.42,,,2016,848.5
1787668500,367.8,367.92,367.16,367.44,378,372.42,,,1027,830.15
1787668560,367.355,368.04,367.24,368,378,372.42,,,500,833.55
1787668620,368.19,368.91,368.19,368.78,378,372.42,,,670,862.7
1787668680,368.96,369.29,368.96,369.29,378,372.42,,,247,862.05
1787668740,369.14,369.515,368.88,369.515,378,372.42,,,595,870.65
1787668800,369.35,369.45,368.78,368.84,378,372.42,,,738,813.85
1787668860,369.09,369.1,368.91,368.98,378,372.42,,,480,821.45
1787668920,369,369.42,369,369.35,378,372.42,,,433,825.15
1787668980,369.42,369.42,369.16,369.16,378,372.42,,,138,821.35
1787669040,369.12,369.34,369,369.34,378,372.42,,,548,802.2
1787669100,368.98,369.28,368.51,369.28,378,372.42,,,44380,3015.6
1787669160,369.03,370.49,368.76,370.49,378,372.42,,,35061,4732.7
1787669220,370.37,370.37,370.04,370.29,378,372.42,,,303,4690.05
1787669280,370.49,370.495,370.27,370.285,378,372.42,,,160,4683.6
1787669340,370.45,370.55,370.45,370.55,378,372.42,,,109,4667.9
1787669400,370.56,370.67,370.51,370.67,378,372.42,,,61,4456.15
1787669460,370.44,370.44,370.23,370.23,378,372.42,,,4,4411.6
1787669520,370.23,370.23,369.75,369.75,378,372.42,,,323,4395.55
1787669580,369.86,369.88,369.86,369.88,378,372.42,,,43,4391.8
1787669640,369.76,370.26,369.66,370.26,378,372.42,,,173,4299.65
1787669700,370.36,370.39,370.36,370.39,378,372.42,,,7,4248.65
1787669760,370.04,370.04,369.91,369.945,378,372.42,,,352,4241.25
1787669820,369.82,369.82,369.53,369.645,378,372.42,,,37,4209.6
1787669880,369.68,369.94,369.57,369.94,378,372.42,,,323,4213.4
1787669940,369.86,369.86,369.62,369.74,378,372.42,,,701,4218.7
1787670000,369.72,369.76,369.72,369.73,378,372.42,,,92,4186.4
1787670060,369.72,369.95,369.6,369.95,378,372.42,,,301,4177.45
1787670120,369.9,370.5,369.9,370.5,378,372.42,,,243,4167.95
1787670180,370.5,370.5,370.35,370.35,378,372.42,,,127,4167.4
1787670240,370.68,370.71,370.64,370.64,378,372.42,,,127,4146.35
1787670300,371.04,371.04,370.87,370.93,378,372.42,,,91,1931.9
1787670360,370.9,370.9,370.6,370.81,378,372.42,,,91,183.4
1787670420,370.71,371.19,370.45,371.11,378,372.42,,,751,205.8
1787670480,371.16,371.17,371.16,371.17,378,372.42,,,80,201.8
1787670540,371,371,371,371,378,372.42,,,25,197.6
1787670600,370.98,371.12,370.98,371.12,378,372.42,,,387,213.9
1787670660,371.31,371.33,371.31,371.33,378,372.42,,,95,218.45
1787670720,371.13,371.13,370.65,370.9,378,372.42,,,881,246.35
1787670780,370.98,371.26,370.98,371.22,378,372.42,,,369,262.65
1787670840,371.49,371.49,371.31,371.415,378,372.42,,,942,301.1
1787670900,371.31,371.31,371.3,371.305,378,372.42,,,349,318.2
1787670960,371.3,371.88,371.3,371.67,378,372.42,,,1099,355.55
1787671020,371.55,371.69,371.46,371.69,378,372.42,,,271,367.25
1787671080,371.75,371.78,371.64,371.64,378,372.42,,,75,354.85
1787671140,371.78,372,371.78,372,378,372.42,,,93,324.45
1787671200,371.92,371.92,371.68,371.78,378,372.42,,,376,338.65
1787671260,371.65,371.85,371.61,371.72,378,372.42,,,17,324.45
1787671320,371.66,371.81,371.66,371.78,378,372.42,,,418,333.2
1787671380,371.87,371.9,371.87,371.9,378,372.42,,,21,327.9
1787671440,371.83,371.84,371.64,371.83,378,372.42,,,589,351
1787671500,371.7,371.92,371.68,371.92,378,372.42,,,329,362.9
1787671560,371.93,372.05,371.92,371.92,378,372.42,,,646,390.65
1787671620,371.85,371.85,371.78,371.78,378,372.42,,,200,363.1
1787671680,371.73,371.73,371.73,371.73,378,372.42,,,1,359.15
1787671740,371.86,372.01,371.86,372.01,378,372.42,,,311,373.45
1787671800,372,372.04,371.93,372,378,372.42,,,631,385.65
1787671860,372.01,372.08,371.94,372,378,372.42,,,176,389.7
1787671920,371.955,372.11,371.86,371.86,378,372.42,,,971,394.2
1787671980,371.8,371.8,371.41,371.67,378,372.42,,,278,389.65
1787672040,372.03,372.03,372.02,372.02,378,372.42,,,2,342.65
1787672100,372.15,372.24,372.15,372.24,378,372.42,,,49,327.65
1787672160,372.2,372.2,372.2,372.2,378,372.42,,,50,275.2
1787672220,372,372.13,372,372.04,378,372.42,,,107,267
1787672280,372.04,372.06,371.91,372.06,378,372.42,,,209,273.7
1787672340,372.18,372.18,372.18,372.18,378,372.42,,,8,269.45
1787672460,372.18,372.2,372.12,372.14,378,372.42,,,150,258.15
1787672520,372.1,372.1,372.04,372.04,378,372.42,,,56,260.1
1787672580,372.14,372.24,372.13,372.24,378,372.42,,,192,248.8
1787672640,372.5,372.5,372.48,372.48,378,372.42,,,115,253.5
1787672700,372.4,372.42,372.37,372.42,378,372.42,,,144,231.25
1787672760,372.39,372.39,372.32,372.32,378,372.42,,,11,215.35
1787672880,372.26,372.26,371.9,371.93,378,372.42,,,406,203.35
1787672940,371.93,372.24,371.93,372.24,378,372.42,,,118,199.25
1787673060,372.29,372.29,371.8,371.8,378,372.42,,,606,229.5
1787673120,371.8,371.8,371.8,371.8,378,372.42,,,41,216
1787673180,371.87,371.98,371.87,371.98,378,372.42,,,141,191.5
1787673240,372.1,372.11,371.94,371.95,378,372.42,,,1074,236.4
1787673300,371.99,372.02,371.8,371.82,378,372.42,,,110,193.35
1787673360,371.82,371.89,371.82,371.89,378,372.42,,,2,179.55
1787673420,371.8,371.96,371.68,371.96,378,372.42,,,1258,242.35
1787673480,372.08,372.1,372.08,372.1,378,372.42,,,6,240.2
1787673540,372.22,372.5,372.22,372.27,378,372.42,,,373,256.35
1787673600,372.25,372.31,372.12,372.12,378,372.42,,,96,255.8
1787673660,372.15,372.195,372,372.15,378,372.42,,,418,266.25
1787673720,372.26,372.27,372.26,372.27,378,372.42,,,66,269.15
1787673840,372.42,372.43,372.42,372.43,378,372.42,,,24,262.85
1787673900,372.47,372.47,372.23,372.23,378,372.42,,,240,272.05
1787673960,372.27,372.38,372.27,372.33,378,372.42,,,50,264.95
1787674020,372.2,372.2,372.1,372.1,378,372.42,,,43,261.35
1787674080,372.27,372.28,372.12,372.13,378,372.42,,,129,260.6
1787674140,372.04,372.05,372,372.045,378,372.42,,,224,271.25
1787674200,371.995,372.17,371.995,372.17,378,372.42,,,121,257
1787674260,372.08,372.17,372.08,372.17,378,372.42,,,85,255.35
1787674320,372.3,372.32,372.2,372.2,378,372.42,,,137,231.9
1787674440,372.35,372.67,372.35,372.67,378,372.42,,,86,234.15
1787674500,372.71,372.71,372.56,372.56,378,372.42,,,68,230.5
1787674560,372.43,372.43,372.43,372.43,378,372.42,,,5,177.05
1787674620,372.42,372.42,372.21,372.21,378,372.42,,,34,173.25
1787674680,372.21,372.37,372.21,372.37,378,372.42,,,107,178.5
1787674740,372.47,372.48,372.47,372.48,378,372.42,,,80,119.6
1787674800,372.23,372.23,372.11,372.2,378,372.42,,,34,121
1787674860,372.09,372.09,372.07,372.07,378,372.42,,,7,102.7
1787674920,372.17,372.17,371.86,371.93,378,372.42,,,186,107.2
1787675040,372.08,372.18,372.07,372.18,378,372.42,,,22,87.4
1787675100,371.95,371.95,371.95,371.95,378,372.42,,,40,86.1
1787675220,371.83,371.83,371.83,371.83,378,372.42,,,5,85.15
1787675280,371.76,371.84,371.76,371.8,378,372.42,,,222,84.25
1787675340,371.9,372.19,371.9,372.19,378,372.42,,,262,94.85
1787675460,372.3,372.32,372.21,372.26,378,372.42,,,250,105.2
1787675520,372.43,372.49,372.43,372.49,378,372.42,,,35,100.5
1787675580,372.59,372.59,372.53,372.53,378,372.42,,,4,89.5
1787675640,372.55,372.58,372.44,372.58,378,372.42,,,247,95.8
1787675700,372.5,372.5,372.5,372.5,378,372.42,,,37,93.4
1787675760,372.53,372.53,372.53,372.53,378,372.42,,,1,86.6
1787675820,372.48,372.61,372.48,372.61,378,372.42,,,133,88.95
1787675880,372.74,372.74,372.72,372.72,378,372.42,,,181,94.6
1787675940,372.75,372.89,372.64,372.64,378,372.42,,,556,122.15
1787676060,372.74,372.74,372.52,372.52,378,372.42,,,98,125.35
1787676120,372.79,372.79,372.79,372.79,378,372.42,,,1,120.05
1787676180,372.62,372.62,372.62,372.62,378,372.42,,,8,116.45
1787676240,372.8,372.89,372.77,372.845,378,372.42,,,189,124.2
1787676300,372.77,373.1,372.73,373.1,378,372.42,,,106,129.15
1787676480,373,373,372.91,372.91,378,372.42,,,181,128.9
1787676540,372.91,372.91,372.89,372.89,378,372.42,,,20,128.8
1787676600,372.85,372.85,372.79,372.8,378,372.42,,,23,127.95
1787676660,372.75,372.75,372.47,372.52,378,372.42,,,315,143.45
1787676720,372.47,372.47,372.47,372.47,378,372.42,,,50,134.85
1787676840,372.86,372.86,372.8,372.8,378,372.42,,,10,122.25
1787676900,372.76,372.76,372.66,372.67,378,372.42,,,288,124.15
1787676960,372.7,372.7,372.7,372.7,378,372.42,,,22,123.5
1787677080,372.675,372.76,372.675,372.76,378,372.42,,,142,130.4
1787677140,372.71,372.77,372.71,372.75,378,372.42,,,199,128
1787677200,372.67,372.67,372.47,372.47,378,372.42,,,85,130.4
1787677260,372.48,372.48,372.31,372.31,378,372.42,,,68,133.75
1787677320,372.19,372.22,371.8,371.8,378,372.42,,,206,137.4
1787677380,371.78,371.86,371.78,371.8,378,372.42,,,363,146.5
1787677440,371.76,371.79,371.57,371.79,378,372.42,,,108,124.1
1787677500,371.65,371.65,371.24,371.24,378,372.42,,,146,126.5
1787677560,371.28,371.36,371.28,371.36,378,372.42,,,206,136.75
1787677620,371.42,371.42,371.42,371.42,378,372.42,,,2,136.45
1787677680,371.5,371.54,371.5,371.54,378,372.42,,,223,138.15
1787677740,371.63,371.65,371.63,371.65,378,372.42,,,99,137.8
1787677800,371.6,371.67,371.55,371.55,378,372.42,,,211,139.3
1787677860,371.555,371.555,371.555,371.555,378,372.42,,,50,140.8
1787677920,371.67,371.805,371.66,371.66,378,372.42,,,256,152.45
1787678100,371.64,371.71,371.64,371.71,378,372.42,,,70,140.2
1787678160,371.7,371.7,371.47,371.47,378,372.42,,,181,146.75
1787678220,371.38,371.43,371.23,371.26,378,372.42,,,346,163.55
1787678280,371.19,371.3,371.12,371.12,378,372.42,,,11,149.7
1787678340,371.21,371.29,371.21,371.24,378,372.42,,,352,166.2
1787678400,371.12,371.19,371.12,371.19,378,372.42,,,43,161.25
1787678460,371.15,371.19,371.15,371.19,378,372.42,,,4,151.5
1787678520,371.15,371.2,370.92,370.92,378,372.42,,,100,152.25
1787678580,370.81,370.81,370.7,370.7,378,372.42,,,27,150.2
1787678640,370.53,370.66,370.53,370.66,378,372.42,,,120,145.9
1787678700,370.65,370.7,370.65,370.7,378,372.42,,,51,130.3
1787678760,370.5,370.5,370.33,370.38,378,372.42,,,325,141.15
1787678880,370.44,370.53,370.38,370.46,378,372.42,,,307,149.2
1787678940,370.4,370.43,370.37,370.43,378,372.42,,,132,145.5
1787679000,370.62,370.67,370.62,370.67,378,372.42,,,166,153.7
1787679060,370.66,370.71,370.57,370.57,378,372.42,,,257,155.4
1787679120,370.49,370.515,370.46,370.51,378,372.42,,,38,152.35
1787679180,370.41,370.5,370.27,370.27,378,372.42,,,208,152.2
1787679240,370.28,370.35,370.1,370.1,378,372.42,,,224,160.9
1787679300,370.21,370.24,370.21,370.24,378,372.42,,,134,154.8
1787679360,370.09,370.09,370,370,378,372.42,,,514,177
1787679420,370.095,370.16,370.095,370.15,378,372.42,,,121,174
1787679480,370.19,370.25,370.19,370.25,378,372.42,,,277,170.55
1787679540,370.16,370.18,370,370.1,378,372.42,,,669,203.45
1787679600,370.06,370.06,370,370.01,378,372.42,,,148,193.25
1787679660,370.02,370.11,369.96,370,378,372.42,,,298,206
1787679720,370.02,370.22,370.02,370.22,378,372.42,,,335,222.55
1787679840,370.08,370.08,370.04,370.06,378,372.42,,,35,219.3
1787679960,370.33,370.45,370.29,370.45,378,372.42,,,230,229.45
1787680020,370.52,370.52,370.52,370.52,378,372.42,,,3,223.6
1787680080,370.48,370.58,370.48,370.58,378,372.42,,,159,229
1787680200,370.58,370.83,370.58,370.64,378,372.42,,,722,248.85
1787680260,370.73,370.73,370.73,370.73,378,372.42,,,4,233.7
1787680320,370.86,371.04,370.84,371.04,378,372.42,,,332,243.7
1787680380,371.14,371.14,371.07,371.07,378,372.42,,,69,238.85
1787680440,371.13,371.13,371.13,371.13,378,372.42,,,7,226.35
1787680500,371.14,371.14,371,371.08,378,372.42,,,43,226.6
1787680560,371.13,371.13,371,371.02,378,372.42,,,68,219.6
1787680620,371,371.1,371,371.1,378,372.42,,,49,210.85
1787680680,371.1,371.42,371.1,371.42,378,372.42,,,360,222.15
1787680740,371.38,371.38,371.28,371.315,378,372.42,,,310,211.95
1787680800,371.41,371.41,371.06,371.12,378,372.42,,,290,220.4
1787680860,371,371.2,370.98,371.2,378,372.42,,,58,209.45
1787680980,371.35,371.53,371.35,371.47,378,372.42,,,249,188.45
1787681100,371.48,371.48,371.48,371.48,378,372.42,,,4,181.25
1787681160,371.49,371.515,371.49,371.515,378,372.42,,,101,171.4
1787681220,371.44,371.44,371.41,371.41,378,372.42,,,59,157.6
1787681280,371.37,371.37,371.19,371.25,378,372.42,,,318,171.75
1787681340,371.43,371.83,371.43,371.83,378,372.42,,,65,163.5
