architecture,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,avg_minutes_to_favorable,avg_minutes_to_adverse,symbol_n,trade_date_n
AE0_CLEAN,5370,5260,2575,2685,48,62,48.954372623574145,1.335645987965328,1.3342331081266794,0.9614030816684449,0.9634137384587793,16.548989706443002,15.2253933406513,113,322
AE2_RECLAIM,8557,8333,4179,4154,83,141,50.15000600024001,1.4680847345418069,1.3846957157341897,1.023641238118454,0.9851720525425218,15.519709056780854,14.722445126268587,113,322
AE3_COLOR_RELAXED,1943,1923,932,991,6,14,48.4659386375455,1.281046460889585,1.3116118771017828,0.9418556701030988,1.010805158591836,16.47761194029851,13.401203610832498,113,321
AE4_RECLAIM_C3,4003,3909,2096,1813,24,70,53.61985162445638,1.4784532846964566,1.3684264737375005,1.051797350449093,0.9731333288133512,16.989622641509435,16.21720195971693,113,322
AE5_COLOR_C3,935,924,442,482,7,4,47.83549783549783,1.2767502866125964,1.2675903391624253,0.9331084879145569,0.9616238127644465,14.928730512249443,15.151329243353784,113,303
NC_VWAP_CLOSE_FAIL,10657,10404,5321,5083,93,160,51.1437908496732,1.3982574592156138,1.3575764197838978,1.0024861656909134,0.9598230740877272,14.61100849649058,15.629443585780525,113,322
