research_period,premarket_state,context_state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,premarket_feature,context_feature
DISCOVERY,GAP_OPPOSING_PM_ALIGNED,INCOMPLETE,6,5,2,3,0,1,40.0,33.333333333333336,0.4105994889488902,0.9849488224178948,0.3531325866532321,0.7976795844505944,6,3,gap_premarket_structure_state,session_level_clear_state
DISCOVERY,GAP_OPPOSING_PM_ALIGNED,NONE_CLEARED,202,195,97,98,0,7,49.743589743589745,43.06930693069307,1.2363053429480335,1.1595296900287082,0.758033255599257,0.8485634319732404,85,98,gap_premarket_structure_state,session_level_clear_state
DISCOVERY,GAP_OPPOSING_PM_ALIGNED,ONE_OF_3_CLEARED,180,176,96,80,0,4,54.54545454545455,51.666666666666664,1.1963000255517469,1.3407965625215816,0.8124015803500335,0.9973408104574634,82,94,gap_premarket_structure_state,session_level_clear_state
DISCOVERY,GAP_OPPOSING_PM_ALIGNED,TWO_OF_3_CLEARED,150,146,71,75,1,3,48.63013698630137,46.0,1.0879311438242392,1.2351777819477432,0.8142632035054435,0.9194934369341591,70,91,gap_premarket_structure_state,session_level_clear_state
DISCOVERY,MIXED_FLAT,ALL_3_CLEARED,35,33,11,22,2,0,33.333333333333336,37.142857142857146,0.9300988233573193,2.0364070827364036,0.7066403408500539,1.5341264871634401,25,30,gap_premarket_structure_state,session_level_clear_state
DISCOVERY,MIXED_FLAT,INCOMPLETE,1,1,0,1,0,0,0.0,0.0,1.221674492917413,1.2138807162480794,1.221674492917413,1.2138807162480794,1,1,gap_premarket_structure_state,session_level_clear_state
DISCOVERY,MIXED_FLAT,NONE_CLEARED,25,25,8,17,0,0,32.0,28.0,0.8137253181291232,1.157918111058824,0.4613044441953539,0.840163934426237,23,23,gap_premarket_structure_state,session_level_clear_state
DISCOVERY,MIXED_FLAT,ONE_OF_3_CLEARED,36,36,22,14,0,0,61.111111111111114,30.555555555555557,1.1364630369018225,0.9573762213507663,0.9138937899623554,0.5810936530958327,32,33,gap_premarket_structure_state,session_level_clear_state
DISCOVERY,MIXED_FLAT,TWO_OF_3_CLEARED,65,65,30,35,0,0,46.15384615384615,46.15384615384615,1.021255179942346,0.957662537093442,0.6094042982835706,0.7447761440959284,40,53,gap_premarket_structure_state,session_level_clear_state
DISCOVERY,UNKNOWN,INCOMPLETE,108,107,44,63,0,1,41.12149532710281,36.111111111111114,0.8691232195194658,1.20504199737934,0.5342472424456646,0.9510390108494198,51,66,gap_premarket_structure_state,session_level_clear_state
VALIDATION,GAP_ALIGNED_PM_OPPOSING,ALL_3_CLEARED,84,84,42,42,0,0,50.0,39.285714285714285,1.6144806329269137,1.4195176404242953,1.384594617702175,0.8139870012434469,55,57,gap_premarket_structure_state,session_level_clear_state
VALIDATION,GAP_ALIGNED_PM_OPPOSING,NONE_CLEARED,53,51,24,27,2,0,47.05882352941177,43.39622641509434,2.0276707685253514,1.5809611102594556,1.0255187216789883,1.3024883359253396,41,39,gap_premarket_structure_state,session_level_clear_state
VALIDATION,GAP_ALIGNED_PM_OPPOSING,ONE_OF_3_CLEARED,122,119,55,64,3,0,46.21848739495798,39.34426229508197,1.708051516367202,1.7782981468932473,1.1287179022857887,1.1249708713623008,68,79,gap_premarket_structure_state,session_level_clear_state
VALIDATION,GAP_ALIGNED_PM_OPPOSING,TWO_OF_3_CLEARED,174,170,91,79,4,0,53.529411764705884,50.57471264367816,1.6975484560020848,1.453607903225621,1.044711064621573,1.1294891811293564,89,94,gap_premarket_structure_state,session_level_clear_state
VALIDATION,GAP_AND_PM_ALIGNED,ALL_3_CLEARED,777,760,394,366,15,2,51.8421052631579,47.1042471042471,1.773693116437404,1.6152434292033657,1.310223872897978,1.1483389253816014,110,156,gap_premarket_structure_state,session_level_clear_state
VALIDATION,GAP_AND_PM_ALIGNED,NONE_CLEARED,31,29,12,17,2,0,41.37931034482759,41.935483870967744,1.5941515503828385,1.7444694660972953,1.0021551724137803,1.206896551724143,28,31,gap_premarket_structure_state,session_level_clear_state
VALIDATION,GAP_AND_PM_ALIGNED,ONE_OF_3_CLEARED,229,220,106,114,6,3,48.18181818181818,48.47161572052402,1.505021761611477,1.5009040712174753,1.1977033052004813,1.0616987179487203,91,117,gap_premarket_structure_state,session_level_clear_state
VALIDATION,GAP_AND_PM_ALIGNED,TWO_OF_3_CLEARED,621,611,295,316,7,3,48.28150572831424,47.66505636070853,1.7313262142740398,1.5266605001933267,1.1964524765729523,1.1378848728246314,112,154,gap_premarket_structure_state,session_level_clear_state
VALIDATION,GAP_AND_PM_OPPOSING,ALL_3_CLEARED,51,51,26,25,0,0,50.98039215686274,54.90196078431372,1.4143870271081085,1.90150736330539,1.1903637222484564,1.3047638859995891,39,43,gap_premarket_structure_state,session_level_clear_state
VALIDATION,GAP_AND_PM_OPPOSING,NONE_CLEARED,1072,1047,514,533,10,15,49.09264565425024,48.507462686567166,1.636406008821389,1.553794539006261,1.1560813484523584,1.0933464815027547,111,159,gap_premarket_structure_state,session_level_clear_state
VALIDATION,GAP_AND_PM_OPPOSING,ONE_OF_3_CLEARED,206,203,101,102,1,2,49.75369458128079,45.63106796116505,1.594996898870415,1.4368547708118635,1.1511837132078897,1.0622528660881068,92,110,gap_premarket_structure_state,session_level_clear_state
VALIDATION,GAP_AND_PM_OPPOSING,TWO_OF_3_CLEARED,144,137,63,74,7,0,45.98540145985402,44.44444444444444,1.555990746362593,1.7496531183460522,1.0824461251599145,1.2575757856087113,77,87,gap_premarket_structure_state,session_level_clear_state
VALIDATION,GAP_OPPOSING_PM_ALIGNED,ALL_3_CLEARED,54,53,29,24,1,0,54.716981132075475,50.0,1.7081008746499218,1.5990908597542155,1.2299187844921877,1.2064305870061973,49,46,gap_premarket_structure_state,session_level_clear_state
VALIDATION,GAP_OPPOSING_PM_ALIGNED,NONE_CLEARED,148,144,71,73,2,2,49.30555555555556,45.945945945945944,1.7578688179295552,1.4090441118243928,1.2036067912757902,1.0261049520081567,76,81,gap_premarket_structure_state,session_level_clear_state
VALIDATION,GAP_OPPOSING_PM_ALIGNED,ONE_OF_3_CLEARED,154,152,65,87,2,0,42.76315789473684,47.4025974025974,1.7115970160617664,1.7663971618215326,1.0439873987765242,1.1799877969301233,83,91,gap_premarket_structure_state,session_level_clear_state
VALIDATION,GAP_OPPOSING_PM_ALIGNED,TWO_OF_3_CLEARED,115,111,59,52,4,0,53.153153153153156,48.69565217391305,1.6232767366771967,1.3019502019966498,1.2265978050355035,1.0509639301913696,72,75,gap_premarket_structure_state,session_level_clear_state
VALIDATION,MIXED_FLAT,ALL_3_CLEARED,14,13,8,5,1,0,61.53846153846154,35.714285714285715,1.4523735672979539,1.3879687291788856,0.8029482796070759,1.2692878644701966,10,13,gap_premarket_structure_state,session_level_clear_state
VALIDATION,MIXED_FLAT,NONE_CLEARED,14,14,6,8,0,0,42.857142857142854,42.857142857142854,0.9331870780289401,1.2595660204288777,0.7065687967997143,1.0138456988983808,12,12,gap_premarket_structure_state,session_level_clear_state
VALIDATION,MIXED_FLAT,ONE_OF_3_CLEARED,15,15,8,7,0,0,53.333333333333336,53.333333333333336,1.5894880379679945,1.0821944513161796,1.3853394181403202,0.8761697384451863,14,13,gap_premarket_structure_state,session_level_clear_state
VALIDATION,MIXED_FLAT,TWO_OF_3_CLEARED,35,35,20,15,0,0,57.142857142857146,68.57142857142857,1.27374941704869,0.8547770879250747,0.9166347384116202,0.6358768406961102,27,29,gap_premarket_structure_state,session_level_clear_state
VALIDATION,UNKNOWN,INCOMPLETE,21,21,9,12,0,0,42.857142857142854,38.095238095238095,1.2312687362659556,1.3704637714788614,1.093249617441522,1.4666746404329674,8,20,gap_premarket_structure_state,session_level_clear_state
DISCOVERY,HIGH,CONSENSUS_ALIGNED,333,327,162,165,1,5,49.54128440366973,40.84084084084084,1.480522720520748,1.4348915701956433,0.9674107612930429,1.084214532757444,101,114,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,HIGH,CONSENSUS_OPPOSING,404,396,198,198,8,0,50.0,43.81188118811881,1.4187928244071824,1.5444961072611187,1.0131640415834338,1.1357056315396292,105,126,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,HIGH,MIXED,32,32,16,16,0,0,50.0,43.75,1.8328488067484145,1.888117226102854,1.2814713160640316,1.3889550769565235,28,6,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,LOW,CONSENSUS_ALIGNED,407,395,189,206,0,12,47.848101265822784,39.55773955773956,1.1517837716741912,1.010891156185238,0.8281155322157214,0.7335002740550371,107,119,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,LOW,CONSENSUS_OPPOSING,345,335,171,164,0,10,51.04477611940298,48.405797101449274,1.0151125574831918,1.0962162791909136,0.7461153542270259,0.7490776282935158,105,112,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,LOW,MIXED,17,17,7,10,0,0,41.1764705882353,41.1764705882353,1.166951768618216,1.1108076794907287,0.7942916158107041,0.9040914607312446,17,5,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,MODERATE,CONSENSUS_ALIGNED,1126,1103,567,536,1,22,51.4052583862194,46.269982238010655,1.313981670864616,1.2092213183617322,0.9493129109959788,0.8399227797944729,112,141,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,MODERATE,CONSENSUS_OPPOSING,1097,1071,552,519,4,22,51.5406162464986,47.31084776663628,1.3160628252451527,1.239526905629378,0.9499208399300062,0.8736559139785065,112,142,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,MODERATE,MIXED,83,81,35,46,0,2,43.20987654320987,50.602409638554214,1.5077152256878446,1.4459706936866017,1.1271870794077972,1.1601140017538771,64,6,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,UNKNOWN,CONSENSUS_ALIGNED,83,81,43,38,0,2,53.08641975308642,49.397590361445786,1.1187293974347374,1.2210332327687639,0.8302286438338004,0.9388455437210584,46,40,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,UNKNOWN,CONSENSUS_OPPOSING,101,97,48,49,0,4,49.48453608247423,57.42574257425743,0.9682024836735318,1.2225877286619435,0.6449485140532782,0.878421908394608,67,38,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,UNKNOWN,MIXED,2,2,1,1,0,0,50.0,50.0,1.1150720806550811,0.7366558860200574,1.1150720806550811,0.7366558860200574,2,2,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,UNKNOWN,UNKNOWN,143,141,91,50,0,2,64.53900709219859,60.83916083916084,1.230568193605538,1.037823061218928,0.9549312853678329,0.7626422621142857,83,6,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,HIGH,CONSENSUS_ALIGNED,371,353,175,178,16,2,49.57507082152974,51.482479784366575,1.6139052825495463,1.8466086061994615,1.1737089201877855,1.4426045330206991,105,121,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,HIGH,CONSENSUS_OPPOSING,342,327,172,155,14,1,52.599388379204896,48.538011695906434,2.192468818914633,1.5228391757073878,1.8458521810230892,0.9906980207644569,104,113,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,HIGH,MIXED,69,67,37,30,2,0,55.223880597014926,42.028985507246375,1.570929908013072,1.5584937108603683,1.0505493330481837,1.2415669822552449,47,13,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,LOW,CONSENSUS_ALIGNED,346,343,147,196,0,3,42.857142857142854,39.30635838150289,1.3140321042945955,1.4204362640339345,0.9807693941169977,1.0975188682238528,106,113,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,LOW,CONSENSUS_OPPOSING,246,244,131,113,0,2,53.68852459016394,52.84552845528455,1.6078420611468343,1.4963964435554122,1.171549089760905,0.9997261349006804,101,101,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,LOW,MIXED,43,43,16,27,0,0,37.2093023255814,55.81395348837209,1.480219043818235,1.3989297391006708,1.2228059332509176,1.0616987179487203,35,12,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,MODERATE,CONSENSUS_ALIGNED,1254,1227,560,667,20,7,45.639771801140995,44.33811802232855,1.6334078698244203,1.5434643227170795,1.0913205058976563,1.1119612062552362,112,146,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,MODERATE,CONSENSUS_OPPOSING,1229,1203,641,562,14,12,53.28345802161264,48.982912937347436,1.7468536870482083,1.5225293271624203,1.2659085902150564,1.133739239974804,111,146,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,MODERATE,MIXED,213,212,110,102,1,0,51.886792452830186,54.929577464788736,1.463436496259769,1.6167492214485852,1.0724548440065729,1.1290438275589993,88,13,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,UNKNOWN,CONSENSUS_ALIGNED,10,10,6,4,0,0,60.0,50.0,1.1733329807699904,1.452108870502675,0.9455135276890095,1.500972388045645,6,10,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,UNKNOWN,CONSENSUS_OPPOSING,9,9,3,6,0,0,33.333333333333336,33.333333333333336,1.5663250766952543,0.9288426104071122,1.749751260850181,0.7061582670773061,4,9,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,UNKNOWN,MIXED,2,2,0,2,0,0,0.0,0.0,0.013193981813937331,2.949533501182665,0.013193981813937331,2.949533501182665,2,2,premarket_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,HIGH,OTHER,595,590,296,294,4,1,50.16949152542373,47.05882352941177,1.972958149587906,1.8801403566824453,1.4725759408124046,1.4840725832379487,102,145,premarket_range_pct_discovery_state,positive_candidate_state
DISCOVERY,HIGH,POSITIVE_CANDIDATE,218,211,110,101,7,0,52.132701421800945,49.08256880733945,1.7856538425124266,2.037607695168278,1.3155974583559618,1.3099530085691118,65,103,premarket_range_pct_discovery_state,positive_candidate_state
DISCOVERY,LOW,OTHER,703,662,339,323,1,40,51.20845921450151,44.23897581792318,0.8487761635613348,0.8599535322408085,0.6512691806716052,0.595991778006176,94,150,premarket_range_pct_discovery_state,positive_candidate_state
DISCOVERY,LOW,POSITIVE_CANDIDATE,110,107,51,56,1,2,47.66355140186916,40.90909090909091,0.9796053272707594,0.8387819768661311,0.7484655055886551,0.6011852492398996,64,74,premarket_range_pct_discovery_state,positive_candidate_state
DISCOVERY,MODERATE,OTHER,1934,1902,984,918,1,31,51.73501577287066,46.483971044467424,1.222748398072429,1.131580101157038,0.9140015599609554,0.8412612692588483,111,157,premarket_range_pct_discovery_state,positive_candidate_state
DISCOVERY,MODERATE,POSITIVE_CANDIDATE,505,499,256,243,0,6,51.30260521042084,49.504950495049506,1.2963267171246828,1.2049093922837344,0.9185871803229195,0.8979369712561213,103,136,premarket_range_pct_discovery_state,positive_candidate_state
DISCOVERY,UNKNOWN,OTHER,96,95,39,56,0,1,41.05263157894737,35.416666666666664,0.8488581125064206,1.210177385898253,0.5125372723241535,0.9740107093758699,50,57,premarket_range_pct_discovery_state,positive_candidate_state
DISCOVERY,UNKNOWN,POSITIVE_CANDIDATE,12,12,5,7,0,0,41.666666666666664,41.666666666666664,1.031244075623827,1.163958889228037,0.7039117572208775,0.8400367651832232,10,12,premarket_range_pct_discovery_state,positive_candidate_state
VALIDATION,HIGH,OTHER,1290,1243,607,636,45,2,48.833467417538216,47.98449612403101,2.2428818354529567,2.009684460354162,1.594920299986997,1.53436277154991,110,158,premarket_range_pct_discovery_state,positive_candidate_state
VALIDATION,HIGH,POSITIVE_CANDIDATE,383,368,206,162,15,0,55.97826086956522,53.26370757180157,2.6018965718338767,2.0293684873295095,2.2469359963685767,1.6043626017545256,73,128,premarket_range_pct_discovery_state,positive_candidate_state
VALIDATION,LOW,OTHER,260,252,115,137,0,8,45.63492063492063,45.38461538461539,0.9540491395832724,0.9814373592750467,0.6785891050388784,0.7391723407698927,56,117,premarket_range_pct_discovery_state,positive_candidate_state
VALIDATION,LOW,POSITIVE_CANDIDATE,31,31,21,10,0,0,67.74193548387096,51.61290322580645,1.4578897861087503,0.86130673601979,1.1729988933972517,0.6871660260617,26,27,premarket_range_pct_discovery_state,positive_candidate_state
VALIDATION,MODERATE,OTHER,1848,1829,880,949,4,15,48.11372334609076,45.887445887445885,1.2198863679971221,1.2689571093834826,0.9453855834002326,0.962063335643501,110,158,premarket_range_pct_discovery_state,positive_candidate_state
VALIDATION,MODERATE,POSITIVE_CANDIDATE,301,296,160,136,3,2,54.054054054054056,48.50498338870432,1.4626522755442926,1.287673260327249,1.1583664496490997,0.9903584832405782,95,118,premarket_range_pct_discovery_state,positive_candidate_state
VALIDATION,UNKNOWN,OTHER,19,19,9,10,0,0,47.36842105263158,42.10526315789474,1.2668910092563568,1.2812060060211572,1.093249617441522,0.9939083039435659,8,19,premarket_range_pct_discovery_state,positive_candidate_state
VALIDATION,UNKNOWN,POSITIVE_CANDIDATE,2,2,0,2,0,0,0.0,0.0,0.8928571428571428,2.218412543327051,0.8928571428571428,2.218412543327051,1,2,premarket_range_pct_discovery_state,positive_candidate_state
DISCOVERY,HIGH,ALL_3_CLEARED,358,346,190,156,5,7,54.91329479768786,46.927374301675975,1.422256885403034,1.389960750377308,1.0577806671288559,0.995171046624375,104,127,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,HIGH,INCOMPLETE,7,7,3,4,0,0,42.857142857142854,28.571428571428573,0.5952417059809855,1.224443444839921,0.665637661585952,1.2106887902758978,7,3,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,HIGH,NONE_CLEARED,46,44,19,25,0,2,43.18181818181818,39.130434782608695,0.8983501117745639,1.2326450055747784,0.5593246765757265,0.98915338320219,37,41,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,HIGH,ONE_OF_3_CLEARED,103,102,51,51,0,1,50.0,56.310679611650485,1.1626869141127778,1.2263940381610476,0.8345668125846485,0.9586970684039057,60,76,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,HIGH,TWO_OF_3_CLEARED,292,288,138,150,0,4,47.916666666666664,42.465753424657535,1.2690158763517732,1.1779491844813301,0.9068858477644839,0.8828496036830278,102,126,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,LOW,ALL_3_CLEARED,49,49,28,21,0,0,57.142857142857146,42.857142857142854,0.9469598695734827,1.1912587553552785,0.7902938557435528,0.793650793650792,35,41,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,LOW,INCOMPLETE,9,8,5,3,0,1,62.5,66.66666666666667,0.8530197241783061,1.0314003890818906,0.9360915289494999,0.41875191502399817,8,4,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,LOW,NONE_CLEARED,448,440,221,219,0,8,50.22727272727273,47.767857142857146,1.297800384238087,1.2011650592250105,0.9057702947358574,0.7858197234232691,109,147,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,LOW,ONE_OF_3_CLEARED,176,169,95,74,1,6,56.21301775147929,46.59090909090909,1.3832644318428189,0.9983997851251779,0.9679003798134201,0.666463661188218,87,98,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,LOW,TWO_OF_3_CLEARED,124,122,60,62,0,2,49.18032786885246,46.774193548387096,1.087219690146739,0.9994827120058053,0.8039383993940936,0.7860421943853673,74,84,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,MODERATE,ALL_3_CLEARED,479,473,264,209,2,4,55.81395348837209,44.676409185803756,1.4728529757004398,1.2850092934102844,1.0889256458727217,0.9344733087547196,102,147,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,MODERATE,INCOMPLETE,29,28,9,19,0,1,32.142857142857146,24.137931034482758,0.7864338070158097,1.3416396335868255,0.31009644732023894,1.1661461833418938,29,3,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,MODERATE,NONE_CLEARED,652,630,313,317,1,21,49.682539682539684,48.77300613496933,1.250639379215585,1.21436123432359,0.8950371603221842,0.8434263881384302,106,147,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,MODERATE,ONE_OF_3_CLEARED,560,547,279,268,0,13,51.005484460694696,47.142857142857146,1.3022414582597093,1.310210645032058,0.8821591504782966,0.8881383223936106,103,155,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,MODERATE,TWO_OF_3_CLEARED,694,681,347,334,3,10,50.95447870778267,46.39769452449568,1.3263135318070298,1.2833645680334995,0.9590750717801402,0.8920503274091904,107,154,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,UNKNOWN,ALL_3_CLEARED,20,18,4,14,2,0,22.22222222222222,30.0,0.8732213927169494,1.749471322202666,0.6355105570977747,1.5323164093331023,11,17,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,UNKNOWN,INCOMPLETE,78,77,33,44,0,1,42.857142857142854,37.17948717948718,0.905072102958348,1.1684536588628365,0.6243656332940486,0.9304641647573231,24,65,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,UNKNOWN,NONE_CLEARED,8,8,1,7,0,0,12.5,37.5,0.7258158482934479,1.0952466277363775,0.43878436047897623,0.9739146562517469,7,7,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,UNKNOWN,ONE_OF_3_CLEARED,12,12,7,5,0,0,58.333333333333336,16.666666666666668,0.8707065782963516,1.1070622531817682,0.8389714348366462,0.7691989163247044,11,11,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
DISCOVERY,UNKNOWN,TWO_OF_3_CLEARED,29,29,13,16,0,0,44.827586206896555,51.724137931034484,0.8431709002414676,1.0161064656511185,0.5625000000000019,0.857537004585942,16,27,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,HIGH,ALL_3_CLEARED,428,421,225,196,5,2,53.44418052256532,48.598130841121495,1.7591787486980208,1.5422387073414257,1.2630918710222294,1.143466255967255,108,145,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,HIGH,NONE_CLEARED,24,22,7,15,2,0,31.818181818181817,33.333333333333336,1.2586250215376813,1.4273861162000863,1.1799723483913152,1.0782042556449474,18,21,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,HIGH,ONE_OF_3_CLEARED,89,88,42,46,1,0,47.72727272727273,46.06741573033708,1.5769429437782785,1.5263867038917032,0.6804793824903388,1.047835990888401,61,64,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,HIGH,TWO_OF_3_CLEARED,258,254,140,114,2,2,55.118110236220474,48.83720930232558,1.6700711306757534,1.2296451708299116,1.0927739422655178,0.9426410759359755,102,129,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,LOW,ALL_3_CLEARED,47,46,22,24,1,0,47.82608695652174,44.680851063829785,1.4043396984669805,1.4100991078286884,1.1903637222484564,1.1051646869425316,33,41,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,LOW,NONE_CLEARED,508,501,249,252,4,3,49.70059880239521,47.63779527559055,1.4809729759416026,1.5320719077885667,1.0446569444808291,1.0947669780726996,111,150,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,LOW,ONE_OF_3_CLEARED,124,120,66,54,4,0,55.0,43.54838709677419,1.610569285099506,1.543141752970678,1.161016183063705,1.0922081606782583,74,80,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,LOW,TWO_OF_3_CLEARED,114,110,55,55,4,0,50.0,45.6140350877193,1.4414347388849718,1.6989434349245462,0.9920105860540605,1.2567219873158977,68,80,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,MODERATE,ALL_3_CLEARED,497,486,247,239,11,0,50.82304526748971,45.67404426559356,1.7436950194790275,1.6912008219328045,1.321421924436983,1.1614002400697865,106,147,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,MODERATE,NONE_CLEARED,783,759,370,389,10,14,48.74835309617918,48.53128991060026,1.7878798100062143,1.5470380146884075,1.2404016538688685,1.10504066648537,109,156,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,MODERATE,ONE_OF_3_CLEARED,507,495,224,271,7,5,45.25252525252525,46.35108481262328,1.6148646614690134,1.6008284921604432,1.183479851700756,1.1143062544931617,108,152,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,MODERATE,TWO_OF_3_CLEARED,703,686,326,360,16,1,47.521865889212826,48.790896159317214,1.7224710071379932,1.5807401839739539,1.1709601873536326,1.1963589076722854,110,154,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,UNKNOWN,ALL_3_CLEARED,8,8,5,3,0,0,62.5,37.5,1.6164306552158316,1.2704171424725808,1.0063656283861746,1.0316777008862241,6,7,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,UNKNOWN,INCOMPLETE,21,21,9,12,0,0,42.857142857142854,38.095238095238095,1.2312687362659556,1.3704637714788614,1.093249617441522,1.4666746404329674,8,20,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,UNKNOWN,NONE_CLEARED,3,3,1,2,0,0,33.333333333333336,0.0,0.6301769553718833,1.9430431656922087,0.5507105068342188,1.027391076684191,2,3,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,UNKNOWN,ONE_OF_3_CLEARED,6,6,3,3,0,0,50.0,66.66666666666667,1.7058323171281546,1.0152548612017276,1.6556326720331243,0.7023628990649609,6,6,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
VALIDATION,UNKNOWN,TWO_OF_3_CLEARED,14,14,7,7,0,0,50.0,50.0,1.410621588149733,0.7419365100666239,1.0211657083879488,0.6046860025059853,8,13,directional_premarket_close_location_pct_discovery_state,session_level_clear_state
