feature,discovery_q20,discovery_q80,discovery_n
premarket_range_pct,0.4710663300158019,1.6358322641022336,4065
premarket_rvol_20d,0.5048658011057182,2.3506232148850708,3844
directional_premarket_close_location_pct,12.548363484262378,91.71332586786104,4026
abs_rth_open_gap_pct,0.13121013998315778,1.0664658064850907,4065
abs_premarket_return_pct,0.11206920226302541,0.8225064506144265,4095
