research_period,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction,feature
DISCOVERY,HIGH,813,801,406,395,11,1,50.686641697877654,47.601476014760145,1.9227338704458956,1.9223640710611805,1.4375125032151046,1.471038069019205,104,148,ALL,premarket_range_pct_discovery_state
DISCOVERY,LOW,813,769,390,379,2,42,50.71521456436931,43.788437884378844,0.8664775264248485,0.8570889921532137,0.6573401634029228,0.595991778006176,95,152,ALL,premarket_range_pct_discovery_state
DISCOVERY,MODERATE,2439,2401,1240,1161,1,37,51.645147855060394,47.10947109471095,1.2379829413776313,1.146763082714636,0.9152275645007695,0.8530251986524462,111,157,ALL,premarket_range_pct_discovery_state
DISCOVERY,UNKNOWN,108,107,44,63,0,1,41.12149532710281,36.111111111111114,0.8691232195194658,1.20504199737934,0.5342472424456646,0.9510390108494198,51,66,ALL,premarket_range_pct_discovery_state
VALIDATION,HIGH,1673,1611,813,798,60,2,50.465549348230915,49.193066347878066,2.325071102657913,2.0141907259438563,1.7060367454068164,1.5451797111185785,110,159,ALL,premarket_range_pct_discovery_state
VALIDATION,LOW,291,283,136,147,0,8,48.0565371024735,46.04810996563574,1.0077228854330655,0.9686399389282668,0.7121640482410654,0.7352843232586924,59,121,ALL,premarket_range_pct_discovery_state
VALIDATION,MODERATE,2149,2125,1040,1085,7,17,48.94117647058823,46.25407166123779,1.253889410422296,1.2715785898088312,0.9778755653343135,0.9661696420846256,110,158,ALL,premarket_range_pct_discovery_state
VALIDATION,UNKNOWN,21,21,9,12,0,0,42.857142857142854,38.095238095238095,1.2312687362659556,1.3704637714788614,1.093249617441522,1.4666746404329674,8,20,ALL,premarket_range_pct_discovery_state
DISCOVERY,HIGH,455,447,225,222,8,0,50.33557046979866,48.35164835164835,1.9518991065656972,1.9444003811933788,1.541666666666671,1.4656195781207102,89,137,BEAR,premarket_range_pct_discovery_state
DISCOVERY,LOW,378,355,165,190,2,21,46.478873239436616,42.592592592592595,0.8006498745205722,0.8913821640669801,0.6003209799155336,0.6439448220888837,85,135,BEAR,premarket_range_pct_discovery_state
DISCOVERY,MODERATE,1225,1208,616,592,1,16,50.99337748344371,45.87755102040816,1.2497627339430781,1.1319724866562921,0.917228551499653,0.8726003490401433,111,157,BEAR,premarket_range_pct_discovery_state
DISCOVERY,UNKNOWN,63,62,21,41,0,1,33.87096774193548,34.92063492063492,0.7743859452872304,1.3177080960799006,0.4840067340067364,1.136818051985136,36,45,BEAR,premarket_range_pct_discovery_state
DISCOVERY,HIGH,358,354,181,173,3,1,51.12994350282486,46.64804469273743,1.8856663217461478,1.894357028854057,1.3193174623505535,1.483718851483348,90,135,BULL,premarket_range_pct_discovery_state
DISCOVERY,LOW,435,414,225,189,0,21,54.34782608695652,44.827586206896555,0.9236794860106334,0.82728940828332,0.7029674445404775,0.5448304097250533,90,137,BULL,premarket_range_pct_discovery_state
DISCOVERY,MODERATE,1214,1193,624,569,0,21,52.30511316010059,48.352553542009886,1.226096412635726,1.1616876957059636,0.9143013333263812,0.8317425597536079,111,156,BULL,premarket_range_pct_discovery_state
DISCOVERY,UNKNOWN,45,45,23,22,0,0,51.111111111111114,37.77777777777778,1.0017554034445952,1.0473094591985552,0.7252100236949744,0.7006032022692746,26,29,BULL,premarket_range_pct_discovery_state
VALIDATION,HIGH,802,779,398,381,21,2,51.09114249037227,47.50623441396509,2.21072793924843,2.0191488560552133,1.6590983307478098,1.5403983429604513,107,156,BEAR,premarket_range_pct_discovery_state
VALIDATION,LOW,142,138,66,72,0,4,47.82608695652174,45.070422535211264,0.99257926120241,1.0324114094237542,0.6570317941798132,0.7988537567673532,50,85,BEAR,premarket_range_pct_discovery_state
VALIDATION,MODERATE,1060,1048,525,523,3,9,50.095419847328245,48.77358490566038,1.287875556383218,1.2749749125592407,0.9907408401961357,0.9841729442423681,109,157,BEAR,premarket_range_pct_discovery_state
VALIDATION,UNKNOWN,12,12,5,7,0,0,41.666666666666664,33.333333333333336,1.4296918708541948,1.2404398981286324,1.0323841548037924,1.2302914721882665,7,12,BEAR,premarket_range_pct_discovery_state
VALIDATION,HIGH,871,832,415,417,39,0,49.87980769230769,50.74626865671642,2.430356082054476,2.009625375370597,1.7537913462655628,1.5466882611899189,107,155,BULL,premarket_range_pct_discovery_state
VALIDATION,LOW,149,145,70,75,0,4,48.275862068965516,46.97986577181208,1.0221550642300665,0.9078644435567284,0.8052850559971334,0.6715544965301621,53,85,BULL,premarket_range_pct_discovery_state
VALIDATION,MODERATE,1089,1077,515,562,4,8,47.81801299907149,43.80165289256198,1.2208083133437124,1.268272710914952,0.972590627763049,0.9580291970803065,110,154,BULL,premarket_range_pct_discovery_state
VALIDATION,UNKNOWN,9,9,4,5,0,0,44.44444444444444,44.44444444444444,0.9667045568149693,1.5438289359458335,1.093249617441522,1.6380952380952372,3,9,BULL,premarket_range_pct_discovery_state
DISCOVERY,HIGH,769,755,376,379,9,5,49.80132450331126,42.52275682704811,1.462753613536879,1.5113329927749448,0.9941129160572838,1.1416434355502336,110,145,ALL,premarket_rvol_20d_discovery_state
DISCOVERY,LOW,769,747,367,380,0,22,49.129852744310575,43.5630689206762,1.0908036508057304,1.0513797756041605,0.7759248938997737,0.7417967966853135,111,139,ALL,premarket_rvol_20d_discovery_state
DISCOVERY,MODERATE,2306,2255,1154,1101,5,46,51.175166297117514,46.92107545533391,1.3219447720813449,1.2321594915553886,0.9534976999779095,0.8658367830726017,112,148,ALL,premarket_rvol_20d_discovery_state
DISCOVERY,UNKNOWN,329,321,183,138,0,8,57.00934579439252,56.838905775075986,1.1211075583131065,1.1389335210972964,0.8302286438338004,0.8656124570820739,107,72,ALL,premarket_rvol_20d_discovery_state
VALIDATION,HIGH,782,747,384,363,32,3,51.40562248995984,49.36061381074169,1.8631424035135398,1.6795893312548495,1.4204281336901783,1.1993710815626286,109,152,ALL,premarket_rvol_20d_discovery_state
