symbol,trade_date,direction,research_period,quarter,c1_cleared_pattern,pm_pd_spacing_pct,directional_level_order_inner_to_outer,a37_pm_pd_spacing_q,A37_G_N1_PM_PD_SPACING_Q4,A37_G_P2_PD_AH_PM_ORDERING,A38_T_P1_PM_REMAINS_FOR_C2,A38_T_N1_PD_REMAINS_FOR_C2,vwap_distance_change_pp__bucket,A39_T_V1_VWAP_EXPANSION_Q3,a42_priorclose_to_outer_consumed_ratio,a42_consumed_ratio_q,A42_N2_OPEN_CONSUMED_RATIO_Q2
GILD,2025-08-15,BEAR,DISCOVERY,2025Q3,AH,0.0,AH>PM>PD,Q1,False,False,False,False,"(0.0869, 0.18]",False,0.5114942528735611,Q2,True
GILD,2026-03-10,BULL,VALIDATION,2026Q1,PM+AH+PD,0.6580509480682467,AH>PD>PM,Q4,True,False,False,False,"(0.0869, 0.18]",False,0.8730158730158748,Q4,False
GOOG,2025-07-14,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.2247745401716099,AH>PM>PD,Q2,False,False,False,False,"(0.18, 0.343]",False,0.5999999999999915,Q3,False
GOOG,2025-07-31,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.11754184234061059,AH>PM>PD,Q2,False,False,False,False,"(0.343, 2.836]",False,0.461139896373063,Q2,True
GOOG,2025-08-05,BULL,DISCOVERY,2025Q3,AH+PD,0.28010491202158483,AH>PD>PM,Q3,False,False,True,False,"(0.18, 0.343]",False,-0.23295454545456087,Q1,False
GOOG,2025-09-25,BEAR,DISCOVERY,2025Q3,AH+PD,1.5202461739112672,AH>PD>PM,Q5,False,False,True,False,"(0.343, 2.836]",False,0.6838407494145199,Q3,False
GOOG,2025-11-19,BULL,DISCOVERY,2025Q4,AH+PD,0.32252222730055874,AH>PD>PM,Q3,False,False,True,False,"(0.343, 2.836]",False,0.5032377428307147,Q2,True
GOOG,2026-06-09,BULL,VALIDATION,2026Q2,PM+AH+PD,0.44482275735193294,AH>PD>PM,Q3,False,False,False,False,"(0.18, 0.343]",False,0.9702087974716314,Q5,False
GOOG,2026-06-22,BEAR,VALIDATION,2026Q2,AH+PD,0.19879069461938362,AH>PD>PM,Q2,False,False,True,False,"(0.343, 2.836]",False,0.8898305084745755,Q4,False
GS,2025-07-16,BEAR,DISCOVERY,2025Q3,PM+AH,0.27959259364925915,PM>AH>PD,Q3,False,False,False,True,"(0.0175, 0.0869]",False,-5.714285714285792,Q1,False
GS,2025-07-18,BEAR,DISCOVERY,2025Q3,PM+AH,0.45616172491465057,PM>AH>PD,Q3,False,False,False,True,"(0.18, 0.343]",False,-0.6646706586825458,Q1,False
GS,2025-08-22,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.04031333189687622,AH>PD>PM,Q1,False,False,False,False,"(0.0175, 0.0869]",False,1.168449197860961,Q5,False
GS,2026-02-18,BULL,VALIDATION,2026Q1,AH+PD,0.22978289851616662,AH>PD>PM,Q2,False,False,True,False,"(0.343, 2.836]",False,0.7282184655396704,Q4,False
GS,2026-02-27,BEAR,VALIDATION,2026Q1,PM+AH+PD,1.0406208187102155,AH>PD>PM,Q5,False,False,False,False,"(0.18, 0.343]",False,1.0,Q5,False
GS,2026-03-10,BULL,VALIDATION,2026Q1,PM+AH,0.19381004223144804,AH>PM>PD,Q2,False,False,False,True,"(0.0175, 0.0869]",False,0.5789473684210527,Q3,False
GS,2026-06-23,BEAR,VALIDATION,2026Q2,PM+AH+PD,1.3422360779722515,AH>PD>PM,Q5,False,False,False,False,"(0.0869, 0.18]",False,0.9905824904080928,Q5,False
GS,2026-08-14,BEAR,VALIDATION,2026Q3,PM+AH+PD,0.1472236789561526,AH>PM>PD,Q2,False,False,False,False,"(0.18, 0.343]",False,0.39454094292802205,Q2,True
HAL,2025-09-22,BEAR,DISCOVERY,2025Q3,PM+AH,0.6776598147729936,AH>PM>PD,Q4,True,False,False,True,"(0.343, 2.836]",False,0.5777777777777776,Q3,False
HAL,2026-02-04,BULL,VALIDATION,2026Q1,PM+AH+PD,0.3089371092313259,PD>AH>PM,Q3,False,True,False,False,"(0.343, 2.836]",False,0.515151515151523,Q2,True
HAL,2026-04-14,BEAR,VALIDATION,2026Q2,PM+AH,0.7620549205098048,AH>PM>PD,Q4,True,False,False,True,"(0.343, 2.836]",False,0.44927536231884074,Q2,True
HAL,2026-06-30,BULL,VALIDATION,2026Q2,AH,0.31768953068591893,AH>PD>PM,Q3,False,False,False,False,"(0.343, 2.836]",False,0.5333333333333325,Q3,False
HD,2025-06-05,BEAR,DISCOVERY,2025Q2,AH+PD,0.41791930113108144,AH>PD>PM,Q3,False,False,True,False,"(0.0869, 0.18]",False,0.6302521008403373,Q3,False
HD,2025-12-08,BEAR,DISCOVERY,2025Q4,PM+AH,0.8475481642391718,AH>PM>PD,Q4,True,False,False,True,"(0.18, 0.343]",False,0.5202769535113733,Q2,True
HD,2025-12-18,BULL,DISCOVERY,2025Q4,AH+PD,2.0761245674740483,PD>AH>PM,Q5,False,True,True,False,"(0.0869, 0.18]",False,0.8228155339805852,Q4,False
HD,2025-12-30,BEAR,DISCOVERY,2025Q4,PM+AH,0.5005569781404217,AH>PM>PD,Q4,True,False,False,True,"(0.18, 0.343]",False,0.5223880597015039,Q2,True
HD,2026-04-09,BEAR,VALIDATION,2026Q2,AH+PD,0.5674443874317091,AH>PD>PM,Q4,True,False,True,False,"(0.343, 2.836]",False,0.8457538994800712,Q4,False
HD,2026-04-29,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.4746084480303784,AH>PD>PM,Q3,False,False,False,False,"(0.18, 0.343]",False,1.046153846153839,Q5,False
HD,2026-05-04,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.7387404165502671,AH>PD>PM,Q4,True,False,False,False,"(0.18, 0.343]",False,0.6206896551724226,Q3,False
HD,2026-05-11,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.13851126450361662,AH>PD>PM,Q2,False,False,False,False,"(0.0869, 0.18]",False,0.872760679834616,Q4,False
HD,2026-06-25,BULL,VALIDATION,2026Q2,PM+AH+PD,0.011662487608612881,PD>PM>AH,Q1,False,False,False,False,"(0.0869, 0.18]",False,-1.8846153846154856,Q1,False
HON,2025-12-16,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.02025111381125559,PM>PD>AH,Q1,False,False,False,False,"(0.0175, 0.0869]",False,0.2857142857142567,Q2,True
HON,2026-02-06,BULL,VALIDATION,2026Q1,AH,0.04660523249656334,AH>PM>PD,Q1,False,False,False,False,"(0.343, 2.836]",False,0.4107142857142785,Q2,True
HON,2026-06-25,BULL,VALIDATION,2026Q2,PM+AH+PD,0.08744698526517801,AH>PM>PD,Q1,False,False,False,False,"(0.18, 0.343]",False,0.25179856115109284,Q2,True
HON,2026-07-23,BULL,VALIDATION,2026Q3,AH+PD,0.3795254129864485,AH>PD>PM,Q3,False,False,True,False,"(0.343, 2.836]",False,0.8365840291434277,Q4,False
HOOD,2025-12-11,BEAR,DISCOVERY,2025Q4,PM+AH+PD,1.3809757385956403,AH>PD>PM,Q5,False,False,False,False,"(0.343, 2.836]",False,0.9570024570024541,Q5,False
HOOD,2026-01-05,BULL,DISCOVERY,2026Q1,PM+AH+PD,1.6665954446391205,AH>PD>PM,Q5,False,False,False,False,"(0.343, 2.836]",False,0.9782608695652166,Q5,False
HOOD,2026-03-25,BULL,VALIDATION,2026Q1,PM+AH+PD,0.19468780419969486,AH>PD>PM,Q2,False,False,False,False,"(0.0175, 0.0869]",False,0.9467353951890033,Q5,False
HOOD,2026-07-16,BEAR,VALIDATION,2026Q3,AH,0.7995025317580097,AH>PM>PD,Q4,True,False,False,False,"(0.343, 2.836]",False,0.4122807017543889,Q2,True
HOOD,2026-07-21,BULL,VALIDATION,2026Q3,PM+AH+PD,0.35997470448023017,AH>PD>PM,Q3,False,False,False,False,"(0.343, 2.836]",False,0.9576502732240434,Q5,False
IBM,2025-07-10,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.23213851900607674,PM>AH>PD,Q2,False,False,False,False,"(0.0869, 0.18]",False,0.7711864406779828,Q4,False
IBM,2025-12-31,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.21453451446649388,PD>AH>PM,Q2,False,True,False,False,"(-0.477, 0.0175]",False,0.424208144796396,Q2,True
IBM,2026-04-23,BEAR,VALIDATION,2026Q2,PM+AH+PD,6.563472666123543,PD>PM>AH,Q5,False,False,False,False,"(0.0869, 0.18]",False,0.9284705882352936,Q5,False
IBM,2026-05-13,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.42965536155041495,PD>AH>PM,Q3,False,True,False,False,"(0.18, 0.343]",False,1.041666666666658,Q5,False
IBM,2026-05-26,BEAR,VALIDATION,2026Q2,PM+PD,0.09601134779973007,PM>PD>AH,Q1,False,False,False,False,"(0.343, 2.836]",False,-0.3783783783783888,Q1,False
IBM,2026-06-17,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.9764127120704864,AH>PD>PM,Q4,True,False,False,False,"(0.18, 0.343]",False,0.9279835390946457,Q5,False
INTC,2025-08-27,BEAR,DISCOVERY,2025Q3,PM+AH,0.2486531288851998,AH>PM>PD,Q2,False,False,False,True,"(0.0869, 0.18]",False,0.6538461538461517,Q3,False
INTC,2025-10-22,BEAR,DISCOVERY,2025Q4,AH,0.1580754644296993,AH>PD>PM,Q2,False,False,False,False,"(0.18, 0.343]",False,0.5505505505505504,Q3,False
INTC,2025-11-20,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.7526832279270458,PD>AH>PM,Q4,True,True,False,False,"(0.343, 2.836]",False,0.9782608695652141,Q5,False
INTC,2025-12-10,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.02498438475952032,AH>PD>PM,Q1,False,False,False,False,"(0.0175, 0.0869]",False,0.8163265306122505,Q4,False
INTC,2026-01-02,BULL,DISCOVERY,2026Q1,PM+AH+PD,0.6366047745358142,AH>PD>PM,Q4,True,False,False,False,"(-0.477, 0.0175]",False,0.9450549450549484,Q5,False
INTC,2026-03-10,BULL,VALIDATION,2026Q1,PM+AH+PD,0.588299379017329,AH>PD>PM,Q4,True,False,False,False,"(0.18, 0.343]",False,-0.4418604651162906,Q1,False
INTC,2026-06-02,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.17852948085506012,AH>PM>PD,Q2,False,False,False,False,"(0.18, 0.343]",False,0.6228956228956212,Q3,False
INTC,2026-07-07,BEAR,VALIDATION,2026Q3,PM+AH+PD,4.6135713083010526,PD>AH>PM,Q5,False,True,False,False,"(0.0869, 0.18]",False,0.9579288025889982,Q5,False
INTC,2026-08-03,BEAR,VALIDATION,2026Q3,PM+AH+PD,3.2603290548608834,PD>AH>PM,Q5,False,True,False,False,"(0.0175, 0.0869]",False,0.6084816612729224,Q3,False
INTC,2026-08-06,BEAR,VALIDATION,2026Q3,PM+AH+PD,0.07658336098843882,AH>PM>PD,Q1,False,False,False,False,"(0.343, 2.836]",False,0.8979591836734686,Q4,False
ISRG,2025-06-09,BEAR,DISCOVERY,2025Q2,PM+AH+PD,4.3686107229535915,AH>PD>PM,Q5,False,False,False,False,"(0.343, 2.836]",False,1.019968051118211,Q5,False
ISRG,2025-07-07,BEAR,DISCOVERY,2025Q3,AH,0.10883701196285371,AH>PD>PM,Q2,False,False,False,False,"(0.343, 2.836]",False,0.46441947565542147,Q2,True
ISRG,2025-09-25,BEAR,DISCOVERY,2025Q3,PD,1.373361330230977,PD>AH>PM,Q5,False,True,False,False,"(0.343, 2.836]",False,0.5546995377503879,Q3,False
ISRG,2025-10-31,BEAR,DISCOVERY,2025Q4,PD,0.4939356520026263,PD>PM>AH,Q3,False,False,False,False,"(0.18, 0.343]",False,0.35349462365592604,Q2,True
ISRG,2025-11-10,BULL,DISCOVERY,2025Q4,AH+PD,0.2396485155105885,AH>PD>PM,Q2,False,False,True,False,"(0.18, 0.343]",False,0.0,Q1,False
ISRG,2025-11-20,BULL,DISCOVERY,2025Q4,AH+PD,0.5962483840613461,AH>PD>PM,Q4,True,False,True,False,"(0.18, 0.343]",False,0.42387543252594173,Q2,True
ISRG,2025-12-18,BULL,DISCOVERY,2025Q4,PM+AH,0.4847370323916874,PM>AH>PD,Q3,False,False,False,True,"(0.343, 2.836]",False,0.09357997823720292,Q1,False
ISRG,2026-05-08,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.47233319354624814,PM>AH>PD,Q3,False,False,False,False,"(-0.477, 0.0175]",False,-0.5503355704697908,Q1,False
ISRG,2026-05-11,BEAR,VALIDATION,2026Q2,AH+PD,0.23517554174366118,AH>PD>PM,Q2,False,False,True,False,"(0.18, 0.343]",False,0.7658536585365778,Q4,False
ISRG,2026-07-28,BULL,VALIDATION,2026Q3,PM+AH+PD,1.995177744044548,AH>PD>PM,Q5,False,False,False,False,"(0.18, 0.343]",False,0.8978549540347295,Q4,False
IWM,2025-11-20,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.40531982267258093,AH>PD>PM,Q3,False,False,False,False,"(0.0869, 0.18]",False,0.9767441860465108,Q5,False
IWM,2026-05-12,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.4049081914687525,AH>PD>PM,Q3,False,False,False,False,"(0.0175, 0.0869]",False,0.6891191709844453,Q3,False
IWM,2026-05-15,BEAR,VALIDATION,2026Q2,AH+PD,0.8258889898502627,AH>PD>PM,Q4,True,False,True,False,"(0.18, 0.343]",False,0.8632317237658432,Q4,False
IWM,2026-06-09,BULL,VALIDATION,2026Q2,PM+AH+PD,0.17764154722306125,AH>PD>PM,Q2,False,False,False,False,"(0.0869, 0.18]",False,0.947368421052627,Q5,False
IWM,2026-08-06,BEAR,VALIDATION,2026Q3,PM+AH+PD,0.1235124263515446,PD>AH>PM,Q2,False,True,False,False,"(0.0175, 0.0869]",False,0.42105263157886863,Q2,True
JNJ,2025-10-28,BEAR,DISCOVERY,2025Q4,AH+PD,0.28003064486302337,AH>PD>PM,Q3,False,False,True,False,"(0.18, 0.343]",False,0.8000000000000087,Q4,False
JNJ,2025-12-23,BEAR,DISCOVERY,2025Q4,AH+PD,0.5269320843091396,AH>PD>PM,Q4,True,False,True,False,"(0.343, 2.836]",False,0.7902097902097832,Q4,False
JNJ,2026-01-22,BULL,VALIDATION,2026Q1,PM+AH+PD,0.1850350081666691,PD>AH>PM,Q2,False,True,False,False,"(-0.477, 0.0175]",False,0.6899999999999977,Q3,False
JNJ,2026-04-01,BULL,VALIDATION,2026Q2,PM+AH+PD,0.09370734787833926,AH>PD>PM,Q1,False,False,False,False,"(0.0175, 0.0869]",False,1.0338983050847388,Q5,False
JNJ,2026-04-08,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.21163125370354693,AH>PM>PD,Q2,False,False,False,False,"(0.0175, 0.0869]",False,0.7385892116182587,Q4,False
JNJ,2026-04-21,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.008713837574072078,AH>PD>PM,Q1,False,False,False,False,"(0.0869, 0.18]",False,1.1495327102803676,Q5,False
JNJ,2026-05-01,BEAR,VALIDATION,2026Q2,PM+AH,0.6650041562759812,AH>PM>PD,Q4,True,False,False,True,"(0.0869, 0.18]",False,0.38725490196078194,Q2,True
JNJ,2026-05-04,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.5432742209756932,PD>AH>PM,Q4,True,True,False,False,"(-0.477, 0.0175]",False,1.1985815602836893,Q5,False
JPM,2025-06-12,BEAR,DISCOVERY,2025Q2,AH,0.028297420945959932,AH>PD>PM,Q1,False,False,False,False,"(0.18, 0.343]",False,0.5456702253855269,Q3,False
JPM,2025-06-18,BULL,DISCOVERY,2025Q2,PM+AH,0.322037348929299,AH>PM>PD,Q3,False,False,False,True,"(0.18, 0.343]",False,0.49572649572649946,Q2,True
JPM,2025-07-08,BEAR,DISCOVERY,2025Q3,AH+PD,0.6328566735254904,AH>PD>PM,Q4,True,False,True,False,"(0.18, 0.343]",False,0.7237196765498698,Q4,False
JPM,2025-08-18,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.06208823427960638,AH>PM>PD,Q1,False,False,False,False,"(0.0869, 0.18]",False,0.7313432835820858,Q4,False
JPM,2025-10-15,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.09450717765720631,AH>PM>PD,Q1,False,False,False,False,"(0.18, 0.343]",False,0.8782435129740489,Q4,False
JPM,2025-10-22,BEAR,DISCOVERY,2025Q4,NONE,0.016836434043273462,PD>PM>AH,Q1,False,False,False,False,"(0.18, 0.343]",False,-6.454545454544468,Q1,False
JPM,2025-11-20,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.6319598958728058,PD>AH>PM,Q4,True,True,False,False,"(0.0175, 0.0869]",False,0.9868421052631513,Q5,False
JPM,2026-01-05,BULL,DISCOVERY,2026Q1,PM+AH+PD,0.20241673311659453,PD>AH>PM,Q2,False,True,False,False,"(0.18, 0.343]",False,0.05319148936171435,Q1,False
JPM,2026-02-17,BULL,VALIDATION,2026Q1,PM+AH+PD,0.07890324489594934,AH>PM>PD,Q1,False,False,False,False,"(-0.477, 0.0175]",False,0.13559322033898522,Q1,False
JPM,2026-05-04,BEAR,VALIDATION,2026Q2,AH+PD,0.669262202773572,PD>AH>PM,Q4,True,True,True,False,"(-0.477, 0.0175]",False,0.6789667896678926,Q3,False
JPM,2026-06-08,BULL,VALIDATION,2026Q2,PM+AH,0.5475265805055158,AH>PM>PD,Q4,True,False,False,True,"(0.18, 0.343]",False,0.3164062500000006,Q2,True
KLAC,2025-06-16,BULL,DISCOVERY,2025Q2,PM+AH+PD,0.02282193187652881,AH>PM>PD,Q1,False,False,False,False,"(-0.477, 0.0175]",False,0.9487471526195881,Q5,False
KLAC,2025-09-24,BEAR,DISCOVERY,2025Q3,PM+AH,1.1782660380956762,PM>AH>PD,Q5,False,False,False,True,"(0.0869, 0.18]",False,0.48075117370891524,Q2,True
KLAC,2025-10-16,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.6482763401024821,AH>PD>PM,Q4,True,False,False,False,"(-0.477, 0.0175]",False,1.0120675784392603,Q5,False
KLAC,2025-12-19,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.9685230024213098,AH>PD>PM,Q4,True,False,False,False,"(0.343, 2.836]",False,0.7839826839826862,Q4,False
KLAC,2026-01-02,BULL,DISCOVERY,2026Q1,PM+AH+PD,0.56358686770854,AH>PD>PM,Q4,True,False,False,False,"(0.343, 2.836]",False,1.039610840861711,Q5,False
KLAC,2026-08-06,BEAR,VALIDATION,2026Q3,PM+AH+PD,1.130716032501515,PD>AH>PM,Q5,False,True,False,False,"(0.343, 2.836]",False,0.8592896174863346,Q4,False
LLY,2025-07-29,BEAR,DISCOVERY,2025Q3,PM+AH+PD,3.988256377016052,AH>PD>PM,Q5,False,False,False,False,"(-0.477, 0.0175]",False,0.908301682040152,Q5,False
LLY,2025-08-21,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.11341083073432869,PM>AH>PD,Q2,False,False,False,False,"(0.0175, 0.0869]",False,0.35483870967748243,Q2,True
LLY,2026-01-05,BULL,DISCOVERY,2026Q1,PM,0.5297804333808097,PM>AH>PD,Q4,True,False,False,False,"(0.343, 2.836]",False,-38.413793103422535,Q1,False
LLY,2026-02-09,BULL,VALIDATION,2026Q1,PM+AH+PD,2.2369194317217205,PD>AH>PM,Q5,False,True,False,False,"(0.343, 2.836]",False,0.7344350499615647,Q4,False
LLY,2026-03-31,BULL,VALIDATION,2026Q1,PM+AH+PD,0.14049955396966893,AH>PM>PD,Q2,False,False,False,False,"(0.343, 2.836]",False,0.6300469483568123,Q3,False
LLY,2026-04-01,BULL,VALIDATION,2026Q2,PM+AH+PD,0.15743801074299985,AH>PD>PM,Q2,False,False,False,False,"(-0.477, 0.0175]",False,1.2331511839708507,Q5,False
LLY,2026-04-07,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.2661782196541791,AH>PD>PM,Q3,False,False,False,False,"(0.343, 2.836]",False,0.23163538873994466,Q2,True
LLY,2026-04-21,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.16451878256100905,AH>PD>PM,Q2,False,False,False,False,"(0.343, 2.836]",False,1.0851063829787189,Q5,False
LLY,2026-06-15,BEAR,VALIDATION,2026Q2,AH+PD,0.3368983247929707,PD>AH>PM,Q3,False,True,True,False,"(0.18, 0.343]",False,-0.25,Q1,False
LLY,2026-08-19,BULL,VALIDATION,2026Q3,PM+AH+PD,1.5844558581257786,AH>PD>PM,Q5,False,False,False,False,"(0.0869, 0.18]",False,0.8936070928604765,Q4,False
LMT,2025-08-22,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.0646823316865406,AH>PM>PD,Q1,False,False,False,False,"(0.0175, 0.0869]",False,2.153846153846144,Q5,False
LMT,2025-12-10,BEAR,DISCOVERY,2025Q4,AH+PD,0.0035699561949132917,AH>PD>PM,Q1,False,False,True,False,"(0.18, 0.343]",False,0.8745710173807363,Q4,False
LMT,2026-07-24,BULL,VALIDATION,2026Q3,PM+AH,0.9576021829736292,AH>PM>PD,Q4,True,False,False,True,"(0.343, 2.836]",False,0.10615839314795802,Q1,False
LOW,2025-08-06,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.12597631645249976,AH>PM>PD,Q2,False,False,False,False,"(0.18, 0.343]",False,0.06410256410257859,Q1,False
LOW,2025-09-10,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.3450752170709473,AH>PM>PD,Q3,False,False,False,False,"(-0.477, 0.0175]",False,0.4724919093851008,Q2,True
LOW,2025-09-24,BEAR,DISCOVERY,2025Q3,PM+AH,0.8271191007373412,PM>AH>PD,Q4,True,False,False,True,"(0.18, 0.343]",False,0.566666666666654,Q3,False
LOW,2026-01-30,BEAR,VALIDATION,2026Q1,AH+PD,0.24115452729944098,AH>PD>PM,Q2,False,False,True,False,"(0.343, 2.836]",False,0.37261146496814146,Q2,True
LOW,2026-05-04,BEAR,VALIDATION,2026Q2,AH+PD,0.8877779693156362,AH>PD>PM,Q4,True,False,True,False,"(0.18, 0.343]",False,0.7350427350427334,Q4,False
LOW,2026-05-13,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.2799208715301677,AH>PD>PM,Q3,False,False,False,False,"(-0.477, 0.0175]",False,1.4901960784313677,Q5,False
LRCX,2025-10-07,BEAR,DISCOVERY,2025Q4,AH+PD,0.6526053755844847,PD>AH>PM,Q4,True,True,True,False,"(0.18, 0.343]",False,-0.113402061855655,Q1,False
LRCX,2026-01-05,BULL,DISCOVERY,2026Q1,PM+AH+PD,2.8388740017510785,PD>AH>PM,Q5,False,True,False,False,"(0.0869, 0.18]",False,0.8336079077429996,Q4,False
LRCX,2026-05-12,BEAR,VALIDATION,2026Q2,PM+AH+PD,2.25060932395291,AH>PD>PM,Q5,False,False,False,False,"(0.0175, 0.0869]",False,0.8789840637450227,Q4,False
LRCX,2026-08-03,BEAR,VALIDATION,2026Q3,PM+AH+PD,3.8022020072008784,PD>AH>PM,Q5,False,True,False,False,"(0.0175, 0.0869]",False,0.8782924613987306,Q4,False
LRCX,2026-08-06,BEAR,VALIDATION,2026Q3,PM+AH+PD,1.7708470992467338,AH>PD>PM,Q5,False,False,False,False,"(0.343, 2.836]",False,1.0,Q5,False
LULU,2025-07-29,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.15266116161266277,AH>PD>PM,Q2,False,False,False,False,"(0.18, 0.343]",False,1.0,Q5,False
LULU,2025-08-22,BULL,DISCOVERY,2025Q3,AH+PD,0.26164838482439884,PD>AH>PM,Q3,False,True,True,False,"(0.18, 0.343]",False,0.3827160493827178,Q2,True
LULU,2025-11-10,BULL,DISCOVERY,2025Q4,AH+PD,0.5281768944988979,AH>PD>PM,Q4,True,False,True,False,"(0.0175, 0.0869]",False,0.8930481283422523,Q4,False
LULU,2025-12-03,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.7440895898380658,PM>AH>PD,Q4,True,False,False,False,"(-0.477, 0.0175]",False,-0.24999999999999387,Q1,False
LULU,2026-01-05,BULL,DISCOVERY,2026Q1,PM+AH+PD,0.037728730428226984,AH>PM>PD,Q1,False,False,False,False,"(0.343, 2.836]",False,0.5257352941176443,Q2,True
LULU,2026-02-10,BULL,VALIDATION,2026Q1,PM+AH+PD,0.06251953735543132,PD>PM>AH,Q1,False,False,False,False,"(0.0869, 0.18]",False,1.9411764705882057,Q5,False
LULU,2026-07-28,BULL,VALIDATION,2026Q3,PM+AH+PD,0.5308168681804739,AH>PD>PM,Q4,True,False,False,False,"(0.343, 2.836]",False,1.0,Q5,False
LULU,2026-08-21,BULL,VALIDATION,2026Q3,PM+AH,0.467786519243034,AH>PM>PD,Q3,False,False,False,True,"(0.343, 2.836]",False,0.5601851851851898,Q3,False
MA,2025-10-29,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.7900927693195516,PD>AH>PM,Q4,True,True,False,False,"(0.0869, 0.18]",False,0.8676470588235301,Q4,False
MA,2026-01-13,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.059328658196713804,AH>PM>PD,Q1,False,False,False,False,"(0.18, 0.343]",False,0.7049248305190913,Q3,False
MA,2026-04-09,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.2523665549985965,AH>PD>PM,Q3,False,False,False,False,"(0.18, 0.343]",False,1.0441176470588247,Q5,False
MA,2026-06-02,BEAR,VALIDATION,2026Q2,PM+AH,0.5815436412794006,AH>PM>PD,Q4,True,False,False,True,"(0.18, 0.343]",False,0.33181818181818035,Q2,True
MA,2026-06-29,BULL,VALIDATION,2026Q2,PM+AH+PD,0.4192288969908929,AH>PM>PD,Q3,False,False,False,False,"(0.18, 0.343]",False,0.6618181818181793,Q3,False
MA,2026-07-24,BULL,VALIDATION,2026Q3,PM+AH+PD,0.18442892899486577,AH>PD>PM,Q2,False,False,False,False,"(-0.477, 0.0175]",False,0.7647058823529609,Q4,False
MA,2026-07-27,BULL,VALIDATION,2026Q3,PM+AH+PD,0.554016620498615,AH>PD>PM,Q4,True,False,False,False,"(0.18, 0.343]",False,1.0538922155688468,Q5,False
MCD,2025-06-09,BEAR,DISCOVERY,2025Q2,PM+AH+PD,0.9200897169332534,AH>PD>PM,Q4,True,False,False,False,"(0.18, 0.343]",False,1.0815709969788465,Q5,False
MCD,2025-10-06,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.12949358638677774,AH>PM>PD,Q2,False,False,False,False,"(0.0175, 0.0869]",False,0.8379888268156382,Q4,False
MCD,2025-10-14,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.05989817310572255,AH>PD>PM,Q1,False,False,False,False,"(0.18, 0.343]",False,0.10204081632655192,Q1,False
MCD,2025-12-16,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.03751565042484293,PM>PD>AH,Q1,False,False,False,False,"(-0.477, 0.0175]",False,0.33021983205964117,Q2,True
MCD,2025-12-18,BULL,DISCOVERY,2025Q4,AH+PD,0.30967015436588285,AH>PD>PM,Q3,False,False,True,False,"(0.0175, 0.0869]",False,0.45666666666666816,Q2,True
MCD,2026-06-29,BULL,VALIDATION,2026Q2,PM+AH+PD,0.011079309389725624,AH>PM>PD,Q1,False,False,False,False,"(0.18, 0.343]",False,0.495798319327711,Q2,True
MCD,2026-07-15,BEAR,VALIDATION,2026Q3,PM+AH+PD,0.008385236393781708,AH>PM>PD,Q1,False,False,False,False,"(0.18, 0.343]",False,1.5852534562211702,Q5,False
META,2025-07-01,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.03131957541549749,AH>PM>PD,Q1,False,False,False,False,"(0.18, 0.343]",False,0.3018617021276579,Q2,True
META,2025-07-16,BEAR,DISCOVERY,2025Q3,NONE,0.15625549885622383,PM>PD>AH,Q2,False,False,False,False,"(0.0175, 0.0869]",False,-4.863636363636654,Q1,False
