symbol,trade_date,direction,research_period,quarter,c1_cleared_pattern,pm_pd_spacing_pct,directional_level_order_inner_to_outer,A37_G_N1_PM_PD_SPACING_Q4,A37_G_P2_PD_AH_PM_ORDERING,A38_T_P1_PM_REMAINS_FOR_C2,A38_T_N1_PD_REMAINS_FOR_C2,a42_priorclose_to_outer_consumed_ratio,A42_N2_OPEN_CONSUMED_RATIO_Q2
CMG,2026-06-17,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.9409949865021203,PD>AH>PM,True,True,False,False,1.388888888888891,False
CMG,2026-08-07,BEAR,VALIDATION,2026Q3,PM+AH+PD,0.17947950942268104,AH>PM>PD,False,False,False,False,1.1612903225806348,False
COIN,2025-07-14,BULL,DISCOVERY,2025Q3,AH,0.15182186234818387,AH>PM>PD,False,False,False,False,0.6439573459715644,False
COIN,2025-08-07,BULL,DISCOVERY,2025Q3,AH+PD,3.3012246478532417,AH>PD>PM,False,False,True,False,0.6692982456140361,False
COIN,2025-12-11,BEAR,DISCOVERY,2025Q4,PM+AH+PD,1.4358516534613004,AH>PD>PM,False,False,False,False,1.0,False
COIN,2025-12-17,BULL,DISCOVERY,2025Q4,PM+AH,0.44847421273277005,AH>PM>PD,False,False,False,True,0.4931506849315066,True
COIN,2025-12-30,BEAR,DISCOVERY,2025Q4,NONE,0.05153753650575698,PM>PD>AH,False,False,False,False,0.05617977528089003,False
COIN,2026-01-07,BEAR,DISCOVERY,2026Q1,PM+AH,0.8792366443143321,AH>PM>PD,True,False,False,True,0.4688796680497913,True
COIN,2026-01-29,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.3778886681846815,AH>PD>PM,False,False,False,False,0.7682215743440255,False
COIN,2026-04-28,BEAR,VALIDATION,2026Q2,AH+PD,2.772873610966873,AH>PD>PM,False,False,True,False,0.9574780058651038,False
COIN,2026-04-29,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.9689097103918193,AH>PD>PM,True,False,False,False,0.9525139664804464,False
COP,2025-08-18,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.2430904190667484,AH>PD>PM,False,False,False,False,1.0470588235294194,False
COP,2025-09-05,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.5623640511432979,AH>PM>PD,True,False,False,False,0.9127906976744236,False
COP,2026-02-04,BULL,VALIDATION,2026Q1,PM+AH+PD,0.01900779319521976,AH>PM>PD,False,False,False,False,1.6857142857142544,False
COP,2026-04-17,BEAR,VALIDATION,2026Q2,AH+PD,3.4687007286828373,AH>PD>PM,False,False,True,False,0.8357371794871788,False
COP,2026-06-18,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.03637024913621227,AH>PM>PD,False,False,False,False,1.1199999999999932,False
COST,2025-09-16,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.10470141461588768,AH>PD>PM,False,False,False,False,0.7131023553986586,False
COST,2025-12-04,BEAR,DISCOVERY,2025Q4,AH+PD,1.3861484091171428,PD>AH>PM,False,True,True,False,0.8096366508688779,False
COST,2025-12-08,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.055975370836831795,AH>PM>PD,False,False,False,False,0.7076023391812928,False
COST,2026-01-27,BEAR,VALIDATION,2026Q1,AH+PD,0.24098238777655526,AH>PD>PM,False,False,True,False,0.0027100271002993073,False
COST,2026-01-29,BEAR,VALIDATION,2026Q1,PM+AH,0.1266032869375756,AH>PM>PD,False,False,False,True,0.5378640776699017,False
COST,2026-05-26,BEAR,VALIDATION,2026Q2,AH+PD,0.329260726620779,AH>PD>PM,False,False,True,False,0.32222047491743455,True
CRM,2025-07-31,BEAR,DISCOVERY,2025Q3,PM,0.4433245552545388,PM>PD>AH,False,False,False,False,-0.0118577075098705,False
CRM,2025-08-12,BEAR,DISCOVERY,2025Q3,NONE,0.18555985383872262,AH>PM>PD,False,False,False,False,-0.3749999999999795,False
CRM,2025-09-16,BEAR,DISCOVERY,2025Q3,PM+AH,0.5094116916195522,AH>PM>PD,True,False,False,True,-0.005988023952107426,False
CRM,2025-12-17,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.1327969378588349,AH>PD>PM,False,False,False,False,1.1083333333333305,False
CRM,2026-04-30,BEAR,VALIDATION,2026Q2,PM+AH,0.6463397498946217,PM>AH>PD,True,False,False,True,0.755154639175253,False
CRM,2026-05-13,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.44653349001176224,AH>PD>PM,False,False,False,False,1.0266666666666613,False
CRM,2026-06-17,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.19333312544825362,AH>PD>PM,False,False,False,False,0.9607843137254888,False
CRM,2026-06-26,BULL,VALIDATION,2026Q2,PM+AH,1.1165888537007465,AH>PM>PD,False,False,False,True,0.3359788359788386,True
CRWD,2025-07-23,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.3228821480159703,PM>AH>PD,False,False,False,False,-0.08849557522125942,False
CRWD,2025-10-16,BULL,DISCOVERY,2025Q4,PM+AH,0.6350676895343391,AH>PM>PD,True,False,False,True,0.1095679012345732,False
CRWD,2026-01-29,BEAR,VALIDATION,2026Q1,PM+AH+PD,1.9857850527676129,PD>AH>PM,False,True,False,False,0.8870967741935473,False
CRWD,2026-06-15,BEAR,VALIDATION,2026Q2,PM+AH,1.4786618841958894,PM>AH>PD,False,False,False,True,-1.963636363636328,False
CRWD,2026-06-26,BULL,VALIDATION,2026Q2,PM+AH,0.4630031542089946,AH>PM>PD,False,False,False,True,0.5245296187512765,True
CSCO,2025-06-11,BEAR,DISCOVERY,2025Q2,AH,0.08483399529555793,AH>PM>PD,False,False,False,False,0.16438356164384416,False
CSCO,2025-08-04,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.20685579196217577,AH>PD>PM,False,False,False,False,1.0230769230769237,False
CSCO,2025-11-10,BULL,DISCOVERY,2025Q4,AH+PD,0.5502733953261731,AH>PD>PM,True,False,True,False,0.7555555555555583,False
CSCO,2026-07-15,BEAR,VALIDATION,2026Q3,NONE,0.37677684535022926,PM>AH>PD,False,False,False,False,-0.23076923076924127,False
CVS,2025-07-11,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.4524019476287262,AH>PD>PM,False,False,False,False,0.9259259259259396,False
CVS,2026-01-21,BULL,VALIDATION,2026Q1,PM+AH,0.2985817367504291,AH>PM>PD,False,False,False,True,0.8809523809523881,False
CVS,2026-03-10,BULL,VALIDATION,2026Q1,PM+AH+PD,0.10197578075206923,AH>PD>PM,False,False,False,False,1.4878048780488262,False
CVS,2026-07-14,BULL,VALIDATION,2026Q3,PM+AH+PD,0.17372931095199182,AH>PD>PM,False,False,False,False,1.0153846153846235,False
CVX,2025-08-01,BULL,DISCOVERY,2025Q3,AH,0.27973847705169097,AH>PM>PD,False,False,False,False,0.3898678414096859,True
CVX,2025-08-19,BEAR,DISCOVERY,2025Q3,AH+PD,1.071950625304535,AH>PD>PM,False,False,True,False,0.839999999999994,False
CVX,2025-09-19,BEAR,DISCOVERY,2025Q3,PM+AH,0.2590100761236909,AH>PM>PD,False,False,False,True,-0.183006535947735,False
CVX,2026-01-07,BEAR,DISCOVERY,2026Q1,PM,0.7593886602214337,PM>AH>PD,True,False,False,False,-1.891304347826181,False
CVX,2026-02-04,BULL,VALIDATION,2026Q1,PM+AH+PD,0.03119969538362204,AH>PD>PM,False,False,False,False,1.0051483206668268,False
CVX,2026-03-05,BULL,VALIDATION,2026Q1,AH,0.7028753993610338,AH>PM>PD,True,False,False,False,0.24390243902438716,True
CVX,2026-04-08,BEAR,VALIDATION,2026Q2,PD,4.695125083474605,PD>AH>PM,False,True,False,False,0.8851884312007009,False
CVX,2026-04-17,BEAR,VALIDATION,2026Q2,AH+PD,2.3528127302999713,AH>PD>PM,False,False,True,False,0.8792134831460696,False
CVX,2026-08-04,BEAR,VALIDATION,2026Q3,PM+AH+PD,0.848167539267018,AH>PD>PM,True,False,False,False,1.013377926421402,False
DASH,2025-06-16,BULL,DISCOVERY,2025Q2,AH+PD,0.3762721853253905,AH>PD>PM,False,False,True,False,0.5098039215686255,True
DASH,2025-07-15,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.2509515245305092,AH>PM>PD,False,False,False,False,0.8525798525798548,False
DASH,2025-08-11,BEAR,DISCOVERY,2025Q3,PM+AH+PD,1.4090829251156398,PM>AH>PD,False,False,False,False,0.18976545842217202,True
DASH,2025-09-29,BULL,DISCOVERY,2025Q3,PM+AH+PD,1.3160368490317729,AH>PD>PM,False,False,False,False,0.9941634241245189,False
DASH,2025-12-30,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.004346030987196986,AH>PM>PD,False,False,False,False,0.8404255319148872,False
DASH,2026-01-22,BULL,VALIDATION,2026Q1,PM+AH+PD,0.6172396468815006,AH>PD>PM,True,False,False,False,0.9842271293375447,False
DASH,2026-05-11,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.006172648992309439,AH>PM>PD,False,False,False,False,0.8247422680412352,False
DDOG,2025-06-09,BEAR,DISCOVERY,2025Q2,PM,0.41054273749897363,PM>PD>AH,False,False,False,False,-0.17361111111111344,False
DDOG,2025-06-11,BEAR,DISCOVERY,2025Q2,NONE,0.19429834846403748,AH>PD>PM,False,False,False,False,-0.09345794392521357,False
DDOG,2025-07-08,BEAR,DISCOVERY,2025Q3,PM+AH+PD,4.077513120710538,AH>PD>PM,False,False,False,False,0.9310850439882699,False
DDOG,2025-07-23,BEAR,DISCOVERY,2025Q3,PM+AH,1.4049241897343037,PM>AH>PD,False,False,False,True,-0.13145539906103368,False
DDOG,2025-09-16,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.8115086683880444,AH>PD>PM,True,False,False,False,0.7658402203856762,False
DDOG,2025-10-16,BULL,DISCOVERY,2025Q4,PM+AH,0.4236733762202872,AH>PM>PD,False,False,False,True,0.27692307692307444,True
DDOG,2025-11-10,BULL,DISCOVERY,2025Q4,AH+PD,1.5829700691768427,PD>AH>PM,False,True,True,False,0.5239691476551523,True
DDOG,2026-01-09,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.007659607062150744,AH>PM>PD,False,False,False,False,-0.4000000000000758,False
DDOG,2026-01-16,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.182383601897826,PM>PD>AH,False,False,False,False,-0.025497195308529865,False
DDOG,2026-01-21,BULL,VALIDATION,2026Q1,PM+AH+PD,0.7451128134287752,AH>PM>PD,True,False,False,False,0.6413793103448261,False
DDOG,2026-04-01,BULL,VALIDATION,2026Q2,PM+AH+PD,0.17885309929429888,AH>PD>PM,False,False,False,False,1.1784037558685416,False
DDOG,2026-06-03,BEAR,VALIDATION,2026Q2,AH+PD,0.7710992019123261,AH>PD>PM,True,False,True,False,0.8227906976744211,False
DDOG,2026-06-18,BEAR,VALIDATION,2026Q2,AH+PD,1.359755689797379,AH>PD>PM,False,False,True,False,0.667546174142482,False
DDOG,2026-08-27,BULL,VALIDATION,2026Q3,PM+AH+PD,1.3317831096078665,AH>PD>PM,False,False,False,False,0.8944337811900196,False
DE,2026-02-04,BULL,VALIDATION,2026Q1,PM+AH+PD,0.30760216786288813,AH>PD>PM,False,False,False,False,1.502512562814068,False
DE,2026-02-19,BULL,VALIDATION,2026Q1,PM+AH+PD,4.80543096132865,AH>PD>PM,False,False,False,False,1.0017430278884474,False
DE,2026-04-16,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.11878974215637444,AH>PM>PD,False,False,False,False,0.8428874734607174,False
DE,2026-08-12,BULL,VALIDATION,2026Q3,AH,0.05953482384932937,AH>PD>PM,False,False,False,False,0.31025641025642137,True
DELL,2025-07-16,BEAR,DISCOVERY,2025Q3,AH,0.136081648989395,AH>PD>PM,False,False,False,False,0.17500000000000132,True
DELL,2026-01-02,BULL,DISCOVERY,2026Q1,PM+AH+PD,0.07006344634308,AH>PD>PM,False,False,False,False,0.9618320610687046,False
DELL,2026-01-07,BEAR,DISCOVERY,2026Q1,PM+AH,1.118230420764808,AH>PM>PD,False,False,False,True,0.4428571428571443,True
DELL,2026-01-08,BEAR,DISCOVERY,2026Q1,AH+PD,1.2370784612777441,AH>PD>PM,False,False,True,False,0.9053571428571425,False
DELL,2026-02-19,BULL,VALIDATION,2026Q1,PM+AH+PD,1.5501911339204695,AH>PD>PM,False,False,False,False,0.8685258964143379,False
DELL,2026-04-28,BEAR,VALIDATION,2026Q2,AH+PD,2.036891959262157,AH>PD>PM,False,False,True,False,0.7991967871485943,False
DELL,2026-05-12,BEAR,VALIDATION,2026Q2,AH+PD,1.2306668884084517,AH>PD>PM,False,False,True,False,0.5613147914032869,False
DELL,2026-05-22,BULL,VALIDATION,2026Q2,PM+AH+PD,5.214594739461696,PD>AH>PM,False,True,False,False,1.0065789473684226,False
DELL,2026-07-02,BEAR,VALIDATION,2026Q3,AH,0.6491185413749345,AH>PD>PM,True,False,False,False,0.5430579662822876,False
DELL,2026-08-24,BULL,VALIDATION,2026Q3,PM,1.1018224188056436,PM>AH>PD,False,False,False,False,-1.5387755102041045,False
DELL,2026-08-26,BULL,VALIDATION,2026Q3,PM+AH+PD,1.2059440521038143,PM>AH>PD,False,False,False,False,-0.20659971305595295,False
DIS,2025-08-04,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.09173697432466625,AH>PD>PM,False,False,False,False,0.8103448275862033,False
DIS,2025-09-03,BULL,DISCOVERY,2025Q3,NONE,0.025360327993576345,AH>PD>PM,False,False,False,False,-8.600000000000625,False
DIS,2025-10-29,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.35257803024550227,PD>AH>PM,False,True,False,False,0.8135593220338763,False
DIS,2025-12-16,BULL,DISCOVERY,2025Q4,NONE,0.17913121361397477,AH>PD>PM,False,False,False,False,0.5720000000000027,False
DIS,2026-01-21,BULL,VALIDATION,2026Q1,AH,0.0990678614851168,AH>PM>PD,False,False,False,False,0.2972972972972921,True
DIS,2026-01-22,BULL,VALIDATION,2026Q1,PM+AH+PD,0.04415985868844969,PM>PD>AH,False,False,False,False,-0.3055555555555029,False
DIS,2026-02-27,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.7768748659533377,PD>AH>PM,True,True,False,False,0.7407407407407393,False
EOG,2025-06-30,BEAR,DISCOVERY,2025Q2,PM+AH+PD,0.25823649464784226,AH>PM>PD,False,False,False,False,0.8720930232558145,False
EOG,2025-12-10,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.10974940552405757,PM>AH>PD,False,False,False,False,0.5555555555556608,False
EOG,2026-03-05,BULL,VALIDATION,2026Q1,PM+AH+PD,0.9558966388187213,AH>PD>PM,True,False,False,False,0.9726027397260327,False
EOG,2026-03-26,BULL,VALIDATION,2026Q1,PM+AH+PD,0.7287870900572501,AH>PD>PM,True,False,False,False,0.7941176470588205,False
ETN,2025-12-03,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.7477988179954222,AH>PD>PM,True,False,False,False,0.9632352941176391,False
ETN,2026-01-08,BEAR,DISCOVERY,2026Q1,AH+PD,0.5066299724793609,AH>PD>PM,True,False,True,False,0.6830601092896128,False
ETN,2026-07-14,BULL,VALIDATION,2026Q3,PM+AH+PD,0.9215012893685105,AH>PD>PM,True,False,False,False,1.0485436893203854,False
FDX,2025-08-13,BEAR,DISCOVERY,2025Q3,PM+AH,1.7322661988816965,AH>PM>PD,False,False,False,True,0.09403669724770596,False
GE,2025-07-02,BEAR,DISCOVERY,2025Q3,PM+AH,0.5609249208046594,PM>AH>PD,True,False,False,True,0.5388601036269449,False
GE,2025-07-21,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.2833480712363692,PM>AH>PD,False,False,False,False,-0.3121387283236751,False
GE,2025-10-15,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.0926692040377394,AH>PM>PD,False,False,False,False,0.6590909090909162,False
GE,2026-02-06,BULL,VALIDATION,2026Q1,PM+AH+PD,0.47102851980900096,AH>PD>PM,False,False,False,False,1.0,False
GE,2026-05-22,BULL,VALIDATION,2026Q2,PM+AH+PD,0.21437641199847537,AH>PD>PM,False,False,False,False,0.8409090909091056,False
GE,2026-06-03,BEAR,VALIDATION,2026Q2,PM+AH+PD,1.1625321602134564,AH>PD>PM,False,False,False,False,0.9069767441860473,False
GILD,2025-06-05,BEAR,DISCOVERY,2025Q2,PM+AH+PD,0.10096837853962956,AH>PM>PD,False,False,False,False,0.3846153846153762,True
GILD,2025-07-11,BEAR,DISCOVERY,2025Q3,PM+AH,0.6360099673071931,AH>PM>PD,True,False,False,True,0.5803916899815504,False
GILD,2025-07-21,BEAR,DISCOVERY,2025Q3,PM,0.6090246378148902,PM>AH>PD,True,False,False,False,-1.0000000000000835,False
GILD,2025-07-29,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.026620524424319558,AH>PM>PD,False,False,False,False,0.18181818181818965,True
GILD,2025-08-14,BEAR,DISCOVERY,2025Q3,PM+AH,0.3925335115045716,AH>PM>PD,False,False,False,True,0.5090016366612191,True
GILD,2025-08-15,BEAR,DISCOVERY,2025Q3,AH,0.0,AH>PM>PD,False,False,False,False,0.5114942528735611,True
GILD,2026-03-10,BULL,VALIDATION,2026Q1,PM+AH+PD,0.6580509480682467,AH>PD>PM,True,False,False,False,0.8730158730158748,False
GOOG,2025-07-14,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.2247745401716099,AH>PM>PD,False,False,False,False,0.5999999999999915,False
GOOG,2025-07-31,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.11754184234061059,AH>PM>PD,False,False,False,False,0.461139896373063,True
GOOG,2025-08-05,BULL,DISCOVERY,2025Q3,AH+PD,0.28010491202158483,AH>PD>PM,False,False,True,False,-0.23295454545456087,False
GOOG,2025-09-25,BEAR,DISCOVERY,2025Q3,AH+PD,1.5202461739112672,AH>PD>PM,False,False,True,False,0.6838407494145199,False
GOOG,2025-11-19,BULL,DISCOVERY,2025Q4,AH+PD,0.32252222730055874,AH>PD>PM,False,False,True,False,0.5032377428307147,True
GOOG,2026-06-09,BULL,VALIDATION,2026Q2,PM+AH+PD,0.44482275735193294,AH>PD>PM,False,False,False,False,0.9702087974716314,False
GOOG,2026-06-22,BEAR,VALIDATION,2026Q2,AH+PD,0.19879069461938362,AH>PD>PM,False,False,True,False,0.8898305084745755,False
GS,2025-07-16,BEAR,DISCOVERY,2025Q3,PM+AH,0.27959259364925915,PM>AH>PD,False,False,False,True,-5.714285714285792,False
GS,2025-07-18,BEAR,DISCOVERY,2025Q3,PM+AH,0.45616172491465057,PM>AH>PD,False,False,False,True,-0.6646706586825458,False
GS,2025-08-22,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.04031333189687622,AH>PD>PM,False,False,False,False,1.168449197860961,False
GS,2026-02-18,BULL,VALIDATION,2026Q1,AH+PD,0.22978289851616662,AH>PD>PM,False,False,True,False,0.7282184655396704,False
GS,2026-02-27,BEAR,VALIDATION,2026Q1,PM+AH+PD,1.0406208187102155,AH>PD>PM,False,False,False,False,1.0,False
GS,2026-03-10,BULL,VALIDATION,2026Q1,PM+AH,0.19381004223144804,AH>PM>PD,False,False,False,True,0.5789473684210527,False
GS,2026-06-23,BEAR,VALIDATION,2026Q2,PM+AH+PD,1.3422360779722515,AH>PD>PM,False,False,False,False,0.9905824904080928,False
GS,2026-08-14,BEAR,VALIDATION,2026Q3,PM+AH+PD,0.1472236789561526,AH>PM>PD,False,False,False,False,0.39454094292802205,True
HAL,2025-09-22,BEAR,DISCOVERY,2025Q3,PM+AH,0.6776598147729936,AH>PM>PD,True,False,False,True,0.5777777777777776,False
HAL,2026-02-04,BULL,VALIDATION,2026Q1,PM+AH+PD,0.3089371092313259,PD>AH>PM,False,True,False,False,0.515151515151523,True
HAL,2026-04-14,BEAR,VALIDATION,2026Q2,PM+AH,0.7620549205098048,AH>PM>PD,True,False,False,True,0.44927536231884074,True
HAL,2026-06-30,BULL,VALIDATION,2026Q2,AH,0.31768953068591893,AH>PD>PM,False,False,False,False,0.5333333333333325,False
HD,2025-06-05,BEAR,DISCOVERY,2025Q2,AH+PD,0.41791930113108144,AH>PD>PM,False,False,True,False,0.6302521008403373,False
HD,2025-12-08,BEAR,DISCOVERY,2025Q4,PM+AH,0.8475481642391718,AH>PM>PD,True,False,False,True,0.5202769535113733,True
HD,2025-12-18,BULL,DISCOVERY,2025Q4,AH+PD,2.0761245674740483,PD>AH>PM,False,True,True,False,0.8228155339805852,False
HD,2025-12-30,BEAR,DISCOVERY,2025Q4,PM+AH,0.5005569781404217,AH>PM>PD,True,False,False,True,0.5223880597015039,True
HD,2026-04-09,BEAR,VALIDATION,2026Q2,AH+PD,0.5674443874317091,AH>PD>PM,True,False,True,False,0.8457538994800712,False
HD,2026-04-29,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.4746084480303784,AH>PD>PM,False,False,False,False,1.046153846153839,False
HD,2026-05-04,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.7387404165502671,AH>PD>PM,True,False,False,False,0.6206896551724226,False
HD,2026-05-11,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.13851126450361662,AH>PD>PM,False,False,False,False,0.872760679834616,False
HD,2026-06-25,BULL,VALIDATION,2026Q2,PM+AH+PD,0.011662487608612881,PD>PM>AH,False,False,False,False,-1.8846153846154856,False
HON,2025-12-16,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.02025111381125559,PM>PD>AH,False,False,False,False,0.2857142857142567,True
HON,2026-02-06,BULL,VALIDATION,2026Q1,AH,0.04660523249656334,AH>PM>PD,False,False,False,False,0.4107142857142785,True
HON,2026-06-25,BULL,VALIDATION,2026Q2,PM+AH+PD,0.08744698526517801,AH>PM>PD,False,False,False,False,0.25179856115109284,True
HON,2026-07-23,BULL,VALIDATION,2026Q3,AH+PD,0.3795254129864485,AH>PD>PM,False,False,True,False,0.8365840291434277,False
HOOD,2025-12-11,BEAR,DISCOVERY,2025Q4,PM+AH+PD,1.3809757385956403,AH>PD>PM,False,False,False,False,0.9570024570024541,False
HOOD,2026-01-05,BULL,DISCOVERY,2026Q1,PM+AH+PD,1.6665954446391205,AH>PD>PM,False,False,False,False,0.9782608695652166,False
HOOD,2026-03-25,BULL,VALIDATION,2026Q1,PM+AH+PD,0.19468780419969486,AH>PD>PM,False,False,False,False,0.9467353951890033,False
HOOD,2026-07-16,BEAR,VALIDATION,2026Q3,AH,0.7995025317580097,AH>PM>PD,True,False,False,False,0.4122807017543889,True
HOOD,2026-07-21,BULL,VALIDATION,2026Q3,PM+AH+PD,0.35997470448023017,AH>PD>PM,False,False,False,False,0.9576502732240434,False
IBM,2025-07-10,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.23213851900607674,PM>AH>PD,False,False,False,False,0.7711864406779828,False
IBM,2025-12-31,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.21453451446649388,PD>AH>PM,False,True,False,False,0.424208144796396,True
IBM,2026-04-23,BEAR,VALIDATION,2026Q2,PM+AH+PD,6.563472666123543,PD>PM>AH,False,False,False,False,0.9284705882352936,False
IBM,2026-05-13,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.42965536155041495,PD>AH>PM,False,True,False,False,1.041666666666658,False
IBM,2026-05-26,BEAR,VALIDATION,2026Q2,PM+PD,0.09601134779973007,PM>PD>AH,False,False,False,False,-0.3783783783783888,False
IBM,2026-06-17,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.9764127120704864,AH>PD>PM,True,False,False,False,0.9279835390946457,False
INTC,2025-08-27,BEAR,DISCOVERY,2025Q3,PM+AH,0.2486531288851998,AH>PM>PD,False,False,False,True,0.6538461538461517,False
INTC,2025-10-22,BEAR,DISCOVERY,2025Q4,AH,0.1580754644296993,AH>PD>PM,False,False,False,False,0.5505505505505504,False
INTC,2025-11-20,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.7526832279270458,PD>AH>PM,True,True,False,False,0.9782608695652141,False
INTC,2025-12-10,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.02498438475952032,AH>PD>PM,False,False,False,False,0.8163265306122505,False
INTC,2026-01-02,BULL,DISCOVERY,2026Q1,PM+AH+PD,0.6366047745358142,AH>PD>PM,True,False,False,False,0.9450549450549484,False
INTC,2026-03-10,BULL,VALIDATION,2026Q1,PM+AH+PD,0.588299379017329,AH>PD>PM,True,False,False,False,-0.4418604651162906,False
INTC,2026-06-02,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.17852948085506012,AH>PM>PD,False,False,False,False,0.6228956228956212,False
INTC,2026-07-07,BEAR,VALIDATION,2026Q3,PM+AH+PD,4.6135713083010526,PD>AH>PM,False,True,False,False,0.9579288025889982,False
INTC,2026-08-03,BEAR,VALIDATION,2026Q3,PM+AH+PD,3.2603290548608834,PD>AH>PM,False,True,False,False,0.6084816612729224,False
INTC,2026-08-06,BEAR,VALIDATION,2026Q3,PM+AH+PD,0.07658336098843882,AH>PM>PD,False,False,False,False,0.8979591836734686,False
ISRG,2025-06-09,BEAR,DISCOVERY,2025Q2,PM+AH+PD,4.3686107229535915,AH>PD>PM,False,False,False,False,1.019968051118211,False
ISRG,2025-07-07,BEAR,DISCOVERY,2025Q3,AH,0.10883701196285371,AH>PD>PM,False,False,False,False,0.46441947565542147,True
ISRG,2025-09-25,BEAR,DISCOVERY,2025Q3,PD,1.373361330230977,PD>AH>PM,False,True,False,False,0.5546995377503879,False
ISRG,2025-10-31,BEAR,DISCOVERY,2025Q4,PD,0.4939356520026263,PD>PM>AH,False,False,False,False,0.35349462365592604,True
ISRG,2025-11-10,BULL,DISCOVERY,2025Q4,AH+PD,0.2396485155105885,AH>PD>PM,False,False,True,False,0.0,False
ISRG,2025-11-20,BULL,DISCOVERY,2025Q4,AH+PD,0.5962483840613461,AH>PD>PM,True,False,True,False,0.42387543252594173,True
ISRG,2025-12-18,BULL,DISCOVERY,2025Q4,PM+AH,0.4847370323916874,PM>AH>PD,False,False,False,True,0.09357997823720292,False
ISRG,2026-05-08,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.47233319354624814,PM>AH>PD,False,False,False,False,-0.5503355704697908,False
ISRG,2026-05-11,BEAR,VALIDATION,2026Q2,AH+PD,0.23517554174366118,AH>PD>PM,False,False,True,False,0.7658536585365778,False
ISRG,2026-07-28,BULL,VALIDATION,2026Q3,PM+AH+PD,1.995177744044548,AH>PD>PM,False,False,False,False,0.8978549540347295,False
IWM,2025-11-20,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.40531982267258093,AH>PD>PM,False,False,False,False,0.9767441860465108,False
IWM,2026-05-12,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.4049081914687525,AH>PD>PM,False,False,False,False,0.6891191709844453,False
IWM,2026-05-15,BEAR,VALIDATION,2026Q2,AH+PD,0.8258889898502627,AH>PD>PM,True,False,True,False,0.8632317237658432,False
IWM,2026-06-09,BULL,VALIDATION,2026Q2,PM+AH+PD,0.17764154722306125,AH>PD>PM,False,False,False,False,0.947368421052627,False
IWM,2026-08-06,BEAR,VALIDATION,2026Q3,PM+AH+PD,0.1235124263515446,PD>AH>PM,False,True,False,False,0.42105263157886863,True
JNJ,2025-10-28,BEAR,DISCOVERY,2025Q4,AH+PD,0.28003064486302337,AH>PD>PM,False,False,True,False,0.8000000000000087,False
JNJ,2025-12-23,BEAR,DISCOVERY,2025Q4,AH+PD,0.5269320843091396,AH>PD>PM,True,False,True,False,0.7902097902097832,False
JNJ,2026-01-22,BULL,VALIDATION,2026Q1,PM+AH+PD,0.1850350081666691,PD>AH>PM,False,True,False,False,0.6899999999999977,False
JNJ,2026-04-01,BULL,VALIDATION,2026Q2,PM+AH+PD,0.09370734787833926,AH>PD>PM,False,False,False,False,1.0338983050847388,False
