symbol,trade_date,direction,research_period,quarter,c1_cleared_pattern,pm_pd_spacing_pct,directional_level_order_inner_to_outer,A37_G_N1_PM_PD_SPACING_Q4,A37_G_P2_PD_AH_PM_ORDERING,A38_T_P1_PM_REMAINS_FOR_C2,A38_T_N1_PD_REMAINS_FOR_C2,a42_priorclose_to_outer_consumed_ratio,A42_N2_OPEN_CONSUMED_RATIO_Q2
JNJ,2026-04-08,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.21163125370354693,AH>PM>PD,False,False,False,False,0.7385892116182587,False
JNJ,2026-04-21,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.008713837574072078,AH>PD>PM,False,False,False,False,1.1495327102803676,False
JNJ,2026-05-01,BEAR,VALIDATION,2026Q2,PM+AH,0.6650041562759812,AH>PM>PD,True,False,False,True,0.38725490196078194,True
JNJ,2026-05-04,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.5432742209756932,PD>AH>PM,True,True,False,False,1.1985815602836893,False
JPM,2025-06-12,BEAR,DISCOVERY,2025Q2,AH,0.028297420945959932,AH>PD>PM,False,False,False,False,0.5456702253855269,False
JPM,2025-06-18,BULL,DISCOVERY,2025Q2,PM+AH,0.322037348929299,AH>PM>PD,False,False,False,True,0.49572649572649946,True
JPM,2025-07-08,BEAR,DISCOVERY,2025Q3,AH+PD,0.6328566735254904,AH>PD>PM,True,False,True,False,0.7237196765498698,False
JPM,2025-08-18,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.06208823427960638,AH>PM>PD,False,False,False,False,0.7313432835820858,False
JPM,2025-10-15,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.09450717765720631,AH>PM>PD,False,False,False,False,0.8782435129740489,False
JPM,2025-10-22,BEAR,DISCOVERY,2025Q4,NONE,0.016836434043273462,PD>PM>AH,False,False,False,False,-6.454545454544468,False
JPM,2025-11-20,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.6319598958728058,PD>AH>PM,True,True,False,False,0.9868421052631513,False
JPM,2026-01-05,BULL,DISCOVERY,2026Q1,PM+AH+PD,0.20241673311659453,PD>AH>PM,False,True,False,False,0.05319148936171435,False
JPM,2026-02-17,BULL,VALIDATION,2026Q1,PM+AH+PD,0.07890324489594934,AH>PM>PD,False,False,False,False,0.13559322033898522,False
JPM,2026-05-04,BEAR,VALIDATION,2026Q2,AH+PD,0.669262202773572,PD>AH>PM,True,True,True,False,0.6789667896678926,False
JPM,2026-06-08,BULL,VALIDATION,2026Q2,PM+AH,0.5475265805055158,AH>PM>PD,True,False,False,True,0.3164062500000006,True
KLAC,2025-06-16,BULL,DISCOVERY,2025Q2,PM+AH+PD,0.02282193187652881,AH>PM>PD,False,False,False,False,0.9487471526195881,False
KLAC,2025-09-24,BEAR,DISCOVERY,2025Q3,PM+AH,1.1782660380956762,PM>AH>PD,False,False,False,True,0.48075117370891524,True
KLAC,2025-10-16,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.6482763401024821,AH>PD>PM,True,False,False,False,1.0120675784392603,False
KLAC,2025-12-19,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.9685230024213098,AH>PD>PM,True,False,False,False,0.7839826839826862,False
KLAC,2026-01-02,BULL,DISCOVERY,2026Q1,PM+AH+PD,0.56358686770854,AH>PD>PM,True,False,False,False,1.039610840861711,False
KLAC,2026-08-06,BEAR,VALIDATION,2026Q3,PM+AH+PD,1.130716032501515,PD>AH>PM,False,True,False,False,0.8592896174863346,False
LLY,2025-07-29,BEAR,DISCOVERY,2025Q3,PM+AH+PD,3.988256377016052,AH>PD>PM,False,False,False,False,0.908301682040152,False
LLY,2025-08-21,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.11341083073432869,PM>AH>PD,False,False,False,False,0.35483870967748243,True
LLY,2026-01-05,BULL,DISCOVERY,2026Q1,PM,0.5297804333808097,PM>AH>PD,True,False,False,False,-38.413793103422535,False
LLY,2026-02-09,BULL,VALIDATION,2026Q1,PM+AH+PD,2.2369194317217205,PD>AH>PM,False,True,False,False,0.7344350499615647,False
LLY,2026-03-31,BULL,VALIDATION,2026Q1,PM+AH+PD,0.14049955396966893,AH>PM>PD,False,False,False,False,0.6300469483568123,False
LLY,2026-04-01,BULL,VALIDATION,2026Q2,PM+AH+PD,0.15743801074299985,AH>PD>PM,False,False,False,False,1.2331511839708507,False
LLY,2026-04-07,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.2661782196541791,AH>PD>PM,False,False,False,False,0.23163538873994466,True
LLY,2026-04-21,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.16451878256100905,AH>PD>PM,False,False,False,False,1.0851063829787189,False
LLY,2026-06-15,BEAR,VALIDATION,2026Q2,AH+PD,0.3368983247929707,PD>AH>PM,False,True,True,False,-0.25,False
LLY,2026-08-19,BULL,VALIDATION,2026Q3,PM+AH+PD,1.5844558581257786,AH>PD>PM,False,False,False,False,0.8936070928604765,False
LMT,2025-08-22,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.0646823316865406,AH>PM>PD,False,False,False,False,2.153846153846144,False
LMT,2025-12-10,BEAR,DISCOVERY,2025Q4,AH+PD,0.0035699561949132917,AH>PD>PM,False,False,True,False,0.8745710173807363,False
LMT,2026-07-24,BULL,VALIDATION,2026Q3,PM+AH,0.9576021829736292,AH>PM>PD,True,False,False,True,0.10615839314795802,False
LOW,2025-08-06,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.12597631645249976,AH>PM>PD,False,False,False,False,0.06410256410257859,False
LOW,2025-09-10,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.3450752170709473,AH>PM>PD,False,False,False,False,0.4724919093851008,True
LOW,2025-09-24,BEAR,DISCOVERY,2025Q3,PM+AH,0.8271191007373412,PM>AH>PD,True,False,False,True,0.566666666666654,False
LOW,2026-01-30,BEAR,VALIDATION,2026Q1,AH+PD,0.24115452729944098,AH>PD>PM,False,False,True,False,0.37261146496814146,True
LOW,2026-05-04,BEAR,VALIDATION,2026Q2,AH+PD,0.8877779693156362,AH>PD>PM,True,False,True,False,0.7350427350427334,False
LOW,2026-05-13,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.2799208715301677,AH>PD>PM,False,False,False,False,1.4901960784313677,False
LRCX,2025-10-07,BEAR,DISCOVERY,2025Q4,AH+PD,0.6526053755844847,PD>AH>PM,True,True,True,False,-0.113402061855655,False
LRCX,2026-01-05,BULL,DISCOVERY,2026Q1,PM+AH+PD,2.8388740017510785,PD>AH>PM,False,True,False,False,0.8336079077429996,False
LRCX,2026-05-12,BEAR,VALIDATION,2026Q2,PM+AH+PD,2.25060932395291,AH>PD>PM,False,False,False,False,0.8789840637450227,False
LRCX,2026-08-03,BEAR,VALIDATION,2026Q3,PM+AH+PD,3.8022020072008784,PD>AH>PM,False,True,False,False,0.8782924613987306,False
LRCX,2026-08-06,BEAR,VALIDATION,2026Q3,PM+AH+PD,1.7708470992467338,AH>PD>PM,False,False,False,False,1.0,False
LULU,2025-07-29,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.15266116161266277,AH>PD>PM,False,False,False,False,1.0,False
LULU,2025-08-22,BULL,DISCOVERY,2025Q3,AH+PD,0.26164838482439884,PD>AH>PM,False,True,True,False,0.3827160493827178,True
LULU,2025-11-10,BULL,DISCOVERY,2025Q4,AH+PD,0.5281768944988979,AH>PD>PM,True,False,True,False,0.8930481283422523,False
LULU,2025-12-03,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.7440895898380658,PM>AH>PD,True,False,False,False,-0.24999999999999387,False
LULU,2026-01-05,BULL,DISCOVERY,2026Q1,PM+AH+PD,0.037728730428226984,AH>PM>PD,False,False,False,False,0.5257352941176443,True
LULU,2026-02-10,BULL,VALIDATION,2026Q1,PM+AH+PD,0.06251953735543132,PD>PM>AH,False,False,False,False,1.9411764705882057,False
LULU,2026-07-28,BULL,VALIDATION,2026Q3,PM+AH+PD,0.5308168681804739,AH>PD>PM,True,False,False,False,1.0,False
LULU,2026-08-21,BULL,VALIDATION,2026Q3,PM+AH,0.467786519243034,AH>PM>PD,False,False,False,True,0.5601851851851898,False
MA,2025-10-29,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.7900927693195516,PD>AH>PM,True,True,False,False,0.8676470588235301,False
MA,2026-01-13,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.059328658196713804,AH>PM>PD,False,False,False,False,0.7049248305190913,False
MA,2026-04-09,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.2523665549985965,AH>PD>PM,False,False,False,False,1.0441176470588247,False
MA,2026-06-02,BEAR,VALIDATION,2026Q2,PM+AH,0.5815436412794006,AH>PM>PD,True,False,False,True,0.33181818181818035,True
MA,2026-06-29,BULL,VALIDATION,2026Q2,PM+AH+PD,0.4192288969908929,AH>PM>PD,False,False,False,False,0.6618181818181793,False
MA,2026-07-24,BULL,VALIDATION,2026Q3,PM+AH+PD,0.18442892899486577,AH>PD>PM,False,False,False,False,0.7647058823529609,False
MA,2026-07-27,BULL,VALIDATION,2026Q3,PM+AH+PD,0.554016620498615,AH>PD>PM,True,False,False,False,1.0538922155688468,False
MCD,2025-06-09,BEAR,DISCOVERY,2025Q2,PM+AH+PD,0.9200897169332534,AH>PD>PM,True,False,False,False,1.0815709969788465,False
MCD,2025-10-06,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.12949358638677774,AH>PM>PD,False,False,False,False,0.8379888268156382,False
MCD,2025-10-14,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.05989817310572255,AH>PD>PM,False,False,False,False,0.10204081632655192,False
MCD,2025-12-16,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.03751565042484293,PM>PD>AH,False,False,False,False,0.33021983205964117,True
MCD,2025-12-18,BULL,DISCOVERY,2025Q4,AH+PD,0.30967015436588285,AH>PD>PM,False,False,True,False,0.45666666666666816,True
MCD,2026-06-29,BULL,VALIDATION,2026Q2,PM+AH+PD,0.011079309389725624,AH>PM>PD,False,False,False,False,0.495798319327711,True
MCD,2026-07-15,BEAR,VALIDATION,2026Q3,PM+AH+PD,0.008385236393781708,AH>PM>PD,False,False,False,False,1.5852534562211702,False
META,2025-07-01,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.03131957541549749,AH>PM>PD,False,False,False,False,0.3018617021276579,True
META,2025-07-16,BEAR,DISCOVERY,2025Q3,NONE,0.15625549885622383,PM>PD>AH,False,False,False,False,-4.863636363636654,False
META,2025-08-18,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.9923226914983346,AH>PD>PM,True,False,False,False,0.8391693811074896,False
META,2025-09-04,BULL,DISCOVERY,2025Q3,PM+AH+PD,1.374786994415485,AH>PD>PM,False,False,False,False,0.85825862487406,False
META,2025-09-08,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.12541668041850168,AH>PM>PD,False,False,False,False,0.6545936395759695,False
META,2025-09-11,BEAR,DISCOVERY,2025Q3,NONE,0.1330671989354624,PM>AH>PD,False,False,False,False,-3.562500000000231,False
META,2025-12-09,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.4521000045210001,PD>AH>PM,False,True,False,False,0.6582661290322656,False
META,2026-01-08,BEAR,DISCOVERY,2026Q1,PM+AH+PD,0.029461703661788102,AH>PM>PD,False,False,False,False,0.7220779220779108,False
META,2026-01-13,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.13405212739478312,AH>PD>PM,False,False,False,False,-0.21739130434785137,False
META,2026-02-13,BEAR,VALIDATION,2026Q1,AH+PD,0.5142746164303663,AH>PD>PM,True,False,True,False,0.5958683021304075,False
META,2026-03-31,BULL,VALIDATION,2026Q1,PM+AH+PD,1.9182231196365556,AH>PD>PM,False,False,False,False,0.9985315712187972,False
META,2026-05-22,BULL,VALIDATION,2026Q2,PM+AH+PD,0.018046247610925138,AH>PM>PD,False,False,False,False,0.11794871794872452,False
META,2026-06-17,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.10816657652785058,AH>PD>PM,False,False,False,False,0.9272108843537479,False
MNDY,2025-06-11,BEAR,DISCOVERY,2025Q2,PM+AH+PD,0.855751733634982,AH>PM>PD,True,False,False,False,0.6135831381733058,False
MNDY,2026-01-30,BEAR,VALIDATION,2026Q1,AH,0.47067026932799294,AH>PM>PD,False,False,False,False,-0.24074074074072954,False
MNDY,2026-02-03,BEAR,VALIDATION,2026Q1,PM+AH+PD,2.7027027027027026,AH>PD>PM,False,False,False,False,0.9752321981424155,False
MNDY,2026-02-23,BEAR,VALIDATION,2026Q1,PM+AH+PD,3.961609148458235,AH>PD>PM,False,False,False,False,1.0530726256983234,False
MNDY,2026-04-23,BEAR,VALIDATION,2026Q2,PM+AH+PD,3.6526946107784397,PD>AH>PM,False,True,False,False,0.8269230769230771,False
MNDY,2026-05-13,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.6053854487200101,AH>PD>PM,True,False,False,False,1.427913403961305,False
MNDY,2026-05-26,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.9630818619582664,AH>PM>PD,True,False,False,False,0.5222929936305711,True
MNDY,2026-08-17,BEAR,VALIDATION,2026Q3,PM+AH+PD,1.0471204188481635,AH>PD>PM,False,False,False,False,1.3333333333333333,False
MNDY,2026-08-27,BULL,VALIDATION,2026Q3,PM+AH+PD,1.7741294849728555,PD>AH>PM,False,True,False,False,0.9555555555555539,False
MRK,2025-07-21,BEAR,DISCOVERY,2025Q3,NONE,0.24389481254494003,PM>AH>PD,False,False,False,False,-1.3999999999999773,False
MRK,2025-07-29,BEAR,DISCOVERY,2025Q3,PM+AH+PD,4.97342212989553,PD>AH>PM,False,True,False,False,0.9883177570093464,False
MRK,2025-08-28,BEAR,DISCOVERY,2025Q3,PM+AH,0.2678970084833985,PM>AH>PD,False,False,False,True,-1.1428571428571777,False
MRK,2025-12-31,BEAR,DISCOVERY,2025Q4,AH,0.009465663306361035,AH>PM>PD,False,False,False,False,0.3444444444444448,True
MRK,2026-06-11,BULL,VALIDATION,2026Q2,PM+AH+PD,0.04999583368052852,AH>PM>PD,False,False,False,False,1.0,False
MRK,2026-06-26,BULL,VALIDATION,2026Q2,PM+AH+PD,0.03183046191080038,AH>PD>PM,False,False,False,False,0.6851851851851857,False
MRNA,2025-06-05,BEAR,DISCOVERY,2025Q2,PM+AH+PD,0.036975411351457065,AH>PM>PD,False,False,False,False,0.5348837209302256,False
MRNA,2025-08-04,BULL,DISCOVERY,2025Q3,AH+PD,1.5305214450969913,AH>PD>PM,False,False,True,False,0.5815602836879449,False
MRNA,2025-10-28,BEAR,DISCOVERY,2025Q4,PM+AH,0.2633063757758145,PM>AH>PD,False,False,False,True,-0.20000000000003554,False
MRNA,2025-11-03,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.9161447134710571,AH>PD>PM,True,False,False,False,1.0186915887850496,False
MRNA,2025-12-17,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.0,AH>PM>PD,False,False,False,False,1.0909090909091055,False
MRNA,2026-01-06,BULL,DISCOVERY,2026Q1,PM+AH+PD,0.11397341746681745,AH>PD>PM,False,False,False,False,0.5128205128205193,True
MRNA,2026-08-03,BEAR,VALIDATION,2026Q3,PM,0.1461187214611841,PM>PD>AH,False,False,False,False,-0.42045454545452987,False
MRVL,2025-06-27,BEAR,DISCOVERY,2025Q2,AH,0.2578981302385594,AH>PM>PD,False,False,False,False,0.4509803921568655,True
MRVL,2025-07-16,BEAR,DISCOVERY,2025Q3,PM+AH+PD,3.267368243040901,AH>PD>PM,False,False,False,False,0.8720930232558145,False
MRVL,2025-08-12,BEAR,DISCOVERY,2025Q3,AH+PD,2.545263710312251,PD>AH>PM,False,True,True,False,0.4581280788177371,True
MRVL,2025-10-21,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.19914484859134504,AH>PD>PM,False,False,False,False,0.2678571428571519,True
MRVL,2026-01-02,BULL,DISCOVERY,2026Q1,AH+PD,0.4992396637305117,AH>PD>PM,True,False,True,False,0.7426160337552734,False
MRVL,2026-01-05,BULL,DISCOVERY,2026Q1,PM+AH+PD,3.297303199039192,AH>PD>PM,False,False,False,False,0.9780160857908864,False
MRVL,2026-01-07,BEAR,DISCOVERY,2026Q1,PM+AH+PD,0.38104035563766336,AH>PD>PM,False,False,False,False,0.9544678429140592,False
MRVL,2026-03-25,BULL,VALIDATION,2026Q1,AH+PD,2.3654203129143503,PD>AH>PM,False,True,True,False,0.5660066006600669,False
MRVL,2026-04-16,BEAR,VALIDATION,2026Q2,AH,0.395076736058336,AH>PD>PM,False,False,False,False,0.7222222222222275,False
MRVL,2026-08-03,BEAR,VALIDATION,2026Q3,PM+AH+PD,3.878840706036176,PD>AH>PM,False,True,False,False,0.9312160213759427,False
MRVL,2026-08-06,BEAR,VALIDATION,2026Q3,PM+AH+PD,2.547617327650554,PD>AH>PM,False,True,False,False,0.9058333333333337,False
MRVL,2026-08-20,BULL,VALIDATION,2026Q3,NONE,1.6258092600083378,PM>AH>PD,False,False,False,False,0.026416021624278554,False
MRVL,2026-08-25,BULL,VALIDATION,2026Q3,AH+PD,3.0473680855133205,AH>PD>PM,False,False,True,False,0.8434554973821987,False
MS,2025-07-16,BEAR,DISCOVERY,2025Q3,PM+AH+PD,1.9546297617349186,PD>AH>PM,False,True,False,False,0.7574692442882257,False
MS,2025-09-26,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.24773821283533676,PD>AH>PM,False,True,False,False,0.8840579710145154,False
MS,2025-10-22,BEAR,DISCOVERY,2025Q4,NONE,0.13200490303926077,PD>AH>PM,False,True,False,False,-1.3600000000000136,False
MS,2025-12-30,BEAR,DISCOVERY,2025Q4,PM,0.19452549673474742,PM>AH>PD,False,False,False,False,-1.4090909090909267,False
MS,2026-01-05,BULL,DISCOVERY,2026Q1,PM+AH+PD,0.0054955623334107685,PD>PM>AH,False,False,False,False,0.7999999999999513,False
MS,2026-01-14,BEAR,VALIDATION,2026Q1,AH+PD,0.07963860550056172,AH>PD>PM,False,False,True,False,0.7532467532467595,False
MS,2026-03-17,BULL,VALIDATION,2026Q1,PM+AH,0.6843590835265041,AH>PM>PD,True,False,False,True,0.47111111111111215,True
MS,2026-07-22,BULL,VALIDATION,2026Q3,NONE,0.5535055350553584,PM>AH>PD,True,False,False,False,-0.7735849056603693,False
MSFT,2025-08-19,BEAR,DISCOVERY,2025Q3,PM+AH,0.16134205487574543,AH>PM>PD,False,False,False,True,0.6858974358974306,False
MSFT,2025-12-10,BEAR,DISCOVERY,2025Q4,AH+PD,1.2358598109310133,AH>PD>PM,False,False,True,False,0.8399581589958188,False
MSFT,2026-03-31,BULL,VALIDATION,2026Q1,PM+AH+PD,0.0027369890383564122,AH>PD>PM,False,False,False,False,0.8759455370650543,False
MSFT,2026-06-17,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.3589835636811142,AH>PD>PM,False,False,False,False,0.7948717948717996,False
MU,2025-07-02,BEAR,DISCOVERY,2025Q3,PM+AH,0.6028131279303407,AH>PM>PD,True,False,False,True,0.21111111111110892,True
MU,2025-07-16,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.42230653397379964,AH>PD>PM,False,False,False,False,0.7167832167832145,False
MU,2025-07-31,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.3654026112918289,AH>PD>PM,False,False,False,False,0.9311344690105119,False
MU,2025-08-05,BULL,DISCOVERY,2025Q3,PM+AH+PD,1.3442592763097394,PD>AH>PM,False,True,False,False,0.9745222929936267,False
MU,2025-08-15,BEAR,DISCOVERY,2025Q3,PM+AH,1.3905930470347554,AH>PM>PD,False,False,False,True,0.5414507772020735,False
MU,2025-09-29,BULL,DISCOVERY,2025Q3,PM+AH+PD,1.2630525855061654,AH>PD>PM,False,False,False,False,0.7431693989071042,False
MU,2025-12-04,BEAR,DISCOVERY,2025Q4,AH,0.24521609668520483,AH>PM>PD,False,False,False,False,0.6409836065573771,False
MU,2025-12-12,BEAR,DISCOVERY,2025Q4,PM+AH,0.7722007722007677,AH>PM>PD,True,False,False,True,0.40376266280752604,True
MU,2025-12-31,BEAR,DISCOVERY,2025Q4,AH+PD,0.4909112755110822,PD>AH>PM,False,True,True,False,-0.26097560975610834,False
MU,2026-01-06,BULL,DISCOVERY,2026Q1,PM+AH,1.7852161785216152,AH>PM>PD,False,False,False,True,0.45814648729446916,True
MU,2026-03-10,BULL,VALIDATION,2026Q1,PM+AH+PD,1.9450016504583258,AH>PD>PM,False,False,False,False,0.5628742514970031,False
MU,2026-03-13,BULL,VALIDATION,2026Q1,PM+AH+PD,0.16663647889874966,AH>PD>PM,False,False,False,False,0.9263736263736249,False
MU,2026-03-16,BULL,VALIDATION,2026Q1,PM+AH+PD,3.9587233459659323,AH>PD>PM,False,False,False,False,0.9742217898832698,False
MU,2026-07-21,BULL,VALIDATION,2026Q3,PM+AH+PD,2.819840725027801,AH>PD>PM,False,False,False,False,0.9765250454620605,False
MU,2026-08-03,BEAR,VALIDATION,2026Q3,PM+AH+PD,4.7091872006706845,PD>AH>PM,False,True,False,False,0.8581409117821195,False
MU,2026-08-06,BEAR,VALIDATION,2026Q3,AH+PD,5.048254518589199,PD>AH>PM,False,True,True,False,0.9034432501366358,False
NEE,2025-11-10,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.41580041580040905,PD>AH>PM,False,True,False,False,0.5641025641025968,False
NEE,2025-12-08,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.0,AH>PM>PD,False,False,False,False,-0.7777777777776725,False
NEE,2026-02-04,BULL,VALIDATION,2026Q1,PM+AH+PD,0.6838948371545485,PD>AH>PM,True,True,False,False,1.3309352517985702,False
NEE,2026-04-14,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.2505037303272929,AH>PD>PM,False,False,False,False,1.0172413793103536,False
NEE,2026-05-04,BEAR,VALIDATION,2026Q2,AH+PD,0.7006617360840764,AH>PD>PM,True,False,True,False,0.9270833333333399,False
NEE,2026-06-11,BULL,VALIDATION,2026Q2,PM+AH+PD,0.0937097340986275,PD>AH>PM,False,True,False,False,0.5483870967741951,False
NFLX,2025-06-09,BEAR,DISCOVERY,2025Q2,PM+AH+PD,0.22717075398861858,AH>PM>PD,False,False,False,False,0.4567699836867885,True
NFLX,2025-07-18,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.770145763190257,PD>PM>AH,True,False,False,False,0.8286558345642545,False
NFLX,2025-07-23,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.2103049421661409,PM>PD>AH,False,False,False,False,0.020408163265345187,False
NFLX,2025-09-04,BULL,DISCOVERY,2025Q3,NONE,0.0,AH>PM>PD,False,False,False,False,-2.7999999999997724,False
NFLX,2026-01-09,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.4344193817878034,AH>PM>PD,False,False,False,False,0.5212765957446767,True
NFLX,2026-01-29,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.2197084409607818,PD>PM>AH,False,False,False,False,0.5079365079365008,True
NFLX,2026-02-03,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.8620166332786907,PD>AH>PM,True,True,False,False,0.6986301369862987,False
NFLX,2026-02-12,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.5680025244556679,AH>PD>PM,True,False,False,False,0.8181818181818203,False
NFLX,2026-04-28,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.0,AH>PM>PD,False,False,False,False,-1.2222222222221697,False
NFLX,2026-05-05,BEAR,VALIDATION,2026Q2,PM,0.20344560577825704,PM>PD>AH,False,False,False,False,-0.6360745115856392,False
NFLX,2026-05-28,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.10371650821087777,AH>PD>PM,False,False,False,False,0.7250000000000106,False
NKE,2025-06-12,BEAR,DISCOVERY,2025Q2,AH+PD,0.09592326139087957,AH>PD>PM,False,False,True,False,0.65079365079365,False
NKE,2025-06-17,BEAR,DISCOVERY,2025Q2,PM+AH+PD,0.0,AH>PM>PD,False,False,False,False,0.9104477611940364,False
NKE,2025-10-28,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.2346729246113388,AH>PD>PM,False,False,False,False,0.9777777777777665,False
NKE,2026-01-22,BULL,VALIDATION,2026Q1,AH+PD,0.3509575036240238,PD>AH>PM,False,True,True,False,0.0,False
NKE,2026-01-27,BEAR,VALIDATION,2026Q1,AH+PD,0.3014958834216031,AH>PD>PM,False,False,True,False,0.5952380952380928,False
NKE,2026-02-05,BULL,VALIDATION,2026Q1,PM+AH,0.34214618973561256,PM>AH>PD,False,False,False,True,-0.07317073170732045,False
NKE,2026-02-27,BEAR,VALIDATION,2026Q1,PM+AH+PD,1.971418391987645,PD>AH>PM,False,True,False,False,0.8671328671328687,False
NKE,2026-04-30,BEAR,VALIDATION,2026Q2,AH+PD,0.22675736961451573,AH>PD>PM,False,False,True,False,0.8823529411764534,False
NKE,2026-06-03,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.06892590465250119,AH>PM>PD,False,False,False,False,0.34883720930233325,True
NOW,2025-07-31,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.6147540983606645,PM>AH>PD,True,False,False,False,-0.8292682926829219,False
NOW,2026-02-23,BEAR,VALIDATION,2026Q1,PM+AH+PD,2.250036526566978,AH>PD>PM,False,False,False,False,0.845878136200719,False
NOW,2026-05-08,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.7318005570422168,PD>AH>PM,True,True,False,False,1.038297872340427,False
NOW,2026-05-13,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.20882128848379067,AH>PD>PM,False,False,False,False,0.8446601941747608,False
NOW,2026-06-17,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.6841505131128826,PD>AH>PM,True,True,False,False,0.7999999999999966,False
NOW,2026-07-16,BEAR,VALIDATION,2026Q3,PM+AH+PD,0.16281185653402452,AH>PM>PD,False,False,False,False,-0.48780487804879147,False
NOW,2026-08-17,BEAR,VALIDATION,2026Q3,AH+PD,0.13105086411663247,AH>PD>PM,False,False,True,False,0.7915632754342424,False
NVDA,2025-06-16,BULL,DISCOVERY,2025Q2,PM+AH+PD,0.034829856152702,AH>PM>PD,False,False,False,False,0.8549382716049303,False
NVDA,2025-09-29,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.40525161684291766,AH>PD>PM,False,False,False,False,0.9675324675324725,False
NVDA,2025-12-03,BEAR,DISCOVERY,2025Q4,AH,0.0,AH>PM>PD,False,False,False,False,0.17557251908396135,True
NVDA,2025-12-11,BEAR,DISCOVERY,2025Q4,AH+PD,1.302130130074777,PD>AH>PM,False,True,True,False,0.8534482758620693,False
NVDA,2026-01-02,BULL,DISCOVERY,2026Q1,AH,0.15229892602998293,AH>PM>PD,False,False,False,False,0.8218673218673229,False
NVDA,2026-01-05,BULL,DISCOVERY,2026Q1,PM+AH,0.35302984397680337,AH>PM>PD,False,False,False,True,0.7160436893203856,False
NVDA,2026-01-14,BEAR,VALIDATION,2026Q1,PM+AH,0.2994419490948593,AH>PM>PD,False,False,False,True,0.6182572614107931,False
NVDA,2026-02-27,BEAR,VALIDATION,2026Q1,PM+AH+PD,1.8093478409635293,PD>AH>PM,False,True,False,False,0.9378238341968891,False
NVDA,2026-03-13,BULL,VALIDATION,2026Q1,AH+PD,0.4477893771411683,AH>PD>PM,False,False,True,False,0.6920289855072403,False
NVDA,2026-08-12,BULL,VALIDATION,2026Q3,PM+AH,0.46010194415624606,AH>PM>PD,False,False,False,True,0.7541070482246961,False
ORCL,2025-07-09,BEAR,DISCOVERY,2025Q3,PM+AH,0.7689350249903932,PM>AH>PD,True,False,False,True,-0.7575757575757615,False
