hypothesis_id,feature_a,state_a,feature_b,state_b,effect_type,direction,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
H1B,session_level_clear_state,NONE_CLEARED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,BEAR,221,215,99,116,1,5,46.04651162790697,1.59334640627041,1.4566162592692087,1.0067114093959693,1.0268453285444668,93,43
H1B,session_level_clear_state,NONE_CLEARED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,BULL,243,233,101,132,7,3,43.347639484978544,1.4565152373913781,1.8426892952996008,0.9609364366407982,1.2903046010645698,102,57
H1B,session_level_clear_state,NONE_CLEARED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,BEAR,92,91,46,45,1,0,50.54945054945055,1.738452392536546,1.3227588132701593,1.2369464410895192,0.900576744665553,59,22
H1B,session_level_clear_state,NONE_CLEARED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,BULL,80,78,36,42,2,0,46.15384615384615,1.4943730115368568,1.5626497052056059,1.0772346162478916,1.1820310129580163,54,23
H1B,session_level_clear_state,ALL_3_CLEARED,market_3idx_prior_5d_state,MAJORITY_OPPOSING,POSITIVE_REPLICATING,BEAR,68,68,42,26,0,0,61.76470588235294,2.151455816378389,1.1379005392357573,1.5597810533743663,0.8396561729090325,44,20
H1B,session_level_clear_state,ALL_3_CLEARED,market_3idx_prior_5d_state,MAJORITY_OPPOSING,POSITIVE_REPLICATING,BULL,72,72,40,32,0,0,55.55555555555556,1.625373387619993,1.504781272440348,1.395628671917609,1.1757832475271766,57,22
H1B,session_level_clear_state,TWO_OF_3_CLEARED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,BEAR,159,157,78,79,2,0,49.681528662420384,1.3415259933161583,1.4298050821173462,0.9714889123548015,1.1328333385633906,86,44
H1B,session_level_clear_state,TWO_OF_3_CLEARED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,BULL,253,247,94,153,5,1,38.05668016194332,1.703934851451798,1.597893051282375,1.1175898931000934,1.1917960088691788,103,60
H1B,session_level_clear_state,ONE_OF_3_CLEARED,market_3idx_prior_5d_state,ALL_3_OPPOSING,NEGATIVE_REPLICATING,BEAR,152,149,73,76,2,1,48.993288590604024,1.5050901955202693,1.59944101322632,1.03554495483068,1.0487930449339067,88,52
H1B,session_level_clear_state,ONE_OF_3_CLEARED,market_3idx_prior_5d_state,ALL_3_OPPOSING,NEGATIVE_REPLICATING,BULL,118,112,50,62,5,1,44.642857142857146,1.8356410458595644,1.5876721596060042,1.2630490085173185,1.1927998094728345,74,44
H1B,session_level_clear_state,NONE_CLEARED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,BEAR,263,257,131,126,1,5,50.97276264591439,1.5539638972632863,1.4949938876090088,1.3064673383165364,1.0003003211125705,97,56
H1B,session_level_clear_state,NONE_CLEARED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,BULL,228,223,118,105,2,3,52.91479820627803,1.8044878145863723,1.5939754181677106,1.2187503138105114,1.223688806059506,88,43
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_OPPOSING,POSITIVE_REPLICATING,BEAR,102,100,44,56,2,0,44.0,1.949638906514404,1.5080924922046304,1.4780626217307176,1.0397067656260959,66,59
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_OPPOSING,POSITIVE_REPLICATING,BULL,146,143,81,62,2,1,56.64335664335665,1.5821905730405175,1.2846643461659801,1.0827408266574008,0.9024887508981201,79,72
H2A,session_level_clear_state,TWO_OF_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,BEAR,147,143,70,73,3,1,48.95104895104895,1.5042991571470414,1.7680877780003028,0.8339070861310848,1.4633912292486382,79,91
H2A,session_level_clear_state,TWO_OF_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,BULL,182,178,83,95,4,0,46.62921348314607,1.954949333173964,1.4872530880979453,1.234181987661767,1.0222822117991677,83,104
H2A,session_level_clear_state,NONE_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,BEAR,193,187,91,96,1,5,48.663101604278076,1.4210437667239346,1.5420852802447005,1.1392811296534053,1.1225567881669358,88,90
H2A,session_level_clear_state,NONE_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,BULL,208,201,85,116,5,2,42.288557213930346,1.680265903627686,1.7708952637505933,1.1457363204537474,1.24535824288969,89,103
H2A,session_level_clear_state,ONE_OF_3_CLEARED,relative_multi_horizon_state,RELATIVE_OPPOSING,POSITIVE_REPLICATING,BEAR,130,128,66,62,2,0,51.5625,1.6876021714485174,1.6642907950667314,1.1705191548223288,1.0614703763045052,74,80
H2A,session_level_clear_state,ONE_OF_3_CLEARED,relative_multi_horizon_state,RELATIVE_OPPOSING,POSITIVE_REPLICATING,BULL,150,144,74,70,5,1,51.388888888888886,1.6471857795183054,1.5103510968067473,1.3130837572078446,1.1118114157109802,82,86
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,BEAR,213,209,116,93,4,0,55.50239234449761,1.8616048374918823,1.689935774461757,1.5004167824395707,1.1659192825112081,91,95
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,BULL,194,191,95,96,2,1,49.738219895287955,1.6691168440250317,1.6607582070379245,1.1781524752945853,1.218308234563434,87,98
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,BEAR,157,154,78,76,3,0,50.64935064935065,1.5598318328147776,1.8321811523894622,1.1903637222484564,1.3598455281212778,80,89
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,BULL,168,164,85,79,4,0,51.829268292682926,1.8059122153962632,1.5825040991339312,1.4013440616145987,1.067789082579943,85,95
H2A,session_level_clear_state,NONE_CLEARED,relative_multi_horizon_state,RELATIVE_OPPOSING,POSITIVE_REPLICATING,BEAR,223,221,116,105,1,1,52.48868778280543,1.7075232076331741,1.4333382935984316,1.1830565403993272,1.0206115421887032,88,103
H2A,session_level_clear_state,NONE_CLEARED,relative_multi_horizon_state,RELATIVE_OPPOSING,POSITIVE_REPLICATING,BULL,256,251,124,127,3,2,49.40239043824701,1.5760663285878698,1.5773206330286715,0.9895131566602549,1.154118905726933,93,107
H2A,session_level_clear_state,ONE_OF_3_CLEARED,relative_multi_horizon_state,MIXED,NEGATIVE_REPLICATING,BEAR,110,106,41,65,1,3,38.679245283018865,1.4283778804296459,1.7214738950497326,1.088335484319423,1.3665467800842965,65,77
H2A,session_level_clear_state,ONE_OF_3_CLEARED,relative_multi_horizon_state,MIXED,NEGATIVE_REPLICATING,BULL,98,96,35,61,2,0,36.458333333333336,1.5702718796777846,1.7353076939977292,1.1492629207938454,1.062987461764485,65,62
H2B,session_level_clear_state,NONE_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,BEAR,310,301,151,150,1,8,50.16611295681063,1.6704605826952978,1.4346392994993429,1.1737952977751762,0.9632073099934779,100,113
H2B,session_level_clear_state,NONE_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,BULL,314,303,135,168,8,3,44.554455445544555,1.7071793863370381,1.7400924366196528,1.1666716084999011,1.2464993712074315,101,121
H2B,session_level_clear_state,ALL_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,BEAR,267,262,147,115,5,0,56.10687022900763,1.8482261165975955,1.5856918530977517,1.5004167824395707,1.1659192825112081,92,109
H2B,session_level_clear_state,ALL_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,BULL,281,275,144,131,5,1,52.36363636363637,1.755997161802296,1.6198010243529637,1.2743936063834567,1.1953255425709461,102,116
H2B,session_level_clear_state,ONE_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,BEAR,180,178,76,102,1,1,42.69662921348315,1.495058323539588,1.6779659987023914,1.025222664098959,1.2983877356630802,86,97
H2B,session_level_clear_state,ONE_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,BULL,154,150,72,78,3,1,48.0,1.7783810837060532,1.4441457176928258,1.231826405479405,0.9778710694053339,77,88
H2B,session_level_clear_state,TWO_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,NEGATIVE_REPLICATING,BEAR,277,271,139,132,5,1,51.291512915129154,1.5471431000737281,1.4732859281789223,1.098040527114093,1.1378848728246314,106,115
H2B,session_level_clear_state,TWO_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,NEGATIVE_REPLICATING,BULL,321,315,146,169,5,1,46.34920634920635,1.6822205847021057,1.5175026860923169,1.1183849658989213,1.1409942950285294,109,124
H3A,premarket_rvol_20d_discovery_state,LOW,c2_break_count_state,ONE_C2_LEVEL_BREAK,NEGATIVE_REPLICATING,BEAR,68,68,26,42,0,0,38.23529411764706,1.6250007904339672,1.4682555518546803,1.180208714258297,1.2195256506862917,45,52
H3A,premarket_rvol_20d_discovery_state,LOW,c2_break_count_state,ONE_C2_LEVEL_BREAK,NEGATIVE_REPLICATING,BULL,70,70,34,36,0,0,48.57142857142857,1.5508822110934766,1.532212134714726,0.9359858554577436,1.05186495773303,49,41
H3A,premarket_rvol_20d_discovery_state,HIGH,c2_break_count_state,NO_C2_LEVEL_BREAK,POSITIVE_REPLICATING,BEAR,280,267,138,129,10,3,51.68539325842696,1.8867250852400979,1.6251409211318415,1.5024606434720384,1.1631446058058705,102,118
H3A,premarket_rvol_20d_discovery_state,HIGH,c2_break_count_state,NO_C2_LEVEL_BREAK,POSITIVE_REPLICATING,BULL,317,301,143,158,16,0,47.50830564784053,1.9268032476371388,1.7765164459433245,1.38175593054536,1.2358255368200834,101,119
H3B,premarket_rvol_20d_discovery_state,MODERATE,relevant_level_cluster_state,TIGHT_CLUSTER,POSITIVE_REPLICATING,BEAR,186,182,94,88,0,4,51.64835164835165,1.1810012573694364,1.1880848342818244,0.8594464933422643,0.8866873881968746,82,96
H3B,premarket_rvol_20d_discovery_state,MODERATE,relevant_level_cluster_state,TIGHT_CLUSTER,POSITIVE_REPLICATING,BULL,183,178,85,93,0,5,47.752808988764045,1.0993099487713889,0.9917379317170332,0.7539078710748202,0.741040287115204,74,98
H3B,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,MODERATE_CLUSTER,NEGATIVE_REPLICATING,BEAR,216,213,98,115,0,3,46.009389671361504,1.4004897297208487,1.3497435819660113,1.0037724943011672,0.9547081791879083,92,99
H3B,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,MODERATE_CLUSTER,NEGATIVE_REPLICATING,BULL,173,173,80,93,0,0,46.24277456647399,1.4523736682012733,1.4570159741213669,1.060273187505965,1.1300569592522165,84,92
H3B,premarket_rvol_20d_discovery_state,HIGH,relevant_level_cluster_state,MODERATE_CLUSTER,POSITIVE_REPLICATING,BEAR,166,165,85,80,0,1,51.515151515151516,1.5165162760100328,1.2847014080725785,1.1183729788048522,0.9091795241654432,85,93
H3B,premarket_rvol_20d_discovery_state,HIGH,relevant_level_cluster_state,MODERATE_CLUSTER,POSITIVE_REPLICATING,BULL,190,186,91,95,4,0,48.924731182795696,1.342510988580551,1.3733566594243287,0.9214561466785653,1.0169126452390063,83,95
H3B,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,TIGHT_CLUSTER,NEGATIVE_REPLICATING,BEAR,58,58,24,34,0,0,41.37931034482759,1.2283671914603407,1.2835751408440006,1.012120538614536,1.1579158022849443,41,43
H3B,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,TIGHT_CLUSTER,NEGATIVE_REPLICATING,BULL,78,76,37,39,0,2,48.68421052631579,1.1206252999881086,1.2544315370124979,0.9693992388741117,0.886437215460286,56,50
H4A,exhaustion_state,NONE,session_level_clear_state,ALL_3_CLEARED,POSITIVE_REPLICATING,BEAR,180,176,92,84,4,0,52.27272727272727,1.5347206859465898,1.1643375179831206,1.2447747337191784,0.9228330054006385,78,90
H4A,exhaustion_state,NONE,session_level_clear_state,ALL_3_CLEARED,POSITIVE_REPLICATING,BULL,186,185,97,88,1,0,52.432432432432435,1.3968757077784872,1.3398392395287528,1.010509595342043,0.9789075866009724,85,94
H4A,exhaustion_state,MULTIPLE,session_level_clear_state,ONE_OF_3_CLEARED,NEGATIVE_REPLICATING,BEAR,98,95,35,60,3,0,36.8421052631579,1.917581544198156,2.159377273725537,1.3218719463073194,1.5321599496118903,61,67
H4A,exhaustion_state,MULTIPLE,session_level_clear_state,ONE_OF_3_CLEARED,NEGATIVE_REPLICATING,BULL,98,91,46,45,7,0,50.54945054945055,2.583998202550779,1.9281657590579566,1.80580272490388,1.398055241391038,51,68
H4A,exhaustion_state,ONE,session_level_clear_state,NONE_CLEARED,NEGATIVE_REPLICATING,BEAR,116,114,49,65,0,2,42.98245614035088,1.477498179666945,1.4963976564283679,1.100385158055846,1.1693508402156954,71,77
H4A,exhaustion_state,ONE,session_level_clear_state,NONE_CLEARED,NEGATIVE_REPLICATING,BULL,99,94,43,51,4,1,45.744680851063826,1.603612356774672,1.393602221612494,1.1268378859648498,1.2027342736004036,68,66
H4A,exhaustion_state,ONE,session_level_clear_state,ALL_3_CLEARED,POSITIVE_REPLICATING,BEAR,61,61,35,26,0,0,57.377049180327866,1.9135511739894098,1.8843915430087124,1.2638755353552844,1.143024373928663,46,44
H4A,exhaustion_state,ONE,session_level_clear_state,ALL_3_CLEARED,POSITIVE_REPLICATING,BULL,80,78,43,35,0,2,55.12820512820513,1.7016158708075035,1.228642025715208,1.2180551393136456,0.7647106200602609,57,61
H4A,exhaustion_state,NONE,session_level_clear_state,ONE_OF_3_CLEARED,POSITIVE_REPLICATING,BEAR,198,195,100,95,0,3,51.282051282051285,1.3491367084638444,1.4972357516946504,0.9171004169968779,1.0779787492963926,87,107
H4A,exhaustion_state,NONE,session_level_clear_state,ONE_OF_3_CLEARED,POSITIVE_REPLICATING,BULL,196,193,95,98,1,2,49.22279792746114,1.306090156407088,1.3296656215061138,0.9477467163492819,0.9654132628234884,86,110
H4A,exhaustion_state,MULTIPLE,session_level_clear_state,NONE_CLEARED,NEGATIVE_REPLICATING,BEAR,150,148,75,73,2,0,50.67567567567568,2.3050725161942447,1.8059879405408135,1.6639287573771901,1.1201269916349925,70,85
H4A,exhaustion_state,MULTIPLE,session_level_clear_state,NONE_CLEARED,NEGATIVE_REPLICATING,BULL,175,169,75,94,6,0,44.37869822485207,2.278642017691615,2.299806494768914,1.6230021420332832,1.8133490844654585,69,78
H5A,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,POSITIVE_REPLICATING,BEAR,104,103,54,49,1,0,52.42718446601942,1.690119080606677,1.367685301722822,1.2837887772042564,0.8854440232439253,61,22
H5A,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,POSITIVE_REPLICATING,BULL,139,136,72,64,3,0,52.94117647058823,1.2826850234717557,1.4683592109218937,0.8851574668540758,1.1051646869425316,82,25
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,BEAR,103,101,42,59,2,0,41.584158415841586,1.4777793606783782,1.7780607419468788,0.8409837617122575,1.3503584229390624,63,23
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,BULL,107,107,48,59,0,0,44.85981308411215,1.4824109573853272,1.6662381295178372,1.0835150918173446,1.0626992561105169,71,25
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,BEAR,216,208,87,121,2,6,41.82692307692308,1.5210049092321212,1.4959331697712543,1.06114492521376,1.1051978203721466,94,46
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,BULL,251,244,99,145,6,1,40.57377049180328,1.4740736511760517,1.7702780782079042,1.0739359140667077,1.2792648066337482,100,57
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,BEAR,86,84,36,48,2,0,42.857142857142854,1.6841235483721404,1.94063319245321,1.0689223109677353,1.5328064762185498,57,20
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,BULL,95,92,45,47,3,0,48.91304347826087,1.8243149429944792,1.8200375107962388,1.150790026486442,1.3940712278306113,63,24
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,BEAR,273,270,155,115,2,1,57.407407407407405,1.618895416901646,1.478826993117341,1.3110161272942837,1.0400488968224584,97,57
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,BULL,178,171,91,80,6,1,53.21637426900585,2.01155714007413,1.635143152991143,1.446311104734134,1.1214073754951004,83,48
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_OPPOSING,POSITIVE_REPLICATING,BEAR,99,97,54,43,2,0,55.670103092783506,2.1367839552278807,1.370801129116185,1.511764705882349,1.0591295083508274,64,25
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_OPPOSING,POSITIVE_REPLICATING,BULL,106,103,55,48,2,1,53.398058252427184,1.9535004558816573,1.07487743687063,1.4559911901829155,0.7837102156304838,73,23
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,BEAR,195,191,96,95,3,1,50.261780104712045,1.4998220286389055,1.7407471854027605,1.037957011718788,1.4224019742254024,83,48
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,BULL,257,249,114,135,8,0,45.78313253012048,1.8281152218263546,1.7762821184370965,1.168404789494007,1.218964933007302,93,59
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,NEGATIVE_REPLICATING,BEAR,304,297,152,145,3,4,51.178451178451176,1.466405097662494,1.6052625215384226,1.091293415060961,0.990988454730919,106,58
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,NEGATIVE_REPLICATING,BULL,235,229,107,122,2,4,46.724890829694324,1.7010941706516298,1.2837454681056848,1.1709601873536326,0.9322430549819698,94,51
H5A,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,BEAR,209,202,101,101,5,2,50.0,1.9373069931640619,1.6802892157252507,1.4989587700428255,1.1672516529262857,86,59
H5A,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,BULL,202,197,117,80,4,1,59.390862944162436,1.8237365685701046,1.4771112138279705,1.3031792412734071,1.2103463958329659,80,49
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,BEAR,119,117,47,70,2,0,40.17094017094017,1.8011564966944877,1.9545370251341798,1.0505493330481837,1.5577540232218605,67,23
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,BULL,138,135,66,69,3,0,48.888888888888886,1.8503309521141582,1.6196103795298444,1.2085819658179764,1.1124466258898043,77,25
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,POSITIVE_REPLICATING,BEAR,174,171,85,86,3,0,49.707602339181285,1.4855210378524564,1.4924372204581073,1.107719642505036,1.035410425631178,81,23
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,POSITIVE_REPLICATING,BULL,203,200,99,101,3,0,49.5,1.2555440339681074,1.6344174449609647,0.9244428172623725,1.1937059142702116,95,25
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,BEAR,296,288,149,139,4,4,51.736111111111114,1.753128441254695,1.5757217012623848,1.1445406708366461,1.1651323972660066,95,49
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,BULL,370,355,162,193,15,0,45.63380281690141,1.7893253474034856,1.86426709133384,1.209037367026411,1.281849148807964,101,60
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,BEAR,338,329,176,153,7,2,53.495440729483285,1.851785534159153,1.772561257411719,1.4786785771674085,1.2050712187953123,95,59
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,BULL,285,277,159,118,7,1,57.40072202166065,1.9590608540016765,1.5753019419123464,1.3585393904542742,1.2571512395481956,96,50
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,BEAR,448,440,232,208,3,5,52.72727272727273,1.4882572534130418,1.4369962427458283,1.1461987994364515,0.9877394667951604,110,59
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,BULL,330,320,156,164,5,5,48.75,1.7208386196879135,1.3398517514711843,1.2229704555625442,0.9269295570283417,105,51
