hypothesis_id,feature_a,state_a,feature_b,state_b,effect_type,quarter,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,2026Q2,124,122,58,64,2,0,47.540983606557376,1.762953329505737,1.645995579051928,1.513583413604636,1.1883020807693394,71,48
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,2026Q3,97,94,44,50,3,0,46.808510638297875,1.5545344052796617,1.89950498945419,1.1667219091813,1.3122387427906184,65,40
H2A,session_level_clear_state,NONE_CLEARED,relative_multi_horizon_state,RELATIVE_OPPOSING,POSITIVE_REPLICATING,2025Q2,39,38,15,23,0,1,39.473684210526315,0.7861271313663557,1.2771362675388718,0.62347454145622,0.9266690988690126,33,15
H2A,session_level_clear_state,NONE_CLEARED,relative_multi_horizon_state,RELATIVE_OPPOSING,POSITIVE_REPLICATING,2025Q3,136,131,62,69,0,5,47.32824427480916,1.0480977483887421,1.198266064095051,0.8167380727950373,0.7561714282077809,74,52
H2A,session_level_clear_state,NONE_CLEARED,relative_multi_horizon_state,RELATIVE_OPPOSING,POSITIVE_REPLICATING,2025Q4,163,158,92,66,0,5,58.22784810126582,1.5121579026591474,1.150993565098928,1.094890510948912,0.69297861324625,84,59
H2A,session_level_clear_state,NONE_CLEARED,relative_multi_horizon_state,RELATIVE_OPPOSING,POSITIVE_REPLICATING,2026Q1,173,172,86,86,1,0,50.0,1.503984660331772,1.4594302429528796,1.1034406276858295,1.1419723216877893,85,56
H2A,session_level_clear_state,NONE_CLEARED,relative_multi_horizon_state,RELATIVE_OPPOSING,POSITIVE_REPLICATING,2026Q2,190,186,93,93,2,2,50.0,1.708985182785893,1.6190880853980687,0.9765214089286374,1.1698759808631678,92,56
H2A,session_level_clear_state,NONE_CLEARED,relative_multi_horizon_state,RELATIVE_OPPOSING,POSITIVE_REPLICATING,2026Q3,129,127,69,58,1,1,54.330708661417326,1.7898016003090658,1.337691180515289,1.2607099143206868,0.9323654390934879,70,38
H2A,session_level_clear_state,ONE_OF_3_CLEARED,relative_multi_horizon_state,MIXED,NEGATIVE_REPLICATING,2025Q2,56,56,30,26,0,0,53.57142857142857,1.089024530116323,1.2745980005098667,0.7674739258986278,0.8618421611997853,44,18
H2A,session_level_clear_state,ONE_OF_3_CLEARED,relative_multi_horizon_state,MIXED,NEGATIVE_REPLICATING,2025Q3,120,118,60,58,0,2,50.847457627118644,1.0762587990252277,1.1995657019809802,0.6957580218664964,0.8672391050076316,72,54
H2A,session_level_clear_state,ONE_OF_3_CLEARED,relative_multi_horizon_state,MIXED,NEGATIVE_REPLICATING,2025Q4,103,102,45,57,0,1,44.11764705882353,1.0779684554559628,1.4893687537510345,0.780454871513558,1.0275721215215814,70,48
H2A,session_level_clear_state,ONE_OF_3_CLEARED,relative_multi_horizon_state,MIXED,NEGATIVE_REPLICATING,2026Q1,67,66,26,40,1,0,39.39393939393939,1.556823879136421,1.6478289012464455,1.086244940159712,1.1143062544931617,54,44
H2A,session_level_clear_state,ONE_OF_3_CLEARED,relative_multi_horizon_state,MIXED,NEGATIVE_REPLICATING,2026Q2,92,89,34,55,1,2,38.20224719101124,1.4762914721005795,1.5923672406579057,1.1271543360796838,1.1003810954900035,59,41
H2A,session_level_clear_state,ONE_OF_3_CLEARED,relative_multi_horizon_state,MIXED,NEGATIVE_REPLICATING,2026Q3,56,54,23,31,1,1,42.592592592592595,1.5263799960516906,1.915437405023633,1.135091702389098,1.4933917992918158,43,32
H2B,session_level_clear_state,NONE_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,2025Q2,80,77,36,41,0,3,46.753246753246756,1.0576941202629038,1.2262389375217708,0.6721686497791202,0.964314640146174,55,19
H2B,session_level_clear_state,NONE_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,2025Q3,198,194,84,110,0,4,43.29896907216495,0.9672337284252905,1.2589714434876063,0.7827829007460023,0.8976444783214348,90,59
H2B,session_level_clear_state,NONE_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,2025Q4,267,259,129,130,1,7,49.80694980694981,1.4708240155243366,1.2468216195776445,0.9873122838991136,0.8693673930353146,101,60
H2B,session_level_clear_state,NONE_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,2026Q1,209,204,102,102,4,1,50.0,1.5629657613670394,1.4740136125925372,1.1392811296534053,1.0752322297458123,98,54
H2B,session_level_clear_state,NONE_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,2026Q2,223,217,104,113,2,4,47.92626728110599,1.8592811126696216,1.85794832931469,1.2132420577669762,1.2470751702098215,91,61
H2B,session_level_clear_state,NONE_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,2026Q3,212,203,92,111,3,6,45.320197044334975,1.643365391166689,1.3750158789374467,1.2090860702208657,0.9686014865499597,83,39
H2B,session_level_clear_state,ALL_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,2025Q2,68,67,41,26,0,1,61.19402985074627,1.6258650847854779,1.1853161743033869,1.1549346344948326,0.8857268657704382,54,19
H2B,session_level_clear_state,ALL_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,2025Q3,187,184,88,96,1,2,47.82608695652174,1.1891611731744645,1.4453204740348211,0.8731535195263488,1.0187613019891448,84,62
H2B,session_level_clear_state,ALL_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,2025Q4,190,185,98,87,1,4,52.972972972972975,1.428733677894265,1.2299249655608013,0.9757793447760872,0.8910065747280105,84,58
H2B,session_level_clear_state,ALL_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,2026Q1,259,256,152,104,2,1,59.375,1.8817318789089603,1.5107167645070338,1.3336264380449867,1.115241635687737,99,60
H2B,session_level_clear_state,ALL_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,2026Q2,209,205,115,90,4,0,56.09756097560975,1.8282566002681497,1.5619519384894522,1.48511736202883,1.1594792514239225,93,57
H2B,session_level_clear_state,ALL_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,2026Q3,114,110,49,61,4,0,44.54545454545455,1.7749042334277214,1.8385842710177454,1.4023722722636323,1.301116656977876,74,38
H2B,session_level_clear_state,ONE_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,2025Q2,63,61,24,37,0,2,39.34426229508197,1.116978342756976,1.345506107248849,0.7081723850640024,0.8423586040914595,52,17
H2B,session_level_clear_state,ONE_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,2025Q3,157,154,75,79,0,3,48.701298701298704,1.329094951540005,1.1730566181447148,0.8087650139729433,0.7633675387479013,79,58
H2B,session_level_clear_state,ONE_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,2025Q4,172,168,86,82,1,3,51.19047619047619,1.3035595935203805,1.2598370972496176,0.9484854578118287,0.8348382533076026,86,56
H2B,session_level_clear_state,ONE_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,2026Q1,133,132,63,69,0,1,47.72727272727273,1.5896866108752326,1.4065188202143153,1.2257651017465159,0.9940989559691318,74,52
H2B,session_level_clear_state,ONE_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,2026Q2,136,134,59,75,2,0,44.02985074626866,1.6553224993287863,1.5799367517595115,1.0897636699513817,1.1300982937123552,85,49
H2B,session_level_clear_state,ONE_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,NEGATIVE_REPLICATING,2026Q3,77,74,37,37,2,1,50.0,1.688681657461184,1.6892798209569482,1.034784920298915,1.1976852330267707,56,33
H2B,session_level_clear_state,TWO_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,NEGATIVE_REPLICATING,2025Q2,60,58,28,30,0,2,48.275862068965516,1.1155692494452754,1.1473429165849403,0.7829371320551755,0.8870697969708038,45,17
H2B,session_level_clear_state,TWO_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,NEGATIVE_REPLICATING,2025Q3,257,256,119,137,1,0,46.484375,1.2464366683565982,1.131037811385378,0.9654506585752747,0.7917498336659997,92,61
H2B,session_level_clear_state,TWO_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,NEGATIVE_REPLICATING,2025Q4,231,222,122,100,1,8,54.95495495495496,1.3749699486772933,1.1823913884021753,0.9255737704917965,0.8625029130738773,95,61
H2B,session_level_clear_state,TWO_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,NEGATIVE_REPLICATING,2026Q1,215,211,105,106,4,0,49.76303317535545,1.6691682906887313,1.4031954603191668,1.2265978050355035,1.085823126225193,92,58
H2B,session_level_clear_state,TWO_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,NEGATIVE_REPLICATING,2026Q2,242,236,114,122,4,2,48.30508474576271,1.6916230003494417,1.5436351519445402,1.2042155332586277,1.1378878830102923,102,60
H2B,session_level_clear_state,TWO_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,NEGATIVE_REPLICATING,2026Q3,157,155,77,78,2,0,49.67741935483871,1.4988454203100565,1.4978523396965853,0.9244428172623725,1.2792648066337482,86,39
H3A,premarket_rvol_20d_discovery_state,LOW,c2_break_count_state,ONE_C2_LEVEL_BREAK,NEGATIVE_REPLICATING,2025Q2,15,15,7,8,0,0,46.666666666666664,1.1382856267024595,0.8778297385282646,1.1486894106349237,0.6912127018888522,14,11
H3A,premarket_rvol_20d_discovery_state,LOW,c2_break_count_state,ONE_C2_LEVEL_BREAK,NEGATIVE_REPLICATING,2025Q3,86,86,38,48,0,0,44.18604651162791,1.158624225938382,1.1653793035582491,0.7306814457095393,0.9008206302456389,63,42
H3A,premarket_rvol_20d_discovery_state,LOW,c2_break_count_state,ONE_C2_LEVEL_BREAK,NEGATIVE_REPLICATING,2025Q4,62,60,25,35,0,2,41.666666666666664,0.9822690839974029,1.0727837653498664,0.7128796865337415,0.7848560517855856,47,38
H3A,premarket_rvol_20d_discovery_state,LOW,c2_break_count_state,ONE_C2_LEVEL_BREAK,NEGATIVE_REPLICATING,2026Q1,36,36,15,21,0,0,41.666666666666664,1.4329239866194725,1.3541289691536516,0.8593833687775525,1.032436809761875,28,24
H3A,premarket_rvol_20d_discovery_state,LOW,c2_break_count_state,ONE_C2_LEVEL_BREAK,NEGATIVE_REPLICATING,2026Q2,69,69,32,37,0,0,46.3768115942029,1.3860851358422737,1.7180419260009288,1.0835150918173446,1.3547927065294965,47,38
H3A,premarket_rvol_20d_discovery_state,LOW,c2_break_count_state,ONE_C2_LEVEL_BREAK,NEGATIVE_REPLICATING,2026Q3,33,33,13,20,0,0,39.39393939393939,2.1768688071101585,1.2061421567440465,1.2345679012345678,1.1308094278369807,31,18
H3A,premarket_rvol_20d_discovery_state,HIGH,c2_break_count_state,NO_C2_LEVEL_BREAK,POSITIVE_REPLICATING,2025Q2,58,58,21,37,0,0,36.206896551724135,0.9207390959305811,1.3590797546231772,0.6726080143113029,1.06880121674936,42,15
H3A,premarket_rvol_20d_discovery_state,HIGH,c2_break_count_state,NO_C2_LEVEL_BREAK,POSITIVE_REPLICATING,2025Q3,257,251,134,117,3,3,53.386454183266935,1.3319143124714106,1.432009469979929,0.9460666713509887,1.0675721146492771,94,62
H3A,premarket_rvol_20d_discovery_state,HIGH,c2_break_count_state,NO_C2_LEVEL_BREAK,POSITIVE_REPLICATING,2025Q4,228,223,119,104,4,1,53.36322869955157,1.6994463234699668,1.6704192917169762,1.1393644095074866,1.313091404884633,97,60
H3A,premarket_rvol_20d_discovery_state,HIGH,c2_break_count_state,NO_C2_LEVEL_BREAK,POSITIVE_REPLICATING,2026Q1,276,264,130,134,12,0,49.24242424242424,1.83886459383928,1.5698505003531225,1.4402148857464208,1.1590411338597773,103,56
H3A,premarket_rvol_20d_discovery_state,HIGH,c2_break_count_state,NO_C2_LEVEL_BREAK,POSITIVE_REPLICATING,2026Q2,221,212,112,100,8,1,52.83018867924528,1.9407749258922375,1.9078848192317277,1.4601510316772988,1.2982212982212993,96,58
H3A,premarket_rvol_20d_discovery_state,HIGH,c2_break_count_state,NO_C2_LEVEL_BREAK,POSITIVE_REPLICATING,2026Q3,132,124,60,64,6,2,48.38709677419355,1.9637000776586855,1.549511045057137,1.3987244140866146,1.0769631943931377,70,38
H3B,premarket_rvol_20d_discovery_state,MODERATE,relevant_level_cluster_state,TIGHT_CLUSTER,POSITIVE_REPLICATING,2025Q2,42,42,23,19,0,0,54.76190476190476,0.9542859250121056,0.8607709600314022,0.8435646070465104,0.5856848717197352,26,12
H3B,premarket_rvol_20d_discovery_state,MODERATE,relevant_level_cluster_state,TIGHT_CLUSTER,POSITIVE_REPLICATING,2025Q3,193,184,97,87,0,9,52.71739130434783,0.960416861437305,0.8816576454283985,0.7845579078455736,0.6571087216248507,80,60
H3B,premarket_rvol_20d_discovery_state,MODERATE,relevant_level_cluster_state,TIGHT_CLUSTER,POSITIVE_REPLICATING,2025Q4,187,174,91,83,0,13,52.298850574712645,1.0581867209156648,0.9396794260011203,0.7171482809533926,0.6548629638612721,80,60
H3B,premarket_rvol_20d_discovery_state,MODERATE,relevant_level_cluster_state,TIGHT_CLUSTER,POSITIVE_REPLICATING,2026Q1,155,154,87,67,0,1,56.493506493506494,1.2506860590895785,1.0895013894932521,0.9036532029843074,0.7663248785752919,71,52
H3B,premarket_rvol_20d_discovery_state,MODERATE,relevant_level_cluster_state,TIGHT_CLUSTER,POSITIVE_REPLICATING,2026Q2,129,127,64,63,0,2,50.39370078740158,1.309258981578933,1.0191755517073788,0.8375988832015019,0.7220335630213306,64,56
H3B,premarket_rvol_20d_discovery_state,MODERATE,relevant_level_cluster_state,TIGHT_CLUSTER,POSITIVE_REPLICATING,2026Q3,105,99,43,56,0,6,43.43434343434343,0.845124467708852,1.1792016992900902,0.5698240203381995,0.9137605884743201,56,38
H3B,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,MODERATE_CLUSTER,NEGATIVE_REPLICATING,2025Q2,45,45,20,25,0,0,44.44444444444444,1.036446047605499,1.1694974418841422,0.8514664143803242,0.8054388050704159,36,14
H3B,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,MODERATE_CLUSTER,NEGATIVE_REPLICATING,2025Q3,210,208,96,112,0,2,46.15384615384615,1.0375584554042099,1.1357459944307304,0.7592547805366179,0.8437689852448849,90,57
H3B,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,MODERATE_CLUSTER,NEGATIVE_REPLICATING,2025Q4,203,191,97,94,0,12,50.78534031413613,1.1019990896663068,1.0423001003469439,0.7942916158107041,0.6801879792233455,90,55
H3B,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,MODERATE_CLUSTER,NEGATIVE_REPLICATING,2026Q1,131,131,56,75,0,0,42.74809160305343,1.337609792887294,1.3282385738159181,0.9537448960936057,1.052844705405959,73,44
H3B,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,MODERATE_CLUSTER,NEGATIVE_REPLICATING,2026Q2,160,158,74,84,0,2,46.835443037974684,1.3453194372115476,1.4524646357987365,1.033643435810549,0.992274866298727,84,51
H3B,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,MODERATE_CLUSTER,NEGATIVE_REPLICATING,2026Q3,106,105,53,52,0,1,50.476190476190474,1.6102076684478739,1.3647273937355682,1.1393679466744833,0.9699769861649474,69,37
H3B,premarket_rvol_20d_discovery_state,HIGH,relevant_level_cluster_state,MODERATE_CLUSTER,POSITIVE_REPLICATING,2025Q2,50,50,20,30,0,0,40.0,0.8577985228452767,1.2578506716204247,0.6459278653471402,1.044458398033142,39,15
H3B,premarket_rvol_20d_discovery_state,HIGH,relevant_level_cluster_state,MODERATE_CLUSTER,POSITIVE_REPLICATING,2025Q3,184,180,94,86,1,3,52.22222222222222,1.2375029501169976,1.1669260238604715,0.8660968068338657,0.8192953882231586,81,60
H3B,premarket_rvol_20d_discovery_state,HIGH,relevant_level_cluster_state,MODERATE_CLUSTER,POSITIVE_REPLICATING,2025Q4,151,149,78,71,1,1,52.348993288590606,1.4094284535561585,1.4913776851375373,1.0425833577784265,1.3263752989780375,82,58
H3B,premarket_rvol_20d_discovery_state,HIGH,relevant_level_cluster_state,MODERATE_CLUSTER,POSITIVE_REPLICATING,2026Q1,177,175,91,84,2,0,52.0,1.4967300938354136,1.2899841066904048,1.1404231931849451,0.9940989559691318,89,49
H3B,premarket_rvol_20d_discovery_state,HIGH,relevant_level_cluster_state,MODERATE_CLUSTER,POSITIVE_REPLICATING,2026Q2,134,133,68,65,0,1,51.12781954887218,1.4022940445624072,1.3249889420229033,1.0114221694736674,0.9031497308337333,70,53
H3B,premarket_rvol_20d_discovery_state,HIGH,relevant_level_cluster_state,MODERATE_CLUSTER,POSITIVE_REPLICATING,2026Q3,74,72,37,35,2,0,51.388888888888886,1.4783598662089654,1.3901146860214113,0.9735619808640658,0.9967261344726408,54,33
H3B,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,TIGHT_CLUSTER,NEGATIVE_REPLICATING,2025Q2,16,15,5,10,0,1,33.333333333333336,0.806760366868186,0.963373430454131,0.630043562298426,0.7823940765441775,15,11
H3B,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,TIGHT_CLUSTER,NEGATIVE_REPLICATING,2025Q3,94,93,40,53,0,1,43.01075268817204,0.869982308815361,0.9867873299164087,0.6507248931977132,0.6563567703355294,65,40
H3B,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,TIGHT_CLUSTER,NEGATIVE_REPLICATING,2025Q4,110,104,61,43,0,6,58.65384615384615,0.8660592460417523,0.9610041548908156,0.6819667828814108,0.5947265138631099,66,41
H3B,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,TIGHT_CLUSTER,NEGATIVE_REPLICATING,2026Q1,54,54,29,25,0,0,53.7037037037037,1.3834524217955264,1.1074233054804763,1.0523256951521662,0.8937269993150745,42,33
H3B,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,TIGHT_CLUSTER,NEGATIVE_REPLICATING,2026Q2,57,55,21,34,0,2,38.18181818181818,1.0806496220900863,1.3817953621358554,0.729655275109813,1.1659192825112081,40,31
H3B,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,TIGHT_CLUSTER,NEGATIVE_REPLICATING,2026Q3,29,29,15,14,0,0,51.724137931034484,1.097715824367736,1.2035926490559279,1.0063038574981258,0.7197382769901817,24,17
H4A,exhaustion_state,NONE,session_level_clear_state,ALL_3_CLEARED,POSITIVE_REPLICATING,2025Q2,54,52,34,18,0,2,65.38461538461539,1.3467757701747727,1.0318262438324524,1.049912824005069,0.5706489351015296,46,20
H4A,exhaustion_state,NONE,session_level_clear_state,ALL_3_CLEARED,POSITIVE_REPLICATING,2025Q3,171,167,83,84,1,3,49.70059880239521,0.9850936774771069,1.0877155204025037,0.7884631794521724,0.8164710141836059,78,59
H4A,exhaustion_state,NONE,session_level_clear_state,ALL_3_CLEARED,POSITIVE_REPLICATING,2025Q4,178,174,107,67,0,4,61.49425287356322,1.3588782759106395,1.1236280550849076,1.0279297410464867,0.7467797970647457,83,57
H4A,exhaustion_state,NONE,session_level_clear_state,ALL_3_CLEARED,POSITIVE_REPLICATING,2026Q1,176,176,101,75,0,0,57.38636363636363,1.584285353521188,1.170004772666452,1.2640864014358448,0.8831867851226811,82,49
H4A,exhaustion_state,NONE,session_level_clear_state,ALL_3_CLEARED,POSITIVE_REPLICATING,2026Q2,130,126,69,57,4,0,54.76190476190476,1.4121167379626434,1.2908005568977874,1.0230622927802422,1.0109593825367083,72,52
H4A,exhaustion_state,NONE,session_level_clear_state,ALL_3_CLEARED,POSITIVE_REPLICATING,2026Q3,85,84,37,47,1,0,44.04761904761905,1.3321961963977624,1.3916530511211664,1.0448548812664855,1.0397992111868022,55,37
H4A,exhaustion_state,MULTIPLE,session_level_clear_state,ONE_OF_3_CLEARED,NEGATIVE_REPLICATING,2025Q2,22,22,13,9,0,0,59.09090909090909,1.9034499840527934,1.4725515424614612,1.1605686605514203,1.0637411544834205,18,16
H4A,exhaustion_state,MULTIPLE,session_level_clear_state,ONE_OF_3_CLEARED,NEGATIVE_REPLICATING,2025Q3,49,49,23,26,0,0,46.93877551020408,1.9440262191354842,1.5796538278189938,1.3760157440324996,0.9044094604358155,36,33
H4A,exhaustion_state,MULTIPLE,session_level_clear_state,ONE_OF_3_CLEARED,NEGATIVE_REPLICATING,2025Q4,52,50,16,34,1,1,32.0,1.8845987520794456,1.9416293250572063,1.2737295257052792,1.465590357622274,38,37
H4A,exhaustion_state,MULTIPLE,session_level_clear_state,ONE_OF_3_CLEARED,NEGATIVE_REPLICATING,2026Q1,64,61,24,37,3,0,39.34426229508197,2.4018122075967496,1.7133141932639888,2.1168324039554096,1.3665467800842965,42,37
H4A,exhaustion_state,MULTIPLE,session_level_clear_state,ONE_OF_3_CLEARED,NEGATIVE_REPLICATING,2026Q2,77,74,34,40,3,0,45.945945945945944,2.313939368313423,2.03706409221675,1.663975601004668,1.3663449163449228,50,43
H4A,exhaustion_state,MULTIPLE,session_level_clear_state,ONE_OF_3_CLEARED,NEGATIVE_REPLICATING,2026Q3,60,56,28,28,4,0,50.0,2.121860580271833,2.247039628833419,1.3445820538337214,1.5546232437847967,43,31
H4A,exhaustion_state,ONE,session_level_clear_state,NONE_CLEARED,NEGATIVE_REPLICATING,2025Q2,30,28,12,16,0,2,42.857142857142854,0.9953367895301576,0.9719959678440885,0.6561350876629904,0.9451916259121687,27,18
H4A,exhaustion_state,ONE,session_level_clear_state,NONE_CLEARED,NEGATIVE_REPLICATING,2025Q3,66,66,31,35,0,0,46.96969696969697,0.9465628576170946,1.064186309199922,0.7606750872165489,0.7525800330554,49,41
H4A,exhaustion_state,ONE,session_level_clear_state,NONE_CLEARED,NEGATIVE_REPLICATING,2025Q4,85,85,40,45,0,0,47.05882352941177,1.3525478137089335,1.0301790523839838,0.9375743634488726,0.8011422225747528,57,49
H4A,exhaustion_state,ONE,session_level_clear_state,NONE_CLEARED,NEGATIVE_REPLICATING,2026Q1,73,71,25,46,2,0,35.2112676056338,1.327601388261162,1.535498793631496,0.7489597780860019,1.2844036697247758,51,43
H4A,exhaustion_state,ONE,session_level_clear_state,NONE_CLEARED,NEGATIVE_REPLICATING,2026Q2,85,83,41,42,1,1,49.397590361445786,1.635277130289678,1.3582811563886565,1.1024670299954262,1.2271491990614896,53,44
H4A,exhaustion_state,ONE,session_level_clear_state,NONE_CLEARED,NEGATIVE_REPLICATING,2026Q3,62,59,28,31,1,2,47.45762711864407,1.7335713232008179,1.4292815354337638,1.3857990084480858,0.9166331699971935,43,33
H4A,exhaustion_state,ONE,session_level_clear_state,ALL_3_CLEARED,POSITIVE_REPLICATING,2025Q2,20,20,11,9,0,0,55.0,1.3369249033851192,0.9128896740840393,1.0984524370596838,0.9217858369940962,18,13
H4A,exhaustion_state,ONE,session_level_clear_state,ALL_3_CLEARED,POSITIVE_REPLICATING,2025Q3,49,49,22,27,0,0,44.89795918367347,1.0836309511105027,1.4475801516650164,0.9213767573526386,0.9856649576226926,37,34
H4A,exhaustion_state,ONE,session_level_clear_state,ALL_3_CLEARED,POSITIVE_REPLICATING,2025Q4,48,47,31,16,0,1,65.95744680851064,1.1483701193735865,1.0072199893476215,0.9703785336264887,0.6064346506786107,36,31
H4A,exhaustion_state,ONE,session_level_clear_state,ALL_3_CLEARED,POSITIVE_REPLICATING,2026Q1,65,63,35,28,0,2,55.55555555555556,1.887772286796042,1.4073793501116016,1.209267644423596,0.9611493322541367,54,38
H4A,exhaustion_state,ONE,session_level_clear_state,ALL_3_CLEARED,POSITIVE_REPLICATING,2026Q2,57,57,32,25,0,0,56.14035087719298,1.9284854233691957,1.1996482620051208,1.6609830667920908,0.6920573811815348,46,34
H4A,exhaustion_state,ONE,session_level_clear_state,ALL_3_CLEARED,POSITIVE_REPLICATING,2026Q3,29,29,17,12,0,0,58.62068965517241,1.3218507934034152,2.2390244555574133,0.872901678657071,1.1774967291757505,26,19
H4A,exhaustion_state,NONE,session_level_clear_state,ONE_OF_3_CLEARED,POSITIVE_REPLICATING,2025Q2,89,87,43,44,0,2,49.42528735632184,1.0703635914576675,1.197954754510076,0.8384907167099255,0.8026954712119734,67,23
H4A,exhaustion_state,NONE,session_level_clear_state,ONE_OF_3_CLEARED,POSITIVE_REPLICATING,2025Q3,231,223,118,105,0,8,52.91479820627803,1.1647117430402718,1.1109890549981907,0.7652347821665559,0.7532146869928374,92,63
H4A,exhaustion_state,NONE,session_level_clear_state,ONE_OF_3_CLEARED,POSITIVE_REPLICATING,2025Q4,221,215,116,99,0,6,53.95348837209303,1.1747642994279779,1.2199867201644146,0.9110593618499054,0.7632605304212117,98,63
H4A,exhaustion_state,NONE,session_level_clear_state,ONE_OF_3_CLEARED,POSITIVE_REPLICATING,2026Q1,168,167,95,72,0,1,56.88622754491018,1.3486804542783508,1.377452179036588,1.0048195911306599,1.0390295340794045,84,57
H4A,exhaustion_state,NONE,session_level_clear_state,ONE_OF_3_CLEARED,POSITIVE_REPLICATING,2026Q2,164,161,76,85,1,2,47.20496894409938,1.2776281102634666,1.3746271137586217,0.9834141584775247,1.0032176223093732,80,57
H4A,exhaustion_state,NONE,session_level_clear_state,ONE_OF_3_CLEARED,POSITIVE_REPLICATING,2026Q3,79,77,39,38,0,2,50.64935064935065,1.4965646894001419,1.4161561109479204,0.8680912746656787,1.0106798167075388,55,32
H4A,exhaustion_state,MULTIPLE,session_level_clear_state,NONE_CLEARED,NEGATIVE_REPLICATING,2025Q2,20,20,8,12,0,0,40.0,1.2658999693810205,1.5038633343465058,0.8339668648167666,1.0892038881730923,14,12
H4A,exhaustion_state,MULTIPLE,session_level_clear_state,NONE_CLEARED,NEGATIVE_REPLICATING,2025Q3,38,38,16,22,0,0,42.10526315789474,1.3305723134169103,2.170900155143794,0.9321842420842532,1.3831158479829049,30,25
H4A,exhaustion_state,MULTIPLE,session_level_clear_state,NONE_CLEARED,NEGATIVE_REPLICATING,2025Q4,56,55,30,25,1,0,54.54545454545455,2.0276234731977874,2.0022044242399586,1.570371528823099,1.4318325292224472,39,38
H4A,exhaustion_state,MULTIPLE,session_level_clear_state,NONE_CLEARED,NEGATIVE_REPLICATING,2026Q1,88,86,47,39,2,0,54.651162790697676,2.702538295030796,1.6328591192094777,2.3120118606264546,1.2101636372572269,54,37
