hypothesis_id,feature_a,state_a,feature_b,state_b,effect_type,symbol,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,BAC,4,4,3,1,0,0,75.0,0.9470864838310467,1.3040313830291608,0.9323513972616924,1.433136024725152,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,BKNG,1,1,1,0,0,0,100.0,1.0859869403155942,1.218964933007302,1.0859869403155942,1.218964933007302,1,1
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,BLK,2,2,1,1,0,0,50.0,2.184543030757889,0.5344852220482943,2.184543030757889,0.5344852220482943,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,BMY,5,5,5,0,0,0,100.0,1.2768076968927304,0.9364244662134962,1.0474179928548282,1.0122490643075857,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,C,9,9,5,4,0,0,55.55555555555556,0.6293058001457225,1.9570819593328705,0.534363848159308,1.8879006544722268,1,9
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,CEG,4,4,0,4,0,0,0.0,1.8743995368663615,1.3980598347363207,1.4964045485196373,1.3982824197891888,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,CMCSA,2,2,1,1,0,0,50.0,1.8396277791107867,0.527509974168402,1.8396277791107867,0.527509974168402,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,CME,4,4,2,2,0,0,50.0,1.0080140733731855,1.2016526192869068,1.1859512017416787,1.2291702971374394,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,CMG,3,3,2,1,0,0,66.66666666666667,2.0703400804081293,0.7692392188594338,1.9516728624535302,1.115241635687737,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,COIN,2,2,2,0,0,0,100.0,2.8973910470806263,2.8983911875483335,2.8973910470806263,2.8983911875483335,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,COP,4,4,1,3,0,0,25.0,1.6259932291032662,1.2162094289223115,1.7166175766855087,1.0045899874499358,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,COST,1,1,1,0,0,0,100.0,2.2743655819293975,0.022210371458653625,2.2743655819293975,0.022210371458653625,1,1
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,CRM,3,3,2,1,0,0,66.66666666666667,2.062945815514759,1.2932055478165052,1.8773750779876368,1.1060680980160795,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,CRWD,4,4,1,3,0,0,25.0,2.625216276276916,2.193497399820776,2.8706603378960422,2.0491368235451444,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,CSCO,1,1,1,0,0,0,100.0,2.850994232590167,0.34432297495049624,2.850994232590167,0.34432297495049624,1,1
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,CVS,1,1,1,0,0,0,100.0,1.8362282878411962,0.44665012406947824,1.8362282878411962,0.44665012406947824,1,1
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,CVX,3,3,3,0,0,0,100.0,1.2479743135336772,1.0483999558047723,1.4143879305563165,0.6749857444071704,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,DASH,3,3,2,1,0,0,66.66666666666667,1.741597563886237,3.4355481417880855,1.9272520792277572,2.313725490196078,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,DDOG,5,5,4,1,0,0,80.0,2.5733585362302795,2.932220993021426,2.327224062060527,1.5296128037344172,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,DE,4,4,2,2,0,0,50.0,3.2371118754576385,0.9240299614392324,3.632410994932645,0.9342592269217949,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,DELL,5,5,2,3,0,0,40.0,3.061560190666894,4.307052635366604,0.9563062958760727,4.9595933975884785,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,DIS,2,2,0,2,0,0,0.0,0.7486666358845304,1.2565129099342123,0.7486666358845304,1.2565129099342123,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,EOG,4,4,3,1,0,0,75.0,1.8274278400655586,0.9490936756741781,1.9449843776220295,0.6514527005119266,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,FDX,2,2,1,1,0,0,50.0,0.9454387273738427,1.9506826542862141,0.9454387273738427,1.9506826542862141,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,GE,2,2,2,0,0,0,100.0,3.594381189159058,0.376186282255132,3.594381189159058,0.376186282255132,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,GILD,1,1,0,1,0,0,0.0,2.1270679827610137,0.852018827828647,2.1270679827610137,0.852018827828647,1,1
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,GOOG,1,1,1,0,0,0,100.0,0.9691499593104912,0.8922098098690496,0.9691499593104912,0.8922098098690496,1,1
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,GS,4,4,2,2,0,0,50.0,1.1519293872110392,2.167348831275794,0.4124750099996032,1.796582439466854,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,HAL,2,2,2,0,0,0,100.0,1.213905887252417,2.0779321011634897,1.213905887252417,2.0779321011634897,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,HD,9,9,5,4,0,0,55.55555555555556,1.4505161370923885,1.1761970106536803,1.5004167824395707,0.704176857805238,1,9
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,HON,4,4,3,1,0,0,75.0,2.050402635500722,0.8436226453163365,2.062767325581599,0.34385684947035616,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,HOOD,5,4,4,0,1,0,100.0,4.257213775949407,2.384662746283679,4.964756359178669,0.5653422690282351,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,IBM,1,1,1,0,0,0,100.0,1.8806894320964804,0.27258444619010214,1.8806894320964804,0.27258444619010214,1,1
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,INTC,7,7,5,2,0,0,71.42857142857143,1.7569341196660868,3.5537225535166193,0.9918845807033313,3.6886828891463956,1,7
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,ISRG,2,2,2,0,0,0,100.0,3.561123630649956,0.22160931343494175,3.561123630649956,0.22160931343494175,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,IWM,5,4,3,1,0,1,75.0,0.76140737295517,0.49713953125598015,0.627891606080627,0.3679529611892848,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,JNJ,8,8,3,5,0,0,37.5,0.6393081296197172,0.7780524761714056,0.49377300291215287,0.8490290773987353,1,8
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,JPM,4,4,1,3,0,0,25.0,0.5341609743887182,1.614272751473271,0.35266908808673875,1.644716451944248,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,KLAC,2,2,1,1,0,0,50.0,0.5121404901304746,3.6366205344533946,0.5121404901304746,3.6366205344533946,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,LLY,3,3,3,0,0,0,100.0,2.304337170734592,2.096171830187292,2.1934352348285535,1.0101346476184159,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,LMT,2,2,0,2,0,0,0.0,1.2886429430348767,0.9874533020421863,1.2886429430348767,0.9874533020421863,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,LOW,4,4,3,1,0,0,75.0,1.8031447277953596,0.7840170700620815,1.8620975340286139,0.8458813987678102,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,LRCX,4,4,2,2,0,0,50.0,1.1379998563355227,3.7822732583999894,1.0451217013280774,3.7237996118617094,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,LULU,4,3,1,2,1,0,33.333333333333336,2.378175281157996,3.201071238319705,1.7647165321580105,2.5158085059387876,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,MA,6,6,3,3,0,0,50.0,1.6926632684172567,0.6247651217059808,1.6045665158032998,0.6323283414786686,1,6
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,MCD,4,4,1,3,0,0,25.0,0.45315708133681953,1.3594164679843774,0.37337559864698877,1.4619252659385582,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,META,6,6,5,1,0,0,83.33333333333333,1.7429475885134798,0.9026135977215174,1.891223897305823,0.9863731400349967,1,6
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,MNDY,5,4,2,2,1,0,50.0,3.199549878450081,1.8771582009841346,2.5562492637530942,1.6020732712922598,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,MRK,2,2,2,0,0,0,100.0,1.5412546170772687,1.304167305835209,1.5412546170772687,1.304167305835209,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,MRNA,2,2,2,0,0,0,100.0,8.39958700255848,4.228632979339675,8.39958700255848,4.228632979339675,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,MRVL,7,7,5,2,0,0,71.42857142857143,2.5629019403761695,3.5221717058975153,3.0492898913951474,2.2157334249398817,1,7
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,MS,3,3,2,1,0,0,66.66666666666667,1.1117545443745842,1.5812962224191456,0.5091584475470652,1.9243313763861636,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,MSFT,5,5,0,5,0,0,0.0,1.01043995123115,1.1645449164630866,0.3429524809985771,1.1584006341970907,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,MU,5,5,2,3,0,0,40.0,1.9673748949463505,2.9916259820828963,1.9027253676925018,1.903979617433381,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,NEE,5,5,3,2,0,0,60.0,0.5021835321736854,0.9963891129772732,0.5944517833553385,0.9353443236291327,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,NFLX,11,11,2,9,0,0,18.181818181818183,1.295043877956148,1.312320830587713,1.064187296964269,0.8457884370293175,1,11
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,NKE,6,5,4,1,1,0,80.0,1.4612871866064945,1.2915312706345043,1.1457183271722176,1.4504932772015668,1,6
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,NOW,8,7,6,1,1,0,85.71428571428571,2.409151586100772,1.6725119670307487,2.337333505278086,1.4363083881051564,1,8
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,NVDA,4,4,0,4,0,0,0.0,0.6916705647283927,1.513052500503891,0.6643610872977895,1.138545870357981,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,ORCL,5,5,3,2,0,0,60.0,2.008708092205562,1.285140942124459,1.3068783068783063,1.518518518518521,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,OXY,9,9,4,5,0,0,44.44444444444444,1.2321992307854368,1.2791931220873374,1.2454152742684863,0.8199847444698698,1,9
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,PANW,2,2,1,1,0,0,50.0,1.2833671061519105,1.9628001906482895,1.2833671061519105,1.9628001906482895,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,PEP,3,3,3,0,0,0,100.0,0.8679082755658792,1.081284596563285,0.8875872944356789,1.377187054141334,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,PFE,1,1,1,0,0,0,100.0,2.4500090073860554,0.27022158169698896,2.4500090073860554,0.27022158169698896,1,1
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,PLTR,1,1,0,1,0,0,0.0,0.21226593889773415,2.8959138806762135,0.21226593889773415,2.8959138806762135,1,1
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,PYPL,3,3,1,2,0,0,33.333333333333336,1.8182197877020119,2.0753662643426924,2.1839216149214904,2.063055438002542,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,QCOM,3,3,1,2,0,0,33.333333333333336,2.469338569777518,1.3317976591557439,3.0379939595441665,1.1007295533085877,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,QQQ,4,4,2,2,0,0,50.0,0.5865769381374297,0.6311045347441345,0.6578511595704752,0.6033114860265923,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,RBLX,3,3,1,2,0,0,33.333333333333336,2.288841160790132,1.4162484388646817,1.7010358262852858,1.4729639836548487,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,REGN,1,1,0,1,0,0,0.0,4.091743382374024,1.6375433766382723,4.091743382374024,1.6375433766382723,1,1
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,RTX,3,3,2,1,0,0,66.66666666666667,2.0493266174895317,0.35802604836883445,2.483143455010451,0.3539320037201624,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,SBUX,3,3,2,1,0,0,66.66666666666667,1.2319194391049444,1.04535182796324,0.872901678657071,1.083932853717022,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,SCHW,3,3,3,0,0,0,100.0,2.0765025019143,0.6234338500697587,1.1641673243883255,0.4636937647987361,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,SHOP,4,4,2,2,0,0,50.0,4.921377320710651,1.3254457733139393,4.423938957827025,1.2496095081089975,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,SLB,3,3,1,2,0,0,33.333333333333336,1.2400405896557183,0.9756892910683983,1.5191368296741554,0.6456679172847033,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,SNOW,3,3,0,3,0,0,0.0,0.861846556603596,5.000899859135187,0.43428365698341775,5.0741432461015625,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,SPY,1,1,0,1,0,0,0.0,0.007173086579164796,1.1290438275589993,0.007173086579164796,1.1290438275589993,1,1
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,T,3,3,0,3,0,0,0.0,0.9743379157920558,2.581484416887345,0.66357499370023,2.532907857997599,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,TEAM,6,6,1,5,0,0,16.666666666666668,4.166690609362513,3.0859725079142275,3.2048026752450105,3.2330912856181713,1,6
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,TGT,4,4,0,4,0,0,0.0,0.33105272077755205,2.233420988459225,0.28390727291719614,2.080540295194219,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,TMO,5,5,2,3,0,0,40.0,1.9762165284600166,1.0152428545134704,1.6959109797924719,1.0068230986853146,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,TMUS,1,1,1,0,0,0,100.0,0.5862871464375234,1.4187253848907928,0.5862871464375234,1.4187253848907928,1,1
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,TQQQ,3,3,1,2,0,0,33.333333333333336,1.4802946152213536,2.5729346785835756,1.671541997492681,3.488717091516922,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,TSLA,6,6,3,3,0,0,50.0,1.2584878267478887,1.3540257313255768,0.7539186275032672,1.3936091973060833,1,6
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,TXN,5,5,2,3,0,0,40.0,1.8870539630478178,1.2667014056130232,1.2166113661500195,1.2293942034897727,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,UBER,3,3,1,2,0,0,33.333333333333336,1.4692092669814587,1.4257185870947107,0.9128108278250028,1.6808309726156674,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,UNH,2,2,1,1,0,0,50.0,0.66805607103092,0.9704579856511368,0.66805607103092,0.9704579856511368,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,UPS,2,2,1,1,0,0,50.0,2.3829676930288857,0.8591509670276485,2.3829676930288857,0.8591509670276485,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,URI,1,0,0,0,1,0,,0.7661641958390545,3.646443254017688,0.7661641958390545,3.646443254017688,1,1
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,V,4,4,2,2,0,0,50.0,1.5522706406548559,0.8303679696450429,1.3519436786105679,0.7254142752641661,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,VRTX,1,1,1,0,0,0,100.0,0.7794250294886335,2.3151467493119298,0.7794250294886335,2.3151467493119298,1,1
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,VZ,5,5,2,3,0,0,40.0,1.0448604929430618,1.0512345081805363,1.4386082301773078,0.9919923509023524,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,WMT,2,2,1,1,0,0,50.0,0.43713642550945025,2.2103459021896925,0.43713642550945025,2.2103459021896925,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,POSITIVE_REPLICATING,XOM,5,5,5,0,0,0,100.0,1.7279737906256791,0.7777498824643055,1.675311620426214,0.4577840498399422,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,AAPL,3,3,2,1,0,0,66.66666666666667,0.8126316491438029,0.6255291552434517,0.7050680811151742,0.8042895442359291,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,ABBV,2,2,1,1,0,0,50.0,0.9406464772807622,1.4342972203927205,0.9406464772807622,1.4342972203927205,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,ABNB,2,2,2,0,0,0,100.0,1.7112125860128506,0.4790501374581892,1.7112125860128506,0.4790501374581892,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,ADBE,4,4,2,2,0,0,50.0,3.47477409720018,1.1905099628452835,2.961223684336563,1.3630558635022818,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,AMAT,1,1,1,0,0,0,100.0,1.666144364358089,1.0602736864096944,1.666144364358089,1.0602736864096944,1,1
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,AMD,4,4,2,2,0,0,50.0,3.4045658024340915,1.4679917889945373,2.7666079643341233,1.6313172747262414,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,AMZN,3,3,1,2,0,0,33.333333333333336,0.7595103660824257,2.1954459802927846,0.7520828642197774,1.9184868272911464,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,ANET,3,3,2,1,0,0,66.66666666666667,0.8288582617826524,3.4994824960661144,0.7758074730842225,3.1586447118429457,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,APP,5,5,2,3,0,0,40.0,2.800094073506261,2.6148978504316793,2.215909090909091,2.420485953549774,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,ARM,3,3,2,1,0,0,66.66666666666667,3.7439919926014333,3.0470572275706673,3.6251395547383005,1.6089840415052132,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,ASML,2,2,2,0,0,0,100.0,1.5417244940402637,0.7648380577567406,1.5417244940402637,0.7648380577567406,1,2
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,AVGO,4,4,1,3,0,0,25.0,1.5504282973345547,3.156593863106774,1.265279019246017,1.5409293079372226,1,4
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,AXP,5,5,2,3,0,0,40.0,1.8060023771068334,0.68831265914088,1.48511736202883,0.7173872003020493,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,BA,6,6,1,5,0,0,16.666666666666668,1.9077307657069567,1.932950703396525,1.666823136980213,1.212713664772028,1,6
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,BKNG,5,5,5,0,0,0,100.0,1.9861639092844068,0.9907292942102085,1.7553956834532438,0.48112122162953014,1,5
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,BLK,1,1,0,1,0,0,0.0,3.1403422934057663,0.5032551823301477,3.1403422934057663,0.5032551823301477,1,1
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,BMY,3,3,1,2,0,0,33.333333333333336,0.5289506969795559,1.7423521579831833,0.5549173194081863,1.586206896551727,1,3
H2A,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,MIXED,POSITIVE_REPLICATING,C,4,4,3,1,0,0,75.0,0.9009392224186066,2.6045056457987386,0.5297279543194904,1.850707752196525,1,4
