ma_definition,quarter,short_ma_state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmed_n,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction
CONTINUOUS,2026Q2,EMA9_ONLY_OPPOSING,5,5,3,2,0,0,60.0,3,60.0,1.8312952368834607,0.7014808285949994,1.840250587314027,0.6540057854357999,5,5,BULL
CONTINUOUS,2026Q3,BOTH_FAVORABLE,556,543,261,282,5,8,48.06629834254144,274,49.280575539568346,1.646110324057095,1.5025888007814558,1.1073908837225144,1.0782916116879662,109,46,BEAR
CONTINUOUS,2026Q3,BOTH_OPPOSING,51,51,26,25,0,0,50.98039215686274,27,52.94117647058823,1.212343584534181,1.2161633579135454,0.954037824793753,0.9323654390934879,35,33,BEAR
CONTINUOUS,2026Q3,EMA20_ONLY_OPPOSING,15,14,6,8,1,0,42.857142857142854,6,40.0,1.7784207469931679,1.3556818214394277,1.5073553979360939,0.9527299377061208,15,12,BEAR
CONTINUOUS,2026Q3,EMA9_ONLY_OPPOSING,3,3,2,1,0,0,66.66666666666667,2,66.66666666666667,0.7327210147527183,2.64747895485343,0.6247037701974875,0.9330440173589557,3,3,BEAR
CONTINUOUS,2026Q3,BOTH_FAVORABLE,555,535,244,291,17,3,45.60747663551402,257,46.306306306306304,1.658269397844639,1.6686484182484471,1.2049731161645074,1.1953255425709461,111,46,BULL
CONTINUOUS,2026Q3,BOTH_OPPOSING,44,43,22,21,0,1,51.16279069767442,19,43.18181818181818,1.2007490804239696,1.4076598586919085,0.9125107696640333,1.0764118807110892,35,28,BULL
CONTINUOUS,2026Q3,EMA20_ONLY_OPPOSING,17,17,8,9,0,0,47.05882352941177,9,52.94117647058823,1.0089268089911512,1.2607083540210031,0.6437623735707226,0.7304601899196523,17,13,BULL
CONTINUOUS,2026Q3,EMA9_ONLY_OPPOSING,4,4,1,3,0,0,25.0,1,25.0,1.670161917832052,0.6885674075853814,1.2307770841789991,0.6314620481337584,4,4,BULL
RTH_ONLY,2025Q2,BOTH_FAVORABLE,212,209,109,100,0,3,52.15311004784689,117,55.18867924528302,1.1506336350446196,1.241757496509457,0.7975862581406716,0.9787166588368266,95,24,BEAR
RTH_ONLY,2025Q2,BOTH_OPPOSING,130,126,67,59,0,4,53.17460317460318,70,53.84615384615385,1.0110748968929018,1.1973742971704806,0.7398937914756885,0.9708982151556189,77,24,BEAR
RTH_ONLY,2025Q2,EMA20_ONLY_OPPOSING,12,12,7,5,0,0,58.333333333333336,6,50.0,1.1565972214232378,0.9508424465586801,1.208467485112255,0.7083294916442412,11,8,BEAR
RTH_ONLY,2025Q2,EMA9_ONLY_OPPOSING,5,5,2,3,0,0,40.0,3,60.0,1.3030914430409097,1.5426831927504163,1.2070984220636134,1.0290406407857826,5,5,BEAR
RTH_ONLY,2025Q2,UNKNOWN,16,16,1,15,0,0,6.25,2,12.5,0.20343444775496894,1.8880746300429074,0.11031398987257529,1.662394230055881,16,1,BEAR
RTH_ONLY,2025Q2,BOTH_FAVORABLE,235,232,136,96,0,3,58.62068965517241,117,49.787234042553195,1.439415255072496,1.019549258365684,1.162773296619436,0.6852716257821013,93,24,BULL
RTH_ONLY,2025Q2,BOTH_OPPOSING,58,58,24,34,0,0,41.37931034482759,23,39.6551724137931,0.9062980155064119,1.3065281608251365,0.5981279198612466,1.0879021987819932,49,18,BULL
RTH_ONLY,2025Q2,EMA20_ONLY_OPPOSING,4,4,1,3,0,0,25.0,1,25.0,0.733744887993204,2.202799164622959,0.4537674370075474,1.7886491348558204,4,4,BULL
RTH_ONLY,2025Q2,EMA9_ONLY_OPPOSING,3,2,1,1,0,1,50.0,3,100.0,0.6790946618829018,1.3615204848824785,0.49675200611386555,1.1277774355426373,3,3,BULL
RTH_ONLY,2025Q2,UNKNOWN,14,14,10,4,0,0,71.42857142857143,8,57.142857142857146,1.4296237509479777,0.6282825889272114,1.3912452135716529,0.334677005587365,14,1,BULL
RTH_ONLY,2025Q3,BOTH_FAVORABLE,623,609,268,341,8,6,44.00656814449918,229,36.75762439807384,1.1082678746736985,1.3339281082554486,0.8166163678324176,0.9436509628366356,111,64,BEAR
RTH_ONLY,2025Q3,BOTH_OPPOSING,212,205,90,115,0,7,43.90243902439025,94,44.339622641509436,1.0736652282643695,1.1953573603111523,0.8588815708496932,0.8658367830726017,86,58,BEAR
RTH_ONLY,2025Q3,EMA20_ONLY_OPPOSING,16,16,4,12,0,0,25.0,7,43.75,1.134332463999236,1.2238566154672696,0.44842991125167087,1.042887386125356,16,15,BEAR
RTH_ONLY,2025Q3,EMA9_ONLY_OPPOSING,4,3,3,0,0,1,100.0,3,75.0,0.9666382312911659,0.832022155030678,0.6733213435245964,0.43945339143939255,4,4,BEAR
RTH_ONLY,2025Q3,BOTH_FAVORABLE,626,619,318,301,1,6,51.37318255250404,290,46.325878594249204,1.250854945065424,1.1542966531151395,0.8858710376516814,0.8747429072361244,110,64,BULL
RTH_ONLY,2025Q3,BOTH_OPPOSING,134,129,54,75,0,5,41.86046511627907,59,44.02985074626866,1.0388543406046444,1.3906116755331193,0.8111058234089892,0.9357532347663993,74,48,BULL
RTH_ONLY,2025Q3,EMA20_ONLY_OPPOSING,5,5,3,2,0,0,60.0,1,20.0,1.594047405635413,0.7000400349324691,1.4269423983727294,0.8287495416208255,4,5,BULL
RTH_ONLY,2025Q3,EMA9_ONLY_OPPOSING,5,4,3,1,0,1,75.0,2,40.0,0.7049115045745195,0.5632970658920469,0.8456808611850022,0.456100342075263,5,5,BULL
RTH_ONLY,2025Q4,BOTH_FAVORABLE,573,559,284,275,2,12,50.80500894454383,266,46.42233856893543,1.4764958341636363,1.3148336065957726,1.0871440897325324,0.9601356559004461,112,62,BEAR
RTH_ONLY,2025Q4,BOTH_OPPOSING,220,214,124,90,1,5,57.94392523364486,106,48.18181818181818,1.793817961028848,1.1731072851111524,1.254510331024183,0.7215895642316164,89,56,BEAR
RTH_ONLY,2025Q4,EMA20_ONLY_OPPOSING,7,7,5,2,0,0,71.42857142857143,6,85.71428571428571,1.3665215273820603,0.79275609717778,1.424024124643994,0.447050906119313,7,7,BEAR
RTH_ONLY,2025Q4,EMA9_ONLY_OPPOSING,14,14,7,7,0,0,50.0,6,42.857142857142854,1.3652525332803727,1.4422218141738252,0.7950474466647988,1.0033743238111794,13,13,BEAR
RTH_ONLY,2025Q4,BOTH_FAVORABLE,692,673,352,321,2,17,52.30312035661218,333,48.12138728323699,1.207282782536744,1.3386769287786584,0.8692865629464053,0.8775853454393842,112,64,BULL
RTH_ONLY,2025Q4,BOTH_OPPOSING,172,164,83,81,0,8,50.609756097560975,86,50.0,1.3528300199463834,1.1363550718651039,0.8616182935292571,0.8002827962022301,86,56,BULL
RTH_ONLY,2025Q4,EMA20_ONLY_OPPOSING,16,15,11,4,0,1,73.33333333333333,6,37.5,1.2569390353502568,0.9893474075089438,0.8541189089083947,0.5870025580476051,15,13,BULL
RTH_ONLY,2025Q4,EMA9_ONLY_OPPOSING,8,7,2,5,0,1,28.571428571428573,2,25.0,0.7974005014153965,1.9132945158336012,0.43513208143849524,1.9006999879024955,8,8,BULL
RTH_ONLY,2026Q1,BOTH_FAVORABLE,574,569,308,261,5,0,54.13005272407733,271,47.21254355400697,1.698760115930361,1.3884852341613296,1.272428779174557,1.0163609097458504,110,60,BEAR
RTH_ONLY,2026Q1,BOTH_OPPOSING,144,142,79,63,2,0,55.63380281690141,74,51.388888888888886,1.7227821328204398,1.3371135863829564,1.230244037048411,1.0133704177926313,83,42,BEAR
RTH_ONLY,2026Q1,EMA20_ONLY_OPPOSING,9,9,6,3,0,0,66.66666666666667,5,55.55555555555556,1.8789646551780226,0.9991450056526087,1.1067755552009741,0.9940989559691318,9,7,BEAR
RTH_ONLY,2026Q1,EMA9_ONLY_OPPOSING,6,6,2,4,0,0,33.333333333333336,1,16.666666666666668,0.6978862737784793,1.7187690760734124,0.8042289967295924,1.5923899188617212,6,5,BEAR
RTH_ONLY,2026Q1,BOTH_FAVORABLE,604,587,303,284,14,3,51.61839863713799,280,46.35761589403973,1.6216012661597816,1.510355385858291,1.1617044450297587,1.1171880511114824,111,59,BULL
RTH_ONLY,2026Q1,BOTH_OPPOSING,212,208,102,106,3,1,49.03846153846154,101,47.64150943396226,1.6553516528024264,1.51350703759813,1.2250579990799182,1.1334907867043085,93,51,BULL
RTH_ONLY,2026Q1,EMA20_ONLY_OPPOSING,16,16,6,10,0,0,37.5,7,43.75,0.9501104065199348,1.8307902330603794,0.7100242752723851,1.6710174547537697,15,16,BULL
RTH_ONLY,2026Q1,EMA9_ONLY_OPPOSING,4,4,4,0,0,0,100.0,3,75.0,1.908657149855493,0.6779487074163788,1.7017329666959435,0.6229494608008189,4,4,BULL
RTH_ONLY,2026Q2,BOTH_FAVORABLE,561,547,280,267,11,3,51.18829981718464,275,49.01960784313726,1.5337998849001249,1.6788668833216076,1.215805471124623,1.213599824841261,112,61,BEAR
RTH_ONLY,2026Q2,BOTH_OPPOSING,218,211,103,108,2,5,48.81516587677725,104,47.706422018348626,1.915867790097636,1.665430241937538,1.1097903226419144,1.1716545117546202,85,56,BEAR
