ma_definition,quarter,short_ma_state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmed_n,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction
CONTINUOUS,2025Q2,BOTH_FAVORABLE,602,594,322,272,0,8,54.20875420875421,311,51.66112956810631,1.2461093141103843,1.1679903873203044,0.9234830498185551,0.8559394596536516,108,25,ALL
CONTINUOUS,2025Q2,BOTH_OPPOSING,57,54,24,30,0,3,44.44444444444444,29,50.87719298245614,0.7865642015395532,1.1306656875004162,0.5409324645341085,0.9909591942008618,47,23,ALL
CONTINUOUS,2025Q2,EMA20_ONLY_OPPOSING,23,23,9,14,0,0,39.130434782608695,8,34.78260869565217,0.5965586303473835,1.3607100410194979,0.43291631507502915,1.2717536813922392,21,14,ALL
CONTINUOUS,2025Q2,EMA9_ONLY_OPPOSING,3,3,1,2,0,0,33.333333333333336,1,33.333333333333336,0.9531919532473306,1.0642406541353335,0.7250156478197448,1.4625949130741487,3,3,ALL
CONTINUOUS,2025Q2,UNKNOWN,4,4,2,2,0,0,50.0,1,25.0,0.8165293035658738,0.8102951092556891,0.8176722160869947,0.48289918705929824,4,1,ALL
CONTINUOUS,2025Q3,BOTH_FAVORABLE,1451,1422,674,748,9,20,47.39803094233474,607,41.833218470020675,1.1679841773462307,1.2571039324881157,0.8576329331046313,0.9121191367828956,112,64,ALL
CONTINUOUS,2025Q3,BOTH_OPPOSING,119,115,53,62,0,4,46.08695652173913,57,47.89915966386555,0.9865549582174755,1.0473849093726588,0.7494174696139542,0.7602965576628241,67,58,ALL
CONTINUOUS,2025Q3,EMA20_ONLY_OPPOSING,46,44,14,30,0,2,31.818181818181817,17,36.95652173913044,1.1178257406319245,1.4392170653623486,0.6229301440977291,1.030042166772635,35,36,ALL
CONTINUOUS,2025Q3,EMA9_ONLY_OPPOSING,9,9,2,7,0,0,22.22222222222222,4,44.44444444444444,1.139465893290164,0.8567251011194734,0.8719520691096532,0.6608824072364853,9,7,ALL
CONTINUOUS,2025Q4,BOTH_FAVORABLE,1500,1456,754,702,4,40,51.785714285714285,709,47.266666666666666,1.3925020020303345,1.3017518395548693,0.9936010038560671,0.8940310565086038,112,64,ALL
CONTINUOUS,2025Q4,BOTH_OPPOSING,132,130,73,57,1,1,56.15384615384615,68,51.515151515151516,1.2567626566277834,1.2478624933195632,0.8348706707215174,0.8107599402710011,75,59,ALL
CONTINUOUS,2025Q4,EMA20_ONLY_OPPOSING,58,55,33,22,0,3,60.0,30,51.724137931034484,1.5212720254850554,1.078167659813622,1.0765046121951187,0.5823641316050625,48,36,ALL
CONTINUOUS,2025Q4,EMA9_ONLY_OPPOSING,12,12,8,4,0,0,66.66666666666667,4,33.333333333333336,1.7573730736949145,0.858145532106222,1.14719726477284,0.4855822025662318,12,9,ALL
CONTINUOUS,2026Q1,BOTH_FAVORABLE,1421,1396,754,642,21,4,54.01146131805157,678,47.71287825475017,1.703536563781066,1.4246104842198632,1.2564408197049264,1.0551195699190543,112,61,ALL
CONTINUOUS,2026Q1,BOTH_OPPOSING,98,98,38,60,0,0,38.775510204081634,42,42.857142857142854,1.0749635726090592,1.6900256421271926,0.9072149592220476,1.483445877362108,62,43,ALL
CONTINUOUS,2026Q1,EMA20_ONLY_OPPOSING,38,36,14,22,2,0,38.888888888888886,18,47.36842105263158,1.517437832341323,1.8316149664866226,1.138278704661738,1.2961737525388637,32,27,ALL
CONTINUOUS,2026Q1,EMA9_ONLY_OPPOSING,12,11,4,7,1,0,36.36363636363637,4,33.333333333333336,1.145876549187837,1.1972503509602859,0.7931495412525206,1.0994653725123422,12,12,ALL
CONTINUOUS,2026Q2,BOTH_FAVORABLE,1452,1423,720,703,19,10,50.597329585382994,690,47.52066115702479,1.8018761542882087,1.5918552469754477,1.242650874010487,1.128844466054606,112,62,ALL
CONTINUOUS,2026Q2,BOTH_OPPOSING,109,105,48,57,3,1,45.714285714285715,55,50.45871559633027,1.4954310766868921,1.4369208079858826,1.0893246187363732,0.9950898453823659,67,51,ALL
CONTINUOUS,2026Q2,EMA20_ONLY_OPPOSING,56,55,25,30,0,1,45.45454545454545,27,48.214285714285715,1.3267881015656793,1.5641080739872788,0.90020727303179,1.1257371886874106,45,33,ALL
CONTINUOUS,2026Q2,EMA9_ONLY_OPPOSING,10,10,6,4,0,0,60.0,6,60.0,1.332038065318061,1.394403983854901,1.2190796284710599,1.2628309259130452,9,8,ALL
CONTINUOUS,2026Q3,BOTH_FAVORABLE,1111,1078,505,573,22,11,46.84601113172542,531,47.79477947794779,1.6521843888204493,1.5855438752136612,1.1494252873563149,1.1419792812804852,112,46,ALL
CONTINUOUS,2026Q3,BOTH_OPPOSING,95,94,48,46,0,1,51.06382978723404,46,48.421052631578945,1.206973498419978,1.3048564740635238,0.91968117719192,1.0484401256666926,57,40,ALL
CONTINUOUS,2026Q3,EMA20_ONLY_OPPOSING,32,31,14,17,1,0,45.16129032258065,15,46.875,1.3696270924295963,1.3052271668733897,1.0108736309139486,0.8415950638128866,32,23,ALL
CONTINUOUS,2026Q3,EMA9_ONLY_OPPOSING,7,7,3,4,0,0,42.857142857142854,3,42.857142857142854,1.2684015307980518,1.5281009278431164,0.6247037701974875,0.7343680365827815,7,7,ALL
RTH_ONLY,2025Q2,BOTH_FAVORABLE,447,441,245,196,0,6,55.55555555555556,234,52.348993288590606,1.302453949824376,1.124936610684431,0.9592961628153498,0.8369601606963508,108,24,ALL
RTH_ONLY,2025Q2,BOTH_OPPOSING,188,184,91,93,0,4,49.45652173913044,93,49.46808510638298,0.9787501143374951,1.2310494253192574,0.71211830057365,0.9845991818478803,91,24,ALL
RTH_ONLY,2025Q2,EMA20_ONLY_OPPOSING,16,16,8,8,0,0,50.0,7,43.75,1.0508841380657294,1.26383162607475,1.1076002875884285,0.8181382294800466,15,12,ALL
RTH_ONLY,2025Q2,EMA9_ONLY_OPPOSING,8,7,3,4,0,1,42.857142857142854,6,75.0,1.0690926501066569,1.4747471772999396,0.8134588581824809,1.07840903816421,8,8,ALL
RTH_ONLY,2025Q2,UNKNOWN,30,30,11,19,0,0,36.666666666666664,10,33.333333333333336,0.775656122578373,1.3001716775222494,0.31786590528605135,1.1117020747011002,30,1,ALL
RTH_ONLY,2025Q3,BOTH_FAVORABLE,1249,1228,586,642,9,12,47.71986970684039,519,41.55324259407526,1.1797326513472135,1.2438966503548612,0.8561643835616439,0.9064589283263442,112,64,ALL
RTH_ONLY,2025Q3,BOTH_OPPOSING,346,334,144,190,0,12,43.11377245508982,153,44.21965317919075,1.060183555008869,1.2709760835474053,0.8313732448431386,0.8738347100989377,100,64,ALL
RTH_ONLY,2025Q3,EMA20_ONLY_OPPOSING,21,21,7,14,0,0,33.333333333333336,8,38.095238095238095,1.2437884024840398,1.0991383820066027,0.831275064403905,0.9057005860415579,20,19,ALL
RTH_ONLY,2025Q3,EMA9_ONLY_OPPOSING,9,7,6,1,0,2,85.71428571428571,5,55.55555555555556,0.8212344942263623,0.6827304388425497,0.783210731285159,0.456100342075263,9,9,ALL
RTH_ONLY,2025Q4,BOTH_FAVORABLE,1265,1232,636,596,4,29,51.62337662337662,599,47.351778656126484,1.329226718174854,1.327876752011233,0.9597854419985069,0.9106892028911351,112,64,ALL
RTH_ONLY,2025Q4,BOTH_OPPOSING,392,378,207,171,1,13,54.76190476190476,192,48.97959183673469,1.600323252186542,1.156981313992988,1.062562596859287,0.7666368941588806,103,64,ALL
RTH_ONLY,2025Q4,EMA20_ONLY_OPPOSING,23,22,16,6,0,1,72.72727272727273,12,52.17391304347826,1.2902902285773277,0.9295152695820678,1.148659244158687,0.447050906119313,20,19,ALL
RTH_ONLY,2025Q4,EMA9_ONLY_OPPOSING,22,21,9,12,0,1,42.857142857142854,8,36.36363636363637,1.1587608853294722,1.6135209784137439,0.535280804332779,1.1733554120495464,20,19,ALL
RTH_ONLY,2026Q1,BOTH_FAVORABLE,1178,1156,611,545,19,3,52.85467128027682,551,46.774193548387096,1.6591981929580097,1.45097213706877,1.2136787826498652,1.0867009162894647,112,61,ALL
RTH_ONLY,2026Q1,BOTH_OPPOSING,356,350,181,169,5,1,51.714285714285715,175,49.157303370786515,1.6826269031467915,1.4421568775560374,1.2250579990799182,1.0812792235028632,109,60,ALL
RTH_ONLY,2026Q1,EMA20_ONLY_OPPOSING,25,25,12,13,0,0,48.0,12,48.0,1.2844979360368465,1.531397951193582,0.9969630970275161,1.2844036697247758,23,21,ALL
RTH_ONLY,2026Q1,EMA9_ONLY_OPPOSING,10,10,6,4,0,0,60.0,4,40.0,1.1821946242092847,1.302440928610599,0.9571005688623606,0.8780367956201012,9,9,ALL
RTH_ONLY,2026Q2,BOTH_FAVORABLE,1167,1144,589,555,18,5,51.48601398601399,564,48.329048843187664,1.7618417783293134,1.5095278580647218,1.2390973279800648,1.0608459869848101,112,62,ALL
RTH_ONLY,2026Q2,BOTH_OPPOSING,414,404,192,212,3,7,47.524752475247524,192,46.3768115942029,1.8128541771572682,1.7469352684014678,1.1942981087386975,1.2359453711552468,105,62,ALL
RTH_ONLY,2026Q2,EMA20_ONLY_OPPOSING,37,36,14,22,1,0,38.888888888888886,18,48.648648648648646,1.2949328434194955,2.0012268213579842,0.8427193906490611,1.447963800904968,33,30,ALL
RTH_ONLY,2026Q2,EMA9_ONLY_OPPOSING,9,9,4,5,0,0,44.44444444444444,4,44.44444444444444,1.3825753184744487,1.1818527545182709,0.692221808708602,1.1899222229608402,9,7,ALL
RTH_ONLY,2026Q3,BOTH_FAVORABLE,858,832,389,443,21,5,46.75480769230769,408,47.55244755244755,1.5684900866549003,1.6456002199676456,1.1108455819938845,1.1778499846173247,111,46,ALL
RTH_ONLY,2026Q3,BOTH_OPPOSING,361,352,167,185,2,7,47.44318181818182,173,47.9224376731302,1.7008901157409277,1.3628649495103529,1.1790857253310127,0.9703987604990604,101,46,ALL
RTH_ONLY,2026Q3,EMA20_ONLY_OPPOSING,23,23,12,11,0,0,52.17391304347826,11,47.82608695652174,1.7917973144306374,1.3396254176150841,1.1852993067117217,0.8873929008567861,22,16,ALL
RTH_ONLY,2026Q3,EMA9_ONLY_OPPOSING,3,3,2,1,0,0,66.66666666666667,3,100.0,0.6496838794888194,1.0779887075461791,0.522371110606403,0.9009009009008991,3,3,ALL
CONTINUOUS,2025Q2,BOTH_FAVORABLE,321,316,164,152,0,5,51.89873417721519,175,54.517133956386296,1.1218884673786451,1.262272916479548,0.8026954712119734,0.9782391694948989,104,25,BEAR
CONTINUOUS,2025Q2,BOTH_OPPOSING,36,34,15,19,0,2,44.11764705882353,17,47.22222222222222,0.7776382845860002,1.1255582346673523,0.5665372893207451,0.9942603552471811,30,20,BEAR
CONTINUOUS,2025Q2,EMA20_ONLY_OPPOSING,16,16,7,9,0,0,43.75,6,37.5,0.6432051111479323,1.1888040987280606,0.4715233822513735,1.0513996676586874,15,10,BEAR
CONTINUOUS,2025Q2,EMA9_ONLY_OPPOSING,1,1,0,1,0,0,0.0,0,0.0,0.5850379652296571,1.4625949130741487,0.5850379652296571,1.4625949130741487,1,1,BEAR
CONTINUOUS,2025Q2,UNKNOWN,1,1,0,1,0,0,0.0,0,0.0,0.026146244661799847,2.0508041646274813,0.026146244661799847,2.0508041646274813,1,1,BEAR
CONTINUOUS,2025Q2,BOTH_FAVORABLE,281,278,158,120,0,3,56.83453237410072,136,48.39857651245551,1.3880128436509118,1.0602868575689974,1.0729223495180875,0.7253232418795309,92,25,BULL
CONTINUOUS,2025Q2,BOTH_OPPOSING,21,20,9,11,0,1,45.0,12,57.142857142857146,0.8018657734599293,1.139421320928525,0.47407744529146284,0.9361810161530858,19,13,BULL
CONTINUOUS,2025Q2,EMA20_ONLY_OPPOSING,7,7,2,5,0,0,28.571428571428573,2,28.571428571428573,0.4899381028032722,1.753637909114212,0.3592899999999986,1.890211886655031,7,5,BULL
CONTINUOUS,2025Q2,EMA9_ONLY_OPPOSING,2,2,1,1,0,0,50.0,1,50.0,1.1372689472561675,0.8650635246659261,1.1372689472561675,0.8650635246659261,2,2,BULL
CONTINUOUS,2025Q2,UNKNOWN,3,3,2,1,0,0,66.66666666666667,1,33.333333333333336,1.0799903232005652,0.3967920907984251,1.4438056786764348,0.2676087242726147,3,1,BULL
CONTINUOUS,2025Q3,BOTH_FAVORABLE,762,742,331,411,8,12,44.60916442048517,291,38.188976377952756,1.1136257772158742,1.3223706397776216,0.8281850958827814,0.9598189590359771,111,64,BEAR
CONTINUOUS,2025Q3,BOTH_OPPOSING,62,61,28,33,0,1,45.90163934426229,30,48.38709677419355,0.9469793540610745,0.8994690105484091,0.7105923674830301,0.7605826731442796,43,43,BEAR
CONTINUOUS,2025Q3,EMA20_ONLY_OPPOSING,26,25,6,19,0,1,24.0,9,34.61538461538461,1.0776262269784729,1.48956374360866,0.6875163109080145,1.024021700905977,20,23,BEAR
CONTINUOUS,2025Q3,EMA9_ONLY_OPPOSING,5,5,0,5,0,0,0.0,3,60.0,0.9539885142379637,1.044120559666719,0.8719520691096532,0.9194302721088381,5,4,BEAR
CONTINUOUS,2025Q3,BOTH_FAVORABLE,689,680,343,337,1,8,50.44117647058823,316,45.86357039187228,1.2281018854729822,1.1849221749342644,0.8857242097950767,0.879657007687757,109,64,BULL
CONTINUOUS,2025Q3,BOTH_OPPOSING,57,54,25,29,0,3,46.2962962962963,27,47.36842105263158,1.0296021065981218,1.208275887041141,0.8444610840717173,0.7577883805781612,42,40,BULL
CONTINUOUS,2025Q3,EMA20_ONLY_OPPOSING,20,19,8,11,0,1,42.10526315789474,8,40.0,1.170085108381412,1.373766383642144,0.6229301440977291,1.030042166772635,18,17,BULL
CONTINUOUS,2025Q3,EMA9_ONLY_OPPOSING,4,4,2,2,0,0,50.0,1,25.0,1.3713126171054144,0.6224807779354167,1.1155631161766184,0.6004576394012926,4,3,BULL
CONTINUOUS,2025Q4,BOTH_FAVORABLE,719,699,361,338,3,17,51.645207439198856,335,46.59248956884562,1.5535513722996064,1.2762112832461487,1.1398032963578235,0.9045541070631541,112,64,BEAR
CONTINUOUS,2025Q4,BOTH_OPPOSING,64,64,37,27,0,0,57.8125,34,53.125,1.481250870426583,1.4028036046791423,0.873255367543241,0.8371270824436048,48,42,BEAR
CONTINUOUS,2025Q4,EMA20_ONLY_OPPOSING,24,24,17,7,0,0,70.83333333333333,13,54.166666666666664,1.9747828143683523,0.9845959153119771,1.608924615670848,0.3771665099775142,23,20,BEAR
CONTINUOUS,2025Q4,EMA9_ONLY_OPPOSING,7,7,5,2,0,0,71.42857142857143,2,28.571428571428573,1.4504243748787065,0.8882874373679704,0.9798942029617482,0.5466052934407505,7,6,BEAR
CONTINUOUS,2025Q4,BOTH_FAVORABLE,781,757,393,364,1,23,51.915455746367236,374,47.88732394366197,1.2442376009757814,1.325264848499773,0.8713720758764069,0.8746932992984828,112,64,BULL
CONTINUOUS,2025Q4,BOTH_OPPOSING,68,66,36,30,1,1,54.54545454545455,34,50.0,1.045479631875972,1.1020355649811362,0.8089591143767203,0.7764151709379807,48,42,BULL
CONTINUOUS,2025Q4,EMA20_ONLY_OPPOSING,34,31,16,15,0,3,51.61290322580645,17,50.0,1.201146762743904,1.1442183029912536,0.8024960083526533,0.8723876863283699,29,26,BULL
CONTINUOUS,2025Q4,EMA9_ONLY_OPPOSING,5,5,3,2,0,0,60.0,2,40.0,2.187101252037606,0.8159468647397743,1.3145003265839317,0.4245591116917131,5,4,BULL
CONTINUOUS,2026Q1,BOTH_FAVORABLE,673,667,369,298,6,0,55.322338830584705,325,48.29123328380386,1.7560035755184067,1.3660900918225494,1.2946498206208052,1.0100089332920026,110,61,BEAR
CONTINUOUS,2026Q1,BOTH_OPPOSING,42,42,16,26,0,0,38.095238095238095,17,40.476190476190474,1.0051244723000585,1.6424661488999175,0.8191642891594686,1.3632074043598394,39,28,BEAR
CONTINUOUS,2026Q1,EMA20_ONLY_OPPOSING,15,15,9,6,0,0,60.0,9,60.0,1.1836050985416564,1.0630829907985389,1.1211485723503796,0.715734600145033,14,11,BEAR
CONTINUOUS,2026Q1,EMA9_ONLY_OPPOSING,3,2,1,1,1,0,50.0,0,0.0,0.8357408569427957,1.5104484809041523,0.625362645864243,1.4548238897396637,3,3,BEAR
CONTINUOUS,2026Q1,BOTH_FAVORABLE,748,729,385,344,15,4,52.81207133058985,353,47.19251336898396,1.6563302818302232,1.4772631902137032,1.183587252527334,1.0812792235028632,111,61,BULL
CONTINUOUS,2026Q1,BOTH_OPPOSING,56,56,22,34,0,0,39.285714285714285,25,44.642857142857146,1.1273428978408095,1.7256952620476496,0.9462670763199397,1.515564322061339,41,29,BULL
CONTINUOUS,2026Q1,EMA20_ONLY_OPPOSING,23,21,5,16,2,0,23.80952380952381,9,39.130434782608695,1.7351548326454531,2.332831472370155,1.1558143638609515,1.8065823992368242,20,20,BULL
CONTINUOUS,2026Q1,EMA9_ONLY_OPPOSING,9,9,3,6,0,0,33.333333333333336,4,44.44444444444444,1.249255113269517,1.0928509743123302,0.9609364366407982,0.9335600397805552,9,9,BULL
CONTINUOUS,2026Q2,BOTH_FAVORABLE,713,695,354,341,11,7,50.935251798561154,342,47.96633941093969,1.6540932191147013,1.679797927574798,1.215805471124623,1.213599824841261,112,62,BEAR
CONTINUOUS,2026Q2,BOTH_OPPOSING,57,55,24,31,2,0,43.63636363636363,32,56.14035087719298,1.406620112514441,1.6633035630759894,1.110733310665311,0.9950898453823659,45,37,BEAR
CONTINUOUS,2026Q2,EMA20_ONLY_OPPOSING,27,26,10,16,0,1,38.46153846153846,12,44.44444444444444,1.399560488926652,1.7452307631594142,0.9414983503661357,1.5359276850007626,25,18,BEAR
CONTINUOUS,2026Q2,EMA9_ONLY_OPPOSING,5,5,3,2,0,0,60.0,3,60.0,0.8327808937526615,2.0873271391148025,0.9166347384116202,1.9580107206670603,4,5,BEAR
CONTINUOUS,2026Q2,BOTH_FAVORABLE,739,728,366,362,8,3,50.27472527472528,348,47.09066305818674,1.944459689848034,1.507006625504085,1.286437892053262,1.057529151977679,112,62,BULL
CONTINUOUS,2026Q2,BOTH_OPPOSING,52,50,24,26,1,1,48.0,23,44.23076923076923,1.592781556645155,1.1887704802909576,1.005471334825409,0.9793061001690515,45,35,BULL
CONTINUOUS,2026Q2,EMA20_ONLY_OPPOSING,29,29,15,14,0,0,51.724137931034484,15,51.724137931034484,1.2590344995399458,1.3954766047580494,0.8177231340253995,1.000362825895406,27,21,BULL
