feature,research_period,n,winner_mean,loser_mean,outcome_difference,confirmed_mean,not_confirmed_mean,confirmation_difference
directional_spy_daily_ret_1d_pct,DISCOVERY,4272,0.002094594928646084,-0.004510200341135433,0.006604795269781517,-0.0037171815267186105,0.0003119196702552361,-0.004029101196973846
directional_spy_daily_ret_1d_pct,VALIDATION,4185,0.0296285991386877,0.08037895092838646,-0.05075035178969876,0.05584431262268815,0.055485844678272354,0.00035846794441579677
directional_spy_daily_ret_5d_pct,DISCOVERY,4272,-0.010199940617032506,-0.06690711663752247,0.05670717602048996,-0.05862473505456819,-0.025978102173562174,-0.03264663288100601
directional_spy_daily_ret_5d_pct,VALIDATION,4185,-0.09732113613897031,0.1607288823851577,-0.258050018524128,-0.037941909162671525,0.09579027654095654,-0.13373218570362805
directional_spy_daily_ret_10d_pct,DISCOVERY,4272,-0.073924131304749,-0.02553427567625247,-0.04838985562849653,-0.06477849844124038,-0.03399084749402616,-0.030787650947214223
directional_spy_daily_ret_10d_pct,VALIDATION,4185,-0.01346136117101314,0.10131034748415582,-0.11477170865516896,-0.05199802203130021,0.12162287390215541,-0.17362089593345562
directional_spy_daily_close_vs_ema20_pct,DISCOVERY,4272,-0.018661488931816503,-0.04161998535352363,0.02295849642170713,-0.027356803358457405,-0.0337818914115484,0.006425088053090996
directional_spy_daily_close_vs_ema20_pct,VALIDATION,4185,-0.049645554171375,0.09257033597969315,-0.14221589015106814,-0.04588745398753965,0.07768553182361608,-0.12357298581115572
directional_spy_daily_ema9_vs_ema20_pct,DISCOVERY,4272,-0.015352822851932757,-0.01154489472068981,-0.0038079281312429474,-0.008763783547329306,-0.018598106748522327,0.009834323201193021
directional_spy_daily_ema9_vs_ema20_pct,VALIDATION,4185,-0.011962408610466853,0.0068790439236930435,-0.0188414525341599,-0.0282411320742282,0.016933314111457088,-0.04517444618568529
directional_spy_weekly_ret_1w_pct,DISCOVERY,4272,-0.05559882382985477,-0.13138576588965273,0.07578694205979797,-0.06730023583511598,-0.11712516012237542,0.049824924287259445
directional_spy_weekly_ret_1w_pct,VALIDATION,4185,-0.07702108605758902,0.06975498355219588,-0.1467760696097849,-0.1111365102498702,0.08162104554109212,-0.19275755579096232
directional_spy_weekly_ret_4w_pct,DISCOVERY,4272,-0.08348438913852745,-0.04464207616159735,-0.038842312976930096,-0.06064409008238988,-0.06418456165332598,0.0035404715709361004
directional_spy_weekly_ret_4w_pct,VALIDATION,4185,-0.043365721041512685,0.05365236628300015,-0.09701808732451284,-0.15941659123706534,0.13409647927420087,-0.2935130705112662
directional_spy_weekly_ret_8w_pct,DISCOVERY,4272,-0.05715227111627081,-0.18003003646016252,0.12287776534389172,0.006213053673736514,-0.2550004664913438,0.2612135201650803
directional_spy_weekly_ret_8w_pct,VALIDATION,4185,0.057531992074560376,-0.10012267385719088,0.15765466593175126,-0.06525494655219607,0.0014316655817050183,-0.06668661213390109
directional_spy_weekly_close_vs_ema20_pct,DISCOVERY,4272,-0.05175123798931545,0.08958326693189989,-0.14133450492121533,-0.011823324072180216,0.05341314508091238,-0.0652364691530926
directional_spy_weekly_close_vs_ema20_pct,VALIDATION,4185,0.010708306791680845,0.07836179093356764,-0.0676534841418868,-0.04991431968130597,0.12929038320548858,-0.17920470288679455
directional_spy_weekly_ema9_vs_ema20_pct,DISCOVERY,4272,0.030067867165202482,0.042389283304204536,-0.012321416139002055,0.03833137668795067,0.044295146632950436,-0.005963769944999767
directional_spy_weekly_ema9_vs_ema20_pct,VALIDATION,4185,0.026659319731494192,0.05003235530236346,-0.02337303557086927,0.03532874925058082,0.05157341514921102,-0.016244665898630203
directional_qqq_daily_ret_1d_pct,DISCOVERY,4272,0.005466265734719319,-0.002833526452137954,0.008299792186857273,-0.005985007032267748,0.006943210320213233,-0.01292821735248098
directional_qqq_daily_ret_1d_pct,VALIDATION,4185,0.06239908961341358,0.1578094010857002,-0.09541031147228662,0.09332258384759715,0.12517700823779968,-0.03185442439020253
directional_qqq_daily_ret_5d_pct,DISCOVERY,4272,-0.018963334760202816,-0.08571024983343203,0.06674691507322922,-0.0865292881553717,-0.028850839272145438,-0.05767844888322626
directional_qqq_daily_ret_5d_pct,VALIDATION,4185,-0.11669826098511049,0.29228748522213926,-0.40898574620724976,-0.026335472159741122,0.1904427607308446,-0.21677823289058573
directional_qqq_daily_ret_10d_pct,DISCOVERY,4272,-0.10413283963573162,-0.03871792175484289,-0.06541491788088874,-0.10187018800064722,-0.04486929134717781,-0.057000896653469406
directional_qqq_daily_ret_10d_pct,VALIDATION,4185,0.08356392326470313,0.11802538646956293,-0.034461463204859794,0.012852433790059115,0.15775835887091758,-0.14490592508085845
directional_qqq_daily_close_vs_ema20_pct,DISCOVERY,4272,-0.03623665792455728,-0.04966850690958652,0.013431848985029235,-0.05204187367421851,-0.0377027011392955,-0.014339172534923013
directional_qqq_daily_close_vs_ema20_pct,VALIDATION,4185,-0.017107921449545226,0.14248945544733743,-0.15959737689688266,-0.01573161765138421,0.11849990545388792,-0.13423152310527212
