research_period,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmed_n,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction,feature
DISCOVERY,ALIGNED,2166,2121,1062,1059,6,39,50.07072135785007,992,45.79870729455217,1.274965353043015,1.2486043184492852,0.8888376156188635,0.8918456049125142,112,158,ALL,directional_spy_daily_ret_1d_pct
DISCOVERY,FLAT,24,24,11,13,0,0,45.833333333333336,7,29.166666666666668,1.9853549740717593,0.9315859326233761,1.1018403728699244,0.6723315117530793,24,1,ALL,directional_spy_daily_ret_1d_pct
DISCOVERY,OPPOSING,2029,1980,1037,943,8,41,52.37373737373738,963,47.461803844258256,1.317029666796064,1.2385808836290533,0.9464057847724379,0.8757435558492961,112,158,ALL,directional_spy_daily_ret_1d_pct
DISCOVERY,UNKNOWN,53,52,24,28,0,1,46.15384615384615,23,43.39622641509434,0.8396624892188256,1.2297156339555575,0.4607396211696415,0.9909591942008618,47,2,ALL,directional_spy_daily_ret_1d_pct
VALIDATION,ALIGNED,2242,2190,1028,1162,32,20,46.94063926940639,1028,45.85191793041927,1.5708385099271134,1.5972740435651505,1.0930456590690718,1.1331472381481928,112,161,ALL,directional_spy_daily_ret_1d_pct
VALIDATION,OPPOSING,1943,1898,986,912,37,8,51.949420442571125,948,48.79053010808029,1.7870334085004929,1.4994219642363162,1.2639623750734852,1.1007295533085877,112,161,ALL,directional_spy_daily_ret_1d_pct
DISCOVERY,ALIGNED,917,899,433,466,5,13,48.16462736373749,424,46.23773173391494,1.2625674933316222,1.2997368946827803,0.8858006683286413,0.9709834029581277,112,65,BEAR,directional_spy_daily_ret_1d_pct
DISCOVERY,FLAT,20,20,9,11,0,0,45.0,5,25.0,2.196478799460885,0.8742756983158315,1.1018403728699244,0.6723315117530793,20,1,BEAR,directional_spy_daily_ret_1d_pct
DISCOVERY,OPPOSING,1205,1174,604,570,6,25,51.44804088586031,553,45.892116182572614,1.34614303575871,1.2394639150224538,0.9650951644360766,0.8790892059374635,112,93,BEAR,directional_spy_daily_ret_1d_pct
DISCOVERY,UNKNOWN,30,30,7,23,0,0,23.333333333333332,9,30.0,0.44763788839659735,1.785404085465017,0.2624971837340436,1.5405404630292483,28,2,BEAR,directional_spy_daily_ret_1d_pct
DISCOVERY,ALIGNED,1249,1222,629,593,1,26,51.47299509001637,568,45.476381104883906,1.2840677048087052,1.2110634278118837,0.8897307846851403,0.8475612240739921,112,93,BULL,directional_spy_daily_ret_1d_pct
DISCOVERY,FLAT,4,4,2,2,0,0,50.0,2,50.0,0.929735847126131,1.2181371041610993,0.6736344496520084,1.2148962682320104,4,1,BULL,directional_spy_daily_ret_1d_pct
DISCOVERY,OPPOSING,824,806,433,373,2,16,53.72208436724566,410,49.75728155339806,1.2744548978640395,1.2372895573802092,0.9180980142769741,0.8696796760088158,112,65,BULL,directional_spy_daily_ret_1d_pct
DISCOVERY,UNKNOWN,23,22,17,5,0,1,77.27272727272727,14,60.869565217391305,1.3509989250739063,0.5049046102475663,1.1950294790640286,0.2676087242726147,23,2,BULL,directional_spy_daily_ret_1d_pct
VALIDATION,ALIGNED,1044,1024,486,538,10,10,47.4609375,483,46.264367816091955,1.5698455449900723,1.6411296532251778,1.1368788886479213,1.1798812059162456,112,77,BEAR,directional_spy_daily_ret_1d_pct
VALIDATION,OPPOSING,988,966,513,453,16,6,53.1055900621118,490,49.59514170040486,1.7044641580535456,1.4450140761511576,1.1953768899991162,1.0260484474505125,112,84,BEAR,directional_spy_daily_ret_1d_pct
VALIDATION,ALIGNED,1198,1166,542,624,22,10,46.483704974271014,545,45.49248747913189,1.5717038316251692,1.5590559663655943,1.0642910328170143,1.0977611128953724,112,84,BULL,directional_spy_daily_ret_1d_pct
VALIDATION,OPPOSING,955,932,473,459,21,2,50.75107296137339,458,47.95811518324607,1.8724558372351352,1.5557099154699674,1.347179343250068,1.1584006341970907,111,77,BULL,directional_spy_daily_ret_1d_pct
DISCOVERY,ALIGNED,2050,2007,1011,996,2,41,50.37369207772795,910,44.390243902439025,1.31299407530944,1.2152861335425569,0.9217370815194497,0.8623035428810184,112,155,ALL,directional_spy_daily_ret_5d_pct
DISCOVERY,OPPOSING,2079,2029,1032,997,12,38,50.862493839329716,988,47.52284752284752,1.2786770918021937,1.2820323646515432,0.9093268871980478,0.9106892028911351,112,155,ALL,directional_spy_daily_ret_5d_pct
DISCOVERY,UNKNOWN,143,141,91,50,0,2,64.53900709219859,87,60.83916083916084,1.230568193605538,1.0378230612189279,0.9549312853678329,0.7626422621142857,83,6,ALL,directional_spy_daily_ret_5d_pct
VALIDATION,ALIGNED,2133,2083,958,1125,38,12,45.99135861737878,963,45.14767932489451,1.551731212689448,1.593791698645287,1.074461517927147,1.1566820276497678,112,161,ALL,directional_spy_daily_ret_5d_pct
VALIDATION,OPPOSING,2052,2005,1056,949,31,16,52.66832917705736,1013,49.36647173489279,1.7954109041454451,1.5082395657767216,1.301096321747623,1.0652572999678154,112,161,ALL,directional_spy_daily_ret_5d_pct
DISCOVERY,ALIGNED,604,598,286,312,2,4,47.82608695652174,255,42.21854304635762,1.4528112477365325,1.3994719703733434,1.0214791756069994,1.0589854548392665,112,46,BEAR,directional_spy_daily_ret_5d_pct
DISCOVERY,OPPOSING,1483,1440,716,724,9,34,49.72222222222222,683,46.05529332434255,1.2578432835050666,1.225210166718148,0.8883704235462984,0.8758821087588149,112,109,BEAR,directional_spy_daily_ret_5d_pct
DISCOVERY,UNKNOWN,85,85,51,34,0,0,60.0,53,62.35294117647059,1.110069165230346,1.1081486965637677,0.8330600196785714,0.9782391694948989,64,6,BEAR,directional_spy_daily_ret_5d_pct
DISCOVERY,ALIGNED,1446,1409,725,684,0,37,51.45493257629524,655,45.29737206085754,1.2545918815708759,1.1383509707169728,0.8825435018701122,0.7843158680444807,112,109,BULL,directional_spy_daily_ret_5d_pct
DISCOVERY,OPPOSING,596,589,316,273,3,4,53.65025466893039,305,51.1744966442953,1.3305169201656828,1.4234204846770884,0.9346611089246297,1.0482736806748083,110,46,BULL,directional_spy_daily_ret_5d_pct
DISCOVERY,UNKNOWN,58,56,40,16,0,2,71.42857142857143,34,58.62068965517241,1.4071615972588367,0.9347596301101113,1.2087938245852592,0.45958900428979943,37,6,BULL,directional_spy_daily_ret_5d_pct
VALIDATION,ALIGNED,925,907,420,487,11,7,46.30650496141124,421,45.513513513513516,1.5223103346087976,1.5263433819310424,1.0785348400216217,1.133440214757101,112,74,BEAR,directional_spy_daily_ret_5d_pct
VALIDATION,OPPOSING,1107,1083,579,504,15,9,53.46260387811634,552,49.86449864498645,1.7297129879073179,1.5620105121212422,1.2772197375174186,1.0762025316455708,112,87,BEAR,directional_spy_daily_ret_5d_pct
VALIDATION,ALIGNED,1208,1176,538,638,27,5,45.74829931972789,542,44.86754966887417,1.5742596168488863,1.6454387954670384,1.0736732915087033,1.173220210025463,112,87,BULL,directional_spy_daily_ret_5d_pct
VALIDATION,OPPOSING,945,922,477,445,16,7,51.7353579175705,461,48.783068783068785,1.8723713203101084,1.4452507429159975,1.3278275060580595,1.0522368821916412,112,74,BULL,directional_spy_daily_ret_5d_pct
DISCOVERY,ALIGNED,1939,1897,934,963,2,40,49.235635213494994,858,44.24961320268179,1.3276878391543772,1.2210802296164514,0.9362064296491222,0.8853008853009002,112,150,ALL,directional_spy_daily_ret_10d_pct
DISCOVERY,OPPOSING,2055,2011,1035,976,12,32,51.46693187468921,957,46.56934306569343,1.2789042249580127,1.2786555702370785,0.9089738164020194,0.8882750599694721,112,150,ALL,directional_spy_daily_ret_10d_pct
DISCOVERY,UNKNOWN,278,269,165,104,0,9,61.33828996282528,170,61.15107913669065,1.1634671853152914,1.114312214257593,0.8545087053503624,0.8245037293160631,101,11,ALL,directional_spy_daily_ret_10d_pct
VALIDATION,ALIGNED,2110,2061,1005,1056,37,12,48.7627365356623,969,45.92417061611374,1.6495789743846467,1.5247493708007487,1.1497030523493996,1.103095224971801,112,161,ALL,directional_spy_daily_ret_10d_pct
VALIDATION,OPPOSING,2075,2027,1009,1018,32,16,49.77799703996053,1007,48.53012048192771,1.6932116703717788,1.5793947517082647,1.209195814733092,1.1308547840267262,112,161,ALL,directional_spy_daily_ret_10d_pct
DISCOVERY,ALIGNED,427,421,192,229,1,5,45.605700712589076,187,43.79391100702576,1.5264239531425663,1.4357157326524628,1.1298606016140877,1.0832500805006708,108,34,BEAR,directional_spy_daily_ret_10d_pct
DISCOVERY,OPPOSING,1581,1543,771,772,10,28,49.967595593000645,703,44.46552814674257,1.2755947090538,1.2359640587231935,0.9062436294223366,0.8826145460350645,112,116,BEAR,directional_spy_daily_ret_10d_pct
DISCOVERY,UNKNOWN,164,159,90,69,0,5,56.60377358490566,101,61.58536585365854,1.0288853604239334,1.1545767797101387,0.7032614526967085,0.9704383763349429,89,11,BEAR,directional_spy_daily_ret_10d_pct
DISCOVERY,ALIGNED,1512,1476,742,734,1,35,50.2710027100271,671,44.37830687830688,1.2715632884447499,1.1604655736664666,0.8894039190148761,0.8301525319453321,112,116,BULL,directional_spy_daily_ret_10d_pct
DISCOVERY,OPPOSING,474,468,264,204,2,4,56.41025641025641,254,53.586497890295355,1.2899429267397846,1.4210506750966827,0.9169609847900311,0.9302158119507469,109,34,BULL,directional_spy_daily_ret_10d_pct
DISCOVERY,UNKNOWN,114,110,75,35,0,4,68.18181818181819,69,60.526315789473685,1.3570761263870694,1.056387751676738,1.1368084268511232,0.552204570816272,66,11,BULL,directional_spy_daily_ret_10d_pct
VALIDATION,ALIGNED,953,933,460,473,14,6,49.30332261521972,441,46.27492130115425,1.599385826705805,1.5208513573912048,1.1375427539295107,1.1242167342425349,112,76,BEAR,directional_spy_daily_ret_10d_pct
VALIDATION,OPPOSING,1079,1057,539,518,12,10,50.99337748344371,532,49.30491195551436,1.6670200595698856,1.5677867670163217,1.2116836989831876,1.092533616418966,112,85,BEAR,directional_spy_daily_ret_10d_pct
VALIDATION,ALIGNED,1157,1128,545,583,23,6,48.315602836879435,528,45.635263612791704,1.6909221634407712,1.5279600940326379,1.1558143638609515,1.0785140473125945,112,85,BULL,directional_spy_daily_ret_10d_pct
VALIDATION,OPPOSING,996,970,470,500,20,6,48.45360824742268,475,47.69076305220884,1.7215859154071633,1.59197006845787,1.2027262865363597,1.170168114085182,112,76,BULL,directional_spy_daily_ret_10d_pct
DISCOVERY,ALIGNED,1852,1812,919,893,2,38,50.71743929359823,835,45.08639308855292,1.315511206102471,1.2477258616652518,0.9180980142769741,0.8827749165990846,112,141,ALL,directional_spy_daily_close_vs_ema20_pct
