symbol,trade_date,direction,architecture,decision_candle,entry_timestamp,entry_price,outcome,research_period,market_prior_5d_consensus,session_level_clear_state,relevant_levels_available_n,relevant_levels_cleared_n,preferred_family,pm_directional_level,ah_directional_level,pd_directional_level,c2_close,pm_directional_distance_pct,ah_directional_distance_pct,pd_directional_distance_pct,relevant_level_cluster_span_pct,level_cluster_span_pct_calc,cluster_span_diff_vs_frozen,pm_ah_spacing_pct,pm_pd_spacing_pct,ah_pd_spacing_pct,mean_pairwise_spacing_pct,closest_pair_spacing_pct,closest_pair,outermost_level,innermost_level,directional_level_order_inner_to_outer,c2_beyond_pm_pct,c2_beyond_ah_pct,c2_beyond_pd_pct,c2_beyond_outermost_pct
AAPL,2025-05-29,BEAR,AE2_RECLAIM,2,2025-05-29 13:31:00+00:00,202.495,FAVORABLE_FIRST,DISCOVERY,UNKNOWN,ONE_OF_3_CLEARED,3,1,False,203.39,199.9,199.9,202.495,-0.4419862218820128,1.2815131237808335,1.2815131237808335,1.7234993456628462,1.7234993456628462,0.0,1.7307644622975928,1.7307644622975928,0.0,1.1538429748650618,0.0,AH_PD,AH,PM,PM>AH>PD,0.4400412999655767,-1.2981490745372692,-1.2981490745372692,-1.2981490745372692
AAPL,2025-06-05,BEAR,AE2_RECLAIM,2,2025-06-05 13:31:00+00:00,203.1,FAVORABLE_FIRST,DISCOVERY,CONSENSUS_OPPOSING,NONE_CLEARED,3,0,False,201.75,200.55,202.1,203.1,0.6646971935007358,1.2555391432791645,0.4923682914820286,0.7631708517971358,0.7631708517971358,0.0,0.5965697240864969,0.1733316825554014,0.769899416366563,0.5132669410028204,0.1733316825554014,PM_PD,AH,PD,PD>PM>AH,-0.6691449814126393,-1.2715033657441976,-0.49480455220187736,-1.2715033657441976
AAPL,2025-06-24,BEAR,AE2_RECLAIM,2,2025-06-24 13:31:00+00:00,201.82,FAVORABLE_FIRST,DISCOVERY,CONSENSUS_OPPOSING,ONE_OF_3_CLEARED,3,1,False,202.4,201.15,198.96,201.82,-0.28738479833515634,0.3319789911802535,1.4171043504112504,1.7044891487464064,1.7044891487464064,0.0,0.6195019204559534,1.7141718158261896,1.0946989577866075,1.142790898022917,0.6195019204559534,PM_AH,PD,PM,PM>AH>PD,0.2865612648221383,-0.3330847626149547,-1.4374748693204653,-1.4374748693204653
AAPL,2025-06-25,BULL,AE2_RECLAIM,2,2025-06-25 13:31:00+00:00,202.51,FAVORABLE_FIRST,DISCOVERY,CONSENSUS_ALIGNED,TWO_OF_3_CLEARED,3,2,False,201.71,200.8,203.44,202.51,-0.3950422201372688,-0.8444027455434199,0.4592365809095881,1.303639326453008,1.303639326453008,0.0,0.45216267918809305,0.854004689621123,1.3061547595487761,0.8707740427859973,0.45216267918809305,PM_AH,PD,AH,AH>PM>PD,0.3966089931089156,0.8515936254980039,-0.45713723948093143,-0.45713723948093143
AAPL,2025-06-26,BULL,AE2_RECLAIM,2,2025-06-26 13:31:00+00:00,202.195,ADVERSE_FIRST,DISCOVERY,CONSENSUS_ALIGNED,ONE_OF_3_CLEARED,3,1,False,202.72,201.74,203.67,202.195,0.25965033754544165,-0.22503029253937243,0.7294938054848015,0.9545240980241738,0.9545240980241738,0.0,0.4845967462789842,0.46753118925169845,0.9521225426111732,0.6347501593806186,0.46753118925169845,PM_PD,PD,AH,AH>PM>PD,-0.2589779005524928,0.2255378209576664,-0.7242107330485581,-0.7242107330485581
AAPL,2025-06-30,BEAR,AE2_RECLAIM,2,2025-06-30 13:31:00+00:00,201.555,FAVORABLE_FIRST,DISCOVERY,CONSENSUS_OPPOSING,NONE_CLEARED,3,0,False,200.578,200.8998,200.0,201.555,0.4847312148048939,0.32507256083947694,0.7715015752524159,0.4464290144129389,0.4464290144129389,0.0,0.16030774304332449,0.28858299756851497,0.4488902214468548,0.29926032068623143,0.16030774304332449,PM_AH,PD,AH,AH>PM>PD,-0.4870923032436192,-0.32613272885289035,-0.7775000000000087,-0.7775000000000087
AAPL,2025-07-01,BULL,AE2_RECLAIM,2,2025-07-01 13:31:00+00:00,207.86,ADVERSE_FIRST,DISCOVERY,CONSENSUS_ALIGNED,ALL_3_CLEARED,3,3,False,207.47,206.3,207.39,207.86,-0.18762628692389818,-0.7505051476955653,-0.22611373039547158,0.5628788607716673,0.5628788607716673,0.0,0.5655315755129602,0.03856722749843924,0.5269646353549639,0.3770211461221211,0.03856722749843924,PM_PD,PM,AH,AH>PD>PM,0.18797898491349496,0.7561803199224393,0.22662616326729612,0.18797898491349496
AAPL,2025-07-03,BEAR,AE2_RECLAIM,2,2025-07-03 13:31:00+00:00,212.1,ADVERSE_FIRST,DISCOVERY,CONSENSUS_OPPOSING,NONE_CLEARED,3,0,False,209.81,211.83,208.14,212.1,1.079679396511076,0.12729844413011873,1.867043847241871,1.739745403111752,1.739745403111752,0.0,0.9581633621098616,0.7991386529489249,1.757268376312606,1.1715234637904641,0.7991386529489249,PM_PD,PD,AH,AH>PM>PD,-1.091463705257123,-0.12746069961759865,-1.9025655808590392,-1.9025655808590392
AAPL,2025-07-14,BULL,AE2_RECLAIM,2,2025-07-14 13:31:00+00:00,210.76,ADVERSE_FIRST,DISCOVERY,CONSENSUS_OPPOSING,ONE_OF_3_CLEARED,3,1,False,210.0,211.16,212.13,210.76,-0.3605997342949283,0.18978933383944094,0.6500284684000781,1.0106282026950064,1.0106282026950064,0.0,0.5508595308196395,1.009167791912442,0.4583146306314814,0.6727806511211876,0.4583146306314814,AH_PD,PD,PM,PM>AH>PD,0.3619047619047633,-0.18942981625308386,-0.6458303870268245,-0.6458303870268245
AAPL,2025-07-25,BEAR,AE2_RECLAIM,2,2025-07-25 13:31:00+00:00,214.4688,UNRESOLVED,DISCOVERY,CONSENSUS_OPPOSING,NONE_CLEARED,3,0,False,213.72,213.71,213.53,214.4688,0.3491416933372074,0.3538043762076253,0.43773266787522774,0.08859097453802033,0.08859097453802033,0.0,0.004679128746223197,0.0889409011117602,0.08426177324220899,0.0592939343667308,0.004679128746223197,PM_AH,PD,PM,PM>AH>PD,-0.35036496350364654,-0.35506059613494845,-0.43965719102700973,-0.43965719102700973
AAPL,2025-07-29,BULL,AE2_RECLAIM,2,2025-07-29 13:31:00+00:00,214.64,ADVERSE_FIRST,DISCOVERY,CONSENSUS_ALIGNED,TWO_OF_3_CLEARED,3,2,False,214.29,214.28,214.845,214.64,-0.16306373462541668,-0.16772269847185298,0.09550875885203713,0.26323145732389014,0.26323145732389014,0.0,0.00466668222226983,0.25865986228110355,0.2633265365569462,0.17555102702010653,0.00466668222226983,PM_AH,PD,AH,AH>PM>PD,0.16333006673199257,0.16800448011946578,-0.09541762666108733,-0.09541762666108733
AAPL,2025-08-06,BULL,AE2_RECLAIM,2,2025-08-06 13:31:00+00:00,207.79,FAVORABLE_FIRST,DISCOVERY,CONSENSUS_OPPOSING,ALL_3_CLEARED,3,3,True,206.91,203.1,205.34,207.79,-0.42350449973530757,-2.2570864815438654,-1.1790750276721635,1.833581981808558,1.833581981808558,0.0,1.858491256310823,0.7616737416616097,1.0968563314073103,1.2390071097932476,0.7616737416616097,PM_PD,PM,AH,AH>PD>PM,0.4253056884635731,2.3092072870507074,1.1931430797701426,0.4253056884635731
