research_period,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,symbol_n,trade_date_n,direction,feature
VALIDATION,MAJORITY_ALIGNED,108,101,51,50,6,1,50.495049504950494,44.44444444444444,2.014378079497396,1.5151417141448547,66,9,ALL,market_3idx_weekly_ema20_state
VALIDATION,MAJORITY_OPPOSING,81,79,43,36,2,0,54.43037974683544,49.382716049382715,1.214368153942954,1.5983069585163665,60,9,ALL,market_3idx_weekly_ema20_state
DISCOVERY,ALL_3_OPPOSING,916,896,484,412,3,17,54.017857142857146,48.90829694323144,1.5929416712993303,1.2651460095702236,112,69,BEAR,market_3idx_weekly_ema20_state
DISCOVERY,UNKNOWN,1256,1227,569,658,8,21,46.37326813365933,43.232484076433124,1.097214085354516,1.2719638867755643,112,92,BEAR,market_3idx_weekly_ema20_state
DISCOVERY,ALL_3_ALIGNED,969,942,510,432,2,25,54.140127388535035,48.60681114551084,1.2980371906789723,1.2850418067120222,112,69,BULL,market_3idx_weekly_ema20_state
DISCOVERY,UNKNOWN,1131,1112,571,541,1,18,51.34892086330935,46.242263483642795,1.2652036074653596,1.152453280607183,112,92,BULL,market_3idx_weekly_ema20_state
VALIDATION,ALL_3_ALIGNED,292,289,145,144,2,1,50.173010380622834,42.80821917808219,1.4391405465503675,1.3016160844518798,105,24,BEAR,market_3idx_weekly_ema20_state
VALIDATION,ALL_3_OPPOSING,1659,1622,811,811,22,15,50.0,48.7040385774563,1.6903776233058783,1.58618354726019,112,128,BEAR,market_3idx_weekly_ema20_state
VALIDATION,MAJORITY_OPPOSING,81,79,43,36,2,0,54.43037974683544,49.382716049382715,1.214368153942954,1.5983069585163665,60,9,BEAR,market_3idx_weekly_ema20_state
VALIDATION,ALL_3_ALIGNED,1750,1706,824,882,36,8,48.30011723329426,46.91428571428571,1.7140646088030957,1.5679854779269455,112,128,BULL,market_3idx_weekly_ema20_state
VALIDATION,ALL_3_OPPOSING,295,291,140,151,1,3,48.10996563573883,45.42372881355932,1.5387478537470194,1.511329238915258,104,24,BULL,market_3idx_weekly_ema20_state
VALIDATION,MAJORITY_ALIGNED,108,101,51,50,6,1,50.495049504950494,44.44444444444444,2.014378079497396,1.5151417141448547,66,9,BULL,market_3idx_weekly_ema20_state
